f821240a4c6ea609d8932929515dc685143f8abaddfd1eba84e1b0a359ed23d7,9582fb46285d99c82ecaead73bfebdbe3c3c403b82a119a70d8de98b4b41152f,c349d5c8b24d7653cc1b4654a59ad6d992cea13d67391a0bde4853d826de0d66,e2857f5d847e7b498fc9223341f25ede383c58c47ec8ca07ff8e14083da85567,2f47b494f7927dfc7be9aaf02f26e4c0857ba925bff07b9ee65d426052a75682,bd87f3408d7a9fee135330c72cbd2135f3d2a63c73f7072875d3cc6f4ef8cafc,2cb9efd492fae9eb66c74c385a761db86eaf2d89172e88a594c42e5e36602d76
"1740","0","10204","4","0","10","3"
"1800","0","10204","5","0","10","3"
"2100","0","10204","0","0","10","4"
"2160","0","10204","1","0","10","4"
"2220","0","10204","2","0","10","4"
"2280","0","10204","3","0","10","4"
"2340","0","10204","4","0","10","4"
"2400","0","10204","5","0","10","4"
"2700","0","10204","0","0","10","5"
"2760","0","10204","1","0","10","5"
"2820","0","10204","2","0","10","5"
"2880","0","10204","3","0","10","5"
"2940","0","10204","4","0","10","5"
"3000","0","10204","5","0","10","5"
"150","0","10301","0","0","1","1"
"180","0","10301","1","0","1","1"
"210","0","10301","2","0","1","1"
"240","0","10301","3","0","1","1"
"270","0","10301","4","0","1","1"
"300","0","10301","5","0","1","1"
"450","0","10301","0","0","1","2"
"480","0","10301","1","0","1","2"
"510","0","10301","2","0","1","2"
"540","0","10301","3","0","1","2"
"570","0","10301","4","0","1","2"
"600","0","10301","5","0","1","2"
"750","0","10301","0","0","1","3"
"780","0","10301","1","0","1","3"
"810","0","10301","2","0","1","3"
"840","0","10301","3","0","1","3"
"870","0","10301","4","0","1","3"
"900","0","10301","5","0","1","3"
"1050","0","10301","0","0","1","4"
"1080","0","10301","1","0","1","4"
"1110","0","10301","2","0","1","4"
"1140","0","10301","3","0","1","4"
"1170","0","10301","4","0","1","4"
"1200","0","10301","5","0","1","4"
"1350","0","10301","0","0","1","5"
"1380","0","10301","1","0","1","5"
"1410","0","10301","2","0","1","5"
"1440","0","10301","3","0","1","5"
"1470","0","10301","4","0","1","5"
"1500","0","10301","5","0","1","5"
"150","0","10302","0","0","3","1"
"180","0","10302","1","0","3","1"
"210","0","10302","2","0","3","1"
"240","0","10302","3","0","3","1"
"270","0","10302","4","0","3","1"
"300","0","10302","5","0","3","1"
"450","0","10302","0","0","3","2"
"480","0","10302","1","0","3","2"
"510","0","10302","2","0","3","2"
"540","0","10302","3","0","3","2"
"570","0","10302","4","0","3","2"
"600","0","10302","5","0","3","2"
"750","0","10302","0","0","3","3"
"780","0","10302","1","0","3","3"
"810","0","10302","2","0","3","3"
"840","0","10302","3","0","3","3"
"870","0","10302","4","0","3","3"
"900","0","10302","5","0","3","3"
"1050","0","10302","0","0","3","4"
"1080","0","10302","1","0","3","4"
"1110","0","10302","2","0","3","4"
"1140","0","10302","3","0","3","4"
"1170","0","10302","4","0","3","4"
"1200","0","10302","5","0","3","4"
"1350","0","10302","0","0","3","5"
"1380","0","10302","1","0","3","5"
"1410","0","10302","2","0","3","5"
"1440","0","10302","3","0","3","5"
"1470","0","10302","4","0","3","5"
"1500","0","10302","5","0","3","5"
"150","0","10303","0","0","4","1"
"180","0","10303","1","0","4","1"
"210","0","10303","2","0","4","1"
"240","0","10303","3","0","4","1"
"270","0","10303","4","0","4","1"
"300","0","10303","5","0","4","1"
"450","0","10303","0","0","4","2"
"480","0","10303","1","0","4","2"
"510","0","10303","2","0","4","2"
"540","0","10303","3","0","4","2"
"570","0","10303","4","0","4","2"
"600","0","10303","5","0","4","2"
"750","0","10303","0","0","4","3"
"780","0","10303","1","0","4","3"
"810","0","10303","2","0","4","3"
"840","0","10303","3","0","4","3"
"870","0","10303","4","0","4","3"
"900","0","10303","5","0","4","3"
"1050","0","10303","0","0","4","4"
"1080","0","10303","1","0","4","4"
"1110","0","10303","2","0","4","4"
"1140","0","10303","3","0","4","4"
"1170","0","10303","4","0","4","4"
"1200","0","10303","5","0","4","4"
"1350","0","10303","0","0","4","5"
"1380","0","10303","1","0","4","5"
"1410","0","10303","2","0","4","5"
"1440","0","10303","3","0","4","5"
"1470","0","10303","4","0","4","5"
"1500","0","10303","5","0","4","5"
"200","0","10304","0","0","11","1"
"240","0","10304","1","0","11","1"
"280","0","10304","2","0","11","1"
"320","0","10304","3","0","11","1"
"360","0","10304","4","0","11","1"
"400","0","10304","5","0","11","1"
"600","0","10304","0","0","11","2"
"640","0","10304","1","0","11","2"
"680","0","10304","2","0","11","2"
"720","0","10304","3","0","11","2"
"760","0","10304","4","0","11","2"
"800","0","10304","5","0","11","2"
"1000","0","10304","0","0","11","3"
"1040","0","10304","1","0","11","3"
"1080","0","10304","2","0","11","3"
"1120","0","10304","3","0","11","3"
"1160","0","10304","4","0","11","3"
"1200","0","10304","5","0","11","3"
"1400","0","10304","0","0","11","4"
"1440","0","10304","1","0","11","4"
"1480","0","10304","2","0","11","4"
"1520","0","10304","3","0","11","4"
"1560","0","10304","4","0","11","4"
"1600","0","10304","5","0","11","4"
"1800","0","10304","0","0","11","5"
"1840","0","10304","1","0","11","5"
"1880","0","10304","2","0","11","5"
"1920","0","10304","3","0","11","5"
"1960","0","10304","4","0","11","5"
"2000","0","10304","5","0","11","5"
"150","0","10401","0","0","1","1"
"180","0","10401","1","0","1","1"
"210","0","10401","2","0","1","1"
"240","0","10401","3","0","1","1"
"270","0","10401","4","0","1","1"
"300","0","10401","5","0","1","1"
"450","0","10401","0","0","1","2"
"480","0","10401","1","0","1","2"
"510","0","10401","2","0","1","2"
"540","0","10401","3","0","1","2"
"570","0","10401","4","0","1","2"
"600","0","10401","5","0","1","2"
"750","0","10401","0","0","1","3"
"780","0","10401","1","0","1","3"
"810","0","10401","2","0","1","3"
"840","0","10401","3","0","1","3"
"870","0","10401","4","0","1","3"
"900","0","10401","5","0","1","3"
"1050","0","10401","0","0","1","4"
"1080","0","10401","1","0","1","4"
"1110","0","10401","2","0","1","4"
"1140","0","10401","3","0","1","4"
"1170","0","10401","4","0","1","4"
"1200","0","10401","5","0","1","4"
"1350","0","10401","0","0","1","5"
"1380","0","10401","1","0","1","5"
"1410","0","10401","2","0","1","5"
"1440","0","10401","3","0","1","5"
"1470","0","10401","4","0","1","5"
"1500","0","10401","5","0","1","5"
"150","0","10402","0","0","3","1"
"180","0","10402","1","0","3","1"
"210","0","10402","2","0","3","1"
"240","0","10402","3","0","3","1"
"270","0","10402","4","0","3","1"
"300","0","10402","5","0","3","1"
"450","0","10402","0","0","3","2"
"480","0","10402","1","0","3","2"
"510","0","10402","2","0","3","2"
"540","0","10402","3","0","3","2"
"570","0","10402","4","0","3","2"
"600","0","10402","5","0","3","2"
"750","0","10402","0","0","3","3"
"780","0","10402","1","0","3","3"
"810","0","10402","2","0","3","3"
"840","0","10402","3","0","3","3"
"870","0","10402","4","0","3","3"
"900","0","10402","5","0","3","3"
"1050","0","10402","0","0","3","4"
"1080","0","10402","1","0","3","4"
"1110","0","10402","2","0","3","4"
"1140","0","10402","3","0","3","4"
"1170","0","10402","4","0","3","4"
"1200","0","10402","5","0","3","4"
"1350","0","10402","0","0","3","5"
"1380","0","10402","1","0","3","5"
"1410","0","10402","2","0","3","5"
"1440","0","10402","3","0","3","5"
"1470","0","10402","4","0","3","5"
"1500","0","10402","5","0","3","5"
"150","0","10403","0","0","4","1"
"180","0","10403","1","0","4","1"
"210","0","10403","2","0","4","1"
"240","0","10403","3","0","4","1"
"270","0","10403","4","0","4","1"
"300","0","10403","5","0","4","1"
"450","0","10403","0","0","4","2"
"480","0","10403","1","0","4","2"
"510","0","10403","2","0","4","2"
"540","0","10403","3","0","4","2"
"570","0","10403","4","0","4","2"
"600","0","10403","5","0","4","2"
"750","0","10403","0","0","4","3"
"780","0","10403","1","0","4","3"
"810","0","10403","2","0","4","3"
"840","0","10403","3","0","4","3"
"870","0","10403","4","0","4","3"
"900","0","10403","5","0","4","3"
"1050","0","10403","0","0","4","4"
"1080","0","10403","1","0","4","4"
"1110","0","10403","2","0","4","4"
"1140","0","10403","3","0","4","4"
"1170","0","10403","4","0","4","4"
"1200","0","10403","5","0","4","4"
"1350","0","10403","0","0","4","5"
"1380","0","10403","1","0","4","5"
"1410","0","10403","2","0","4","5"
"1440","0","10403","3","0","4","5"
"1470","0","10403","4","0","4","5"
"1500","0","10403","5","0","4","5"
"200","0","10404","0","0","12","1"
"240","0","10404","1","0","12","1"
"280","0","10404","2","0","12","1"
"320","0","10404","3","0","12","1"
"360","0","10404","4","0","12","1"
"400","0","10404","5","0","12","1"
"600","0","10404","0","0","12","2"
"640","0","10404","1","0","12","2"
"680","0","10404","2","0","12","2"
"720","0","10404","3","0","12","2"
"760","0","10404","4","0","12","2"
"800","0","10404","5","0","12","2"
"1000","0","10404","0","0","12","3"
"1040","0","10404","1","0","12","3"
"1080","0","10404","2","0","12","3"
"1120","0","10404","3","0","12","3"
"1160","0","10404","4","0","12","3"
"1200","0","10404","5","0","12","3"
"1400","0","10404","0","0","12","4"
"1440","0","10404","1","0","12","4"
"1480","0","10404","2","0","12","4"
"1520","0","10404","3","0","12","4"
"1560","0","10404","4","0","12","4"
"1600","0","10404","5","0","12","4"
"1800","0","10404","0","0","12","5"
"1840","0","10404","1","0","12","5"
"1880","0","10404","2","0","12","5"
"1920","0","10404","3","0","12","5"
"1960","0","10404","4","0","12","5"
"2000","0","10404","5","0","12","5"
"150","0","10501","0","0","1","1"
"180","0","10501","1","0","1","1"
"210","0","10501","2","0","1","1"
"240","0","10501","3","0","1","1"
"270","0","10501","4","0","1","1"
"300","0","10501","5","0","1","1"
"450","0","10501","0","0","1","2"
"480","0","10501","1","0","1","2"
"510","0","10501","2","0","1","2"
"540","0","10501","3","0","1","2"
"570","0","10501","4","0","1","2"
"600","0","10501","5","0","1","2"
"750","0","10501","0","0","1","3"
"780","0","10501","1","0","1","3"
"810","0","10501","2","0","1","3"
"840","0","10501","3","0","1","3"
"870","0","10501","4","0","1","3"
"900","0","10501","5","0","1","3"
"1050","0","10501","0","0","1","4"
"1080","0","10501","1","0","1","4"
"1110","0","10501","2","0","1","4"
"1140","0","10501","3","0","1","4"
"1170","0","10501","4","0","1","4"
"1200","0","10501","5","0","1","4"
"1350","0","10501","0","0","1","5"
"1380","0","10501","1","0","1","5"
"1410","0","10501","2","0","1","5"
"1440","0","10501","3","0","1","5"
"1470","0","10501","4","0","1","5"
"1500","0","10501","5","0","1","5"
"150","0","10502","0","0","3","1"
"180","0","10502","1","0","3","1"
"210","0","10502","2","0","3","1"
"240","0","10502","3","0","3","1"
"270","0","10502","4","0","3","1"
"300","0","10502","5","0","3","1"
"450","0","10502","0","0","3","2"
"480","0","10502","1","0","3","2"
"510","0","10502","2","0","3","2"
"540","0","10502","3","0","3","2"
"570","0","10502","4","0","3","2"
"600","0","10502","5","0","3","2"
"750","0","10502","0","0","3","3"
"780","0","10502","1","0","3","3"
"810","0","10502","2","0","3","3"
"840","0","10502","3","0","3","3"
"870","0","10502","4","0","3","3"
"900","0","10502","5","0","3","3"
"1050","0","10502","0","0","3","4"
"1080","0","10502","1","0","3","4"
"1110","0","10502","2","0","3","4"
"1140","0","10502","3","0","3","4"
"1170","0","10502","4","0","3","4"
"1200","0","10502","5","0","3","4"
"1350","0","10502","0","0","3","5"
"1380","0","10502","1","0","3","5"
"1410","0","10502","2","0","3","5"
"1440","0","10502","3","0","3","5"
"1470","0","10502","4","0","3","5"
"1500","0","10502","5","0","3","5"
"150","0","10503","0","0","4","1"
"180","0","10503","1","0","4","1"
"210","0","10503","2","0","4","1"
"240","0","10503","3","0","4","1"
"270","0","10503","4","0","4","1"
"300","0","10503","5","0","4","1"
"450","0","10503","0","0","4","2"
"480","0","10503","1","0","4","2"
"510","0","10503","2","0","4","2"
"540","0","10503","3","0","4","2"
"570","0","10503","4","0","4","2"
"600","0","10503","5","0","4","2"
"750","0","10503","0","0","4","3"
"780","0","10503","1","0","4","3"
"810","0","10503","2","0","4","3"
"840","0","10503","3","0","4","3"
"870","0","10503","4","0","4","3"
"900","0","10503","5","0","4","3"
"1050","0","10503","0","0","4","4"
"1080","0","10503","1","0","4","4"
"1110","0","10503","2","0","4","4"
"1140","0","10503","3","0","4","4"
"1170","0","10503","4","0","4","4"
"1200","0","10503","5","0","4","4"
"1350","0","10503","0","0","4","5"
"1380","0","10503","1","0","4","5"
"1410","0","10503","2","0","4","5"
"1440","0","10503","3","0","4","5"
"1470","0","10503","4","0","4","5"
"1500","0","10503","5","0","4","5"
"500","0","10504","0","0","14","1"
"600","0","10504","1","0","14","1"
"700","0","10504","2","0","14","1"
"800","0","10504","3","0","14","1"
"900","0","10504","4","0","14","1"
"1000","0","10504","5","0","14","1"
"1500","0","10504","0","0","14","2"
"1600","0","10504","1","0","14","2"
"1700","0","10504","2","0","14","2"
"1800","0","10504","3","0","14","2"
"1900","0","10504","4","0","14","2"
"2000","0","10504","5","0","14","2"
"2500","0","10504","0","0","14","3"
"2600","0","10504","1","0","14","3"
"2700","0","10504","2","0","14","3"
"2800","0","10504","3","0","14","3"
"2900","0","10504","4","0","14","3"
"3000","0","10504","5","0","14","3"
"3500","0","10504","0","0","14","4"
"3600","0","10504","1","0","14","4"
"3700","0","10504","2","0","14","4"
"3800","0","10504","3","0","14","4"
"3900","0","10504","4","0","14","4"
"4000","0","10504","5","0","14","4"
"4500","0","10504","0","0","14","5"
"4600","0","10504","1","0","14","5"
"4700","0","10504","2","0","14","5"
"4800","0","10504","3","0","14","5"
"4900","0","10504","4","0","14","5"
"5000","0","10504","5","0","14","5"
"150","0","10601","0","0","1","1"
"180","0","10601","1","0","1","1"
"210","0","10601","2","0","1","1"
"240","0","10601","3","0","1","1"
"270","0","10601","4","0","1","1"
"300","0","10601","5","0","1","1"
"450","0","10601","0","0","1","2"
"480","0","10601","1","0","1","2"
"510","0","10601","2","0","1","2"
"540","0","10601","3","0","1","2"
"570","0","10601","4","0","1","2"
"600","0","10601","5","0","1","2"
"750","0","10601","0","0","1","3"
"780","0","10601","1","0","1","3"
"810","0","10601","2","0","1","3"
"840","0","10601","3","0","1","3"
"870","0","10601","4","0","1","3"
"900","0","10601","5","0","1","3"
"1050","0","10601","0","0","1","4"
"1080","0","10601","1","0","1","4"
"1110","0","10601","2","0","1","4"
"1140","0","10601","3","0","1","4"
"1170","0","10601","4","0","1","4"
"1200","0","10601","5","0","1","4"
"1350","0","10601","0","0","1","5"
"1380","0","10601","1","0","1","5"
"1410","0","10601","2","0","1","5"
"1440","0","10601","3","0","1","5"
"1470","0","10601","4","0","1","5"
"1500","0","10601","5","0","1","5"
"150","0","10602","0","0","3","1"
"180","0","10602","1","0","3","1"
"210","0","10602","2","0","3","1"
"240","0","10602","3","0","3","1"
"270","0","10602","4","0","3","1"
"300","0","10602","5","0","3","1"
"450","0","10602","0","0","3","2"
"480","0","10602","1","0","3","2"
"510","0","10602","2","0","3","2"
"540","0","10602","3","0","3","2"
"570","0","10602","4","0","3","2"
"600","0","10602","5","0","3","2"
"750","0","10602","0","0","3","3"
"780","0","10602","1","0","3","3"
"810","0","10602","2","0","3","3"
"840","0","10602","3","0","3","3"
"870","0","10602","4","0","3","3"
"900","0","10602","5","0","3","3"
"1050","0","10602","0","0","3","4"
"1080","0","10602","1","0","3","4"
"1110","0","10602","2","0","3","4"
"1140","0","10602","3","0","3","4"
"1170","0","10602","4","0","3","4"
"1200","0","10602","5","0","3","4"
"1350","0","10602","0","0","3","5"
"1380","0","10602","1","0","3","5"
"1410","0","10602","2","0","3","5"
"1440","0","10602","3","0","3","5"
"1470","0","10602","4","0","3","5"
"1500","0","10602","5","0","3","5"
"150","0","10603","0","0","4","1"
"180","0","10603","1","0","4","1"
"210","0","10603","2","0","4","1"
"240","0","10603","3","0","4","1"
"270","0","10603","4","0","4","1"
"300","0","10603","5","0","4","1"
"450","0","10603","0","0","4","2"
"480","0","10603","1","0","4","2"
"510","0","10603","2","0","4","2"
"540","0","10603","3","0","4","2"
"570","0","10603","4","0","4","2"
"600","0","10603","5","0","4","2"
"750","0","10603","0","0","4","3"
"780","0","10603","1","0","4","3"
"810","0","10603","2","0","4","3"
"840","0","10603","3","0","4","3"
"870","0","10603","4","0","4","3"
"900","0","10603","5","0","4","3"
"1050","0","10603","0","0","4","4"
"1080","0","10603","1","0","4","4"
"1110","0","10603","2","0","4","4"
"1140","0","10603","3","0","4","4"
"1170","0","10603","4","0","4","4"
"1200","0","10603","5","0","4","4"
"1350","0","10603","0","0","4","5"
"1380","0","10603","1","0","4","5"
"1410","0","10603","2","0","4","5"
"1440","0","10603","3","0","4","5"
"1470","0","10603","4","0","4","5"
"1500","0","10603","5","0","4","5"
"200","0","10604","0","0","13","1"
"240","0","10604","1","0","13","1"
"280","0","10604","2","0","13","1"
"320","0","10604","3","0","13","1"
"360","0","10604","4","0","13","1"
"400","0","10604","5","0","13","1"
"600","0","10604","0","0","13","2"
"640","0","10604","1","0","13","2"
"680","0","10604","2","0","13","2"
"720","0","10604","3","0","13","2"
"760","0","10604","4","0","13","2"
"800","0","10604","5","0","13","2"
"1000","0","10604","0","0","13","3"
"1040","0","10604","1","0","13","3"
"1080","0","10604","2","0","13","3"
"1120","0","10604","3","0","13","3"
"1160","0","10604","4","0","13","3"
"1200","0","10604","5","0","13","3"
"1400","0","10604","0","0","13","4"
"1440","0","10604","1","0","13","4"
"1480","0","10604","2","0","13","4"
"1520","0","10604","3","0","13","4"
"1560","0","10604","4","0","13","4"
"1600","0","10604","5","0","13","4"
"1800","0","10604","0","0","13","5"
"1840","0","10604","1","0","13","5"
"1880","0","10604","2","0","13","5"
"1920","0","10604","3","0","13","5"
"1960","0","10604","4","0","13","5"
"2000","0","10604","5","0","13","5"
"150","0","10701","0","0","1","1"
"180","0","10701","1","0","1","1"
"210","0","10701","2","0","1","1"
"240","0","10701","3","0","1","1"
"270","0","10701","4","0","1","1"
"300","0","10701","5","0","1","1"
"450","0","10701","0","0","1","2"
"480","0","10701","1","0","1","2"
"510","0","10701","2","0","1","2"
"540","0","10701","3","0","1","2"
"570","0","10701","4","0","1","2"
"600","0","10701","5","0","1","2"
"750","0","10701","0","0","1","3"
"780","0","10701","1","0","1","3"
"810","0","10701","2","0","1","3"
"840","0","10701","3","0","1","3"
"870","0","10701","4","0","1","3"
"900","0","10701","5","0","1","3"
"1050","0","10701","0","0","1","4"
"1080","0","10701","1","0","1","4"
"1110","0","10701","2","0","1","4"
"1140","0","10701","3","0","1","4"
"1170","0","10701","4","0","1","4"
"1200","0","10701","5","0","1","4"
"1350","0","10701","0","0","1","5"
"1380","0","10701","1","0","1","5"
"1410","0","10701","2","0","1","5"
"1440","0","10701","3","0","1","5"
"1470","0","10701","4","0","1","5"
"1500","0","10701","5","0","1","5"
"150","0","10702","0","0","3","1"
"180","0","10702","1","0","3","1"
"210","0","10702","2","0","3","1"
"240","0","10702","3","0","3","1"
"270","0","10702","4","0","3","1"
"300","0","10702","5","0","3","1"
"450","0","10702","0","0","3","2"
"480","0","10702","1","0","3","2"
"510","0","10702","2","0","3","2"
"540","0","10702","3","0","3","2"
"570","0","10702","4","0","3","2"
"600","0","10702","5","0","3","2"
"750","0","10702","0","0","3","3"
"780","0","10702","1","0","3","3"
"810","0","10702","2","0","3","3"
"840","0","10702","3","0","3","3"
