b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d
"","104","","","20022","100111","","13","","1200220002",""
"1","travel_topdrama_r_2000_talk_normal","","","20022","100211","1","3","","1200220003","0.2"
"","vo_travel_talk_20002_00","","0","20022","vo_travel_talk","0","21","","1200220004",""
"1","うん、これでいいと思う。\n傷はきれいに塞がったけど、\nまだどこか痛んだりするかな？","0","1","20022","100211","10","11","0","1200220005","0"
"","","","","20022","0","","91","","1200220006",""
"","travel_topdrama_r_2000_idle_normal","","","20022","100211","1","3","","1200220007","0.2"
"","vo_travel_talk_20002_01","","0","20022","vo_travel_talk","0","21","","1200220008",""
"1","もう大丈夫だよ、ありがとう！\nやっぱりこういう長旅の時には、\nユイちゃんの魔法が頼りになるね♪","0","1","20022","100111","10","11","0","1200220009","0"
"","","","","20022","0","","91","","1200220010",""
"1","travel_topdrama_r_2000_talk_wish_in_joy","","travel_topdrama_r_2000_talk_wish_loop_joy","20022","100211","0","3","","1200220011","0.2"
"","vo_travel_talk_20002_02","","0","20022","vo_travel_talk","0","21","","1200220012",""
"1","どういたしまして♪\nケガはないのが一番だけど、\n困ったときは遠慮なく相談してね？","0","1","20022","100211","10","11","0","1200220013","0"
"","","","","20022","0","","91","","1200220014",""
"","travel_topdrama_r_2000_idle_wish_joy","","","20022","100211","1","3","","1200220015","0.2"
"","","","","20022","","","112","","1200220016",""
"","","","","20022","0","","91","","1200220017",""
"-68","100411","travel_topdrama_r_2000_idle_doya","-42","20031","1","101","1","0","1200310001","0.8"
"-68","102011","travel_topdrama_r_2000_idle_normal","42","20031","1","102","1","1","1200310002","0.8"
"-75","0","mana","0","20031","0","110","5","0","1200310003","1"
"","","","","20031","0","","91","","1200310004",""
"","0","","","20031","10","","93","","1200310005",""
"","","","","20031","1200310005","","101","","1200310006",""
"","none","","","20031","0","0","3","","1200310007","0"
"","","","","20031","0","","91","","1200310008",""
"","103","","","20032","100411","","13","","1200320001",""
"","104","","","20032","102011","","13","","1200320002",""
"1","travel_topdrama_r_2000_talk_doya_in","","travel_topdrama_r_2000_talk_doya_loop","20032","100411","0","3","","1200320003","0.2"
"","vo_travel_talk_20003_00","","0","20032","vo_travel_talk","0","21","","1200320004",""
"1","冒険はね、準備が大事なんだよ！\nだから迷わないようにコンパスを\n持ってきたんだ～♪","0","1","20032","100411","10","11","0","1200320005","0"
"","","","","20032","0","","91","","1200320006",""
"","travel_topdrama_r_2000_idle_doya","","","20032","100411","1","3","","1200320007","0.2"
"1","travel_topdrama_r_2000_talk_wish_in","","travel_topdrama_r_2000_talk_wish_loop","20032","102011","0","3","","1200320008","0.2"
"","vo_travel_talk_20003_01","","0","20032","vo_travel_talk","0","21","","1200320009",""
"1","ミソギちゃん、すご～い♪\n針がいっぱいぐるぐるしてるけど、\nどうやって使うの～？","0","1","20032","102011","10","11","0","1200320010","0"
"","","","","20032","0","","91","","1200320011",""
"","travel_topdrama_r_2000_idle_wish","","","20032","102011","1","3","","1200320012","0.2"
"1","travel_topdrama_r_2000_talk_sad_in_surprise2","","travel_topdrama_r_2000_talk_sad_loop_surprise2","20032","100411","0","3","","1200320013","0.2"
"","vo_travel_talk_20003_02","","0","20032","vo_travel_talk","0","21","","1200320014",""
"1","えっ？　ぐるぐる？\n……あ～！？　イタズラで使う磁石、\n同じポケットに入れたままだった～！","0","1","20032","100411","10","11","0","1200320015","0"
"","","","","20032","0","","91","","1200320016",""
"","travel_topdrama_r_2000_idle_sad_surprise2","","","20032","100411","1","3","","1200320017","0.2"
"","","","","20032","","","112","","1200320018",""
"","","","","20032","0","","91","","1200320019",""
"-68","105311","travel_topdrama_r_2000_idle_normal","42","20041","1","101","1","1","1200410001","0.8"
"-68","104511","travel_topdrama_r_2000_idle_wish","-42","20041","1","102","1","0","1200410002","0.8"
"-75","0","mana","0","20041","0","110","5","0","1200410003","1"
"","","","","20041","0","","91","","1200410004",""
"","0","","","20041","10","","93","","1200410005",""
"","","","","20041","1200410005","","101","","1200410006",""
"","none","","","20041","0","0","3","","1200410007","0"
"","","","","20041","0","","91","","1200410008",""
"","103","","","20042","105311","","13","","1200420001",""
"","104","","","20042","104511","","13","","1200420002",""
"1","travel_topdrama_r_2000_talk_surprise_in_sad","","travel_topdrama_r_2000_talk_surprise_loop_sad","20042","105311","0","3","","1200420003","0.2"
"","vo_travel_talk_20004_00","","0","20042","vo_travel_talk","0","21","","1200420004",""
"1","ど、どうしたんだクウカ！？\n顔が真っ赤だし、こんなに汗ばんで……\nどこか、体調でも悪いのか！？","0","1","20042","105311","10","11","0","1200420005","0"
"","","","","20042","0","","91","","1200420006",""
"","travel_topdrama_r_2000_idle_surprise_sad","","","20042","105311","1","3","","1200420007","0.2"
"1","travel_topdrama_r_2000_talk_wish_loop","","","20042","104511","1","3","","1200420008","0.2"
"","vo_travel_talk_20004_01","","0","20042","vo_travel_talk","0","21","","1200420009",""
"1","これから行く場所には見たこともない\n恐ろしい魔物がいて、きっとクウカは\n空前絶後の辱めを受けることに……♪","0","1","20042","104511","10","11","0","1200420010","0"
"","","","","20042","0","","91","","1200420011",""
"","travel_topdrama_r_2000_idle_wish","","","20042","104511","1","3","","1200420012","0.2"
"1","travel_topdrama_r_2000_talk_doya_in_sad","","travel_topdrama_r_2000_talk_doya_loop_sad","20042","105311","0","3","","1200420013","0.2"
"","vo_travel_talk_20004_02","","0","20042","vo_travel_talk","0","21","","1200420014",""
"1","って、いつもの妄想か。\n心配してすごく損した気分になったぞ、\n頼むから、任務に集中してくれ！","0","1","20042","105311","10","11","0","1200420015","0"
"","","","","20042","0","","91","","1200420016",""
"","travel_topdrama_r_2000_idle_doya_sad","","","20042","105311","1","3","","1200420017","0.2"
"","","","","20042","","","112","","1200420018",""
"","","","","20042","0","","91","","1200420019",""
"-68","100911","travel_topdrama_r_2000_idle_thinking","-42","20051","1","101","1","0","1200510001","0.8"
"-68","105611","travel_topdrama_r_2000_idle_arm_crossed","42","20051","1","102","1","1","1200510002","0.8"
"-75","0","mana","0","20051","0","110","5","0","1200510003","1"
"","","","","20051","0","","91","","1200510004",""
"","0","","","20051","10","","93","","1200510005",""
"","","","","20051","1200510005","","101","","1200510006",""
"","none","","","20051","0","0","3","","1200510007","0"
"","","","","20051","0","","91","","1200510008",""
"","103","","","20052","100911","","13","","1200520001",""
"","104","","","20052","105611","","13","","1200520002",""
"1","travel_topdrama_r_2000_talk_thinking","","","20052","100911","1","3","","1200520003","0.2"
"","vo_travel_talk_20005_00","","0","20052","vo_travel_talk","0","21","","1200520004",""
"1","我が内なる暗黒が囁いている……\n数多の運命の糸が複雑に絡み合い、\nこの旅はやがて壮大な冒険譚になると！","0","1","20052","100911","10","11","0","1200520005","0"
"","","","","20052","0","","91","","1200520006",""
"","travel_topdrama_r_2000_idle_thinking","","","20052","100911","1","3","","1200520007","0.2"
"1","travel_topdrama_r_2000_talk_arm_crossed_in","","travel_topdrama_r_2000_talk_arm_crossed_loop","20052","105611","0","3","","1200520008","0.2"
"","vo_travel_talk_20005_01","","0","20052","vo_travel_talk","0","21","","1200520009",""
"1","そうかい。\nじゃあまずは、焚火の枝を集める運命を\n受け入れてもらえるかい？","0","1","20052","105611","10","11","0","1200520010","0"
"","","","","20052","0","","91","","1200520011",""
"","travel_topdrama_r_2000_idle_arm_crossed","","","20052","105611","1","3","","1200520012","0.2"
"1","travel_topdrama_r_2000_talk_doya_in_blink","","travel_topdrama_r_2000_talk_doya_loop","20052","100911","0","3","","1200520013","0.2"
"","vo_travel_talk_20005_02","","0","20052","vo_travel_talk","0","21","","1200520014",""
"1","ふっ、既にその運命は受け入れている！\n……のだが、その、全然集まらなくて。\nよければ手伝ってほしいんだが。","0","1","20052","100911","10","11","0","1200520015","0"
"","","","","20052","0","","91","","1200520016",""
"","travel_topdrama_r_2000_idle_doya","","","20052","100911","1","3","","1200520017","0.2"
"","","","","20052","","","112","","1200520018",""
"","","","","20052","0","","91","","1200520019",""
"-68","110911","travel_topdrama_r_2000_idle_kyapi","42","20061","1","101","1","1","1200610001","0.8"
"-68","110811","travel_topdrama_r_2000_idle_doya_sad","-42","20061","1","102","1","0","1200610002","0.8"
"-75","0","mana","0","20061","0","110","5","0","1200610003","1"
"","","","","20061","0","","91","","1200610004",""
"","0","","","20061","10","","93","","1200610005",""
"","","","","20061","1200610005","","101","","1200610006",""
"","none","","","20061","0","0","3","","1200610007","0"
"","","","","20061","0","","91","","1200610008",""
"","103","","","20062","110911","","13","","1200620001",""
"","104","","","20062","110811","","13","","1200620002",""
"1","travel_topdrama_r_2000_talk_kyapi_in","","travel_topdrama_r_2000_talk_kyapi_loop","20062","110911","0","3","","1200620003","0.2"
"","vo_travel_talk_20006_00","","0","20062","vo_travel_talk","0","21","","1200620004",""
"1","ちぇる～ん☆\nちぇるちぇら、ちぇりんぱ、\nちぇちぇりぽぷ！","0","1","20062","110911","10","11","0","1200620005","0"
"","","","","20062","0","","91","","1200620006",""
"","travel_topdrama_r_2000_idle_kyapi","","","20062","110911","1","3","","1200620007","0.2"
"1","travel_topdrama_r_2000_talk_doya_in_sad","","travel_topdrama_r_2000_talk_doya_loop_sad","20062","110811","0","3","","1200620008","0.2"
"","vo_travel_talk_20006_01","","0","20062","vo_travel_talk","0","21","","1200620009",""
"1","あのさ。いんだけどさ。\nそのアタマ悪めの奇声でさっき魔物が\nクソ集まってきた件、もう忘れたわけ。","0","1","20062","110811","10","11","0","1200620010","0"
"","","","","20062","0","","91","","1200620011",""
"","travel_topdrama_r_2000_idle_doya_sad","","","20062","110811","1","3","","1200620012","0.2"
"1","travel_topdrama_r_2000_talk_normal2","","","20062","110911","1","3","","1200620013","0.2"
"","vo_travel_talk_20006_02","","0","20062","vo_travel_talk","0","21","","1200620014",""
"1","……その節は\nたいへん御迷惑をおかけいたしました。","0","1","20062","110911","10","11","0","1200620015","0"
"","","","","20062","0","","91","","1200620016",""
"","travel_topdrama_r_2000_idle_normal","","","20062","110911","1","3","","1200620017","0.2"
"","","","","20062","","","112","","1200620018",""
"","","","","20062","0","","91","","1200620019",""
"-68","102911","travel_topdrama_r_2000_idle_smile","42","20071","1","101","1","1","1200710001","0.8"
"-68","105411","travel_topdrama_r_2000_idle_sad","-42","20071","1","102","1","0","1200710002","0.8"
"-75","0","mana","0","20071","0","110","5","0","1200710003","1"
"","","","","20071","0","","91","","1200710004",""
"","0","","","20071","10","","93","","1200710005",""
"","","","","20071","1200710005","","101","","1200710006",""
"","none","","","20071","0","0","3","","1200710007","0"
"","","","","20071","0","","91","","1200710008",""
"","103","","","20072","102911","","13","","1200720001",""
"","104","","","20072","105411","","13","","1200720002",""
"1","travel_topdrama_r_2000_talk_smile_in","","travel_topdrama_r_2000_talk_smile_loop","20072","102911","0","3","","1200720003","0.2"
"","vo_travel_talk_20007_00","","0","20072","vo_travel_talk","0","21","","1200720004",""
"1","このあたりの地形って、ダンスの\n練習にちょうどいいんじゃないかな？\n一緒にステップを踏んでみてくれない？","0","1","20072","102911","10","11","0","1200720005","0"
"","","","","20072","0","","91","","1200720006",""
"","travel_topdrama_r_2000_idle_smile","","","20072","102911","1","3","","1200720007","0.2"
"1","travel_topdrama_r_2007_dance","","travel_topdrama_r_2000_talk_sad_loop","20072","105411","0","3","0.2","1200720008","0.2"
"","vo_travel_talk_20007_01","","0","20072","vo_travel_talk","0","21","","1200720009",""
"1","えっと、こんな感じですか？\n……わわっ、バランスが！？\nなかなか難しいですね……","0","1","20072","105411","10","11","0","1200720010","0"
"","","","","20072","0","","91","","1200720011",""
"","travel_topdrama_r_2000_idle_sad","","","20072","105411","1","3","","1200720012","0.2"
"1","travel_topdrama_r_2000_talk_smile_in","","travel_topdrama_r_2000_talk_smile_loop","20072","102911","0","3","","1200720013","0.2"
"","vo_travel_talk_20007_02","","0","20072","vo_travel_talk","0","21","","1200720014",""
"1","つまり、練習になるってことだよ！\nライブ前、ここに戻ってこれるように、\n場所をメモしておかなきゃね♪","0","1","20072","102911","10","11","0","1200720015","0"
"","","","","20072","0","","91","","1200720016",""
"","travel_topdrama_r_2000_idle_smile","","","20072","102911","1","3","","1200720017","0.2"
"","","","","20072","","","112","","1200720018",""
"","","","","20072","0","","91","","1200720019",""
"-68","104711","travel_topdrama_r_2000_idle_sad","42","20081","1","101","1","1","1200810001","0.8"
"-68","107111","travel_topdrama_r_2000_idle_doya","-42","20081","1","102","1","0","1200810002","0.8"
"-75","0","mana","0","20081","0","110","5","0","1200810003","1"
"","","","","20081","0","","91","","1200810004",""
"","0","","","20081","10","","93","","1200810005",""
"","","","","20081","1200810005","","101","","1200810006",""
"","none","","","20081","0","0","3","","1200810007","0"
"","","","","20081","0","","91","","1200810008",""
"","103","","","20082","104711","","13","","1200820001",""
"","104","","","20082","107111","","13","","1200820002",""
"1","travel_topdrama_r_2000_talk_sad_in","","travel_topdrama_r_2000_talk_sad_loop","20082","104711","0","3","","1200820003","0.2"
"","vo_travel_talk_20008_00","","0","20082","vo_travel_talk","0","21","","1200820004",""
"1","王宮を離れる機会は何度かあったけど、\nやっぱり落ち着かないな……\n何かあった時に対応が難しいし。","0","1","20082","104711","10","11","0","1200820005","0"
"","","","","20082","0","","91","","1200820006",""
"","travel_topdrama_r_2000_idle_sad","","","20082","104711","1","3","","1200820007","0.2"
"1","travel_topdrama_r_2000_talk_doya_in","","travel_topdrama_r_2000_talk_doya_loop","20082","107111","0","3","","1200820008","0.2"
"","vo_travel_talk_20008_01","","0","20082","vo_travel_talk","0","21","","1200820009",""
"1","今さら不安がっても仕方ないだろう？\nもっと気楽にこの旅を愉しむべきだ。\nまだまだ先は長いのだからな☆","0","1","20082","107111","10","11","0","1200820010","0"
"","","","","20082","0","","91","","1200820011",""
"","travel_topdrama_r_2000_idle_doya","","","20082","107111","1","3","","1200820012","0.2"
"1","travel_topdrama_r_2000_talk_guts_in","","travel_topdrama_r_2000_talk_guts_loop","20082","104711","0","3","","1200820013","0.2"
"","vo_travel_talk_20008_02","","0","20082","vo_travel_talk","0","21","","1200820014",""
"1","ありがとう、クリスちゃん。\n王宮には優秀な部下たちもいるし、\n目の前の仕事に集中するよ。","0","1","20082","104711","10","11","0","1200820015","0"
"","","","","20082","0","","91","","1200820016",""
"","travel_topdrama_r_2000_idle_guts","","","20082","104711","1","3","","1200820017","0.2"
"","","","","20082","","","112","","1200820018",""
"","","","","20082","0","","91","","1200820019",""
"-68","104011","travel_topdrama_r_2000_idle_guts2","42","20091","1","101","1","1","1200910001","0.8"
"-68","101511","travel_topdrama_r_2000_idle_smile","-42","20091","1","102","1","0","1200910002","0.8"
"-75","0","mana","0","20091","0","110","5","0","1200910003","1"
"","","","","20091","0","","91","","1200910004",""
"","0","","","20091","10","","93","","1200910005",""
"","","","","20091","1200910005","","101","","1200910006",""
"","none","","","20091","0","0","3","","1200910007","0"
"","","","","20091","0","","91","","1200910008",""
"","103","","","20092","104011","","13","","1200920001",""
"","104","","","20092","101511","","13","","1200920002",""
"1","travel_topdrama_r_2000_talk_guts2_in","","travel_topdrama_r_2000_talk_guts2_loop","20092","104011","0","3","","1200920003","0.2"
"","vo_travel_talk_20009_00","","0","20092","vo_travel_talk","0","21","","1200920004",""
"1","今回の冒険には、たくさんのギルドが\n参加してるんですよね……？\nもしかして、友達を作るチャンス……？","0","1","20092","104011","10","11","0","1200920005","0"
"","","","","20092","0","","91","","1200920006",""
"","travel_topdrama_r_2000_idle_guts2","","","20092","104011","1","3","","1200920007","0.2"
"1","travel_topdrama_r_2000_talk_wish_in_joy","","travel_topdrama_r_2000_talk_wish_loop_joy","20092","101511","0","3","","1200920008","0.2"
"","vo_travel_talk_20009_01","","0","20092","vo_travel_talk","0","21","","1200920009",""
"1","ふふっ、そうね～\nきっといろんな出会いがあるから、\nいっぱいお話してみるといいわよ～？","0","1","20092","101511","10","11","0","1200920010","0"
"","","","","20092","0","","91","","1200920011",""
"","travel_topdrama_r_2000_idle_wish_joy","","","20092","101511","1","3","","1200920012","0.2"
"1","travel_topdrama_r_2000_talk_surprise_in_sad","","travel_topdrama_r_2000_talk_surprise_loop_sad","20092","104011","0","3","","1200920013","0.2"
"","vo_travel_talk_20009_02","","0","20092","vo_travel_talk","0","21","","1200920014",""
"1","いっぱい……お話……！？\n一気に自信がなくなってきました……\nやっぱり、隅っこを歩きましょう……","0","1","20092","104011","10","11","0","1200920015","0"
"","","","","20092","0","","91","","1200920016",""
"","travel_topdrama_r_2000_idle_surprise_sad","","","20092","104011","1","3","","1200920017","0.2"
"","","","","20092","","","112","","1200920018",""
"","","","","20092","0","","91","","1200920019",""
"-68","102611","travel_topdrama_r_2000_idle_sad","42","20101","1","101","1","1","1201010001","0.8"
"-68","103311","travel_topdrama_r_2000_idle_doya_sad","-42","20101","1","102","1","0","1201010002","0.8"
"-75","0","mana","0","20101","0","110","5","0","1201010003","1"
"","","","","20101","0","","91","","1201010004",""
"","0","","","20101","10","","93","","1201010005",""
"","","","","20101","1201010005","","101","","1201010006",""
"","none","","","20101","0","0","3","","1201010007","0"
"","","","","20101","0","","91","","1201010008",""
"","103","","","20102","102611","","13","","1201020001",""
"","104","","","20102","103311","","13","","1201020002",""
"1","travel_topdrama_r_2000_talk_sad_in","","travel_topdrama_r_2000_talk_sad_loop","20102","102611","0","3","","1201020003","0.2"
"","vo_travel_talk_20010_00","","0","20102","vo_travel_talk","0","21","","1201020004",""
"1","ふぇ～……ふぇ～……！\nもうだいぶ歩かされてるよ～！\n帰りたい～、ごろごろしてたい～！","0","1","20102","102611","10","11","0","1201020005","0"
"","","","","20102","0","","91","","1201020006",""
"","travel_topdrama_r_2000_idle_sad","","","20102","102611","1","3","","1201020007","0.2"
"1","travel_topdrama_r_2000_talk_doya_in_sad","","travel_topdrama_r_2000_talk_doya_loop_sad","20102","103311","0","3","","1201020008","0.2"
"","vo_travel_talk_20010_01","","0","20102","vo_travel_talk","0","21","","1201020009",""
"1","なに言ってるべさ～！\nリンリンこそしっかり歩いて、\n体を鍛え直さねぇと！","0","1","20102","103311","10","11","0","1201020010","0"
"","","","","20102","0","","91","","1201020011",""
"","travel_topdrama_r_2000_idle_doya_sad","","","20102","103311","1","3","","1201020012","0.2"
"1","travel_topdrama_r_2000_talk_dead","","","20102","102611","1","3","","1201020013","0.2"
"","vo_travel_talk_20010_02","","0","20102","vo_travel_talk","0","21","","1201020014",""
"1","そういうの、間に合ってるから……！\nとにかく休憩！　休憩しよ～！\nドングリ食べないと、足が棒になる～！","0","1","20102","102611","10","11","0","1201020015","0"
"","","","","20102","0","","91","","1201020016",""
"","travel_topdrama_r_2000_idle_dead","","","20102","102611","1","3","","1201020017","0.2"
"","","","","20102","","","112","","1201020018",""
"","","","","20102","0","","91","","1201020019",""
"-68","104911","travel_topdrama_r_2000_idle_smile","42","20111","1","101","1","1","1201110001","0.8"
"-68","101111","travel_topdrama_r_2000_idle_normal","-42","20111","1","102","1","0","1201110002","0.8"
"-75","0","mana","0","20111","0","110","5","0","1201110003","1"
"","","","","20111","0","","91","","1201110004",""
"","0","","","20111","10","","93","","1201110005",""
"","","","","20111","1201110005","","101","","1201110006",""
"","none","","","20111","0","0","3","","1201110007","0"
"","","","","20111","0","","91","","1201110008",""
"","103","","","20112","104911","","13","","1201120001",""
"","104","","","20112","101111","","13","","1201120002",""
"1","travel_topdrama_r_2000_talk_smile_in","","travel_topdrama_r_2000_talk_smile_loop","20112","104911","0","3","","1201120003","0.2"
"","vo_travel_talk_20011_00","","0","20112","vo_travel_talk","0","21","","1201120004",""
"1","なにかいい物、落ちてないかな～？\n弟くんが喜びのあまり、お姉ちゃん\n大好き以外の感情を失う宝物とか。","0","1","20112","104911","10","11","0","1201120005","0"
"","","","","20112","0","","91","","1201120006",""
"","travel_topdrama_r_2000_idle_smile","","","20112","104911","1","3","","1201120007","0.2"
"1","travel_topdrama_r_2000_shock_in","","travel_topdrama_r_2000_talk_shock","20112","101111","0","3","","1201120008","0.2"
"","vo_travel_talk_20011_01","","0","20112","vo_travel_talk","0","21","","1201120009",""
"1","いやいやいや、お姉ちゃん？\nそれはもう呪いの装備の類です、\n見つけても持って帰らないでください。","0","1","20112","101111","10","11","0","1201120010","0"
"","","","","20112","0","","91","","1201120011",""
"","travel_topdrama_r_2000_idle_normal","","","20112","101111","1","3","","1201120012","0.2"
"1","travel_topdrama_r_2000_talk_wish_in_joy","","travel_topdrama_r_2000_talk_wish_loop_joy","20112","104911","0","3","","1201120013","0.2"
"","vo_travel_talk_20011_02","","0","20112","vo_travel_talk","0","21","","1201120014",""
"1","え～……まぁ、いいか。\nそんなものに頼らなくても、弟くんは\nお姉ちゃんのこと大好きだしね♪","0","1","20112","104911","10","11","0","1201120015","0"
"","","","","20112","0","","91","","1201120016",""
"","travel_topdrama_r_2000_idle_wish_joy","","","20112","104911","1","3","","1201120017","0.2"
"","","","","20112","","","112","","1201120018",""
"","","","","20112","0","","91","","1201120019",""
"-68","101011","travel_topdrama_r_2000_idle_sad","42","20121","1","101","1","1","1201210001","0.8"
"-68","101711","travel_topdrama_r_2000_idle_guts2_joy","-42","20121","1","102","1","0","1201210002","0.8"
"-68","3","travel_topdrama_r_2012_empty","-42","20121","3","103","5","0","1201210003","0.8"
"-75","0","mana","0","20121","0","110","5","0","1201210004","1"
"","","","","20121","0","","91","","1201210005",""
"","0","","","20121","10","","93","","1201210006",""
"","","","","20121","1201210006","","101","","1201210007",""
"","none","","","20121","0","0","3","","1201210008","0"
"","","","","20121","0","","91","","1201210009",""
"","104","","","20122","101011","","13","","1201220001",""
"","105","","","20122","101711","","13","","1201220002",""
"1","travel_topdrama_r_2000_talk_sad_in","","travel_topdrama_r_2000_talk_sad_loop","20122","101011","0","3","","1201220003","0.2"
"","vo_travel_talk_20012_00","","0","20122","vo_travel_talk","0","21","","1201220004",""
"1","冒険って大変やなぁ～\nうちはちょっと疲れてきたんやけど、\nカオリはんはまだまだ元気そうやね～？","0","1","20122","101011","10","11","0","1201220005","0"
"","","","","20122","0","","91","","1201220006",""
"","travel_topdrama_r_2000_idle_sad","","","20122","101011","1","3","","1201220007","0.2"
"1","travel_topdrama_r_2012_raise_in","","travel_topdrama_r_2012_raise_loop_talk","20122","101711","0","3","","1201220008","0.2"
"1","travel_topdrama_r_2012_raise_in","","travel_topdrama_r_2012_raise_loop_talk","20122","3","0","3","","1201220009","0.2"
"","vo_travel_talk_20012_01","","0","20122","vo_travel_talk","0","21","","1201220010",""
"1","サーターアンダギーのおかげさ～♪\n甘くてお腹もいっぱいなるから、\nマホにもお裾分けしてあげるね～？","0","1","20122","101711","10","11","0","1201220011","0"
"","","","","20122","0","","91","","1201220012",""
"","travel_topdrama_r_2012_raise_loop_idle","","","20122","101711","1","3","","1201220013","0.2"
"","travel_topdrama_r_2012_raise_loop_talk","","","20122","3","1","3","","1201220014","0.2"
"1","travel_topdrama_r_2000_talk_smile_in","","travel_topdrama_r_2000_talk_smile_loop","20122","101011","0","3","","1201220015","0.2"
"","vo_travel_talk_20012_02","","0","20122","vo_travel_talk","0","21","","1201220016",""
"1","おおきに～♪\nこれを食べて、うちもカオリはん\nみたいに元気に冒険せなな～♪","0","1","20122","101011","10","11","0","1201220017","0"
"","","","","20122","0","","91","","1201220018",""
