556af41ae83024d298687be3ccd41d94611a644b2859d13e4d63e36016c7c047,961471151746ec60fb0ac64d387cda542008625a6ba9df8cb5b3d861abaad89d,8ed92f813cb37ea9d744c25ee164a0a0888ccc4c8be9413c1ecd873010382495,238bd544773ab3a78076f6f97660936bf9f833a2cdb46578a146b88ff695f7c6,c332d603af9def05cfe198823d68390067ea4c825c5c08072bc0e348655ec060,e30d7c59fa0c3cc8cf7ab84b9492bbcd3dbd86b874862b211998e4f1832a0856,79c4b17415275bbf76022673f68118e093a008a0f73a0cc0aaaf5b1807fe467e,fe0ca3b75096bba6b4d9804c25f4a50c528f0d69bc18107ce9c6005be065737a,ab58ee6ed12ff38a5848e665acfc36ea87c5b3dbfe618382c2358b3a3dc92bb9
"0","-15","1","0","148","1","-10","1.05","320030509"
"0","-85","1","0","149","1","-45","0.43","320030510"
"0","85","2","0","150","2","-45","0.43","320030510"
"0","-74","1","502004103","151","1","49","0.7","320040106"
"0","13","3","502004104","152","2","67","0.85","320040106"
"0","43.5","2","0","153","3","11","0.65","320040106"
"0","59","1","502004107","154","1","50","0.7","320040107"
"0","-4","3","502004109","155","2","62","0.85","320040107"
"0","-49","2","0","156","3","13","0.65","320040107"
"0","0","1","0","157","1","-10","0.8","320040108"
"0","30","1","0","158","1","20","0.9","320040109"
"0","20","1","0","159","1","-25","1","320040110"
"0","-74","1","502004203","160","1","49","0.7","320040206"
"0","13","3","502004204","161","2","67","0.85","320040206"
"0","43.5","2","0","162","3","11","0.65","320040206"
"0","59","1","502004207","163","1","50","0.7","320040207"
"0","-4","3","502004209","164","2","62","0.85","320040207"
"0","-49","2","0","165","3","13","0.65","320040207"
"0","0","1","0","166","1","-10","0.8","320040208"
"0","30","1","0","167","1","20","0.9","320040209"
"0","20","1","0","168","1","-25","1","320040210"
"0","-74","1","502004303","169","1","49","0.7","320040306"
"0","13","3","502004304","170","2","67","0.85","320040306"
"0","43.5","2","0","171","3","11","0.65","320040306"
"0","59","1","502004307","172","1","50","0.7","320040307"
"0","-4","3","502004309","173","2","62","0.85","320040307"
"0","-49","2","0","174","3","13","0.65","320040307"
"0","0","1","0","175","1","-10","0.8","320040308"
"0","30","1","0","176","1","20","0.9","320040309"
"0","20","1","0","177","1","-25","1","320040310"
"0","-74","1","502004403","178","1","49","0.7","320040406"
"0","13","3","502004404","179","2","67","0.85","320040406"
"0","43.5","2","0","180","3","11","0.65","320040406"
"0","59","1","502004407","181","1","50","0.7","320040407"
"0","-4","3","502004409","182","2","62","0.85","320040407"
"0","-49","2","0","183","3","13","0.65","320040407"
"0","0","1","0","184","1","-10","0.8","320040408"
"0","30","1","0","185","1","20","0.9","320040409"
"0","20","1","0","186","1","-25","1","320040410"
"0","-74","1","502004503","187","1","49","0.7","320040506"
"0","13","3","502004504","188","2","67","0.85","320040506"
"0","43.5","2","0","189","3","11","0.65","320040506"
"0","59","1","502004507","190","1","50","0.7","320040507"
"0","-4","3","502004509","191","2","62","0.85","320040507"
"0","-49","2","0","192","3","13","0.65","320040507"
"0","0","1","0","193","1","-10","0.8","320040508"
"0","30","1","0","194","1","20","0.9","320040509"
"0","20","1","0","195","1","-25","1","320040510"
"0","-74","2","502005101","196","1","40","0.7","320050106"
"0","13","3","502005103","197","2","67","1","320050106"
"0","43.5","1","0","198","3","11","0.65","320050106"
"0","59","2","502005106","199","1","50","0.7","320050107"
"0","30","3","502005108","200","2","62","0.9","320050107"
"0","-49","1","0","201","3","13","0.65","320050107"
"0","5","1","0","202","1","10","0.75","320050108"
"0","-10","1","0","203","1","10","0.75","320050109"
"0","20","1","0","204","1","-25","1","320050110"
"0","-74","2","502005201","205","1","40","0.7","320050206"
"0","13","3","502005203","206","2","67","1","320050206"
"0","43.5","1","0","207","3","11","0.65","320050206"
"0","59","2","502005206","208","1","50","0.7","320050207"
"0","30","3","502005208","209","2","62","0.9","320050207"
"0","-49","1","0","210","3","13","0.65","320050207"
"0","5","1","0","211","1","10","0.75","320050208"
"0","-10","1","0","212","1","10","0.75","320050209"
"0","20","1","0","213","1","-25","1","320050210"
"0","-74","2","502005301","214","1","40","0.7","320050306"
"0","13","3","502005303","215","2","67","1","320050306"
"0","43.5","1","0","216","3","11","0.65","320050306"
"0","59","2","502005306","217","1","50","0.7","320050307"
"0","30","3","502005308","218","2","62","0.9","320050307"
"0","-49","1","0","219","3","13","0.65","320050307"
"0","5","1","0","220","1","10","0.75","320050308"
"0","-10","1","0","221","1","10","0.75","320050309"
"0","20","1","0","222","1","-25","1","320050310"
"0","-74","2","502005401","223","1","40","0.7","320050406"
"0","13","3","502005403","224","2","67","1","320050406"
"0","43.5","1","0","225","3","11","0.65","320050406"
"0","59","2","502005406","226","1","50","0.7","320050407"
"0","30","3","502005408","227","2","62","0.9","320050407"
"0","-49","1","0","228","3","13","0.65","320050407"
"0","5","1","0","229","1","10","0.75","320050408"
"0","-10","1","0","230","1","10","0.75","320050409"
"0","20","1","0","231","1","-25","1","320050410"
"0","-74","2","502005501","232","1","40","0.7","320050506"
"0","13","3","502005503","233","2","67","1","320050506"
"0","43.5","1","0","234","3","11","0.65","320050506"
"0","59","2","502005506","235","1","50","0.7","320050507"
"0","30","3","502005508","236","2","62","0.9","320050507"
"0","-49","1","0","237","3","13","0.65","320050507"
"0","5","1","0","238","1","10","0.75","320050508"
"0","-10","1","0","239","1","10","0.75","320050509"
"0","20","1","0","240","1","-25","1","320050510"
"0","-74","2","502006101","241","1","40","0.7","320060106"
"0","13","3","502006103","242","2","67","0.7","320060106"
"0","43.5","1","0","243","3","11","0.65","320060106"
"0","59","2","502006106","244","1","50","0.7","320060107"
"0","30","3","502006108","245","2","62","0.9","320060107"
"0","-49","1","0","246","3","13","0.65","320060107"
"0","5","1","0","247","1","10","1","320060108"
"0","-10","1","0","248","1","10","1.2","320060109"
"0","20","1","0","249","1","-25","1","320060110"
"0","-74","2","502006201","250","1","40","0.7","320060206"
"0","13","3","502006203","251","2","67","0.7","320060206"
"0","43.5","1","0","252","3","11","0.65","320060206"
"0","59","2","502006206","253","1","50","0.7","320060207"
"0","30","3","502006208","254","2","62","0.9","320060207"
"0","-49","1","0","255","3","13","0.65","320060207"
"0","5","1","0","256","1","10","1","320060208"
"0","-10","1","0","257","1","10","1.2","320060209"
"0","20","1","0","258","1","-25","1","320060210"
"0","-74","2","502006301","259","1","40","0.7","320060306"
"0","13","3","502006303","260","2","67","0.7","320060306"
"0","43.5","1","0","261","3","11","0.65","320060306"
"0","59","2","502006306","262","1","50","0.7","320060307"
"0","30","3","502006308","263","2","62","0.9","320060307"
"0","-49","1","0","264","3","13","0.65","320060307"
"0","5","1","0","265","1","10","1","320060308"
"0","-10","1","0","266","1","10","1.2","320060309"
"0","20","1","0","267","1","-25","1","320060310"
"0","-74","2","502006401","268","1","40","0.7","320060406"
"0","13","3","502006403","269","2","67","0.7","320060406"
"0","43.5","1","0","270","3","11","0.65","320060406"
"0","59","2","502006406","271","1","50","0.7","320060407"
"0","30","3","502006408","272","2","62","0.9","320060407"
"0","-49","1","0","273","3","13","0.65","320060407"
"0","5","1","0","274","1","10","1","320060408"
"0","-10","1","0","275","1","10","1.2","320060409"
"0","20","1","0","276","1","-25","1","320060410"
"0","-74","2","502006501","277","1","40","0.7","320060506"
"0","13","3","502006503","278","2","67","0.7","320060506"
"0","43.5","1","0","279","3","11","0.65","320060506"
"0","59","2","502006506","280","1","50","0.7","320060507"
"0","30","3","502006508","281","2","62","0.9","320060507"
"0","-49","1","0","282","3","13","0.65","320060507"
"0","5","1","0","283","1","10","1","320060508"
"0","-10","1","0","284","1","10","1.2","320060509"
"0","20","1","0","285","1","-25","1","320060510"
"0","-74","2","502007101","286","1","40","0.7","320070106"
"0","43","3","502007103","287","2","67","0.7","320070106"
"0","43.5","1","0","288","3","11","0.65","320070106"
"0","59","2","502007106","289","1","50","0.7","320070107"
"0","30","3","502007108","290","2","62","0.9","320070107"
"0","-49","1","0","291","3","13","0.65","320070107"
"0","5","1","0","292","1","20","0.9","320070108"
"0","0","1","0","293","1","20","0.9","320070109"
"0","-20","1","0","294","1","-20","1","320070110"
"0","-74","2","502007201","295","1","40","0.7","320070206"
"0","43","3","502007203","296","2","67","0.7","320070206"
"0","43.5","1","0","297","3","11","0.65","320070206"
"0","59","2","502007206","298","1","50","0.7","320070207"
"0","30","3","502007208","299","2","62","0.9","320070207"
"0","-49","1","0","300","3","13","0.65","320070207"
"0","5","1","0","301","1","20","0.9","320070208"
"0","0","1","0","302","1","20","0.9","320070209"
"0","-20","1","0","303","1","-20","1","320070210"
"0","-74","2","502007301","304","1","40","0.7","320070306"
"0","43","3","502007303","305","2","67","0.7","320070306"
"0","43.5","1","0","306","3","11","0.65","320070306"
"0","59","2","502007306","307","1","50","0.7","320070307"
"0","30","3","502007308","308","2","62","0.9","320070307"
"0","-49","1","0","309","3","13","0.65","320070307"
"0","5","1","0","310","1","20","0.9","320070308"
"0","0","1","0","311","1","20","0.9","320070309"
"0","-20","1","0","312","1","-20","1","320070310"
"0","-74","2","502007401","313","1","40","0.7","320070406"
"0","43","3","502007403","314","2","67","0.7","320070406"
"0","43.5","1","0","315","3","11","0.65","320070406"
"0","59","2","502007406","316","1","50","0.7","320070407"
"0","30","3","502007408","317","2","62","0.9","320070407"
"0","-49","1","0","318","3","13","0.65","320070407"
"0","5","1","0","319","1","20","0.9","320070408"
"0","0","1","0","320","1","20","0.9","320070409"
"0","-20","1","0","321","1","-20","1","320070410"
"0","-74","2","502007501","322","1","40","0.7","320070506"
"0","43","3","502007503","323","2","67","0.7","320070506"
"0","43.5","1","0","324","3","11","0.65","320070506"
"0","59","2","502007506","325","1","50","0.7","320070507"
"0","30","3","502007508","326","2","62","0.9","320070507"
"0","-49","1","0","327","3","13","0.65","320070507"
"0","5","1","0","328","1","20","0.9","320070508"
"0","0","1","0","329","1","20","0.9","320070509"
"0","-20","1","0","330","1","-20","1","320070510"
"0","-74","2","502008101","331","1","40","0.7","320080106"
"0","43","3","502008103","332","2","67","0.9","320080106"
"0","43.5","1","0","333","3","11","0.65","320080106"
"0","59","2","502008106","334","1","50","0.7","320080107"
"0","30","3","502008108","335","2","62","0.9","320080107"
"0","-49","1","0","336","3","13","0.65","320080107"
"0","5","1","0","337","1","20","0.8","320080108"
"0","0","1","0","338","1","20","1.1","320080109"
"0","-20","1","0","339","1","-20","1","320080110"
"0","-74","2","502008201","340","1","40","0.7","320080206"
"0","43","3","502008203","341","2","67","0.9","320080206"
"0","43.5","1","0","342","3","11","0.65","320080206"
"0","59","2","502008206","343","1","50","0.7","320080207"
"0","30","3","502008208","344","2","62","0.9","320080207"
"0","-49","1","0","345","3","13","0.65","320080207"
"0","5","1","0","346","1","20","0.8","320080208"
"0","0","1","0","347","1","20","1.1","320080209"
"0","-20","1","0","348","1","-20","1","320080210"
"0","-74","2","502008301","349","1","40","0.7","320080306"
"0","43","3","502008303","350","2","67","0.9","320080306"
"0","43.5","1","0","351","3","11","0.65","320080306"
"0","59","2","502008306","352","1","50","0.7","320080307"
"0","30","3","502008308","353","2","62","0.9","320080307"
"0","-49","1","0","354","3","13","0.65","320080307"
"0","5","1","0","355","1","20","0.8","320080308"
"0","0","1","0","356","1","20","1.1","320080309"
"0","-20","1","0","357","1","-20","1","320080310"
"0","-74","2","502008401","358","1","40","0.7","320080406"
"0","43","3","502008403","359","2","67","0.9","320080406"
"0","43.5","1","0","360","3","11","0.65","320080406"
"0","59","2","502008406","361","1","50","0.7","320080407"
"0","30","3","502008408","362","2","62","0.9","320080407"
"0","-49","1","0","363","3","13","0.65","320080407"
"0","5","1","0","364","1","20","0.8","320080408"
"0","0","1","0","365","1","20","1.1","320080409"
"0","-20","1","0","366","1","-20","1","320080410"
"0","-74","2","502008501","367","1","40","0.7","320080506"
"0","43","3","502008503","368","2","67","0.9","320080506"
"0","43.5","1","0","369","3","11","0.65","320080506"
"0","59","2","502008506","370","1","50","0.7","320080507"
"0","30","3","502008508","371","2","62","0.9","320080507"
"0","-49","1","0","372","3","13","0.65","320080507"
"0","5","1","0","373","1","20","0.8","320080508"
"0","0","1","0","374","1","20","1.1","320080509"
"0","-20","1","0","375","1","-20","1","320080510"
"0","-74","2","502009101","376","1","40","0.7","320090106"
"0","13","3","502009103","377","2","67","1","320090106"
"0","43.5","1","0","378","3","11","0.65","320090106"
"0","-68","2","502009106","379","1","50","0.7","320090107"
"0","30","3","502009108","380","2","62","0.9","320090107"
"0","29","1","0","381","3","13","0.65","320090107"
"0","5","1","0","382","1","10","0.75","320090108"
"0","0","1","0","383","1","10","1","320090109"
"0","-20","1","0","384","1","-20","1","320090110"
"0","-74","2","502009201","385","1","40","0.7","320090206"
"0","13","3","502009203","386","2","67","1","320090206"
"0","43.5","1","0","387","3","11","0.65","320090206"
"0","-68","2","502009206","388","1","50","0.7","320090207"
"0","30","3","502009208","389","2","62","0.9","320090207"
"0","29","1","0","390","3","13","0.65","320090207"
"0","5","1","0","391","1","10","0.75","320090208"
"0","0","1","0","392","1","10","1","320090209"
"0","-20","1","0","393","1","-20","1","320090210"
"0","-74","2","502009301","394","1","40","0.7","320090306"
"0","13","3","502009303","395","2","67","1","320090306"
"0","43.5","1","0","396","3","11","0.65","320090306"
"0","-68","2","502009306","397","1","50","0.7","320090307"
"0","30","3","502009308","398","2","62","0.9","320090307"
"0","29","1","0","399","3","13","0.65","320090307"
"0","5","1","0","400","1","10","0.75","320090308"
"0","0","1","0","401","1","10","1","320090309"
"0","-20","1","0","402","1","-20","1","320090310"
"0","-74","2","502009401","403","1","40","0.7","320090406"
"0","13","3","502009403","404","2","67","1","320090406"
"0","43.5","1","0","405","3","11","0.65","320090406"
"0","-68","2","502009406","406","1","50","0.7","320090407"
"0","30","3","502009408","407","2","62","0.9","320090407"
"0","29","1","0","408","3","13","0.65","320090407"
"0","5","1","0","409","1","10","0.75","320090408"
"0","0","1","0","410","1","10","1","320090409"
"0","-20","1","0","411","1","-20","1","320090410"
"0","-74","2","502009501","412","1","40","0.7","320090506"
"0","13","3","502009503","413","2","67","1","320090506"
"0","43.5","1","0","414","3","11","0.65","320090506"
"0","-68","2","502009506","415","1","50","0.7","320090507"
"0","30","3","502009508","416","2","62","0.9","320090507"
"0","29","1","0","417","3","13","0.65","320090507"
"0","5","1","0","418","1","10","0.75","320090508"
"0","0","1","0","419","1","10","1","320090509"
"0","-20","1","0","420","1","-20","1","320090510"
"0","-74","2","502010101","421","1","40","0.7","320100106"
"0","13","3","502010103","422","2","67","1","320100106"
"0","43.5","1","0","423","3","11","0.65","320100106"
"0","-68","2","502010106","424","1","50","0.7","320100107"
"0","30","3","502010108","425","2","62","0.9","320100107"
"0","29","1","0","426","3","13","0.65","320100107"
"0","40","1","0","427","1","60","0.9","320100108"
"0","0","1","0","428","1","10","1","320100109"
"0","-20","1","0","429","1","-35","1","320100110"
"0","-74","2","502010201","430","1","40","0.7","320100206"
"0","13","3","502010203","431","2","67","1","320100206"
"0","43.5","1","0","432","3","11","0.65","320100206"
"0","-68","2","502010206","433","1","50","0.7","320100207"
"0","30","3","502010208","434","2","62","0.9","320100207"
"0","29","1","0","435","3","13","0.65","320100207"
"0","40","1","0","436","1","60","0.9","320100208"
"0","0","1","0","437","1","10","1","320100209"
"0","-20","1","0","438","1","-35","1","320100210"
"0","-74","2","502010301","439","1","40","0.7","320100306"
"0","13","3","502010303","440","2","67","1","320100306"
"0","43.5","1","0","441","3","11","0.65","320100306"
"0","-68","2","502010306","442","1","50","0.7","320100307"
"0","30","3","502010308","443","2","62","0.9","320100307"
"0","29","1","0","444","3","13","0.65","320100307"
"0","40","1","0","445","1","60","0.9","320100308"
"0","0","1","0","446","1","10","1","320100309"
"0","-20","1","0","447","1","-35","1","320100310"
"0","-74","2","502010401","448","1","40","0.7","320100406"
"0","13","3","502010403","449","2","67","1","320100406"
"0","43.5","1","0","450","3","11","0.65","320100406"
"0","-68","2","502010406","451","1","50","0.7","320100407"
"0","30","3","502010408","452","2","62","0.9","320100407"
"0","29","1","0","453","3","13","0.65","320100407"
"0","40","1","0","454","1","60","0.9","320100408"
"0","0","1","0","455","1","10","1","320100409"
"0","-20","1","0","456","1","-35","1","320100410"
"0","-74","2","502010501","457","1","40","0.7","320100506"
"0","13","3","502010503","458","2","67","1","320100506"
"0","43.5","1","0","459","3","11","0.65","320100506"
"0","-68","2","502010506","460","1","50","0.7","320100507"
"0","30","3","502010508","461","2","62","0.9","320100507"
"0","29","1","0","462","3","13","0.65","320100507"
"0","40","1","0","463","1","60","0.9","320100508"
"0","0","1","0","464","1","10","1","320100509"
"0","-20","1","0","465","1","-35","1","320100510"
"0","-74","2","502011101","466","1","40","0.7","320110106"
"0","13","3","502011103","467","2","67","1","320110106"
"0","43.5","1","0","468","3","11","0.65","320110106"
"0","-98","2","502011106","469","1","50","0.7","320110107"
"0","0","3","502011108","470","2","72","1.1","320110107"
"0","49","1","0","471","3","13","0.65","320110107"
"0","-40","1","0","472","1","30","0.75","320110108"
"0","20","1","0","473","1","50","1.2","320110109"
"0","-20","1","0","474","1","-35","1.1","320110110"
"0","-74","2","502011201","475","1","40","0.7","320110206"
"0","13","3","502011203","476","2","67","1","320110206"
"0","43.5","1","0","477","3","11","0.65","320110206"
"0","-98","2","502011206","478","1","50","0.7","320110207"
"0","0","3","502011208","479","2","72","1.1","320110207"
"0","49","1","0","480","3","13","0.65","320110207"
"0","-40","1","0","481","1","30","0.75","320110208"
"0","20","1","0","482","1","50","1.2","320110209"
"0","-20","1","0","483","1","-35","1.1","320110210"
"0","-74","2","502011301","484","1","40","0.7","320110306"
"0","13","3","502011303","485","2","67","1","320110306"
"0","43.5","1","0","486","3","11","0.65","320110306"
"0","-98","2","502011306","487","1","50","0.7","320110307"
"0","0","3","502011308","488","2","72","1.1","320110307"
"0","49","1","0","489","3","13","0.65","320110307"
"0","-40","1","0","490","1","30","0.75","320110308"
"0","20","1","0","491","1","50","1.2","320110309"
"0","-20","1","0","492","1","-35","1.1","320110310"
"0","-74","2","502011401","493","1","40","0.7","320110406"
"0","13","3","502011403","494","2","67","1","320110406"
"0","43.5","1","0","495","3","11","0.65","320110406"
"0","-98","2","502011406","496","1","50","0.7","320110407"
"0","0","3","502011408","497","2","72","1.1","320110407"
"0","49","1","0","498","3","13","0.65","320110407"
"0","-40","1","0","499","1","30","0.75","320110408"
"0","20","1","0","500","1","50","1.2","320110409"
"0","-20","1","0","501","1","-35","1.1","320110410"
"0","-74","2","502011501","502","1","40","0.7","320110506"
"0","13","3","502011503","503","2","67","1","320110506"
"0","43.5","1","0","504","3","11","0.65","320110506"
"0","-98","2","502011506","505","1","50","0.7","320110507"
"0","0","3","502011508","506","2","72","1.1","320110507"
"0","49","1","0","507","3","13","0.65","320110507"
"0","-40","1","0","508","1","30","0.75","320110508"
"0","20","1","0","509","1","50","1.2","320110509"
"0","-20","1","0","510","1","-35","1.1","320110510"
"0","-74","2","502012101","511","1","40","0.7","320120106"
"0","10","3","502012103","512","2","67","1","320120106"
"0","43.5","1","0","513","3","11","0.65","320120106"
"0","-98","2","502012106","514","1","50","0.7","320120107"
"0","0","3","502012108","515","2","72","1","320120107"
"0","49","1","0","516","3","13","0.65","320120107"
"0","10","1","0","517","1","30","1.2","320120108"
"0","40","1","0","518","1","40","0.9","320120109"
"0","-20","1","0","519","1","-35","1.1","320120110"
"0","-74","2","502012201","520","1","40","0.7","320120206"
"0","10","3","502012203","521","2","67","1","320120206"
