2eb4a28d07fdf22535482e984e9971af68288ec018bbe7682af6b284b775f69f,c0040a36050e25c553047097670c85b9d1828cac1ae485468fafec7354aea31f,5896989d57673161531bcac7fec6ebe083f249bbfac82df461a7a9579554f705,23ff6bcecc99754bd9f832c0539c943ec5eeaba2c77e02ef0293122bf0146958,33264c20d0c248d518bc2bb8d4ba2532ed524049b51e2fd0dcbe379a21f78a6c,54be3c20424bc19b39ab67a2a44bedcca711d00e04bc0ab34c6e0efdd735d332,9edea87fae0abbc645ab98fa486450a10145e8c9bf608c733deac94ae8fcb9ac,b1e121a7467fd6f490b3dd263975f89adb3d984959e819f4ea3e9b951fc6774f,c9cb2b2daa812e6ebf8c0479e9749b9834c90683c568845b5325d10156eb236a,84b47460cd66ffd88b8a1fd59b57cafd20df4002b7cb60b69988356fdb1cb5fa
"0","1002","2015009","2","2023/08/31 11:59:59","2023/08/15 15:00:00","1009","2","0","10034"
"0","1001","0","1","2024/02/14 23:59:59","2023/08/31 12:00:00","0","1","0","10035"
"0","1002","2015009","2","2024/02/14 23:59:59","2023/08/31 12:00:00","0","2","0","10036"
"0","1003","2201005","3","2023/08/31 11:59:59","2023/08/15 15:00:00","1009","2","0","10037"
"0","1003","2201005","3","2024/02/14 23:59:59","2023/08/31 12:00:00","0","3","0","10038"
"1006","1001","0","1","2024/02/29 11:59:59","2024/02/15","1010","1","1006","10039"
"1006","1002","2015009","2","2024/02/29 11:59:59","2024/02/15","1010","2","1006","10040"
"0","1001","0","1","2024/08/15 14:59:59","2024/02/29 12:00:00","0","1","0","10041"
"0","1002","2015009","2","2024/08/15 14:59:59","2024/02/29 12:00:00","0","2","0","10042"
"1006","1003","2201005","3","2024/02/29 11:59:59","2024/02/15","1010","3","1006","10043"
"0","1003","2201005","3","2024/08/15 14:59:59","2024/02/29 12:00:00","0","3","0","10044"
"0","1001","0","1","2024/08/16 11:59:59","2024/08/15 15:00:00","1011","1","0","10045"
"0","1002","2015009","2","2024/08/16 11:59:59","2024/08/15 15:00:00","1011","2","0","10046"
"0","1003","2201005","3","2024/08/16 11:59:59","2024/08/15 15:00:00","1011","3","0","10047"
"0","1004","0","1","2024/08/21 11:59:59","2024/08/16 12:00:00","1011","1","0","10048"
"0","1004","2015009","2","2024/08/21 11:59:59","2024/08/16 12:00:00","1011","2","0","10049"
"0","1004","2201005","3","2024/08/21 11:59:59","2024/08/16 12:00:00","1011","3","0","10050"
"0","1001","0","1","2024/08/31 11:59:59","2024/08/21 12:00:00","1011","1","0","10051"
"0","1002","2015009","2","2024/08/31 11:59:59","2024/08/21 12:00:00","1011","2","0","10052"
"0","1001","0","1","2025/02/14 23:59:59","2024/08/31 12:00:00","0","1","0","10053"
"0","1002","2015009","2","2025/02/14 23:59:59","2024/08/31 12:00:00","0","2","0","10054"
"0","1003","2201005","3","2024/08/31 11:59:59","2024/08/21 12:00:00","1011","3","0","10055"
"0","1003","2201005","3","2025/02/14 23:59:59","2024/08/31 12:00:00","0","3","0","10056"
"0","1005","0","1","2025/02/15 14:59:59","2025/01/31 12:00:00","0","1","0","10057"
"0","1005","2015009","2","2025/02/15 14:59:59","2025/01/31 12:00:00","0","2","0","10058"
"0","1005","2201005","3","2025/02/15 14:59:59","2025/01/31 12:00:00","0","3","0","10059"
"1007","1005","0","1","2025/02/23 4:59:59","2025/02/15 15:00:00","1012","1","1007","10060"
"1007","1005","2015009","2","2025/02/23 4:59:59","2025/02/15 15:00:00","1012","2","1007","10061"
"1007","1005","2201005","3","2025/02/23 4:59:59","2025/02/15 15:00:00","1012","3","1007","10062"
"1007","1001","0","1","2025/02/28 11:59:59","2025/02/23 5:00:00","1012","1","1007","10063"
"1007","1002","2015009","2","2025/02/28 11:59:59","2025/02/23 5:00:00","1012","2","1007","10064"
"1007","1003","2201005","3","2025/02/28 11:59:59","2025/02/23 5:00:00","1012","3","1007","10065"
"0","1001","0","1","2025/08/15 14:59:59","2025/02/28 12:00:00","0","1","0","10066"
"0","1002","2015009","2","2025/08/15 14:59:59","2025/02/28 12:00:00","0","2","0","10067"
"0","1003","2201005","3","2025/08/15 14:59:59","2025/02/28 12:00:00","0","3","0","10068"
"0","1001","0","1","2025/08/31 11:59:59","2025/08/15 15:00:00","1013","1","0","10069"
"0","1002","2015009","2","2025/08/31 11:59:59","2025/08/15 15:00:00","1013","2","0","10070"
"0","1003","2201005","3","2025/08/31 11:59:59","2025/08/15 15:00:00","1013","3","0","10071"
"0","1001","0","1","2026/02/15 14:59:59","2025/08/31 12:00:00","0","1","0","10072"
"0","1002","2015009","2","2026/02/15 14:59:59","2025/08/31 12:00:00","0","2","0","10073"
"0","1003","2201005","3","2026/02/15 14:59:59","2025/08/31 12:00:00","0","3","0","10074"
