tbl,idx,stat
"v1_f601edfd7a1ac86cc12c7ac1d8d64df1865eda55526eac6d40b74684b493af9b","v1_f601edfd7a1ac86cc12c7ac1d8d64df1865eda55526eac6d40b74684b493af9b_0_f7feb6e0c82c49ba9541f7f042a8736a36e0caa4945a0b3a84fe141cc623cf2c","389 26"
"v1_d9a77072b64117201e4a1264f6d4265ed58b81fa5d5e89b7338c7335e4b5a03e","v1_d9a77072b64117201e4a1264f6d4265ed58b81fa5d5e89b7338c7335e4b5a03e_0_a85f4857e1295393b2ffad615369709a12674067ad6084dd3e9af02946cd3e3c","9 3"
"v1_44efaf2bdefbc3dc53436161e9d27cb96740221784e5ee4d85df1bd0ffeea8ac","","4"
"v1_97c67001afa2f77d23b1d504ed69568001f4c52675d976fb975e0f2097853cdc","v1_97c67001afa2f77d23b1d504ed69568001f4c52675d976fb975e0f2097853cdc_0_c78595ffd8fb2d31af02ff8b7de499de8b9b18ac60fd8ebeaa6aed3ae416d6ea","357 1"
"v1_ee1657751f7385dd607d0d49ebf1ea760a43d2fb13ff76263a903e51f2951531","v1_ee1657751f7385dd607d0d49ebf1ea760a43d2fb13ff76263a903e51f2951531_0_bb67449cf2adc15f8c39f33c627733a02e1dc4a037b2e1a23d26794b24fb3c8b","100 1"
"v1_6f7ad227e067dbf28ad4847fe0da620ec30c6e29ec694b3558e27efea025ab37","","36"
"v1_275a1e27d7b92bc49efcf6cbd0869ad0be914c0254232b65e3338e61c7a07231","","3"
"v1_d6bdedd4ba35da4f98cf2b2fa9cf3fdfc1954e7d3f6f3e3f23cb3b3c4f1b3961","","66"
"v1_5ed51a85d826811b4a3964e13255f16e537995a14d6218a7e0cf1f6bf2b552e3","v1_5ed51a85d826811b4a3964e13255f16e537995a14d6218a7e0cf1f6bf2b552e3_0_cc986673c8048cb90b16539321d6621cdbfa401a2188284c3ec52c3c2770d1e0","429 12"
"v1_698353b577a3eb4596b2a45cc6b9cf2e154934ccab3516a574228fc07c616aa8","","17"
"v1_dca2fe5d2f1b4e819c6b8bb28a60300cecfaa25875f9f7c268207c3cb2bfd5e0","","435"
"v1_972a16d0ab661c958673ce596fcf42f639361147eee7476623ec8a2c1c800b57","sqlite_autoindex_v1_972a16d0ab661c958673ce596fcf42f639361147eee7476623ec8a2c1c800b57_1","4 1 1"
"v1_d4cc3bb4c059745a621d5b717b3817b2b313e759f95b7a71789aa0b191fa2602","","290"
"v1_73875d1f4223d218747150ab09c6e9f32441ce2290d339ae27b3d5b3b6fb04bf","","354"
"v1_381dd91b1ae7acd66f0cee1b1367ad212adee5f076dddf8b9e2d1c1f8f0f8bbc","","63"
"v1_38bbb48288ce0f50ebb7197810debb04e8a4b50f1ea504030537dff11bece072","v1_38bbb48288ce0f50ebb7197810debb04e8a4b50f1ea504030537dff11bece072_0_674d7c2df39046857e5a6dabca43e3eee4c8a5192b187515cac76f17b46aca44","32 8"
"v1_1871e3d0d58e56f9dbfdc01e72be413be3595edf148b74f05b67b9a680069c8f","","12"
"v1_4db816d6b9c8a0e0b9f929b628b952d93730ee0723da1ee96665cd8a80937489","","1"
"v1_8022bc55245f2518e780ea5bc28a6ce6878c4513423558375ea586587b317d19","v1_8022bc55245f2518e780ea5bc28a6ce6878c4513423558375ea586587b317d19_0_50c091d99de0404043674802ccd2a7c2ee65858e3f2a405c6630821f9341d711","135 68"
"v1_4b9c6ae94118674d7f210e6fef0c33a8c0801d710d62fd7a590784c9dfac62b5","v1_4b9c6ae94118674d7f210e6fef0c33a8c0801d710d62fd7a590784c9dfac62b5_0_5a147987b747a8df8d266ed9f127bdd4e019ca22b78d5ebeaca167fcbe64ff86","17 3"
"v1_4b9c6ae94118674d7f210e6fef0c33a8c0801d710d62fd7a590784c9dfac62b5","v1_4b9c6ae94118674d7f210e6fef0c33a8c0801d710d62fd7a590784c9dfac62b5_0_262230e9b47853bf51d0d64a8bf02cb03308c3b5723fa24f6a1aa9498b0807dc","17 17"
"v1_d21754c74476ab7ad87d692f9199efa2551b1f58e15cc117984a2c83290c58ab","v1_d21754c74476ab7ad87d692f9199efa2551b1f58e15cc117984a2c83290c58ab_0_a6d61c9184edd0da7e6c62a5fe092c228d87a5d83d5a593966e8aa9fd24a0d1e","3612 2"
"v1_4322f107f89d116f8442cbce19b88cb6dee3a08b53f186f3cee5f2b4eb831fe0","","48"
"v1_d29c39ba2c4b4c3806642613f9be4dc02517cff6e694fdf2ca4a21953711769c","v1_d29c39ba2c4b4c3806642613f9be4dc02517cff6e694fdf2ca4a21953711769c_0_0dd7e5b5ae809bce4f4a3e54efed9dc88889f0f467438dfa8de909decad16f93","9 5"
"v1_d29c39ba2c4b4c3806642613f9be4dc02517cff6e694fdf2ca4a21953711769c","v1_d29c39ba2c4b4c3806642613f9be4dc02517cff6e694fdf2ca4a21953711769c_0_0dd7e5b5ae809bce4f4a3e54efed9dc88889f0f467438dfa8de909decad16f93_1_2bb552583831a55325c1595b6fad59d59cb9d85b18c8ddc836d2104e34a753b0","9 5 1"
"v1_d70838523c06bcff42bc6b531ef77b72571f3ad86bb258c924927a5b1d8127ac","v1_d70838523c06bcff42bc6b531ef77b72571f3ad86bb258c924927a5b1d8127ac_0_0f468f82ef56407928c4249a7ae92bb24da055963e651e1025de69e9278e64e3","5 1"
"v1_2c7d6037701bc4b9fb362d760ba7d2524dde72f1b86f354228f6867f0afd5eba","v1_2c7d6037701bc4b9fb362d760ba7d2524dde72f1b86f354228f6867f0afd5eba_0_0b8c7b95aa8d607fc99b734568cf02cc0c4704d8acf1f611037fb6a6d6029c5b","10 5"
"v1_d17355e9470fa91fdfab88b1f324eba0c8e77e0305155c793183a8354e061642","","6"
"v1_af66353e37c73466d8ed55c573a905147fd8a44cea59a900484a4c3de3a96462","","36"
"v1_25591884bb5929dfa5e6b4289995aae882d2489c6dc2eb2cbb2f4a14ef1bd2b5","v1_25591884bb5929dfa5e6b4289995aae882d2489c6dc2eb2cbb2f4a14ef1bd2b5_0_1a7792aae268b40bf5ecf6e80215087d4b1e9529209ce3799961bfdc4b8f003f","15 3"
"v1_25591884bb5929dfa5e6b4289995aae882d2489c6dc2eb2cbb2f4a14ef1bd2b5","sqlite_autoindex_v1_25591884bb5929dfa5e6b4289995aae882d2489c6dc2eb2cbb2f4a14ef1bd2b5_1","15 3 1"
"v1_fe8b19dae06bfff7fd1bcadf123583050a775244db18c704f799edb6d4711081","","22"
"v1_b9423ac64a609f3b176b871b7ad2aaa18587a214fe8166ef5dbb495ac2b19488","v1_b9423ac64a609f3b176b871b7ad2aaa18587a214fe8166ef5dbb495ac2b19488_0_6224f71fae09f008a77b16157e9c51efbc3c22015e6650b6c1c5b33c02eb86c8","100 1"
"v1_c926d4f1051c8288f8699ade58e6afe03b7d7753ab30d91809163d0bb3d68d4a","v1_c926d4f1051c8288f8699ade58e6afe03b7d7753ab30d91809163d0bb3d68d4a_0_54e7aa70dcf494cb8e49b2f17b2f0c226b2b12e9b80a5371406ed3899f455164","34 4"
"v1_f0560b8c3abf740379bb702a00dd45fee3db90c6256a556d346ca34627c3fa58","v1_f0560b8c3abf740379bb702a00dd45fee3db90c6256a556d346ca34627c3fa58_0_95c8d453dc7f35fff5d1f09d6f9fd81e92325c38f14dcd5618b137f1c7f659ee","2 1"
"v1_0d1c4d1ceae0c530960d600d3020f43769231c8827cc97afe726bcd5d78f4710","","1"
"v1_ab42b762579c27827136020a359ee74eeb32d84c6b7a9ecc919eff2dc5f27f5b","v1_ab42b762579c27827136020a359ee74eeb32d84c6b7a9ecc919eff2dc5f27f5b_0_4db7113eb9ceef716d24f9477cb6aee63e54f18c1885d27c29698b8facfb2d39","135 68"
"v1_61f4b4a392c8ea258aab89f121083485d02c0b01dd8851a8bc36c78402fbe93b","","3689"
"v1_961f9d1046c4b9aab644eb0d51cbeed10b5fbfedc5d1761f1a59381453570551","v1_961f9d1046c4b9aab644eb0d51cbeed10b5fbfedc5d1761f1a59381453570551_0_b1596adb5d89c5c31788a2e5a458a46623cdaf86d687e58c953574d27d45513e_1_d1053c054ee14b6b2f6d85f9e5df5998db9eb193e74bb39ab05dbfb389ba4a3b","209 105 2"
"v1_0406b44c78fdc68c227122cf066c1ce5154025654ece593b8fbd621d527b9bf9","v1_0406b44c78fdc68c227122cf066c1ce5154025654ece593b8fbd621d527b9bf9_0_e085d5d4a607398b6bbef8f50f723a8ae9c54a1849c67d2bedd21727866d36e1_1_2342b9f133c4ca79b5f12e80d86113f27b15ae64d76f7cfd9dc07fc4bd6965cd","389 26 3"
"v1_0406b44c78fdc68c227122cf066c1ce5154025654ece593b8fbd621d527b9bf9","v1_0406b44c78fdc68c227122cf066c1ce5154025654ece593b8fbd621d527b9bf9_0_e085d5d4a607398b6bbef8f50f723a8ae9c54a1849c67d2bedd21727866d36e1","389 26"
"v1_e517f34c5dc15fc35c72e2adbf2b27d87a18bfd5d9b9a199540966f439c219ea","v1_e517f34c5dc15fc35c72e2adbf2b27d87a18bfd5d9b9a199540966f439c219ea_0_1ce432238962dd0c7a842a10fe9d7c3d212816109dc049445bc2a7d38dd5d2a9","213 1"
"v1_fa69c67c61cd0f80bb6409999e9f3e01c32f9a6df53aaf15d37f0c9a8a95600e","v1_fa69c67c61cd0f80bb6409999e9f3e01c32f9a6df53aaf15d37f0c9a8a95600e_0_8aa4b3b4b023961af0a1c580e671a46528c998d8db878cb3f090d230d4f19864","4 2"
"v1_47f81f1d84f1af3b310b56d36d439a799253afbf4add40c4cd3c5922a4c5130d","","102"
"v1_998323430db086549cb49c892c5c6367c9ee945662866ebd55216ea9be2928d6","","124"
"v1_1ff0579162ef0e3873dfd47ec60f1ef217c71aca449033c9c12ea596c90e02d8","v1_1ff0579162ef0e3873dfd47ec60f1ef217c71aca449033c9c12ea596c90e02d8_0_d7f8969b5c27f33dc70248c78a31eebcc247f6c83943197efeb77a2745214891","109 1"
"v1_73ef3873beb118f863cc29fb4941f56ec7c4e1a99028f503a8d4fe7b8426fb94","","18"
"v1_c66e26a4f5052ee09c67b35fa6f9d320c24a02ab018905c9b80831efcaf46243","","119"
"v1_28e50d006743a74807d503216ab8348d362385f860d668a7b7bf37ce365ef457","","5"
"v1_81b48694eb7ac06d5aa14d4191267509312ed5b21bfdf9ab7e9072c576c8e3e1","v1_81b48694eb7ac06d5aa14d4191267509312ed5b21bfdf9ab7e9072c576c8e3e1_0_1227742e1b7096589902c8407863f5f953bea35ea6d81e9b8a0a2736549748a9","69 23"
"v1_1da492fb4616a928d373cbe691485685694068f8da737618433463133e58c481","v1_1da492fb4616a928d373cbe691485685694068f8da737618433463133e58c481_0_176aaaf19de064accf50a13620cab262163ddb62db4d351b34c3f3df134733ea","2050 684"
"v1_1da492fb4616a928d373cbe691485685694068f8da737618433463133e58c481","v1_1da492fb4616a928d373cbe691485685694068f8da737618433463133e58c481_0_8942ff2eeb195697e4897a2c968a2e908dc7f812b96fa71b722358bd3483d9d9_1_176aaaf19de064accf50a13620cab262163ddb62db4d351b34c3f3df134733ea","2050 342 114"
"v1_1da492fb4616a928d373cbe691485685694068f8da737618433463133e58c481","v1_1da492fb4616a928d373cbe691485685694068f8da737618433463133e58c481_0_8942ff2eeb195697e4897a2c968a2e908dc7f812b96fa71b722358bd3483d9d9","2050 342"
"v1_6a6239740ac2a09bbdc0aa7293a0e613862afc60c94871ea4178a467a69b9859","","1"
"v1_6ed0793886f3c859e68fe26ee8275f8bc34ed56acd4ec1f3123b5b81b473fd43","v1_6ed0793886f3c859e68fe26ee8275f8bc34ed56acd4ec1f3123b5b81b473fd43_0_cac96b423e495520863f25f237162966db59df0e8fe41a38ad9b8c1733c024a6","57 1"
"v1_954a214b000d07f13c252c4cee0059e70d7ff4e574b20f3bbfdb8eb3b717112f","v1_954a214b000d07f13c252c4cee0059e70d7ff4e574b20f3bbfdb8eb3b717112f_0_a07d013338878acc241e004c802cb710b8232c230db2bfabd18feab1e7460498","10 10"
"v1_954a214b000d07f13c252c4cee0059e70d7ff4e574b20f3bbfdb8eb3b717112f","v1_954a214b000d07f13c252c4cee0059e70d7ff4e574b20f3bbfdb8eb3b717112f_0_9c53856add53dd93c2d3621472f0ae03dda36e3db703570d8637879d13be16d4","10 10"
"v1_65dc2d728c621c937bb40a89d73737dfc4ea4bd7bfc32b86ffb83057fbe52655","","30"
"v1_c89e308ca649b4057c58c371c345430185a9e32c95f0e45ddb872763182f2339","","1515"
"v1_0746074599d61da480cda93aa9a27ac8c7af6fcec6b3f513f09ba9dc1356f2b4","v1_0746074599d61da480cda93aa9a27ac8c7af6fcec6b3f513f09ba9dc1356f2b4_0_ab2bc6754b20b83f2f0dc4c0f0e0fc4d1e08b73a79367b89aa41f5c54fb8192f_1_9175ad17ec403a61347b8a5d8dd22136d0291a5b0b9d4213acc04ab52c63858c","209 105 2"
"v1_df2e7f09d532ad498586e7d529a92c3853fd7c79225c56a512117d645fb3b8c9","v1_df2e7f09d532ad498586e7d529a92c3853fd7c79225c56a512117d645fb3b8c9_0_a32624d90c125f9b4c066b5c62aae043a0868d0e958b36c8a2e7f8bcfebabb02","3182 37"
"v1_7e433278a867c8858976048bb5f1448e02b752e54d9a014c2cee68b35353ca05","","111"
"v1_6bd924fde40e19a9a6b00db0bfbd595c370f273364a869c1847ca56e7fc7e01b","","85"
"v1_32ca0624054408b74a4ff5da40b379c745ef4f7929f2c6a4f5639f1f9cc08e92","","161"
"v1_9d8b64212ecc81fe8324ca2de65ba13dfebb75f267dc343e78f8616ca12fb650","","2"
"v1_173b597fed4c53ba747e64dd5074b94ebe0cb450c3b53856dbed83fabe2470a7","","81"
"v1_5c66b5adfc12f5c3a086b0f54f1145ce3020ac9886b131b9210581165930df20","","36"
"v1_dcfb543fcc9aae7e11794c5722804e22642840b25a3fa1172181a1d3557778b1","","3"
"v1_f8a83906e1b1f3fd3ca71f02a15bbebb5f92eba9f52a8a43f4eeb4a28a17fdb6","v1_f8a83906e1b1f3fd3ca71f02a15bbebb5f92eba9f52a8a43f4eeb4a28a17fdb6_0_23d15a699e1050d712c5de0c95ae351a5692e7336fc6b6b571037fa1977aac07","52 1"
"v1_f8a83906e1b1f3fd3ca71f02a15bbebb5f92eba9f52a8a43f4eeb4a28a17fdb6","sqlite_autoindex_v1_f8a83906e1b1f3fd3ca71f02a15bbebb5f92eba9f52a8a43f4eeb4a28a17fdb6_1","52 1 1"
"v1_4813c1cd97a38372a19e89d7d83f2e63701529a2d5fa061c8ba2bf3578e1c42a","v1_4813c1cd97a38372a19e89d7d83f2e63701529a2d5fa061c8ba2bf3578e1c42a_0_40f448f2f35ad952c207a6bc7e7be18198913152326772813697cde957c4a80f","4 1"
"v1_d6f4c2fd53054ea0e4e64cbcce84e4455f60eb462e359ea27251f16141780972","","1"
"v1_605d3f09f6f2d4c5a1452d8d411c4750a79144793a26974e70902a1b0f05bbcc","","57"
"v1_a6b525103dfbb45be6724a81a219b5bf6bbcca628b45a0c98ccf93400ff7495c","","2"
"v1_a812861a6a5a5009bcd7739d744e1c0aadd2bf47d65c13a3816ded7af0d55329","","1331"
"v1_57bc37323ae195b64776720c02055828a15c386556bbe0ca861b0e527b21719a","v1_57bc37323ae195b64776720c02055828a15c386556bbe0ca861b0e527b21719a_0_72bc6e518c3de320c1321e8d53fb4259905077182b22420848a2c514f3bfa4b4_1_f7fe8e1c833931f8bdd0ad59e6cef5936925f3105fdadb3481cdcdbbee00cac6","2744 172 1"
"v1_8d5e6e462316a9f4664df330c12a76787a968f94c395fc302a3abab6f7594400","v1_8d5e6e462316a9f4664df330c12a76787a968f94c395fc302a3abab6f7594400_0_5b09975b7c9b014a59142b3e151ef26ab1ec3bcb6a2e35922dbb013c6a422ba3","184 31"
"v1_6310085ef7cc9cc619913bbf8f48948aa5ab6afb1614e91b8f2197e7a626e118","","56"
"v1_03ef2727cfaeb803a4c50eb02da673c3a838eccca0202ec1b5819429357e60ea","","6"
"v1_1e165cc28d0338c0a21e503615823834be1128c541d9542b2ecfc96b06096981","","81"
"v1_a19cd75b0177b573bfd0c33ea2c103c74f72f107d52b16834a1fa00da9e72e09","","10"
"v1_fb02a3b65873d694e5e42d090f28965d064eef71aec83843a4266d1fc211b05f","","179"
"v1_ba5348c50ba8fcf45101115661eb9bb9663329a02cb73db0dea644f2dee0ec3b","v1_ba5348c50ba8fcf45101115661eb9bb9663329a02cb73db0dea644f2dee0ec3b_0_16fdbf3b8858f587df5ec4eca69f84f8b3d1e4add46bf32d713d29d84abca056_1_18433fde6dfb6f71d1fd66cfdee7cee3c848c839b59b37eca4c03c9ef385403b","301 17 2"
"v1_ba5348c50ba8fcf45101115661eb9bb9663329a02cb73db0dea644f2dee0ec3b","v1_ba5348c50ba8fcf45101115661eb9bb9663329a02cb73db0dea644f2dee0ec3b_0_16fdbf3b8858f587df5ec4eca69f84f8b3d1e4add46bf32d713d29d84abca056_1_d0f33b6ec791fe0f3a58f24d07007882cb1fe69140c3987d47e297454bd7e4b4","301 17 11"
"v1_ba5348c50ba8fcf45101115661eb9bb9663329a02cb73db0dea644f2dee0ec3b","v1_ba5348c50ba8fcf45101115661eb9bb9663329a02cb73db0dea644f2dee0ec3b_0_16fdbf3b8858f587df5ec4eca69f84f8b3d1e4add46bf32d713d29d84abca056_1_8b83a26c00615978b505e48a259d989f2b928173eb333e372a71f342264309be","301 17 5"
"v1_ba5348c50ba8fcf45101115661eb9bb9663329a02cb73db0dea644f2dee0ec3b","v1_ba5348c50ba8fcf45101115661eb9bb9663329a02cb73db0dea644f2dee0ec3b_0_16fdbf3b8858f587df5ec4eca69f84f8b3d1e4add46bf32d713d29d84abca056","301 17"
