cf717e04f45de25c1ef70cb70110cfe785a85ebf8c6f4cda40309139414fee7d,1f03d0cdfdada0c9d732896df1156749486a8325e6e8a4eb49ef31930fa0509a,cd666a3fa02115a01358a25df504ead8645f72c2b915a3d293ba817f9fa86b9d,8f5ffc7975f98a1815ced09f913c1f37822e6def0a6abc16f0c87171b7b39dd2,c24d84d908e4923193225ee6e8027f1ed69a0c52849066aed4559893a95c7966
"101","831","10196","10","590"
"100","835","10197","10","637"
"101","840","10198","10","572"
"100","842","10199","10","652"
"100","850","10200","10","746"
"100","30","11001","11","255"
"100","34","11002","11","634"
"100","37","11003","11","539"
"101","41","11004","11","413"
"100","46","11005","11","748"
"100","51","11006","11","608"
"100","54","11007","11","1002"
"101","58","11008","11","802"
"100","62","11009","11","509"
"100","67","11010","11","648"
"100","71","11011","11","305"
"100","75","11012","11","15"
"101","78","11013","11","440"
"100","82","11014","11","476"
"100","87","11015","11","735"
"100","92","11016","11","955"
"100","96","11017","11","1027"
"100","101","11018","11","590"
"100","105","11019","11","249"
"100","108","11020","11","694"
"100","112","11021","11","491"
"100","117","11022","11","174"
"100","120","11023","11","218"
"100","125","11024","11","498"
"101","129","11025","11","928"
"100","133","11026","11","819"
"100","137","11027","11","1136"
"100","140","11028","11","875"
"100","143","11029","11","1010"
"100","147","11030","11","1178"
"101","152","11031","11","785"
"100","155","11032","11","357"
"101","159","11033","11","593"
"101","162","11034","11","382"
"100","165","11035","11","662"
"100","170","11036","11","543"
"101","173","11037","11","916"
"100","178","11038","11","1181"
"400","183","11039","11","771"
"100","188","11040","11","1083"
"100","192","11041","11","1192"
"101","197","11042","11","887"
"100","202","11043","11","628"
"100","205","11044","11","674"
"100","210","11045","11","545"
"101","215","11046","11","411"
"100","219","11047","11","546"
"100","224","11048","11","105"
"100","227","11049","11","178"
"100","232","11050","11","261"
"100","237","11051","11","224"
"100","240","11052","11","354"
"100","244","11053","11","638"
"101","247","11054","11","445"
"100","252","11055","11","697"
"200","255","11056","11","1108"
"100","259","11057","11","695"
"100","262","11058","11","1000"
"101","265","11059","11","768"
"100","270","11060","11","608"
"101","273","11061","11","486"
"100","277","11062","11","595"
"100","281","11063","11","430"
"100","284","11064","11","359"
"100","289","11065","11","474"
"100","292","11066","11","230"
"101","296","11067","11","652"
"100","300","11068","11","424"
"300","304","11069","11","472"
"100","307","11070","11","678"
"100","310","11071","11","946"
"101","314","11072","11","912"
"100","317","11073","11","762"
"100","321","11074","11","1057"
"101","326","11075","11","684"
"100","330","11076","11","770"
"100","335","11077","11","565"
"100","340","11078","11","632"
"100","345","11079","11","1049"
"101","349","11080","11","1089"
"100","352","11081","11","908"
"100","357","11082","11","686"
"100","361","11083","11","537"
"101","364","11084","11","271"
"100","369","11085","11","71"
"100","374","11086","11","463"
"101","379","11087","11","585"
"100","383","11088","11","469"
"100","386","11089","11","113"
"100","391","11090","11","7"
"101","395","11091","11","99"
"100","398","11092","11","363"
"100","402","11093","11","118"
"100","407","11094","11","533"
"100","410","11095","11","376"
"100","414","11096","11","160"
"101","417","11097","11","406"
"100","422","11098","11","163"
"100","425","11099","11","544"
"100","429","11100","11","846"
"101","434","11101","11","397"
"100","439","11102","11","174"
"100","444","11103","11","364"
"400","447","11104","11","730"
"100","452","11105","11","922"
"100","456","11106","11","1024"
"101","461","11107","11","625"
"100","464","11108","11","488"
"300","467","11109","11","555"
"100","471","11110","11","655"
"101","476","11111","11","818"
"100","481","11112","11","602"
"100","484","11113","11","909"
"100","488","11114","11","1185"
"100","492","11115","11","828"
"100","495","11116","11","619"
"100","500","11117","11","567"
"200","503","11118","11","806"
"100","506","11119","11","708"
"100","510","11120","11","1043"
"100","514","11121","11","707"
"101","519","11122","11","992"
"100","522","11123","11","811"
"101","526","11124","11","497"
"100","529","11125","11","166"
"100","532","11126","11","5"
"101","537","11127","11","436"
"100","541","11128","11","658"
"100","546","11129","11","559"
"101","551","11130","11","380"
"100","554","11131","11","153"
"101","558","11132","11","385"
"100","563","11133","11","635"
"100","566","11134","11","339"
"101","570","11135","11","27"
"100","575","11136","11","367"
"100","580","11137","11","143"
"100","583","11138","11","42"
"101","586","11139","11","275"
"100","590","11140","11","712"
"100","595","11141","11","1015"
"400","599","11142","11","620"
"100","604","11143","11","675"
"100","608","11144","11","1033"
"101","612","11145","11","852"
"100","615","11146","11","776"
"300","619","11147","11","546"
"100","624","11148","11","498"
"101","628","11149","11","787"
"100","633","11150","11","562"
"100","636","11151","11","158"
"100","640","11152","11","303"
"100","644","11153","11","204"
"101","649","11154","11","310"
"100","653","11155","11","35"
"100","656","11156","11","210"
"100","659","11157","11","473"
"100","662","11158","11","240"
"100","665","11159","11","123"
"101","670","11160","11","457"
"100","674","11161","11","582"
"101","677","11162","11","764"
"100","682","11163","11","430"
"100","686","11164","11","394"
"101","690","11165","11","546"
"100","694","11166","11","686"
"101","698","11167","11","754"
"100","702","11168","11","323"
"100","706","11169","11","765"
"200","710","11170","11","1034"
"100","714","11171","11","775"
"100","719","11172","11","387"
"100","722","11173","11","584"
"101","727","11174","11","473"
"100","730","11175","11","651"
"100","735","11176","11","772"
"101","739","11177","11","677"
"100","743","11178","11","274"
"100","748","11179","11","567"
"100","752","11180","11","671"
"400","755","11181","11","290"
"100","760","11182","11","511"
"100","764","11183","11","135"
"100","768","11184","11","47"
"100","773","11185","11","139"
"101","778","11186","11","268"
"100","783","11187","11","669"
"100","787","11188","11","589"
"101","793","11189","11","419"
"100","799","11190","11","859"
"100","804","11191","11","1120"
"101","809","11192","11","1054"
"100","815","11193","11","904"
"100","820","11194","11","1153"
"100","825","11195","11","899"
"101","831","11196","11","805"
"100","835","11197","11","546"
"101","840","11198","11","308"
"100","842","11199","11","50"
"100","850","11200","11","483"
"100","30","12001","12","512"
"100","35","12002","12","411"
"101","40","12003","12","536"
"100","43","12004","12","762"
"100","47","12005","12","361"
"100","51","12006","12","725"
"100","56","12007","12","1121"
"101","59","12008","12","805"
"100","63","12009","12","341"
"100","67","12010","12","658"
"100","71","12011","12","351"
"100","75","12012","12","150"
"101","78","12013","12","504"
"100","82","12014","12","978"
"101","87","12015","12","517"
"100","92","12016","12","877"
"100","97","12017","12","650"
"100","102","12018","12","818"
"100","110","12019","12","510"
"100","115","12020","12","549"
"100","120","12021","12","450"
"100","125","12022","12","735"
"100","128","12023","12","929"
"101","131","12024","12","868"
"100","138","12025","12","1060"
"100","142","12026","12","929"
"101","146","12027","12","726"
"100","151","12028","12","674"
"100","155","12029","12","1052"
"100","160","12030","12","1013"
"100","164","12031","12","1095"
"101","168","12032","12","1039"
"100","171","12033","12","579"
"100","174","12034","12","255"
"100","178","12035","12","593"
"100","183","12036","12","947"
"100","186","12037","12","638"
"100","189","12038","12","1037"
"101","192","12039","12","987"
"100","195","12040","12","812"
"100","198","12041","12","685"
"100","202","12042","12","1105"
"100","207","12043","12","750"
"101","212","12044","12","476"
"100","216","12045","12","697"
"400","219","12046","12","366"
"100","223","12047","12","705"
"100","226","12048","12","382"
"101","230","12049","12","269"
"100","235","12050","12","694"
"100","238","12051","12","470"
"100","243","12052","12","764"
"101","248","12053","12","391"
"100","252","12054","12","236"
"100","255","12055","12","142"
"100","258","12056","12","298"
"300","263","12057","12","594"
"100","266","12058","12","916"
"100","271","12059","12","793"
"100","275","12060","12","854"
"101","279","12061","12","681"
"100","282","12062","12","1030"
"200","286","12063","12","550"
"100","289","12064","12","278"
"100","294","12065","12","145"
"101","297","12066","12","65"
"100","300","12067","12","319"
"101","303","12068","12","398"
"101","308","12069","12","438"
"100","312","12070","12","66"
"100","317","12071","12","104"
"100","322","12072","12","520"
"100","326","12073","12","851"
"101","329","12074","12","736"
"100","334","12075","12","1175"
"100","337","12076","12","742"
"100","340","12077","12","978"
"100","344","12078","12","1194"
"101","349","12079","12","1143"
"100","354","12080","12","712"
"100","357","12081","12","1129"
"101","361","12082","12","1088"
"100","364","12083","12","749"
"100","368","12084","12","605"
"100","371","12085","12","773"
"100","376","12086","12","457"
"101","381","12087","12","231"
"100","385","12088","12","595"
"100","389","12089","12","322"
"100","393","12090","12","445"
"101","396","12091","12","130"
"100","399","12092","12","588"
"100","402","12093","12","726"
"101","405","12094","12","314"
"100","410","12095","12","595"
"200","413","12096","12","652"
"100","418","12097","12","757"
"100","423","12098","12","604"
"101","426","12099","12","853"
"100","429","12100","12","1121"
"100","434","12101","12","919"
"400","439","12102","12","840"
"100","443","12103","12","723"
"100","448","12104","12","811"
"300","452","12105","12","769"
"101","457","12106","12","427"
"100","462","12107","12","599"
"100","465","12108","12","228"
"101","469","12109","12","44"
"100","472","12110","12","224"
"100","476","12111","12","25"
"100","481","12112","12","128"
"101","484","12113","12","589"
"100","489","12114","12","961"
"100","493","12115","12","632"
"100","497","12116","12","662"
"100","501","12117","12","316"
"101","509","12118","12","487"
"100","514","12119","12","545"
"100","522","12120","12","929"
"101","525","12121","12","667"
"100","528","12122","12","468"
"100","531","12123","12","341"
"400","534","12124","12","711"
"100","538","12125","12","1007"
"100","543","12126","12","1054"
"101","546","12127","12","703"
"100","551","12128","12","421"
"100","554","12129","12","634"
"100","557","12130","12","1101"
"101","562","12131","12","842"
"100","567","12132","12","1021"
"100","572","12133","12","1103"
"100","575","12134","12","931"
"100","579","12135","12","1062"
"100","583","12136","12","1020"
"100","586","12137","12","1108"
"100","591","12138","12","1052"
"100","596","12139","12","681"
"101","599","12140","12","438"
"100","604","12141","12","471"
"101","607","12142","12","311"
"100","612","12143","12","373"
"101","616","12144","12","771"
"100","619","12145","12","983"
"100","622","12146","12","1098"
"101","625","12147","12","890"
"100","629","12148","12","1032"
"300","632","12149","12","642"
"100","636","12150","12","378"
"100","641","12151","12","90"
"200","646","12152","12","525"
"100","651","12153","12","980"
"100","654","12154","12","1012"
"101","658","12155","12","1177"
"100","663","12156","12","761"
"101","666","12157","12","804"
"100","670","12158","12","1015"
"100","673","12159","12","1095"
"100","675","12160","12","1052"
"400","680","12161","12","868"
"100","683","12162","12","705"
"100","686","12163","12","1023"
"101","690","12164","12","798"
"100","694","12165","12","684"
"100","698","12166","12","870"
"100","702","12167","12","1074"
"100","707","12168","12","999"
"101","711","12169","12","610"
"100","715","12170","12","644"
"101","719","12171","12","783"
"100","724","12172","12","981"
"100","728","12173","12","1188"
"101","734","12174","12","1079"
"100","739","12175","12","658"
"100","742","12176","12","750"
"100","745","12177","12","526"
"100","751","12178","12","636"
"101","757","12179","12","457"
"100","763","12180","12","178"
"100","768","12181","12","369"
"101","772","12182","12","677"
"100","777","12183","12","793"
"100","781","12184","12","424"
"101","786","12185","12","510"
"100","792","12186","12","791"
"101","797","12187","12","1074"
"100","802","12188","12","905"
"100","805","12189","12","590"
"100","808","12190","12","759"
"100","812","12191","12","419"
"100","817","12192","12","513"
"100","823","12193","12","912"
"100","828","12194","12","792"
"101","833","12195","12","1154"
"100","837","12196","12","678"
"100","841","12197","12","833"
"100","845","12198","12","571"
"100","850","12199","12","608"
"101","855","12200","12","446"
"100","30","13001","13","314"
"100","35","13002","13","355"
"100","39","13003","13","159"
"100","42","13004","13","535"
"100","46","13005","13","72"
"101","49","13006","13","150"
"100","53","13007","13","298"
"100","56","13008","13","665"
"100","60","13009","13","1046"
"100","65","13010","13","973"
"101","68","13011","13","800"
"100","73","13012","13","723"
"100","76","13013","13","763"
"100","81","13014","13","858"
"101","85","13015","13","682"
"100","89","13016","13","426"
"100","94","13017","13","268"
"100","97","13018","13","122"
"101","102","13019","13","43"
"100","107","13020","13","376"
"100","112","13021","13","765"
"100","117","13022","13","1006"
"101","121","13023","13","855"
"100","124","13024","13","789"
"100","129","13025","13","1021"
"101","133","13026","13","707"
"100","138","13027","13","1093"
"100","143","13028","13","1172"
"101","148","13029","13","700"
"100","153","13030","13","1003"
"100","158","13031","13","746"
"101","163","13032","13","429"
"100","167","13033","13","84"
"100","171","13034","13","230"
"100","174","13035","13","409"
"100","179","13036","13","234"
"100","183","13037","13","627"
"100","188","13038","13","504"
"101","191","13039","13","620"
"100","196","13040","13","831"
"100","200","13041","13","621"
"100","205","13042","13","754"
"100","208","13043","13","403"
"101","212","13044","13","325"
"100","215","13045","13","128"
"400","220","13046","13","510"
"100","223","13047","13","119"
"100","228","13048","13","159"
"101","232","13049","13","220"
"100","236","13050","13","61"
"100","239","13051","13","176"
"100","243","13052","13","289"
"101","246","13053","13","150"
"100","251","13054","13","398"
"100","254","13055","13","672"
"100","257","13056","13","985"
"300","262","13057","13","650"
"100","267","13058","13","740"
"100","271","13059","13","1016"
"100","274","13060","13","1058"
"101","277","13061","13","989"
"100","282","13062","13","703"
"200","285","13063","13","410"
"100","288","13064","13","800"
"100","291","13065","13","750"
"101","294","13066","13","821"
"100","298","13067","13","768"
"101","303","13068","13","1078"
"101","308","13069","13","1120"
"100","313","13070","13","831"
"100","318","13071","13","783"
"100","322","13072","13","459"
"100","325","13073","13","229"
"101","328","13074","13","271"
"100","332","13075","13","75"
"100","337","13076","13","355"
"100","342","13077","13","202"
"100","347","13078","13","288"
"101","350","13079","13","546"
"400","355","13080","13","497"
"100","359","13081","13","430"
"101","362","13082","13","258"
"100","366","13083","13","594"
"100","371","13084","13","894"
"100","376","13085","13","1131"
"100","380","13086","13","1176"
"101","385","13087","13","930"
"100","390","13088","13","572"
"100","394","13089","13","300"
"100","398","13090","13","540"
"101","401","13091","13","759"
"100","405","13092","13","1048"
"100","410","13093","13","712"
"101","413","13094","13","445"
"100","416","13095","13","391"
"200","421","13096","13","313"
"100","424","13097","13","223"
"100","429","13098","13","347"
"101","432","13099","13","677"
"100","435","13100","13","473"
"100","438","13101","13","370"
"100","443","13102","13","315"
"100","447","13103","13","388"
"300","452","13104","13","720"
"100","456","13105","13","991"
"101","460","13106","13","1131"
"100","464","13107","13","814"
"100","467","13108","13","626"
"101","472","13109","13","413"
"100","477","13110","13","210"
"100","480","13111","13","327"
"100","483","13112","13","658"
"101","488","13113","13","911"
"100","493","13114","13","564"
"100","496","13115","13","704"
"100","501","13116","13","553"
"100","504","13117","13","456"
"100","508","13118","13","834"
"101","512","13119","13","1009"
"100","517","13120","13","1059"
"100","522","13121","13","716"
"100","525","13122","13","361"
"101","530","13123","13","300"
"100","533","13124","13","171"
"100","536","13125","13","399"
"400","541","13126","13","302"
"100","545","13127","13","559"
"100","550","13128","13","872"
"101","554","13129","13","1059"
"100","559","13130","13","1125"
"100","564","13131","13","891"
"100","569","13132","13","685"
"101","574","13133","13","772"
"100","577","13134","13","406"
"100","580","13135","13","180"
"100","584","13136","13","315"
"100","590","13137","13","459"
"100","596","13138","13","245"
"100","599","13139","13","149"
"100","602","13140","13","377"
"100","607","13141","13","587"
"101","611","13142","13","879"
"100","614","13143","13","1189"
"101","617","13144","13","983"
"100","623","13145","13","648"
"101","629","13146","13","745"
"100","634","13147","13","662"
"100","637","13148","13","381"
"101","642","13149","13","607"
"100","646","13150","13","390"
"100","651","13151","13","743"
"100","657","13152","13","704"
"100","660","13153","13","531"
"100","663","13154","13","316"
"300","668","13155","13","477"
"100","673","13156","13","316"
"101","676","13157","13","347"
"100","682","13158","13","697"
"101","686","13159","13","376"
"100","692","13160","13","524"
"100","695","13161","13","585"
"400","701","13162","13","436"
"100","705","13163","13","332"
"101","710","13164","13","391"
"100","714","13165","13","344"
"100","719","13166","13","696"
"100","723","13167","13","406"
"100","726","13168","13","556"
"101","730","13169","13","963"
"100","733","13170","13","1149"
"101","737","13171","13","713"
"100","742","13172","13","238"
"100","746","13173","13","500"
"101","750","13174","13","265"
"100","754","13175","13","576"
"100","758","13176","13","444"
"100","762","13177","13","858"
"100","767","13178","13","1152"
"100","770","13179","13","696"
"100","773","13180","13","1043"
"101","776","13181","13","1164"
"100","781","13182","13","825"
"100","784","13183","13","537"
"101","788","13184","13","588"
"100","792","13185","13","445"
"101","795","13186","13","297"
"100","798","13187","13","447"
"100","801","13188","13","307"
"100","804","13189","13","388"
"200","809","13190","13","182"
"100","813","13191","13","275"
"100","816","13192","13","234"
"100","821","13193","13","378"
"100","825","13194","13","693"
"101","828","13195","13","478"
"100","832","13196","13","758"
"100","837","13197","13","299"
"100","840","13198","13","637"
"100","844","13199","13","380"
"101","850","13200","13","203"
"100","30","14001","14","314"
"100","34","14002","14","602"
"100","37","14003","14","446"
"100","47","14004","14","762"
"100","53","14005","14","620"
"101","58","14006","14","571"
"100","62","14007","14","685"
"100","65","14008","14","887"
"100","70","14009","14","1184"
"100","72","14010","14","934"
"101","74","14011","14","972"
"100","79","14012","14","681"
"100","85","14013","14","747"
"100","90","14014","14","483"
"101","93","14015","14","194"
"100","99","14016","14","102"
"100","103","14017","14","358"
"100","105","14018","14","547"
"101","111","14019","14","462"
"100","116","14020","14","735"
"100","119","14021","14","651"
"100","123","14022","14","555"
"101","125","14023","14","226"
"100","131","14024","14","293"
"100","133","14025","14","637"
"101","139","14026","14","601"
"100","141","14027","14","873"
"100","147","14028","14","688"
"101","153","14029","14","1023"
"100","155","14030","14","978"
"100","157","14031","14","906"
"101","162","14032","14","773"
"100","168","14033","14","623"
"100","174","14034","14","491"
"100","177","14035","14","525"
"100","183","14036","14","864"
"100","189","14037","14","1036"
"100","195","14038","14","1162"
"101","197","14039","14","848"
"100","202","14040","14","731"
"100","205","14041","14","844"
"100","210","14042","14","772"
"100","214","14043","14","998"
"101","217","14044","14","925"
"100","223","14045","14","1005"
"400","229","14046","14","540"
"100","231","14047","14","719"
"100","236","14048","14","476"
"101","238","14049","14","563"
"100","243","14050","14","504"
"100","249","14051","14","598"
"100","252","14052","14","923"
"101","257","14053","14","696"
"100","261","14054","14","983"
"100","264","14055","14","802"
"100","267","14056","14","929"
"300","272","14057","14","641"
"100","274","14058","14","872"
"100","280","14059","14","776"
"100","285","14060","14","607"
"101","288","14061","14","487"
"100","291","14062","14","681"
"200","294","14063","14","815"
"100","300","14064","14","990"
"100","304","14065","14","911"
"101","309","14066","14","558"
"100","312","14067","14","411"
"101","317","14068","14","558"
"101","322","14069","14","634"
"100","326","14070","14","988"
"100","330","14071","14","1155"
"100","334","14072","14","880"
"100","336","14073","14","670"
"101","340","14074","14","629"
"100","342","14075","14","383"
"100","347","14076","14","309"
"100","353","14077","14","447"
"100","358","14078","14","176"
"101","362","14079","14","65"
"400","366","14080","14","250"
"100","369","14081","14","507"
"101","373","14082","14","201"
"100","375","14083","14","418"
"100","378","14084","14","136"
"100","380","14085","14","335"
"100","383","14086","14","17"
"101","388","14087","14","93"
"100","390","14088","14","152"
"100","392","14089","14","408"
"100","394","14090","14","618"
"101","397","14091","14","398"
"100","403","14092","14","170"
"100","407","14093","14","336"
"101","409","14094","14","446"
"100","412","14095","14","298"
"200","418","14096","14","658"
"100","424","14097","14","934"
"100","426","14098","14","1137"
"101","431","14099","14","786"
"100","434","14100","14","1145"
"100","438","14101","14","818"
"100","443","14102","14","526"
"100","449","14103","14","239"
"100","454","14104","14","29"
"100","456","14105","14","238"
"101","458","14106","14","603"
"100","460","14107","14","737"
"100","463","14108","14","952"
"101","466","14109","14","1184"
"100","468","14110","14","1120"
"100","474","14111","14","860"
"100","479","14112","14","1113"
"101","484","14113","14","912"
"100","488","14114","14","684"
"100","491","14115","14","725"
"100","494","14116","14","1021"
"300","500","14117","14","869"
"100","506","14118","14","535"
"101","510","14119","14","759"
"100","516","14120","14","583"
"100","518","14121","14","251"
"100","522","14122","14","152"
"101","525","14123","14","378"
"100","527","14124","14","604"
"100","529","14125","14","446"
"400","532","14126","14","312"
"100","534","14127","14","429"
"100","537","14128","14","12"
"101","543","14129","14","301"
"100","548","14130","14","714"
"100","553","14131","14","481"
"100","558","14132","14","305"
"101","560","14133","14","212"
"100","562","14134","14","511"
"100","566","14135","14","314"
"100","572","14136","14","512"
"100","578","14137","14","771"
"100","583","14138","14","719"
"100","586","14139","14","572"
"100","589","14140","14","521"
"100","595","14141","14","823"
"101","598","14142","14","608"
"100","604","14143","14","561"
"101","608","14144","14","869"
"100","614","14145","14","1199"
"101","618","14146","14","991"
"100","621","14147","14","816"
"100","627","14148","14","757"
"101","633","14149","14","1187"
"100","636","14150","14","1073"
"100","642","14151","14","925"
"400","648","14152","14","670"
"100","654","14153","14","730"
"100","656","14154","14","1018"
"300","659","14155","14","938"
"100","662","14156","14","612"
"101","664","14157","14","259"
"100","670","14158","14","293"
"101","675","14159","14","342"
"100","677","14160","14","458"
"100","683","14161","14","585"
"100","685","14162","14","501"
"100","691","14163","14","82"
"101","695","14164","14","433"
"100","700","14165","14","281"
"100","706","14166","14","247"
"100","708","14167","14","71"
"100","711","14168","14","499"
"101","717","14169","14","843"
"100","722","14170","14","887"
"101","725","14171","14","441"
"100","729","14172","14","115"
"100","735","14173","14","241"
"101","738","14174","14","477"
"100","743","14175","14","534"
"200","746","14176","14","859"
"100","750","14177","14","742"
"100","754","14178","14","599"
"100","760","14179","14","433"
"100","766","14180","14","239"
"101","771","14181","14","670"
"100","777","14182","14","267"
"100","781","14183","14","617"
"101","784","14184","14","959"
"100","790","14185","14","649"
"101","795","14186","14","776"
"100","800","14187","14","602"
"100","803","14188","14","375"
"100","805","14189","14","720"
"100","810","14190","14","451"
"100","813","14191","14","196"
"100","815","14192","14","70"
"100","818","14193","14","340"
"100","823","14194","14","548"
"101","829","14195","14","758"
"100","833","14196","14","1005"
"100","836","14197","14","830"
"100","841","14198","14","727"
"100","847","14199","14","814"
"101","855","14200","14","1111"
"100","30","15001","15","120"
"100","33","15002","15","40"
"101","40","15003","15","239"
"100","44","15004","15","64"
"100","48","15005","15","10"
"100","53","15006","15","262"
"100","57","15007","15","228"
"101","61","15008","15","190"
"100","66","15009","15","339"
"100","69","15010","15","205"
"100","72","15011","15","369"
"100","75","15012","15","151"
"100","78","15013","15","187"
"101","81","15014","15","458"
"100","85","15015","15","427"
"100","88","15016","15","665"
"400","93","15017","15","433"
"100","96","15018","15","602"
"100","99","15019","15","301"
"100","102","15020","15","168"
"101","106","15021","15","335"
"100","110","15022","15","648"
"100","115","15023","15","915"
"101","119","15024","15","1085"
"100","122","15025","15","785"
"100","127","15026","15","467"
"101","132","15027","15","568"
"100","136","15028","15","231"
"100","141","15029","15","155"
"100","145","15030","15","259"
"500","150","15031","15","531"
"100","155","15032","15","263"
"100","160","15033","15","633"
"101","163","15034","15","212"
"100","168","15035","15","104"
