8acf6ba8c07a5ae4623c1a540e457f85a3b371faca9b3bb2d358d22b6a2fad6f,5cef5cd936e214f4ab52e41aee85f21d06703cd1e8d3e994596dc10e395d2107,67b75e99d5088aa086dd5e09966264894657a434488f2b7033c657b71c7535c1,11d1c6d7e1ef08abb9fcd3609cbfef004411d4582fc4ca30e87c1a48be01c6e5,e0d93db2e12aba1b2e5f9dee9e3814f1f9982053be0bf03f7bbee14f224789b9,07f2eb4dc2d4c752a345f79bdad5a3d357498053ad4067732d9a8ae2ebf23f5a,da5e494ab8c30e2ad778088b2a6c3777c2f71d3d3c71287f14d647f8674095aa,860e73ae8d998cecf8b8140ed0cd21003505f7d6a556654e08911356dc80f9da,d234b4b2d9ac40e1cbc638c491c2fd894ccae70e3fe5f72ed84d668b3c158654,edb5196a9a9eddd98adf42cf427b60ff23c9d1a5f8ae276011f4e56b08763987,b4f3b586e5790a41a9536662ca920dafc2071c8c2c6c2b30bbecf29bb0714699
"32","4","","1","","","10202","","","1102020040",""
"32","20","","1","","","10202","","","1102020041",""
"32","1","","0","","","10202","","","1102020042",""
"93","0.4","","0","","","10202","","","1102020043",""
"92","","","","","","10202","","","1102020044",""
"35","30","","1","","","10202","","","1102020045",""
"32","30","","1","","","10202","","","1102020046",""
"93","0.2","","0","","","10202","","","1102020047",""
"6","1","1","1","1","0","10202","","0","1102020048","0"
"6","2","1","1","1","0","10202","","0","1102020049","0"
"6","100","1","1","1","0","10202","","0","1102020050","0"
"32","0","","0","","","10202","","","1102020051",""
"32","2","","0","","","10202","","","1102020052",""
"32","3","","0","","","10202","","","1102020053",""
"32","4","","0","","","10202","","","1102020054",""
"32","10","","0","","","10202","","","1102020055",""
"32","20","","0","","","10202","","","1102020056",""
"93","0.3","","0","","","10202","","","1102020057",""
"5","1","20","1","0","0","10301","magicitem_1","0","1103010001","1"
"5","2","19","2","0","0","10301","magicitem_2","0","1103010002","1"
"5","3","18","3","0","0","10301","magicitem_3","0","1103010003","1"
"5","103000","21","4","0","0","10301","magicitem_kyaru","0","1103010004","1"
"31","103000","0","10","0","1","10301","","","1103010005","0"
"31","103001","0","11","0","1","10301","","","1103010006","0"
"31","103002","0","12","0","1","10301","","","1103010007","0"
"31","103003","0","13","0","1","10301","","","1103010008","0"
"31","103007","0","14","0","1","10301","","","1103010009","0"
"31","103011","0","19","0","1","10301","","","1103010010","0"
"31","1","0","15","0","1","10301","","","1103010011","1"
"31","2","0","16","0","1","10301","","","1103010012","0"
"31","3","0","17","0","1","10301","","","1103010013","0"
"31","4","0","18","0","1","10301","","","1103010014","0"
"35","18","0","0","0","1","10301","","","1103010015","1"
"32","18","","1","","","10301","","","1103010016",""
"91","0","","0","","","10301","","","1103010017",""
"32","10","","1","","","10301","","","1103010018",""
"32","11","","1","","","10301","","","1103010019",""
"32","12","","1","","","10301","","","1103010020",""
"32","13","","1","","","10301","","","1103010021",""
"32","19","","1","","","10301","","","1103010022",""
"3","1","0","magicitem_1","","","10301","","","1103010023","0"
"3","2","0","magicitem_2","","","10301","","","1103010024","0"
"3","3","0","magicitem_3","","","10301","","","1103010025","0"
"3","4","0","magicitem_kyaru","","","10301","","","1103010026","0"
"21","vo_caravan","0","vo_caravan_event_004_000","2.17","","10301","","","1103010027",""
"21","vo_caravan","1","vo_caravan_event_004_001","3.2","","10301","","","1103010028",""
"21","vo_caravan","2","vo_caravan_event_004_002","4.9","","10301","","","1103010029",""
"93","7","","0","","","10301","","","1103010030",""
"32","18","","0","","","10301","","","1103010031",""
"93","0.67","","0","","","10301","","","1103010032",""
"101","1103010034","","1","","","10301","","","1103010033",""
"35","14","","1","","","10301","","","1103010034",""
"32","14","","1","","","10301","","","1103010035",""
"32","16","","1","","","10301","","","1103010036",""
"32","19","","0","","","10301","","","1103010037",""
"35","18","","1","","","10301","","","1103010038",""
"93","0.4","","0","","","10301","","","1103010039",""
"92","","","","","","10301","","","1103010040",""
"35","17","","1","","","10301","","","1103010041",""
"32","17","","1","","","10301","","","1103010042",""
"93","0.2","","0","","","10301","","","1103010043",""
"6","1","0","0","0","0","10301","","0","1103010044","0.01"
"6","2","0","0","0","0","10301","","0","1103010045","0.01"
"6","3","0","0","0","0","10301","","0","1103010046","0.01"
"6","4","0","0","0","0","10301","","0","1103010047","0.01"
"32","10","","0","","","10301","","","1103010048",""
"32","11","","0","","","10301","","","1103010049",""
"32","12","","0","","","10301","","","1103010050",""
"32","13","","0","","","10301","","","1103010051",""
"32","14","","0","","","10301","","","1103010052",""
"32","15","","0","","","10301","","","1103010053",""
"32","16","","0","","","10301","","","1103010054",""
"32","18","","0","","","10301","","","1103010055",""
"93","0.3","","0","","","10301","","","1103010056",""
"5","4","20","1","0","0","10302","magicitem_1","0","1103020001","1"
"5","3","19","2","0","0","10302","magicitem_2","0","1103020002","1"
"5","1","18","3","0","0","10302","magicitem_3","0","1103020003","1"
"5","103000","21","4","0","0","10302","magicitem_pekorine","0","1103020004","1"
"31","103000","0","10","0","1","10302","","","1103020005","0"
"31","103001","0","11","0","1","10302","","","1103020006","0"
"31","103002","0","12","0","1","10302","","","1103020007","0"
"31","103004","-25","13","9","1","10302","","","1103020008","0"
"31","103008","0","14","0","1","10302","","","1103020009","0"
"31","103011","0","19","0","1","10302","","","1103020010","0"
"31","1","0","15","0","1","10302","","","1103020011","1"
"31","2","0","16","0","1","10302","","","1103020012","0"
"31","3","0","17","0","1","10302","","","1103020013","0"
"31","4","0","18","0","1","10302","","","1103020014","0"
"35","18","0","0","0","1","10302","","","1103020015","1"
"32","18","","1","","","10302","","","1103020016",""
"91","0","","0","","","10302","","","1103020017",""
"32","10","","1","","","10302","","","1103020018",""
"32","11","","1","","","10302","","","1103020019",""
"32","12","","1","","","10302","","","1103020020",""
"32","13","","1","","","10302","","","1103020021",""
"32","19","","1","","","10302","","","1103020022",""
"3","1","0","magicitem_1","","","10302","","","1103020023","0"
"3","2","0","magicitem_2","","","10302","","","1103020024","0"
"3","3","0","magicitem_3","","","10302","","","1103020025","0"
"3","4","0","magicitem_pekorine","","","10302","","","1103020026","0"
"21","vo_caravan","0","vo_caravan_event_006_000","2.17","","10302","","","1103020027",""
"21","vo_caravan","1","vo_caravan_event_006_001","3.2","","10302","","","1103020028",""
"21","vo_caravan","2","vo_caravan_event_006_002","4.9","","10302","","","1103020029",""
"93","7","","0","","","10302","","","1103020030",""
"32","18","","0","","","10302","","","1103020031",""
"93","0.67","","0","","","10302","","","1103020032",""
"101","1103020034","","1","","","10302","","","1103020033",""
"35","14","","1","","","10302","","","1103020034",""
"32","14","","1","","","10302","","","1103020035",""
"32","16","","1","","","10302","","","1103020036",""
"32","19","","0","","","10302","","","1103020037",""
"35","18","","1","","","10302","","","1103020038",""
"93","0.4","","0","","","10302","","","1103020039",""
"92","","","","","","10302","","","1103020040",""
"35","17","","1","","","10302","","","1103020041",""
"32","17","","1","","","10302","","","1103020042",""
"93","0.2","","0","","","10302","","","1103020043",""
"6","1","0","0","0","0","10302","","0","1103020044","0.01"
"6","2","0","0","0","0","10302","","0","1103020045","0.01"
"6","3","0","0","0","0","10302","","0","1103020046","0.01"
"6","4","0","0","0","0","10302","","0","1103020047","0.01"
"32","10","","0","","","10302","","","1103020048",""
"32","11","","0","","","10302","","","1103020049",""
"32","12","","0","","","10302","","","1103020050",""
"32","13","","0","","","10302","","","1103020051",""
"32","14","","0","","","10302","","","1103020052",""
"32","15","","0","","","10302","","","1103020053",""
"32","16","","0","","","10302","","","1103020054",""
"32","18","","0","","","10302","","","1103020055",""
"93","0.3","","0","","","10302","","","1103020056",""
"5","3","20","1","0","0","10303","magicitem_1","0","1103030001","1"
"5","1","19","2","0","0","10303","magicitem_2","0","1103030002","1"
"5","2","18","3","0","0","10303","magicitem_3","0","1103030003","1"
"5","103000","21","4","0","0","10303","magicitem_kokkoro","0","1103030004","1"
"31","103000","0","10","0","1","10303","","","1103030005","0"
"31","103001","0","11","0","1","10303","","","1103030006","0"
"31","103002","0","12","0","1","10303","","","1103030007","0"
"31","103005","8","13","-35","1","10303","","","1103030008","0"
"31","103009","0","14","0","1","10303","","","1103030009","0"
"31","103012","0","19","0","1","10303","","","1103030010","0"
"31","1","0","15","0","1","10303","","","1103030011","1"
"31","2","0","16","0","1","10303","","","1103030012","0"
"31","3","0","17","0","1","10303","","","1103030013","0"
"31","4","0","18","0","1","10303","","","1103030014","0"
"35","18","0","0","0","1","10303","","","1103030015","1"
"32","18","","1","","","10303","","","1103030016",""
"91","0","","0","","","10303","","","1103030017",""
"32","10","","1","","","10303","","","1103030018",""
"32","11","","1","","","10303","","","1103030019",""
"32","12","","1","","","10303","","","1103030020",""
"32","13","","1","","","10303","","","1103030021",""
"32","19","","1","","","10303","","","1103030022",""
"3","1","0","magicitem_1","","","10303","","","1103030023","0"
"3","2","0","magicitem_2","","","10303","","","1103030024","0"
"3","3","0","magicitem_3","","","10303","","","1103030025","0"
"3","4","0","magicitem_kokkoro","","","10303","","","1103030026","0"
"21","vo_caravan","0","vo_caravan_event_005_000","2.17","","10303","","","1103030027",""
"21","vo_caravan","1","vo_caravan_event_005_001","3.2","","10303","","","1103030028",""
"21","vo_caravan","2","vo_caravan_event_005_002","4.9","","10303","","","1103030029",""
"93","7","","0","","","10303","","","1103030030",""
"32","18","","0","","","10303","","","1103030031",""
"93","0.67","","0","","","10303","","","1103030032",""
"101","1103030034","","1","","","10303","","","1103030033",""
"35","14","","1","","","10303","","","1103030034",""
"32","14","","1","","","10303","","","1103030035",""
"32","16","","1","","","10303","","","1103030036",""
"32","19","","0","","","10303","","","1103030037",""
"35","18","","1","","","10303","","","1103030038",""
"93","0.4","","0","","","10303","","","1103030039",""
"92","","","","","","10303","","","1103030040",""
"35","17","","1","","","10303","","","1103030041",""
"32","17","","1","","","10303","","","1103030042",""
"93","0.2","","0","","","10303","","","1103030043",""
"6","1","0","0","0","0","10303","","0","1103030044","0.01"
"6","2","0","0","0","0","10303","","0","1103030045","0.01"
"6","3","0","0","0","0","10303","","0","1103030046","0.01"
"6","4","0","0","0","0","10303","","0","1103030047","0.01"
"32","10","","0","","","10303","","","1103030048",""
"32","11","","0","","","10303","","","1103030049",""
"32","12","","0","","","10303","","","1103030050",""
"32","13","","0","","","10303","","","1103030051",""
"32","14","","0","","","10303","","","1103030052",""
"32","15","","0","","","10303","","","1103030053",""
"32","16","","0","","","10303","","","1103030054",""
"32","18","","0","","","10303","","","1103030055",""
"93","0.3","","0","","","10303","","","1103030056",""
"5","1","20","1","0","0","10304","magicitem_1","0","1103040001","1"
"5","2","19","2","0","0","10304","magicitem_2","0","1103040002","1"
"5","4","18","3","0","0","10304","magicitem_3","0","1103040003","1"
"5","103000","21","4","0","0","10304","magicitem_kyaru","0","1103040004","1"
"31","103000","0","10","0","1","10304","","","1103040005","0"
"31","103001","0","11","0","1","10304","","","1103040006","0"
"31","103002","0","12","0","1","10304","","","1103040007","0"
"31","103006","0","13","0","1","10304","","","1103040008","0"
"31","103010","0","14","0","1","10304","","","1103040009","0"
"31","103011","0","19","0","1","10304","","","1103040010","0"
"31","1","0","15","0","1","10304","","","1103040011","1"
"31","2","0","16","0","1","10304","","","1103040012","0"
"31","3","0","17","0","1","10304","","","1103040013","0"
"31","4","0","18","0","1","10304","","","1103040014","0"
"35","18","0","0","0","1","10304","","","1103040015","1"
"32","18","","1","","","10304","","","1103040016",""
"91","0","","0","","","10304","","","1103040017",""
"32","10","","1","","","10304","","","1103040018",""
"32","11","","1","","","10304","","","1103040019",""
"32","12","","1","","","10304","","","1103040020",""
"32","13","","1","","","10304","","","1103040021",""
"32","19","","1","","","10304","","","1103040022",""
"3","1","0","magicitem_1","","","10304","","","1103040023","0"
"3","2","0","magicitem_2","","","10304","","","1103040024","0"
"3","3","0","magicitem_3","","","10304","","","1103040025","0"
"3","4","0","magicitem_kyaru2","","","10304","","","1103040026","0"
"21","vo_caravan","0","vo_caravan_event_007_000","2.17","","10304","","","1103040027",""
"21","vo_caravan","1","vo_caravan_event_007_001","3.2","","10304","","","1103040028",""
"21","vo_caravan","2","vo_caravan_event_007_002","4.9","","10304","","","1103040029",""
"93","7","","0","","","10304","","","1103040030",""
"32","18","","0","","","10304","","","1103040031",""
"93","0.67","","0","","","10304","","","1103040032",""
"101","1103040034","","1","","","10304","","","1103040033",""
"35","14","","1","","","10304","","","1103040034",""
"32","14","","1","","","10304","","","1103040035",""
"32","16","","1","","","10304","","","1103040036",""
"32","19","","0","","","10304","","","1103040037",""
"35","18","","1","","","10304","","","1103040038",""
"93","0.4","","0","","","10304","","","1103040039",""
"92","","","","","","10304","","","1103040040",""
"35","17","","1","","","10304","","","1103040041",""
"32","17","","1","","","10304","","","1103040042",""
"93","0.2","","0","","","10304","","","1103040043",""
"6","1","0","0","0","0","10304","","0","1103040044","0.01"
"6","2","0","0","0","0","10304","","0","1103040045","0.01"
"6","3","0","0","0","0","10304","","0","1103040046","0.01"
"6","4","0","0","0","0","10304","","0","1103040047","0.01"
"32","10","","0","","","10304","","","1103040048",""
"32","11","","0","","","10304","","","1103040049",""
"32","12","","0","","","10304","","","1103040050",""
"32","13","","0","","","10304","","","1103040051",""
"32","14","","0","","","10304","","","1103040052",""
"32","15","","0","","","10304","","","1103040053",""
"32","16","","0","","","10304","","","1103040054",""
"32","18","","0","","","10304","","","1103040055",""
"93","0.3","","0","","","10304","","","1103040056",""
"5","3","55","1","-250","-270","10401","empty","0","1104010001","0.95"
"5","104000","57","2","-250","-270","10401","empty","0","1104010002","0.95"
"5","5","50","3","150","-260","10401","empty","0","1104010003","0.95"
"5","5","52","4","150","-260","10401","empty","0","1104010004","0.95"
"31","104000","220","0","0","1","10401","","","1104010005","0"
"31","104001","0","1","0","1","10401","","","1104010006","0"
"31","104002","-225","2","-235","1","10401","","","1104010007","0"
"31","104003","0","3","0","1","10401","","","1104010008","0"
"31","104004","0","4","0","1","10401","","","1104010009","0"
"31","104006","400","6","0","1","10401","","","1104010010","0"
"31","1","0","10","0","1","10401","","","1104010011","0"
"31","2","0","20","0","1","10401","","","1104010012","0"
"31","3","0","30","0","1","10401","","","1104010013","0"
"31","5","0","50","0","1","10401","","","1104010014","0"
"91","0","","0","","","10401","","","1104010015",""
"32","50","","1","","","10401","","","1104010016",""
"32","0","","1","","","10401","","","1104010017",""
"32","10","","1","","","10401","","","1104010018",""
"93","0.5","","0","","","10401","","","1104010019",""
"23","se_caravan","0","se_caravan_event_kyaru_A","","","10401","","","1104010020",""
"21","vo_caravan","0","vo_caravan_event_98011_000","0.2","","10401","","","1104010021",""
"32","6","","1","","","10401","","","1104010022",""
"3","3","0","turnSkip_1_karin","","","10401","","0","1104010023","0"
"3","4","0","turnSkip_1_pen","","","10401","","0","1104010024","0"
"3","1","0","turnSkip_1","","","10401","","0","1104010025","0"
"3","2","0","turnSkip_1","","","10401","","0","1104010026","0"
"33","0","0","0","0.7","8","10401","","","1104010027",""
"2","3","-260","-250","0.7","8","10401","","","1104010028",""
"2","4","-260","-250","0.7","8","10401","","","1104010029",""
"33","6","0","0","0.7","8","10401","","","1104010030",""
"93","4.3","","0","","","10401","","","1104010031",""
"23","se_caravan","0","se_caravan_event_kyaru_1turn_B","","","10401","","","1104010032",""
"21","vo_caravan","0","vo_caravan_event_98011_001","0.533","","10401","","","1104010033",""
"93","0.833","","0","","","10401","","","1104010034",""
"32","3","","1","","","10401","","","1104010035",""
"93","0.3003","","0","","","10401","","","1104010036",""
"32","1","","1","","","10401","","","1104010037",""
"93","1.0337","","0","","","10401","","","1104010038",""
"21","vo_caravan","0","vo_caravan_event_98011_002","","","10401","","","1104010039",""
"32","2","","1","","","10401","","","1104010040",""
"93","0.833","","0","","","10401","","","1104010041",""
"101","1104010043","","0","","","10401","","","1104010042",""
"35","4","","1","","","10401","","","1104010043",""
"32","4","","1","","","10401","","","1104010044",""
"32","20","","1","","","10401","","","1104010045",""
"93","0.4","","0","","","10401","","","1104010046",""
"92","","","","","","10401","","","1104010047",""
"35","30","","1","","","10401","","","1104010048",""
"32","30","","1","","","10401","","","1104010049",""
"93","0.2","","0","","","10401","","","1104010050",""
"6","1","1","1","1","0","10401","","0","1104010051","0"
"6","2","1","1","1","0","10401","","0","1104010052","0"
"6","3","1","1","1","0","10401","","0","1104010053","0"
"6","4","1","1","1","0","10401","","0","1104010054","0"
"32","0","","0","","","10401","","","1104010055",""
"32","1","","0","","","10401","","","1104010056",""
"32","2","","0","","","10401","","","1104010057",""
"32","3","","0","","","10401","","","1104010058",""
"32","4","","0","","","10401","","","1104010059",""
"32","6","","0","","","10401","","","1104010060",""
"32","10","","0","","","10401","","","1104010061",""
"32","20","","0","","","10401","","","1104010062",""
"32","50","","0","","","10401","","","1104010063",""
"93","0.3","","0","","","10401","","","1104010064",""
"5","3","55","1","-250","-270","10402","empty","0","1104020001","0.95"
"5","104000","57","2","-250","-270","10402","empty","0","1104020002","0.95"
"5","5","50","3","100","-260","10402","empty","0","1104020003","0.95"
"5","5","52","4","100","-260","10402","empty","0","1104020004","0.95"
"31","104000","220","0","0","1","10402","","","1104020005","0"
"31","104001","0","1","0","1","10402","","","1104020006","0"
"31","104002","-205","2","-245","1","10402","","","1104020007","0"
"31","104003","0","3","0","1","10402","","","1104020008","0"
"31","104005","0","5","0","1","10402","","","1104020009","0"
"31","104006","265","6","0","1","10402","","","1104020010","0"
"31","1","0","10","0","1","10402","","","1104020011","0"
"31","2","0","20","0","1","10402","","","1104020012","0"
"31","3","0","30","0","1","10402","","","1104020013","0"
"31","5","0","50","0","1","10402","","","1104020014","0"
"91","0","","0","","","10402","","","1104020015",""
"32","50","","1","","","10402","","","1104020016",""
"32","0","","1","","","10402","","","1104020017",""
"32","10","","1","","","10402","","","1104020018",""
"93","0.5","","0","","","10402","","","1104020019",""
"23","se_caravan","0","se_caravan_event_kyaru_A","","","10402","","","1104020020",""
"21","vo_caravan","0","vo_caravan_event_98012_000","0.2","","10402","","","1104020021",""
"32","6","","1","","","10402","","","1104020022",""
"3","3","0","turnSkip_2_karin","","","10402","","0","1104020023","0"
"3","4","0","turnSkip_2_pen","","","10402","","0","1104020024","0"
"3","1","0","turnSkip_2","","","10402","","0","1104020025","0"
"3","2","0","turnSkip_2","","","10402","","0","1104020026","0"
"33","0","0","0","0.7","8","10402","","","1104020027",""
"2","3","-260","-250","0.7","8","10402","","","1104020028",""
"2","4","-260","-250","0.7","8","10402","","","1104020029",""
"33","6","0","0","0.7","8","10402","","","1104020030",""
"93","4.3","","0","","","10402","","","1104020031",""
"23","se_caravan","0","se_caravan_event_kyaru_2turn_B","","","10402","","","1104020032",""
"21","vo_caravan","0","vo_caravan_event_98012_001","0.63","","10402","","","1104020033",""
"21","vo_caravan","0","vo_caravan_event_98012_002","2.2","","10402","","","1104020034",""
"93","2.5","","0","","","10402","","","1104020035",""
"32","3","","1","","","10402","","","1104020036",""
"93","0.3","","0","","","10402","","","1104020037",""
"32","1","","1","","","10402","","","1104020038",""
"93","1.067","","0","","","10402","","","1104020039",""
"21","vo_caravan","0","vo_caravan_event_98012_003","","","10402","","","1104020040",""
"32","2","","1","","","10402","","","1104020041",""
"93","0.933","","0","","","10402","","","1104020042",""
"101","1104020044","","0","","","10402","","","1104020043",""
"35","5","","1","","","10402","","","1104020044",""
"32","5","","1","","","10402","","","1104020045",""
"32","20","","1","","","10402","","","1104020046",""
"93","0.4","","0","","","10402","","","1104020047",""
