aa77f205d56789a5d4e0f20c4511109decd4107fb5794ac855d890abadf85113,de95e74baf452e99d35f199c71887e9ec8e571d15a2211402853574518789ad0,e9b1c8ad1683f17301762e7d55ce57c4ca119a86b86368f301b10488ff827ad5,fadefed80d55b1bec7e3242e7dac71d8ee60119266fbdf0c96ffe419930de9ff,e761191d54ffc9c5ffe13a7ac775b26ab5168441370b0d0056710a35d8e9e2b7,99fd95186da4c3afeca9b62d9758725d69ec6266aff68e464cb73e031f5c6be0,ad68071cfbe1085d9b4e337473dfd9bf1d4135b47b888dbd6758119f639007a9,7ca076144d9a7681987fb66598246a0ede028f8031307e40e19f83aa70630752,acc73b721f201d2957e36a331aca67008d592e60530f71a5b3951aa26db7458e,1d5a05a1307f02825a9e09083aa9a53d398ba893af331af50afa7d29f53df458,a48633e78962c25a81134a2ad81b812a47ccb65b9cb715d94d60a21ee04ed91d
"106431","2","","420","-340","0.01","4514","","","","4514041"
"0","93","","","","","4514","","","","4514042"
"800","32","","1","","","4514","","","","4514043"
"0.7","93","","","","","4514","","","","4514044"
"702","32","","1","","","4514","","","","4514045"
"0.5","93","","","","","4514","","","","4514046"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","4514","","","","4514047"
"701","32","","0","","","4514","","","","4514048"
"0.4","93","","","","","4514","","","","4514049"
"se_common","23","","se_sys_login_birthday_cracker","0","","4514","","","","4514050"
"700","32","","1","","","4514","","","","4514051"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","4514","","","","4514052"
"106011","3","0.2","wac_birthday_clap","0","wac_birthday_idle_doya","4514","0.2","","1","4514053"
"0.1","93","","","","","4514","","","","4514054"
"105911","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","4514","0.2","","1","4514055"
"0.1","93","","","","","4514","","","","4514056"
"106431","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","4514","0.2","","1","4514057"
"2","93","","","","","4514","","","","4514058"
"1","131","","","","","4514","","","","4514059"
"vo_wac_04514","21","","vo_wac_04514_000","0","0","4514","","","","4514060"
"105811","11","0","これって、誕生日ケーキですか！？\nありがとうございます♪\nとってもおいしそう……\nさっそくパクっといっちゃいますね♪","10","1","4514","0","0.5","1","4514061"
"0","91","","","","","4514","","","","4514062"
"105811","3","0.2","wac_birthday_idle_kyapi","1","","4514","","","","4514063"
"106011","3","0.2","wac_birthday_talk_normal","1","","4514","","","","4514064"
"vo_wac_04514","21","","vo_wac_04514_001","0","0","4514","","","","4514065"
"106011","11","0","ちょちょ、ストーーーップ！！\nまだろうそく外してないわよ！？\nほんと相変わらずね、あんたってば……\nふふっ、おめでと。","10","1","4514","0","0.5","1","4514066"
"0","91","","","","","4514","","","","4514067"
"106011","3","0.2","wac_birthday_idle_doya","1","","4514","","","","4514068"
"105811","3","0.2","wac_birthday_talk_kyapi","1","","4514","","","","4514069"
"vo_wac_04514","21","","vo_wac_04514_002","0","0","4514","","","","4514070"
"105811","11","0","えへへ、ありがとうございます♪\nいっぱい味わって食べますね！\nみんなに祝ってもらえて\n今日は最高の記念日です♪","10","1","4514","0","0.5","1","4514071"
"0","91","","","","","4514","","","","4514072"
"105811","3","0.2","wac_birthday_talk_wish","1","","4514","","","","4514073"
"vo_wac_04514","21","","vo_wac_04514_003","0","0","4514","","","","4514074"
"105811","11","0","今日も、明日も、この先の未来も\n素敵な食卓を囲んでいけますように♪\nもちろんあなたも一緒ですよ！\nこれからもよろしくお願いしますね！","10","1","4514","0","0.5","1","4514075"
"0","91","","","","","4514","","","","4514076"
"0","22","","","","","4514","","","","4514077"
"bgm_M321","25","","bgm_M321_2C","","","4814","","","","4814001"
"1","1","2","102011","250","-1000","4814","0","wac_birthday_idle_normal","-70","4814002"
"1","1","2","103611","256","230","4814","1","wac_birthday_idle_doya","-270","4814003"
"1","1","2","100411","257","410","4814","1","wac_birthday_idle_kyapi","-310","4814004"
"102011","13","","300","","","4814","","","","4814005"
"103611","13","","300","","","4814","","","","4814006"
"600","31","1","600","0","0","4814","","","1","4814007"
"602","31","0","602","0","0","4814","","","1","4814008"
"603","31","0","603","0","0","4814","","","1","4814009"
"604","31","1","604","30","60","4814","","","1","4814010"
"611","31","1","611","0","0","4814","","","1","4814011"
"700","31","0","700","0","0","4814","","","1","4814012"
"701","31","0","701","0","0","4814","","","1","4814013"
"702","31","0","702","0","0","4814","","","1","4814014"
"800","31","0","800","0","0","4814","","","1","4814015"
"901","31","1","901","30","60","4814","","","1","4814016"
"1","93","","","","","4814","","","","4814017"
"100411","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","4814","0.2","","1","4814018"
"0.1","93","","","","","4814","","","","4814019"
"103611","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","4814","0.2","","1","4814020"
"0.3","93","","","","","4814","","","","4814021"
"102011","3","0.2","wac_birthday_run_01","1","","4814","","","","4814022"
"102011","2","","0","-70","3","4814","","","","4814023"
"2.5","93","","","","","4814","","","","4814024"
"602","32","","1","","","4814","","","","4814025"
"0.6","93","","","","","4814","","","","4814026"
"600","32","","0","","","4814","","","","4814027"
"611","32","","0","","","4814","","","","4814028"
"604","32","","0","","","4814","","","","4814029"
"701","32","","1","","","4814","","","","4814030"
"901","33","","0","0","0.01","4814","","","","4814031"
"102011","3","0.2","wac_birthday_blowout_02","0","wac_birthday_wish_02","4814","0.2","","1","4814032"
"102011","2","","-200","-330","0.01","4814","","","","4814033"
"103611","3","0.2","wac_birthday_idle_doya","1","","4814","","","","4814034"
"103611","2","","180","-320","0.01","4814","","","","4814035"
"100411","3","0.2","wac_birthday_idle_kyapi","1","","4814","","","","4814036"
"100411","2","","320","-340","0.01","4814","","","","4814037"
"0","93","","","","","4814","","","","4814038"
"800","32","","1","","","4814","","","","4814039"
"0.7","93","","","","","4814","","","","4814040"
"702","32","","1","","","4814","","","","4814041"
"0.5","93","","","","","4814","","","","4814042"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","4814","","","","4814043"
"701","32","","0","","","4814","","","","4814044"
"0.4","93","","","","","4814","","","","4814045"
"se_common","23","","se_sys_login_birthday_cracker","0","","4814","","","","4814046"
"700","32","","1","","","4814","","","","4814047"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","4814","","","","4814048"
"103611","3","0.2","wac_birthday_clap","0","wac_birthday_idle_doya","4814","0.2","","1","4814049"
"0.1","93","","","","","4814","","","","4814050"
"100411","3","0.2","wac_birthday_clap","0","wac_birthday_idle_kyapi","4814","0.2","","1","4814051"
"2","93","","","","","4814","","","","4814052"
"1","131","","","","","4814","","","","4814053"
"vo_wac_04814","21","","vo_wac_04814_000","0","0","4814","","","","4814054"
"102011","11","0","わあ～、ケーキだ～！\nお店屋さんで売ってるのより\nおっきい……！　すごいすごい♪","10","1","4814","0","0.5","1","4814055"
"0","91","","","","","4814","","","","4814056"
"102011","3","0.2","wac_birthday_idle_smile","1","","4814","","","","4814057"
"103611","3","0.2","wac_birthday_talk_doya","1","","4814","","","","4814058"
"vo_wac_04814","21","","vo_wac_04814_001","0","0","4814","","","","4814059"
"103611","11","0","こっそり作っておいたの！\nミソギがイタズラしてきて\n大変だったけど……\nミミ、お誕生日おめでとう♪","10","1","4814","0","0.5","1","4814060"
"0","91","","","","","4814","","","","4814061"
"103611","3","0.2","wac_birthday_idle_doya","1","","4814","","","","4814062"
"102011","3","0.2","wac_birthday_talk_smile","1","","4814","","","","4814063"
"vo_wac_04814","21","","vo_wac_04814_002","0","0","4814","","","","4814064"
"102011","11","0","えへへ、ふたりともありがとう～\nおとうさんとおかあさん、みんなからも\nケーキがもらえるなんて夢みたい……","10","1","4814","0","0.5","1","4814065"
"0","91","","","","","4814","","","","4814066"
"102011","3","0.2","wac_birthday_talk_kyapi","1","","4814","","","","4814067"
"vo_wac_04814","21","","vo_wac_04814_003","0","0","4814","","","","4814068"
"102011","11","0","ミミ、とっても幸せだよ～♪\nおにいちゃんもありがとう！\nみんなのお誕生日がきたら、ミミも\nぜ～ったいおいわいするからね♪","10","1","4814","0","0.5","1","4814069"
"0","91","","","","","4814","","","","4814070"
"0","22","","","","","4814","","","","4814071"
"bgm_M321","25","","bgm_M321_2C","","","5014","","","","5014001"
"1","1","2","100211","250","-1000","5014","0","wac_birthday_idle_normal","-70","5014002"
"1","1","2","100311","256","230","5014","1","wac_birthday_idle_normal","-270","5014003"
"1","1","2","100111","257","410","5014","1","wac_birthday_idle_smile","-310","5014004"
"100211","13","","300","","","5014","","","","5014005"
"100311","13","","300","","","5014","","","","5014006"
"600","31","1","600","0","0","5014","","","1","5014007"
"602","31","0","602","0","0","5014","","","1","5014008"
"603","31","0","603","0","0","5014","","","1","5014009"
"604","31","1","604","30","60","5014","","","1","5014010"
"611","31","1","611","0","0","5014","","","1","5014011"
"700","31","0","700","0","0","5014","","","1","5014012"
"701","31","0","701","0","0","5014","","","1","5014013"
"702","31","0","702","0","0","5014","","","1","5014014"
"800","31","0","800","0","0","5014","","","1","5014015"
"902","31","1","902","30","60","5014","","","1","5014016"
"1","93","","","","","5014","","","","5014017"
"100111","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","5014","0.2","","1","5014018"
"0.1","93","","","","","5014","","","","5014019"
"100311","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","5014","0.2","","1","5014020"
"0.3","93","","","","","5014","","","","5014021"
"100211","3","0.2","wac_birthday_run_01","1","","5014","","","","5014022"
"100211","2","","0","-70","3","5014","","","","5014023"
"2.5","93","","","","","5014","","","","5014024"
"602","32","","1","","","5014","","","","5014025"
"0.6","93","","","","","5014","","","","5014026"
"600","32","","0","","","5014","","","","5014027"
"611","32","","0","","","5014","","","","5014028"
"604","32","","0","","","5014","","","","5014029"
"701","32","","1","","","5014","","","","5014030"
"902","33","","0","0","0.01","5014","","","","5014031"
"100211","3","0.2","wac_birthday_blowout_01","0","wac_birthday_wish_04","5014","0.2","","1","5014032"
"100211","2","","-200","-330","0.01","5014","","","","5014033"
"100311","3","0.2","wac_birthday_idle_normal","1","","5014","","","","5014034"
"100311","2","","180","-320","0.01","5014","","","","5014035"
"100111","3","0.2","wac_birthday_idle_smile","1","","5014","","","","5014036"
"100111","2","","320","-340","0.01","5014","","","","5014037"
"0","93","","","","","5014","","","","5014038"
"800","32","","1","","","5014","","","","5014039"
"0.7","93","","","","","5014","","","","5014040"
"702","32","","1","","","5014","","","","5014041"
"0.5","93","","","","","5014","","","","5014042"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","5014","","","","5014043"
"701","32","","0","","","5014","","","","5014044"
"0.4","93","","","","","5014","","","","5014045"
"se_common","23","","se_sys_login_birthday_cracker","0","","5014","","","","5014046"
"700","32","","1","","","5014","","","","5014047"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","5014","","","","5014048"
"100311","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","5014","0.2","","1","5014049"
"0.1","93","","","","","5014","","","","5014050"
"100111","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","5014","0.2","","1","5014051"
"2","93","","","","","5014","","","","5014052"
"1","131","","","","","5014","","","","5014053"
"vo_wac_05014","21","","vo_wac_05014_000","0","0","5014","","","","5014054"
"100211","11","0","この誕生日ケーキ、わたしにっ！？\nあっ、ありがとう……！\n……もしかしてこれ、\nふたりで手作りしてくれたの？","10","1","5014","0","0.5","1","5014055"
"0","91","","","","","5014","","","","5014056"
"100211","3","0.2","wac_birthday_idle_wish","1","","5014","","","","5014057"
"100311","3","0.2","wac_birthday_talk_normal","1","","5014","","","","5014058"
"vo_wac_05014","21","","vo_wac_05014_001","0","0","5014","","","","5014059"
"100311","11","0","うん。私とヒヨリで作ったんだ。\nユイにはいつだって助けられてるから\nせめてものお返しだよ。\n……誕生日おめでとう。ユイ。","10","1","5014","0","0.5","1","5014060"
"0","91","","","","","5014","","","","5014061"
"100311","3","0.2","wac_birthday_idle_normal","1","","5014","","","","5014062"
"100211","3","0.2","wac_birthday_talk_sad","1","","5014","","","","5014063"
"vo_wac_05014","21","","vo_wac_05014_002","0","0","5014","","","","5014064"
"100211","11","0","そ、そんな……わたしだって、いつも\n助けられてばっかりで……ご、ごめん！\nせっかくお祝いしてもらってるのに\nうれしくて泣いちゃいそう……！","10","1","5014","0","0.5","1","5014065"
"0","91","","","","","5014","","","","5014066"
"100211","3","0.2","wac_birthday_talk_smile","1","","5014","","","","5014067"
"vo_wac_05014","21","","vo_wac_05014_003","0","0","5014","","","","5014068"
"100211","11","0","騎士クンも、本当にありがとうね。\nみんなに祝福してもらえて\nわたし、最高に幸せだよ……！\n大事に味わって食べるね！","10","1","5014","0","0.5","1","5014069"
"0","91","","","","","5014","","","","5014070"
"0","22","","","","","5014","","","","5014071"
"bgm_M321","25","","bgm_M321_2C","","","5214","","","","5214001"
"1","1","2","105511","250","-1000","5214","0","wac_birthday_idle_normal","-70","5214002"
"1","1","2","105311","256","170","5214","1","wac_birthday_idle_doya","-260","5214003"
"1","1","2","104511","259","270","5214","1","wac_birthday_idle_normal","-310","5214004"
"1","1","2","100811","257","410","5214","1","wac_birthday_idle_wish","-270","5214005"
"1","1","2","103011","258","510","5214","1","wac_birthday_idle_kyapi","-310","5214006"
"105511","13","","300","","","5214","","","","5214007"
"105311","13","","300","","","5214","","","","5214008"
"600","31","1","600","0","0","5214","","","1","5214009"
"602","31","0","602","0","0","5214","","","1","5214010"
"603","31","0","603","0","0","5214","","","1","5214011"
"604","31","1","604","30","60","5214","","","1","5214012"
"611","31","1","611","0","0","5214","","","1","5214013"
"700","31","0","700","0","0","5214","","","1","5214014"
"701","31","0","701","0","0","5214","","","1","5214015"
"702","31","0","702","0","0","5214","","","1","5214016"
"800","31","0","800","0","0","5214","","","1","5214017"
"903","31","1","903","30","60","5214","","","1","5214018"
"1","93","","","","","5214","","","","5214019"
"104511","3","0.2","wac_birthday_reaction_05","0","wac_birthday_reaction_03","5214","0.2","","1","5214020"
"105311","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","5214","0.2","","1","5214021"
"0.1","93","","","","","5214","","","","5214022"
"100811","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","5214","0.2","","1","5214023"
"103011","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","5214","0.2","","1","5214024"
"0.3","93","","","","","5214","","","","5214025"
"105511","3","0.2","wac_birthday_run_01","1","","5214","","","","5214026"
"105511","2","","0","-70","3","5214","","","","5214027"
"2.5","93","","","","","5214","","","","5214028"
"602","32","","1","","","5214","","","","5214029"
"0.6","93","","","","","5214","","","","5214030"
"600","32","","0","","","5214","","","","5214031"
"611","32","","0","","","5214","","","","5214032"
"604","32","","0","","","5214","","","","5214033"
"701","32","","1","","","5214","","","","5214034"
"903","33","","0","0","0.01","5214","","","","5214035"
"105511","3","0.2","wac_birthday_blowout_03","0","wac_birthday_wish_04","5214","0.2","","1","5214036"
"105511","2","","-200","-330","0.01","5214","","","","5214037"
"105311","3","0.2","wac_birthday_idle_doya","1","","5214","","","","5214038"
"105311","2","","150","-320","0.01","5214","","","","5214039"
"104511","3","0.2","wac_birthday_idle_normal","1","","5214","","","","5214040"
"104511","2","","260","-360","0.01","5214","","","","5214041"
"100811","3","0.2","wac_birthday_idle_wish","1","","5214","","","","5214042"
"100811","2","","400","-320","0.01","5214","","","","5214043"
"103011","3","0.2","wac_birthday_idle_kyapi","1","","5214","","","","5214044"
"103011","2","","500","-340","0.01","5214","","","","5214045"
"0","93","","","","","5214","","","","5214046"
"800","32","","1","","","5214","","","","5214047"
"0.7","93","","","","","5214","","","","5214048"
"702","32","","1","","","5214","","","","5214049"
"0.5","93","","","","","5214","","","","5214050"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","5214","","","","5214051"
"701","32","","0","","","5214","","","","5214052"
"0.4","93","","","","","5214","","","","5214053"
"se_common","23","","se_sys_login_birthday_cracker","0","","5214","","","","5214054"
"700","32","","1","","","5214","","","","5214055"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","5214","","","","5214056"
"105311","3","0.2","wac_birthday_clap","0","wac_birthday_idle_doya","5214","0.2","","1","5214057"
"100811","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","5214","0.2","","1","5214058"
"0.1","93","","","","","5214","","","","5214059"
"104511","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","5214","0.2","","1","5214060"
"0.1","93","","","","","5214","","","","5214061"
"103011","3","0.2","wac_birthday_clap","0","wac_birthday_idle_kyapi","5214","0.2","","1","5214062"
"2","93","","","","","5214","","","","5214063"
"1","131","","","","","5214","","","","5214064"
"vo_wac_05214","21","","vo_wac_05214_000","0","0","5214","","","","5214065"
"105511","11","0","わぁ、お誕生日ケーキですか？\nおめでとうございます～\nいったい誰の……えっ、わ、私！？\n誕生日、覚えててくれたんですか……？","10","1","5214","0","0.5","1","5214066"
"0","91","","","","","5214","","","","5214067"
"105511","3","0.2","wac_birthday_idle_wish","1","","5214","","","","5214068"
"105311","3","0.2","wac_birthday_talk_smile","1","","5214","","","","5214069"
"vo_wac_05214","21","","vo_wac_05214_001","0","0","5214","","","","5214070"
"105311","11","0","忘れるはずがないだろう！\nアユミは我がギルドの数少ない良心……\nいや、重要な存在なのだからな！\n盛大に祝福させてくれ！　おめでとう！","10","1","5214","0","0.5","1","5214071"
"0","91","","","","","5214","","","","5214072"
"105311","3","0.2","wac_birthday_idle_doya","1","","5214","","","","5214073"
"105511","3","0.2","wac_birthday_talk_wish","1","","5214","","","","5214074"
"vo_wac_05214","21","","vo_wac_05214_002","0","0","5214","","","","5214075"
"105511","11","0","え、えっと……\nこれ、夢じゃないですよね？\nほっぺをつねっても……いひゃい！\nやっぱり夢じゃないれす！","10","1","5214","0","0.5","1","5214076"
"0","91","","","","","5214","","","","5214077"
"105511","3","0.2","wac_birthday_talk_smile","1","","5214","","","","5214078"
"vo_wac_05214","21","","vo_wac_05214_003","0","0","5214","","","","5214079"
"105511","11","0","うぅっ……あっ、ありがとうございます！\n先輩にもお祝いしてもらえて\nとってもうれしいです！\nえへへ、大切にいただきますね……♪","10","1","5214","0","0.5","1","5214080"
"0","91","","","","","5214","","","","5214081"
"0","22","","","","","5214","","","","5214082"
"bgm_M321","25","","bgm_M321_2C","","","5514","","","","5514001"
"1","1","2","101611","250","-1000","5514","0","wac_birthday_idle_normal","-70","5514002"
"1","1","2","105011","256","230","5514","1","wac_birthday_idle_normal","-270","5514003"
"1","1","2","101811","257","410","5514","1","wac_birthday_idle_smile","-310","5514004"
"101611","13","","300","","","5514","","","","5514005"
"105011","13","","300","","","5514","","","","5514006"
"600","31","1","600","0","0","5514","","","1","5514007"
"602","31","0","602","0","0","5514","","","1","5514008"
"603","31","0","603","0","0","5514","","","1","5514009"
"604","31","1","604","30","60","5514","","","1","5514010"
"611","31","1","611","0","0","5514","","","1","5514011"
"700","31","0","700","0","0","5514","","","1","5514012"
"701","31","0","701","0","0","5514","","","1","5514013"
"702","31","0","702","0","0","5514","","","1","5514014"
"800","31","0","800","0","0","5514","","","1","5514015"
"904","31","1","904","30","60","5514","","","1","5514016"
"1","93","","","","","5514","","","","5514017"
"101811","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","5514","0.2","","1","5514018"
"0.1","93","","","","","5514","","","","5514019"
"105011","3","0.2","wac_birthday_reaction_05","0","wac_birthday_reaction_03","5514","0.2","","1","5514020"
"0.3","93","","","","","5514","","","","5514021"
"101611","3","0.2","wac_birthday_run_01","1","","5514","","","","5514022"
"101611","2","","0","-70","3","5514","","","","5514023"
"2.5","93","","","","","5514","","","","5514024"
"602","32","","1","","","5514","","","","5514025"
"0.6","93","","","","","5514","","","","5514026"
"600","32","","0","","","5514","","","","5514027"
"611","32","","0","","","5514","","","","5514028"
"604","32","","0","","","5514","","","","5514029"
"701","32","","1","","","5514","","","","5514030"
"904","33","","0","0","0.01","5514","","","","5514031"
"101611","3","0.2","wac_birthday_blowout_02","0","wac_birthday_wish_03","5514","0.2","","1","5514032"
"101611","2","","-200","-330","0.01","5514","","","","5514033"
"105011","3","0.2","wac_birthday_idle_smile","1","","5514","","","","5514034"
"105011","2","","180","-320","0.01","5514","","","","5514035"
"101811","3","0.2","wac_birthday_idle_wish","1","","5514","","","","5514036"
"101811","2","","320","-340","0.01","5514","","","","5514037"
"0","93","","","","","5514","","","","5514038"
"800","32","","1","","","5514","","","","5514039"
"0.7","93","","","","","5514","","","","5514040"
"702","32","","1","","","5514","","","","5514041"
"0.5","93","","","","","5514","","","","5514042"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","5514","","","","5514043"
"701","32","","0","","","5514","","","","5514044"
"0.4","93","","","","","5514","","","","5514045"
"se_common","23","","se_sys_login_birthday_cracker","0","","5514","","","","5514046"
"700","32","","1","","","5514","","","","5514047"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","5514","","","","5514048"
"105011","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","5514","0.2","","1","5514049"
"0.1","93","","","","","5514","","","","5514050"
"101811","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","5514","0.2","","1","5514051"
"2","93","","","","","5514","","","","5514052"
"1","131","","","","","5514","","","","5514053"
"vo_wac_05514","21","","vo_wac_05514_000","0","0","5514","","","","5514054"
"101611","11","0","わわ、これってうちの誕生日ケーキ？\nこんなのあるなんて聞いてないし～！\nオニ感激なんだけど！？","10","1","5514","0","0.5","1","5514055"
"0","91","","","","","5514","","","","5514056"
"101611","3","0.2","wac_birthday_idle_kyapi","1","","5514","","","","5514057"
"105011","3","0.2","wac_birthday_talk_smile","1","","5514","","","","5514058"
"vo_wac_05514","21","","vo_wac_05514_001","0","0","5514","","","","5514059"
"105011","11","0","フフン、感謝しなさいよね～\nアタシとイオちゃんで徹夜して作っ……いや！\n大して苦労はしなかったけど！\nえっと……誕生日おめでと、スズナ。","10","1","5514","0","0.5","1","5514060"
"0","91","","","","","5514","","","","5514061"
"105011","3","0.2","wac_birthday_idle_smile","1","","5514","","","","5514062"
"101611","3","0.2","wac_birthday_talk_smile","1","","5514","","","","5514063"
"vo_wac_05514","21","","vo_wac_05514_002","0","0","5514","","","","5514064"
"101611","11","0","あはは、うん、ありがとっ！\nそれでミサキっちとちゃんイオ\n朝から甘～い匂いしてたんだね～","10","1","5514","0","0.5","1","5514065"
"0","91","","","","","5514","","","","5514066"
"101611","3","0.2","wac_birthday_talk_kyapi","1","","5514","","","","5514067"
"vo_wac_05514","21","","vo_wac_05514_003","0","0","5514","","","","5514068"
"101611","11","0","やっぱ持つべきものは\n友達だし……♪\nよーし、みんなでパーティーしよー！\nもちヒデサイも一緒だからね！","10","1","5514","0","0.5","1","5514069"
"0","91","","","","","5514","","","","5514070"
"0","22","","","","","5514","","","","5514071"
"bgm_M321","25","","bgm_M321_2C","","","6214","","","","6214001"
"1","1","2","106731","250","-1000","6214","0","wac_birthday_idle_normal","-70","6214002"
"1","1","2","106611","256","230","6214","1","wac_birthday_idle_doya","-270","6214003"
"1","1","2","106511","257","410","6214","1","wac_birthday_idle_normal","-310","6214004"
"106731","13","","300","","","6214","","","","6214005"
"106611","13","","300","","","6214","","","","6214006"
"600","31","1","600","0","0","6214","","","1","6214007"
"602","31","0","602","0","0","6214","","","1","6214008"
"603","31","0","603","0","0","6214","","","1","6214009"
"604","31","1","604","30","60","6214","","","1","6214010"
"611","31","1","611","0","0","6214","","","1","6214011"
"700","31","0","700","0","0","6214","","","1","6214012"
"701","31","0","701","0","0","6214","","","1","6214013"
"702","31","0","702","0","0","6214","","","1","6214014"
"800","31","0","800","0","0","6214","","","1","6214015"
"905","31","1","905","30","60","6214","","","1","6214016"
"1","93","","","","","6214","","","","6214017"
"106511","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","6214","0.2","","1","6214018"
"0.1","93","","","","","6214","","","","6214019"
"106611","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","6214","0.2","","1","6214020"
"0.3","93","","","","","6214","","","","6214021"
"106731","3","0.2","wac_birthday_run_01","1","","6214","","","","6214022"
"106731","2","","0","-70","3","6214","","","","6214023"
"2.5","93","","","","","6214","","","","6214024"
"602","32","","1","","","6214","","","","6214025"
"0.6","93","","","","","6214","","","","6214026"
"600","32","","0","","","6214","","","","6214027"
"611","32","","0","","","6214","","","","6214028"
"604","32","","0","","","6214","","","","6214029"
"701","32","","1","","","6214","","","","6214030"
"905","33","","0","0","0.01","6214","","","","6214031"
