754afb93d33801ce739e0acb0a69f5b987d76ac3b1ec60f0f7a224b0a7bf57e8,e223663dda3b53ae488d7664b6dc60b44852cdbb33d2d2bb96d2ce23509c94a1,141d88da25192cf4b4b5c3de2b75bb6df81f2642e30e723d93194eaa8608ff34,e48e457fad48f9e8ff61b6127d1397d223ff3e96e0a1a45788566c34c047045d,cc1e772d6932fc9776a826864d9e6121cda05b1f739e146e725597f96fcdbc2f
"21","11","110601","1","マホ（サマー）"
"22","11","111101","1","キョウカ（ハロウィン）"
"23","11","117701","1","カオリ（ハロウィン）"
"24","11","123601","1","トモ（ハロウィン）"
"25","11","124501","1","ホマレ（ニューイヤー）"
"1","12","103601","1","キョウカ"
"2","12","105601","1","ルカ"
"3","12","111701","1","イリヤ（クリスマス）"
"4","12","113301","1","ナナカ（サマー）"
"5","12","106401","1","シェフィ"
"6","12","115701","1","カスミ（サマー）"
"7","12","117101","1","シズル（サマー）"
"8","12","117301","1","チカ（サマー）"
"9","12","122001","1","シノブ（パイレーツ）"
"10","12","121901","1","アンナ（パイレーツ）"
"11","12","122601","1","ユイ（サマー）"
"12","12","122701","1","キョウカ（サマー）"
"13","12","126801","1","ユカリ（サマー）"
"14","12","127601","1","ルカ（サラサリア）"
"15","12","107501","1","ペコリーヌ（サマー）"
"16","12","107701","1","スズメ（サマー）"
"17","12","107801","1","キャル（サマー）"
"18","12","107901","1","タマキ（サマー）"
"19","12","108401","1","チカ（クリスマス）"
"20","12","108601","1","アヤネ（クリスマス）"
"21","12","110001","1","スズナ（サマー）"
"22","12","110301","1","サレン（サマー）"
"23","12","110401","1","マコト（サマー）"
"24","12","111501","1","クリスティーナ（クリスマス）"
"25","12","113101","1","ルカ（サマー）"
"26","12","113401","1","ハツネ（サマー）"
"27","12","117001","1","エリコ（サマー）"
"28","12","117201","1","ノゾミ（サマー）"
"29","12","119901","1","ミヤコ（クリスマス）"
"30","12","122501","1","レイ（サマー）"
"31","12","122901","1","ミミ（サマー）"
"32","12","123301","1","ネア"
"33","12","126601","1","ネネカ（サマー）"
"34","12","126901","1","ランファ（サマー）"
"1","13","105301","1","モニカ"
"2","13","106301","1","アリサ"
"3","13","103701","1","トモ"
"4","13","110701","1","アオイ（編入生）"
"5","13","110901","1","チエル"
"6","13","112701","1","リン（レンジャー）"
"7","13","112801","1","マヒル（レンジャー）"
"8","13","112901","1","リノ（ワンダー）"
"9","13","116301","1","チエル（聖学祭）"
"10","13","116201","1","クロエ（聖学祭）"
"11","13","116601","1","カヤ（タイムトラベル）"
"12","13","116401","1","ユニ（聖学祭）"
"13","13","122201","1","ユカリ（キャンプ）"
"14","13","123101","1","マホ（エクスプローラー）"
"15","13","123201","1","アヤネ（エクスプローラー）"
"16","13","125101","1","タマキ（カフェ）"
"17","13","125201","1","モニカ（カフェ）"
"18","13","125401","1","シオリ（レンジャー）"
"19","13","126301","1","ユキ（儀装束）"
"20","13","115001","1","ネネカ（ニューイヤー）"
"21","13","115501","1","コッコロ（儀装束）"
"22","13","123801","1","クリスティーナ（ワイルド）"
"23","13","124001","1","アカリ（クリスマス）"
"24","13","125301","1","コッコロ（レンジャー）"
"25","13","126201","1","イリヤ（儀装束）"
"1","14","100901","1","アンナ"
"2","14","101801","1","イオ"
"3","14","104301","1","マコト"
"4","14","104401","1","イリヤ"
"5","14","110801","1","クロエ"
"6","14","111401","1","ルナ"
"7","14","114001","1","レイ（ハロウィン）"
"8","14","117501","1","ミツキ（オーエド）"
"9","14","117901","1","スズナ（ハロウィン）"
"10","14","119001","1","イオ（ノワール）"
"11","14","119101","1","クウカ（ノワール）"
"12","14","121401","1","ミサキ（ステージ）"
"13","14","121601","1","イノリ（怪盗）"
"14","14","122301","1","ヴァンピィ"
"15","14","125801","1","リリ（フォールン）"
"16","14","126001","1","クリア（フォールン）"
"17","14","126101","1","プレシア（フォールン）"
"18","14","108301","1","ミサキ（ハロウィン）"
"19","14","112001","1","キャル（ニューイヤー）"
"20","14","113901","1","ツムギ（ハロウィン）"
"21","14","120901","1","イリヤ（ニューイヤー）"
"22","14","121501","1","アユミ（怪盗）"
"23","14","120001","1","シズル（ノワール）"
"24","14","125501","1","ジータ（ウォーロック）"
"25","14","125601","1","ビカラ"
"26","14","127101","1","シノブ（サマー）"
"1","15","101201","1","ハツネ"
"2","15","102901","1","ノゾミ"
"3","15","104901","1","シズル"
"4","15","105701","1","ジータ"
"5","15","101401","1","カスミ"
"6","15","109201","1","アン"
"7","15","112201","1","カスミ（マジカル）"
"8","15","111001","1","ユニ"
"9","15","113701","1","アカリ（エンジェル）"
"10","15","113801","1","ヨリ（エンジェル）"
"11","15","114201","1","モニカ（マジカル）"
"12","15","114301","1","トモ（マジカル）"
"13","15","114501","1","サレン（クリスマス）"
"14","15","115901","1","マコト（シンデレラ）"
"15","15","116001","1","マホ（シンデレラ）"
"16","15","117601","1","ユキ（オーエド）"
"17","15","119301","1","リノ（クリスマス）"
"18","15","121301","1","クルミ（ステージ）"
"19","15","124201","1","ジュン（クリスマス）"
"20","15","127301","1","スズナ（編入生）"
"21","15","128001","1","クレジッタ（クリスマス）"
"22","15","108701","1","ヒヨリ（ニューイヤー）"
"23","15","108801","1","ユイ（ニューイヤー）"
"24","15","111901","1","コッコロ（ニューイヤー）"
"25","15","114401","1","アキノ（クリスマス）"
"26","15","111801","1","ペコリーヌ（ニューイヤー）"
"27","15","118001","1","クレジッタ"
"28","15","120701","1","シェフィ（ニューイヤー）"
"29","15","121001","1","ペコリーヌ（オーバーロード）"
"30","15","121101","1","キャル（オーバーロード）"
"31","15","124601","1","ミサト（ニューイヤー）"
"32","15","124801","1","ノゾミ（リベレイター）"
"33","15","125001","1","ムイミ（リベレイター）"
"1","16","108801","1","ユイ（ニューイヤー）"
"2","16","108701","1","ヒヨリ（ニューイヤー）"
"3","16","112001","1","キャル（ニューイヤー）"
"4","16","111901","1","コッコロ（ニューイヤー）"
"1","17","110301","1","サレン（サマー）"
"2","17","110001","1","スズナ（サマー）"
"3","17","107501","1","ペコリーヌ（サマー）"
"4","17","107801","1","キャル（サマー）"
"5","17","107701","1","スズメ（サマー）"
"6","17","107901","1","タマキ（サマー）"
"1","18","110601","1","マホ（サマー）"
"2","18","110401","1","マコト（サマー）"
"3","18","113101","1","ルカ（サマー）"
"4","18","113401","1","ハツネ（サマー）"
"1","19","100901","1","アンナ"
"2","19","101801","1","イオ"
"3","19","104301","1","マコト"
"4","19","104401","1","イリヤ"
"5","19","110801","1","クロエ"
"6","19","111401","1","ルナ"
"7","19","114001","1","レイ（ハロウィン）"
"8","19","117501","1","ミツキ（オーエド）"
"9","19","117901","1","スズナ（ハロウィン）"
"10","19","119001","1","イオ（ノワール）"
"11","19","119101","1","クウカ（ノワール）"
"12","19","121401","1","ミサキ（ステージ）"
"13","19","121601","1","イノリ（怪盗）"
"14","19","122301","1","ヴァンピィ"
"15","19","125801","1","リリ（フォールン）"
"16","19","126001","1","クリア（フォールン）"
"17","19","126101","1","プレシア（フォールン）"
"18","19","129901","1","エリコ（コマンダー）"
"19","19","108301","1","ミサキ（ハロウィン）"
"20","19","112001","1","キャル（ニューイヤー）"
"21","19","113901","1","ツムギ（ハロウィン）"
"22","19","120901","1","イリヤ（ニューイヤー）"
"23","19","121501","1","アユミ（怪盗）"
"24","19","120001","1","シズル（ノワール）"
"25","19","125501","1","ジータ（ウォーロック）"
"26","19","125601","1","ビカラ"
"27","19","127101","1","シノブ（サマー）"
"1","20","101201","1","ハツネ"
"2","20","102901","1","ノゾミ"
"3","20","104901","1","シズル"
"4","20","105701","1","ジータ"
"5","20","101401","1","カスミ"
"6","20","109201","1","アン"
"7","20","112201","1","カスミ（マジカル）"
"8","20","111001","1","ユニ"
"9","20","113701","1","アカリ（エンジェル）"
"10","20","113801","1","ヨリ（エンジェル）"
"11","20","114201","1","モニカ（マジカル）"
"12","20","114301","1","トモ（マジカル）"
"13","20","114501","1","サレン（クリスマス）"
"14","20","115901","1","マコト（シンデレラ）"
"15","20","116001","1","マホ（シンデレラ）"
"16","20","117601","1","ユキ（オーエド）"
"17","20","119301","1","リノ（クリスマス）"
"18","20","121301","1","クルミ（ステージ）"
"19","20","124201","1","ジュン（クリスマス）"
"20","20","127301","1","スズナ（編入生）"
"21","20","128001","1","クレジッタ（クリスマス）"
"22","20","108701","1","ヒヨリ（ニューイヤー）"
"23","20","108801","1","ユイ（ニューイヤー）"
"24","20","111901","1","コッコロ（ニューイヤー）"
"25","20","114401","1","アキノ（クリスマス）"
"26","20","111801","1","ペコリーヌ（ニューイヤー）"
"27","20","118001","1","クレジッタ"
"28","20","120701","1","シェフィ（ニューイヤー）"
"29","20","121001","1","ペコリーヌ（オーバーロード）"
"30","20","121101","1","キャル（オーバーロード）"
"31","20","124601","1","ミサト（ニューイヤー）"
"32","20","124801","1","ノゾミ（リベレイター）"
"33","20","125001","1","ムイミ（リベレイター）"
"34","20","128401","1","ハツネ（ニューイヤー）"
"35","20","128901","1","ユイ（アストラル）"
"1","21","101001","1","マホ"
"2","21","101101","1","リノ"
"3","21","102801","1","サレン"
"4","21","103001","1","ニノン"
"5","21","103201","1","アキノ"
"6","21","104701","1","ジュン"
"7","21","109401","1","グレア"
"8","21","109501","1","クウカ（オーエド）"
"9","21","109601","1","ニノン（オーエド）"
"10","21","111301","1","ミミ（ハロウィン）"
"11","21","106501","1","カヤ"
"12","21","106601","1","イノリ"
"13","21","113601","1","ジュン（サマー）"
"14","21","116501","1","イノリ（タイムトラベル）"
"15","21","116701","1","アオイ（作業服）"
"16","21","116901","1","ミフユ（作業服）"
"17","21","123701","1","ナナカ（ハロウィン）"
"18","21","123901","1","マツリ（ワイルド）"
"19","21","108101","1","シノブ（ハロウィン）"
"20","21","109101","1","シズル（バレンタイン）"
"21","21","110601","1","マホ（サマー）"
"22","21","111101","1","キョウカ（ハロウィン）"
"23","21","117701","1","カオリ（ハロウィン）"
"24","21","123601","1","トモ（ハロウィン）"
"25","21","124501","1","ホマレ（ニューイヤー）"
"26","21","127201","1","キャル（編入生）"
"27","21","127501","1","サレン（サラサリア）"
"28","21","128501","1","カスミ（ニューイヤー）"
"29","21","128701","1","ヒヨリ（アストラル）"
"1","22","103601","1","キョウカ"
"2","22","105601","1","ルカ"
"3","22","111701","1","イリヤ（クリスマス）"
"4","22","113301","1","ナナカ（サマー）"
"5","22","106401","1","シェフィ"
"6","22","115701","1","カスミ（サマー）"
"7","22","117101","1","シズル（サマー）"
"8","22","117301","1","チカ（サマー）"
"9","22","122001","1","シノブ（パイレーツ）"
"10","22","121901","1","アンナ（パイレーツ）"
"11","22","122601","1","ユイ（サマー）"
"12","22","122701","1","キョウカ（サマー）"
"13","22","126801","1","ユカリ（サマー）"
"14","22","127601","1","ルカ（サラサリア）"
"15","22","129401","1","クロエ（ウィンター）"
"16","22","107501","1","ペコリーヌ（サマー）"
"17","22","107701","1","スズメ（サマー）"
"18","22","107801","1","キャル（サマー）"
"19","22","107901","1","タマキ（サマー）"
"20","22","108401","1","チカ（クリスマス）"
"21","22","108601","1","アヤネ（クリスマス）"
"22","22","110001","1","スズナ（サマー）"
"23","22","110301","1","サレン（サマー）"
"24","22","110401","1","マコト（サマー）"
"25","22","111501","1","クリスティーナ（クリスマス）"
"26","22","113101","1","ルカ（サマー）"
"27","22","113401","1","ハツネ（サマー）"
"28","22","117001","1","エリコ（サマー）"
"29","22","117201","1","ノゾミ（サマー）"
"30","22","119901","1","ミヤコ（クリスマス）"
"31","22","122501","1","レイ（サマー）"
"32","22","122901","1","ミミ（サマー）"
"33","22","123301","1","ネア"
"34","22","126601","1","ネネカ（サマー）"
"35","22","126901","1","ランファ（サマー）"
"36","22","127901","1","ペコリーヌ（クリスマス）"
"1","23","105301","1","モニカ"
"2","23","106301","1","アリサ"
"3","23","103701","1","トモ"
"4","23","110701","1","アオイ（編入生）"
"5","23","110901","1","チエル"
"6","23","112701","1","リン（レンジャー）"
"7","23","112801","1","マヒル（レンジャー）"
"8","23","112901","1","リノ（ワンダー）"
"9","23","116301","1","チエル（聖学祭）"
"10","23","116201","1","クロエ（聖学祭）"
"11","23","116601","1","カヤ（タイムトラベル）"
"12","23","116401","1","ユニ（聖学祭）"
"13","23","122201","1","ユカリ（キャンプ）"
"14","23","123101","1","マホ（エクスプローラー）"
"15","23","123201","1","アヤネ（エクスプローラー）"
"16","23","125101","1","タマキ（カフェ）"
"17","23","125201","1","モニカ（カフェ）"
"18","23","125401","1","シオリ（レンジャー）"
"19","23","126301","1","ユキ（儀装束）"
"20","23","130801","1","スズメ（スプリング）"
"21","23","115001","1","ネネカ（ニューイヤー）"
"22","23","115501","1","コッコロ（儀装束）"
"23","23","123801","1","クリスティーナ（ワイルド）"
"24","23","124001","1","アカリ（クリスマス）"
"25","23","125301","1","コッコロ（レンジャー）"
"26","23","126201","1","イリヤ（儀装束）"
"1","24","117201","1","ノゾミ（サマー）"
"2","24","117001","1","エリコ（サマー）"
"3","24","122501","1","レイ（サマー）"
"4","24","122901","1","ミミ（サマー）"
"1","25","111101","1","キョウカ（ハロウィン）"
"2","25","123601","1","トモ（ハロウィン）"
"3","25","108301","1","ミサキ（ハロウィン）"
"4","25","108101","1","シノブ（ハロウィン）"
"5","25","113901","1","ツムギ（ハロウィン）"
"6","25","117701","1","カオリ（ハロウィン）"
"1","26","130701","1","キョウカ（スプリング）"
"2","26","127501","1","サレン（サラサリア）"
"1","27","131001","1","マホ（ドリームパーク）"
"2","27","127901","1","ペコリーヌ（クリスマス）"
"1","28","108601","1","アヤネ（クリスマス）"
"2","28","108401","1","チカ（クリスマス）"
"3","28","111501","1","クリスティーナ（クリスマス）"
"4","28","114401","1","アキノ（クリスマス）"
"5","28","119901","1","ミヤコ（クリスマス）"
"6","28","124001","1","アカリ（クリスマス）"
"1","29","131201","1","ミソラ（サマー）"
"2","29","131601","1","リリ（サマー）"
"3","29","128401","1","ハツネ（ニューイヤー）"
"4","29","128501","1","カスミ（ニューイヤー）"
"1","30","108801","1","ユイ（ニューイヤー）"
"2","30","108701","1","ヒヨリ（ニューイヤー）"
"3","30","112001","1","キャル（ニューイヤー）"
"4","30","111901","1","コッコロ（ニューイヤー）"
"5","30","111801","1","ぺコリーヌ（ニューイヤー）"
"6","30","115001","1","ネネカ（ニューイヤー）"
"7","30","120701","1","シェフィ（ニューイヤー）"
"8","30","120901","1","イリヤ（ニューイヤー）"
"9","30","124601","1","ミサト（ニューイヤー）"
"10","30","124501","1","ホマレ（ニューイヤー）"
"1","31","131701","1","アメス（サマー）"
"2","31","128901","1","ユイ（アストラル）"
"3","31","128701","1","ヒヨリ（アストラル）"
"1","32","101001","1","マホ"
"2","32","101101","1","リノ"
"3","32","102801","1","サレン"
"4","32","103001","1","ニノン"
"5","32","103201","1","アキノ"
"6","32","104701","1","ジュン"
"7","32","109401","1","グレア"
"8","32","109501","1","クウカ（オーエド）"
"9","32","109601","1","ニノン（オーエド）"
"10","32","111301","1","ミミ（ハロウィン）"
"11","32","106501","1","カヤ"
"12","32","106601","1","イノリ"
"13","32","113601","1","ジュン（サマー）"
"14","32","116501","1","イノリ（タイムトラベル）"
"15","32","116701","1","アオイ（作業服）"
"16","32","116901","1","ミフユ（作業服）"
"17","32","123701","1","ナナカ（ハロウィン）"
"18","32","123901","1","マツリ（ワイルド）"
"19","32","131101","1","ネア（サマー）"
"20","32","127701","1","リンド"
"21","32","127801","1","ヴルム"
"22","32","108101","1","シノブ（ハロウィン）"
"23","32","109101","1","シズル（バレンタイン）"
"24","32","110601","1","マホ（サマー）"
"25","32","111101","1","キョウカ（ハロウィン）"
"26","32","117701","1","カオリ（ハロウィン）"
"27","32","123601","1","トモ（ハロウィン）"
"28","32","124501","1","ホマレ（ニューイヤー）"
"29","32","127201","1","キャル（編入生）"
"30","32","127501","1","サレン（サラサリア）"
"31","32","128501","1","カスミ（ニューイヤー）"
"32","32","128701","1","ヒヨリ（アストラル）"
"33","32","130201","1","フブキ"
"1","33","124801","1","ノゾミ（リベレイター）"
"2","33","125001","1","ムイミ（リベレイター）"
"3","33","121001","1","ペコリーヌ（オーバーロード）"
"4","33","121101","1","キャル（オーバーロード）"
"5","33","115501","1","コッコロ（儀装束）"
"6","33","109101","1","シズル（バレンタイン）"
"1","34","103601","1","キョウカ"
"2","34","105601","1","ルカ"
"3","34","111701","1","イリヤ（クリスマス）"
"4","34","113301","1","ナナカ（サマー）"
"5","34","106401","1","シェフィ"
"6","34","115701","1","カスミ（サマー）"
"7","34","117101","1","シズル（サマー）"
"8","34","117301","1","チカ（サマー）"
"9","34","122001","1","シノブ（パイレーツ）"
"10","34","121901","1","アンナ（パイレーツ）"
"11","34","122601","1","ユイ（サマー）"
"12","34","122701","1","キョウカ（サマー）"
"13","34","126801","1","ユカリ（サマー）"
"14","34","127601","1","ルカ（サラサリア）"
"15","34","129401","1","クロエ（ウィンター）"
"16","34","107501","1","ペコリーヌ（サマー）"
"17","34","107701","1","スズメ（サマー）"
"18","34","107801","1","キャル（サマー）"
"19","34","107901","1","タマキ（サマー）"
"20","34","108401","1","チカ（クリスマス）"
"21","34","108601","1","アヤネ（クリスマス）"
"22","34","110001","1","スズナ（サマー）"
"23","34","110301","1","サレン（サマー）"
"24","34","110401","1","マコト（サマー）"
"25","34","111501","1","クリスティーナ（クリスマス）"
"26","34","113101","1","ルカ（サマー）"
"27","34","113401","1","ハツネ（サマー）"
"28","34","117001","1","エリコ（サマー）"
"29","34","117201","1","ノゾミ（サマー）"
"30","34","119901","1","ミヤコ（クリスマス）"
"31","34","122501","1","レイ（サマー）"
"32","34","122901","1","ミミ（サマー）"
"33","34","123301","1","ネア"
"34","34","126601","1","ネネカ（サマー）"
"35","34","126901","1","ランファ（サマー）"
"36","34","127901","1","ペコリーヌ（クリスマス）"
"37","34","129301","1","ユニ（ウィンター）"
"38","34","131601","1","リリ（サマー）"
"39","34","131701","1","アメス（サマー）"
"40","34","132201","1","ノゾミ（アルケミスト）"
"1","35","101201","1","ハツネ"
"2","35","102901","1","ノゾミ"
"3","35","104901","1","シズル"
"4","35","105701","1","ジータ"
"5","35","101401","1","カスミ"
"6","35","109201","1","アン"
"7","35","112201","1","カスミ（マジカル）"
"8","35","111001","1","ユニ"
"9","35","113701","1","アカリ（エンジェル）"
"10","35","113801","1","ヨリ（エンジェル）"
"11","35","114201","1","モニカ（マジカル）"
"12","35","114301","1","トモ（マジカル）"
"13","35","114501","1","サレン（クリスマス）"
"14","35","115901","1","マコト（シンデレラ）"
"15","35","116001","1","マホ（シンデレラ）"
"16","35","117601","1","ユキ（オーエド）"
"17","35","119301","1","リノ（クリスマス）"
"18","35","121301","1","クルミ（ステージ）"
"19","35","124201","1","ジュン（クリスマス）"
"20","35","127301","1","スズナ（編入生）"
"21","35","128001","1","クレジッタ（クリスマス）"
"22","35","130901","1","クルル"
"23","35","108701","1","ヒヨリ（ニューイヤー）"
"24","35","108801","1","ユイ（ニューイヤー）"
"25","35","111901","1","コッコロ（ニューイヤー）"
"26","35","114401","1","アキノ（クリスマス）"
"27","35","111801","1","ペコリーヌ（ニューイヤー）"
"28","35","118001","1","クレジッタ"
"29","35","120701","1","シェフィ（ニューイヤー）"
"30","35","121001","1","ペコリーヌ（オーバーロード）"
"31","35","121101","1","キャル（オーバーロード）"
"32","35","124601","1","ミサト（ニューイヤー）"
"33","35","124801","1","ノゾミ（リベレイター）"
"34","35","125001","1","ムイミ（リベレイター）"
"35","35","128401","1","ハツネ（ニューイヤー）"
"36","35","128901","1","ユイ（アストラル）"
"37","35","131001","1","マホ（ドリームパーク）"
"1","36","100901","1","アンナ"
"2","36","101801","1","イオ"
"3","36","104301","1","マコト"
"4","36","104401","1","イリヤ"
"5","36","110801","1","クロエ"
"6","36","111401","1","ルナ"
"7","36","114001","1","レイ（ハロウィン）"
"8","36","117501","1","ミツキ（オーエド）"
"9","36","117901","1","スズナ（ハロウィン）"
"10","36","119001","1","イオ（ノワール）"
"11","36","119101","1","クウカ（ノワール）"
"12","36","121401","1","ミサキ（ステージ）"
"13","36","121601","1","イノリ（怪盗）"
"14","36","122301","1","ヴァンピィ"
"15","36","125801","1","リリ（フォールン）"
"16","36","126001","1","クリア（フォールン）"
"17","36","126101","1","プレシア（フォールン）"
"18","36","129901","1","エリコ（コマンダー）"
"19","36","131801","1","ホマレ（サマー）"
"20","36","108301","1","ミサキ（ハロウィン）"
"21","36","112001","1","キャル（ニューイヤー）"
"22","36","113901","1","ツムギ（ハロウィン）"
"23","36","120901","1","イリヤ（ニューイヤー）"
"24","36","121501","1","アユミ（怪盗）"
"25","36","120001","1","シズル（ノワール）"
"26","36","125501","1","ジータ（ウォーロック）"
"27","36","125601","1","ビカラ"
"28","36","127101","1","シノブ（サマー）"
"29","36","129801","1","マコト（コマンダー）"
"30","36","130001","1","ヤマト"
"1","37","105301","1","モニカ"
"2","37","106301","1","アリサ"
"3","37","103701","1","トモ"
"4","37","110701","1","アオイ（編入生）"
"5","37","110901","1","チエル"
"6","37","112701","1","リン（レンジャー）"
"7","37","112801","1","マヒル（レンジャー）"
"8","37","112901","1","リノ（ワンダー）"
"9","37","116301","1","チエル（聖学祭）"
"10","37","116201","1","クロエ（聖学祭）"
"11","37","116601","1","カヤ（タイムトラベル）"
"12","37","116401","1","ユニ（聖学祭）"
"13","37","122201","1","ユカリ（キャンプ）"
"14","37","123101","1","マホ（エクスプローラー）"
"15","37","123201","1","アヤネ（エクスプローラー）"
"16","37","125101","1","タマキ（カフェ）"
"17","37","125201","1","モニカ（カフェ）"
"18","37","125401","1","シオリ（レンジャー）"
"19","37","126301","1","ユキ（儀装束）"
"20","37","130801","1","スズメ（スプリング）"
"21","37","115001","1","ネネカ（ニューイヤー）"
"22","37","115501","1","コッコロ（儀装束）"
"23","37","123801","1","クリスティーナ（ワイルド）"
"24","37","124001","1","アカリ（クリスマス）"
"25","37","125301","1","コッコロ（レンジャー）"
"26","37","126201","1","イリヤ（儀装束）"
"27","37","130701","1","キョウカ（スプリング）"
"28","37","131201","1","ミソラ（サマー）"
"29","37","130101","1","ワカナ"
"1","38","129301","1","ユニ（ウィンター）"
"2","38","120001","1","シズル（ノワール）"
"1","39","129801","1","マコト（コマンダー）"
"2","39","125301","1","コッコロ（レンジャー）"
"3","39","121501","1","アユミ（怪盗）"
"1","40","130101","1","ワカナ"
"2","40","130001","1","ヤマト"
"3","40","130201","1","フブキ"
"4","40","132201","1","ノゾミ（アルケミスト）"
"5","40","130701","1","キョウカ（スプリング）"
"6","40","130801","1","スズメ（スプリング）"
"1","41","125601","1","ビカラ"
"2","41","125501","1","ジータ（ウォーロック）"
"3","41","111501","1","クリスティーナ（クリスマス）"
"1","42","132801","1","ライラエル（クリスマス）"
"2","42","130901","1","クルル"
"3","42","131001","1","マホ（ドリームパーク）"
"4","42","126201","1","イリヤ（儀装束）"
"1","43","129501","1","チエル（ウィンター）"
"2","43","110301","1","サレン（サマー）"
"3","43","107501","1","ペコリーヌ（サマー）"
"4","43","107801","1","キャル（サマー）"
"5","43","110001","1","スズナ（サマー）"
"6","43","107901","1","タマキ（サマー）"
"7","43","107701","1","スズメ（サマー）"
"1","44","133501","1","サレン（ニューイヤー）"
"2","44","131601","1","リリ（サマー）"
"3","44","131201","1","ミソラ（サマー）"
"4","44","131101","1","ネア（サマー）"
"1","45","133601","1","メドゥーサ"
"2","45","113301","1","ナナカ（サマー）"
"3","45","113101","1","ルカ（サマー）"
"4","45","110401","1","マコト（サマー）"
"1","46","131701","1","アメス（サマー）"
"2","46","131801","1","ホマレ（サマー）"
"3","46","110601","1","マホ（サマー）"
"4","46","126601","1","ネネカ（サマー）"
"1","47","133801","1","ネネカ(アルファ）"
"2","47","133901","1","クリスティーナ(アルファ）"
"3","47","133701","1","ラビリスタ(アルファ）"
"1","48","103001","1","ニノン"
"2","48","104401","1","イリヤ"
"3","48","104701","1","ジュン"
"4","48","105301","1","モニカ"
"5","48","105601","1","ルカ"
"6","48","105701","1","ジータ"
"7","48","106301","1","アリサ"
"8","48","106501","1","カヤ"
"9","48","106601","1","イノリ"
"10","48","107501","1","ペコリーヌ（サマー）"
"11","48","107701","1","スズメ（サマー）"
