b4aa905035b327ee736d1f8edf89faef13491eec2840e8deb992987537eef49e,fc475327134b605741616aa289fbe1ab138cd0fc02f1548f6544a98026b95e53,ae63b33a915eae53d487b13b01c832bb6ffaa5b2b8a27cfac360f2a3cca992f4,a9f66c8619d5df483e68574b7062ba3020ecd515730e26060a8d9cdf48e5b483,81ac90cd49976afed47cc29b0625cfca4610cdf89eb9d73f9547813bd6f76076,b6de204641f8be44d2af43efad2d6bfba978c5bc6f1f87538cf870f45f323dc7,af7c9dc93334bf1a30727df0e4a96a75db41a94c36387d2e8e56efc31d1d9bc8,d446435c9356c61bdc4ece806d4255953943f2ed504997e6beeaaa20d3ac1d8d,0ad3286952910de14b9489819e2fd7385207bbc0e2284423c6092331463a715e,a3f459f6eccc9ad79be5ae5f86407193115a8602c4524fc9cbeff853eb112f2a,10f28aac2cf884c1553f2287b1195ed63494c70588d7d89e1f0d8b193e185995,bbb1fec810c063829bfab9b5d0d379be272feb29fae71185aa7ddd094c9c9549,dd5718b5557c30e2d6f2e053d447f457a4c8aae77421a6a08e5ac53c6093a035,9a83001a0fcde4c7d5a795a559d4ed731250d725d1229574708e4a331348544f,bf2f27166e54b99bfd7416b48895f88eb03386cd37bd3a5a2ce3c98f11575a75,99f31f3e7ed7c6e5d1708fe69c262b2d5970310f27594cf0300984b172515ccd,3be68fbd7a5b057958fb05e472774391ccf7fb637c1e7c2169a11defd6d6bc3c,e6e72111dce420bbd097f131b9c16ce90dd9cccb4b3e692b526a488fdd95078a,a600c471378db333d645cb5936217ef140d618db6bedf636349518e125191c56,407160c9a46f94546459d042a88a1d276e6375408452e9108c88b59b771de09b,25b53862fa6cabadcb81c2e92eb5d5273bddd60df8fbfbf291b69988c0493954
"100250101","0","0","90","15","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"100251101","0","0","90","15","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"100251102","0","0","90","30","0","0","0","0","","0","0","1","自分の魔法防御力を{0}アップ","1","0","0","1","0","5","0"
"100300101","-1","0","1","60","0","0","0","3","物理ダメージ+{0}","4.8","0","0","敵単体に{0}の物理ダメージ","1","1","0","60","1","1","1"
"100300201","-1","0","1","20","0","0","0","3","物理ダメージ+{0}","1.6","0","0","敵単体に{0}の物理ダメージ","1","1","0","20","1","1","1"
"100300301","0","0","28","0","100300302","0","0","7","","0","100300303","0","","1","2","0","0","1","677","1"
"100300302","4320","0","18","0","0","0","0","3","","1.8","100300305","0","","1","1","0","0.5","1","1","1"
"100300303","4320","0","18","0","0","0","0","3","","1.8","100300306","0","","1","1","0","1","1","1","1"
"100300304","0","0","28","0","100300305","0","0","7","","0","100300306","0","","1","2","0","0","1","677","1"
"100300305","-1","0","1","20","0","0","0","3","物理ダメージ+{0}","1.6","0","0","敵単体に{0}の物理ダメージ","1","1","0","20","1","1","1"
"100300306","-1","0","1","40","0","0","0","3","","3.2","0","0","","1","1","0","40","1","1","1"
"100301101","-1","0","1","120","0","0","0","3","物理ダメージ+{0}","9.6","0","0","敵単体に{0}の物理ダメージ","1","1","0","120","1","1","1"
"100301102","0","0","35","77","0","0","0","7","","18","0","1","一定時間風の刃を纏う","1","2","0","1","1","0","1"
"100301201","0","0","28","2","100301202","0","0","7","","1","100301203","0","","1","2","0","1","1","677","1"
"100301202","-1","0","1","20","0","0","0","3","物理ダメージ+{0}","1.6","0","0","敵単体に{0}の物理ダメージ","1","1","0","20","1","1","1"
"100301203","-1","0","1","40","0","0","0","3","","3.2","0","0","","1","1","0","40","1","1","1"
"100301204","-1","0","10","0.6","0","0","0","3","物理防御力ダウン+{0}","0.6","1","12","敵単体の物理防御力を{0}ダウン","1","1","1","1","1","21","1"
"100301205","-1","0","10","1.2","0","0","0","3","","1.2","1","24","","1","1","1","1","1","21","1"
"100350101","0","0","90","15","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"100351101","0","0","90","15","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"100351102","0","0","90","1125","0","0","0","0","","0","0","1","自分の最大ＨＰを{0}アップさせる","1","0","0","1","0","1","0"
"100400101","2160","1","7","0","0","0","0","3","","0","0","0","","1","1","0","0","1","1","2"
"100400102","300","0","1","20.4","0","0","0","1","物理ダメージ+{0}","1.62","0","0","範囲内の敵に{0}の物理ダメージ","1","1","0","20.4","99","1","2"
"100400201","2160","1","1","8","0","0","0","3","物理ダメージ+{0}","0.6","0","0","敵単体に{0}の物理ダメージ","1","1","0","8","1","1","3"
"100400202","2160","1","12","0","0","0","0","3","暗闇の確定成功Ｌｖ+1","100","0","0","敵単体を暗闇状態にする","1","1","0","8","1","70","3"
"100400301","2160","0","1","10","0","0","0","14","物理ダメージ+{0}","0.8","0","0","敵単体に{0}の物理ダメージ","1","1","0","10","1","1","2"
"100400302","2160","0","10","3.75","0","0","0","1","物理攻撃力ダウン+{0}","3.75","1","99","敵単体の物理攻撃力を{0}ダウン","1","1","1","1","1","11","2"
"100400303","0","0","10","5.5","0","0","0","7","物理攻撃力アップ+{0}","5.5","1","99","自分の物理攻撃力を{0}アップ","1","2","1","1","1","10","1"
"100401101","2160","0","1","27","0","0","0","3","物理ダメージ+{0}","2.16","0","0","敵全体に{0}の物理ダメージ","1","1","0","27","99","1","3"
"100401102","2160","0","10","30","0","0","0","3","物理攻撃力ダウン+{0}","30","1","18","敵全体の物理攻撃力を{0}ダウン","1","1","0","1","99","11","3"
"100401103","2160","0","10","100","0","0","0","3","物理クリティカルダウン+{0}","1.25","0","18","敵全体の物理クリティカルを{0}ダウン","1","1","0","1","99","61","3"
"100401104","2160","0","10","25","0","0","0","3","","0","0","18","敵全体の物理攻撃クリティカル時のダメージを{0}％ダウン","1","1","0","2","99","111","3"
"100401201","2160","1","1","20","0","0","0","3","物理ダメージ+{0}","1.6","0","0","敵単体に{0}の物理ダメージ","1","1","0","20","1","1","3"
"100401202","2160","1","12","0","0","0","0","3","暗闇の確定成功Ｌｖ+1","100","0","0","敵単体を暗闇状態にする","1","1","0","10","1","80","3"
"100401203","2160","1","7","0","0","0","0","3","","0","0","0","","1","1","0","0","1","1","3"
"100401204","200","0","10","5","0","0","0","1","物理攻撃力ダウン+{0}","5","1","180","範囲内の敵の物理攻撃力を{0}ダウン","1","1","0","1","99","11","2"
"100450101","0","0","90","2","0","0","0","0","物理防御力アップ+{0}","2","0","1","自分の物理防御力を{0}アップ","1","0","0","1","0","3","0"
"100451101","0","0","90","2","0","0","0","0","物理防御力アップ+{0}","2","0","1","自分の物理防御力を{0}アップ","1","0","0","1","0","3","0"
"100451102","0","0","90","225","0","0","0","0","","0","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"100500101","2160","2","2","0","0","0","0","3","","0","0","0","","1","1","0","100","1","3","1"
"100500102","2160","2","7","0","0","0","0","3","","0","0","0","","1","1","0","100","1","1","1"
"100500103","300","0","1","30","0","0","0","3","物理ダメージ+{0}","2.4","0","0","範囲内の敵に{0}の物理ダメージ","1","1","0","30","99","1","2"
"100500201","300","0","1","3.4","0","0","0","3","物理ダメージ+{0}","0.27","0","0","範囲内の敵に{0}の物理ダメージ","1","1","0","3.4","99","1","2"
"100500202","300","0","8","0","0","0","0","3","スタンの確定成功Ｌｖ+1","2","0","0","範囲内の敵を一定時間行動不能にする","1","1","0","0","99","7","2"
"100500301","300","0","1","10","0","0","0","3","物理ダメージ+{0}","0.8","0","0","範囲内の敵に{0}の物理ダメージ","1","1","0","10","99","1","2"
"100501101","2160","2","2","0","0","0","0","3","","0","0","0","","1","1","0","100","1","3","1"
"100501102","2160","2","7","0","0","0","0","3","","0","0","0","","1","1","0","100","1","1","1"
"100501103","450","0","1","30","0","0","0","3","物理ダメージ+{0}","2.4","0","0","範囲内の敵に{0}の物理ダメージ","1","1","0","30","99","1","2"
"100501104","0","0","26","0.00005","0","0","0","7","","0","3","0","","1","2","0","1","1","100501103","1"
"100501105","0","0","26","1","0","0","0","7","","0","1","0","","1","2","0","1","1","100501106","1"
"100501106","0","0","6","45","0","0","0","7","無効ダメージ量+{0}","18","0","0","{0}ダメージ分の物理魔法無効バリアを展開する","1","2","0","45","1","5","1"
"100501201","300","0","1","3.4","0","0","0","3","物理ダメージ+{0}","0.54","0","0","範囲内の敵に{0}の物理ダメージ","1","1","0","3.4","99","1","2"
"100501202","300","0","8","0","0","0","0","3","スタンの確定成功Ｌｖ+1","2","0","0","範囲内の敵を一定時間行動不能にする","1","1","0","0","99","7","2"
"100501203","0","0","10","2.24","0","0","0","7","物理防御力アップ+{0}","2.24","1","12","自分の物理防御力を{0}アップ","1","2","0","1","1","20","1"
"100501204","0","0","10","2.24","0","0","0","7","魔法防御力アップ+{0}","2.24","1","12","自分の魔法防御力を{0}アップ","1","2","0","1","1","40","1"
"100550101","0","0","90","15","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"100551101","0","0","90","15","0","0","0","0","物理攻撃力アップ+{0}","15","0","1","自分の物理攻撃力を{0}アップ","1","0","0","1","0","2","0"
"100551102","0","0","90","30","0","0","0","0","","0","0","1","自分の物理防御力を{0}アップ","1","0","0","1","0","3","0"
"100600101","2160","0","32","4","0","0","0","3","","1","0","0","","1","2","0","4","99","0","3"
"100600102","2160","0","10","4.5","0","0","0","3","魔法攻撃力アップ+{0}","4.5","1","18","味方全体の魔法攻撃力を{0}アップ","1","2","0","1","99","30","3"
"100600201","-1","0","1","20","0","0","0","3","魔法ダメージ+{0}","1.6","0","0","敵単体に{0}の魔法ダメージ","1","1","0","20","1","2","1"
"100600301","-1","0","10","1","0","0","0","3","魔法防御力ダウン+{0}","1","1","12","敵単体の魔法防御力を{0}ダウン","1","1","1","1","1","41","1"
"100601101","2160","0","32","4","0","0","0","3","","1","0","0","","1","2","0","4","99","0","3"
"100601102","2160","0","10","24","0","0","0","3","魔法攻撃力アップ+{0}","24","1","18","味方全体の魔法攻撃力を{0}アップ","1","2","0","1","99","30","3"
"100601103","2160","0","10","100","0","0","0","3","","0","1","18","味方全体の魔法クリティカルを{0}アップ","1","2","0","1","99","70","3"
"100601104","2160","0","10","0.66","0","0","0","3","魔法防御力ダウン+{0}","0.66","1","18","敵全体の魔法防御力を{0}ダウン","1","1","0","1","99","41","3"
"100601201","-1","0","1","25","0","0","0","3","魔法ダメージ+{0}","2","0","0","敵単体に{0}の魔法ダメージ","1","1","0","25","1","2","1"
"100601202","-1","0","10","0.2","0","0","0","3","魔法防御力ダウン+{0}","0.2","1","12","敵単体の魔法防御力を{0}ダウン","1","1","1","1","1","41","1"
"100610101","-1","0","1","25","0","0","0","3","魔法ダメージ+{0}","2","0","0","敵単体に{0}の魔法ダメージ","1","1","0","25","1","2","1"
"100610201","550","0","1","15","0","0","0","3","魔法ダメージ+{0}","1.25","0","0","敵単体に{0}の魔法ダメージ","1","1","0","15","99","2","1"
"100620101","2160","0","32","0","0","0","0","3","","1","0","0","","1","2","0","1204","99","0","3"
"100620102","2160","0","10","-1195.5","0","0","0","3","魔法攻撃力アップ+{0}","8.5","1","18","味方全体の魔法攻撃力を{0}アップ","1","2","0","1","99","30","3"
"100621101","2160","0","32","0","0","0","0","3","","1","0","0","","1","2","0","1204","99","0","3"
"100621102","2160","0","10","-1172","0","0","0","3","魔法攻撃力アップ+{0}","28","1","18","味方全体の魔法攻撃力を{0}アップ","1","2","0","1","99","30","3"
"100621103","2160","0","10","100","0","0","0","3","","0","1","18","味方全体の魔法クリティカルを{0}アップ","1","2","0","1","99","70","3"
"100621104","2160","0","10","0.66","0","0","0","3","魔法防御力ダウン+{0}","0.66","1","18","敵全体の魔法防御力を{0}ダウン","1","1","0","1","99","41","3"
"100650101","0","0","90","15","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"100651101","0","0","90","240","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"100700101","-1","0","1","45","0","0","0","3","物理ダメージ+{0}","3.6","0","0","敵単体に{0}の物理ダメージ","1","1","0","45","1","1","1"
"100700102","0","0","4","12","0","0","0","7","ＨＰ回復量+{0}","12","0","1","自分のＨＰを{0}回復","1","2","0","1","1","1","3"
"100700201","0","0","21","0.01","0","0","0","7","無敵時間+0.01秒","0","0","0","一定時間無敵状態になる","1","2","0","3","1","1","1"
"100700202","0","0","18","0","0","0","0","7","","2.4","100700203","0","","1","0","0","0","1","1","0"
"100700203","0","0","21","0","0","0","0","7","","0","0","0","","1","2","0","0","1","1","1"
"100700301","0","0","4","7.5","0","0","0","7","ＨＰ回復量+{0}","7.5","0","1","自分のＨＰを{0}回復","1","2","0","1","1","1","1"
"100701101","-1","0","1","60","0","0","0","3","物理ダメージ+{0}","4.8","0","0","敵単体に{0}の物理ダメージ","1","1","0","60","1","1","1"
"100701102","0","0","4","12","0","0","0","7","ＨＰ回復量+{0}","12","0","1","自分のＨＰを{0}回復","1","2","0","1","1","1","3"
"100701103","0","0","10","0.1","0","0","0","7","回避アップ+{0}","0.1","1","180","自分の回避を{0}アップ","1","2","1","1","1","50","2"
"100701201","0","0","21","0.01","0","0","0","7","無敵時間+0.01秒","0","0","0","一定時間無敵状態になる","1","2","0","3","1","1","1"
"100701202","0","0","18","0","0","0","0","7","","2.4","100701203","0","","1","0","0","0","1","1","0"
"100701203","0","0","21","0","0","0","0","7","","0","0","0","","1","2","0","0","1","1","1"
"100701204","0","0","10","0.1","0","0","0","7","回避アップ+{0}","0.1","1","12","自分の回避を{0}アップ","1","2","1","1","1","50","2"
"100701205","0","0","10","1.2","0","0","0","7","物理防御力アップ+{0}","1.2","1","12","自分の物理防御力を{0}アップ","1","2","1","1","1","20","2"
"100720201","0","0","21","0","0","0","0","7","","0","0","0","一定時間無敵状態になる","1","2","0","6","1","1","1"
"100720202","0","0","18","0","0","0","0","7","","2.4","100720203","0","","1","0","0","0","1","1","0"
"100720203","0","0","21","0","0","0","0","7","","0","0","0","","1","2","0","0","1","1","1"
"100720204","0","0","10","-60","0","0","0","7","物理防御力アップ+{0}","0.2","1","12","自分の物理防御力を{0}アップ","1","2","1","1","1","20","2"
"100721101","-1","0","1","60","0","0","0","3","物理ダメージ+{0}","5.2","0","0","敵単体に{0}の物理ダメージ","1","1","0","60","1","1","1"
"100721102","0","0","4","12","0","0","0","7","ＨＰ回復量+{0}","12","0","1","自分のＨＰを{0}回復","1","2","0","1","1","1","3"
"100721103","0","0","10","30.1","0","0","0","7","","0","1","180","自分の回避を{0}アップ","1","2","1","1","1","50","2"
"100721201","0","0","21","0","0","0","0","7","","0","0","0","一定時間無敵状態になる","1","2","0","6","1","1","1"
"100721202","0","0","18","0","0","0","0","7","","2.4","100721203","0","","1","0","0","0","1","1","0"
"100721203","0","0","21","0","0","0","0","7","","0","0","0","","1","2","0","0","1","1","1"
"100721204","0","0","10","30.1","0","0","0","7","","0","1","12","自分の回避を{0}アップ","1","2","1","1","1","50","2"
"100721205","0","0","10","-58.8","0","0","0","7","物理防御力アップ+{0}","1.4","1","12","自分の物理防御力を{0}アップ","1","2","1","1","1","20","2"
"100750101","0","0","90","2","0","0","0","0","物理防御力アップ+{0}","2","0","1","自分の物理防御力を{0}アップ","1","0","0","1","0","3","0"
"100751101","0","0","90","32","0","0","0","0","物理防御力アップ+{0}","2","0","1","自分の物理防御力を{0}アップ","1","0","0","1","0","3","0"
"100800101","2160","0","1","4.5","0","0","0","3","魔法ダメージ+{0}","0.405","0","0","敵全体に{0}の魔法ダメージ","1","1","0","4.5","99","2","3"
"100800102","2160","0","10","0.345","0","0","0","3","物理防御力ダウン+{0}","0.345","1","18","敵全体の物理防御力を{0}ダウン","1","1","1","1","99","21","3"
"100800201","2160","1","1","15","0","0","0","3","魔法ダメージ+{0}","1.2","0","0","敵単体に{0}の魔法ダメージ","1","1","0","15","1","2","3"
"100800202","2160","0","12","0","0","0","0","1","暗闇の確定成功Ｌｖ+1","100","0","0","敵単体を暗闇状態にする","1","1","0","8","1","40","3"
"100800301","2160","0","16","2.5","0","0","0","12","ＴＰ回復量+{0}","0","0","0","味方単体のＴＰを{0}回復","1","2","0","75","1","1","3"
"100801101","2160","0","1","20.25","0","0","0","3","魔法ダメージ+{0}","1.62","1","0","敵全体に{0}の低い側の防御力で防御する魔法ダメージ","1","1","0","20.25","99","2","3"
"100801102","2160","0","10","0.7","0","0","0","3","物理防御力ダウン+{0}","0.7","1","18","敵全体の物理防御力を{0}ダウン","1","1","1","1","99","21","3"
"100801103","2160","0","11","0","0","0","0","3","誘惑の確定成功Ｌｖ+1","100","0","0","敵全体を誘惑する","1","1","0","4","99","0","3"
"100801201","2160","1","1","15","0","0","0","3","魔法ダメージ+{0}","1.2","0","0","敵単体に{0}の魔法ダメージ","1","1","0","15","1","2","3"
"100801202","2160","1","12","0","0","0","0","3","暗闇の確定成功Ｌｖ+1","100","0","0","敵単体を暗闇状態にする","1","1","0","8","1","40","3"
"100801203","2160","1","11","0","0","0","0","3","誘惑の確定成功Ｌｖ+1","100","0","0","敵単体を誘惑する","1","1","0","8","1","0","3"
"100820301","2160","0","16","0","0","0","0","12","","0","0","0","味方単体のＴＰを{0}回復","1","2","0","725","1","1","3"
"100820302","2160","0","10","-2080","0","0","0","1","物理攻撃力アップ+{0}","8","1","12","味方単体の物理攻撃力を{0}アップ","1","2","0","1","0","10","3"
"100850101","0","0","90","15","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"100851101","0","0","90","15","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"100851102","0","0","90","30","0","0","0","0","","0","0","1","自分の物理防御力を{0}アップ","1","0","0","1","0","3","0"
"100900101","2160","0","1","18","0","0","0","3","魔法ダメージ+{0}","1.44","0","0","敵全体に{0}の魔法ダメージ","1","1","0","18","99","2","3"
"100900102","0","0","10","100","0","0","0","7","","0","1","99","自分の物理防御力を0にする","1","2","2","2","1","21","1"
"100900103","0","0","10","100","0","0","0","7","","0","1","99","自分の魔法防御力を0にする","1","2","2","2","1","41","1"
"100900201","-1","0","1","20","0","0","0","3","魔法ダメージ+{0}","1.2","0","0","敵単体に{0}の魔法ダメージ","1","1","0","20","1","2","1"
"100900301","0","0","17","0","0","0","1","7","","10","0","0","","1","2","0","100","1","3","3"
"100900302","600","0","1","25","0","0","0","3","魔法ダメージ+{0}","2","0","0","範囲内の敵に{0}の魔法ダメージ","1","1","0","25","99","2","2"
"100900303","0","0","30","0","0","0","0","7","","0","0","0","","1","2","0","0","1","0","3"
"100900304","0","0","21","0","0","0","0","7","","0","0","0","","1","2","0","1.9","1","1","3"
"100901101","0","0","10","50","0","0","0","7","魔法攻撃力アップ+{0}","50","1","8","自分の魔法攻撃力を{0}アップ","1","2","1","1","1","30","1"
"100901102","2160","0","1","81.25","0","0","0","3","魔法ダメージ+{0}","6.5","0","0","敵全体に{0}の魔法ダメージ","1","1","0","81.25","99","2","3"
"100901103","0","0","10","100","0","0","0","7","","0","1","99","自分の物理防御力を初期値の100%ダウン","1","2","2","2","1","21","1"
"100901104","0","0","10","100","0","0","0","7","","0","1","99","自分の魔法防御力を初期値の100%ダウン","1","2","2","2","1","41","1"
"100901201","-1","0","1","20","0","0","0","3","魔法ダメージ+{0}","1.6","0","0","敵単体に{0}の魔法ダメージ","1","1","0","20","1","2","1"
"100901202","2160","0","10","0.6","0","0","0","3","魔法防御力ダウン+{0}","0.6","1","12","敵単体の魔法防御力を{0}ダウン","1","2","1","1","99","41","3"
"100950101","0","0","90","15","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","1","4","0"
"100951101","0","0","90","240","0","0","0","0","魔法攻撃力アップ+{0}","15","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"101000101","2160","0","10","15","0","0","0","3","魔法攻撃力アップ+{0}","15","1","18","味方全体の魔法攻撃力を{0}アップ","1","2","0","1","99","30","3"
"101000102","2160","0","10","0.6","0","0","0","3","物理防御力アップ+{0}","0.6","1","18","味方全体の物理防御力を{0}アップ","1","2","0","1","99","20","3"
"101000103","2160","0","16","0","0","0","0","3","","0","1","18","味方全体のＴＰを固定量で{0}回復","1","2","0","50","99","4","3"
"101000201","2160","0","4","7.5","0","0","0","5","ＨＰ回復量+{0}","7.5","0","1","味方単体のＨＰを{0}回復","1","2","0","1","1","2","2"
"101000301","2160","1","12","0","0","0","0","3","暗闇の確定成功Ｌｖ+1","100","0","0","敵単体を暗闇状態にする","1","1","0","8","1","40","1"
"101001101","2160","0","10","30","0","0","0","3","魔法攻撃力アップ+{0}","30","1","18","味方全体の魔法攻撃力を{0}アップ","1","2","0","1","99","30","3"
"101001102","2160","0","10","100","0","0","0","3","","0","1","18","味方全体の魔法クリティカルを{0}アップ","1","2","0","1","99","70","3"
"101001103","2160","0","10","5","0","0","0","3","","0","1","18","味方全体の魔法攻撃クリティカル時のダメージを5％アップ","1","2","0","1","99","120","3"
"101001104","2160","0","10","1.1","0","0","0","3","物理防御力アップ+{0}","1.1","1","18","味方全体の物理防御力を{0}アップ","1","2","0","1","99","20","3"
"101001105","2160","0","16","0","0","0","0","3","","0","1","0","味方全体のＴＰを固定量で{0}回復","1","2","0","120","99","4","3"
"101001106","2160","0","48","0","0","0","10","3","","0","2","0","毎秒ＴＰを10回復する","1","2","0","10","99","1","3"
"101001201","2160","0","4","8.5","0","0","0","5","ＨＰ回復量+{0}","8.5","0","1.2","味方単体のＨＰを{0}回復","1","2","0","1","1","2","3"
"101001202","2160","0","10","1","0","0","0","5","物理防御力アップ+{0}","1","1","12","味方単体の物理防御力を{0}アップ","1","2","1","1","1","20","3"
"101001203","2160","0","48","0.5","0","0","8.5","5","回復量+{0}","0.08","1","0","毎秒ＨＰを{0}回復する","1","2","0","0.5","1","2","2"
"101050101","0","0","90","2","0","0","0","0","物理防御力アップ+{0}","2","0","1","自分の物理防御力を{0}アップ","1","0","0","1","0","3","0"
"101051101","0","0","90","2","0","0","0","0","物理防御力アップ+{0}","2","0","1","自分の物理防御力を{0}アップ","1","0","0","1","0","3","0"
"101051102","0","0","90","225","0","0","0","0","","0","0","1","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","4","0"
"101100101","1150","0","1","20.4","0","0","0","3","物理ダメージ+{0}","1.62","0","0","範囲内の敵に{0}の物理ダメージ","1","1","0","20.4","99","1","1"
