0067c687f0ffcee896768be0310ac0c12f6b0f310c6e2486300cf202a97af804,668ecb502d46246df99994da14376b3c695452ee4a86d4dc4d157b5a9fc0c59b,f5ff943d7303c08e82036a13c4614c02d0be810feed445d26144213464f8502d,8cae30f3a84fcc4509fe27958ab71d65f05e6b87f7a07eac9b6953767c4a3aaf,0890b7a41c198e2bb37ec6c66f1af5a00f636c741e07298d9e93e9dfee2f64e6,b247ea3679f49248f726d4e37a6aab7abf1e52ea381a2e111ea31109d5b30ca6,4e9beed0a29463c48c86f34dc4d1e70d1bac26d0a29d10b66d34ddd74cfebda9,66344cecd678dd2b81db4d49449f9a871d68e52426dc972f5a177f5ab2e49f68,99f260c12c9e452e56cdcdc56c3fb813e647071c0813ddcd82fb33b84dc2ee3b,6c74451d7c3150fb9605ac78c6117a5c3bd4de0f17b7777a7cb64478f7d7d2fa,d0c48471c80e98aec7e961e5d8fb23f2c9ce973389bfcf10deba66d4dd760aad,9499da1bb8d5f13dcb44a404ccb48e9690421b77013021c3e22c77e97e1ecf99
"1005801","2.253","1","0","0","0","4","23","0","0","100580123","0"
"1005801","0","0","6","0","0","1","24","0","0.962","100580124","120"
"1005801","2.244","1","0","0","0","4","25","0","0","100580125","0"
"1005801","0","0","6","0","0","1","26","120","1.707","100580126","334"
"1005801","4.225","1","0","0","0","4","27","0","0","100580127","0"
"1005801","0","0","0","vo_ske_0105","vo_ske","2","28","0","0","100580128","0"
"1005801","0","0","7","0","0","1","29","0","1.256","100580129","168"
"1005801","3.119","1","0","0","0","4","30","0","0","100580130","0"
"1005801","0","0","0","vo_ske_0106","vo_ske","2","31","0","0","100580131","0"
"1005801","0","0","8","0","0","1","32","0","0.702","100580132","89"
"1005801","1.386","1","0","0","0","4","33","0","0","100580133","0"
"1005801","0","0","8","0","0","1","34","89","1.352","100580134","278"
"1005801","2.053","1","0","0","0","4","35","0","0","100580135","0"
"1005801","0","0","8","0","0","1","36","278","0.733","100580136","383"
"1005801","1.868","1","0","0","0","4","37","0","0","100580137","0"
"1005801","0","0","9","0","0","1","38","0","1.764","100580138","195"
"1005801","2.905","1","0","0","0","4","39","0","0","100580139","0"
"1005801","0","0","9","0","0","1","40","195","0.969","100580140","314"
"1005801","0.969","1","0","0","0","4","41","0","0","100580141","0"
"1005801","0","0","10","0","0","1","42","0","0.808","100580142","115"
"1005801","2.8","1","0","0","0","4","43","0","0","100580143","0"
"1005801","0","0","0","vo_ske_0107","vo_ske","2","44","0","0","100580144","0"
"1005801","0","0","11","0","0","1","45","0","0.25","100580145","52"
"1005801","0.25","1","0","0","0","4","46","0","0","100580146","0"
"1005801","0","0","11","0","0","1","47","52","1.817","100580147","280"
"1005801","3.312","1","0","0","0","4","48","0","0","100580148","0"
"1005801","0","0","11","0","0","1","49","280","0.666","100580149","372"
"1005801","1.17","1","0","0","0","4","50","0","0","100580150","0"
"1005801","0","0","12","0","0","1","51","0","1.616","100580151","217"
"1005801","4.15","1","0","0","0","4","52","0","0","100580152","0"
"1005801","0","0","0","vo_ske_0108","vo_ske","2","53","0","0","100580153","0"
"1005801","0","0","13","0","0","1","54","0","1.198","100580154","142"
"1005801","2.442","1","0","0","0","4","55","0","0","100580155","0"
"1005801","0","0","14","0","0","1","56","0","1.934","100580156","267"
"1005801","4.434","1","0","0","0","4","57","0","0","100580157","0"
"1005802","0.8","1","0","0","0","4","1","0","0","100580201","0"
"1005802","0","0","0","vo_ske_0201","vo_ske","2","2","0","0","100580202","0"
"1005802","0","0","1","0","0","1","3","0","1.122","100580203","130"
"1005802","1.689","1","0","0","0","4","4","0","0","100580204","0"
"1005802","0","0","1","0","0","1","5","130","1.13","100580205","327"
"1005802","2.883","1","0","0","0","4","6","0","0","100580206","0"
"1005802","0","0","0","vo_ske_0202","vo_ske","2","7","0","0","100580207","0"
"1005802","0","0","2","0","0","1","8","0","1.057","100580208","119"
"1005802","1.962","1","0","0","0","4","9","0","0","100580209","0"
"1005802","0","0","2","0","0","1","10","119","1.166","100580210","266"
"1005802","1.747","1","0","0","0","4","11","0","0","100580211","0"
"1005802","0","0","2","0","0","1","12","266","1.216","100580212","389"
"1005802","1.216","1","0","0","0","4","13","0","0","100580213","0"
"1005802","0","0","3","0","0","1","14","0","1.868","100580214","272"
"1005802","3.78","1","0","0","0","4","15","0","0","100580215","0"
"1005802","0","0","0","vo_ske_0203","vo_ske","2","16","0","0","100580216","0"
"1005802","0","0","4","0","0","1","17","0","0.655","100580217","90"
"1005802","1.632","1","0","0","0","4","18","0","0","100580218","0"
"1005802","0","0","4","0","0","1","19","90","1.586","100580219","270"
"1005802","2.357","1","0","0","0","4","20","0","0","100580220","0"
"1005802","0","0","4","0","0","1","21","270","0.386","100580221","336"
"1005802","0.386","1","0","0","0","4","22","0","0","100580222","0"
"1005802","0","0","5","0","0","1","23","0","0.872","100580223","110"
"1005802","3.189","1","0","0","0","4","24","0","0","100580224","0"
"1005802","0","0","0","vo_ske_0204","vo_ske","2","25","0","0","100580225","0"
"1005802","0","0","5","0","0","1","26","110","1.065","100580226","241"
"1005802","1.882","1","0","0","0","4","27","0","0","100580227","0"
"1005802","0","0","5","0","0","1","28","241","0.888","100580228","359"
"1005802","0.888","1","0","0","0","4","29","0","0","100580229","0"
"1005802","0","0","6","0","0","1","30","0","0.607","100580230","66"
"1005802","1.21","1","0","0","0","4","31","0","0","100580231","0"
"1005802","0","0","6","0","0","1","32","66","0.933","100580232","158"
"1005802","2.332","1","0","0","0","4","33","0","0","100580233","0"
"1005802","0","0","6","0","0","1","34","158","1.649","100580234","360"
"1005802","4.223","1","0","0","0","4","35","0","0","100580235","0"
"1005802","0","0","0","vo_ske_0205","vo_ske","2","36","0","0","100580236","0"
"1005802","0","0","7","0","0","1","37","0","0.349","100580237","102"
"1005802","1.46","1","0","0","0","4","38","0","0","100580238","0"
"1005802","0","0","7","0","0","1","39","102","1.532","100580239","285"
"1005802","2.11","1","0","0","0","4","40","0","0","100580240","0"
"1005802","0","0","7","0","0","1","41","285","0.341","100580241","336"
"1005802","0.341","1","0","0","0","4","42","0","0","100580242","0"
"1005802","0","0","8","0","0","1","43","0","1.202","100580243","176"
"1005802","3.101","1","0","0","0","4","44","0","0","100580244","0"
"1005802","0","0","0","vo_ske_0206","vo_ske","2","45","0","0","100580245","0"
"1005802","0","0","9","0","0","1","46","0","0.706","100580246","85"
"1005802","1.796","1","0","0","0","4","47","0","0","100580247","0"
"1005802","0","0","9","0","0","1","48","85","1.854","100580248","331"
"1005802","2.709","1","0","0","0","4","49","0","0","100580249","0"
"1005802","0","0","10","0","0","1","50","0","1.202","100580250","139"
"1005802","3.52","1","0","0","0","4","51","0","0","100580251","0"
"1005802","0","0","0","vo_ske_0207","vo_ske","2","52","0","0","100580252","0"
"1005802","0","0","10","0","0","1","53","139","0.754","100580253","228"
"1005802","1.291","1","0","0","0","4","54","0","0","100580254","0"
"1005802","0","0","10","0","0","1","55","228","0.505","100580255","293"
"1005802","2.624","1","0","0","0","4","56","0","0","100580256","0"
"1005802","0","0","0","vo_ske_0208","vo_ske","2","57","0","0","100580257","0"
"1005802","0","0","11","0","0","1","58","0","1.061","100580258","130"
"1005802","1.6","1","0","0","0","4","59","0","0","100580259","0"
"1005802","0","0","11","0","0","1","60","130","1.645","100580260","310"
"1005802","2.3","1","0","0","0","4","61","0","0","100580261","0"
"1005802","0","0","12","0","0","1","62","0","1.616","100580262","240"
"1005802","3.913","1","0","0","0","4","63","0","0","100580263","0"
"1005802","0","0","0","vo_ske_0209","vo_ske","2","64","0","0","100580264","0"
"1005802","0","0","13","0","0","1","65","0","1.258","100580265","128"
"1005802","3.579","1","0","0","0","4","66","0","0","100580266","0"
"1005802","0","0","0","vo_ske_0210","vo_ske","2","67","0","0","100580267","0"
"1005802","0","0","14","0","0","1","68","0","1.496","100580268","250"
"1005802","3.996","1","0","0","0","4","69","0","0","100580269","0"
"1005803","0.8","1","0","0","0","4","1","0","0","100580301","0"
"1005803","0","0","0","vo_ske_0301","vo_ske","2","2","0","0","100580302","0"
"1005803","0","0","1","0","0","1","3","0","1.797","100580303","200"
"1005803","2.514","1","0","0","0","4","4","0","0","100580304","0"
"1005803","0","0","1","0","0","1","5","200","0.612","100580305","304"
"1005803","0.612","1","0","0","0","4","6","0","0","100580306","0"
"1005803","0","0","2","0","0","1","7","0","0.464","100580307","56"
"1005803","0.889","1","0","0","0","4","8","0","0","100580308","0"
"1005803","0","0","2","0","0","1","9","56","1.164","100580309","179"
"1005803","2.59","1","0","0","0","4","10","0","0","100580310","0"
"1005803","0","0","0","vo_ske_0302","vo_ske","2","11","0","0","100580311","0"
"1005803","0","0","2","0","0","1","12","179","1.185","100580312","316"
"1005803","1.185","1","0","0","0","4","13","0","0","100580313","0"
"1005803","0","0","3","0","0","1","14","0","0.952","100580314","137"
"1005803","1.747","1","0","0","0","4","15","0","0","100580315","0"
"1005803","0","0","3","0","0","1","16","137","0.961","100580316","219"
"1005803","2.398","1","0","0","0","4","17","0","0","100580317","0"
"1005803","0","0","0","vo_ske_0303","vo_ske","2","18","0","0","100580318","0"
"1005803","0","0","4","0","0","1","19","0","1.401","100580319","188"
"1005803","1.935","1","0","0","0","4","20","0","0","100580320","0"
"1005803","0","0","4","0","0","1","21","188","1.288","100580321","356"
"1005803","2.418","1","0","0","0","4","22","0","0","100580322","0"
"1005803","0","0","0","vo_ske_0304","vo_ske","2","23","0","0","100580323","0"
"1005803","0","0","5","0","0","1","24","0","0.619","100580324","55"
"1005803","1.407","1","0","0","0","4","25","0","0","100580325","0"
"1005803","0","0","5","0","0","1","26","55","2.1","100580326","333"
"1005803","4.561","1","0","0","0","4","27","0","0","100580327","0"
"1005803","0","0","0","vo_ske_0305","vo_ske","2","28","0","0","100580328","0"
"1005803","0","0","6","0","0","1","29","0","2.309","100580329","280"
"1005803","3.378","1","0","0","0","4","30","0","0","100580330","0"
"1005803","0","0","7","0","0","1","31","0","0.664","100580331","79"
"1005803","1.555","1","0","0","0","4","32","0","0","100580332","0"
"1005803","0","0","7","0","0","1","33","79","1.706","100580333","328"
"1005803","4.399","1","0","0","0","4","34","0","0","100580334","0"
"1005803","0","0","0","vo_ske_0306","vo_ske","2","35","0","0","100580335","0"
"1005803","0","0","8","0","0","1","36","0","2.137","100580336","212"
"1005803","3.014","1","0","0","0","4","37","0","0","100580337","0"
"1005803","0","0","8","0","0","1","38","212","0.788","100580338","340"
"1005803","2.288","1","0","0","0","4","39","0","0","100580339","0"
"1005803","0","0","0","vo_ske_0307","vo_ske","2","40","0","0","100580340","0"
"1005803","0","0","9","0","0","1","41","0","2.054","100580341","267"
"1005803","2.931","1","0","0","0","4","42","0","0","100580342","0"
"1005803","0","0","9","0","0","1","43","267","0.801","100580343","358"
"1005803","1.48","1","0","0","0","4","44","0","0","100580344","0"
"1005803","0","0","10","0","0","1","45","0","2.75","100580345","347"
"1005803","5.052","1","0","0","0","4","46","0","0","100580346","0"
"1005803","0","0","0","vo_ske_0308","vo_ske","2","47","0","0","100580347","0"
"1005803","0","0","11","0","0","1","48","0","0.527","100580348","71"
"1005803","1.38","1","0","0","0","4","49","0","0","100580349","0"
"1005803","0","0","11","0","0","1","50","71","1.473","100580350","247"
"1005803","1.759","1","0","0","0","4","51","0","0","100580351","0"
"1005803","0","0","11","0","0","1","52","247","0.68","100580352","354"
"1005803","1.838","1","0","0","0","4","53","0","0","100580353","0"
"1005803","0","0","0","vo_ske_0309","vo_ske","2","54","0","0","100580354","0"
"1005803","0","0","12","0","0","1","55","0","0.477","100580355","63"
"1005803","1.108","1","0","0","0","4","56","0","0","100580356","0"
"1005803","0","0","12","0","0","1","57","63","2.144","100580357","323"
"1005803","3.802","1","0","0","0","4","58","0","0","100580358","0"
"1005803","0","0","0","vo_ske_0310","vo_ske","2","59","0","0","100580359","0"
"1005803","0","0","13","0","0","1","60","0","1.251","100580360","113"
"1005803","2.672","1","0","0","0","4","61","0","0","100580361","0"
"1005803","0","0","13","0","0","1","62","113","0.65","100580362","197"
"1005803","1.349","1","0","0","0","4","63","0","0","100580363","0"
"1005803","0","0","13","0","0","1","64","197","0.589","100580364","290"
"1005803","3.089","1","0","0","0","4","65","0","0","100580365","0"
"1005804","0.8","1","0","0","0","4","1","0","0","100580401","0"
"1005804","0","0","0","vo_ske_0401","vo_ske","2","2","0","0","100580402","0"
"1005804","0","0","1","0","0","1","3","0","1.769","100580403","186"
"1005804","3.723","1","0","0","0","4","4","0","0","100580404","0"
"1005804","0","0","0","vo_ske_0402","vo_ske","2","5","0","0","100580405","0"
"1005804","0","0","2","0","0","1","6","0","0.818","100580406","70"
"1005804","1.553","1","0","0","0","4","7","0","0","100580407","0"
"1005804","0","0","2","0","0","1","8","70","1.87","100580408","289"
"1005804","2.537","1","0","0","0","4","9","0","0","100580409","0"
"1005804","0","0","2","0","0","1","10","289","0.487","100580410","347"
"1005804","0.487","1","0","0","0","4","11","0","0","100580411","0"
"1005804","0","0","3","0","0","1","12","0","0.822","100580412","101"
"1005804","2.459","1","0","0","0","4","13","0","0","100580413","0"
"1005804","0","0","3","0","0","1","14","101","1.696","100580414","268"
"1005804","2.551","1","0","0","0","4","15","0","0","100580415","0"
"1005804","0","0","3","0","0","1","16","268","0.688","100580416","356"
"1005804","1.121","1","0","0","0","4","17","0","0","100580417","0"
"1005804","0","0","4","0","0","1","18","0","1.807","100580418","221"
"1005804","4.87","1","0","0","0","4","19","0","0","100580419","0"
"1005804","0","0","0","vo_ske_0403","vo_ske","2","20","0","0","100580420","0"
"1005804","0","0","5","0","0","1","21","0","0.78","100580421","101"
"1005804","2.288","1","0","0","0","4","22","0","0","100580422","0"
"1005804","0","0","5","0","0","1","23","101","1.497","100580423","324"
"1005804","3.177","1","0","0","0","4","24","0","0","100580424","0"
"1005804","0","0","0","vo_ske_0404","vo_ske","2","25","0","0","100580425","0"
"1005804","0","0","6","0","0","1","26","0","0.729","100580426","102"
"1005804","1.799","1","0","0","0","4","27","0","0","100580427","0"
"1005804","0","0","6","0","0","1","28","102","0.823","100580428","177"
"1005804","1.447","1","0","0","0","4","29","0","0","100580429","0"
"1005804","0","0","6","0","0","1","30","177","0.982","100580430","275"
"1005804","1.587","1","0","0","0","4","31","0","0","100580431","0"
"1005804","0","0","6","0","0","1","32","275","0.639","100580432","325"
"1005804","0.639","1","0","0","0","4","33","0","0","100580433","0"
"1005804","0","0","7","0","0","1","34","0","1.712","100580434","266"
"1005804","3.735","1","0","0","0","4","35","0","0","100580435","0"
"1005804","0","0","0","vo_ske_0405","vo_ske","2","36","0","0","100580436","0"
"1005804","0","0","8","0","0","1","37","0","0.793","100580437","58"
"1005804","2.073","1","0","0","0","4","38","0","0","100580438","0"
"1005804","0","0","8","0","0","1","39","58","0.405","100580439","80"
"1005804","1.081","1","0","0","0","4","40","0","0","100580440","0"
"1005804","0","0","8","0","0","1","41","80","0.962","100580441","228"
"1005804","3.994","1","0","0","0","4","42","0","0","100580442","0"
"1005804","0","0","0","vo_ske_0406","vo_ske","2","43","0","0","100580443","0"
"1005804","0","0","9","0","0","1","44","0","0.869","100580444","117"
"1005804","2.298","1","0","0","0","4","45","0","0","100580445","0"
"1005804","0","0","0","vo_ske_0407","vo_ske","2","46","0","0","100580446","0"
"1005804","0","0","9","0","0","1","47","117","1.07","100580447","242"
"1005804","2.401","1","0","0","0","4","48","0","0","100580448","0"
"1005804","0","0","0","vo_ske_0408","vo_ske","2","49","0","0","100580449","0"
"1005804","0","0","9","0","0","1","50","242","0.939","100580450","368"
"1005804","0.939","1","0","0","0","4","51","0","0","100580451","0"
"1005804","0","0","10","0","0","1","52","0","0.816","100580452","124"
"1005804","2.428","1","0","0","0","4","53","0","0","100580453","0"
"1005804","0","0","0","vo_ske_0409","vo_ske","2","54","0","0","100580454","0"
"1005804","0","0","10","0","0","1","55","124","0.626","100580455","172"
"1005804","1.776","1","0","0","0","4","56","0","0","100580456","0"
"1005804","0","0","10","0","0","1","57","172","1.439","100580457","360"
"1005804","1.439","1","0","0","0","4","58","0","0","100580458","0"
"1005804","0","0","11","0","0","1","59","0","0.447","100580459","71"
"1005804","2.012","1","0","0","0","4","60","0","0","100580460","0"
"1005804","0","0","0","vo_ske_0410","vo_ske","2","61","0","0","100580461","0"
"1005804","0","0","11","0","0","1","62","71","0.504","100580462","130"
"1005804","1.659","1","0","0","0","4","63","0","0","100580463","0"
"1005804","0","0","11","0","0","1","64","130","0.488","100580464","235"
"1005804","3.099","1","0","0","0","4","65","0","0","100580465","0"
"1005804","0","0","0","vo_ske_0411","vo_ske","2","66","0","0","100580466","0"
"1005804","0","0","12","0","0","1","67","0","0.743","100580467","89"
"1005804","1.683","1","0","0","0","4","68","0","0","100580468","0"
"1005804","0","0","12","0","0","1","69","89","2.16","100580469","319"
"1005804","3.689","1","0","0","0","4","70","0","0","100580470","0"
"1005804","0","0","13","0","0","1","71","0","1.846","100580471","220"
"1005804","4.239","1","0","0","0","4","72","0","0","100580472","0"
"1005804","0","0","0","vo_ske_0412","vo_ske","2","73","0","0","100580473","0"
"1005804","0","0","14","0","0","1","74","0","0.584","100580474","80"
"1005804","1.837","1","0","0","0","4","75","0","0","100580475","0"
"1005804","0","0","14","0","0","1","76","80","1.393","100580476","275"
"1005804","3.893","1","0","0","0","4","77","0","0","100580477","0"
"1005805","0.8","1","0","0","0","4","1","0","0","100580501","0"
"1005805","0","0","0","vo_ske_0501","vo_ske","2","2","0","0","100580502","0"
"1005805","0","0","1","0","0","1","3","0","1.013","100580503","123"
"1005805","1.598","1","0","0","0","4","4","0","0","100580504","0"
"1005805","0","0","1","0","0","1","5","123","1.062","100580505","271"
"1005805","2.428","1","0","0","0","4","6","0","0","100580506","0"
"1005805","0","0","0","vo_ske_0502","vo_ske","2","7","0","0","100580507","0"
"1005805","0","0","2","0","0","1","8","0","1.244","100580508","107"
"1005805","1.839","1","0","0","0","4","9","0","0","100580509","0"
"1005805","0","0","2","0","0","1","10","107","1.989","100580510","357"
"1005805","3.898","1","0","0","0","4","11","0","0","100580511","0"
"1005805","0","0","0","vo_ske_0503","vo_ske","2","12","0","0","100580512","0"
"1005805","0","0","3","0","0","1","13","0","1.43","100580513","188"
"1005805","1.915","1","0","0","0","4","14","0","0","100580514","0"
"1005805","0","0","3","0","0","1","15","188","0.906","100580515","309"
"1005805","2.75","1","0","0","0","4","16","0","0","100580516","0"
"1005805","0","0","0","vo_ske_0504","vo_ske","2","17","0","0","100580517","0"
"1005805","0","0","4","0","0","1","18","0","1.11","100580518","103"
"1005805","1.656","1","0","0","0","4","19","0","0","100580519","0"
"1005805","0","0","4","0","0","1","20","103","1.445","100580520","235"
"1005805","1.899","1","0","0","0","4","21","0","0","100580521","0"
"1005805","0","0","4","0","0","1","22","235","0.574","100580522","326"
"1005805","2.491","1","0","0","0","4","23","0","0","100580523","0"
"1005805","0","0","0","vo_ske_0505","vo_ske","2","24","0","0","100580524","0"
"1005805","0","0","5","0","0","1","25","0","1.192","100580525","167"
"1005805","1.943","1","0","0","0","4","26","0","0","100580526","0"
"1005805","0","0","5","0","0","1","27","167","0.864","100580527","279"
"1005805","1.47","1","0","0","0","4","28","0","0","100580528","0"
"1005805","0","0","5","0","0","1","29","279","0.713","100580529","340"
"1005805","3.073","1","0","0","0","4","30","0","0","100580530","0"
"1005805","0","0","0","vo_ske_0506","vo_ske","2","31","0","0","100580531","0"
"1005805","0","0","6","0","0","1","32","0","1.159","100580532","153"
"1005805","1.779","1","0","0","0","4","33","0","0","100580533","0"
"1005805","0","0","6","0","0","1","34","153","1.634","100580534","391"
"1005805","5.206","1","0","0","0","4","35","0","0","100580535","0"
"1005805","0","0","0","vo_ske_0507","vo_ske","2","36","0","0","100580536","0"
"1005805","0","0","7","0","0","1","37","0","1.363","100580537","183"
"1005805","2.334","1","0","0","0","4","38","0","0","100580538","0"
"1005805","0","0","7","0","0","1","39","183","1.128","100580539","343"
"1005805","3.267","1","0","0","0","4","40","0","0","100580540","0"
"1005805","0","0","0","vo_ske_0508","vo_ske","2","41","0","0","100580541","0"
"1005805","0","0","8","0","0","1","42","0","2.341","100580542","305"
"1005805","3.817","1","0","0","0","4","43","0","0","100580543","0"
"1005805","0","0","8","0","0","1","44","305","0.614","100580544","360"
"1005805","1.798","1","0","0","0","4","45","0","0","100580545","0"
"1005805","0","0","9","0","0","1","46","0","1.942","100580546","286"
"1005805","4.447","1","0","0","0","4","47","0","0","100580547","0"
"1005805","0","0","0","vo_ske_0509","vo_ske","2","48","0","0","100580548","0"
"1005805","0","0","10","0","0","1","49","0","0.441","100580549","108"
"1005805","1.691","1","0","0","0","4","50","0","0","100580550","0"
"1005805","0","0","10","0","0","1","51","108","2.177","100580551","382"
"1005805","4.215","1","0","0","0","4","52","0","0","100580552","0"
"1005805","0","0","0","vo_ske_0510","vo_ske","2","53","0","0","100580553","0"
"1005805","0","0","11","0","0","1","54","0","1.116","100580554","118"
"1005805","2.252","1","0","0","0","4","55","0","0","100580555","0"
"1005805","0","0","11","0","0","1","56","118","2.025","100580556","380"
"1005805","4.486","1","0","0","0","4","57","0","0","100580557","0"
"1005805","0","0","0","vo_ske_0511","vo_ske","2","58","0","0","100580558","0"
"1005805","0","0","12","0","0","1","59","0","0.473","100580559","64"
"1005805","1.015","1","0","0","0","4","60","0","0","100580560","0"
"1005805","0","0","12","0","0","1","61","64","0.759","100580561","164"
"1005805","2.172","1","0","0","0","4","62","0","0","100580562","0"
"1005805","0","0","13","0","0","1","63","0","2.606","100580563","362"
"1005805","5.313","1","0","0","0","4","64","0","0","100580564","0"
"1005805","0","0","0","vo_ske_0512","vo_ske","2","65","0","0","100580565","0"
"1005805","0","0","14","0","0","1","66","0","1.072","100580566","197"
"1005805","2.416","1","0","0","0","4","67","0","0","100580567","0"
"1005805","0","0","14","0","0","1","68","197","1.331","100580568","362"
"1005805","3.831","1","0","0","0","4","69","0","0","100580569","0"
"1005901","0.8","1","0","0","0","4","1","0","0","100590101","0"
"1005901","0","0","0","vo_ske_0601","vo_ske","2","2","0","0","100590102","0"
"1005901","0","0","1","0","0","1","3","0","1.86","100590103","198"
"1005901","2.5","1","0","0","0","4","4","0","0","100590104","0"
"1005901","0","0","1","0","0","1","5","198","1.2","100590105","365"
"1005901","3.1","1","0","0","0","4","6","0","0","100590106","0"
"1005901","0","0","0","vo_ske_0602","vo_ske","2","7","0","0","100590107","0"
"1005901","0","0","2","0","0","1","8","0","2.2","100590108","268"
"1005901","3.3","1","0","0","0","4","9","0","0","100590109","0"
"1005901","0","0","2","0","0","1","10","268","0.9","100590110","356"
"1005901","1.5","1","0","0","0","4","11","0","0","100590111","0"
"1005901","0","0","3","0","0","1","12","0","1.5","100590112","186"
"1005901","3.7","1","0","0","0","4","13","0","0","100590113","0"
"1005901","0","0","0","vo_ske_0603","vo_ske","2","14","0","0","100590114","0"
"1005901","0","0","3","0","0","1","15","186","1.5","100590115","381"
"1005901","1.5","1","0","0","0","4","16","0","0","100590116","0"
"1005901","0","0","4","0","0","1","17","0","0.3","100590117","50"
"1005901","1.5","1","0","0","0","4","18","0","0","100590118","0"
"1005901","0","0","4","0","0","1","19","50","0.8","100590119","132"
"1005901","1.5","1","0","0","0","4","20","0","0","100590120","0"
"1005901","0","0","4","0","0","1","21","132","1.9","100590121","378"
"1005901","4.5","1","0","0","0","4","22","0","0","100590122","0"
"1005901","0","0","0","vo_ske_0604","vo_ske","2","23","0","0","100590123","0"
"1005901","0","0","5","0","0","1","24","0","2.3","100590124","273"
"1005901","3.3","1","0","0","0","4","25","0","0","100590125","0"
"1005901","0","0","5","0","0","1","26","273","1.1","100590126","385"
"1005901","1.1","1","0","0","0","4","27","0","0","100590127","0"
"1005901","0","0","6","0","0","1","28","0","1.1","100590128","223"
"1005901","3.9","1","0","0","0","4","29","0","0","100590129","0"
"1005901","0","0","0","vo_ske_0605","vo_ske","2","30","0","0","100590130","0"
"1005901","0","0","7","0","0","1","31","0","0.5","100590131","76"
"1005901","1.7","1","0","0","0","4","32","0","0","100590132","0"
"1005901","0","0","7","0","0","1","33","76","1.2","100590133","210"
"1005901","1.9","1","0","0","0","4","34","0","0","100590134","0"
"1005901","0","0","7","0","0","1","35","210","0.9","100590135","292"
"1005901","2.6","1","0","0","0","4","36","0","0","100590136","0"
"1005901","0","0","0","vo_ske_0606","vo_ske","2","37","0","0","100590137","0"
"1005901","0","0","8","0","0","1","38","0","1.6","100590138","217"
"1005901","2","1","0","0","0","4","39","0","0","100590139","0"
"1005901","0","0","8","0","0","1","40","217","1","100590140","340"
"1005901","1","1","0","0","0","4","41","0","0","100590141","0"
"1005901","0","0","9","0","0","1","42","0","1.3","100590142","166"
"1005901","2.2","1","0","0","0","4","43","0","0","100590143","0"
"1005901","0","0","9","0","0","1","44","166","1.4","100590144","372"
"1005901","4","1","0","0","0","4","45","0","0","100590145","0"
"1005901","0","0","0","vo_ske_0607","vo_ske","2","46","0","0","100590146","0"
"1005901","0","0","10","0","0","1","47","0","1.1","100590147","115"
"1005901","1.8","1","0","0","0","4","48","0","0","100590148","0"
"1005901","0","0","10","0","0","1","49","115","1","100590149","220"
"1005901","2.3","1","0","0","0","4","50","0","0","100590150","0"
"1005901","0","0","10","0","0","1","51","220","1.4","100590151","366"
