2c29dc11d686949dedfb7d73b55ad51aa76a5471cd3e551fd1c3bfcca3679a74,1341ca031e8915ae4c1a37f2a4de676e8a3731e96d5e35f73d6cf4c5d7a54e09,d1acf9f553423b5bd59eec0fc387e49149fb6b73c8378c3aea5355c3767db580,034063545b30eb65b52627bf70c86653dcadded61de67e7c135955819ab901c0,9c275eed11f19d2e8b81e5f7e163b85a59efd507f204e4c48946aa00366585bb,70d3a9370372f244f0a1c77aba9f225dc865ffc5c8ac2aafa96aea61a8b3c63e,5447900f941998c419b9be5e3d08a5bbe23e3de3dd45a2aae2cdb4f3bf224fe4,b2a2b5aa8e4c7fe809f17bd3ff25c1a7663dc946ad2b287b29327d39531552a8,aee9139ca325039d1a09dd95a2f746fe486e3de59762310e94fe71489926746a,9045831d8d4731244ce177ea17730018cb51fde8190e26ae787c561459da9997,47106ab9efa439e0103595ed38b87deacffbe2f171084e590f3e160a89c37149,1a74b2e4e73f2e9af7f0b3d34263cf97fe6221e61c6b64e507c694f62b79e567,f8a5c8b4ef7852014a893a08f760866eaa45d2a18ba89edb48d132dce054632f,c227c0fd0f9dce01cce915d0bbea14c12669e174eb211b2c3e98b928c761718a,28673249ce725ea90f8965900c3ce2200654a78d95589f9e078a39930538e342,d429c2451f6130f040c4b672451d8aec03c705b12eab58c5e37792c000b4cdda,dc519809c8bfdb396016dccb5b6f42cb990371ee44c05d09b932b8f963832b26,4516c689290be65046c03c38e9e1bd800e72ca66c2f67884b88b767d23238eef,fe719c0c39264386c38263c84347ed79f841265a575aec162c63107696ce9bed
"9","15","0","147","100101","1065","2045","20","20","0","255","37","8017","203","0","0","4270","20","62"
"9","15","0","157","100101","1160","2045","20","21","0","255","37","8971","232","0","0","4580","20","62"
"9","15","0","176","100101","1262","2045","20","22","0","255","37","10078","259","0","0","4790","20","62"
"9","15","0","199","100101","1343","2045","20","23","0","255","37","11352","287","0","0","4880","20","62"
"9","15","0","221","100101","1416","2045","20","24","0","255","37","12783","308","0","0","4970","20","62"
"9","15","0","247","100101","1471","2045","20","25","0","255","37","14334","331","0","0","5230","20","62"
"9","15","0","280","100101","1495","2045","20","26","0","255","37","15835","359","0","0","6835","20","62"
"9","15","0","313","100101","1513","2045","20","27","0","255","37","17449","387","0","0","8440","20","62"
"9","15","0","326","100101","1538","2045","20","28","0","255","37","19454","400","0","0","9225","20","62"
"9","15","0","341","100101","1571","2045","20","29","0","255","37","21599","415","0","0","10010","20","62"
"9","15","0","366","100101","1614","2045","20","30","0","255","37","23844","440","0","0","10270","20","62"
"9","15","0","376","100101","1657","2045","20","31","0","255","37","26318","450","0","0","10795","20","62"
"9","15","0","376","100101","1690","2045","20","32","0","255","37","28948","450","0","0","11845","20","62"
"9","15","0","387","100101","1729","2045","20","33","0","255","37","31669","461","0","0","12370","20","62"
"9","15","0","409","100101","1775","2045","20","34","0","255","37","34498","483","0","0","12370","20","62"
"9","15","0","431","100101","1821","2045","20","35","0","255","37","37455","505","0","0","12370","20","62"
"9","15","0","454","100101","1867","2045","20","36","0","255","37","40512","528","0","0","12370","20","62"
"9","15","0","478","100101","1913","2045","20","37","0","255","37","43669","552","0","0","12370","20","62"
"9","15","0","502","100101","1959","2045","20","38","0","255","37","46929","576","0","0","12370","20","62"
"9","15","0","526","100101","2005","2045","20","39","0","255","37","50287","600","0","0","12370","20","62"
"0","0","0","2","100201","0","75","0","2","0","0","0","0","1","23","0","55","0","0"
"0","0","0","8","100201","0","125","0","3","0","0","0","0","1","81","0","150","0","0"
"0","0","0","17","100201","0","175","10","4","0","5","0","0","4","172","0","325","0","0"
"0","0","0","33","100201","0","175","10","5","0","15","0","0","4","349","0","505","0","0"
"0","0","0","52","100201","0","175","25","6","0","15","0","0","12","522","0","1035","0","0"
"0","0","0","66","100201","0","175","30","7","0","85","0","0","14","790","0","1395","0","0"
"0","0","0","88","100201","0","175","75","8","0","85","4","0","19","1089","0","1675","0","0"
"0","5","6","109","100201","0","175","110","9","0","100","9","0","25","1389","0","2130","0","0"
"0","10","30","126","100201","0","395","115","10","0","135","14","0","28","1758","0","2490","0","0"
"0","10","53","145","100201","0","735","129","11","0","151","14","0","35","2159","0","2910","0","0"
"0","12","63","171","100201","0","955","138","12","0","177","17","0","56","2471","0","3430","0","0"
"0","14","63","209","100201","0","1175","140","13","0","199","20","0","94","2705","0","3810","0","0"
"0","16","71","251","100201","0","1295","146","14","0","199","20","0","133","2982","0","3990","0","0"
"0","18","81","293","100201","0","1395","151","15","0","199","20","0","168","3310","0","4130","0","0"
"0","18","81","336","100201","0","1495","157","16","0","199","20","0","208","3658","0","4330","0","0"
"0","18","81","384","100201","0","1495","158","17","0","214","20","0","250","4008","0","4510","3","0"
"0","18","81","441","100201","0","1495","158","18","0","229","20","0","295","4353","0","4915","6","0"
"0","18","81","506","100201","0","1590","158","19","0","229","20","0","349","4719","0","5560","6","0"
"0","18","93","568","100201","0","1685","158","20","0","229","20","0","406","5176","0","6145","6","0"
"0","18","93","646","100201","0","1685","158","21","0","229","20","0","472","5618","0","6765","6","0"
"0","18","93","725","100201","0","1685","158","22","0","229","20","0","541","6142","0","8080","6","0"
"0","18","93","810","100201","0","1685","158","23","0","229","20","0","619","6707","0","9855","6","0"
"0","18","93","901","100201","0","1685","158","24","0","229","20","0","704","7347","0","11380","6","0"
"0","18","103","987","100201","0","1685","158","25","0","229","20","0","784","8212","0","12675","6","0"
"0","18","118","1062","100201","0","1685","158","26","0","229","20","0","853","9328","0","13965","6","0"
"0","18","128","1132","100201","0","1685","158","27","0","229","20","0","920","10563","0","15535","6","0"
"0","18","138","1203","100201","0","1685","158","28","0","229","20","0","990","11885","0","17300","6","0"
"0","18","148","1279","100201","0","1685","158","29","0","229","20","0","1066","13290","0","19295","6","0"
"0","18","158","1360","100201","0","1685","158","30","0","229","20","0","1147","14765","0","21525","6","0"
"0","18","168","1443","100201","0","1685","158","31","0","229","20","0","1230","16312","0","23915","6","0"
"0","18","178","1528","100201","0","1685","158","32","0","229","20","0","1315","17930","0","26460","6","0"
"0","18","188","1615","100201","0","1685","158","33","0","229","20","0","1402","19645","0","29250","6","0"
"0","18","198","1704","100201","0","1685","158","34","0","229","20","0","1491","21457","0","32450","6","0"
"0","18","208","1794","100201","0","1685","158","35","0","229","20","0","1581","23342","0","36060","6","0"
"0","18","218","1885","100201","0","1685","158","36","0","229","20","0","1672","25290","0","40010","6","0"
"0","18","228","1978","100201","0","1685","158","37","0","229","20","0","1765","27300","0","44205","6","0"
"0","18","238","2072","100201","0","1685","158","38","0","229","20","0","1859","29381","0","48640","6","0"
"0","18","248","2166","100201","0","1685","158","39","0","229","20","0","1953","31528","0","53405","6","0"
"0","0","0","0","100301","0","75","0","2","0","0","0","22","2","0","0","95","0","0"
"0","0","0","2","100301","0","125","0","3","0","0","0","71","6","0","0","310","0","0"
"0","0","0","4","100301","0","155","0","4","0","10","0","176","11","0","0","685","0","0"
"0","0","0","11","100301","0","155","5","5","0","20","0","289","20","0","0","1435","0","0"
"0","0","0","13","100301","0","245","5","6","0","35","0","499","31","0","0","2300","0","0"
"0","0","0","15","100301","0","715","5","7","0","35","0","746","43","0","0","3270","0","0"
"3","0","0","23","100301","0","715","5","8","0","50","0","1040","57","0","0","4025","0","0"
"7","0","0","31","100301","20","1115","5","9","0","65","9","1353","71","0","0","4630","0","0"
"12","0","0","40","100301","50","1115","30","10","0","65","18","1729","80","0","0","4990","5","0"
"17","0","0","49","100301","88","1115","40","11","0","65","18","2147","88","0","0","5410","7","13"
"17","0","0","56","100301","130","1115","40","12","0","65","21","2581","98","0","0","6180","7","29"
"17","0","0","66","100301","163","1115","40","13","0","98","24","3026","112","0","0","6670","7","42"
"17","0","0","76","100301","214","1115","40","14","0","131","24","3571","123","0","0","7050","7","42"
"17","0","0","91","100301","280","1115","40","15","0","131","24","4098","142","0","0","7420","7","42"
"17","0","0","99","100301","370","1115","40","16","0","143","24","4716","156","0","0","7560","7","45"
"17","0","0","105","100301","467","1115","40","17","0","143","24","5390","170","0","0","7750","7","48"
"17","0","0","114","100301","591","1115","40","18","0","143","24","6136","179","0","0","8015","7","48"
"17","0","0","126","100301","730","1115","40","19","0","143","24","6947","191","0","0","8340","7","48"
"17","0","0","138","100301","849","1115","40","20","0","143","24","7816","213","0","0","8665","7","48"
"17","0","0","149","100301","980","1115","40","21","0","143","24","8795","233","0","0","8950","7","48"
"17","0","0","162","100301","1098","1115","40","22","0","143","24","9978","249","0","0","9165","7","48"
"17","0","0","181","100301","1169","1115","40","23","0","143","24","11268","273","0","0","9510","7","48"
"17","0","0","203","100301","1230","1115","40","24","0","143","24","12629","296","0","0","10190","7","48"
"17","0","0","222","100301","1293","1115","40","25","0","143","24","14227","310","0","0","10710","7","48"
"17","0","0","231","100301","1332","1115","40","26","0","143","24","16038","316","0","0","11535","7","48"
"17","0","0","238","100301","1356","1115","40","27","0","143","24","17934","321","0","0","12780","7","48"
"17","0","0","245","100301","1380","1115","40","28","0","143","24","19958","326","0","0","14025","7","48"
"17","0","0","260","100301","1405","1115","40","29","0","143","24","22063","341","0","0","15210","7","48"
"17","0","0","290","100301","1431","1115","40","30","0","143","24","24192","371","0","0","16130","7","48"
"17","0","0","305","100301","1457","1115","40","31","0","143","24","26550","386","0","0","17315","7","48"
"17","0","0","305","100301","1483","1115","40","32","0","143","24","29128","386","0","0","18865","7","48"
"17","0","0","305","100301","1508","1115","40","33","0","143","24","31789","386","0","0","20515","7","48"
"17","0","0","320","100301","1532","1115","40","34","0","143","24","34482","401","0","0","22000","7","48"
"17","0","0","335","100301","1556","1115","40","35","0","143","24","37354","416","0","0","23485","7","48"
"17","0","0","351","100301","1580","1115","40","36","0","143","24","40325","432","0","0","24970","7","48"
"17","0","0","383","100301","1604","1115","40","37","0","143","24","43265","464","0","0","26290","7","48"
"17","0","0","399","100301","1628","1115","40","38","0","143","24","46437","480","0","0","27800","7","48"
"17","0","0","399","100301","1652","1115","40","39","0","143","24","49834","480","0","0","29500","7","48"
"0","0","0","0","100401","0","100","0","2","0","10","0","10","2","0","0","65","1","0"
"0","0","0","0","100401","0","200","0","3","0","25","0","58","5","0","0","185","2","0"
"0","0","0","4","100401","0","360","0","4","0","50","0","135","10","0","0","475","4","0"
"0","0","0","10","100401","0","520","0","5","0","80","0","243","17","0","0","985","7","0"
"3","0","0","14","100401","0","820","0","6","0","95","0","429","25","0","0","1515","11","0"
"6","0","0","20","100401","0","1425","0","7","0","120","0","674","34","0","0","1835","15","0"
"6","0","0","32","100401","10","1985","0","8","0","145","9","912","48","0","0","2735","15","0"
"6","5","0","48","100401","30","1985","0","9","0","145","23","1157","67","10","0","3480","22","0"
"6","10","0","68","100401","60","1985","15","10","0","145","28","1392","87","20","0","4330","27","0"
"6","10","0","88","100401","86","1985","35","11","0","145","28","1695","105","20","0","5030","32","3"
"6","10","0","106","100401","108","2085","55","12","0","145","28","2037","126","20","0","5430","39","6"
"6","10","0","125","100401","151","2285","55","13","0","170","28","2425","155","20","0","5630","41","6"
"6","10","0","144","100401","215","2285","57","14","0","170","28","2845","189","20","0","5830","41","6"
"6","12","0","167","100401","289","2285","57","15","0","170","28","3314","212","20","0","5830","43","9"
"6","12","0","190","100401","378","2385","57","16","0","170","28","3815","232","20","0","5830","45","17"
"6","12","0","209","100401","465","2535","57","17","0","170","28","4337","263","20","0","5930","45","22"
"6","12","0","237","100401","573","2685","57","18","0","170","28","4884","291","20","0","5990","50","22"
"6","12","0","266","100401","655","2685","57","19","0","170","28","5553","323","20","0","6085","52","22"
"6","12","0","293","100401","696","2780","57","20","0","170","28","6292","368","20","0","6185","52","22"
"6","12","0","333","100401","740","2780","57","21","0","170","28","7020","419","20","0","6430","52","22"
"6","12","0","383","100401","788","2780","57","22","0","170","28","7888","468","20","0","6660","52","22"
"6","12","0","428","100401","817","2780","57","23","0","170","28","8928","519","20","0","7065","52","22"
"6","12","0","474","100401","835","2780","57","24","0","170","28","10110","566","20","0","7385","52","22"
"6","12","0","523","100401","867","2780","57","25","0","170","28","11440","611","20","0","7705","52","22"
"6","12","0","576","100401","902","2780","57","26","0","170","28","12898","656","20","0","8000","52","22"
"6","12","0","624","100401","929","2780","57","27","0","170","28","14495","697","20","0","8455","52","22"
"6","12","0","669","100401","963","2780","57","28","0","170","28","16211","740","20","0","9000","52","22"
"6","12","0","751","100401","986","2780","57","29","0","170","28","17592","822","20","0","10655","52","22"
"6","12","0","842","100401","1000","2780","57","30","0","170","28","18978","913","20","0","12805","52","22"
"6","12","0","925","100401","1014","2780","57","31","0","170","28","20529","996","20","0","15175","52","22"
"6","12","0","995","100401","1027","2780","57","32","0","170","28","22273","1066","20","0","17965","52","22"
"6","12","0","1061","100401","1039","2780","57","33","0","170","28","24101","1132","20","0","21205","52","22"
"6","12","0","1143","100401","1051","2780","57","34","0","170","28","25905","1214","20","0","24690","52","22"
"6","12","0","1226","100401","1063","2780","57","35","0","170","28","27832","1297","20","0","28585","52","22"
"6","12","0","1310","100401","1075","2780","57","36","0","170","28","29820","1381","20","0","32820","52","22"
"6","12","0","1411","100401","1087","2780","57","37","0","170","28","31739","1482","20","0","37135","52","22"
"6","12","0","1497","100401","1099","2780","57","38","0","170","28","33853","1568","20","0","41880","52","22"
"6","12","0","1567","100401","1111","2780","57","39","0","170","28","36155","1638","20","0","47145","52","22"
"0","0","0","0","100501","0","125","0","2","0","0","0","12","4","0","0","80","0","0"
"0","0","0","0","100501","0","225","0","3","0","0","0","49","8","0","0","350","1","0"
"0","0","0","3","100501","0","275","0","4","0","15","0","110","17","0","0","880","1","0"
"0","0","0","11","100501","0","275","0","5","0","15","0","173","28","0","0","1660","7","0"
"3","0","0","19","100501","0","275","0","6","0","15","0","265","48","0","0","2925","7","0"
"6","0","0","29","100501","0","275","0","7","0","40","0","476","66","0","0","3595","7","0"
"10","0","0","49","100501","0","575","0","8","0","40","0","615","87","0","0","4800","7","0"
"14","0","0","72","100501","0","1025","15","9","0","40","5","788","104","10","0","5635","12","0"
"17","0","0","94","100501","0","1325","15","10","0","65","10","1027","125","20","0","6415","12","5"
"20","0","0","112","100501","30","1625","25","11","0","65","10","1305","148","20","0","7295","12","10"
"20","0","0","136","100501","80","1875","35","12","0","65","12","1564","178","20","0","8135","12","10"
"20","0","0","160","100501","126","2095","37","13","0","65","17","1861","214","20","0","8655","12","10"
"20","2","0","189","100501","162","2215","39","14","0","71","17","2191","249","20","0","9045","12","10"
"20","4","0","219","100501","202","2315","39","15","0","77","17","2575","280","20","0","9235","14","10"
"20","4","0","260","100501","236","2415","39","16","0","89","17","2930","319","20","0","9365","14","10"
"20","4","0","312","100501","280","2415","39","17","0","89","17","3244","357","20","0","9655","17","14"
"20","4","0","371","100501","352","2415","39","18","0","89","17","3595","394","20","0","9935","20","18"
"20","4","0","428","100501","409","2510","39","19","0","89","17","4029","443","20","0","10305","20","18"
"20","4","0","489","100501","436","2605","39","20","0","89","17","4501","498","20","0","10590","25","18"
"20","4","0","559","100501","488","2605","39","21","0","89","17","5022","554","20","0","10800","30","18"
"20","4","0","622","100501","587","2605","39","22","0","89","17","5725","612","20","0","11290","30","18"
"20","4","0","685","100501","681","2605","39","23","0","89","17","6562","681","20","0","11605","30","18"
"20","4","0","756","100501","746","2605","39","24","0","89","17","7465","754","20","0","11925","30","18"
"20","4","0","831","100501","813","2605","39","25","0","89","17","8484","825","20","0","12540","30","18"
"20","4","0","910","100501","864","2605","39","26","0","89","17","9621","896","20","0","13290","30","18"
"20","4","0","985","100501","892","2605","39","27","0","89","17","10886","964","20","0","14290","30","18"
"20","4","0","1064","100501","911","2605","39","28","0","89","17","11991","1041","20","0","17330","30","18"
"20","4","0","1153","100501","921","2605","39","29","0","89","17","12893","1130","20","0","22690","30","18"
"20","4","0","1247","100501","931","2605","39","30","0","89","17","13832","1224","20","0","28565","30","18"
"20","4","0","1345","100501","941","2605","39","31","0","89","17","14808","1322","20","0","34730","30","18"
"20","4","0","1446","100501","951","2605","39","32","0","89","17","15821","1423","20","0","41265","30","18"
"20","4","0","1549","100501","961","2605","39","33","0","89","17","16891","1526","20","0","48415","30","18"
"20","4","0","1654","100501","971","2605","39","34","0","89","17","18018","1631","20","0","56345","30","18"
"20","4","0","1760","100501","981","2605","39","35","0","89","17","19183","1737","20","0","64985","30","18"
"20","4","0","1867","100501","991","2605","39","36","0","89","17","20385","1844","20","0","74185","30","18"
"20","4","0","1976","100501","1001","2605","39","37","0","89","17","21624","1953","20","0","83850","30","18"
"20","4","0","2086","100501","1011","2605","39","38","0","89","17","22900","2063","20","0","94005","30","18"
"20","4","0","2196","100501","1021","2605","39","39","0","89","17","24213","2173","20","0","104695","30","18"
"0","0","0","2","100601","0","75","0","2","0","0","0","0","1","23","0","55","0","0"
"0","0","0","7","100601","0","150","0","3","0","0","0","0","2","78","0","150","0","0"
"0","0","0","16","100601","0","200","10","4","0","5","0","0","5","169","0","325","0","0"
"0","0","0","32","100601","0","200","10","5","0","15","0","0","7","322","0","625","0","0"
"0","0","0","51","100601","0","200","25","6","0","15","0","0","15","495","0","1155","0","0"
"0","0","0","69","100601","0","200","30","7","0","50","0","26","22","724","0","1515","0","0"
"0","0","0","93","100601","0","200","60","8","0","85","4","26","29","960","0","2115","0","0"
"0","5","0","120","100601","0","200","95","9","0","85","9","26","40","1224","0","2650","0","0"
"0","10","13","143","100601","0","420","105","10","0","85","14","26","50","1549","0","3240","0","0"
"0","10","28","167","100601","0","640","119","11","0","101","14","26","66","1880","0","3840","0","0"
"0","17","43","192","100601","0","760","135","12","0","111","17","26","79","2215","0","4200","0","0"
"0","19","69","217","100601","0","980","135","13","0","121","17","26","102","2582","0","4640","0","0"
"0","19","93","250","100601","0","1220","137","14","0","133","17","26","130","2954","0","4760","0","0"
"0","21","109","282","100601","0","1220","146","15","0","133","17","26","157","3356","0","4990","0","0"
"0","21","129","316","100601","0","1320","152","16","0","133","17","26","183","3805","0","5140","0","0"
"0","21","144","353","100601","0","1320","153","17","0","158","17","26","216","4258","0","5260","0","0"
"0","21","169","397","100601","0","1320","153","18","0","173","17","26","248","4708","0","5665","3","0"
"0","21","193","447","100601","0","1320","153","19","0","173","17","26","287","5206","0","6310","3","0"
"0","21","240","493","100601","0","1415","153","20","0","173","17","26","327","5797","0","6860","3","0"
"0","21","288","543","100601","0","1515","153","21","0","173","17","26","370","6452","0","7370","3","0"
"0","21","318","603","100601","0","1515","153","22","0","173","17","26","420","7171","0","8370","3","0"
"0","21","318","672","100601","0","1515","153","23","0","173","17","26","474","7937","0","10145","3","0"
"0","21","333","738","100601","0","1515","153","24","0","173","17","26","533","8818","0","11670","3","0"
"0","21","355","798","100601","0","1515","153","25","0","173","17","26","587","9964","0","12670","3","0"
"0","21","377","847","100601","0","1515","153","26","0","173","17","26","630","11385","0","13505","3","0"
"0","21","394","890","100601","0","1515","153","27","0","173","17","26","670","12944","0","14530","3","0"
"0","21","411","933","100601","0","1515","153","28","0","173","17","26","712","14609","0","15675","3","0"
"0","21","429","979","100601","0","1515","153","29","0","173","17","26","758","16394","0","16895","3","0"
"0","21","447","1029","100601","0","1515","153","30","0","173","17","26","808","18267","0","18270","3","0"
"0","21","465","1080","100601","0","1515","153","31","0","173","17","26","859","20231","0","19725","3","0"
"0","21","483","1132","100601","0","1515","153","32","0","173","17","26","911","22285","0","21260","3","0"
"0","21","500","1186","100601","0","1515","153","33","0","173","17","26","965","24455","0","22870","3","0"
"0","21","517","1241","100601","0","1515","153","34","0","173","17","26","1020","26760","0","24650","3","0"
"0","21","534","1297","100601","0","1515","153","35","0","173","17","26","1076","29157","0","26670","3","0"
"0","21","551","1354","100601","0","1515","153","36","0","173","17","26","1133","31636","0","28860","3","0"
"0","21","568","1412","100601","0","1515","153","37","0","173","17","26","1191","34195","0","31220","3","0"
"0","21","585","1471","100601","0","1515","153","38","0","173","17","26","1250","36844","0","33655","3","0"
"0","21","602","1530","100601","0","1515","153","39","0","173","17","26","1309","39578","0","36255","3","0"
"0","0","0","0","100701","0","100","0","2","0","0","0","6","3","0","0","80","2","0"
"0","0","0","0","100701","0","200","0","3","0","0","0","46","10","0","0","200","3","0"
"0","0","0","5","100701","0","360","0","4","0","0","0","94","20","0","0","550","7","0"
"0","0","0","11","100701","0","520","0","5","0","0","0","190","35","0","0","1060","10","0"
"0","0","0","19","100701","0","890","0","6","0","0","0","323","53","0","0","1740","14","0"
"0","0","0","34","100701","0","1260","0","7","0","0","0","480","76","0","0","2330","18","0"
"0","0","0","50","100701","0","1585","0","8","0","0","0","593","97","0","0","3510","28","0"
"0","0","0","70","100701","5","1585","0","9","0","0","5","790","124","10","0","4255","35","0"
"0","0","0","90","100701","20","1585","0","10","0","0","13","1035","152","20","0","5065","36","0"
"0","0","0","110","100701","40","1585","20","11","0","0","16","1296","177","20","0","5765","41","0"
"0","0","0","132","100701","50","1685","40","12","0","0","16","1558","205","20","0","6265","48","10"
"0","0","0","165","100701","50","1785","42","13","0","0","16","1786","245","20","0","6785","52","20"
"2","2","0","204","100701","60","1785","44","14","0","0","16","2066","285","20","0","7005","54","20"
"4","4","0","239","100701","70","1885","44","15","0","0","16","2455","317","20","0","7005","56","20"
"4","4","0","269","100701","82","1985","44","16","0","0","16","2857","357","20","0","7205","56","25"
"4","4","0","296","100701","82","2135","44","17","0","0","16","3253","401","20","0","7715","59","30"
"4","4","0","334","100701","94","2285","44","18","0","0","16","3721","439","20","0","8025","64","30"
"4","4","0","375","100701","116","2380","44","19","0","0","16","4301","484","20","0","8025","66","30"
"4","4","0","419","100701","136","2475","44","20","0","0","16","4938","536","20","0","8060","66","30"
"4","4","0","486","100701","148","2475","44","21","0","0","16","5511","590","20","0","8205","71","30"
"4","4","0","552","100701","188","2475","44","22","0","0","16","6189","656","20","0","8695","71","30"
"4","4","0","622","100701","188","2475","44","23","0","0","16","6953","742","20","0","9010","71","30"
"4","4","0","697","100701","188","2475","44","24","0","0","16","7793","830","20","0","9330","71","30"
"4","4","0","772","100701","205","2475","44","25","0","0","16","8782","912","20","0","9945","71","30"
"4","4","0","851","100701","231","2475","44","26","0","0","16","9897","990","20","0","10695","71","30"
"4","4","0","926","100701","249","2475","44","27","0","0","16","11147","1062","20","0","11695","71","30"
"4","4","0","1007","100701","258","2475","44","28","0","0","16","12226","1143","20","0","14735","71","30"
"4","4","0","1094","100701","267","2475","44","29","0","0","16","13384","1230","20","0","18005","71","30"
"4","4","0","1186","100701","276","2475","44","30","0","0","16","14579","1322","20","0","21790","71","30"
"4","4","0","1288","100701","276","2475","44","31","0","0","16","15520","1424","20","0","27955","71","30"
"4","4","0","1393","100701","276","2475","44","32","0","0","16","16499","1529","20","0","34490","71","30"
"4","4","0","1500","100701","276","2475","44","33","0","0","16","17534","1636","20","0","41640","71","30"
"4","4","0","1609","100701","276","2475","44","34","0","0","16","18625","1745","20","0","49570","71","30"
"4","4","0","1719","100701","276","2475","44","35","0","0","16","19754","1855","20","0","58210","71","30"
"4","4","0","1830","100701","276","2475","44","36","0","0","16","20920","1966","20","0","67410","71","30"
"4","4","0","1943","100701","276","2475","44","37","0","0","16","22123","2079","20","0","77075","71","30"
"4","4","0","2057","100701","276","2475","44","38","0","0","16","23364","2193","20","0","87230","71","30"
"4","4","0","2171","100701","276","2475","44","39","0","0","16","24643","2307","20","0","97920","71","30"
"0","0","0","2","100801","0","75","0","2","0","0","0","0","1","23","0","55","0","0"
"0","0","0","7","100801","0","150","0","3","0","0","0","0","2","78","0","150","0","0"
"0","0","0","16","100801","0","200","10","4","0","5","0","0","5","169","0","325","0","0"
"0","0","0","32","100801","0","200","10","5","0","15","0","0","7","322","0","625","0","0"
"0","0","0","51","100801","0","200","25","6","0","15","0","0","15","495","0","1155","0","0"
"0","0","0","69","100801","0","200","30","7","0","50","0","26","22","724","0","1515","0","0"
"0","0","0","91","100801","0","200","75","8","0","50","4","52","29","1003","0","1680","0","0"
"0","5","0","118","100801","0","200","110","9","0","50","9","52","40","1267","0","2215","0","0"
"0","10","16","140","100801","0","300","115","10","0","85","14","52","52","1566","0","2755","0","0"
"0","10","34","166","100801","0","840","129","11","0","101","14","52","57","1937","0","3175","0","0"
"0","17","59","185","100801","0","960","135","12","0","127","17","52","64","2352","0","3335","0","0"
"0","22","93","204","100801","0","1080","135","13","0","137","17","52","77","2797","0","3575","0","0"
"0","22","127","229","100801","0","1320","135","14","0","149","17","52","93","3253","0","3775","0","0"
"0","22","157","251","100801","0","1440","144","15","0","149","17","52","110","3747","0","4005","0","0"
"0","22","193","273","100801","0","1440","150","16","0","149","17","52","126","4294","0","4185","0","0"
"0","22","228","301","100801","0","1440","151","17","0","174","17","52","145","4848","0","4255","0","0"
