d9e31cb65b21812a88a056df6e9743a93480845b6cc0943314e93fd3abbc11cc,2ba68e8f71c9788fcac006f3299dd7371c93fac105a333611b7b3a054479e95f,e21483df252ade77da876e95c0d6632d3535f7fdf78832e4ba7fc8397b498384,2fac4bfe375003ed3386e867bac7b770416486a1f63cb0aca46dccaacc3d1a03,03caa19b74bbd6d8c2ef9a4209a401f5d4830f76a43f262582dbfe879997f018,6cd14d979d7c84866099069264954906951a149487315c8392431da989506ef9,a01434f5aa1a5ccb6e339a3bd729b656d7f26cd98d0a356690490ecd447f08dd
"71096032","[3C404E]ボスNORMAL討伐で解放！","57","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","122401","10096"
"71098032","[3C404E]ボスNORMAL討伐で解放！","58","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","122801","10098"
"71099032","[3C404E]ボスNORMAL討伐で解放！","59","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","117401","10099"
"71102032","[3C404E]ボスNORMAL討伐で解放！","60","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","123501","10102"
"71103032","[3C404E]ボスNORMAL討伐で解放！","61","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","117801","10103"
"71106032","[3C404E]ボスNORMAL討伐で解放！","62","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","124101","10106"
"71107032","[3C404E]ボスNORMAL討伐で解放！","63","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","119201","10107"
"71108032","[3C404E]ボスNORMAL討伐で解放！","64","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","124701","10108"
"71109032","[3C404E]ボスNORMAL討伐で解放！","65","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","120801","10109"
"71110032","[3C404E]ボスNORMAL討伐で解放！","66","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","124901","10110"
"71113032","[3C404E]ボスNORMAL討伐で解放！","67","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","121201","10113"
"71118032","[3C404E]ボスNORMAL討伐で解放！","68","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","125701","10118"
"71121032","[3C404E]ボスNORMAL討伐で解放！","69","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","122101","10121"
"71122032","[3C404E]ボスNORMAL討伐で解放！","70","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","126701","10122"
"71123032","[3C404E]ボスNORMAL討伐で解放！","71","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","122401","10123"
"71124032","[3C404E]ボスNORMAL討伐で解放！","72","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","127001","10124"
"71125032","[3C404E]ボスNORMAL討伐で解放！","73","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","122801","10125"
"71129032","[3C404E]ボスNORMAL討伐で解放！","74","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","123501","10129"
"71134032","[3C404E]ボスNORMAL討伐で解放！","75","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","128301","10134"
"71133032","[3C404E]ボスNORMAL討伐で解放！","76","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","124101","10133"
"71135032","[3C404E]ボスNORMAL討伐で解放！","77","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","124701","10135"
"71136032","[3C404E]ボスNORMAL討伐で解放！","78","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","128801","10136"
"71138032","[3C404E]ボスNORMAL討伐で解放！","79","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","124901","10138"
"71145032","[3C404E]ボスNORMAL討伐で解放！","80","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","125701","10145"
"71152032","[3C404E]ボスNORMAL討伐で解放！","82","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","131901","10152"
"71149032","[3C404E]ボスNORMAL討伐で解放！","83","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","126701","10149"
"71151032","[3C404E]ボスNORMAL討伐で解放！","84","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","127001","10151"
"71153031","[3C404E]ボスNORMAL討伐で解放！","85","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","109801","10153"
"71160032","[3C404E]ボスNORMAL討伐で解放！","86","ボスNORMAL討伐で解放！","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","133201","10160"
