567c5b58f73a3094dc482174dbe321a44f1c84bfc686d94daedd1e7b4408d325,9ade69c945d39cfcc9e07248175a9aebc2c5dfad9584abc70612740e27ecdf30,3bf3b5d6def6834cca9c70e801fd1ec3c0191e1aafd7e082a02bc6491fe21367,e8fe0db7907b4d06a80f481a489c05d406fafcde03717c4650342bfc10126e29,4f4e66c23b07228a7b7be774560997b1b2d6aa6e82c9bc1f115479594ba1ab76,c5651cc506fe82b366c081a2fcf8dccacb345873c8557bf7233444ee5e7996a4,dd9ab90c52a2d66095e3bd746297ec9c17eb0534c367856b473a64c1b5e6b7fc,be0fc29f3521100e60c7a47370ea33c4675bd875e65bc1148ca3b97ed2397304,15b474916088e576dacfe310c89af05390ba54ab182af0308c943eab5038d337,e059cc4a6c4cbcab390dd48dfd54b604fb67d4a3ccc5ef9251c6da5c972502dd,0c8b8645b629dbd23d9660ac2ceb9086e7cad0ac1b7ed4314d43503e5e3f322d,13a259dcabe962146f43da432fc3d10b116f655f285e31e6019cf85c5d4396cd,1e69bc55b13bc53f4495a788d55e9ec331ed0212c7454376894ff4178aa036f6,00b7de7870a953bcb9a590e18df8a8e7e3174493bfdda8cf3a867fc8676456c2
"0","213","24","113401","0","10046","24021","2","2020/07/31 12:00:00","2030/12/17 14:59:59","1","13.49","よお～し、この調子でもっと\n頑張ろう…と思ったけど\n超能力を使ったから…\n眠くなってきちゃった…すやぁ…","ハツネ"
"0","311","24","106501","0","10046","24022","2","2020/07/31 12:00:00","2030/12/17 14:59:59","1","3.17","いい勝負だったぜ！\nたぎっちまって\nつい本気で投げちまったよ","カヤ"
"0","312","24","106501","0","10046","24023","2","2020/07/31 12:00:00","2030/12/17 14:59:59","1","4.42","どうだ？\nオレ様のボールは熱かっただろ！\nま、でもおまえらの根性も\nなかなかのもんだったぜ","カヤ"
"0","313","24","106501","0","10046","24024","1","2020/07/31 12:00:00","2030/12/17 14:59:59","6","2.89","なんだよ、そんなもんか？\nこっちはまだまだ投げたりねえ\nもっと勝負しようぜ！","カヤ"
"0","421","24","102301","0","10046","24025","3","2020/07/31 12:00:00","2030/12/17 14:59:59","4","3.71","あとちょっとだったのに～！\n次こそぷうきちと一緒に\n勝ってみせるからね！","アヤネ"
"0","721","24","192201","0","10046","24026","1","2020/07/31 12:00:00","2030/12/17 14:59:59","2","5.1","いい勝負だったね！\nでも、やっぱり悔しいな…\nもっと練習して\n今度は絶対に俺が勝つから！","アサヒ"
"0","821","24","192301","0","10046","24027","3","2020/07/31 12:00:00","2030/12/17 14:59:59","1","4.34","ちっ…あと一歩足りなかったか\n次こそは絶対に勝つから\nそのつもりでいろ","部員３"
"0","521","24","192501","0","10046","24028","1","2020/07/31 12:00:00","2030/12/17 14:59:59","1","0","いい勝負だったよ\nまたやろうね",""
"-360","101","24","113501","0","10046","24029","2","2020/07/31 12:00:00","2030/12/17 14:59:59","1","5.62","とってもよくできました～♪\n頑張ってくれて先生うれしいわ\nこれからも試合に向けて\n練習していきましょうね～","ミサト"
"-360","102","24","113501","0","10046","24030","2","2020/07/31 12:00:00","2030/12/17 14:59:59","1","9.58","頑張った成果ね～！\nこのまま練習を続ければ\nもっとすごい成績を残せそうよ\n期待してますからね～！","ミサト"
"-360","103","24","113501","0","10046","24031","2","2020/07/31 12:00:00","2030/12/17 14:59:59","2","0","いい子、いい子～♪\n頑張り屋さんのあなたを\nたっくさん褒めてあげますからね","ミサト"
"-360","104","24","113501","0","10046","24032","1","2020/07/31 12:00:00","2030/12/17 14:59:59","2","9.13","夢に向けて、一歩前進できたわね\nこの調子で、夢を叶えましょう\n目指せ、全国大会～！","ミサト"
"-360","105","24","113501","0","10046","24033","2","2020/07/31 12:00:00","2030/12/17 14:59:59","1","8.27","絶好調ね～♪\nきっと試合でも大活躍\n間違いなしだわ\n楽しみにしていますからね～！","ミサト"
