a379bb62e84fffcb4990828c7f4a4f66e4021c1ad0b03f26c620cdcc2bb2877e,5af3660125c65066247b003319e7483d8d7bbfd6b0b2631597cb7ca7692d61c1,c8b4023a36ed4cdb1f018d599c279c83a3bb9fb80d8ff9ea6974ac8fa8d8f2f8,fca9d4db924437a187842bc64d13cf737060ac71b9762196b00328c597fff83e,8cdc61c08d3839724775e0541edbe4e40e93a530419876bb8de8886d0f9af732,4e28c4a2779f5f29b2ddf3c5c2baba6fa5622f7f6d29c586f73f309e3e38856c,5c806f660e6db844027bd3d0a358c4aa1f08fd7dfe4dc39a0cf291afd8a0693c,84bca2116ab4482e65a18691aea0729b327b7be9d7140543e501f8321acbca2a,32332731bd2670ad3a6686b48dc398c8eb171a95a24252cbedb1ff1b1bedceb0,6760d0ea7c9f27fdd418afc12bf5513cec3de53815b62ff9248ad080d0bac931
"～ガオッ","0","～だぴょん♪","2211002","0","～ッス","0","1","～であーる","0"
"ぺコリーヌ","0","シェフィ","2211003","0","キャル","0","1","コッコロ","0"
"イオっち","0","イオ殿","2211004","0","ちゃんイオ","0","1","イオせんせー","0"
"リリ","0","プレシア","2211005","0","ミソラ","0","1","クリア","0"
"やしのみ","0","ゆのみ","2220001","0","くまのみ","0","1","このみ","0"
"タンポポ","0","アサガオ","2220002","0","サザンカ","0","1","アジサイ","0"
"10本","0","12本","2220005","0","8本","0","1","6本","0"
"バラ科","0","ウリ科","2220006","0","ナス科","0","1","ミカン科","0"
"ジジガメ","0","ババガメ","2220007","0","オサガメ","0","1","トノガメ","0"
"パパイヤ","0","マンゴー","2220008","0","キーウィ","0","1","パイナップル","0"
"ミミ","0","カカト","2220009","0","アシ","0","1","カミ","0"
"食べ物を消化する","0","解毒の機能がある","2220010","0","役に立っていない","0","1","血液を作る","0"
"ゴリラ","0","オランウータン","2220012","0","ニホンザル","0","1","チンパンジー","0"
"マツムシ","0","クワガタムシ","2220015","0","スズムシ","0","1","クツワムシ","0"
"アキレスオオカブト","0","ペルセウスオオカブト","2220016","0","ヘラクレスオオカブト","0","1","アマゾネスオオカブト","0"
"2つ","0","分かれていない","2220017","0","4つ","0","1","3つ","0"
"ツキノワグマ","0","アメリカクロクマ","2220018","0","ホッキョクグマ","0","1","ヒグマ","0"
"クワガタ","0","セミ","2220019","0","カマキリ","0","1","テントウムシ","0"
"肌頬","0","頬冠","2220020","0","頬袋","0","1","貯頬","0"
"ベニバナクサギ","0","ボタンキンバイ","2220021","0","コチョウラン","0","1","カノコユリ","0"
"脂肪","0","棍棒","2220022","0","細胞","0","1","心房","0"
"キリギリス","0","アリ","2220023","0","コオロギ","0","1","バッタ","0"
"アンコウ","0","シャチ","2220024","0","フグ","0","1","サメ","0"
"い","0","て","2220025","0","く","0","1","め","0"
"ウニ","0","タコ","2220026","0","クラゲ","0","1","イカ","0"
"クラゲ","0","タコ","2220027","0","ウニ","0","1","イカ","0"
"犬","0","ラクダ","2220028","0","牛","0","1","羊","0"
"なぎさ","0","さかき","2220030","0","さなぎ","0","1","うさぎ","0"
"ヘビ","0","カバ","2220031","0","ワニ","0","1","カメレオン","0"
"ゴリラ","0","オランウータン","2220033","0","マントヒヒ","0","1","チンパンジー","0"
"カブトムシ","0","カマキリ","2220034","0","クワガタ","0","1","カナブン","0"
"7ヵ月後","0","7日後","2220038","0","7年後","0","1","7週間後","0"
"ヒマワリ","0","コスモス","2220040","0","ウメ","0","1","アジサイ","0"
"手","0","腰","2220042","0","足","0","1","頭","0"
"本名","0","実名","2220043","0","学名","0","1","和名","0"
"ホモ・アジエンス","0","イモ・アジエンス","2220044","0","ホモ・サピエンス","0","1","モモ・サピエンス","0"
"セミ","0","スズムシ","2220046","0","トンボ","0","1","カブトムシ","0"
"硝子植物","0","芥子植物","2220047","0","種子植物","0","1","束子植物","0"
"毛様血管","0","毛深血管","2220048","0","毛細血管","0","1","毛頭血管","0"
"鳥類","0","魚類","2220049","0","貝類","0","1","両生類","0"
"エビ","0","フジツボ","2220050","0","クラゲ","0","1","カニ","0"
"ハリネズミ","0","オオアリクイ","2220051","0","アルマジロ","0","1","ヤマアラシ","0"
"たんぱく質","0","炭水化物","2220052","0","水","0","1","脂質","0"
"カッコウ","0","カワセミ","2220054","0","ライチョウ","0","1","スズメ","0"
"毛","0","脂肪","2220056","0","皮膚","0","1","骨","0"
"循環器","0","消化器","2220057","0","呼吸器","0","1","泌尿器","0"
"タコ","0","エビ","2220058","0","ウニ","0","1","イカ","0"
"法師","0","奉仕","2220059","0","胞子","0","1","法子","0"
"マイタケ","0","ナメコ","2220060","0","シメジ","0","1","マツタケ","0"
"キョウカ","0","イノリ","2221001","0","ミミ","0","1","リリ","0"
"タラトイガー","0","トラライオン","2221002","0","トラタイガー","0","1","トライロッカー","0"
"ぽんこりん","0","ぷんぽこりん","2221003","0","ぺんぽこりん","0","1","ぺんぺこりん","0"
"トモ","0","クルミ","2221004","0","ミヤコ","0","1","ミサキ","0"
"ワニゴン","0","タテマツリワニ","2221005","0","ドロゲーター","0","1","ワニドロロ","0"
"アルヘナ","0","アルキン","2230001","0","アルベド","0","1","アルガン","0"
"アイドリング","0","シャーリング","2230003","0","シバリング","0","1","トラベリング","0"
"肝臓","0","心臓","2230005","0","膵臓","0","1","腎臓","0"
"ピーラー","0","ピーチ","2230007","0","ピーヘン","0","1","ピーナッツ","0"
"グルーミング","0","ギャザリング","2230008","0","クラッタリング","0","1","マウンティング","0"
"ネコザメ科","0","イタチザメ科","2230010","0","ネズミザメ科","0","1","イヌザメ科","0"
"デイジーマリー","0","サンフラワーマリー","2230012","0","ローズマリー","0","1","ポピーマリー","0"
"レバー","0","ラチェット","2230013","0","フランジ","0","1","スリット","0"
"スミレ","0","シダレザクラ","2230014","0","アジサイ","0","1","フジ","0"
"葉","0","茎","2230015","0","実","0","1","根","0"
"ジャックフルーツ","0","パッションフルーツ","2230016","0","ドラゴンフルーツ","0","1","ミラクルフルーツ","0"
"キャベツ","0","チンゲンサイ","2230017","0","ブロッコリー","0","1","ホウレンソウ","0"
"でいご","0","けいご","2230018","0","ぜいご","0","1","こんご","0"
"キリンのほうが多い","0","個体によって違う","2230019","0","同じ","0","1","人間のほうが多い","0"
"ジャコウイヌ科","0","ジャコウウマ科","2230021","0","ジャコウネコ科","0","1","ジャコウクマ科","0"
"キク科","0","イネ科","2230022","0","シソ科","0","1","セリ科","0"
"黒","0","赤","2230023","0","白","0","1","縞模様","0"
"ビーバー","0","チンチラ","2230024","0","カピバラ","0","1","ヌートリア","0"
"ウナギ","0","マグロ","2230026","0","ナマズ","0","1","ドジョウ","0"
"バナナトンボ","0","タンポポトンボ","2230027","0","ムギワラトンボ","0","1","ヒマワリトンボ","0"
"トンボ","0","クワガタ","2230028","0","カイコ","0","1","カブトムシ","0"
"山女魚","0","鮪","2230029","0","鰻","0","1","鰆","0"
"2つ","0","5つ","2230030","0","3つ","0","1","1つ","0"
"マンタ","0","ミミックオクトパス","2230031","0","シーラカンス","0","1","ホホジロザメ","0"
"兵帽筋","0","王帽筋","2230032","0","僧帽筋","0","1","侍帽筋","0"
"目","0","口","2230033","0","うろこ","0","1","尾ひれ","0"
"XX","0","XZ","2230034","0","XY","0","1","YY","0"
"15本","0","23本","2230036","0","0本","0","1","7本","0"
"サトウ","0","タカハシ","2230037","0","イトウ","0","1","スズキ","0"
"リス科","0","ネコ科","2230038","0","イタチ科","0","1","イヌ科","0"
"ネコ科","0","ジャコウネコ科","2230040","0","イヌ科","0","1","ブタ科","0"
"イモムシ","0","アリジゴク","2230043","0","ボウフラ","0","1","ヤゴ","0"
"クモ","0","クワガタ","2230044","0","カマキリ","0","1","カブトムシ","0"
"おうむ返し","0","生き返り","2230045","0","こむら返り","0","1","ふり返り","0"
"ツツジ科","0","ユリ科","2230046","0","イネ科","0","1","スミレ科","0"
"針葉樹","0","常緑樹","2230048","0","落葉樹","0","1","広葉樹","0"
"ケロロフィル","0","キロロフィル","2230049","0","クロロフィル","0","1","カロロフィル","0"
"カッコウ","0","ハト","2230050","0","フクロウ","0","1","ニワトリ","0"
"月夜草","0","星夜草","2230051","0","月見草","0","1","星見草","0"
"カラス貝","0","スズメ貝","2230052","0","オウム貝","0","1","ウグイス貝","0"
"マイマイ","0","ハイハイ","2230053","0","アイアイ","0","1","カイカイ","0"
"アナゴ筋","0","マグロ筋","2230055","0","ヒラメ筋","0","1","カツオ筋","0"
"水","0","夢","2230058","0","脂肪","0","1","石油","0"
"イヌ","0","キツネ","2230059","0","ネコ","0","1","タヌキ","0"
"ペッパー","0","アッパー","2230061","0","ケッパー","0","1","ラッパー","0"
"マスク・ド・ジュン","0","白銀マスク","2231001","0","聖女仮面","0","1","ノエルの淑女","0"
"アヤネ","0","イリヤ","2231002","0","アオイ","0","1","コッコロ","0"
"太鼓","0","マラカス","2231003","0","タンバリン","0","1","カスタネット","0"
"チエル","0","アオイ","2231004","0","ユニ","0","1","クロエ","0"
"エリコ","0","キャル","2231005","0","スズナ","0","1","ニノン","0"
"0","0","0.5","2310002","0","1","0","1","2","0"
"太陽","0","水星","2310003","0","月","0","1","火星","0"
"水星","0","金星","2310005","0","土星","0","1","火星","0"
"エメラルド","0","真珠","2310006","0","ルビー","0","1","トルコ石","0"
"温帯低気圧","0","乾燥帯低気圧","2310009","0","熱帯低気圧","0","1","寒帯低気圧","0"
"ヘクトパスカル","0","キログラム","2310010","0","デシベル","0","1","ミリバール","0"
"メートル","0","リットル","2310011","0","カロリー","0","1","キログラム","0"
"12","0","9","2310012","0","6","0","1","24","0"
"12時間","0","48時間","2310014","0","24時間","0","1","36時間","0"
"1kgの鉄","0","1kgの綿","2310015","0","すべて同じ","0","1","1kgの砂","0"
"1360分","0","1600分","2310016","0","1440分","0","1","1520分","0"
"N","0","W","2310017","0","M","0","1","E","0"
"黒夜","0","赤夜","2310018","0","白夜","0","1","黄夜","0"
"赤","0","ピンク","2310019","0","黒","0","1","白","0"
"30度","0","90度","2310020","0","45度","0","1","60度","0"
"レッドホール","0","ホワイトホール","2310021","0","ブラックホール","0","1","ブルーホール","0"
"180度","0","540度","2310023","0","720度","0","1","360度","0"
"20","0","23","2310024","0","21","0","1","22","0"
"湯の川","0","紀の川","2310025","0","天の川","0","1","泥の川","0"
"窒素","0","炭素","2310026","0","質素","0","1","水素","0"
"0.1メートル","0","100メートル","2310027","0","0.01メートル","0","1","10メートル","0"
"ワルツ","0","ワッツ","2310028","0","ヘルツ","0","1","スパッツ","0"
"クロール","0","イコール","2310030","0","スコール","0","1","ショール","0"
"ロケットとの衝突","0","地面からの爆発","2310031","0","隕石との衝突","0","1","人工衛星との衝突","0"
"265.24日","0","465.24日","2310032","0","365.24日","0","1","165.24日","0"
"約39.5日","0","約59.5日","2310034","0","約29.5日","0","1","約49.5日","0"
"切層","0","高層","2310035","0","断層","0","1","割層","0"
"爆発","0","液化","2310036","0","沸騰","0","1","酸化","0"
"固点","0","冷点","2310037","0","氷点","0","1","寒点","0"
"4キロ","0","8キロ","2310038","0","2キロ","0","1","6キロ","0"
"50","0","-500","2310039","0","0","0","1","5050","0"
"部分日食","0","全体日食","2310041","0","皆既日食","0","1","金環日食","0"
"反抗","0","対立","2310042","0","抵抗","0","1","反発","0"
"ホイル","0","ネイル","2310043","0","コイル","0","1","マイル","0"
"ミリリットル","0","キロリットル","2310044","0","ミリメートル","0","1","デシリットル","0"
"160","0","155","2310045","0","200","0","1","150","0"
"3＋2","0","2＋3","2310047","0","3×2","0","1","3－2","0"
"半月","0","新月","2310049","0","満月","0","1","三日月","0"
"銀","0","鉄","2310051","0","銭","0","1","銅","0"
"不導体","0","中縁体","2310052","0","半導体","0","1","未絶体","0"
"Q波","0","S波","2310053","0","P波","0","1","R波","0"
"1円玉100枚","0","1万円札で100万円","2310054","0","水1リットル","0","1","米1合","0"
"赤潮","0","満潮","2310056","0","干潮","0","1","黒潮","0"
"底辺","0","2","2310059","0","円周率","0","1","高さ","0"
"雷","0","雹","2310060","0","霜","0","1","霰","0"
"1480","0","1000","2311001","0","1200","0","1","1100","0"
"460","0","540","2311002","0","630","0","1","700","0"
"1600","0","7980","2311003","0","6400","0","1","5400","0"
"オーマ","0","セントールス","2311004","0","ランドソル","0","1","トーゴク","0"
"1000ルピ","0","950ルピ","2311005","0","1100ルピ","0","1","1150ルピ","0"
"0度","0","360度","2320001","0","90度","0","1","180度","0"
"2本","0","9本","2320004","0","5本","0","1","7本","0"
"ボクレス","0","オイラレス","2320005","0","アンタレス","0","1","キミレス","0"
"ノネナール","0","ファール","2320006","0","ルミノール","0","1","ゼミナール","0"
