11676b87a11702f0f45f6dca16fbf9669348b1a7fef1e9383d21a136783fa6eb,f1843f0d773869bca92992f3725098bd28ea8356e1f91b88fbefe98be55beaed,590630f45d7f70c7fe3b3fd1bb557226046cce952cb236e4a77b09671d7edfdc,798d68f6f36b5eeb1efbcaa24959338f5f6cca8b52ab818963f962210778d1e5,32c33c9ec215304cc3ebad7f9006f7179d8481d05b35e932c4d21be2e5fe4049,72b09231dc49f5da71f8ea220c94762e465bf7259ef08a2b65f071ce9fc04437,9aaf576aa58b7d43a5f4bec95e0ee6f39b8cc0b2017cd77f849b118d1a52d5a5,6d4304ee511e1b010b080d1e8797b43041a343509c315cda79c652cbdb1c7973,69468a0d822c520ec68102860dfba473b84414d28507fe17f74d0cf1a1fc46bc,cb6621264819eadf3b57091357604d6e9968614a6395bf29363bc3567a96d60a,352c3d7fa3f6ba8f06b69f93a110a64d31f5e6e563be1652dbb4cd015356015f,148ec02b524c541f42d5c85baa1dc977cebcef63502518f0d416c6debbf4c2f3
"0","4","0","10116125","1011612532","0","0","1","0","0","32","1.832"
"0","1","3.426","10116125","1011612533","7","400","0","0","0","33","0"
"0","4","0","10116125","1011612534","0","0","1","0","0","34","3.912"
"0","2","0","10116125","1011612535","0","0","0","vo_won_10116125_04","vo_won","35","0"
"0","1","2.534","10116125","1011612536","8","325","0","0","0","36","0"
"0","4","0","10116125","1011612537","0","0","1","0","0","37","3.311"
"325","1","0.979","10116125","1011612538","8","450","0","0","0","38","0"
"0","4","0","10116125","1011612539","0","0","1","0","0","39","1.394"
"0","1","3.346","10116125","1011612540","9","450","0","0","0","40","0"
"0","4","0","10116125","1011612541","0","0","1","0","0","41","3.346"
"0","1","0.828","10116125","1011612542","10","130","0","0","0","42","0"
"0","4","0","10116125","1011612543","0","0","1","0","0","43","2.361"
"0","2","0","10116125","1011612544","0","0","0","vo_won_10116125_05","vo_won","44","0"
"0","1","3.221","10116125","1011612545","11","410","0","0","0","45","0"
"0","4","0","10116125","1011612546","0","0","1","0","0","46","3.999"
"0","1","0.727","10116125","1011612547","12","95","0","0","0","47","0"
"0","4","0","10116125","1011612548","0","0","1","0","0","48","1.405"
"95","1","2.085","10116125","1011612549","12","430","0","0","0","49","0"
"0","4","0","10116125","1011612550","0","0","1","0","0","50","3.523"
"0","2","0","10116125","1011612551","0","0","0","vo_won_10116125_06","vo_won","51","0"
"0","1","0.62","10116125","1011612552","13","67","0","0","0","52","0"
"0","4","0","10116125","1011612553","0","0","1","0","0","53","1.355"
"67","1","2.483","10116125","1011612554","13","440","0","0","0","54","0"
"0","4","0","10116125","1011612555","0","0","1","0","0","55","3.03"
"0","1","1.284","10116125","1011612556","14","220","0","0","0","56","0"
"0","4","0","10116135","1011613501","0","0","1","0","0","1","0.8"
"0","2","0","10116135","1011613502","0","0","0","vo_won_10116135_01","vo_won","2","0"
"0","1","2.046","10116135","1011613503","1","248","0","0","0","3","0"
"0","4","0","10116135","1011613504","0","0","1","0","0","4","2.601"
"248","1","1.646","10116135","1011613505","1","450","0","0","0","5","0"
"0","4","0","10116135","1011613506","0","0","1","0","0","6","2.101"
"0","1","2.992","10116135","1011613507","2","410","0","0","0","7","0"
"0","4","0","10116135","1011613508","0","0","1","0","0","8","4.249"
"0","2","0","10116135","1011613509","0","0","0","vo_won_10116135_02","vo_won","9","0"
"0","1","0.865","10116135","1011613510","3","110","0","0","0","10","0"
"0","4","0","10116135","1011613511","0","0","1","0","0","11","1.349"
"110","1","2.925","10116135","1011613512","3","450","0","0","0","12","0"
"0","4","0","10116135","1011613513","0","0","1","0","0","13","2.925"
"0","1","0.64","10116135","1011613514","4","56","0","0","0","14","0"
"0","4","0","10116135","1011613515","0","0","1","0","0","15","1.089"
"56","1","1.967","10116135","1011613516","4","289","0","0","0","16","0"
"0","4","0","10116135","1011613517","0","0","1","0","0","17","3.198"
"0","2","0","10116135","1011613518","0","0","0","vo_won_10116135_03","vo_won","18","0"
"289","1","1.26","10116135","1011613519","4","450","0","0","0","19","0"
"0","4","0","10116135","1011613520","0","0","1","0","0","20","1.26"
"0","1","1.394","10116135","1011613521","5","202","0","0","0","21","0"
"0","4","0","10116135","1011613522","0","0","1","0","0","22","2.162"
"202","1","2.355","10116135","1011613523","5","450","0","0","0","23","0"
"0","4","0","10116135","1011613524","0","0","1","0","0","24","2.355"
"0","1","2.646","10116135","1011613525","6","273","0","0","0","25","0"
"0","4","0","10116135","1011613526","0","0","1","0","0","26","4.005"
"0","2","0","10116135","1011613527","0","0","0","vo_won_10116135_04","vo_won","27","0"
"273","1","1.54","10116135","1011613528","6","450","0","0","0","28","0"
"0","4","0","10116135","1011613529","0","0","1","0","0","29","2.182"
"0","1","2.931","10116135","1011613530","7","334","0","0","0","30","0"
"0","4","0","10116135","1011613531","0","0","1","0","0","31","4.229"
"0","2","0","10116135","1011613532","0","0","0","vo_won_10116135_05","vo_won","32","0"
"334","1","0.876","10116135","1011613533","7","450","0","0","0","33","0"
"0","4","0","10116135","1011613534","0","0","1","0","0","34","1.994"
"0","2","0","10116135","1011613535","0","0","0","vo_won_10116135_06","vo_won","35","0"
"0","1","3.336","10116135","1011613536","8","450","0","0","0","36","0"
"0","4","0","10116135","1011613537","0","0","1","0","0","37","3.882"
"0","1","4.02399999999999","10116135","1011613538","9","450","0","0","0","38","0"
"0","4","0","10116135","1011613539","0","0","1","0","0","39","5.214"
"0","2","0","10116135","1011613540","0","0","0","vo_won_10116135_07","vo_won","40","0"
"0","1","0.536","10116135","1011613541","10","69","0","0","0","41","0"
"0","4","0","10116135","1011613542","0","0","1","0","0","42","0.952"
"69","1","1.989","10116135","1011613543","10","305","0","0","0","43","0"
"0","4","0","10116135","1011613544","0","0","1","0","0","44","3.059"
"0","2","0","10116135","1011613545","0","0","0","vo_won_10116135_08","vo_won","45","0"
"305","1","1.83600000000001","10116135","1011613546","10","450","0","0","0","46","0"
"0","4","0","10116135","1011613547","0","0","1","0","0","47","1.83600000000001"
"0","1","2.392","10116135","1011613548","11","386","0","0","0","48","0"
"0","4","0","10116135","1011613549","0","0","1","0","0","49","3.659"
"0","2","0","10116135","1011613550","0","0","0","vo_won_10116135_09","vo_won","50","0"
"386","1","0.558","10116135","1011613551","11","450","0","0","0","51","0"
"0","4","0","10116135","1011613552","0","0","1","0","0","52","0.558"
"0","1","2.208","10116135","1011613553","12","257","0","0","0","53","0"
"0","4","0","10116135","1011613554","0","0","1","0","0","54","3.355"
"0","2","0","10116135","1011613555","0","0","0","vo_won_10116135_10","vo_won","55","0"
"257","1","1.939","10116135","1011613556","12","450","0","0","0","56","0"
"0","4","0","10116135","1011613557","0","0","1","0","0","57","1.939"
"0","1","1.895","10116135","1011613558","13","228","0","0","0","58","0"
"0","4","0","10116135","1011613559","0","0","1","0","0","59","3.56"
"0","2","0","10116135","1011613560","0","0","0","vo_won_10116135_11","vo_won","60","0"
"228","1","1.826","10116135","1011613561","13","450","0","0","0","61","0"
"0","4","0","10116135","1011613562","0","0","1","0","0","62","2.452"
"0","2","0","10116135","1011613563","0","0","0","vo_won_10116135_12","vo_won","63","0"
"0","1","1.196","10116135","1011613564","14","153","0","0","0","64","0"
"0","4","0","10116135","1011613565","0","0","1","0","0","65","1.679"
"153","1","2.542","10116135","1011613566","14","450","0","0","0","66","0"
"0","4","0","10116215","1011621501","0","0","1","0","0","1","0.8"
"0","1","0.388","10116215","1011621502","1","58","0","0","0","2","0"
"0","4","0","10116215","1011621503","0","0","1","0","0","3","0.388"
"0","2","0","10116215","1011621504","0","0","0","vo_won_10116215_01","vo_won","4","0"
"58","1","2.36","10116215","1011621505","1","320","0","0","0","5","0"
"0","4","0","10116215","1011621506","0","0","1","0","0","6","3.141"
"0","2","0","10116215","1011621507","0","0","0","vo_won_10116215_02","vo_won","7","0"
"0","1","1.385","10116215","1011621508","2","164","0","0","0","8","0"
"0","4","0","10116215","1011621509","0","0","1","0","0","9","1.9"
"164","1","1.933","10116215","1011621510","2","450","0","0","0","10","0"
"0","4","0","10116215","1011621511","0","0","1","0","0","11","1.933"
"0","1","1.385","10116215","1011621512","3","132","0","0","0","12","0"
"0","4","0","10116215","1011621513","0","0","1","0","0","13","1.9"
"0","2","0","10116215","1011621514","0","0","0","vo_won_10116215_03","vo_won","14","0"
"132","1","2.347","10116215","1011621515","3","440","0","0","0","15","0"
"0","4","0","10116215","1011621516","0","0","1","0","0","16","2.347"
"0","1","1.01","10116215","1011621517","4","168","0","0","0","17","0"
"0","4","0","10116215","1011621518","0","0","1","0","0","18","1.545"
"168","1","1.84","10116215","1011621519","4","440","0","0","0","19","0"
"0","4","0","10116215","1011621520","0","0","1","0","0","20","2.212"
"0","1","2.916","10116215","1011621521","5","440","0","0","0","21","0"
"0","4","0","10116215","1011621522","0","0","1","0","0","22","4.146"
"0","2","0","10116215","1011621523","0","0","0","vo_won_10116215_04","vo_won","23","0"
"0","1","1.386","10116215","1011621524","6","216","0","0","0","24","0"
"0","4","0","10116215","1011621525","0","0","1","0","0","25","1.878"
"216","1","1.523","10116215","1011621526","6","440","0","0","0","26","0"
"0","4","0","10116215","1011621527","0","0","1","0","0","27","1.523"
"0","1","1.493","10116215","1011621528","7","190","0","0","0","28","0"
"0","4","0","10116215","1011621529","0","0","1","0","0","29","2.416"
"0","2","0","10116215","1011621530","0","0","0","vo_won_10116215_05","vo_won","30","0"
"0","1","0.341","10116215","1011621531","8","41","0","0","0","31","0"
"0","4","0","10116215","1011621532","0","0","1","0","0","32","0.921"
"41","1","3.701","10116215","1011621533","8","450","0","0","0","33","0"
"0","4","0","10116215","1011621534","0","0","1","0","0","34","4.45"
"0","2","0","10116215","1011621535","0","0","0","vo_won_10116215_06","vo_won","35","0"
"0","1","0.447","10116215","1011621536","9","56","0","0","0","36","0"
"0","4","0","10116215","1011621537","0","0","1","0","0","37","1.219"
"56","1","3.295","10116215","1011621538","9","410","0","0","0","38","0"
"0","4","0","10116215","1011621539","0","0","1","0","0","39","3.769"
"0","1","3.474","10116215","1011621540","10","430","0","0","0","40","0"
"0","4","0","10116215","1011621541","0","0","1","0","0","41","4.818"
"0","2","0","10116215","1011621542","0","0","0","vo_won_10116215_07","vo_won","42","0"
"0","1","2.628","10116215","1011621543","11","450","0","0","0","43","0"
"0","4","0","10116215","1011621544","0","0","1","0","0","44","3.159"
"0","1","2.454","10116215","1011621545","12","390","0","0","0","45","0"
"0","4","0","10116215","1011621546","0","0","1","0","0","46","3.582"
"0","2","0","10116215","1011621547","0","0","0","vo_won_10116215_08","vo_won","47","0"
"0","1","2.514","10116215","1011621548","13","360","0","0","0","48","0"
"0","4","0","10116215","1011621549","0","0","1","0","0","49","3.089"
"0","1","2.104","10116215","1011621550","14","300","0","0","0","50","0"
"0","4","0","10116215","1011621551","0","0","1","0","0","51","2.494"
"0","2","0","10116215","1011621552","0","0","0","vo_won_10116215_09","vo_won","52","0"
"300","1","0.799","10116215","1011621553","14","430","0","0","0","53","0"
"0","4","0","10116225","1011622501","0","0","1","0","0","1","0.8"
"0","2","0","10116225","1011622502","0","0","0","vo_won_10116225_01","vo_won","2","0"
"0","1","3.617","10116225","1011622503","1","430","0","0","0","3","0"
"0","4","0","10116225","1011622504","0","0","1","0","0","4","3.913"
"0","1","2.134","10116225","1011622505","2","311","0","0","0","5","0"
"0","4","0","10116225","1011622506","0","0","1","0","0","6","2.83"
"311","1","1.272","10116225","1011622507","2","450","0","0","0","7","0"
"0","4","0","10116225","1011622508","0","0","1","0","0","8","1.697"
"0","1","2.973","10116225","1011622509","3","400","0","0","0","9","0"
"0","4","0","10116225","1011622510","0","0","1","0","0","10","4.106"
"0","2","0","10116225","1011622511","0","0","0","vo_won_10116225_02","vo_won","11","0"
"0","1","3.799","10116225","1011622512","4","430","0","0","0","12","0"
"0","4","0","10116225","1011622513","0","0","1","0","0","13","4.289"
"0","1","3.027","10116225","1011622514","5","370","0","0","0","14","0"
"0","4","0","10116225","1011622515","0","0","1","0","0","15","3.596"
"0","1","2.979","10116225","1011622516","6","420","0","0","0","16","0"
"0","4","0","10116225","1011622517","0","0","1","0","0","17","3.713"
"0","1","3.625","10116225","1011622518","7","450","0","0","0","18","0"
"0","4","0","10116225","1011622519","0","0","1","0","0","19","4.113"
"0","1","4.389","10116225","1011622520","8","450","0","0","0","20","0"
"0","4","0","10116225","1011622521","0","0","1","0","0","21","5.693"
"0","2","0","10116225","1011622522","0","0","0","vo_won_10116225_03","vo_won","22","0"
"0","1","4.285","10116225","1011622523","9","450","0","0","0","23","0"
"0","4","0","10116225","1011622524","0","0","1","0","0","24","4.285"
"0","1","1.638","10116225","1011622525","10","230","0","0","0","25","0"
"0","4","0","10116225","1011622526","0","0","1","0","0","26","2.675"
"0","2","0","10116225","1011622527","0","0","0","vo_won_10116225_04","vo_won","27","0"
"0","1","2.181","10116225","1011622528","11","287","0","0","0","28","0"
"0","4","0","10116225","1011622529","0","0","1","0","0","29","2.757"
"287","1","0.688","10116225","1011622530","11","410","0","0","0","30","0"
"0","4","0","10116225","1011622531","0","0","1","0","0","31","1.004"
"0","1","4.031","10116225","1011622532","12","450","0","0","0","32","0"
"0","4","0","10116225","1011622533","0","0","1","0","0","33","4.031"
"0","1","1.989","10116225","1011622534","13","280","0","0","0","34","0"
"0","4","0","10116225","1011622535","0","0","1","0","0","35","2.935"
"0","2","0","10116225","1011622536","0","0","0","vo_won_10116225_05","vo_won","36","0"
"0","1","1.9","10116225","1011622537","14","272","0","0","0","37","0"
"0","4","0","10116225","1011622538","0","0","1","0","0","38","2.389"
"272","1","1.731","10116225","1011622539","14","430","0","0","0","39","0"
"0","4","0","10116235","1011623501","0","0","1","0","0","1","0.8"
"0","2","0","10116235","1011623502","0","0","0","vo_won_10116235_01","vo_won","2","0"
"0","1","3.959","10116235","1011623503","1","450","0","0","0","3","0"
"0","4","0","10116235","1011623504","0","0","1","0","0","4","4.004"
"0","1","3.661","10116235","1011623505","2","450","0","0","0","5","0"
"0","4","0","10116235","1011623506","0","0","1","0","0","6","4.388"
"0","1","4.078","10116235","1011623507","3","450","0","0","0","7","0"
"0","4","0","10116235","1011623508","0","0","1","0","0","8","4.692"
"0","1","3.755","10116235","1011623509","4","450","0","0","0","9","0"
"0","4","0","10116235","1011623510","0","0","1","0","0","10","3.755"
"0","1","0.508","10116235","1011623511","5","120","0","0","0","11","0"
"0","4","0","10116235","1011623512","0","0","1","0","0","12","1.54"
"0","2","0","10116235","1011623513","0","0","0","vo_won_10116235_02","vo_won","13","0"
"0","1","2.822","10116235","1011623514","6","430","0","0","0","14","0"
"0","4","0","10116235","1011623515","0","0","1","0","0","15","2.822"
"0","1","3.483","10116235","1011623516","7","450","0","0","0","16","0"
"0","4","0","10116235","1011623517","0","0","1","0","0","17","3.483"
"0","1","0.916","10116235","1011623518","8","125","0","0","0","18","0"
"0","4","0","10116235","1011623519","0","0","1","0","0","19","1.779"
"125","1","3.202","10116235","1011623520","8","450","0","0","0","20","0"
"0","4","0","10116235","1011623521","0","0","1","0","0","21","3.202"
"0","1","3.61","10116235","1011623522","9","440","0","0","0","22","0"
"0","4","0","10116235","1011623523","0","0","1","0","0","23","4.249"
"0","1","3.269","10116235","1011623524","10","380","0","0","0","24","0"
"0","4","0","10116235","1011623525","0","0","1","0","0","25","3.269"
"0","1","2.274","10116235","1011623526","11","260","0","0","0","26","0"
"0","4","0","10116235","1011623527","0","0","1","0","0","27","2.643"
"0","2","0","10116235","1011623528","0","0","0","vo_won_10116235_03","vo_won","28","0"
"0","1","3.522","10116235","1011623529","12","380","0","0","0","29","0"
"0","4","0","10116235","1011623530","0","0","1","0","0","30","4.483"
"0","1","2.691","10116235","1011623531","13","440","0","0","0","31","0"
"0","4","0","10116235","1011623532","0","0","1","0","0","32","2.828"
"0","1","1.702","10116235","1011623533","14","300","0","0","0","33","0"
