28a994c2a0e1af7269ae4bb694a76eb27c9dedfa47177cc7f918fb23771a8956,c033e26a1fdb76729810666babfa9993fe0590bcfe35900af80d2ecf03abf238,17b7055bd51bb8bcd016bec9d765d82844af4b1408ade7f157a04eaa0a54ffdd,bd81e05bdef2e1778560349ab55022aec6c1122eef4d65edc6778a103af3a1b2,9d7d577482d7a6a572b042eacdca0abacff3c18310576871e5c6c6879951ebc8,7148eca87d1394615a075a62fb57ad480947f4204027df001ed825090b818488,e8da4da651fcc5f6606fe5621809eddf8931fb1ce112d038530823df4bbef41e,39b7cf75211da3a1a71063393c4175cfd37c6fafd5063f8d7a6a818667c250ae,2c1f767f1a124bb8af9f229d09343bfd7227665585e17bf85750989f5b9599f7,b423361cf6fe464184878845ef74992733f78be1aeb608e903d4425979bcde80,c6f420827b03df4750a53308ff89ff0e781ce38767426f713a14e4b124efd1b2,9ca61b0a5c4140c7007ee90173763c6337266df46f2b3d77b17a075d2c73a8d4,839611986cff0596d60c495cbbecbc8c7d8903378789fedd9fb28d59094db587,1c0bd244817be7d7776cc51b26a0cfd7f4950329b7ef78534fc75c73ec781614,9203a3381d34f18f9a1b770691651319ed1f60dd590418436bff373761415e52,759858b9b6066b66cb3d92629910c341ef3e25aa792f671549f4042329df58b4,2d367b4a2f93f2ef3b280d3e55fc95fabc5b47a8871a72d6418112a40edbcb5d,6ce8e5357bc75661c8e4a208721af627a0aabe0e244657b3fa861ef21e909b9f,42184795598030f5e2d00c45b9aef1367ea00e03cc800cb2bdfac8b48287ab6f
"505","0","10","0","0","0","0","100201","0","0","175","33","0","5","15","349","4","0","0"
"1035","0","25","0","0","0","0","100201","0","0","175","52","0","6","15","522","12","0","0"
"1395","0","30","0","0","0","0","100201","0","0","175","66","0","7","85","790","14","0","0"
"1675","0","75","0","0","0","0","100201","0","0","175","88","4","8","85","1089","19","0","0"
"2130","0","110","0","0","5","6","100201","0","0","175","109","9","9","100","1389","25","0","0"
"2490","0","115","0","0","10","30","100201","0","0","395","126","14","10","135","1758","28","0","0"
"2910","0","129","0","0","10","53","100201","0","0","735","145","14","11","151","2159","35","0","0"
"3430","0","138","0","0","12","63","100201","0","0","955","171","17","12","177","2471","56","0","0"
"3810","0","140","0","0","14","63","100201","0","0","1175","209","20","13","199","2705","94","0","0"
"3990","0","146","0","0","16","71","100201","0","0","1295","251","20","14","199","2982","133","0","0"
"4130","0","151","0","0","18","81","100201","0","0","1395","293","20","15","199","3310","168","0","0"
"4330","0","157","0","0","18","81","100201","0","0","1495","336","20","16","199","3658","208","0","0"
"4510","0","158","0","0","18","81","100201","0","0","1495","384","20","17","214","4008","250","3","0"
"4915","0","158","0","0","18","81","100201","0","0","1495","441","20","18","229","4353","295","6","0"
"5560","0","158","0","0","18","81","100201","0","0","1590","506","20","19","229","4719","349","6","0"
"6145","0","158","0","0","18","93","100201","0","0","1685","568","20","20","229","5176","406","6","0"
"6765","0","158","0","0","18","93","100201","0","0","1685","646","20","21","229","5618","472","6","0"
"8080","0","158","0","0","18","93","100201","0","0","1685","725","20","22","229","6142","541","6","0"
"9855","0","158","0","0","18","93","100201","0","0","1685","810","20","23","229","6707","619","6","0"
"11380","0","158","0","0","18","93","100201","0","0","1685","901","20","24","229","7347","704","6","0"
"12675","0","158","0","0","18","103","100201","0","0","1685","987","20","25","229","8212","784","6","0"
"13965","0","158","0","0","18","118","100201","0","0","1685","1062","20","26","229","9328","853","6","0"
"15535","0","158","0","0","18","128","100201","0","0","1685","1132","20","27","229","10563","920","6","0"
"17300","0","158","0","0","18","138","100201","0","0","1685","1203","20","28","229","11885","990","6","0"
"19295","0","158","0","0","18","148","100201","0","0","1685","1279","20","29","229","13290","1066","6","0"
"21525","0","158","0","0","18","158","100201","0","0","1685","1360","20","30","229","14765","1147","6","0"
"23915","0","158","0","0","18","168","100201","0","0","1685","1443","20","31","229","16312","1230","6","0"
"26460","0","158","0","0","18","178","100201","0","0","1685","1528","20","32","229","17930","1315","6","0"
"29250","0","158","0","0","18","188","100201","0","0","1685","1615","20","33","229","19645","1402","6","0"
"32450","0","158","0","0","18","198","100201","0","0","1685","1704","20","34","229","21457","1491","6","0"
"36060","0","158","0","0","18","208","100201","0","0","1685","1794","20","35","229","23342","1581","6","0"
"40010","0","158","0","0","18","218","100201","0","0","1685","1885","20","36","229","25290","1672","6","0"
"44205","0","158","0","0","18","228","100201","0","0","1685","1978","20","37","229","27300","1765","6","0"
"48640","0","158","0","0","18","238","100201","0","0","1685","2072","20","38","229","29381","1859","6","0"
"53405","0","158","0","0","18","248","100201","0","0","1685","2166","20","39","229","31528","1953","6","0"
"95","0","0","0","0","0","0","100301","22","0","75","0","0","2","0","0","2","0","0"
"310","0","0","0","0","0","0","100301","71","0","125","2","0","3","0","0","6","0","0"
"685","0","0","0","0","0","0","100301","176","0","155","4","0","4","10","0","11","0","0"
"1435","0","5","0","0","0","0","100301","289","0","155","11","0","5","20","0","20","0","0"
"2300","0","5","0","0","0","0","100301","499","0","245","13","0","6","35","0","31","0","0"
"3270","0","5","0","0","0","0","100301","746","0","715","15","0","7","35","0","43","0","0"
"4025","0","5","0","3","0","0","100301","1040","0","715","23","0","8","50","0","57","0","0"
"4630","0","5","0","7","0","0","100301","1353","0","1115","31","9","9","65","0","71","0","20"
"4990","0","30","0","12","0","0","100301","1729","0","1115","40","18","10","65","0","80","5","50"
"5410","0","40","0","17","0","0","100301","2147","13","1115","49","18","11","65","0","88","7","88"
"6180","0","40","0","17","0","0","100301","2581","29","1115","56","21","12","65","0","98","7","130"
"6670","0","40","0","17","0","0","100301","3026","42","1115","66","24","13","98","0","112","7","163"
"7050","0","40","0","17","0","0","100301","3571","42","1115","76","24","14","131","0","123","7","214"
"7420","0","40","0","17","0","0","100301","4098","42","1115","91","24","15","131","0","142","7","280"
"7560","0","40","0","17","0","0","100301","4716","45","1115","99","24","16","143","0","156","7","370"
"7750","0","40","0","17","0","0","100301","5390","48","1115","105","24","17","143","0","170","7","467"
"8015","0","40","0","17","0","0","100301","6136","48","1115","114","24","18","143","0","179","7","591"
"8340","0","40","0","17","0","0","100301","6947","48","1115","126","24","19","143","0","191","7","730"
"8665","0","40","0","17","0","0","100301","7816","48","1115","138","24","20","143","0","213","7","849"
"8950","0","40","0","17","0","0","100301","8795","48","1115","149","24","21","143","0","233","7","980"
"9165","0","40","0","17","0","0","100301","9978","48","1115","162","24","22","143","0","249","7","1098"
"9510","0","40","0","17","0","0","100301","11268","48","1115","181","24","23","143","0","273","7","1169"
"10190","0","40","0","17","0","0","100301","12629","48","1115","203","24","24","143","0","296","7","1230"
"10710","0","40","0","17","0","0","100301","14227","48","1115","222","24","25","143","0","310","7","1293"
"11535","0","40","0","17","0","0","100301","16038","48","1115","231","24","26","143","0","316","7","1332"
"12780","0","40","0","17","0","0","100301","17934","48","1115","238","24","27","143","0","321","7","1356"
"14025","0","40","0","17","0","0","100301","19958","48","1115","245","24","28","143","0","326","7","1380"
"15210","0","40","0","17","0","0","100301","22063","48","1115","260","24","29","143","0","341","7","1405"
"16130","0","40","0","17","0","0","100301","24192","48","1115","290","24","30","143","0","371","7","1431"
"17315","0","40","0","17","0","0","100301","26550","48","1115","305","24","31","143","0","386","7","1457"
"18865","0","40","0","17","0","0","100301","29128","48","1115","305","24","32","143","0","386","7","1483"
"20515","0","40","0","17","0","0","100301","31789","48","1115","305","24","33","143","0","386","7","1508"
"22000","0","40","0","17","0","0","100301","34482","48","1115","320","24","34","143","0","401","7","1532"
"23485","0","40","0","17","0","0","100301","37354","48","1115","335","24","35","143","0","416","7","1556"
"24970","0","40","0","17","0","0","100301","40325","48","1115","351","24","36","143","0","432","7","1580"
"26290","0","40","0","17","0","0","100301","43265","48","1115","383","24","37","143","0","464","7","1604"
"27800","0","40","0","17","0","0","100301","46437","48","1115","399","24","38","143","0","480","7","1628"
"29500","0","40","0","17","0","0","100301","49834","48","1115","399","24","39","143","0","480","7","1652"
"65","0","0","0","0","0","0","100401","10","0","100","0","0","2","10","0","2","1","0"
"185","0","0","0","0","0","0","100401","58","0","200","0","0","3","25","0","5","2","0"
"475","0","0","0","0","0","0","100401","135","0","360","4","0","4","50","0","10","4","0"
"985","0","0","0","0","0","0","100401","243","0","520","10","0","5","80","0","17","7","0"
"1515","0","0","0","3","0","0","100401","429","0","820","14","0","6","95","0","25","11","0"
"1835","0","0","0","6","0","0","100401","674","0","1425","20","0","7","120","0","34","15","0"
"2735","0","0","0","6","0","0","100401","912","0","1985","32","9","8","145","0","48","15","10"
"3480","0","0","0","6","5","0","100401","1157","0","1985","48","23","9","145","10","67","22","30"
"4330","0","15","0","6","10","0","100401","1392","0","1985","68","28","10","145","20","87","27","60"
"5030","0","35","0","6","10","0","100401","1695","3","1985","88","28","11","145","20","105","32","86"
"5430","0","55","0","6","10","0","100401","2037","6","2085","106","28","12","145","20","126","39","108"
"5630","0","55","0","6","10","0","100401","2425","6","2285","125","28","13","170","20","155","41","151"
"5830","0","57","0","6","10","0","100401","2845","6","2285","144","28","14","170","20","189","41","215"
"5830","0","57","0","6","12","0","100401","3314","9","2285","167","28","15","170","20","212","43","289"
"5830","0","57","0","6","12","0","100401","3815","17","2385","190","28","16","170","20","232","45","378"
"5930","0","57","0","6","12","0","100401","4337","22","2535","209","28","17","170","20","263","45","465"
"5990","0","57","0","6","12","0","100401","4884","22","2685","237","28","18","170","20","291","50","573"
"6085","0","57","0","6","12","0","100401","5553","22","2685","266","28","19","170","20","323","52","655"
"6185","0","57","0","6","12","0","100401","6292","22","2780","293","28","20","170","20","368","52","696"
"6430","0","57","0","6","12","0","100401","7020","22","2780","333","28","21","170","20","419","52","740"
"6660","0","57","0","6","12","0","100401","7888","22","2780","383","28","22","170","20","468","52","788"
"7065","0","57","0","6","12","0","100401","8928","22","2780","428","28","23","170","20","519","52","817"
"7385","0","57","0","6","12","0","100401","10110","22","2780","474","28","24","170","20","566","52","835"
"7705","0","57","0","6","12","0","100401","11440","22","2780","523","28","25","170","20","611","52","867"
"8000","0","57","0","6","12","0","100401","12898","22","2780","576","28","26","170","20","656","52","902"
"8455","0","57","0","6","12","0","100401","14495","22","2780","624","28","27","170","20","697","52","929"
"9000","0","57","0","6","12","0","100401","16211","22","2780","669","28","28","170","20","740","52","963"
"10655","0","57","0","6","12","0","100401","17592","22","2780","751","28","29","170","20","822","52","986"
"12805","0","57","0","6","12","0","100401","18978","22","2780","842","28","30","170","20","913","52","1000"
"15175","0","57","0","6","12","0","100401","20529","22","2780","925","28","31","170","20","996","52","1014"
"17965","0","57","0","6","12","0","100401","22273","22","2780","995","28","32","170","20","1066","52","1027"
"21205","0","57","0","6","12","0","100401","24101","22","2780","1061","28","33","170","20","1132","52","1039"
"24690","0","57","0","6","12","0","100401","25905","22","2780","1143","28","34","170","20","1214","52","1051"
"28585","0","57","0","6","12","0","100401","27832","22","2780","1226","28","35","170","20","1297","52","1063"
"32820","0","57","0","6","12","0","100401","29820","22","2780","1310","28","36","170","20","1381","52","1075"
"37135","0","57","0","6","12","0","100401","31739","22","2780","1411","28","37","170","20","1482","52","1087"
"41880","0","57","0","6","12","0","100401","33853","22","2780","1497","28","38","170","20","1568","52","1099"
"47145","0","57","0","6","12","0","100401","36155","22","2780","1567","28","39","170","20","1638","52","1111"
"80","0","0","0","0","0","0","100501","12","0","125","0","0","2","0","0","4","0","0"
"350","0","0","0","0","0","0","100501","49","0","225","0","0","3","0","0","8","1","0"
"880","0","0","0","0","0","0","100501","110","0","275","3","0","4","15","0","17","1","0"
"1660","0","0","0","0","0","0","100501","173","0","275","11","0","5","15","0","28","7","0"
"2925","0","0","0","3","0","0","100501","265","0","275","19","0","6","15","0","48","7","0"
"3595","0","0","0","6","0","0","100501","476","0","275","29","0","7","40","0","66","7","0"
"4800","0","0","0","10","0","0","100501","615","0","575","49","0","8","40","0","87","7","0"
"5635","0","15","0","14","0","0","100501","788","0","1025","72","5","9","40","10","104","12","0"
"6415","0","15","0","17","0","0","100501","1027","5","1325","94","10","10","65","20","125","12","0"
"7295","0","25","0","20","0","0","100501","1305","10","1625","112","10","11","65","20","148","12","30"
"8135","0","35","0","20","0","0","100501","1564","10","1875","136","12","12","65","20","178","12","80"
"8655","0","37","0","20","0","0","100501","1861","10","2095","160","17","13","65","20","214","12","126"
"9045","0","39","0","20","2","0","100501","2191","10","2215","189","17","14","71","20","249","12","162"
"9235","0","39","0","20","4","0","100501","2575","10","2315","219","17","15","77","20","280","14","202"
"9365","0","39","0","20","4","0","100501","2930","10","2415","260","17","16","89","20","319","14","236"
"9655","0","39","0","20","4","0","100501","3244","14","2415","312","17","17","89","20","357","17","280"
"9935","0","39","0","20","4","0","100501","3595","18","2415","371","17","18","89","20","394","20","352"
"10305","0","39","0","20","4","0","100501","4029","18","2510","428","17","19","89","20","443","20","409"
"10590","0","39","0","20","4","0","100501","4501","18","2605","489","17","20","89","20","498","25","436"
"10800","0","39","0","20","4","0","100501","5022","18","2605","559","17","21","89","20","554","30","488"
"11290","0","39","0","20","4","0","100501","5725","18","2605","622","17","22","89","20","612","30","587"
"11605","0","39","0","20","4","0","100501","6562","18","2605","685","17","23","89","20","681","30","681"
"11925","0","39","0","20","4","0","100501","7465","18","2605","756","17","24","89","20","754","30","746"
"12540","0","39","0","20","4","0","100501","8484","18","2605","831","17","25","89","20","825","30","813"
"13290","0","39","0","20","4","0","100501","9621","18","2605","910","17","26","89","20","896","30","864"
"14290","0","39","0","20","4","0","100501","10886","18","2605","985","17","27","89","20","964","30","892"
"17330","0","39","0","20","4","0","100501","11991","18","2605","1064","17","28","89","20","1041","30","911"
"22690","0","39","0","20","4","0","100501","12893","18","2605","1153","17","29","89","20","1130","30","921"
"28565","0","39","0","20","4","0","100501","13832","18","2605","1247","17","30","89","20","1224","30","931"
"34730","0","39","0","20","4","0","100501","14808","18","2605","1345","17","31","89","20","1322","30","941"
"41265","0","39","0","20","4","0","100501","15821","18","2605","1446","17","32","89","20","1423","30","951"
"48415","0","39","0","20","4","0","100501","16891","18","2605","1549","17","33","89","20","1526","30","961"
"56345","0","39","0","20","4","0","100501","18018","18","2605","1654","17","34","89","20","1631","30","971"
"64985","0","39","0","20","4","0","100501","19183","18","2605","1760","17","35","89","20","1737","30","981"
"74185","0","39","0","20","4","0","100501","20385","18","2605","1867","17","36","89","20","1844","30","991"
"83850","0","39","0","20","4","0","100501","21624","18","2605","1976","17","37","89","20","1953","30","1001"
"94005","0","39","0","20","4","0","100501","22900","18","2605","2086","17","38","89","20","2063","30","1011"
"104695","0","39","0","20","4","0","100501","24213","18","2605","2196","17","39","89","20","2173","30","1021"
"55","0","0","0","0","0","0","100601","0","0","75","2","0","2","0","23","1","0","0"
"150","0","0","0","0","0","0","100601","0","0","150","7","0","3","0","78","2","0","0"
"325","0","10","0","0","0","0","100601","0","0","200","16","0","4","5","169","5","0","0"
"625","0","10","0","0","0","0","100601","0","0","200","32","0","5","15","322","7","0","0"
"1155","0","25","0","0","0","0","100601","0","0","200","51","0","6","15","495","15","0","0"
"1515","0","30","0","0","0","0","100601","26","0","200","69","0","7","50","724","22","0","0"
"2115","0","60","0","0","0","0","100601","26","0","200","93","4","8","85","960","29","0","0"
"2650","0","95","0","0","5","0","100601","26","0","200","120","9","9","85","1224","40","0","0"
"3240","0","105","0","0","10","13","100601","26","0","420","143","14","10","85","1549","50","0","0"
"3840","0","119","0","0","10","28","100601","26","0","640","167","14","11","101","1880","66","0","0"
"4200","0","135","0","0","17","43","100601","26","0","760","192","17","12","111","2215","79","0","0"
"4640","0","135","0","0","19","69","100601","26","0","980","217","17","13","121","2582","102","0","0"
"4760","0","137","0","0","19","93","100601","26","0","1220","250","17","14","133","2954","130","0","0"
"4990","0","146","0","0","21","109","100601","26","0","1220","282","17","15","133","3356","157","0","0"
"5140","0","152","0","0","21","129","100601","26","0","1320","316","17","16","133","3805","183","0","0"
"5260","0","153","0","0","21","144","100601","26","0","1320","353","17","17","158","4258","216","0","0"
"5665","0","153","0","0","21","169","100601","26","0","1320","397","17","18","173","4708","248","3","0"
"6310","0","153","0","0","21","193","100601","26","0","1320","447","17","19","173","5206","287","3","0"
"6860","0","153","0","0","21","240","100601","26","0","1415","493","17","20","173","5797","327","3","0"
"7370","0","153","0","0","21","288","100601","26","0","1515","543","17","21","173","6452","370","3","0"
"8370","0","153","0","0","21","318","100601","26","0","1515","603","17","22","173","7171","420","3","0"
"10145","0","153","0","0","21","318","100601","26","0","1515","672","17","23","173","7937","474","3","0"
"11670","0","153","0","0","21","333","100601","26","0","1515","738","17","24","173","8818","533","3","0"
"12670","0","153","0","0","21","355","100601","26","0","1515","798","17","25","173","9964","587","3","0"
"13505","0","153","0","0","21","377","100601","26","0","1515","847","17","26","173","11385","630","3","0"
"14530","0","153","0","0","21","394","100601","26","0","1515","890","17","27","173","12944","670","3","0"
"15675","0","153","0","0","21","411","100601","26","0","1515","933","17","28","173","14609","712","3","0"
"16895","0","153","0","0","21","429","100601","26","0","1515","979","17","29","173","16394","758","3","0"
"18270","0","153","0","0","21","447","100601","26","0","1515","1029","17","30","173","18267","808","3","0"
"19725","0","153","0","0","21","465","100601","26","0","1515","1080","17","31","173","20231","859","3","0"
"21260","0","153","0","0","21","483","100601","26","0","1515","1132","17","32","173","22285","911","3","0"
"22870","0","153","0","0","21","500","100601","26","0","1515","1186","17","33","173","24455","965","3","0"
"24650","0","153","0","0","21","517","100601","26","0","1515","1241","17","34","173","26760","1020","3","0"
"26670","0","153","0","0","21","534","100601","26","0","1515","1297","17","35","173","29157","1076","3","0"
"28860","0","153","0","0","21","551","100601","26","0","1515","1354","17","36","173","31636","1133","3","0"
"31220","0","153","0","0","21","568","100601","26","0","1515","1412","17","37","173","34195","1191","3","0"
"33655","0","153","0","0","21","585","100601","26","0","1515","1471","17","38","173","36844","1250","3","0"
"36255","0","153","0","0","21","602","100601","26","0","1515","1530","17","39","173","39578","1309","3","0"
"80","0","0","0","0","0","0","100701","6","0","100","0","0","2","0","0","3","2","0"
"200","0","0","0","0","0","0","100701","46","0","200","0","0","3","0","0","10","3","0"
"550","0","0","0","0","0","0","100701","94","0","360","5","0","4","0","0","20","7","0"
"1060","0","0","0","0","0","0","100701","190","0","520","11","0","5","0","0","35","10","0"
"1740","0","0","0","0","0","0","100701","323","0","890","19","0","6","0","0","53","14","0"
"2330","0","0","0","0","0","0","100701","480","0","1260","34","0","7","0","0","76","18","0"
"3510","0","0","0","0","0","0","100701","593","0","1585","50","0","8","0","0","97","28","0"
"4255","0","0","0","0","0","0","100701","790","0","1585","70","5","9","0","10","124","35","5"
"5065","0","0","0","0","0","0","100701","1035","0","1585","90","13","10","0","20","152","36","20"
"5765","0","20","0","0","0","0","100701","1296","0","1585","110","16","11","0","20","177","41","40"
"6265","0","40","0","0","0","0","100701","1558","10","1685","132","16","12","0","20","205","48","50"
"6785","0","42","0","0","0","0","100701","1786","20","1785","165","16","13","0","20","245","52","50"
"7005","0","44","0","2","2","0","100701","2066","20","1785","204","16","14","0","20","285","54","60"
"7005","0","44","0","4","4","0","100701","2455","20","1885","239","16","15","0","20","317","56","70"
"7205","0","44","0","4","4","0","100701","2857","25","1985","269","16","16","0","20","357","56","82"
"7715","0","44","0","4","4","0","100701","3253","30","2135","296","16","17","0","20","401","59","82"
"8025","0","44","0","4","4","0","100701","3721","30","2285","334","16","18","0","20","439","64","94"
"8025","0","44","0","4","4","0","100701","4301","30","2380","375","16","19","0","20","484","66","116"
"8060","0","44","0","4","4","0","100701","4938","30","2475","419","16","20","0","20","536","66","136"
"8205","0","44","0","4","4","0","100701","5511","30","2475","486","16","21","0","20","590","71","148"
"8695","0","44","0","4","4","0","100701","6189","30","2475","552","16","22","0","20","656","71","188"
"9010","0","44","0","4","4","0","100701","6953","30","2475","622","16","23","0","20","742","71","188"
"9330","0","44","0","4","4","0","100701","7793","30","2475","697","16","24","0","20","830","71","188"
"9945","0","44","0","4","4","0","100701","8782","30","2475","772","16","25","0","20","912","71","205"
"10695","0","44","0","4","4","0","100701","9897","30","2475","851","16","26","0","20","990","71","231"
"11695","0","44","0","4","4","0","100701","11147","30","2475","926","16","27","0","20","1062","71","249"
"14735","0","44","0","4","4","0","100701","12226","30","2475","1007","16","28","0","20","1143","71","258"
"18005","0","44","0","4","4","0","100701","13384","30","2475","1094","16","29","0","20","1230","71","267"
"21790","0","44","0","4","4","0","100701","14579","30","2475","1186","16","30","0","20","1322","71","276"
"27955","0","44","0","4","4","0","100701","15520","30","2475","1288","16","31","0","20","1424","71","276"
"34490","0","44","0","4","4","0","100701","16499","30","2475","1393","16","32","0","20","1529","71","276"
"41640","0","44","0","4","4","0","100701","17534","30","2475","1500","16","33","0","20","1636","71","276"
"49570","0","44","0","4","4","0","100701","18625","30","2475","1609","16","34","0","20","1745","71","276"
"58210","0","44","0","4","4","0","100701","19754","30","2475","1719","16","35","0","20","1855","71","276"
"67410","0","44","0","4","4","0","100701","20920","30","2475","1830","16","36","0","20","1966","71","276"
"77075","0","44","0","4","4","0","100701","22123","30","2475","1943","16","37","0","20","2079","71","276"
"87230","0","44","0","4","4","0","100701","23364","30","2475","2057","16","38","0","20","2193","71","276"
"97920","0","44","0","4","4","0","100701","24643","30","2475","2171","16","39","0","20","2307","71","276"
"55","0","0","0","0","0","0","100801","0","0","75","2","0","2","0","23","1","0","0"
"150","0","0","0","0","0","0","100801","0","0","150","7","0","3","0","78","2","0","0"
"325","0","10","0","0","0","0","100801","0","0","200","16","0","4","5","169","5","0","0"
"625","0","10","0","0","0","0","100801","0","0","200","32","0","5","15","322","7","0","0"
"1155","0","25","0","0","0","0","100801","0","0","200","51","0","6","15","495","15","0","0"
"1515","0","30","0","0","0","0","100801","26","0","200","69","0","7","50","724","22","0","0"
"1680","0","75","0","0","0","0","100801","52","0","200","91","4","8","50","1003","29","0","0"
"2215","0","110","0","0","5","0","100801","52","0","200","118","9","9","50","1267","40","0","0"
"2755","0","115","0","0","10","16","100801","52","0","300","140","14","10","85","1566","52","0","0"
"3175","0","129","0","0","10","34","100801","52","0","840","166","14","11","101","1937","57","0","0"
"3335","0","135","0","0","17","59","100801","52","0","960","185","17","12","127","2352","64","0","0"
"3575","0","135","0","0","22","93","100801","52","0","1080","204","17","13","137","2797","77","0","0"
"3775","0","135","0","0","22","127","100801","52","0","1320","229","17","14","149","3253","93","0","0"
"4005","0","144","0","0","22","157","100801","52","0","1440","251","17","15","149","3747","110","0","0"
"4185","0","150","0","0","22","193","100801","52","0","1440","273","17","16","149","4294","126","0","0"
"4255","0","151","0","0","22","228","100801","52","0","1440","301","17","17","174","4848","145","0","0"
