516543932a6e69baada45ef65e003338688d5065dcdd53f3ac9d295efd7d8d7e,3f522bb5f6aa106311724842e5403802a15fcac58c0fedc6ae854f2dc8a80731,1512769a9a0ef6b739163f1a8a45800cd7c2d93fafa6de7e3e84d53accaaa00b,c6d487172502cd30aebbfa01d5c2682ab3f056446593932d2b12cd19333862cc,20523558ce4233379c4b6b7612f93209a2f5eaf2878e9545ac72188165bd654a,50d6e27373ed57cabcb65747ad3eb8db9c52322bca55dee64a9b873524f58825,6ecea783a8e2f0a48986e743934a1f0e327945f1fb2467b57d0571f69d9c6403,74aea1aea3edcf2183452fa5b8a79fde13167e4637944e186e27a2ba25dbbee6,d554e58b80c46947f2c9c7abc41b0d2108e3731caf2d71683ec34fff607f5511,caad0d784fae6cacdbd127abdb2648a35cfc7b2669dee1f3fd388bd318fe8237,04fcbd2780b4f6549e89eca7c8665a75eb0b340243547b39cd25760609ebb96b
"","","6","","4","","","1","","0","6031"
"","","6","","93","","","0.6","","0","6032"
"","0.2","6","","3","0","","1","","top_luis_experiment_failer_in","6033"
"","","6","","93","","","2.3","","0","6034"
"","0.1","6","","3","0","","1","","top_luis_experiment_failer_mix","6035"
"","","6","","93","","","2.7","","0","6036"
"","0.2","6","top_sono_notice_loop_surprise","3","0","0","3","1","top_sono_notice_in_surprise","6037"
"","","6","","32","","","13","","1","6038"
"","0.1","6","","3","0","","1","","top_luis_experiment_failer_burst","6039"
"","","6","","93","","","2.7","","0","6040"
"","0.2","6","","3","1","","3","","top_sono_readPaper_loop","6041"
"","0.1","6","","3","0","","1","","top_luis_experiment_failer_out","6042"
"","","6","","93","","","1.1","","0","6043"
"","0.2","6","idle_normal","3","0","0","1","1","top_luis_sit_out","6044"
"","","6","","4","","","1","","1","6045"
"","","6","0","2","-140","","1","0","-57","6046"
"","","6","0.3","2","-130","","1","0","-100","6047"
"","","6","","93","","","1","","0","6048"
"","0.2","6","","3","0","","1","","walk_normal","6049"
"","","6","1","2","-103","","1","0","-216","6050"
"","","6","","93","","","1","","0","6051"
"","0.1","6","","3","0","","1","","idle_normal","6052"
"","","6","","93","","","0.8","","0","6053"
"","","6","","32","","","13","","0","6054"
"","0.2","6","top_luis_arm_crossed_idle","3","0","0","1","1","top_luis_arm_crossed_in","6055"
"","","6","","93","","","4","","0","6056"
"","0.2","6","top_luis_approach_idle","3","0","0","1","1","top_luis_approach_in","6057"
"","","6","","93","","","3.5","","0","6058"
"","0.2","6","","3","1","","1","","top_luis_thinking","6059"
"","","6","","93","","","3.5","","0","6060"
"","0.2","6","","3","1","","1","","top_luis_walk_think","6061"
"","","6","2","2","-103","","1","0","-495","6062"
"","","6","","93","","","2","","0","6063"
"","","6","","4","","","1","","0","6064"
"","","6","2","2","-103","","1","0","-216","6065"
"","","6","","93","","","2","","0","6066"
"","0","6","","3","1","","1","","top_luis_notice","6067"
"","","6","","93","","","1","","0","6068"
"","0.2","6","","3","1","","1","","top_luis_walk_jog","6069"
"","","6","0.5","2","-130","","1","0","-100","6070"
"","","6","","93","","","0.5","","0","6071"
"","","6","","4","","","1","","1","6072"
"","0.2","6","top_luis_sit_idle","3","0","0","1","1","top_luis_sit_in","6073"
"","","6","","93","","","0.1","","0","6074"
"","","6","0.4","2","-140","","1","0","-57","6075"
"","","6","","93","","","0.4","","0","6076"
"","","6","0","2","-140","","1","0","-16","6077"
"","","6","","4","","","1","","0","6078"
"","","6","","93","","","0.6","","0","6079"
"","0.2","6","","3","0","","1","","top_luis_experiment_success_in","6080"
"","","6","","93","","","2.3","","0","6081"
"","0.1","6","","3","0","","1","","top_luis_experiment_success_mix","6082"
"","","6","","93","","","2.7","","0","6083"
"","0.2","6","top_sono_notice_loop_dere","3","0","0","3","1","top_sono_notice_in_dere","6084"
"","","6","","32","","","14","","1","6085"
"","0.1","6","","3","0","","1","","top_luis_experiment_success_burst","6086"
"","","6","","93","","","2.7","","0","6087"
"","0.2","6","","3","1","","3","","top_sono_readPaper_loop","6088"
"","0.1","6","","3","0","","1","","top_luis_experiment_success_out","6089"
"","","6","","93","","","1.1","","0","6090"
"","0.2","6","idle_normal","3","0","0","1","1","top_luis_sit_out","6091"
"","","6","","4","","","1","","1","6092"
"","","6","0","2","-140","","1","0","-57","6093"
"","","6","0.3","2","-130","","1","0","-100","6094"
"","","6","","93","","","1","","0","6095"
"","0.2","6","","3","0","","1","","walk_normal","6096"
"","","6","1","2","-103","","1","0","-216","6097"
"","","6","","93","","","1","","0","6098"
"","0.1","6","","3","0","","1","","idle_normal","6099"
"","","6","","93","","","0.8","","0","6100"
"","","6","","32","","","14","","0","6101"
"","","6","0","101","0","","6008","","","6102"
"idle_normal","1.4","7","-216","5","100","1","1","-103","1","7001"
"top_iroha_read_loop","1.43","7","452","5","110","1","2","-130","2","7002"
"top_sono_readPaper_loop","1.38","7","350","5","101","1","3","-130","3","7003"
"butterfly","1.4","7","980","5","111","1","11","130","11","7004"
"","0","7","-130","31","452","","11","1","11","7005"
"","0","7","-140","31","56","","14","1","14","7006"
"","","7","","91","","","0","","0","7007"
"","0.2","7","","3","1","","2","","top_iroha_read_loop","7008"
"","0.2","7","","3","1","","3","","top_sono_readPaper_loop","7009"
"","0.2","7","top_luis_arm_crossed_idle","3","0","0","1","1","top_luis_arm_crossed_in","7010"
"","","7","","93","","","4","","0","7011"
"","0.2","7","top_luis_approach_idle","3","0","0","1","1","top_luis_approach_in","7012"
"","","7","","93","","","3.5","","0","7013"
"","0.2","7","","3","1","","1","","top_luis_thinking","7014"
"","","7","","93","","","3.5","","0","7015"
"","0.2","7","","3","1","","1","","top_luis_walk_think","7016"
"","","7","2","2","-103","","1","0","-495","7017"
"","","7","","93","","","2","","0","7018"
"","","7","","4","","","1","","0","7019"
"","","7","2","2","-103","","1","0","-216","7020"
"","","7","","93","","","2","","0","7021"
"","0","7","","3","1","","1","","top_luis_notice","7022"
"","","7","","93","","","1","","0","7023"
"","0.2","7","","3","1","","1","","top_luis_walk_jog","7024"
"","","7","0.5","2","-130","","1","0","-100","7025"
"","","7","","93","","","0.5","","0","7026"
"","","7","","4","","","1","","1","7027"
"","0.2","7","top_luis_sit_idle","3","0","0","1","1","top_luis_sit_in","7028"
"","","7","","93","","","0.1","","0","7029"
"","","7","0.4","2","-140","","1","0","-57","7030"
"","","7","","93","","","0.4","","0","7031"
"","","7","0","2","-140","","1","0","-16","7032"
"","","7","","4","","","1","","0","7033"
"","","7","","93","","","0.6","","0","7034"
"","0.2","7","","3","0","","1","","top_luis_experiment_success_in","7035"
"","","7","","93","","","2.3","","0","7036"
"","0.1","7","","3","0","","1","","top_luis_experiment_success_mix","7037"
"","","7","","93","","","2.7","","0","7038"
"","0.2","7","top_sono_notice_loop_dere","3","0","0","3","1","top_sono_notice_in_dere","7039"
"","0.2","7","","3","1","","2","","top_iroha_read_look_light","7040"
"","","7","","32","","","14","","1","7041"
"","0.1","7","","3","0","","1","","top_luis_experiment_success_burst","7042"
"","","7","","93","","","2.7","","0","7043"
"","0.2","7","","3","1","","3","","top_sono_readPaper_loop","7044"
"","0.2","7","","3","1","","2","","top_iroha_read","7045"
"","0.1","7","","3","0","","1","","top_luis_experiment_success_out","7046"
"","","7","","93","","","1.1","","0","7047"
"","0.2","7","idle_normal","3","0","0","1","1","top_luis_sit_out","7048"
"","","7","","4","","","1","","1","7049"
"","","7","0","2","-140","","1","0","-57","7050"
"","","7","0.3","2","-130","","1","0","-100","7051"
"","","7","","93","","","1","","0","7052"
"","0.2","7","","3","0","","1","","walk_normal","7053"
"","","7","1","2","-103","","1","0","-216","7054"
"","","7","","93","","","1","","0","7055"
"","0.1","7","","3","0","","1","","idle_normal","7056"
"","","7","","93","","","0.8","","0","7057"
"","","7","","32","","","14","","0","7058"
"","0.2","7","","3","1","","1","","top_luis_thinking","7059"
"","","7","","93","","","5.1","","0","7060"
"","","7","","4","","","11","","1","7061"
"","","7","7","2","130","","11","0","-980","7062"
"","","7","","93","","","2.5","","0","7063"
"","0.2","7","","3","0","","2","","top_iroha_read_notice","7064"
"","","7","","93","","","0.6","","0","7065"
"","0","7","top_iroha_run","3","0","0","2","1","top_iroha_notice_to_run","7066"
"","","7","","93","","","0.4","","0","7067"
"","","7","","32","","","11","","1","7068"
"","","7","","37","","","11","","smokeR","7069"
"","","7","4.2","33","-130","","11","0","-980","7070"
"","","7","4.2","2","-130","","2","0","-980","7071"
"","","7","","93","","","0.2","","0","7072"
"","0.2","7","top_sono_notice_loop_surprise","3","0","0","3","1","top_sono_notice_in_surprise","7073"
"","","7","","93","","","1.7","","0","7074"
"","0.2","7","top_luis_surprise_idle","3","0","0","1","1","top_luis_surprise_in","7075"
"","","7","","93","","","2.5","","0","7076"
"","","7","","32","","","11","","0","7077"
"","","7","","93","","","1","","0","7078"
"","","7","","4","","","11","","0","7079"
"","","7","7","2","130","","11","0","980","7080"
"","","7","","93","","","1.5","","0","7081"
"","","7","","32","","","11","","1","7082"
"","","7","","37","","","11","","smokeL","7083"
"","","7","5.964","33","-130","","11","0","980","7084"
"","0","7","","3","1","","2","","top_iroha_run_joy","7085"
"","","7","","4","","","2","","0","7086"
"","","7","5.964","2","-130","","2","0","980","7087"
"","","7","","93","","","2.2","","0","7088"
"","0","7","","3","1","","1","","top_luis_surprise_look","7089"
"","","7","","93","","","1.8","","0","7090"
"","0","7","","3","1","","3","","top_sono_notice_loop_look","7091"
"","","7","","93","","","1.964","","0","7092"
"","","7","","32","","","11","","0","7093"
"","","7","","93","","","0.5","","0","7094"
"","0.2","7","","3","1","","1","","top_luis_thinking","7095"
"","","7","","93","","","1.5","","0","7096"
"","0","7","","3","1","","2","","top_iroha_walk","7097"
"","","7","","4","","","2","","1","7098"
"","","7","0","2","-130","","2","0","1032","7099"
"","","7","0","33","-130","","11","0","1032","7100"
"","","7","3","2","-130","","2","0","452","7101"
"","","7","3","33","-130","","11","0","452","7102"
"","","7","","93","","","3","","0","7103"
"","0.2","7","idle_normal","3","0","0","2","1","top_iroha_walk_out","7104"
"","","7","","93","","","0.4","","0","7105"
"","0.2","7","top_iroha_read_loop","3","0","0.2","2","1","top_iroha_sit_in","7106"
"","0.2","7","","3","1","","3","","top_sono_readPaper","7107"
"","","7","","93","","","4","","0","7108"
"","","7","","93","","","9.6","","0","7109"
"","0.2","7","top_sono_stretch","3","0","0","3","1","top_sono_sit_out","7110"
"","","7","0.3","2","-130","","3","0","287","7111"
"","","7","","93","","","3.5","","0","7112"
"","0.2","7","","3","1","","3","","top_sono_drink","7113"
"","","7","","93","","","2.6","","0","7114"
"","0.4","7","","3","0","","2","","top_iroha_read_look","7115"
"","","7","","93","","","3.5","","0","7116"
"","0.2","7","","3","1","","1","","top_luis_thinking_look","7117"
"","","7","","93","","","2.9","","0","7118"
"","0.2","7","","3","1","","1","","top_luis_thinking","7119"
"","","7","","93","","","1.5","","0","7120"
"","0.2","7","","3","0","","3","","top_sono_sit_in","7121"
"","","7","","93","","","0.1","","0","7122"
"","0.2","7","","3","1","","2","","top_iroha_read_loop","7123"
"","","7","0.3","2","-130","","3","0","350","7124"
"","","7","","93","","","2.5","","0","7125"
"","0.2","7","","3","1","","3","","top_sono_readPaper_loop","7126"
"","","7","","93","","","1","","0","7127"
"","","7","","101","","","7012","","","7128"
"fantasize_all","1.4","8","-16","5","101","0","1","-140","1","8001"
"empty","1.38","8","980","5","100","1","3","-130","3","8002"
"fantasize_all","1","8","-16","5","102","0","15","-140","15","8003"
"","0","8","-140","31","27","","11","1","11","8004"
"","0","8","0","31","0","","15","1","15","8005"
"","","8","","91","","","0","","0","8006"
"","0.2","8","fantasize_3","3","0","0","1","1","fantasize_all","8007"
"","0.2","8","fantasize_3","3","0","0","15","1","fantasize_all","8008"
"","","8","","93","","","2","","0","8009"
"","","8","","23","0","","se_alces","","se_alces_fantasy1","8010"
"","","8","","93","","","10","","0","8011"
"","0.2","8","","3","1","","3","","walk","8012"
"","","8","3","2","-130","","3","0","350","8013"
"","","8","","93","","","3","","0","8014"
"","0.2","8","","3","0","","3","","sono_notice_in_anger2","8015"
"","","8","","93","","","1.5","","0","8016"
"","0.2","8","idle_normal","3","0","0","3","1","kohon","8017"
"","","8","","93","","","0.6","","0","8018"
"","","8","","23","0","","se_alces","","se_alces_fantasy2","8019"
"","0","8","","3","0","","15","","fantasize_out","8020"
"","","8","","32","","","15","","1","8021"
"","0.2","8","","3","0","","1","","fantasize_3_surprise","8022"
"","","8","","93","","","1.5","","0","8023"
"","0.2","8","","3","0","","1","","fantasize_sit_out","8024"
"","","8","0.3","2","-140","","1","0","27","8025"
"","","8","","93","","","0.8","","0","8026"
"","0.2","8","fantasize_armcrossed_idle","3","0","0","1","1","fantasize_armcrossed_in","8027"
"","","8","","93","","","0.5","","0","8028"
"","0.2","8","","3","1","","3","","idle_surprise","8029"
"","","8","","93","","","1.5","","0","8030"
"","","8","","23","0","","se_alces","","se_alces_run","8031"
"","0","8","","3","1","","1","","fantasize_run","8032"
"","","8","1.5","2","-140","","1","0","1080","8033"
"","","8","","32","","","11","","1","8034"
"","","8","1.5","33","-140","","11","0","1080","8035"
"","","8","","93","","","0.5","","0","8036"
"","0.2","8","lookback_idle","3","0","0","3","1","lookback_in","8037"
"","","8","","93","","","1.8","","0","8038"
"","","8","","23","0","","se_alces","","se_alces_sweat","8039"
"walk_jog_Ex3_shy","1.4","9","560","5","101","1","1","-140","1","9001"
"empty","1.4","9","147","5","100","1","1","-114","2","9002"
"","0","9","-114","31","147","","16","1","16","9003"
"","0","9","-114","31","147","","17","1","17","9004"
"","","9","","91","","","0","","0","9005"
"","0.2","9","","3","1","","1","","walk_jog_Ex3_shy","9006"
"","","9","1.2","2","-140","","1","0","270","9007"
"","","9","","93","","","1.2","","0","9008"
"","0.2","9","","3","1","","1","","idle_normal_Ex0003_shy","9009"
"","","9","","93","","","0.3","","0","9010"
"","0.2","9","","3","0","","1","","lookAround","9011"
"","","9","","93","","","2.7","","0","9012"
"","0.2","9","","3","1","","1","","walk_jog_anger_shy","9013"
"","","9","0.7","2","-114","","1","0","147","9014"
"","","9","","93","","","0.7","","0","9015"
"","0","9","crouch_search_read_idle","3","0","0","1","1","crouch_search_read_F","9016"
"","0","9","","3","0","","2","","crouch_search_read_B","9017"
"","","9","","93","","","0.9","","0","9018"
"","","9","","23","0","","se_alces","","se_alces_book_take","9019"
"","","9","","93","","","5.2","","0","9020"
"","","9","","23","0","","se_alces","","se_alces_book_open","9021"
"","","9","","93","","","0.5","","0","9022"
"","","9","","23","0","","se_alces","","se_alces_steam","9023"
"","","9","","32","","","17","","1","9024"
"","","9","","93","","","6.2","","0","9025"
"","","9","","32","","","16","","1","9026"
"iroha_sleep","1.4","10","400","5","100","0","2","-130","2","10001"
"iroha_sleep","1.4","10","400","5","101","0","12","-130","12","10002"
"empty","1.4","10","400","5","101","0","10","-130","10","10003"
