3e976915124ca504debf8c3a2b822b419d23a75dc1075e1c5ee44d561c9954e0,201c8cc48ebab3c5b20b1cf738e5978d96ccf80c66a4279011fb5f77714548b8,9050f6ec80bff8e8dde471a2b50c0fd8d121ce248512c7709588025bec2431d3,b79007f76f31c06016c6f17f92cd5bda76cdc155466e49285445d63bab6e8e14,c205c4b2b6174a2fcb5a0207ad489ce24e01c03f5b71185c33d8cbed101dee6e,b6c2bd7e355c0d91f44be60185cf6a91100fc8c4f08dc739a4411fb8a412f8f8,36c183371000810b9be77f411820c3a161a9f2fa93fd2623a21fde042cfb46ef,e2c27663622164547856c23073c4b9d7ffd7f98ac9c63e1bc93225e4f35c0a34,e397079f35ac26e8940656215198414423120642fcfe6cf4ad30fff3c5b89d30,46a49112899228af1a5dad0094586b30878728b46f5ba77fd6310c25e1b1333e
"2","0","2","　ごきげんようという挨拶で","8","1","0","0","0","1020002"
"2","2.375","3","","0","4","0","0","1","1020003"
"2","0","4","私のぼっち心は最初から爆発寸前。\n","8","1","0","0","0","1020004"
"2","4","5","","0","4","0","0","1","1020005"
"2","0","6","","0","2","vo_10011600_0202","vo_10011600","0","1020006"
"2","0","7","ところが、","8","1","0","0","0","1020007"
"2","1.125","8","","0","4","0","0","1","1020008"
"2","0","9","なんとそこにBB団の団長さんが登場！","8","1","0","0","0","1020009"
"2","3.75","10","","0","4","0","0","1","1020010"
"2","0","11","","0","2","vo_10011600_0203","vo_10011600","0","1020011"
"2","0","12","　BB団の絆は","8","1","0","0","0","1020012"
"2","1.875","13","","0","4","0","0","1","1020013"
"2","0","14","どんな場所だろうと離れることはないんですね！\n","8","1","0","0","0","1020014"
"2","3.75","15","","0","4","0","0","1","1020015"
"2","0","16","","0","2","vo_10011600_0204","vo_10011600","0","1020016"
"2","0","17","そして、","8","1","0","0","0","1020017"
"2","1","18","","0","4","0","0","1","1020018"
"2","0","19","あの人と一緒にやってきた","8","1","0","0","0","1020019"
"2","2","20","","0","4","0","0","1","1020020"
"2","0","21","聖テレサ女学院","8","1","0","0","0","1020021"
"2","1.125","22","","0","4","0","0","1","1020022"
"2","0","23","（なかよし部）のみなさんとお知り合いに。","8","1","0","0","0","1020023"
"2","3.5","24","","0","4","0","0","1","1020024"
"2","0","25","","0","2","vo_10011600_0205","vo_10011600","0","1020025"
"2","0","26","　なんだかとても個性的な方々で、","8","1","0","0","0","1020026"
"2","3","27","","0","4","0","0","1","1020027"
"2","0","28","仲良くなれるか心配……","6","1","0","0","0","1020028"
"2","2.83333333333333","29","","0","4","0","0","1","1020029"
"3","0","1","","0","2","vo_10011600_0301","vo_10011600","0","1030001"
"3","0","2","　やっちゃった。","8","1","0","0","0","1030002"
"3","3","3","","0","4","0","0","1","1030003"
"3","0","4","","0","2","vo_10011600_0302","vo_10011600","0","1030004"
"3","0","5","　自己紹介というぼっちの前に立ちふさがる巨大な壁。","8","1","0","0","0","1030005"
"3","5.125","6","","0","4","0","0","1","1030006"
"3","0","7","","0","2","vo_10011600_0303","vo_10011600","0","1030007"
"3","0","8","　何度もイメージトレーニングしたのに、","8","1","0","0","0","1030008"
"3","2.625","9","","0","4","0","0","1","1030009"
"3","0","10","ものの見事に玉砕しちゃった。","8","1","0","0","0","1030010"
"3","2.75","11","","0","4","0","0","1","1030011"
"3","0","12","","0","2","vo_10011600_0304","vo_10011600","0","1030012"
"3","0","13","　クラスメイトのみんなの目がこっちを向いた瞬間、","8","1","0","0","0","1030013"
"3","3.5","14","","0","4","0","0","1","1030014"
"3","0","15","頭の中は真っ白、","8","1","0","0","0","1030015"
"3","2","16","","0","4","0","0","1","1030016"
"3","0","17","また訳の分からないことを口にしちゃった。\n","10","1","0","0","0","1030017"
"3","4.5","18","","0","4","0","0","1","1030018"
"3","0","19","","0","2","vo_10011600_0305","vo_10011600","0","1030019"
"3","0","20","みんなは楽しそうに笑ってくれたけど、","8","1","0","0","0","1030020"
"3","3","21","","0","4","0","0","1","1030021"
"3","0","22","これから先が不安……","8","1","0","0","0","1030022"
"3","2.25","23","","0","4","0","0","1","1030023"
"4","0","1","","0","2","vo_10011600_0401","vo_10011600","0","1040001"
"4","0","2","　ユニさんは","8","1","0","0","0","1040002"
"4","1.75","3","","0","4","0","0","1","1040003"
"4","0","4","とっても頭がいい人みたい。","8","1","0","0","0","1040004"
"4","2.625","5","","0","4","0","0","1","1040005"
"4","0","6","","0","2","vo_10011600_0402","vo_10011600","0","1040006"
"4","0","7","　なんだか難しい言葉をよく使ってるんだけど、","8","1","0","0","0","1040007"
"4","3.75","8","","0","4","0","0","1","1040008"
"4","0","9","理解できない単語があったりするし、","8","1","0","0","0","1040009"
"4","3.125","10","","0","4","0","0","1","1040010"
"4","0","11","これからは辞書を持ち歩こうかな？\n","8","1","0","0","0","1040011"
"4","4","12","","0","4","0","0","1","1040012"
"4","0","13","","0","2","vo_10011600_0403","vo_10011600","0","1040013"
"4","0","14","　象牙の塔っていう場所でいつも研究をしてて、","8","1","0","0","0","1040014"
"4","3.75","15","","0","4","0","0","1","1040015"
"4","0","16","普段はそこからほとんど出ないらし\nく、","8","1","0","0","0","1040016"
"4","3.25","17","","0","4","0","0","1","1040017"
"4","0","18","私と同じぼっちの匂いがします。","8","1","0","0","0","1040018"
"4","3.375","19","","0","4","0","0","1","1040019"
"4","0","20","","0","2","vo_10011600_0404","vo_10011600","0","1040020"
"4","0","21","　ぼっちはぼっちを呼ぶ、","8","1","0","0","0","1040021"
"4","2.5","22","","0","4","0","0","1","1040022"
"4","0","23","と","8","1","0","0","0","1040023"
"4","1.125","24","","0","4","0","0","1","1040024"
"4","0","25","誰が言ったのか知らないけど、","8","1","0","0","0","1040025"
"4","2.75","26","","0","4","0","0","1","1040026"
"4","0","27","もしかしたら……\n","8","1","0","0","0","1040027"
"4","2","28","","0","4","0","0","1","1040028"
"4","0","29","","0","2","vo_10011600_0405","vo_10011600","0","1040029"
"4","0","30","同じ宿命を持つ者同士、","8","1","0","0","0","1040030"
"4","2.375","31","","0","4","0","0","1","1040031"
"4","0","32","仲良くなれるかも？","8","1","0","0","0","1040032"
"4","2.125","33","","0","4","0","0","1","1040033"
"5","0","1","","0","2","vo_10011600_0501","vo_10011600","0","1050001"
"5","0","2","　クロエさんは私と同じ","8","1","0","0","0","1050002"
"5","1.875","3","","0","4","0","0","1","1050003"
"5","0","4","エルフ、","8","1","0","0","0","1050004"
"5","1.5","5","","0","4","0","0","1","1050005"
"5","0","6","なんだけど……","8","1","0","0","0","1050006"
"5","1.625","7","","0","4","0","0","1","1050007"
"5","0","8","雰囲気が少し、","8","1","0","0","0","1050008"
"5","1.375","9","","0","4","0","0","1","1050009"
"5","0","10","独特な人。\n","8","1","0","0","0","1050010"
"5","2.625","11","","0","4","0","0","1","1050011"
"5","0","12","","0","2","vo_10011600_0502","vo_10011600","0","1050012"
"5","0","13","もしかしたら同じエルフ同士で仲良くなれるかも、","8","1","0","0","0","1050013"
"5","3.625","14","","0","4","0","0","1","1050014"
"5","0","15","と思ったりもしたんだけど、","8","1","0","0","0","1050015"
"5","2.125","16","","0","4","0","0","1","1050016"
"5","0","17","そもそも話しかけられない！\n","8","1","0","0","0","1050017"
"5","3.125","18","","0","4","0","0","1","1050018"
"5","0","19","","0","2","vo_10011600_0503","vo_10011600","0","1050019"
"5","0","20","あの人が言うには","8","1","0","0","0","1050020"
"5","1.65","21","","0","4","0","0","1","1050021"
"5","0","22","世話焼きで優しい、","8","1","0","0","0","1050022"
"5","1.625","23","","0","4","0","0","1","1050023"
"5","0","24","らしいんだけど……\n","8","1","0","0","0","1050024"
"5","3.125","25","","0","4","0","0","1","1050025"
"5","0","26","","0","2","vo_10011600_0504","vo_10011600","0","1050026"
"5","0","27","そういえばあの、","8","1","0","0","0","1050027"
"5","2","28","","0","4","0","0","1","1050028"
"5","0","29","ぷー……","8","1","0","0","0","1050029"
"5","1.5","30","","0","4","0","0","1","1050030"
"5","0","31","っていうため息（？）、","8","1","0","0","0","1050031"
"5","2.375","32","","0","4","0","0","1","1050032"
"5","0","33","","0","2","vo_10011600_0505","vo_10011600","0","1050033"
"5","0","34","とても言えないけど……\n","8","1","0","0","0","1050034"
"5","2.375","35","","0","4","0","0","1","1050035"
"5","0","36","なんかかわいいな、","8","1","0","0","0","1050036"
"5","1.375","37","","0","4","0","0","1","1050037"
"5","0","38","と思っちゃった。","8","1","0","0","0","1050038"
"5","1","39","","0","4","0","0","1","1050039"
"6","0","1","","0","2","vo_10011600_0601","vo_10011600","0","1060001"
"6","0","2","　チエルさんはリア充。","8","1","0","0","0","1060002"
"6","2.375","3","","0","4","0","0","1","1060003"
"6","0","4","間違いない。\n","8","1","0","0","0","1060004"
"6","2.5","5","","0","4","0","0","1","1060005"
"6","0","6","","0","2","vo_10011600_0602","vo_10011600","0","1060006"
"6","0","7","かわいらしくて友達いっぱい、","8","1","0","0","0","1060007"
"6","2.5","8","","0","4","0","0","1","1060008"
"6","0","9","私のようなぼっちとは対極の人。","8","1","0","0","0","1060009"
"6","2.875","10","","0","4","0","0","1","1060010"
"6","0","11","","0","2","vo_10011600_0603","vo_10011600","0","1060011"
"6","0","12","見つめるだけで目が焼かれちゃいそう。\n","8","1","0","0","0","1060012"
"6","3.25","13","","0","4","0","0","1","1060013"
"6","0","14","","0","2","vo_10011600_0604","vo_10011600","0","1060014"
"6","0","15","面と向かい合ってお話しなんてしようものなら、","8","1","0","0","0","1060015"
"6","3.5","16","","0","4","0","0","1","1060016"
"6","0","17","私のぼっちハートはひび割れ、","8","1","0","0","0","1060017"
"6","2.5","18","","0","4","0","0","1","1060018"
"6","0","19","粉々に砕け散ること間違いなし。\n","8","1","0","0","0","1060019"
"6","3.875","20","","0","4","0","0","1","1060020"
"6","0","21","","0","2","vo_10011600_0605","vo_10011600","0","1060021"
"6","0","22","あのちぇるーん、","8","1","0","0","0","1060022"
"6","1.75","23","","0","4","0","0","1","1060023"
"6","0","24","っていう挨拶、","8","1","0","0","0","1060024"
"6","1.625","25","","0","4","0","0","1","1060025"
"6","0","26","私が口にするとその場で気絶して、","8","1","0","0","0","1060026"
"6","2.75","27","","0","4","0","0","1","1060027"
"6","0","28","天に召されちゃうんじゃないかな……","8","1","0","0","0","1060028"
"6","3.125","29","","0","4","0","0","1","1060029"
"7","0","1","","0","2","vo_10011600_0701","vo_10011600","0","1070001"
"7","0","2","　今日は何から何まで、","8","1","0","0","0","1070002"
"7","2.375","3","","0","4","0","0","1","1070003"
"7","0","4","ユニさんのお世話になっちゃった。\n","7","1","0","0","0","1070004"
"7","3.28571428571429","5","","0","4","0","0","1","1070005"
"7","0","6","","0","2","vo_10011600_0702","vo_10011600","0","1070006"
"7","0","7","クロエさんやチエルさんにからかわれているときとは全然違う、","8","1","0","0","0","1070007"
"7","4.625","8","","0","4","0","0","1","1070008"
"7","0","9","知的で、","8","1","0","0","0","1070009"
"7","1.5","10","","0","4","0","0","1","1070010"
"7","0","11","頼りになる姿をたくさん見た。","10","1","0","0","0","1070011"
"7","2.4","12","","0","4","0","0","1","1070012"
"7","0","13","","0","2","vo_10011600_0703","vo_10011600","0","1070013"
"7","0","14","てきぱきと指示する姿は","8","1","0","0","0","1070014"
"7","2.375","15","","0","4","0","0","1","1070015"
"7","0","16","ギルドマスターであるという貫禄たっぷり。","8","1","0","0","0","1070016"
"7","3.5","17","","0","4","0","0","1","1070017"
"7","0","18","","0","2","vo_10011600_0704","vo_10011600","0","1070018"
"7","0","19","ユニさんだったらきっと、","8","1","0","0","0","1070019"
"7","2.25","20","","0","4","0","0","1","1070020"
"7","0","21","ユニちゃんズの名前を世界中に広めることができると思う。\n\n","8","1","0","0","0","1070021"
"7","6.625","22","","0","4","0","0","1","1070022"
"7","0","23","","0","2","vo_10011600_0705","vo_10011600","0","1070023"
"7","0","24","あれ？","8","1","0","0","0","1070024"
"7","1.125","25","","0","4","0","0","1","1070025"
"7","0","26","　こんなギルド名だったっけ？","8","1","0","0","0","1070026"
"7","2.75","27","","0","4","0","0","1","1070027"
"8","0","1","","0","2","vo_10011600_0801","vo_10011600","0","1080001"
"8","0","2","　初めて会ったときは","8","1","0","0","0","1080002"
"8","1.75","3","","0","4","0","0","1","1080003"
"8","0","4","怖くて話しかけることさえも出来なかったクロエさん。","8","1","0","0","0","1080004"
"8","4.125","5","","0","4","0","0","1","1080005"
"8","0","6","","0","2","vo_10011600_0802","vo_10011600","0","1080006"
"8","0","7","だけど本当はとても優しくて、","8","1","0","0","0","1080007"
"8","2.75","8","","0","4","0","0","1","1080008"
"8","0","9","こんな私のことを気にかけてくれてることが伝わってきた。\n","8","1","0","0","0","1080009"
"8","5.875","10","","0","4","0","0","1","1080010"
"8","0","11","","0","2","vo_10011600_0803","vo_10011600","0","1080011"
"8","0","12","クロエさんのおかげで少しだけだけど、","8","1","0","0","0","1080012"
"8","3.25","13","","0","4","0","0","1","1080013"
"8","0","14","ク\nラスに受け入れてもらえた。\n","8","1","0","0","0","1080014"
"8","4.25","15","","0","4","0","0","1","1080015"
"8","0","16","","0","2","vo_10011600_0804","vo_10011600","0","1080016"
"8","0","17","クロエさんにはご家族がたくさんいるみたい。","8","1","0","0","0","1080017"
"8","4.125","18","","0","4","0","0","1","1080018"
"8","0","19","","0","2","vo_10011600_0805","vo_10011600","0","1080019"
"8","0","20","　確かに、","8","1","0","0","0","1080020"
"8","1.625","21","","0","4","0","0","1","1080021"
"8","0","22","今日のクロエさんは思わずお姉ちゃんと呼んじゃいそうだった！","8","1","0","0","0","1080022"
"8","4.625","23","","0","4","0","0","1","1080023"
"9","0","1","","0","2","vo_10011600_0901","vo_10011600","0","1090001"
"9","0","2","　ちぇるーん。","8","1","0","0","0","1090002"
"9","3.875","3","","0","4","0","0","1","1090003"
"9","0","4","","0","2","vo_10011600_0902","vo_10011600","0","1090004"
"9","0","5","この挨拶を言えるようになれば","8","1","0","0","0","1090005"
"9","2.75","6","","0","4","0","0","1","1090006"
"9","0","7","私もチエルさんみたいな","8","1","0","0","0","1090007"
"9","2.375","8","","0","4","0","0","1","1090008"
"9","0","9","明るくて友達もたくさんいる、","8","1","0","0","0","1090009"
"9","2.75","10","","0","4","0","0","1","1090010"
"9","0","11","私の理想の女性になれるのかな。\n","8","1","0","0","0","1090011"
"9","4.375","12","","0","4","0","0","1","1090012"
"9","0","13","","0","2","vo_10011600_0903","vo_10011600","0","1090013"
"9","0","14","でも","8","1","0","0","0","1090014"
"9","1.25","15","","0","4","0","0","1","1090015"
"9","0","16","この挨拶はまだ私には早いので、","8","1","0","0","0","1090016"
"9","2.875","17","","0","4","0","0","1","1090017"
"9","0","18","今日は書き取りだけしておこう。\n","8","1","0","0","0","1090018"
"9","4.125","19","","0","4","0","0","1","1090019"
"9","0","20","","0","2","vo_10011600_0904","vo_10011600","0","1090020"
"9","0","21","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん","8","1","0","0","0","1090021"
"9","4.125","22","","0","4","0","0","1","1090022"
"9","0","23","","0","2","vo_10011600_0905","vo_10011600","0","1090023"
"9","0","24","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん","8","1","0","0","0","1090024"
"9","4.125","25","","0","4","0","0","1","1090025"
"9","0","26","","0","2","vo_10011600_0906","vo_10011600","0","1090026"
"9","0","27","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん\n","8","1","0","0","0","1090027"
"9","4.125","28","","0","4","0","0","1","1090028"
"9","0","29","","0","2","vo_10011600_0907","vo_10011600","0","1090029"
"9","0","30","ちぇるーんちぇるーんちぇるーん","8","1","0","0","0","1090030"
"9","2.875","31","","0","4","0","0","1","1090031"
"10","0","1","","0","2","vo_10011600_1001","vo_10011600","0","1100001"
"10","0","2","　忘れてた忘れてた忘れてた！\n","8","1","0","0","0","1100002"
"10","2.75","3","","0","4","0","0","1","1100003"
"10","0","4","どうしよう特別講座！","8","1","0","0","0","1100004"
"10","2.25","5","","0","4","0","0","1","1100005"
"10","0","6","","0","2","vo_10011600_1002","vo_10011600","0","1100006"
"10","0","7","エルフの森から持ってきたマンドラゴラも逃げちゃったし、","8","1","0","0","0","1100007"
"10","3.625","8","","0","4","0","0","1","1100008"
"10","0","9","何の準備もしてないよ！\n","8","1","0","0","0","1100009"
"10","2.375","10","","0","4","0","0","1","1100010"
"10","0","11","","0","2","vo_10011600_1003","vo_10011600","0","1100011"
"10","0","12","……エルフの森が","8","1","0","0","0","1100012"
"10","2","13","","0","4","0","0","1","1100013"
"10","0","14","私を呼んでる気が……","8","1","0","0","0","1100014"
"10","2.25","15","","0","4","0","0","1","1100015"
"10","0","16","","0","2","vo_10011600_1004","vo_10011600","0","1100016"
"10","0","17","いやダメダメ、","8","1","0","0","0","1100017"
"10","1.875","18","","0","4","0","0","1","1100018"
"10","0","19","ミサト先生の期待を裏切るわけには！\n","8","1","0","0","0","1100019"
"10","4.125","20","","0","4","0","0","1","1100020"
"10","0","21","","0","2","vo_10011600_1005","vo_10011600","0","1100021"
"10","0","22","でも本当にどうしよう、","8","1","0","0","0","1100022"
"10","3.125","23","","0","4","0","0","1","1100023"
"10","0","24","","0","2","vo_10011600_1006","vo_10011600","0","1100024"
"10","0","25","こうなったら","8","1","0","0","0","1100025"
"10","1.75","26","","0","4","0","0","1","1100026"
"10","0","27","ぼっちライフをどう生き抜くかをまとめて","8","1","0","0","0","1100027"
"10","3.375","28","","0","4","0","0","1","1100028"
"10","0","29","発表してみようかな……？","8","1","0","0","0","1100029"
"10","2.5","30","","0","4","0","0","1","1100030"
"11","0","1","","0","2","vo_10011600_1101","vo_10011600","0","1110001"
"11","0","2","　特別講座、","8","1","0","0","0","1110002"
"11","1.75","3","","0","4","0","0","1","1110003"
"11","0","4","終了！\n","8","1","0","0","0","1110004"
"11","2.625","5","","0","4","0","0","1","1110005"
"11","0","6","","0","2","vo_10011600_1102","vo_10011600","0","1110006"
"11","0","7","結果は……","8","1","0","0","0","1110007"
"11","1.625","8","","0","4","0","0","1","1110008"
"11","0","9","成功、","8","1","0","0","0","1110009"
"11","1.375","10","","0","4","0","0","1","1110010"
"11","0","11","だと思う。","8","1","0","0","0","1110011"
"11","3.125","12","","0","4","0","0","1","1110012"
"11","0","13","","0","2","vo_10011600_1103","vo_10011600","0","1110013"
"11","0","14","　それもこれもすべては、","8","1","0","0","0","1110014"
"11","2.5","15","","0","4","0","0","1","1110015"
"11","0","16","手伝ってくれたあの人、","8","1","0","0","0","1110016"
"11","1.875","17","","0","4","0","0","1","1110017"
"11","0","18","そして","8","1","0","0","0","1110018"
"11","0.875","19","","0","4","0","0","1","1110019"
"11","0","20","なかよし部のみなさんのおかげだ。\n","8","1","0","0","0","1110020"
"11","3","21","","0","4","0","0","1","1110021"
"11","0","22","","0","2","vo_10011600_1104","vo_10011600","0","1110022"
"11","0","23","講座が終わった後、","8","1","0","0","0","1110023"
"11","2.125","24","","0","4","0","0","1","1110024"
"11","0","25","たくさんの人に囲まれて怖かったけど、","8","1","0","0","0","1110025"
"11","3","26","","0","4","0","0","1","1110026"
"11","0","27","","0","2","vo_10011600_1105","vo_10011600","0","1110027"
"11","0","28","でも私、","8","1","0","0","0","1110028"
"11","1.5","29","","0","4","0","0","1","1110029"
"11","0","30","いつもみたいに逃げたりしなかった！\n","8","1","0","0","0","1110030"
"11","3.125","31","","0","4","0","0","1","1110031"
"11","0","32","","0","2","vo_10011600_1106","vo_10011600","0","1110032"
"11","0","33","私も少しだけ……","8","1","0","0","0","1110033"
"11","2","34","","0","4","0","0","1","1110034"
"11","0","35","ほんのちょっとだけだけど、","8","1","0","0","0","1110035"
"11","2.625","36","","0","4","0","0","1","1110036"
"11","0","37","成長……","8","1","0","0","0","1110037"
"11","1.5","38","","0","4","0","0","1","1110038"
"11","0","39","できたのかな。","8","1","0","0","0","1110039"
"11","1.875","40","","0","4","0","0","1","1110040"
"12","0","1","","0","2","vo_10011600_1201","vo_10011600","0","1120001"
"12","0","2","　聖テレサ女学院に何の違和感もなく溶け込めるなんて、","8","1","0","0","0","1120002"
"12","4.25","3","","0","4","0","0","1","1120003"
"12","0","4","あの人はやっぱりすごい！\n","8","1","0","0","0","1120004"
"12","3.5","5","","0","4","0","0","1","1120005"
"12","0","6","","0","2","vo_10011600_1202","vo_10011600","0","1120006"
"12","0","7","　廊下を歩いてるとき、","8","1","0","0","0","1120007"
"12","2.125","8","","0","4","0","0","1","1120008"
"12","0","9","他の生徒はあの人を見て驚いた顔をするんだけど、","8","1","0","0","0","1120009"
"12","3.375","10","","0","4","0","0","1","1120010"
"12","0","11","あの人はにこやかに挨拶するんです！\n","8","1","0","0","0","1120011"
"12","3.125","12","","0","4","0","0","1","1120012"
"12","0","13","","0","2","vo_10011600_1203","vo_10011600","0","1120013"
"12","0","14","そこできゃあ、","8","1","0","0","0","1120014"
"12","1.375","15","","0","4","0","0","1","1120015"
"12","0","16","と言われても","8","1","0","0","0","1120016"
"12","1.25","17","","0","4","0","0","1","1120017"
"12","0","18","涼しい顔で手を振り返す！","8","1","0","0","0","1120018"
"12","2.5","19","","0","4","0","0","1","1120019"
"12","0","20","","0","2","vo_10011600_1204","vo_10011600","0","1120020"
"12","0","21","　挨拶さえもできない私とは大違い！\n\n","8","1","0","0","0","1120021"
"12","4.625","22","","0","4","0","0","1","1120022"
"12","0","23","","0","2","vo_10011600_1205","vo_10011600","0","1120023"
"12","0","24","早く私も","8","1","0","0","0","1120024"
"12","1.25","25","","0","4","0","0","1","1120025"
"12","0","26","あんなふうになりたいなぁ……","8","1","0","0","0","1120026"
"12","2.5","27","","0","4","0","0","1","1120027"
"13","0","1","","0","2","vo_10011600_1301","vo_10011600","0","1130001"
"13","0","2","　私が持ってきたマンドラゴラが大変なことに……\n","8","1","0","0","0","1130002"
"13","4.875","3","","0","4","0","0","1","1130003"
"13","0","4","","0","2","vo_10011600_1302","vo_10011600","0","1130004"
"13","0","5","だけど、","8","1","0","0","0","1130005"
"13","1.25","6","","0","4","0","0","1","1130006"
"13","0","7","あの人となかよし部のみなさんが力を貸してくれたおかげで、","8","1","0","0","0","1130007"
"13","4","8","","0","4","0","0","1","1130008"
"13","0","9","大きな\n被害が出る前に食い止めることができた。","8","1","0","0","0","1130009"
"13","5","10","","0","4","0","0","1","1130010"
"13","0","11","","0","2","vo_10011600_1303","vo_10011600","0","1130011"
"13","0","12","　みなさんは","8","1","0","0","0","1130012"
"13","1.45","13","","0","4","0","0","1","1130013"
"13","0","14","下心があったなんて言ってたけど、","8","1","0","0","0","1130014"
"13","2.75","15","","0","4","0","0","1","1130015"
"13","0","16","そんなことは関係ないと思う。\n","8","1","0","0","0","1130016"
"13","3.25","17","","0","4","0","0","1","1130017"
"13","0","18","","0","2","vo_10011600_1304","vo_10011600","0","1130018"
"13","0","19","こうして一緒に戦うことができて、","8","1","0","0","0","1130019"
"13","2.75","20","","0","4","0","0","1","1130020"
"13","0","21","私は嬉しかった。\n","8","1","0","0","0","1130021"
"13","2.5","22","","0","4","0","0","1","1130022"
"13","0","23","","0","2","vo_10011600_1305","vo_10011600","0","1130023"
"13","0","24","なんだか……","8","1","0","0","0","1130024"
"13","1.75","25","","0","4","0","0","1","1130025"
"13","0","26","仲間、","8","1","0","0","0","1130026"
"13","1.375","27","","0","4","0","0","1","1130027"
"13","0","28","になれたみたいで。","8","1","0","0","0","1130028"
"13","2.125","29","","0","4","0","0","1","1130029"
"14","0","1","","0","2","vo_10011600_1401","vo_10011600","0","1140001"
"14","0","2","　今日は","8","1","0","0","0","1140002"
"14","1.5","3","","0","4","0","0","1","1140003"
"14","0","4","聖テレサ女学院に通う最終日","7","1","0","0","0","1140004"
"14","3.60714285714286","5","","0","4","0","0","1","1140005"
"14","0","6","……だった。\n","8","1","0","0","0","1140006"
"14","3.25","7","","0","4","0","0","1","1140007"
"14","0","8","","0","2","vo_10011600_1402","vo_10011600","0","1140008"
"14","0","9","最初にミサト先生からお願いされたときは","8","1","0","0","0","1140009"
"14","3.375","10","","0","4","0","0","1","1140010"
"14","0","11","絶対ムリだと思ってた。","8","1","0","0","0","1140011"
"14","3.125","12","","0","4","0","0","1","1140012"
"14","0","13","","0","2","vo_10011600_1403","vo_10011600","0","1140013"
"14","0","14","　だけど今は名残惜しくて、","8","1","0","0","0","1140014"
"14","2.625","15","","0","4","0","0","1","1140015"
"14","0","16","こうして日記を書いている。\n","8","1","0","0","0","1140016"
"14","3.375","17","","0","4","0","0","1","1140017"
"14","0","18","","0","2","vo_10011600_1404","vo_10011600","0","1140018"
"14","0","19","　目を閉じると、","8","1","0","0","0","1140019"
"14","2","20","","0","4","0","0","1","1140020"
"14","0","21","あの人や","8","1","0","0","0","1140021"
"14","1.5","22","","0","4","0","0","1","1140022"
"14","0","23","なかよし部のみなさん、","8","1","0","0","0","1140023"
"14","2.125","24","","0","4","0","0","1","1140024"
