862fb81bc1c32ad536801c41362880155354d282b8e277002cb62270abdb516f,678dd687ab98bd1dc1fd47f2b990291fa41f47c79add33f4f580517ec72e1e7b,e6bac6f6c468ad8e093164d4b64e500a54e2c59ee9704495a6a75417562f27f0,55cff5302c8acb2974d333af7d67934a1228f4d49319b5ace095a6edc9a33ee2,3ca84190ddaebaca645e7da5bc4453d74f25299828e9145f54ec13bbf8f313a1,457f8264233cab96c8421e037158a9530adee6e2706bc26103d7dbb891049476,4fed7240a1ed1d621b44873c0162203d9c6801004a31149081f6052f63d6e575,f861766d55a74d67a4a387287eb60cfa515186d3119a1e2a539d732866b39b48,456cdabdff67e366a05ff28255c56531f1bdbc929a351208207988853c764a75,d8f885416bb19571695d309f35961014ad5b1e4beca1395989107a4cb64790f5,927cc3533395175fd1ef025668e6c55184afcea353c0bc522a74b4ea901703e1,f87f20c37538558591d9a872fbc44cf3240a642975026a540a623cdb8554d06d,2e72c26f67fd86e64ab2bdd5792e5ead9b96e7c2d863ab078c3cbc84175ff00e
"","-1","1000","40","","2018-12-19 15:00:00","フォギー","","","20","","40","ふぉぎー"
"A2001411119/","-1","1500","41","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-07/1450772144?app=itunes","2018-12-19 15:00:00","Ding Dong Holy Night♪","","","20","","41","でぃんどんほーりーないと"
"","-1","1000","42","","2019-01-18 15:00:00","険しき乾荒原","","","20","","42","けわしきかんこうげん"
"","-1","1000","43","","2019-01-18 15:00:00","オルレオン","","","20","","43","おるれおん"
"","-1","1000","44","","2019-01-18 15:00:00","タマキとミフユの無人島0ルピ生活","","","20","","44","たまきとみふゆのむじんとうぜろるぴせいかつ"
"","-1","1000","45","","2019-01-18 15:00:00","島クジラ","","","20","","45","しまくじら"
"A2001372582/","-1","1500","46","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-06/1444266694?app=itunes","2019-01-18 15:00:00","キンキラ☆ハピネス！","","","18","","46","きんきらはぴねす"
"","-1","1000","47","","2019-01-18 15:00:00","新たな船出","","","20","","47","あらたなふなで"
"","-1","1000","48","","2019-01-18 15:00:00","アルゲティ","","","20","","48","あるげてぃ"
"","-1","1000","49","","2019-01-18 15:00:00","新春トゥインクルクライシス！","","","20","","49","しんしゅんとぅいんくるくらいしす"
"","-1","1000","50","","2019-01-18 15:00:00","邪餅神ガミィ","","","20","","50","じゃへいしんがみぃ"
"A2001612987/","-1","1500","51","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-10/1483895284?app=itunes","2019-01-18 15:00:00","TwinkleStars","","","20","","51","とぅいんくるすたーず"
"","-1","1000","52","","2019-02-15 15:00:00","酷熱の砂漠","","","20","","52","こくねつのさばく"
"","-1","1000","53","","2019-02-15 15:00:00","メデューサ","","","20","","53","めでゅーさ"
"","-1","1000","54","","2019-02-15 15:00:00","黒鉄の亡霊（ナイトメア）","","","20","","54","くろがねのないとめあ"
"","-1","1000","55","","2019-02-15 15:00:00","リビングメイル","","","20","","55","りびんぐめいる"
"A2001372582/","-1","1500","56","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-06/1444266694?app=itunes","2019-02-15 15:00:00","Aloofness Code","","","20","","56","あるーふねすこーど"
"A2001452543/","2008015","1500","57","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-lost-princess-%E3%82%88%E3%81%86%E3%81%93%E3%81%9D%E7%BE%8E%E9%A3%9F%E6%AE%BF%E3%81%B8/1458052782?app=itunes","2019-02-15 15:00:00","Absolute Secret","","","20","","57","あぶそりゅーとしーくれっと"
"","-1","1000","58","","2019-02-15 15:00:00","アクアリオス","","","20","","58","あくありおす"
"","-1","1000","59","","2019-02-15 15:00:00","バトルオブバレンタイン！想いぶつかるスウィートバトル","","","20","","59","ばとるおぶばれんたいんおもいぶつかるすうぃーとばとる"
"","-1","1000","60","","2019-02-15 15:00:00","アグリーラブリー","","","20","","60","あぐりーらぶりー"
"A2001502066/","-1","1500","61","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-08/1465192235?app=itunes","2019-02-15 15:00:00","SUPER CHOCOLATE","","","20","","61","すーぱーちょこれーと"
"","-1","1000","62","","2019-03-19 15:00:00","砂海の中のオアシス","","","20","","62","さかいのなかのおあしす"
"","-1","1000","63","","2019-03-19 15:00:00","不思議な森","","","20","","63","ふしぎなもり"
"","-1","1000","64","","2019-03-19 15:00:00","トルペドン","","","20","","64","とるぺどん"
"","-1","1000","65","","2019-03-19 15:00:00","王都の名探偵　嘆きの追跡者（ストーカー）","","","20","","65","おうとのめいたんていなげきのすとーかー"
"","-1","1000","66","","2019-03-19 15:00:00","嘆きの女神","","","20","","66","なげきのめがみ"
"A2001552686/","-1","1500","67","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-09/1474199447?app=itunes","2019-03-19 15:00:00","未解決な想い","","","20","","67","みかいけつなおもい"
"","-1","1000","68","","2019-04-19 15:00:00","ロボリマ来襲！王都滅亡までのカウントダウン","","","20","","68","ろぼりまらいしゅうおうとめつぼうまでのかうんとだうん"
"","-1","1000","69","","2019-04-19 15:00:00","ロボリマ","","","20","","69","ろぼりま"
"","-1","1000","70","","2019-04-19 15:00:00","ロボリマ~終焉~","","","20","","70","ろぼりましゅうえん"
"","-1","1000","71","","2019-04-19 15:00:00","アストルムに咲く双輪の華","","","20","","71","あすとるむにさくそうりんのはな"
"","-1","1000","72","","2019-04-19 15:00:00","コア・ギガース","","","20","","72","こあぎがーす"
"","-1","1500","73","","2019-04-19 15:00:00","Crossing Destiny","","","20","","73","くろっしんぐでぃすてぃにー"
"","-1","1000","74","","2019-05-17 15:00:00","岩峰に潜むもの","","","20","","74","がんほうにひそむもの"
"","-1","1000","75","","2019-05-17 15:00:00","ショーグン道中記　白翼のサムライ","","","20","","75","しょーぐんどうちゅうきはくよくのさむらい"
"","-1","1000","76","","2019-05-17 15:00:00","アクダイカン","","","20","","76","あくだいかん"
"A2001612987/","-1","1500","77","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-10/1483895284?app=itunes","2019-05-17 15:00:00","白翼のグローリエ","","","20","","77","はくよくのぐろーりえ"
"","-1","1000","78","","2019-06-18 15:00:00","火山の麓","","","20","","78","かざんのふもと"
"","-1","1000","79","","2019-06-18 15:00:00","厳烈なる荒地","","","20","","79","げんれつなるあれち"
"","-1","1000","80","","2019-06-18 15:00:00","怠惰の狂人","","","20","","80","たいだのきょうじん"
"","-1","1000","81","","2019-07-18 15:00:00","鼓の音響く森","","","20","","81","つづみのおとひびくもり"
"","-1","1000","82","","2019-07-18 15:00:00","スズナレインボーステージ！","","","20","","82","すずなれいんぼーすてーじ"
"","-1","1000","83","","2019-07-18 15:00:00","雨神様","","","20","","83","あまがみさま"
"A2001629618/","-1","1500","84","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-11/1488880119?app=itunes","2019-07-18 15:00:00","背伸びFirst Kiss","","","20","","84","せのびふぁーすときす"
"","-1","1000","85","","2019-08-15 15:00:00","お兄ちゃん争奪！　シズルのお手伝い","","","20","","85","おにいちゃんそうだつしずるのおてつだい"
"","-1","1000","86","","2019-08-15 15:00:00","お兄ちゃん争奪！　エリコのお手伝い","","","20","","86","おにいちゃんそうだつえりこのおてつだい"
"","-1","1000","87","","2019-08-15 15:00:00","真夏のマホマホ王国 波打ち際のソウルサマー！","","","20","","87","まなつのまほまほおうこくなみうちぎわのそうるさまー"
"","-1","1000","88","","2019-08-15 15:00:00","マジムン","","","20","","88","まじむん"
"A2001629618/","-1","1500","89","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-11/1488880119?app=itunes","2019-08-15 15:00:00","We Are Golden","","","20","","89","うぃーあーごーるでん"
"","-1","1000","90","","2019-09-16 15:00:00","クウカ大回転","","","20","","90","くうかだいかいてん"
"","-1","1000","91","","2019-09-16 15:00:00","森の臆病者と聖なる学舎の異端児","","","20","","91","もりのぼっちとせいなるがくしゃのりせえんぬ"
"","-1","1000","92","","2019-09-16 15:00:00","オオドクマンドラゴラ","","","20","","92","おおどくまんどらごら"
"A2001640446/","-1","1500","93","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-12/1491288056?app=itunes","2019-09-16 15:00:00","なかよしセンセーション","","","20","","93","なかよしせんせーしょん"
"","-1","1000","94","","2019-10-16 15:00:00","不穏の根を踏み越えて","","","20","","94","ふおんのねをふみこえて"
"","-1","1000","95","","2019-10-16 15:00:00","カオリのマブイ式空手道場","","","20","","95","かおりのまぶいしきからてどうじょう"
"","-1","1000","96","","2019-10-16 15:00:00","リトル・ブレイブ・ハロウィンナイト！","","","20","","96","りとるぶれいぶはろうぃんないと"
"","-1","1000","97","","2019-10-16 15:00:00","ファントムバロン","","","20","","97","ふぁんとむばろん"
"A2001640446/","-1","1500","98","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-12/1491288056?app=itunes","2019-10-16 15:00:00","トリックホリック","","","20","","98","とりっくほりっく"
"","-1","1000","99","","2019-11-15 15:00:00","泥濘む森の先へ","","","20","","94","ぬかるむもりのさきへ"
"","-1","1000","100","","2019-11-15 15:00:00","大激戦！しりとりドラゴンズ","","","20","","95","だいげきせんしりとりどらごんず"
"","-1","1000","101","","2019-11-15 15:00:00","ドラゴンエクスプローラーズ","","","20","","96","どらごんえくすぷろーらーず"
"","-1","1000","102","","2019-11-15 15:00:00","ドラゴンもどき","","","20","","97","どらごんもどき"
"A2001716909/","-1","1500","103","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-14/1509394849?app=itunes","2019-11-15 15:00:00","in flames","","","20","","98","いんふれいむず"
"","-1","1000","104","","2019-12-20 15:00:00","新たなる力への試練","","","20","","104","あらたなるちからへのちょうせん"
"","-1","1000","105","","2019-12-20 15:00:00","プレゼントパニック！　ランドソルのサンタたち","","","20","","105","ぷれぜんとぱにっくらんどそるのさんたたち"
"","-1","1000","106","","2019-12-20 15:00:00","トナカイ・ヴェンデッタ","","","20","","106","となかいヴぇんでった"
"A2001716909/","-1","1500","107","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-14/1509394849?app=itunes","2019-12-20 15:00:00","Call Me Darling！","","","20","","107","こーるみーだーりん"
"","2015007","1000","108","","2020-01-16 15:00:00","王都終末決戦","","","20","","108","おうとしゅうまつけっせん"
"","2015007","1000","109","","2020-01-16 15:00:00","皇帝に仕えし僕との戦い","","","20","","109","こうていにつかえししもべとのたたかい"
"","2015007","1000","110","","2020-01-16 15:00:00","神たる者との決戦","","","20","","110","かみたるものとのけっせん"
"","-1","1000","111","","2020-01-16 15:00:00","激走！　ランドソルギルドレース","","","20","","111","げきそうらんどそるぎるどれーす"
"","-1","1000","112","","2020-01-16 15:00:00","山神様","","","20","","112","やまがみさま"
"A2001734667/","-1","1500","113","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-15/1515061876?app=itunes","2020-01-16 15:00:00","SAI＊KOUスタートダッシュ","","","20","","113","さいこうすたーとだっしゅ"
"","-1","1000","114","","2020-01-16 15:00:00","大海を望んで","","","20","","114","たいかいをのぞんで"
"","-1","1000","115","","2020-02-15 15:00:00","魔法少女　二人はミスティ＆ピュアリー","","","20","","115","まほうしょうじょふたりはみすてぃあんどぴゅありー"
"","-1","1000","116","","2020-02-15 15:00:00","アンチビースト","","","20","","116","あんちびーすと"
"A2001734667/","-1","1500","117","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-15/1515061876?app=itunes","2020-02-15 15:00:00","木もれびモンタージュ","","","20","","117","こもれびもんたーじゅ"
"","-1","1000","118","","2020-03-13 15:00:00","アイドルを目指して！","","","20","","118","あいどるをめざして"
"","-1","1000","119","","2020-03-13 15:00:00","思い出の足跡","","","20","","119","おもいでのあしあと"
"","-1","1000","120","","2020-03-13 15:00:00","プリンセスナイト","","","20","","120","ぷりんせすないと"
"","-1","1000","121","","2020-04-15 15:00:00","授けの財団と聖なる学舎の異端児","","","20","","121","さずけのえんじぇるとせいなるがくしゃのりせえんぬ"
"","-1","1000","122","","2020-04-15 15:00:00","なかよしＸ","","","20","","122","なかよしえっくす"
"A2001772609/","-1","1500","123","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-16/1518961426?app=itunes","2020-04-15 15:00:00","青春スピナー","","","20","","123","せいしゅんすぴなー"
"","-1","1000","124","","2020-04-15 15:00:00","密林の影に待つは","","","20","","124","みつりんのかげにまつは"
"A2001693583/","2101001","1500","125","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-13-ep/1503292819?app=itunes","2020-04-15 15:00:00","Mirage Game","","","20","","125","みらーじゅげーむ"
"A2001693583/","2101014","1500","126","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-13-ep/1503292819?app=itunes","2020-04-15 15:00:00","Yes！ Precious Harmony！","","","20","","126","いえすぷれしゃすはーもにー"
"","-1","1000","127","","2020-05-15 15:00:00","チュウチュウパニック！　チーズお守り大作戦！","","","20","","127","ちゅうちゅうぱにっくちーずおまもりだいさくせん"
"","-1","1000","128","","2020-05-15 15:00:00","まきばの四農士　貧乏牧場奮闘記！","","","20","","128","まきばのよんのうしびんぼうぼくじょうふんとうき"
"","-1","1000","129","","2020-05-15 15:00:00","忍びの頭領ハンゾウ","","","20","","129","しのびのとうりょうはんぞう"
"A2001772609/","-1","1500","130","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-16/1518961426?app=itunes","2020-05-15 15:00:00","Heartful Place","","","20","","130","はーとふるぷれいす"
"","-1","1000","131","","2020-06-17 15:00:00","不思議の国のリノ　小さなアリスと希望の絵本","","","20","","131","ふしぎのくにのにのちいさなありすときぼうのえほん"
"","-1","1000","132","","2020-06-17 15:00:00","黒の王ジャバウォック","","","20","","132","くろのおうじゃばうぉっく"
"A2001823541/","-1","1500","133","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-17-ep/1528301186?app=itunes","2020-06-17 15:00:00","フェアリーテイルは夢の中","","","20","","133","ふぇありーているはゆめのなか"
"","-1","1000","134","","2020-06-17 15:00:00","幽幽たる森","","","20","","134","ゆうゆうたるもり"
"","-1","1000","135","","2020-07-15 15:00:00","七夕剣客旅情譚　天に流れる夏の恋","","","20","","135","たなばたけんきゃくりょじょうたんてんにながれるなつのこい"
"","-1","1000","136","","2020-07-15 15:00:00","覚醒・浮気星","","","20","","136","かくせいうわきぼし"
"A2001823541/","-1","1500","137","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-17-ep/1528301186?app=itunes","2020-07-15 15:00:00","黄昏太平旅路唄","","","20","","137","たそがれたいへいたびじうた"
"","-1","1000","138","","2020-08-15 15:00:00","ミサトサマーエール！　夢追う真夏のナイン","","","20","","138","みさとさまーえーるゆめおうまなつのないん"
"","-1","1000","139","","2020-08-15 15:00:00","渚の暴君・鮫吉","","","20","","139","なぎさのぼうくんさめきち"
"","-1","1000","140","","2020-08-15 15:00:00","猛訓打撃道！　ミサトのホームランドリル","","","20","","140","もうくんだげきどうみさとのほーむらんどりる"
"","-1","1000","141","","2020-08-15 15:00:00","目指せホームラン！","","","20","","141","めざせほーむらん"
"","-1","1000","142","","2020-08-15 15:00:00","ひと夏の思い出","","","20","","142","ひとなつのおもいで"
"A2001871533/","-1","1500","143","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-18-ep/1536515990?app=itunes","2020-08-15 15:00:00","あの夏のメモリー","","","20","","143","あのなつのめもりー"
"","-1","1000","144","","2020-08-15 15:00:00","清らかなる川音","","","20","","144","きよらかなるかわおと"
"","-1","1000","145","","2020-09-19 15:00:00","ハッピー・チェンジ・エンジェルズ","","","20","","145","はっぴーちぇんじえんじぇるず"
"","-1","1000","146","","2020-09-19 15:00:00","暴走のイノセントボウ","","","20","","146","ぼうそうのいのせんとぼう"
"A2001871533/","-1","1500","147","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-18-ep/1536515990?app=itunes","2020-09-19 15:00:00","ねぇねぇPlease！","","","20","","147","ねぇねぇぷりーず"
"","-1","1000","148","","2020-10-15 15:00:00","響け！絶叫！ハロウィンゴーストフェスティバル","","","20","","148","ひびけぜっきょうはろうぃんごーすとふぇすてぃばる"
"","-1","1000","149","","2020-10-15 15:00:00","叫怖のゴーストファーザー","","","20","","149","きょうふのごーすとふぁーざー"
"A2001927869/","-1","1500","150","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-19/1545283347?app=itunes","2020-10-15 15:00:00","Paradox","","","20","","150","ぱらどっくす"
"","-1","1000","151","","2020-11-21 15:00:00","魔法提督ラブリー★モニカ　レッツゴー！マジカルカルテット！","","","20","","151","まほうていとくらぶりーもにかれっつごーまじかるかるてっと"
"","-1","1000","152","","2020-11-21 15:00:00","アンチビースト de M","","","20","","152","あんちびーすとどえむ"
"A2001927869/","-1","1500","153","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-19/1545283347?app=itunes","2020-11-21 15:00:00","輝け！ラブリー★ドリーミー","","","20","","153","かがやけらぶりーどりーみー"
"","-1","1000","154","","2020-11-21 15:00:00","断崖を超え　山麓を進み","","","20","","154","だんがいをこえさんろくをすすみ"
