294f3ba3ab361ed9960adec0e29b9ecaeadf8c097507078815f6362f8844ebf4,6c605e5a33e62df7dde9c795a2dc3de16dec9294cb67f54c9fc94a2befa2a648,cb2a81b3dc14c647d54403712f388067455c3dabdc387ceb2b5614e20b75ee53,181f7f7579cd6df2185923237bf4b8fd46bf6809242e25327c9deebead5375b6,c9aa4c0526c89c750fd04edeee10238ad58db948d55d5b90e8ee2ce5d56f7081,40548fc3cff063d3e6bf69dae05db8d11f9283dc05cfad739853ceea72490021,bf8153b15e0323d28b8c66fa4be09559704b79e8052714dedd07727026b44bba,ee8f4ab00b7afbc98a42a0862eff96d3269db82524b014a0b11a0491126d8f1b,f77b843479d59beadd52cf4c4a5f49dc24fb8bcb5fdd9d359153a06fcf62488b,46e61274a87051277a8ed11bd019229ea6c7588b6b862c3bd663e9277ea61bde,e2bc76e8e83e64d472cc27313a7249e6da98b503d5225f69df2473d51065bd39
"2229","0","106001","0","0","0","0","0","0","0","0"
"2230","0","106001","0","0","0","0","0","0","0","0"
"2231","0","105801","0","0","0","0","0","0","0","0"
"2238","0","103001","0","0","105601","0","0","0","0","0"
"2268","0","101701","0","0","0","0","0","0","0","0"
"2279","0","105101","0","0","100801","0","0","0","0","0"
"2280","0","105301","103801","101401","103701","0","0","0","0","0"
"2281","0","104901","104501","0","101801","0","0","0","0","0"
"2282","0","106701","106501","0","106601","0","0","0","0","0"
"2283","0","101801","101601","0","105001","0","0","0","0","0"
"2284","0","102301","104201","0","102101","0","0","0","0","0"
"2286","0","111401","0","0","0","0","0","0","0","0"
"2287","0","104001","0","0","0","0","0","0","0","0"
"2288","0","103601","0","0","0","0","0","0","0","0"
"2289","0","102101","0","0","0","0","0","0","0","0"
"3002","0","100901","0","0","0","0","0","0","0","0"
"3016","0","103601","0","0","0","0","0","0","0","0"
"3086","0","102701","101101","0","104901","0","0","0","0","0"
"3087","0","104501","0","0","0","0","0","0","0","0"
"3088","0","101701","0","0","0","0","0","0","0","0"
"3089","0","106501","0","0","106601","0","0","0","0","0"
"3090","0","102601","0","0","0","0","0","0","0","0"
"3091","0","101501","0","0","0","0","0","0","0","0"
"3093","0","100701","0","0","0","0","0","0","0","0"
"3124","0","102901","0","0","0","0","0","0","0","0"
"3134","0","100601","0","0","0","0","0","0","0","0"
"3143","0","105801","105901","106401","106001","0","0","0","0","0"
"3144","0","105801","105901","106401","106001","0","0","0","0","0"
"3145","0","106001","0","0","0","0","0","0","0","0"
"3146","0","102801","0","0","102501","0","0","0","0","0"
"3147","0","101101","0","0","104901","0","0","0","0","0"
"3148","0","101401","0","0","104301","0","0","0","0","0"
"3149","0","103001","104501","105501","100801","0","0","105301","0","0"
"3150","0","101601","105001","0","101801","0","0","0","0","0"
"3151","0","110901","110801","0","111001","0","0","0","0","0"
"3152","0","105801","105901","106401","106001","0","0","0","0","0"
"3153","0","103301","0","0","102601","0","0","0","0","0"
"3154","0","101701","101601","0","103001","0","0","0","0","0"
"3155","0","102901","105401","0","104201","0","0","0","0","0"
"3156","0","100801","0","0","0","0","0","0","0","0"
"3157","0","100201","100101","0","100301","0","0","0","0","0"
"3167","0","104501","0","0","0","0","0","0","0","0"
"3244","0","102901","105401","0","104201","0","0","0","0","0"
"3245","0","102901","105401","0","104201","0","0","0","0","0"
"3246","0","102901","105401","0","104201","0","0","0","0","0"
"3287","0","101601","0","0","0","0","0","0","0","0"
"4017","0","103301","103801","102601","105201","0","0","0","0","0"
"4049","103401","110901","110801","104801","111001","0","104601","103201","0","0"
"4050","0","104001","104801","0","104601","0","0","0","0","0"
"4052","0","105601","101301","0","100901","0","0","0","0","0"
"4053","0","106501","0","0","106601","0","0","0","0","0"
"4054","0","105801","106001","0","105901","0","0","0","0","0"
"4087","0","110901","0","0","0","0","0","0","0","0"
"4088","0","111001","0","0","0","0","0","0","0","0"
"4127","0","106601","0","0","106501","0","0","0","0","0"
"4147","0","105201","0","0","107001","0","0","0","0","0"
"4200","0","105901","0","0","0","0","0","0","0","0"
"4204","0","101201","0","0","0","0","0","0","0","0"
"5003","0","104001","0","0","0","0","0","0","0","0"
"5020","0","103201","0","0","102801","0","0","0","0","0"
"5035","0","101101","0","0","0","0","0","0","0","0"
"5036","0","104601","0","0","0","0","0","0","0","0"
"5037","0","100101","100301","0","100201","0","0","0","0","0"
"5038","0","102701","101301","105601","100901","0","0","105101","0","0"
"5039","0","100701","100601","104401","102201","0","0","103101","0","0"
"5040","0","103001","104501","105501","100801","0","0","105301","0","0"
"5041","0","102601","105201","103801","103301","0","0","0","0","0"
"5042","0","106801","101101","0","104901","0","0","0","0","0"
"5043","0","104701","103701","100501","107101","0","0","0","0","0"
"5044","0","104801","104601","103401","103201","0","0","0","0","0"
"5045","0","105001","101601","0","101801","0","0","0","0","0"
"5088","0","100701","100601","104401","102201","0","0","103101","0","0"
"5101","0","101701","0","0","0","0","0","0","0","0"
"5102","0","102801","0","0","0","0","0","0","0","0"
"5103","0","101001","0","0","0","0","0","0","0","0"
"5104","0","105801","105901","106401","106001","0","104401","105601","0","0"
"5107","0","105801","105901","106401","106001","0","0","0","0","0"
"5108","0","103101","0","0","0","0","0","0","0","0"
"5112","0","106801","0","0","0","0","0","0","0","0"
"5154","0","106501","0","0","106601","0","0","0","0","0"
"5209","0","118001","0","0","0","0","0","0","0","0"
"5220","0","105901","0","0","0","0","0","0","0","0"
"5221","0","105801","105901","0","106001","0","0","0","0","0"
"5222","0","105801","0","0","0","0","0","0","0","0"
"5223","0","107101","104401","0","102901","0","0","0","0","0"
"6003","0","103601","0","0","0","0","0","0","0","0"
"6004","0","111001","0","0","0","0","0","0","0","0"
"6005","0","110901","0","0","0","0","0","0","0","0"
"6006","0","110801","0","0","0","0","0","0","0","0"
"6020","0","118001","0","0","105801","0","0","0","0","0"
"6021","0","103101","0","0","0","0","0","0","0","0"
"6022","0","106601","0","0","0","0","0","0","0","0"
"6024","0","110901","0","0","102901","0","0","0","0","0"
"6025","0","100901","0","0","0","0","0","0","0","0"
"6041","0","105801","105901","0","106001","0","0","0","0","0"
"6042","0","101401","105501","0","104301","0","0","0","0","0"
"6043","0","103601","100401","0","102001","0","0","0","0","0"
"6044","0","105601","101301","0","100901","0","0","0","0","0"
"6045","0","105901","106001","0","105801","0","0","0","0","0"
"6046","0","102901","105401","0","104201","0","0","0","0","0"
"6047","0","104501","104901","0","101801","0","0","0","0","0"
"6048","0","105001","0","0","0","0","0","0","0","0"
"6055","0","104601","0","0","0","0","0","0","0","0"
"6056","0","105101","0","0","0","0","0","0","0","0"
"6057","0","101301","0","0","0","0","0","0","0","0"
"6058","0","107001","0","0","0","0","0","0","0","0"
"6096","0","106401","0","0","0","0","0","0","0","0"
"6097","0","107101","0","0","107001","0","0","0","0","0"
"6100","0","106001","0","0","0","0","0","0","0","0"
"6102","0","103001","0","0","0","0","0","0","0","0"
"6105","0","103301","0","0","0","0","0","0","0","0"
"6112","0","105801","105901","106401","106001","0","0","0","0","0"
"6113","0","106001","0","0","0","0","0","0","0","0"
"6114","0","106801","101101","0","104901","0","0","0","0","0"
"6115","0","106801","0","0","0","0","0","0","0","0"
"6132","0","107001","0","0","105801","0","0","0","0","0"
"6135","0","100601","0","0","102201","0","0","0","0","0"
"6139","0","101001","0","0","0","0","0","0","0","0"
"6140","0","100401","0","0","0","0","0","0","0","0"
"6141","0","105601","0","0","0","0","0","0","0","0"
"6142","0","101401","0","0","0","0","0","0","0","0"
"6143","0","104501","0","0","0","0","0","0","0","0"
"6144","0","104001","0","0","0","0","0","0","0","0"
"6151","0","103801","0","0","0","0","0","0","0","0"
"6153","0","103701","0","0","0","0","0","0","0","0"
"6164","0","105801","0","0","0","0","0","0","0","0"
"6165","0","105901","0","0","0","0","0","0","0","0"
"6166","0","106001","0","0","0","0","0","0","0","0"
"6189","0","110901","0","0","0","0","0","0","0","0"
"6224","0","104501","0","0","0","0","0","0","0","0"
"6230","0","106501","0","0","106601","0","0","0","0","0"
"6234","0","100801","0","0","0","0","0","0","0","0"
"6235","0","107101","0","0","104701","0","0","0","0","0"
"6252","0","107001","0","0","0","0","0","0","0","0"
"6253","0","105001","0","0","0","0","0","0","0","0"
"6255","0","100201","0","0","106101","0","0","0","0","0"
