af9214a536c0a95e0ff25f2a242d1bbbd29e3463c3660d879d1c58e96080b947,50b4ed531bd2e9d22a0f0dad46cf1208dc29d084494d241327b8ccf94b1f1b3b,1666198fce4da02860d93c34e2e77cab80e9bab0a4c95165bef8586b7242e9bb,f0c438a508e19dc0fd217bc7e43d53af8d7b74e4ecc4c2ae0a69e1dbb5f336e0,ea019b21c3c1e3113627ed228864f71b6fe1867d3cea9eed88c8a8caf7b37b86,3f520cd6d8af20921c86d16e1c88706cd77c8f84a10f3e84f60a85afac193f0c,3c545d4184425d5a439fc716282a25ef36f24d2f8c7e613bd480133018b25f48,b755db31877a1081bd233e6608a81865b3f4bebf3338bbbb7546ac95a6d6d014,c58c2d0b2feb06e9a6d694c4b54ce0d5b6b422f8725a57a5814c4c222ef321c0,dfc649d8c5549b8f56388fbe15366037df0c11c0b4f0394287c1367f8fda1d52,907e5ca380dd5b386ec065e4e1cd57e28063008b49ff5a67742fb52b88bd0c5c,42a6c7c490e5c70b94add1c96bc99083c767b61dbaca909d23c7bd38ad5d3053,b82c17e631423b45d8703df0646e8b8d6859051147722e2f22c516b0d34ec127
"11","アルマ","あるま","","2018-10-18 15:00:00","","11","","20","1000","-1","",""
"12","リトルアドベンチャー","りとるあどべんちゃー","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-05/1436280052?app=itunes","2018-10-18 15:00:00","","12","","18","1500","-1","A2001336697/",""
"13","グラットン","ぐらっとん","","2018-10-18 15:00:00","","13","","20","1000","-1","",""
"14","トリックオアプリン！約束のハロウィンパーティー","とりっくおあぷりんやくそくのはろうぃんぱーてぃー","","2018-10-18 15:00:00","","14","","20","1000","-1","",""
"15","ジャック・オー・プリン","じゃっくおーぷりん","","2018-10-18 15:00:00","","15","","17","1000","-1","",""
"16","もっと！ふたりのパ～ティ～ナイト","もっとふたりのぱーてぃーないと","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-07/1450772144?app=itunes","2018-10-18 15:00:00","","16","","20","1500","-1","A2001411119/",""
"17","耀う氷の結晶","かがようこおりのけっしょう","","2018-10-18 15:00:00","","17","","20","1000","-1","",""
"18","Shining Future","しゃいにんぐふゅーちゃー","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-03/1386518679?app=itunes","2018-11-19 15:00:00","","18","","20","1500","3010003","A2001253711/",""
"19","風への誓い","かぜへのちかい","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-03/1386518679?app=itunes","2018-11-19 15:00:00","","19","","20","1500","3010003","A2001253711/",""
"20","君の笑顔が見たいから","きみのえがおがみたいから","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-04/1411112401?app=itunes","2018-11-19 15:00:00","","20","","18","1500","3010003","A2001305115/",""
"21","アマノジャクハート！","あまのじゃくはーと","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-05/1436280052?app=itunes","2018-11-19 15:00:00","","21","","18","1500","1054007","A2001336697/",""
"22","不穏な空気と立ち向かう闘志","ふおんなくうきとたちむかうとうし","","2018-11-19 15:00:00","","22","","20","1000","-1","",""
"23","ツインピッグス","ついんぴっぐす","","2018-11-19 15:00:00","","23","","20","1000","-1","",""
"24","ヴァンパイアハンターwithイリヤ","ヴぁんぱいあはんたーうぃずいりや","","2018-11-19 15:00:00","","24","","20","1000","-1","",""
"25","ガルグ","がるぐ","","2018-11-19 15:00:00","","25","","20","1000","-1","",""
"26","Peaceful*ちゃんぷるー","ぴーすふるちゃんぷるー","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-09/1474199447?app=itunes","2018-11-19 15:00:00","","26","","20","1500","-1","A2001552686/",""
"27","レサトパルト","れさとぱると","","2018-11-19 15:00:00","","27","","20","1000","-1","",""
"28","トワイライトブレイカーズ","とわいらいとぶれいかーず","","2018-11-19 15:00:00","","28","","20","1000","-1","",""
"29","オラム","おらむ","","2018-11-19 15:00:00","","29","","20","1000","-1","",""
"30","サイツヨでしょ、でしょ？","さいつよでしょでしょ","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-08/1465192235?app=itunes","2018-11-19 15:00:00","","30","","20","1500","-1","A2001502066/",""
"31","氷海の地","ひょうかいのち","","2018-11-19 15:00:00","","31","","20","1000","-1","",""
"32","氷と雪の世界","こおりとゆきのせかい","","2018-12-19 15:00:00","","32","","20","1000","-1","",""
"33","爽やかな風","さわやかなかぜ","","2018-12-19 15:00:00","","33","","20","1000","-1","",""
"34","カルキノス","かるきのす","","2018-12-19 15:00:00","","34","","20","1000","-1","",""
"35","デンジャラスバカンス！渚のグルメプリンセス","でんじゃらすばかんすなぎさのぐるめぷりんせす","","2018-12-19 15:00:00","","35","","20","1000","-1","",""
"36","テンタパス","てんたぱす","","2018-12-19 15:00:00","","36","","20","1000","-1","",""
"37","えがおのマイホーム","えがおのまいほーむ","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-02/1361483195?app=itunes","2018-12-19 15:00:00","","37","","20","1500","-1","A2001197334/",""
"38","サジタリウス","さじたりうす","","2018-12-19 15:00:00","","38","","20","1000","-1","",""
"39","忘却のキャロル","ぼうきゃくのきゃろる","","2018-12-19 15:00:00","","39","","20","1000","-1","",""
"40","フォギー","ふぉぎー","","2018-12-19 15:00:00","","40","","20","1000","-1","",""
"41","Ding Dong Holy Night♪","でぃんどんほーりーないと","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-07/1450772144?app=itunes","2018-12-19 15:00:00","","41","","20","1500","-1","A2001411119/",""
"42","険しき乾荒原","けわしきかんこうげん","","2019-01-18 15:00:00","","42","","20","1000","-1","",""
"43","オルレオン","おるれおん","","2019-01-18 15:00:00","","43","","20","1000","-1","",""
"44","タマキとミフユの無人島0ルピ生活","たまきとみふゆのむじんとうぜろるぴせいかつ","","2019-01-18 15:00:00","","44","","20","1000","-1","",""
"45","島クジラ","しまくじら","","2019-01-18 15:00:00","","45","","20","1000","-1","",""
"46","キンキラ☆ハピネス！","きんきらはぴねす","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-06/1444266694?app=itunes","2019-01-18 15:00:00","","46","","18","1500","-1","A2001372582/",""
"47","新たな船出","あらたなふなで","","2019-01-18 15:00:00","","47","","20","1000","-1","",""
"48","アルゲティ","あるげてぃ","","2019-01-18 15:00:00","","48","","20","1000","-1","",""
"49","新春トゥインクルクライシス！","しんしゅんとぅいんくるくらいしす","","2019-01-18 15:00:00","","49","","20","1000","-1","",""
"50","邪餅神ガミィ","じゃへいしんがみぃ","","2019-01-18 15:00:00","","50","","20","1000","-1","",""
"51","TwinkleStars","とぅいんくるすたーず","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-10/1483895284?app=itunes","2019-01-18 15:00:00","","51","","20","1500","-1","A2001612987/",""
"52","酷熱の砂漠","こくねつのさばく","","2019-02-15 15:00:00","","52","","20","1000","-1","",""
"53","メデューサ","めでゅーさ","","2019-02-15 15:00:00","","53","","20","1000","-1","",""
"54","黒鉄の亡霊（ナイトメア）","くろがねのないとめあ","","2019-02-15 15:00:00","","54","","20","1000","-1","",""
"55","リビングメイル","りびんぐめいる","","2019-02-15 15:00:00","","55","","20","1000","-1","",""
"56","Aloofness Code","あるーふねすこーど","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-06/1444266694?app=itunes","2019-02-15 15:00:00","","56","","20","1500","-1","A2001372582/",""
"57","Absolute Secret","あぶそりゅーとしーくれっと","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-lost-princess-%E3%82%88%E3%81%86%E3%81%93%E3%81%9D%E7%BE%8E%E9%A3%9F%E6%AE%BF%E3%81%B8/1458052782?app=itunes","2019-02-15 15:00:00","","57","","20","1500","2008015","A2001452543/",""
"58","アクアリオス","あくありおす","","2019-02-15 15:00:00","","58","","20","1000","-1","",""
"59","バトルオブバレンタイン！想いぶつかるスウィートバトル","ばとるおぶばれんたいんおもいぶつかるすうぃーとばとる","","2019-02-15 15:00:00","","59","","20","1000","-1","",""
"60","アグリーラブリー","あぐりーらぶりー","","2019-02-15 15:00:00","","60","","20","1000","-1","",""
"61","SUPER CHOCOLATE","すーぱーちょこれーと","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-08/1465192235?app=itunes","2019-02-15 15:00:00","","61","","20","1500","-1","A2001502066/",""
"62","砂海の中のオアシス","さかいのなかのおあしす","","2019-03-19 15:00:00","","62","","20","1000","-1","",""
"63","不思議な森","ふしぎなもり","","2019-03-19 15:00:00","","63","","20","1000","-1","",""
"64","トルペドン","とるぺどん","","2019-03-19 15:00:00","","64","","20","1000","-1","",""
"65","王都の名探偵　嘆きの追跡者（ストーカー）","おうとのめいたんていなげきのすとーかー","","2019-03-19 15:00:00","","65","","20","1000","-1","",""
"66","嘆きの女神","なげきのめがみ","","2019-03-19 15:00:00","","66","","20","1000","-1","",""
"67","未解決な想い","みかいけつなおもい","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-09/1474199447?app=itunes","2019-03-19 15:00:00","","67","","20","1500","-1","A2001552686/",""
"68","ロボリマ来襲！王都滅亡までのカウントダウン","ろぼりまらいしゅうおうとめつぼうまでのかうんとだうん","","2019-04-19 15:00:00","","68","","20","1000","-1","",""
"69","ロボリマ","ろぼりま","","2019-04-19 15:00:00","","69","","20","1000","-1","",""
"70","ロボリマ~終焉~","ろぼりましゅうえん","","2019-04-19 15:00:00","","70","","20","1000","-1","",""
"71","アストルムに咲く双輪の華","あすとるむにさくそうりんのはな","","2019-04-19 15:00:00","","71","","20","1000","-1","",""
"72","コア・ギガース","こあぎがーす","","2019-04-19 15:00:00","","72","","20","1000","-1","",""
"73","Crossing Destiny","くろっしんぐでぃすてぃにー","","2019-04-19 15:00:00","","73","","20","1500","-1","",""
"74","岩峰に潜むもの","がんほうにひそむもの","","2019-05-17 15:00:00","","74","","20","1000","-1","",""
"75","ショーグン道中記　白翼のサムライ","しょーぐんどうちゅうきはくよくのさむらい","","2019-05-17 15:00:00","","75","","20","1000","-1","",""
"76","アクダイカン","あくだいかん","","2019-05-17 15:00:00","","76","","20","1000","-1","",""
"77","白翼のグローリエ","はくよくのぐろーりえ","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-10/1483895284?app=itunes","2019-05-17 15:00:00","","77","","20","1500","-1","A2001612987/",""
"78","火山の麓","かざんのふもと","","2019-06-18 15:00:00","","78","","20","1000","-1","",""
"79","厳烈なる荒地","げんれつなるあれち","","2019-06-18 15:00:00","","79","","20","1000","-1","",""
"80","怠惰の狂人","たいだのきょうじん","","2019-06-18 15:00:00","","80","","20","1000","-1","",""
"81","鼓の音響く森","つづみのおとひびくもり","","2019-07-18 15:00:00","","81","","20","1000","-1","",""
"82","スズナレインボーステージ！","すずなれいんぼーすてーじ","","2019-07-18 15:00:00","","82","","20","1000","-1","",""
"83","雨神様","あまがみさま","","2019-07-18 15:00:00","","83","","20","1000","-1","",""
"84","背伸びFirst Kiss","せのびふぁーすときす","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-11/1488880119?app=itunes","2019-07-18 15:00:00","","84","","20","1500","-1","A2001629618/",""
"85","お兄ちゃん争奪！　シズルのお手伝い","おにいちゃんそうだつしずるのおてつだい","","2019-08-15 15:00:00","","85","","20","1000","-1","",""
"86","お兄ちゃん争奪！　エリコのお手伝い","おにいちゃんそうだつえりこのおてつだい","","2019-08-15 15:00:00","","86","","20","1000","-1","",""
"87","真夏のマホマホ王国 波打ち際のソウルサマー！","まなつのまほまほおうこくなみうちぎわのそうるさまー","","2019-08-15 15:00:00","","87","","20","1000","-1","",""
"88","マジムン","まじむん","","2019-08-15 15:00:00","","88","","20","1000","-1","",""
"89","We Are Golden","うぃーあーごーるでん","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-11/1488880119?app=itunes","2019-08-15 15:00:00","","89","","20","1500","-1","A2001629618/",""
"90","クウカ大回転","くうかだいかいてん","","2019-09-16 15:00:00","","90","","20","1000","-1","",""
"91","森の臆病者と聖なる学舎の異端児","もりのぼっちとせいなるがくしゃのりせえんぬ","","2019-09-16 15:00:00","","91","","20","1000","-1","",""
"92","オオドクマンドラゴラ","おおどくまんどらごら","","2019-09-16 15:00:00","","92","","20","1000","-1","",""
"93","なかよしセンセーション","なかよしせんせーしょん","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-12/1491288056?app=itunes","2019-09-16 15:00:00","","93","","20","1500","-1","A2001640446/",""
"94","不穏の根を踏み越えて","ふおんのねをふみこえて","","2019-10-16 15:00:00","","94","","20","1000","-1","",""
"95","カオリのマブイ式空手道場","かおりのまぶいしきからてどうじょう","","2019-10-16 15:00:00","","95","","20","1000","-1","",""
"96","リトル・ブレイブ・ハロウィンナイト！","りとるぶれいぶはろうぃんないと","","2019-10-16 15:00:00","","96","","20","1000","-1","",""
"97","ファントムバロン","ふぁんとむばろん","","2019-10-16 15:00:00","","97","","20","1000","-1","",""
"98","トリックホリック","とりっくほりっく","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-12/1491288056?app=itunes","2019-10-16 15:00:00","","98","","20","1500","-1","A2001640446/",""
"94","泥濘む森の先へ","ぬかるむもりのさきへ","","2019-11-15 15:00:00","","99","","20","1000","-1","",""
"95","大激戦！しりとりドラゴンズ","だいげきせんしりとりどらごんず","","2019-11-15 15:00:00","","100","","20","1000","-1","",""
"96","ドラゴンエクスプローラーズ","どらごんえくすぷろーらーず","","2019-11-15 15:00:00","","101","","20","1000","-1","",""
"97","ドラゴンもどき","どらごんもどき","","2019-11-15 15:00:00","","102","","20","1000","-1","",""
"98","in flames","いんふれいむず","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-14/1509394849?app=itunes","2019-11-15 15:00:00","","103","","20","1500","-1","A2001716909/",""
"104","新たなる力への試練","あらたなるちからへのちょうせん","","2019-12-20 15:00:00","","104","","20","1000","-1","",""
"105","プレゼントパニック！　ランドソルのサンタたち","ぷれぜんとぱにっくらんどそるのさんたたち","","2019-12-20 15:00:00","","105","","20","1000","-1","",""
"106","トナカイ・ヴェンデッタ","となかいヴぇんでった","","2019-12-20 15:00:00","","106","","20","1000","-1","",""
"107","Call Me Darling！","こーるみーだーりん","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-14/1509394849?app=itunes","2019-12-20 15:00:00","","107","","20","1500","-1","A2001716909/",""
"108","王都終末決戦","おうとしゅうまつけっせん","","2020-01-16 15:00:00","","108","","20","1000","2015007","",""
"109","皇帝に仕えし僕との戦い","こうていにつかえししもべとのたたかい","","2020-01-16 15:00:00","","109","","20","1000","2015007","",""
"110","神たる者との決戦","かみたるものとのけっせん","","2020-01-16 15:00:00","","110","","20","1000","2015007","",""
"111","激走！　ランドソルギルドレース","げきそうらんどそるぎるどれーす","","2020-01-16 15:00:00","","111","","20","1000","-1","",""
"112","山神様","やまがみさま","","2020-01-16 15:00:00","","112","","20","1000","-1","",""
"113","SAI＊KOUスタートダッシュ","さいこうすたーとだっしゅ","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-15/1515061876?app=itunes","2020-01-16 15:00:00","","113","","20","1500","-1","A2001734667/",""
"114","大海を望んで","たいかいをのぞんで","","2020-01-16 15:00:00","","114","","20","1000","-1","",""
"115","魔法少女　二人はミスティ＆ピュアリー","まほうしょうじょふたりはみすてぃあんどぴゅありー","","2020-02-15 15:00:00","","115","","20","1000","-1","",""
"116","アンチビースト","あんちびーすと","","2020-02-15 15:00:00","","116","","20","1000","-1","",""
"117","木もれびモンタージュ","こもれびもんたーじゅ","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-15/1515061876?app=itunes","2020-02-15 15:00:00","","117","","20","1500","-1","A2001734667/",""
"118","アイドルを目指して！","あいどるをめざして","","2020-03-13 15:00:00","","118","","20","1000","-1","",""
"119","思い出の足跡","おもいでのあしあと","","2020-03-13 15:00:00","","119","","20","1000","-1","",""
"120","プリンセスナイト","ぷりんせすないと","","2020-03-13 15:00:00","","120","","20","1000","-1","",""
"121","授けの財団と聖なる学舎の異端児","さずけのえんじぇるとせいなるがくしゃのりせえんぬ","","2020-04-15 15:00:00","","121","","20","1000","-1","",""
"122","なかよしＸ","なかよしえっくす","","2020-04-15 15:00:00","","122","","20","1000","-1","",""
"123","青春スピナー","せいしゅんすぴなー","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-16/1518961426?app=itunes","2020-04-15 15:00:00","","123","","20","1500","-1","A2001772609/",""
"124","密林の影に待つは","みつりんのかげにまつは","","2020-04-15 15:00:00","","124","","20","1000","-1","",""
"125","Mirage Game","みらーじゅげーむ","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-13-ep/1503292819?app=itunes","2020-04-15 15:00:00","","125","","20","1500","2101001","A2001693583/",""
"126","Yes！ Precious Harmony！","いえすぷれしゃすはーもにー","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-13-ep/1503292819?app=itunes","2020-04-15 15:00:00","","126","","20","1500","2101014","A2001693583/",""
"127","チュウチュウパニック！　チーズお守り大作戦！","ちゅうちゅうぱにっくちーずおまもりだいさくせん","","2020-05-15 15:00:00","","127","","20","1000","-1","",""
"128","まきばの四農士　貧乏牧場奮闘記！","まきばのよんのうしびんぼうぼくじょうふんとうき","","2020-05-15 15:00:00","","128","","20","1000","-1","",""
"129","忍びの頭領ハンゾウ","しのびのとうりょうはんぞう","","2020-05-15 15:00:00","","129","","20","1000","-1","",""
"130","Heartful Place","はーとふるぷれいす","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-16/1518961426?app=itunes","2020-05-15 15:00:00","","130","","20","1500","-1","A2001772609/",""
"131","不思議の国のリノ　小さなアリスと希望の絵本","ふしぎのくにのにのちいさなありすときぼうのえほん","","2020-06-17 15:00:00","","131","","20","1000","-1","",""
"132","黒の王ジャバウォック","くろのおうじゃばうぉっく","","2020-06-17 15:00:00","","132","","20","1000","-1","",""
"133","フェアリーテイルは夢の中","ふぇありーているはゆめのなか","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-17-ep/1528301186?app=itunes","2020-06-17 15:00:00","","133","","20","1500","-1","A2001823541/",""
"134","幽幽たる森","ゆうゆうたるもり","","2020-06-17 15:00:00","","134","","20","1000","-1","",""
"135","七夕剣客旅情譚　天に流れる夏の恋","たなばたけんきゃくりょじょうたんてんにながれるなつのこい","","2020-07-15 15:00:00","","135","","20","1000","-1","",""
"136","覚醒・浮気星","かくせいうわきぼし","","2020-07-15 15:00:00","","136","","20","1000","-1","",""
"137","黄昏太平旅路唄","たそがれたいへいたびじうた","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-17-ep/1528301186?app=itunes","2020-07-15 15:00:00","","137","","20","1500","-1","A2001823541/",""
"138","ミサトサマーエール！　夢追う真夏のナイン","みさとさまーえーるゆめおうまなつのないん","","2020-08-15 15:00:00","","138","","20","1000","-1","",""
"139","渚の暴君・鮫吉","なぎさのぼうくんさめきち","","2020-08-15 15:00:00","","139","","20","1000","-1","",""
"140","猛訓打撃道！　ミサトのホームランドリル","もうくんだげきどうみさとのほーむらんどりる","","2020-08-15 15:00:00","","140","","20","1000","-1","",""
"141","目指せホームラン！","めざせほーむらん","","2020-08-15 15:00:00","","141","","20","1000","-1","",""
"142","ひと夏の思い出","ひとなつのおもいで","","2020-08-15 15:00:00","","142","","20","1000","-1","",""
"143","あの夏のメモリー","あのなつのめもりー","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-18-ep/1536515990?app=itunes","2020-08-15 15:00:00","","143","","20","1500","-1","A2001871533/",""
"144","清らかなる川音","きよらかなるかわおと","","2020-08-15 15:00:00","","144","","20","1000","-1","",""
"145","ハッピー・チェンジ・エンジェルズ","はっぴーちぇんじえんじぇるず","","2020-09-19 15:00:00","","145","","20","1000","-1","",""
"146","暴走のイノセントボウ","ぼうそうのいのせんとぼう","","2020-09-19 15:00:00","","146","","20","1000","-1","",""
"147","ねぇねぇPlease！","ねぇねぇぷりーず","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-18-ep/1536515990?app=itunes","2020-09-19 15:00:00","","147","","20","1500","-1","A2001871533/",""
"148","響け！絶叫！ハロウィンゴーストフェスティバル","ひびけぜっきょうはろうぃんごーすとふぇすてぃばる","","2020-10-15 15:00:00","","148","","20","1000","-1","",""
"149","叫怖のゴーストファーザー","きょうふのごーすとふぁーざー","","2020-10-15 15:00:00","","149","","20","1000","-1","",""
"150","Paradox","ぱらどっくす","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-19/1545283347?app=itunes","2020-10-15 15:00:00","","150","","20","1500","-1","A2001927869/",""
"151","魔法提督ラブリー★モニカ　レッツゴー！マジカルカルテット！","まほうていとくらぶりーもにかれっつごーまじかるかるてっと","","2020-11-21 15:00:00","","151","","20","1000","-1","",""
"152","アンチビースト de M","あんちびーすとどえむ","","2020-11-21 15:00:00","","152","","20","1000","-1","",""
