e2b1e8b9b08686f0f0e8f1d1baccb1426bd940c8beaab3b53f29650d4c497db6,46bbde276a72e64d7cce2377ff012ec4d72e774a835edb3f8c7e43588c25864f,3dde8ac45e72ce255cc3e5e06f564b0ae109db74f8b56fc7e2a21c53f59e90d0,4a0f1bb4c3c9102bb562df3d30478ad753126d2c452866f60e04a80752cffd0f,3570927db46849adbb554bf066c803ebede64c8616f38c975df31ffb768ea53b,08085156c143a6f11d76744917ca080354357c7ce47b5c77cfdb249690af15e3,e86e31b949f72f9c538360a873a90326cb550c125b59958273ddee52330cb892,7d1dd1a84a314ba865140788a723838e1d773a5e165d84b2307b0cbdea04b8e7,2bb8f3a2b77b0b8828ec4aa53f58237655ef34dc33efa5bded6640d2a910c943
"","","6","2","84","93001","31","21600","336"
"","","6","2","85","93001","32","21600","340"
"","","6","2","86","93001","33","21600","344"
"","","6","2","87","93001","34","21600","348"
"","","6","2","88","93001","35","21600","352"
"","","6","2","89","93001","36","21600","356"
"","","6","2","90","93001","37","21600","360"
"","","6","2","91","93001","38","21600","364"
"","","6","2","92","93001","39","21600","368"
"","","2","3","1","20001","1","14400","3"
"","","2","3","1","20001","2","9600","5"
"","","2","3","1","20001","3","7200","7"
"","","2","3","1","20001","4","5400","10"
"","","2","3","1","20001","5","3600","15"
"","","2","3","1","20002","6","9600","6"
"","","2","3","1","20002","7","7200","8"
"","","2","3","1","20002","8","4800","12"
"","","2","3","1","20002","9","3600","16"
"","","2","3","1","20002","10","2700","20"
"","","2","3","1","20003","11","10800","6"
"","","2","3","1","20003","12","9000","8"
"","","2","3","1","20003","13","7200","12"
"","","2","3","1","20003","14","5400","16"
"","","2","3","1","20003","15","3600","20"
"","","2","3","1","20003","16","2880","30"
"","","2","3","1","20004","17","12600","7"
"","","2","3","1","20004","18","11400","8"
"","","2","3","1","20004","19","10200","9"
"","","2","3","1","20004","20","9300","10"
"","","2","3","1","20004","21","8700","10"
"","","2","3","1","20004","22","6600","13"
"","","2","3","1","20004","23","6300","14"
"","","2","3","1","20004","24","6000","15"
"","","2","3","1","20004","25","5700","15"
"","","2","3","1","20004","26","5400","16"
"","","2","3","1","20004","27","5100","17"
"","","2","3","1","20004","28","4860","18"
"","","2","3","1","20004","29","4620","19"
"","","2","3","1","20004","30","4440","20"
"","","2","3","1","20004","31","4260","21"
"","","2","3","1","20004","32","4080","22"
"","","2","3","1","20004","33","3960","22"
"","","2","3","1","20004","34","3840","23"
"","","2","3","1","20004","35","3720","24"
"","","2","3","1","20004","36","3600","24"
"","","2","3","1","20004","37","3480","25"
"","","2","3","1","20004","38","3420","26"
"","","2","3","1","20004","39","3360","26"
"","","12","4","3000","94002","1","21600","12000"
"","","12","4","4500","94002","2","21600","18000"
"","","12","4","6000","94002","3","21600","24000"
"","","12","4","7500","94002","4","21600","30000"
"","","12","4","10500","94002","5","21600","42000"
"","","12","4","13500","94002","6","21600","54000"
"","","12","4","16500","94002","7","21600","66000"
"","","12","4","21000","94002","8","21600","84000"
"","","12","4","25500","94002","9","21600","102000"
"","","12","4","30000","94002","10","21600","120000"
"","","12","4","36000","94002","11","21600","144000"
"","","12","4","42000","94002","12","21600","168000"
"","","12","4","48000","94002","13","21600","192000"
"","","12","4","55500","94002","14","21600","222000"
"","","12","4","63000","94002","15","21600","252000"
"","","12","4","70500","94002","16","21600","282000"
"","","12","4","79500","94002","17","21600","318000"
"","","12","4","88500","94002","18","21600","354000"
"","","12","4","97500","94002","19","21600","390000"
"","","12","4","108000","94002","20","21600","432000"
"","","12","4","118500","94002","21","21600","474000"
"","","12","4","129000","94002","22","21600","516000"
"","","12","4","140500","94002","23","21600","562000"
"","","12","4","150000","94002","24","21600","600000"
"","","12","4","160500","94002","25","21600","642000"
"","","12","4","171000","94002","26","21600","684000"
"","","12","4","181500","94002","27","21600","726000"
"","","12","4","192000","94002","28","21600","768000"
"","","12","4","202500","94002","29","21600","810000"
"","","12","4","213000","94002","30","21600","852000"
"","","12","4","223500","94002","31","21600","894000"
"","","12","4","230000","94002","32","21600","920000"
"","","12","4","235000","94002","33","21600","940000"
"","","12","4","240000","94002","34","21600","960000"
"","","12","4","245000","94002","35","21600","980000"
"","","12","4","250000","94002","36","21600","1000000"
"","","12","4","255000","94002","37","21600","1020000"
"","","12","4","260000","94002","38","21600","1040000"
"","","12","4","265000","94002","39","21600","1060000"
"","","6","5","12","93001","1","21600","48"
"","","6","6","12","93001","1","21600","48"
"","","6","7","12","93001","1","21600","48"
"","","6","8","12","93001","1","21600","48"
"","","6","11","12","93001","1","21600","48"
"","","6","12","12","93001","1","21600","48"
"","","6","19","12","93001","1","21600","48"
"4999999999","14999999999","0","23","1","0","0","0","0"
"","","6","25","12","93001","1","21600","48"
"","","6","28","12","93001","1","21600","48"
"","","6","30","12","93001","1","21600","48"
