d23a9469b1d27c661f93b19189d84b177d3bb8582ad30a5b943047b24687e3b0,841b28327ce1a2a150dee81c81551aaf4d2610ec103dba5f74a62199c605d884,1471de079d0d73c40e40af74429b4124449985252f79d8b548a6611b01827990,4a9b38011ad1c5b94f905ed0091726ec891dbee4c24aaecd575549ea62637615,f1642e334fff6c3013b65ed8f3210fa0771cc655e2f6d161b0f2ebc036d3d8c0,38972d85873853e6a89d7bae7492722411b2d49260043ac67a4294aa4329959c,92349eada025b8f9e18573bdb2e91da07ca1547d60260d14eb4872097e2943b9,0db16370b009ff723d8d0f374c854bc1b377a04889dd844d512f2eca78c1030e,2605e60a6b2e69cf280a4cb2c6bc4534cc80c5c0c3c7334ad2a7441dcb5b008a,3c1fae4d8992dfd08c101f45d5ab48c9f7d4882ee7795570b65d83bff59fb28c,7598bf6111f71a61daf4f560d50e931e0a4346ccc9f19718aead05212d81e267,5e3b94c037bdebafc739de6ed3d04a09725113038cc384d0c6c8d42606573c6f,2fc47d13cf32e58463176edf2e46a5b8de0c14de506f7f4e6829ce1f8009ba32,17fbec314d5fd41c3c8baa119f9c540fa9bb0192236c0c3037ddd3cfedc29927,daf4b56de2bd068bc8a57d1396afc207637f1e9d2361846207ded6bedd718459,79d642330cd4b5df3752059b4434682198d1289031bd2bb33057a09a88213f11,97e17abea0591c22e169702353ceb2859e7f8cb17667106544eab1a504b6bc3c,8e2ad0d09b104e49d65ccda096395c03ce895ba6d613e349a330f26d105905b4,a061ca3efa8a7fcb991eb6273e73bc314c34e25d2b1aa03d024078497c6deebf,e645f21a3c2382d7b608dec0690fd749c9696df9162f582af719a69b877f2cd9,af64ee07ce6a851df398138c03faeda1f17115dd7b26d80b01ef72b41a804c18,8d3decf73524cbface3341c9280ff107ea3f069721c6ea46ccbf0f18e10257f1,7099e0e72b9fb412dc74177d19d82b77cb8064d8fb18b2bd0507ff9b93e31a61,d9e667e8a539aecaf94e9bcd6e086f891e9d2d6aa4f84f1f08e15cc7e32d418f,a1dcfcfb5acdb01034276604fad473c4d217c687cba9613d53d22ba2a6a29243,ab3264bdd970893df91fc58a4af711d7f4474897d264f80245f87870bfded9a9,d1ad7de444cd5fc1bbc165c573bce03a256375725077f4c78ebfe410494c8ad4,aef7398025d71ac8986c03494c689f63d2197a9293c66f5ce0b66733a86f427d,8df1ce53fcecd599a8bee863207ba02a58222b52606838b292a742a1d5b523fe,925f45c36cbcd51c5d97ee81a94498915f94d63caa538a21efdfd3518508555c,99686caa3aa2350e8589a30ed21265d79bcf6a7c038e190d193a40c0a35d07d9,f4adcc2c93cacff0049720905d5477afc410392d157b2fce2c34e422982b8bd8,18bc8ad1b5c16919779a9cd6cd11f121ba653b96447844aa313555aecfd21f11,f91884961e0d45798fc045d3ce68a091a3517dce231ab9dba364112c56146451,dc303ac863bfa902b416989fe0dc7818e8514598732c21d62127a93fe75637c6,4ad0ca7fa6fdc14c3ecb2cd4258e22f03c136b284c3d7e80e60d02220bb25a5d,8dab6889b6f2a97f99da3df86bbd4ea0d69f96a69684f5e7363d6cff10d3effe,a2cf7a149cab6a741bb2203a6f5764f33113c7f413e3a534b28aab341958c913,d6120a9df7a3fd98dcfd04b0be280685604c00221c0601930d24d7e42799128f,65fff223ca0e80ad906048ec338dbc0ec7b9a98cc15e0e9957c93ac4d93425e3,a11e21fce7fb951c178aaffa38976187650f860fed7d103887002cb5f124c7c0,9c46e02a0e3854f157a0a4ac4bbae8018d207af07ce45fea0d758ee59828936b,b5cc4ad18d6a3c2937bef1a0f69bb6d045c92580c564a834600c4f4443c6a6f7,800da81ce918a30d923e11ae6dce2221506120719153ddde5e5ce3f0074d0b10
"14","-1","0","10070103","0","401040381","100000","1.3","1.8","1.3","10070101","1004107","2","401040371","1007","401040361","10070104","10070105","0","0","1004108","1","401040391","710071","1.8","0","0","1004109","1","1","0","0.06","0","0","0","0","1004106","10070102","401040401","0","2","1004110","0","2"
"15","1","0","10080103","0","401040431","100000","1","1.3","1","10080101","1004102","1.5","401040421","1008","401040411","10080104","10080105","0","0","1004103","1","401040441","710081","1.3","0","0","1004104","1","1","0","0.03","0","0","0","0","1004101","10080102","401040451","0","1","1004105","0","1"
"16","-1","0","10080103","0","401040481","100000","1.3","1.8","1.3","10080101","1004107","2","401040471","1008","401040461","10080104","10080105","0","0","1004108","1","401040491","710081","1.8","0","0","1004109","1","1","0","0.06","0","0","0","0","1004106","10080102","401040501","0","2","1004110","0","2"
"17","1","0","10090103","0","401040531","100000","1","1.3","1","10090101","1004102","1.5","401040521","1009","401040511","10090104","10090105","0","0","1004103","1","401040541","710091","1.3","0","0","1004104","1","1","0","0.03","0","0","0","0","1004101","10090102","401040551","0","1","1004105","0","1"
"18","5","0","10090103","0","401040581","100000","1.4","1.8","1.4","10090101","1004107","2","401040571","1009","401040561","10090104","10090105","0","0","1004108","1","401040591","710091","1.8","0","0","1004109","1","1","0","0.06","0","0","0","0","1004106","10090102","401040601","0","2","1004110","0","2"
"19","-1","0","10090103","0","401040631","100000","2","2.5","2","10090101","1004102","3","401040621","1009","401040611","10090104","10090105","0","0","1004103","1","401040641","710091","2.5","0","0","1004104","1","1","0","0.06","0","0","0","0","1004101","10090102","401040651","0","2","1004105","0","6"
"20","3","0","10100103","0","401011003","100000","1","1.3","1","10100101","1004107","1.5","401011002","1010","401011001","10100104","10100105","0","0","1004108","1","401011004","710101","1.3","0","0","1004109","1","1","0","0.03","0","0","0","0","1004106","10100102","401011005","0","1","1004110","0","1"
"21","10","0","10100103","0","401021003","100000","1.4","1.8","1.4","10100101","1004102","2","401021002","1010","401021001","10100104","10100105","0","0","1004103","1","401021004","710101","1.8","0","0","1004104","1","1","0","0.06","0","0","0","0","1004101","10100102","401021005","0","2","1004105","0","4"
"22","-1","0","10100103","0","401031003","100000","2","2.5","2","10100101","1004107","3","401031002","1010","401031001","10100104","10100105","0","0","1004108","1","401031004","710101","2.5","0","0","1004109","1","1","0","0.06","0","0","0","0","1004106","10100102","401031005","0","2","1004110","0","11"
"23","1","0","10110103","0","401040681","100000","1","1.3","1","10110101","1004102","1.5","401040671","1011","401040661","10110104","10110105","0","0","1004103","1","401040691","710111","1.3","0","0","1004104","1","2","0","0.03","0","0","0","0","1004101","10110102","401040701","0","1","1004105","0","1"
"24","3","0","10110103","0","401040681","100000","1","1.3","1","10110101","1004107","1.5","401040671","1011","401040661","10110104","10110105","0","0","1004108","1","401040691","710111","1.3","0","0","1004109","1","2","0","0.03","0","0","0","0","1004106","10110102","401040701","0","1","1004110","0","2"
"25","10","0","10110103","0","401040731","100000","1.4","1.8","1.4","10110101","1004102","2","401040721","1011","401040711","10110104","10110105","0","0","1004103","2","401040741","710111","1.8","0","0","1004104","1","5","0","0.06","0","0","0","0","1004101","10110102","401040751","0","2","1004105","0","4"
"26","-1","0","10110103","0","401040781","100000","2","2.5","2","10110101","1004107","3","401040771","1011","401040761","10110104","10110105","0","0","1004108","3","401040791","710111","2.5","0","0","1004109","1","12","0","0.06","0","0","0","0","1004106","10110102","401040801","0","2","1004110","0","11"
"27","1","0","10120103","0","401040831","100000","1","1.3","1","10120101","1004102","1.5","401040821","1012","401040811","10120104","10120105","0","0","1004103","1","401040841","710121","1.3","0","0","1004104","1","2","0","0.03","0","0","0","0","1004101","10120102","401040851","0","1","1004105","0","1"
"28","3","0","10120103","0","401040831","100000","1","1.3","1","10120101","1004107","1.5","401040821","1012","401040811","10120104","10120105","0","0","1004108","1","401040841","710121","1.3","0","0","1004109","1","2","0","0.03","0","0","0","0","1004106","10120102","401040851","0","1","1004110","0","2"
"29","10","0","10120103","0","401040881","100000","1.4","1.8","1.4","10120101","1004102","2","401040871","1012","401040861","10120104","10120105","0","0","1004103","2","401040891","710121","1.8","0","0","1004104","1","5","0","0.06","0","0","0","0","1004101","10120102","401040901","0","2","1004105","0","4"
"30","-1","0","10120103","0","401040931","100000","2","2.5","2","10120101","1004107","3","401040921","1012","401040911","10120104","10120105","0","0","1004108","3","401040941","710121","2.5","0","0","1004109","1","12","0","0.06","0","0","0","0","1004106","10120102","401040951","0","2","1004110","0","11"
"31","1","0","10130103","0","401040981","100000","1","1.3","1","10130101","1004102","1.5","401040971","1013","401040961","10130104","10130105","0","0","1004103","1","401040991","710011","1.3","0","0","1004104","1","2","0","0.03","0","0","0","0","1004101","10130102","401041001","0","1","1004105","0","1"
"32","3","0","10130103","0","401040981","100000","1","1.3","1","10130101","1004107","1.5","401040971","1013","401040961","10130104","10130105","0","0","1004108","1","401040991","710011","1.3","0","0","1004109","1","2","0","0.03","0","0","0","0","1004106","10130102","401041001","0","1","1004110","0","2"
"33","10","0","10130103","0","401041031","100000","1.4","1.8","1.4","10130101","1004102","2","401041021","1013","401041011","10130104","10130105","0","0","1004103","2","401041041","710011","1.8","0","0","1004104","1","5","0","0.06","0","0","0","0","1004101","10130102","401041051","0","2","1004105","0","4"
"34","-1","0","10130103","0","401041081","100000","2","2.5","2","10130101","1004107","3","401041071","1013","401041061","10130104","10130105","0","0","1004108","3","401041091","710011","2.5","0","0","1004109","1","12","0","0.06","0","0","0","0","1004106","10130102","401041101","0","2","1004110","0","11"
"35","1","0","10140103","0","401041081","100000","1","1.3","1","10140101","1004102","1.5","401041071","1014","401041061","10140104","10140105","0","0","1004103","1","401041091","710021","1.3","0","0","1004104","1","2","0","0.03","0","0","0","0","1004101","10140102","401041101","0","1","1004105","0","1"
"36","3","0","10140103","0","401041131","100000","1","1.3","1","10140101","1004107","1.5","401041121","1014","401041111","10140104","10140105","0","0","1004108","1","401041141","710021","1.3","0","0","1004109","1","2","0","0.03","0","0","0","0","1004106","10140102","401041151","0","1","1004110","0","2"
"37","10","0","10140103","0","401041181","100000","1.4","1.8","1.4","10140101","1004102","2","401041171","1014","401041161","10140104","10140105","0","0","1004103","2","401041191","710021","1.8","0","0","1004104","1","5","0","0.06","0","0","0","0","1004101","10140102","401041201","0","2","1004105","0","4"
"38","-1","0","10140103","0","401041231","100000","2","2.5","2","10140101","1004107","3","401041221","1014","401041211","10140104","10140105","0","0","1004108","3","401041241","710021","2.5","0","0","1004109","1","12","0","0.06","0","0","0","0","1004106","10140102","401041251","0","2","1004110","0","11"
"39","1","0","10150103","0","401041281","100000","1","1.3","1","10150101","1004102","1.5","401041271","1015","401041261","10150104","10150105","0","0","1004103","1","401041291","710031","1.3","0","0","1004104","1","2","0","0.03","0","0","0","0","1004101","10150102","401041301","0","1","1004105","0","1"
"40","3","0","10150103","0","401041281","100000","1","1.3","1","10150101","1004107","1.5","401041271","1015","401041261","10150104","10150105","0","0","1004108","1","401041291","710031","1.3","0","0","1004109","1","2","0","0.03","0","0","0","0","1004106","10150102","401041301","0","1","1004110","0","2"
"41","10","0","10150103","0","401041331","100000","1.4","1.8","1.4","10150101","1004102","2","401041321","1015","401041311","10150104","10150105","0","0","1004103","2","401041341","710031","1.8","0","0","1004104","1","5","0","0.06","0","0","0","0","1004101","10150102","401041351","0","2","1004105","0","4"
"42","-1","0","10150103","0","401041381","100000","2","2.5","2","10150101","1004107","3","401041371","1015","401041361","10150104","10150105","0","0","1004108","3","401041391","710031","2.5","0","0","1004109","1","12","0","0.06","0","0","0","0","1004106","10150102","401041401","0","2","1004110","0","11"
"43","1","0","10160103","0","401041581","100000","1","1.3","1","10160101","1004102","1.5","401041571","1016","401041561","10160104","10160105","0","0","1004103","1","401041591","710041","1.3","0","0","1004104","1","2","0","0.03","0","0","0","0","1004101","10160102","401041601","0","1","1004105","0","1"
"44","3","0","10160103","0","401041631","100000","1","1.3","1","10160101","1004107","1.5","401041621","1016","401041611","10160104","10160105","0","0","1004108","2","401041641","710041","1.3","0","0","1004109","1","3","0","0.03","0","0","0","0","1004106","10160102","401041651","0","1","1004110","0","2"
"45","10","0","10160103","0","401041681","100000","1.4","1.8","1.4","10160101","1004107","2","401041671","1016","401041661","10160104","10160105","0","0","1004108","3","401041691","710041","1.8","0","0","1004109","1","6","0","0.06","0","0","0","0","1004106","10160102","401041701","0","2","1004110","0","4"
"46","-1","0","10160103","0","401041681","100000","2","2.5","2","10160101","1004107","3","401041671","1016","401041661","10160104","10160105","0","0","1004108","4","401041691","710041","2.5","0","0","1004109","1","9","0","0.06","0","0","0","0","1004106","10160102","401041701","0","2","1004110","0","11"
"47","1","0","10170103","0","401041731","100000","1","1.3","1","10170101","1004102","1.5","401041721","1017","401041711","10170104","10170105","0","0","1004103","1","401041741","710051","1.3","0","0","1004104","1","2","0","0.03","0","0","0","0","1004101","10170102","401041751","0","1","1004105","0","1"
"48","3","0","10170103","0","401041731","100000","1","1.3","1","10170101","1004107","1.5","401041721","1017","401041711","10170104","10170105","0","0","1004108","2","401041741","710051","1.3","0","0","1004109","1","3","0","0.03","0","0","0","0","1004106","10170102","401041751","0","1","1004110","0","2"
"49","10","0","10170103","0","401041781","100000","1.4","1.8","1.4","10170101","1004107","2","401041771","1017","401041761","10170104","10170105","0","0","1004108","3","401041791","710051","1.8","0","0","1004109","1","6","0","0.06","0","0","0","0","1004106","10170102","401041801","0","2","1004110","0","4"
"50","-1","0","10170103","0","401041831","100000","2","2.5","2","10170101","1004107","3","401041821","1017","401041811","10170104","10170105","0","0","1004108","4","401041841","710051","2.5","0","0","1004109","1","9","0","0.06","0","0","0","0","1004106","10170102","401041851","0","2","1004110","0","11"
"51","1","0","10180103","0","401041881","100000","1","1.3","1","10180101","1004102","1.5","401041871","1018","401041861","10180104","10180105","0","0","1004103","1","401041891","710061","1.3","0","0","1004104","1","2","0","0.03","0","0","0","0","1004101","10180102","401041901","0","1","1004105","0","1"
"52","3","0","10180103","0","401041881","100000","1","1.3","1","10180101","1004107","1.5","401041871","1018","401041861","10180104","10180105","0","0","1004108","2","401041891","710061","1.3","0","0","1004109","1","3","0","0.03","0","0","0","0","1004106","10180102","401041901","0","1","1004110","0","2"
"53","10","0","10180103","0","401041931","100000","1.4","1.8","1.4","10180101","1004107","2","401041921","1018","401041911","10180104","10180105","0","0","1004108","3","401041941","710061","1.8","0","0","1004109","1","6","0","0.06","0","0","0","0","1004106","10180102","401041951","0","2","1004110","0","4"
"54","-1","0","10180103","0","401041981","100000","2","2.5","2","10180101","1004107","3","401041971","1018","401041961","10180104","10180105","0","0","1004108","4","401041991","710061","2.5","0","0","1004109","1","9","0","0.06","0","0","0","0","1004106","10180102","401042001","0","2","1004110","0","11"
"55","1","0","10190103","0","401042331","1000000","1","1.3","1","10190101","1004102","1.5","401042321","1019","401042311","10190104","10190105","0","0","1004103","1","401042341","710071","1.3","0","0","1004104","1","2","0","0.03","0","0","0","0","1004101","10190102","401042351","0","1","1004105","0","1"
"57","3","0","10190103","0","401042381","1000000","1.4","1.8","1.4","10190101","1004107","2","401042371","1019","401042361","10190104","10190105","0","0","1004108","2","401042391","710071","1.8","0","0","1004109","1","3","0","0.06","0","0","0","0","1004106","10190102","401042401","0","2","1004110","0","2"
"58","4","0","10190103","0","401042431","1000000","1.4","1.8","1.4","10190101","1004112","2","401042421","1019","401042411","10190104","10190105","0","0","1004113","3","401042441","710071","1.8","0","0","1004114","1","5","0","0.06","0","0","0","0","1004111","10190102","401042451","0","2","1004115","0","4"
"59","-1","0","10190103","0","401042431","1000000","2","2.5","2","10190101","1004116","3","401042421","1019","401042411","10190104","10190105","0","0","1004116","3","401042441","710071","2.5","0","0","1004116","1","5","0","0.06","0","0","0","0","1004116","10190102","401042451","0","2","1004116","0","5"
"60","1","0","10200103","0","401042631","1000000","1","1.3","1","10200101","1005102","1.5","401042621","1020","401042611","10200104","10200105","0","0","1005103","1","401042641","710081","1.3","0","0","1005104","1","2","0","0.03","0","0","0","0","1005101","10200102","401042651","0","1","1005105","0","1"
"61","3","0","10200103","0","401042681","1000000","1.4","1.8","1.4","10200101","1005107","2","401042671","1020","401042661","10200104","10200105","0","0","1005108","2","401042691","710081","1.8","0","0","1005109","1","3","0","0.06","0","0","0","0","1005106","10200102","401042701","0","2","1005110","0","2"
"62","4","0","10200103","0","401042731","1000000","1.4","1.8","1.4","10200101","1005112","2","401042721","1020","401042711","10200104","10200105","0","0","1005113","3","401042741","710081","1.8","0","0","1005114","1","5","0","0.06","0","0","0","0","1005111","10200102","401042751","0","2","1005115","0","4"
"63","-1","0","10200103","0","401042731","1000000","2","2.5","2","10200101","1005116","3","401042721","1020","401042711","10200104","10200105","0","0","1005116","3","401042741","710081","2.5","0","0","1005116","1","5","0","0.06","0","0","0","0","1005116","10200102","401042751","0","2","1005116","0","5"
"64","1","0","10210103","0","401042931","1000000","1","1.3","1","10210101","1006102","1.5","401042921","1021","401042911","10210104","10210105","0","0","1006103","1","401042941","710091","1.3","0","0","1006104","1","2","0","0.03","0","0","0","0","1006101","10210102","401042951","0","1","1006105","0","1"
"65","3","0","10210103","0","401042981","1000000","1.4","1.8","1.4","10210101","1006107","2","401042971","1021","401042961","10210104","10210105","0","0","1006108","2","401042991","710091","1.8","0","0","1006109","1","3","0","0.06","0","0","0","0","1006106","10210102","401043001","0","2","1006110","0","2"
"66","4","0","10210103","0","401043031","1000000","1.4","1.8","1.4","10210101","1006112","2","401043021","1021","401043011","10210104","10210105","0","0","1006113","3","401043041","710091","1.8","0","0","1006114","1","5","0","0.06","0","0","0","0","1006111","10210102","401043051","0","2","1006115","0","4"
"67","-1","0","10210103","0","401043031","1000000","2","2.5","2","10210101","1006112","3","401043021","1021","401043011","10210104","10210105","0","0","1006113","3","401043041","710091","2.5","0","0","1006114","1","5","0","0.06","0","0","0","0","1006111","10210102","401043051","0","2","1006115","0","5"
"68","1","0","10220103","0","401043281","1000000","1.2","1.4","1.2","10220101","1007102","1.5","401043271","1022","401043261","10220104","10220105","0","0","1007103","1","401043291","710101","1.3","0","0","1007104","1","2","0","0.03","0","0","0","0","1007101","10220102","401043301","0","1","1007105","0","1"
"69","3","0","10220103","0","401043331","1000000","1.6","1.9","1.6","10220101","1007107","2","401043321","1022","401043311","10220104","10220105","0","0","1007108","2","401043341","710101","1.8","0","0","1007109","1","3","0","0.06","0","0","0","0","1007106","10220102","401043351","0","2","1007110","0","2"
"70","4","0","10220103","0","401043381","1000000","2","2.4","2","10220101","1007112","2.6","401043371","1022","401043361","10220104","10220105","0","0","1007113","3","401043391","710101","2.4","0","0","1007114","1","5","0","0.06","0","0","0","0","1007111","10220102","401043401","0","2","1007115","0","4"
"71","-1","0","10220103","0","401043381","1000000","2","2.4","2","10220101","1007116","2.6","401043371","1022","401043361","10220104","10220105","0","0","1007116","3","401043391","710101","2.4","0","0","1007116","1","5","0","0.06","0","0","0","0","1007116","10220102","401043401","0","2","1007116","0","5"
"72","1","0","10230103","0","401043631","1000000","1.2","1.4","1.2","10230101","1008102","1.5","401043621","1023","401043611","10230104","10230105","0","0","1008103","1","401043641","710111","1.3","0","0","1008104","1","2","0","0.03","0","0","0","0","1008101","10230102","401043651","0","1","1008105","0","1"
"73","3","0","10230103","0","401043681","1000000","1.6","1.9","1.6","10230101","1008107","2","401043671","1023","401043661","10230104","10230105","0","0","1008108","2","401043691","710111","1.8","0","0","1008109","1","3","0","0.06","0","0","0","0","1008106","10230102","401043701","0","2","1008110","0","2"
"74","4","0","10230103","0","401043731","1000000","2","2.4","2","10230101","1008112","2.6","401043721","1023","401043711","10230104","10230105","0","0","1008113","3","401043741","710111","2.4","0","0","1008114","1","5","0","0.06","0","0","0","0","1008111","10230102","401043751","0","2","1008115","0","4"
"75","-1","0","10230103","0","401043731","1000000","2","2.4","2","10230101","1008116","2.6","401043721","1023","401043711","10230104","10230105","0","0","1008116","3","401043741","710111","2.4","0","0","1008116","1","5","0","0.06","0","0","0","0","1008116","10230102","401043751","0","2","1008116","0","5"
"76","1","0","10240103","0","401043981","1000000","1.2","1.4","1.2","10240101","1009102","1.5","401043971","1024","401043961","10240104","10240105","0","0","1009103","1","401043991","710121","1.3","0","0","1009104","1","1","0","0.03","0","0","0","0","1009101","10240102","401044001","0","1","1009105","0","1"
"77","3","0","10240103","0","401044031","1000000","1.2","1.4","1.2","10240101","1009107","1.5","401044021","1024","401044011","10240104","10240105","0","0","1009108","2","401044041","710121","1.3","0","0","1009109","1","2","0","0.06","0","0","0","0","1009106","10240102","401044051","0","2","1009110","0","2"
"78","4","0","10240103","0","401044081","1000000","1.6","1.9","1.6","10240101","1009112","2","401044071","1024","401044061","10240104","10240105","0","0","1009113","3","401044091","710121","1.8","0","0","1009114","1","4","0","0.06","0","0","0","0","1009111","10240102","401044101","0","2","1009115","0","4"
