ad07a4fe20b6ca557d7cdbf41567b9f6f8a78f6507e47589fd78bee92811e397,664fa81380e66cd87109e2c201fbb8e73b66a6131f1aa44b55a59881bd00b64c,234dca01eda72f196e530927cd0ecedc402582984a7d07b7831a9a8e55aa4085,2e14d4e14bcaf44b4ac6fff5bf60d6d7b916542d74676e7780de2516fe5d3075,c4ec60d0040f03114da1431ead311613e247958abad1bc942b441ec60f203a92,10c5511acd14495738d7a29705c0e03a7c067cad95104e7a20ce8fbea5c74866,299908314bdc8e018b0430ffcb3e10c6a7bc6a63fb31ed775a6f84d63c0cc9fd,36b7d9aeb523dfe7b443cabf07935d3fe09ef8d210ecc2bce582d20472a53a9b,87b0bd3e9f6beb2ae0c3ade23499242aa8f05715b8ae8a239980c3e2250ad966,57f0ade37c7c1e09844f6cdf07e99e2b576424f8ad29022f8754af7f23e877b8
"2024/02/29 12:00:00","0","1001","0","1","2024/08/15 14:59:59","1","0","10041","0"
"2024/02/29 12:00:00","0","1002","2015009","2","2024/08/15 14:59:59","2","0","10042","0"
"2024/02/15","1006","1003","2201005","3","2024/02/29 11:59:59","3","1006","10043","1010"
"2024/02/29 12:00:00","0","1003","2201005","3","2024/08/15 14:59:59","3","0","10044","0"
"2024/08/15 15:00:00","0","1001","0","1","2024/08/16 11:59:59","1","0","10045","1011"
"2024/08/15 15:00:00","0","1002","2015009","2","2024/08/16 11:59:59","2","0","10046","1011"
"2024/08/15 15:00:00","0","1003","2201005","3","2024/08/16 11:59:59","3","0","10047","1011"
"2024/08/16 12:00:00","0","1004","0","1","2024/08/21 11:59:59","1","0","10048","1011"
"2024/08/16 12:00:00","0","1004","2015009","2","2024/08/21 11:59:59","2","0","10049","1011"
"2024/08/16 12:00:00","0","1004","2201005","3","2024/08/21 11:59:59","3","0","10050","1011"
"2024/08/21 12:00:00","0","1001","0","1","2024/08/31 11:59:59","1","0","10051","1011"
"2024/08/21 12:00:00","0","1002","2015009","2","2024/08/31 11:59:59","2","0","10052","1011"
"2024/08/31 12:00:00","0","1001","0","1","2025/02/14 23:59:59","1","0","10053","0"
"2024/08/31 12:00:00","0","1002","2015009","2","2025/02/14 23:59:59","2","0","10054","0"
"2024/08/21 12:00:00","0","1003","2201005","3","2024/08/31 11:59:59","3","0","10055","1011"
"2024/08/31 12:00:00","0","1003","2201005","3","2025/02/14 23:59:59","3","0","10056","0"
"2025/01/31 12:00:00","0","1005","0","1","2025/02/15 14:59:59","1","0","10057","0"
"2025/01/31 12:00:00","0","1005","2015009","2","2025/02/15 14:59:59","2","0","10058","0"
"2025/01/31 12:00:00","0","1005","2201005","3","2025/02/15 14:59:59","3","0","10059","0"
"2025/02/15 15:00:00","1007","1005","0","1","2025/02/23 4:59:59","1","1007","10060","1012"
"2025/02/15 15:00:00","1007","1005","2015009","2","2025/02/23 4:59:59","2","1007","10061","1012"
"2025/02/15 15:00:00","1007","1005","2201005","3","2025/02/23 4:59:59","3","1007","10062","1012"
"2025/02/23 5:00:00","1007","1001","0","1","2025/02/28 11:59:59","1","1007","10063","1012"
"2025/02/23 5:00:00","1007","1002","2015009","2","2025/02/28 11:59:59","2","1007","10064","1012"
"2025/02/23 5:00:00","1007","1003","2201005","3","2025/02/28 11:59:59","3","1007","10065","1012"
"2025/02/28 12:00:00","0","1001","0","1","2025/08/15 14:59:59","1","0","10066","0"
"2025/02/28 12:00:00","0","1002","2015009","2","2025/08/15 14:59:59","2","0","10067","0"
"2025/02/28 12:00:00","0","1003","2201005","3","2025/08/15 14:59:59","3","0","10068","0"
"2025/08/15 15:00:00","0","1001","0","1","2025/08/31 11:59:59","1","0","10069","1013"
"2025/08/15 15:00:00","0","1002","2015009","2","2025/08/31 11:59:59","2","0","10070","1013"
"2025/08/15 15:00:00","0","1003","2201005","3","2025/08/31 11:59:59","3","0","10071","1013"
"2025/08/31 12:00:00","0","1001","0","1","2026/02/15 11:59:59","1","0","10072","0"
"2025/08/31 12:00:00","0","1002","2015009","2","2026/02/15 11:59:59","2","0","10073","0"
"2025/08/31 12:00:00","0","1003","2201005","3","2026/02/15 11:59:59","3","0","10074","0"
"2026/02/15 12:00:00","1008","1001","0","1","2026/03/16 4:59:59","1","1008","10075","1014"
"2026/02/15 12:00:00","1008","1002","2015009","2","2026/03/16 4:59:59","2","1008","10076","1014"
"2026/02/15 12:00:00","1008","1003","2201005","3","2026/03/16 4:59:59","3","1008","10077","1014"
"2026/03/16 5:00:00","0","1001","0","1","2026/08/15 11:59:59","1","0","10078","0"
"2026/03/16 5:00:00","0","1002","2015009","2","2026/08/15 11:59:59","2","0","10079","0"
"2026/03/16 5:00:00","0","1003","2201005","3","2026/08/15 11:59:59","3","0","10080","0"
