37789d54fea4a481d09432c138c1a7fef7971ea27ff0515f67ddb3809374bddb,a0ee31825218fa7f1c6cfa127ecd2f9dfb3a56e33285424cdaeca6a3cf5f9a18,7d58fe69ec96951055b917bab7cf6e9e696e04c6cfcb3fc7bff3c0e546da0f9e,2974e892e7b6ef14d1459141a7d68f09171c65d7d815b4e0a146fc42260b1ba4,472e336e5f4076766b305b135a0c44474d303c0c7621081d858b363d70ffb9e9,6c05db47297f9cbb6814ea378bc93d1ac643015fed2f37c5701180b809e378f2,63a7a9e4bdf298c586b1dea6dbd8d4b89e211c79dd91bb7672cbfcd3cf868edd,6bdf9f87cf4ca7d06f45693f30a545f45103d681014d0a7dcf90df9d557d4cf6,69d3162501ab0eee0d1537b41bf88be6b280f30c1e16de663ebc99f84d9f3d72,b814c8384c4fa3f605b2a308b60d941ba1165cf7d4e2abaa3aaaae072ee309d9,dc3bb1fb19bf248060c0c6bc5f47e53740e9f0e7034eb097568fe94e2c5a90bf
"3","","","1030004","","","","","91","","1030007"
"3","","","113511","","pkb_idle_normal","","1","3","0.2","1030008"
"4","1","pkb_idle_normal_l","3","-155","3","64","100","5","57","1040001"
"4","0.2","","3","1","pkb_talk_arm_crossed_l","pkb_idle_arm_crossed_l","0","3","0.2","1040002"
"4","","","vo_minigame_1006","","vo_minigame_1006_top_601","0","0","21","","1040003"
"4","","0","3","0","今日の練習も\n手加減しねえ！\nしっかりついてこい！","0","8","11","0","1040004"
"4","","","0","","","","","91","","1040005"
"4","","","3","","pkb_idle_normal_l","","1","3","0.2","1040006"
"5","1","pkb_idle_normal_l","3","-155","3","64","100","5","57","1050001"
"5","0.2","","3","1","pkb_talk_arm_crossed_l","pkb_idle_arm_crossed_l","0","3","0.2","1050002"
"5","","","vo_minigame_1006","","vo_minigame_1006_top_602","0","0","21","","1050003"
"5","","0","3","0","おーし！\n気合いいれて\n練習すんぞー！","0","8","11","0","1050004"
"5","","","2","","","","","93","","1050005"
"5","0.2","","3","1","pkb_talk_handsup_l","pkb_idle_normal_l","0","3","0.2","1050006"
"5","","","1050004","","","","","91","","1050007"
"5","","","3","","pkb_idle_normal_l","","1","3","0.2","1050008"
"6","1","pkb_idle_normal_l","3","-155","3","64","100","5","57","1060001"
"6","0.2","","3","1","pkb_talk_arm_crossed_l","pkb_idle_arm_crossed_l","0","3","0.2","1060002"
"6","","","vo_minigame_1006","","vo_minigame_1006_top_603","0","0","21","","1060003"
"6","","0","3","0","練習だからって\nだらしねえとこ\n見せるんじゃねえぞ？","0","8","11","0","1060004"
"6","","","3","","","","","93","","1060005"
"6","","","3","1","pkb_talk_guts_l","pkb_idle_guts_l","0","3","0.2","1060006"
"6","","","1060004","","","","","91","","1060007"
"6","","","3","","pkb_idle_normal_l","","1","3","0.2","1060008"
"7","1","pkb_idle_normal","1","-175","113411","64","100","1","1.65","1070001"
"7","0.2","","113411","1","pkb_talk_fun","pkb_talk_joy1","0","3","0.2","1070002"
"7","","","vo_minigame_1006","","vo_minigame_1006_top_201","0","0","21","","1070003"
"7","0","0","113411","0","フレーフレー！\n今日もファイトだよ！\n張り切っていこー！","0","8","11","0","1070004"
"7","","","3.4","","","","","93","","1070005"
"7","0.2","","113411","1","pkb_talk_handsup","pkb_idle_normal","0","3","0.2","1070006"
"7","","","1070004","","","","","91","","1070007"
"7","","","113411","","pkb_idle_normal","","1","3","0.2","1070008"
"8","1","pkb_idle_normal","1","-175","113411","64","100","1","1.65","1080001"
"8","","","113411","","pkb_talk_joy2","","1","3","0.2","1080002"
"8","","","vo_minigame_1006","","vo_minigame_1006_top_202","0","0","21","","1080003"
"8","0","-1","113411","0","ハツネちゃんも\n練習のお手伝いを\nしちゃうのだ～！\nきらーん☆","0","8","11","0","1080004"
"8","","","3.6","","","","","93","","1080005"
"8","","","113411","","pkb_hatsune_kiran","","0","3","0.2","1080006"
"8","","","1080004","","","","","91","","1080007"
"8","","","113411","","pkb_idle_normal","","1","3","0.2","1080008"
"9","1","pkb_idle_normal","1","-175","113411","64","100","1","1.65","1090001"
"9","","","113411","","pkb_talk_joy2","","1","3","0.2","1090002"
"9","","","vo_minigame_1006","","vo_minigame_1006_top_203","0","0","21","","1090003"
"9","0","0","113411","0","私も投げてみたいな！\n超能りょ…じゃなくて\n魔法で、すごい球を\n投げちゃうよ！","0","6","11","0","1090004"
"9","","","3","","","","","93","","1090005"
"9","0.2","","113411","1","pkb_surprise","pkb_idle_surprise1","0","3","0.2","1090006"
"9","","","1","","","","","93","","1090007"
"9","","","113411","","pkb_talk_joy3","","1","3","0.2","1090008"
"9","","","1090004","","","","","91","","1090009"
"9","","","113411","","pkb_idle_normal","","1","3","0.2","1090010"
"10","1","pkb_idle_normal","1","-175","106531","64","100","1","1.65","1100001"
"10","","","106531","1","pkb_talk_arm_crossed","pkb_idle_arm_crossed","0","3","0.2","1100002"
"10","","","vo_minigame_1006","","vo_minigame_1006_top_301","0","0","21","","1100003"
"10","0","0","106531","0","なあ、練習始めようぜ\n早く投げたくて\nウズウズしてるんだ！","0","8","11","0","1100004"
"10","","","2.8","","","","","93","","1100005"
"10","","","106531","","pkb_talk_joy1","","1","3","0.2","1100006"
"10","","","1100004","","","","","91","","1100007"
"10","","","106531","","pkb_idle_normal","","1","3","0.2","1100008"
"11","1","pkb_idle_normal","1","-175","106531","64","100","1","1.65","1110001"
"11","","","106531","","pkb_talk_normal","","1","3","0.2","1110002"
"11","","","vo_minigame_1006","","vo_minigame_1006_top_302","0","0","21","","1110003"
"11","0","0","106531","0","オレ様の特訓は\n半端じゃねえぜ\n覚悟しとけよ？","0","8","11","0","1110004"
"11","","","3.2","","","","","93","","1110005"
"11","0.2","","106531","1","pkb_talk_arm_crossed","pkb_idle_arm_crossed","0","3","0.2","1110006"
"11","","","1110004","","","","","91","","1110007"
"11","","","106531","","pkb_idle_normal","","1","3","0.2","1110008"
"12","1","pkb_idle_normal","1","-175","106531","64","100","1","1.65","1120001"
"12","0.2","","106531","1","pkb_talk_arm_crossed","pkb_idle_arm_crossed","0","3","0.2","1120002"
"12","","","vo_minigame_1006","","vo_minigame_1006_top_303","0","0","21","","1120003"
"12","0","0.5","106531","0","威勢がいいのは口だけ\nじゃねえってとこ\n見せてくれよな？","0","8","11","0","1120004"
"12","","","3.2","","","","","93","","1120005"
"12","","","106531","1","pkb_talk_doya","pkb_idle_doya","0","3","0.2","1120006"
"12","","","1120004","","","","","91","","1120007"
"12","","","106531","","pkb_idle_normal","","1","3","0.2","1120008"
"13","1","pkb_idle_normal","1","-175","102311","64","100","1","1.65","1130001"
"13","0.4","","102311","1","pkb_talk_fun","pkb_talk_joy1","0","3","0.2","1130002"
"13","","","vo_minigame_1006","","vo_minigame_1006_top_401","0","0","21","","1130003"
"13","0","0","102311","0","今日も打っちゃうよ！\n一緒にがんばろうね\nぷうきち！","0","8","11","0","1130004"
"13","","","1130004","","","","","91","","1130005"
"13","","","102311","","pkb_idle_normal","","1","3","0.2","1130006"
"14","1","pkb_idle_normal","1","-175","102311","64","100","1","1.65","1140001"
"14","","","102311","","pkb_talk_joy1","","1","3","0.2","1140002"
"14","","","vo_minigame_1006","","vo_minigame_1006_top_402","0","0","21","","1140003"
"14","0","0","102311","0","全部ホームラン\n打てばいいんだよね？\nそれくらい簡単だよ！","0","8","11","0","1140004"
"14","","","3","","","","","93","","1140005"
"14","","","102311","1","pkb_talk_doya","pkb_idle_doya","0","3","0.2","1140006"
"14","","","1140004","","","","","91","","1140007"
"14","","","102311","","pkb_idle_normal","","1","3","0.2","1140008"
"15","1","pkb_idle_normal","1","-175","102311","64","100","1","1.65","1150001"
"15","","","102311","","pkb_talk_wish","","1","3","0.2","1150002"
"15","","","vo_minigame_1006","","vo_minigame_1006_top_403","0","0","21","","1150003"
"15","0","-0.5","102311","0","お兄ちゃんたちの\nお手本になれる\nように、いっぱい\n打つからね！","0","8","11","0","1150004"
"15","","","2.4","","","","","93","","1150005"
"15","0.4","","102311","1","pkb_talk_fun","pkb_talk_joy1","0","3","0.2","1150006"
"15","","","1150004","","","","","91","","1150007"
"15","","","102311","","pkb_idle_normal","","1","3","0.2","1150008"
"16","1","pkb_idle_normal_l","1","-155","1","64","100","5","57","1160001"
"16","0.2","","1","1","pkb_talk_arm_crossed_l","pkb_idle_arm_crossed_l","0","3","0.2","1160002"
"16","","","vo_minigame_1006","","vo_minigame_1006_top_701","0","0","21","","1160003"
"16","0","0","1","0","全国大会を目指して\n今日も練習頑張ろう！","0","8","11","0","1160004"
"16","","","2.6","","","","","93","","1160005"
"16","0.2","","1","1","pkb_talk_doya_l","pkb_idle_doya_l","0","3","0.2","1160006"
"16","","","1160004","","","","","91","","1160007"
"16","","","1","","pkb_idle_normal_l","","1","3","0.2","1160008"
"17","1","pkb_idle_normal_l","1","-155","1","64","100","5","57","1170001"
"17","","","1","1","pkb_talk_guts_l","pkb_idle_guts_l","0","3","0.2","1170002"
"17","","","vo_minigame_1006","","vo_minigame_1006_top_702","0","0","21","","1170003"
"17","0","0","1","0","夢を叶えるために\n全力で練習に\n取り組もう！","0","8","11","0","1170004"
"17","","","0","","","","","91","","1170005"
"17","","","1","","pkb_idle_normal_l","","1","3","0.2","1170006"
"18","1","pkb_idle_normal_l","1","-155","1","64","100","5","57","1180001"
"18","0.2","","1","1","pkb_talk_arm_crossed_l","pkb_idle_arm_crossed_l","0","3","0.2","1180002"
"18","","","vo_minigame_1006","","vo_minigame_1006_top_703","0","0","21","","1180003"
"18","0","0","1","0","部員のみんなも\nすごく上達してる…\n俺も負けてられない！","0","8","11","0","1180004"
"18","","","2.9","","","","","93","","1180005"
"18","","","1","1","pkb_talk_guts_l","pkb_idle_guts_l","0","3","0.2","1180006"
"18","","","1180004","","","","","91","","1180007"
"18","","","1","","pkb_idle_normal_l","","1","3","0.2","1180008"
"19","1","pkb_idle_normal_l","2","-155","2","64","100","5","57","1190001"
"19","0.2","","2","1","pkb_talk_arm_crossed_l","pkb_idle_arm_crossed_l","0","3","0.2","1190002"
"19","","","vo_minigame_1006","","vo_minigame_1006_top_801","0","0","21","","1190003"
"19","0","0","2","0","上達してるってとこ\n見せてやる\nオレだって選手なんだ","0","8","11","0","1190004"
"19","","","3.8","","","","","93","","1190005"
"19","","","2","1","pkb_talk_guts_l","pkb_idle_guts_l","0","3","0.2","1190006"
"19","","","1190004","","","","","91","","1190007"
"19","","","2","","pkb_idle_normal_l","","1","3","0.2","1190008"
"20","1","pkb_idle_normal_l","2","-155","2","64","100","5","57","1200001"
"20","","","2","1","pkb_talk_guts_l","pkb_idle_guts_l","0","3","0.2","1200002"
"20","","","vo_minigame_1006","","vo_minigame_1006_top_802","0","0","21","","1200003"
"20","0","0","2","0","今日もかっとばす\n遠慮せず全力で\nかかってこい","0","8","11","0","1200004"
"20","","","3.2","","","","","93","","1200005"
"20","","","2","1","pkb_talk_doya_l","pkb_idle_doya_l","0","3","0.2","1200006"
"20","","","1200004","","","","","91","","1200007"
"20","","","2","","pkb_idle_normal_l","","1","3","0.2","1200008"
"21","1","pkb_idle_normal_l","2","-155","2","64","100","5","57","1210001"
"21","0.2","","2","1","pkb_talk_arm_crossed_l","pkb_idle_arm_crossed_l","0","3","0.2","1210002"
"21","","","vo_minigame_1006","","vo_minigame_1006_top_803","0","0","21","","1210003"
"21","0","0","2","0","全国を目指してんだ\nもっと練習しなきゃ\nいけねえよな","0","8","11","0","1210004"
"21","","","0","","","","","91","","1210005"
"21","","","2","","pkb_idle_normal_l","","1","3","0.2","1210006"
"22","0","pkb_idle_normal","1","-150","113511","-20","100","1","1.6","1220001"
"22","1","pkb_idle_normal","1","-150","113411","170","100","1","1.6","1220002"
"22","","","113511","","pkb_talk_joy1","","1","3","0.2","1220003"
"22","","","vo_minigame_1006","","vo_minigame_1006_top_talk_1_101","0","0","21","","1220004"
"22","0","-0.5","113511","0","ふふ、みんなすごく\n張り切ってるわね\nハツネちゃんの応援の\nおかげかしら♪","0","6","11","0","1220005"
"22","","","0","","","","","91","","1220006"
"22","","","113511","","pkb_idle_normal","","1","3","0.2","1220007"
"22","","","113411","","pkb_talk_joy1","","1","3","0.2","1220008"
"22","","","vo_minigame_1006","","vo_minigame_1006_top_talk_1_202","0","0","21","","1220009"
"22","0","-0.5","113411","0","そうかなー？\nじゃあもっと応援\nがんばっちゃうぞ～！","0","6","11","0","1220010"
"22","","","4","","","","","93","","1220011"
"22","0","","113411","1","pkb_talk_handsup","pkb_idle_normal","0","3","0.2","1220012"
"22","","","1220010","","","","","91","","1220013"
"22","","","113411","","pkb_idle_normal","","1","3","0.2","1220014"
"23","1","pkb_idle_normal","1","-150","113411","170","100","1","1.6","1230001"
"23","0","pkb_idle_normal","1","-150","113511","-20","100","1","1.6","1230002"
"23","","","113411","","pkb_talk_normal","","1","3","0.2","1230003"
"23","","","vo_minigame_1006","","vo_minigame_1006_top_talk_2_201","0","0","21","","1230004"
"23","0","-1.5","113411","0","ミサト先生も一緒に\n応援しようよ！","0","8","11","0","1230005"
"23","","","0","","","","","91","","1230006"
"23","","","113411","","pkb_idle_normal","","1","3","0.2","1230007"
"23","","","113511","","pkb_talk_normal","","1","3","0.2","1230008"
"23","","","vo_minigame_1006","","vo_minigame_1006_top_talk_2_102","0","0","21","","1230009"
"23","0","3","113511","0","あらあら\n楽しそうね～♪\nフレーフレー！","0","5","11","0","1230010"
"23","","","4","","","","","93","","1230011"
"23","0.2","","113511","0","pkb_talk_fun","pkb_talk_fun","0","3","0.2","1230012"
"23","","","2.7","","","","","93","","1230013"
"23","0.2","","113511","1","pkb_idle_normal","pkb_talk_joy1","0","3","0.2","1230014"
"23","","","1230010","","","","","91","","1230015"
"23","","","113511","","pkb_idle_normal","","1","3","0.2","1230016"
"24","1","pkb_idle_normal","1","-150","113511","170","100","1","1.6","1240001"
"24","0","pkb_idle_normal","3","-130","3","-20","100","5","55","1240002"
"24","","","113511","","pkb_talk_joy3","","1","3","0.2","1240003"
"24","","","vo_minigame_1006","","vo_minigame_1006_top_talk_3_101","0","0","21","","1240004"
"24","0","-1","113511","0","ダイチくんったら\nすごい気合いね～！\nでも、無理しちゃ\n駄目ですよ～？","0","6","11","0","1240005"
"24","","","4","","","","","93","","1240006"
"24","","","113511","","pkb_talk_wish","","1","3","0.2","1240007"
"24","","","1240005","","","","","91","","1240008"
"24","","","113511","","pkb_idle_normal","","1","3","0.2","1240009"
"24","","","3","","pkb_talk_normal","","1","3","0.2","1240010"
"24","","","vo_minigame_1006","","vo_minigame_1006_top_talk_3_602","0","0","21","","1240011"
"24","0","-1","3","0","わかってるっつーの\nけどよ、ビーチベース\nボールが楽しくて\n仕方ねえんだよ！","0","6","11","0","1240012"
"24","","","2","","","","","93","","1240013"
"24","","","3","1","pkb_talk_doya","pkb_idle_doya","0","3","0.2","1240014"
"24","","","1240012","","","","","91","","1240015"
"24","","","3","","pkb_idle_normal","","1","3","0.2","1240016"
"25","0","pkb_idle_normal","3","-130","3","-20","100","5","55","1250001"
"25","1","pkb_idle_normal","1","-150","113511","170","100","1","1.6","1250002"
"25","0.2","","3","1","pkb_talk_arm_crossed","pkb_idle_arm_crossed","0","3","0.2","1250003"
"25","","","vo_minigame_1006","","vo_minigame_1006_top_talk_4_601","0","0","21","","1250004"
"25","0","-0.5","3","0","今の俺たちなら\n全国行けるぜ！\n絶対に夢を\n叶えようぜ！","0","8","11","0","1250005"
"25","","","3","","","","","93","","1250006"
"25","","","3","1","pkb_talk_guts","pkb_idle_guts","0","3","0.2","1250007"
"25","","","1250005","","","","","91","","1250008"
"25","","","3","","pkb_idle_normal","","1","3","0.2","1250009"
"25","","","113511","","pkb_talk_wish","","1","3","0.2","1250010"
"25","","","vo_minigame_1006","","vo_minigame_1006_top_talk_4_102","0","0","21","","1250011"
"25","0","1","113511","0","ええ、あなたたちなら\n行けるって信じてるわ\n頑張りましょう～♪","0","6","11","0","1250012"
"25","","","5.6","","","","","93","","1250013"
"25","0.2","","113511","1","pkb_talk_handsup","pkb_idle_normal","0","3","0.2","1250014"
"25","","","0","","","","","91","","1250015"
"25","","","113511","","pkb_idle_normal","","1","3","0.2","1250016"
"26","1","pkb_idle_normal","1","-150","113511","170","100","1","1.6","1260001"
"26","0","pkb_idle_normal","1","-130","1","-20","100","5","55","1260002"
"26","","","113511","","pkb_talk_joy3","","1","3","0.2","1260003"
"26","","","vo_minigame_1006","","vo_minigame_1006_top_talk_5_101","0","0","21","","1260004"
"26","0","0","113511","0","ふふ、先生も\n練習のお手伝いを\nしますからね～","0","6","11","0","1260005"
"26","","","0","","","","","91","","1260006"
"26","","","113511","","pkb_idle_normal","","1","3","0.2","1260007"
"26","0.2","","1","1","pkb_talk_guts","pkb_idle_guts","0","3","0.2","1260008"
"26","","","vo_minigame_1006","","vo_minigame_1006_top_talk_5_702","0","0","21","","1260009"
"26","0","-1","1","0","先生、ありがとう\nございます！\n俺も気合い入れて\n頑張ります！","0","8","11","0","1260010"
"26","","","0","","","","","91","","1260011"
"26","","","1","","pkb_idle_normal","","1","3","0.2","1260012"
"27","0","pkb_idle_normal","1","-130","1","-20","100","5","55","1270001"
"27","1","pkb_idle_normal","1","-150","113511","170","100","1","1.6","1270002"
"27","0.2","","1","1","pkb_talk_arm_crossed","pkb_idle_arm_crossed","0","3","0.2","1270003"
"27","","","vo_minigame_1006","","vo_minigame_1006_top_talk_6_701","0","0","21","","1270004"
"27","0","-0.5","1","0","今日もボールが\nピカピカだ…\nきっと先生が\n磨いてくれたんだ…！","0","8","11","0","1270005"
"27","","","2.6","","","","","93","","1270006"
"27","0.2","","1","1","pkb_talk_guts","pkb_idle_guts","0","3","0.2","1270007"
"27","","","1270005","","","","","91","","1270008"
"27","","","1","","pkb_idle_normal","","1","3","0.2","1270009"
"27","","","113511","","pkb_talk_joy3","","1","3","0.2","1270010"
"27","","","vo_minigame_1006","","vo_minigame_1006_top_talk_6_102","0","0","21","","1270011"
"27","0","0.5","113511","0","私にできることを\nしただけですよ～\nみんなが気持ちよく\n練習できたらなって♪","0","6","11","0","1270012"
"27","","","4","","","","","93","","1270013"
"27","","","113511","","pkb_talk_wish","","1","3","0.2","1270014"
"27","","","1270012","","","","","91","","1270015"
"27","","","113511","","pkb_idle_normal","","1","3","0.2","1270016"
"28","1","pkb_idle_normal","1","-150","113411","170","100","1","1.6","1280001"
"28","0","pkb_idle_normal","3","-130","3","-20","100","5","55","1280002"
"28","0.2","","113411","1","pkb_talk_yell","pkb_talk_joy1","0","3","0.2","1280003"
"28","","","vo_minigame_1006","","vo_minigame_1006_top_talk_7_201","0","0","21","","1280004"
"28","0","-0.5","113411","0","みんな、頑張れ～♪\nかっこいいところ\n期待してるよー！\nファイトファイト～！","0","8","11","0","1280005"
"28","","","4.6","","","","","93","","1280006"
"28","0.2","","113411","1","pkb_talk_fun","pkb_idle_normal","0","3","0.2","1280007"
"28","","","1280005","","","","","91","","1280008"
"28","","","113411","","pkb_idle_normal","","1","3","0.2","1280009"
"28","","","3","1","pkb_talk_guts","pkb_idle_guts","0","3","0.2","1280010"
"28","","","vo_minigame_1006","","vo_minigame_1006_top_talk_7_602","0","0","21","","1280011"
"28","0","0","3","0","応援が沁みるぜ…\nハツネちゃんに\nいいとこ見せるぞ！\nうおおぉぉ！！","0","8","11","0","1280012"
"28","","","5","","","","","93","","1280013"
"28","","","3","1","pkb_talk_handsup","pkb_idle_normal","0","3","0.2","1280014"
"28","","","1280012","","","","","91","","1280015"
"28","","","3","","pkb_idle_normal","","1","3","0.2","1280016"
"29","0","pkb_idle_normal","3","-130","3","-20","100","5","55","1290001"
"29","1","pkb_idle_normal","1","-150","113411","170","100","1","1.6","1290002"
"29","0.2","","3","1","pkb_talk_arm_crossed","pkb_idle_arm_crossed","0","3","0.2","1290003"
"29","","","vo_minigame_1006","","vo_minigame_1006_top_talk_8_601","0","0","21","","1290004"
"29","0","-1","3","0","かなりハードな練習に\nなりそうなんだ\nビシッと気合いが入る\n応援を頼むぜ！","0","8","11","0","1290005"
"29","","","2.8","","","","","93","","1290006"
"29","","","3","1","pkb_talk_guts","pkb_idle_guts","0","3","0.2","1290007"
"29","","","1290005","","","","","91","","1290008"
"29","","","3","","pkb_idle_normal","","1","3","0.2","1290009"
"29","","","113411","","pkb_talk_joy1","","1","3","0.2","1290010"
"29","","","vo_minigame_1006","","vo_minigame_1006_top_talk_8_202","0","0","21","","1290011"
"29","0","-0.5","113411","0","任せてよ！\nいつもよりいっぱい\n応援しちゃうよ～！","0","8","11","0","1290012"
"29","","","2.2","","","","","93","","1290013"
"29","0.4","","113411","0","pkb_talk_fun","pkb_smile","0","3","0.2","1290014"
"29","","","2.2","","","","","93","","1290015"
"29","","","113411","","pkb_idle_normal","","1","3","0.2","1290016"
"29","","","1290012","","","","","91","","1290017"
"29","","","113411","","pkb_idle_normal","","1","3","0.2","1290018"
"30","1","pkb_idle_normal","1","-150","113411","170","100","1","1.6","1300001"
"30","0","pkb_idle_normal","1","-130","1","-20","100","5","55","1300002"
"30","","","113411","","pkb_talk_joy1","","1","3","0.2","1300003"
"30","","","vo_minigame_1006","","vo_minigame_1006_top_talk_9_201","0","0","21","","1300004"
"30","0","1","113411","0","いっぱい応援するから\n今日も練習頑張ってね\n目指せ、全国大会～！","0","8","11","0","1300005"
"30","","","5","","","","","93","","1300006"
"30","","","113411","1","pkb_talk_handsup","pkb_idle_normal","0","3","0.2","1300007"
"30","","","1300005","","","","","91","","1300008"
"30","","","113411","","pkb_idle_normal","","1","3","0.2","1300009"
"30","","","1","","pkb_talk_normal","","1","3","0.2","1300010"
"30","","","vo_minigame_1006","","vo_minigame_1006_top_talk_9_702","0","0","21","","1300011"
"30","0","-1","1","0","ハツネちゃんの応援は\n俺たちの力に\nなってるよ\nいつもありがとう！","0","8","11","0","1300012"
"30","","","3.3","","","","","93","","1300013"
"30","","","1","1","pkb_talk_guts","pkb_idle_guts","0","3","0.2","1300014"
"30","","","1300012","","","","","91","","1300015"
"30","","","1","","pkb_idle_normal","","1","3","0.2","1300016"
"31","0","pkb_idle_normal","1","-130","1","-20","100","5","55","1310001"
"31","1","pkb_idle_normal","1","-150","113411","170","100","1","1.6","1310002"
"31","0.2","","1","1","pkb_talk_arm_crossed","pkb_idle_arm_crossed","0","3","0.2","1310003"
"31","","","vo_minigame_1006","","vo_minigame_1006_top_talk_10_701","0","0","21","","1310004"
"31","0","-1.5","1","0","キャプテンとして\nもっと上手くなって\nみんなを引っ張って\nいかないと！","0","8","11","0","1310005"
"31","","","3.6","","","","","93","","1310006"
"31","","","1","1","pkb_talk_doya","pkb_idle_doya","0","3","0.2","1310007"
"31","","","1310005","","","","","91","","1310008"
"31","","","1","","pkb_idle_normal","","1","3","0.2","1310009"
"31","","","113411","","pkb_talk_joy1","","1","3","0.2","1310010"
"31","","","vo_minigame_1006","","vo_minigame_1006_top_talk_10_202","0","0","21","","1310011"
"31","0","-0.5","113411","0","おっ、アサヒくん！\n気合い入ってるね！\nその意気なのだ～！\n頑張れ頑張れ～☆","0","8","11","0","1310012"
"31","","","3.6","","","","","93","","1310013"
"31","","","113411","0","pkb_talk_fun","pkb_talk_fun","0","3","0.2","1310014"
"31","","","3","","","","","93","","1310015"
"31","","","113411","","pkb_idle_normal","","1","3","0.2","1310016"
"31","","","1310012","","","","","91","","1310017"
"32","0","pkb_idle_normal","2","-130","2","-20","100","5","55","1320001"
"32","1","pkb_idle_normal","1","-150","113411","170","100","1","1.6","1320002"
"32","","","2","1","pkb_talk_guts","pkb_idle_guts","0","3","0.2","1320003"
"32","","","vo_minigame_1006","","vo_minigame_1006_top_talk_11_801","0","0","21","","1320004"
"32","0","0","2","0","ハツネちゃん…\nホームラン打つって\n約束するから\nしっかり見ててくれよ","0","8","11","0","1320005"
"32","","","5","","","","","93","","1320006"
"32","","","2","1","pkb_talk_doya","pkb_idle_doya","0","3","0.2","1320007"
"32","","","1320005","","","","","91","","1320008"
"32","","","2","","pkb_idle_normal","","1","3","0.2","1320009"
"32","","","113411","","pkb_talk_joy2","","1","3","0.2","1320010"
"32","","","vo_minigame_1006","","vo_minigame_1006_top_talk_11_202","0","0","21","","1320011"
"32","0","0","113411","0","うん、わかった！\n特大ホームランを\nよろしくねー！\n期待してるよ～！","0","8","11","0","1320012"
"32","","","4.6","","","","","93","","1320013"
"32","0.2","","113411","1","pkb_hatsune_kiran","pkb_idle_normal","0","3","0.2","1320014"
"32","","","1320012","","","","","91","","1320015"
"32","","","113411","","pkb_idle_normal","","1","3","0.2","1320016"
"33","1","pkb_idle_normal","1","-150","102311","170","100","1","1.6","1330001"
"33","0","pkb_idle_normal","2","-130","2","-20","100","5","55","1330002"
"33","","","102311","","pkb_talk_normal","","1","3","0.2","1330003"
"33","","","vo_minigame_1006","","vo_minigame_1006_top_talk_12_401","0","0","21","","1330004"
"33","0","-0.5","102311","0","声出し練習やろうよ！\n「ぷうきち\nフルスイング」って\n大声で百回～！","0","8","11","0","1330005"
"33","","","1.6","","","","","93","","1330006"
"33","0.2","","102311","1","pkb_talk_yell","pkb_talk_joy1","0","3","0.2","1330007"
"33","","","1330005","","","","","91","","1330008"
"33","","","102311","","pkb_idle_normal","","1","3","0.2","1330009"
"33","","","vo_minigame_1006","","vo_minigame_1006_top_talk_12_802","0","0","21","","1330010"
