85716dab27974b2446c023b599a6788add30936996a78dabce57c1c919a2e099,851ad3649a7d9506dea30da9fa13208bc7502a93125319abf38cd33133cb9272,0afa07c83c99d3c960ae1da496e593bd09880a00691f0fa90c5d604669de4d3d,0126d2007f03b37c89c7d3dfc37f01098151d9093338ee3401abb3d83b1c88af,922d61f7a8d720386138817dc40f7348482c87369b702d131e4df2a1d415a899,1296010efa4123179d7cff6509985e18a3f907cf6ab782ce5cfa655f8645cab1,b4ff959b5974339f59a5d6e16728a68962f304dc047a897be86c9057f65dd022,0bbf72cc053560c169af63d93c1a75b1f0c522a836a03dba628cc565d7f77d3b,dbce146e80a79535ccc714087d9ed127c4d2ea8d981448288d365328fbcf4361,d62213a10fdc9847f8add43670a5d518e04a439c07ab2b7ac9a9a2cc6c2ac8a0,cd07d103c6478935366711d9ee279c51ed1ca1938a4fc987188bd395f019bfda
"","","1046","","","0","4","93","1","",""
"0.2","top_luis_approach_idle","1047","1","0","top_luis_approach_in","1","3","1","0",""
"","","1048","","","0","3.5","93","1","",""
"0.2","","1049","","","top_luis_thinking","1","3","1","1",""
"","","1050","","","0","3.5","93","1","",""
"0.2","","1051","","","top_luis_walk_think","1","3","1","1",""
"","2","1052","0","","-495","1","2","1","-103",""
"","","1053","","","0","2","93","1","",""
"","","1054","","","0","1","4","1","",""
"","2","1055","0","","-216","1","2","1","-103",""
"","","1056","","","0","2","93","1","",""
"0","","1057","","","top_luis_notice","1","3","1","1",""
"","","1058","","","0","1","93","1","",""
"0.2","","1059","","","top_luis_walk_jog","1","3","1","1",""
"","0.5","1060","0","","-100","1","2","1","-130",""
"","","1061","","","0","0.5","93","1","",""
"","","1062","","","1","1","4","1","",""
"0.2","top_luis_sit_idle","1063","1","0","top_luis_sit_in","1","3","1","0",""
"","","1064","","","0","0.1","93","1","",""
"","0.4","1065","0","","-57","1","2","1","-140",""
"","","1066","","","0","1","93","1","",""
"0.2","","1067","","","top_luis_experiment_success_in","1","3","1","0",""
"","","1068","","","0","2.3","93","1","",""
"0.1","","1069","","","top_luis_experiment_success_mix","1","3","1","0",""
"","","1070","","","0","2.7","93","1","",""
"","","1071","","","1","14","32","1","",""
"0.1","","1072","","","top_luis_experiment_success_burst","1","3","1","0",""
"","","1073","","","0","2.7","93","1","",""
"0.1","","1074","","","top_luis_experiment_success_out","1","3","1","0",""
"","","1075","","","0","1.1","93","1","",""
"0.2","idle_normal","1076","1","0","top_luis_sit_out","1","3","1","0",""
"","0.3","1077","0","","-100","1","2","1","-130",""
"","","1078","","","0","1","93","1","",""
"0.2","","1079","","","walk_normal","1","3","1","0",""
"","1","1080","0","","-216","1","2","1","-103",""
"","","1081","","","0","1","93","1","",""
"0.1","","1082","","","idle_normal","1","3","1","0",""
"","","1083","","","0","0.8","93","1","",""
"","","1084","","","0","14","32","1","",""
"","0","1085","","","","1005","101","1","0",""
"1.43","400","2001","-130","1","2","2","5","2","100","top_iroha_read"
"1.4","980","2002","130","1","11","11","5","2","101","butterfly"
"0","-130","2003","1","","11","11","31","2","400",""
"","","2004","","","0","0","91","2","",""
"0.2","","2005","","","top_iroha_read","2","3","2","1",""
"","","2006","","","0","9","93","2","",""
"","","2007","","","1","11","4","2","",""
"","7","2008","0","","-980","11","2","2","130",""
"","","2009","","","0","2.5","93","2","",""
"0.2","","2010","","","top_iroha_read_notice","2","3","2","0",""
"","","2011","","","0","0.6","93","2","",""
"0","top_iroha_run","2012","1","0","top_iroha_notice_to_run","2","3","2","0",""
"","","2013","","","0","0.4","93","2","",""
"","","2014","","","1","11","32","2","",""
"","","2015","","","smokeR","11","37","2","",""
"","4.2","2016","0","","-980","11","33","2","-130",""
"","4.2","2017","0","","-980","2","2","2","-130",""
"","","2018","","","0","4.2","93","2","",""
"","","2019","","","0","11","32","2","",""
"","","2020","","","0","1","93","2","",""
"","","2021","","","0","11","4","2","",""
"","7","2022","0","","980","11","2","2","130",""
"","","2023","","","0","1.5","93","2","",""
"","","2024","","","1","11","32","2","",""
"","","2025","","","smokeL","11","37","2","",""
"","5.964","2026","0","","980","11","33","2","-130",""
"0","","2027","","","top_iroha_run_joy","2","3","2","1",""
"","","2028","","","0","2","4","2","",""
"","5.964","2029","0","","980","2","2","2","-130",""
"","","2030","","","0","5.964","93","2","",""
"","","2031","","","0","11","32","2","",""
"","","2032","","","0","2","93","2","",""
"0","","2033","","","top_iroha_walk","2","3","2","1",""
"","","2034","","","1","2","4","2","",""
"","3","2035","0","","400","2","2","2","-130",""
"","3","2036","0","","400","11","33","2","-130",""
"","","2037","","","0","3","93","2","",""
"0.2","idle_normal","2038","1","0","top_iroha_walk_out","2","3","2","0",""
"","","2039","","","0","0.4","93","2","",""
"0.2","","2040","","0.2","top_iroha_sit_in","2","3","2","0",""
"","","2041","","","0","4","93","2","",""
"","","2042","","","","2005","101","2","",""
"1.38","350","3001","-130","1","3","3","5","3","100","top_sono_readPaper"
"1","-18","3002","1","","10","10","31","3","475",""
"","","3003","","","0","0","91","3","",""
"0.2","","3004","","","top_sono_readPaper","3","3","3","1",""
"","","3005","","","0","13.6","93","3","",""
"0.2","top_sono_stretch","3006","1","0","top_sono_sit_out","3","3","3","0",""
"","","3007","","","0","3.5","93","3","",""
"0.2","","3008","","","top_sono_drink","3","3","3","1",""
"","","3009","","","","10.5","93","3","",""
"0.2","","3010","","","top_sono_sit_in","3","3","3","0",""
"","","3011","","","0","2.6","93","3","",""
"","","3012","","","","3004","101","3","",""
"1.43","400","4001","-130","1","2","2","5","4","101","top_iroha_read"
"1.4","-216","4002","-103","1","1","1","5","4","100","top_luis_thinking"
"1.4","980","4003","130","1","11","11","5","4","102","butterfly"
"0","-130","4004","1","","11","11","31","4","400",""
"","","4005","","","0","0","91","4","",""
"0.2","","4006","","","top_luis_thinking","1","3","4","1",""
"0.2","","4007","","","top_iroha_read","2","3","4","1",""
"","","4008","","","0","9","93","4","",""
"","","4009","","","1","11","4","4","",""
"","7","4010","0","","-980","11","2","4","130",""
"","","4011","","","0","2.5","93","4","",""
"0.2","","4012","","","top_iroha_read_notice","2","3","4","0",""
"","","4013","","","0","0.6","93","4","",""
"0","top_iroha_run","4014","1","0","top_iroha_notice_to_run","2","3","4","0",""
"","","4015","","","0","0.4","93","4","",""
"","","4016","","","1","11","32","4","",""
"","","4017","","","smokeR","11","37","4","",""
"","4.2","4018","0","","-980","11","33","4","-130",""
"","4.2","4019","0","","-980","2","2","4","-130",""
"","","4020","","","0","1.9","93","4","",""
"0.2","top_luis_surprise_idle","4021","1","0","top_luis_surprise_in","1","3","4","0",""
"","","4022","","","0","2.3","93","4","",""
"","","4023","","","0","11","32","4","",""
"","","4024","","","0","1","93","4","",""
"","","4025","","","0","11","4","4","",""
"","7","4026","0","","980","11","2","4","130",""
"","","4027","","","0","1.5","93","4","",""
"","","4028","","","1","11","32","4","",""
"","","4029","","","smokeL","11","37","4","",""
"","5.964","4030","0","","980","11","33","4","-130",""
"0","","4031","","","top_iroha_run_joy","2","3","4","1",""
"","","4032","","","0","2","4","4","",""
"","5.964","4033","0","","980","2","2","4","-130",""
"","","4034","","","0","2.2","93","4","",""
"0","","4035","","","top_luis_surprise_look","1","3","4","1",""
"","","4036","","","0","3.764","93","4","",""
"0.2","","4037","","","top_luis_thinking","1","3","4","1",""
"","","4038","","","0","11","32","4","",""
"","","4039","","","0","2","93","4","",""
"0","","4040","","","top_iroha_walk","2","3","4","1",""
"","","4041","","","1","2","4","4","",""
"","3","4042","0","","400","2","2","4","-130",""
"","3","4043","0","","400","11","33","4","-130",""
"","","4044","","","0","3","93","4","",""
"0.2","idle_normal","4045","1","0","top_iroha_walk_out","2","3","4","0",""
"","","4046","","","0","0.4","93","4","",""
"0.2","","4047","","0.2","top_iroha_sit_in","2","3","4","0",""
"","","4048","","","0","4","93","4","",""
"","","4049","","","","4007","101","4","",""
"1.4","350","5001","-130","1","3","3","5","5","100","top_sono_readPaper"
"1.4","452","5002","-130","1","2","2","5","5","110","top_iroha_read_loop"
"","","5003","","","0","0","91","5","",""
"0.2","","5004","","","top_iroha_read_loop","2","3","5","1",""
"0.2","","5005","","","top_sono_readPaper","3","3","5","1",""
"","","5006","","","0","13.6","93","5","",""
"0.2","top_sono_stretch","5007","1","0","top_sono_sit_out","3","3","5","0",""
"","0.3","5008","0","","287","3","2","5","-130",""
"","","5009","","","0","3.5","93","5","",""
"0.2","","5010","","","top_sono_drink","3","3","5","1",""
"","","5011","","","0","2.6","93","5","",""
"0.4","","5012","","","top_iroha_read_look","2","3","5","0",""
"","","5013","","","0","7.9","93","5","",""
"0.2","","5014","","","top_sono_sit_in","3","3","5","0",""
"","","5015","","","0","0.1","93","5","",""
"0.2","","5016","","","top_iroha_read_loop","2","3","5","1",""
"","0.3","5017","0","","350","3","2","5","-130",""
"","","5018","","","0","2.5","93","5","",""
"","","5019","","","","5005","101","5","",""
"1.4","-216","6001","-103","1","1","1","5","6","100","idle_normal"
"1.38","350","6002","-130","1","3","3","5","6","101","top_sono_readPaper_loop"
"1","-18","6003","1","","10","10","31","6","475",""
"0","-140","6004","1","","13","13","31","6","56",""
"0","-140","6005","1","","14","14","31","6","56",""
"","","6006","","","0","0","91","6","",""
"0.2","","6007","","","top_sono_readPaper_loop","3","3","6","1",""
"0.2","top_luis_arm_crossed_idle","6008","1","0","top_luis_arm_crossed_in","1","3","6","0",""
"","","6009","","","0","4","93","6","",""
"0.2","top_luis_approach_idle","6010","1","0","top_luis_approach_in","1","3","6","0",""
"","","6011","","","0","3.5","93","6","",""
"0.2","","6012","","","top_luis_thinking","1","3","6","1",""
"","","6013","","","0","3.5","93","6","",""
"0.2","","6014","","","top_luis_walk_think","1","3","6","1",""
"","2","6015","0","","-495","1","2","6","-103",""
"","","6016","","","0","2","93","6","",""
"","","6017","","","0","1","4","6","",""
"","2","6018","0","","-216","1","2","6","-103",""
"","","6019","","","0","2","93","6","",""
"0","","6020","","","top_luis_notice","1","3","6","1",""
"","","6021","","","0","1","93","6","",""
"0.2","","6022","","","top_luis_walk_jog","1","3","6","1",""
"","0.5","6023","0","","-100","1","2","6","-130",""
"","","6024","","","0","0.5","93","6","",""
"","","6025","","","1","1","4","6","",""
"0.2","top_luis_sit_idle","6026","1","0","top_luis_sit_in","1","3","6","0",""
"","","6027","","","0","0.1","93","6","",""
"","0.4","6028","0","","-57","1","2","6","-140",""
"","","6029","","","0","0.4","93","6","",""
"","0","6030","0","","-16","1","2","6","-140",""
"","","6031","","","0","1","4","6","",""
"","","6032","","","0","0.6","93","6","",""
"0.2","","6033","","","top_luis_experiment_failer_in","1","3","6","0",""
"","","6034","","","0","2.3","93","6","",""
"0.1","","6035","","","top_luis_experiment_failer_mix","1","3","6","0",""
"","","6036","","","0","2.7","93","6","",""
"0.2","top_sono_notice_loop_surprise","6037","1","0","top_sono_notice_in_surprise","3","3","6","0",""
"","","6038","","","1","13","32","6","",""
"0.1","","6039","","","top_luis_experiment_failer_burst","1","3","6","0",""
"","","6040","","","0","2.7","93","6","",""
"0.2","","6041","","","top_sono_readPaper_loop","3","3","6","1",""
"0.1","","6042","","","top_luis_experiment_failer_out","1","3","6","0",""
"","","6043","","","0","1.1","93","6","",""
"0.2","idle_normal","6044","1","0","top_luis_sit_out","1","3","6","0",""
"","","6045","","","1","1","4","6","",""
"","0","6046","0","","-57","1","2","6","-140",""
"","0.3","6047","0","","-100","1","2","6","-130",""
"","","6048","","","0","1","93","6","",""
"0.2","","6049","","","walk_normal","1","3","6","0",""
"","1","6050","0","","-216","1","2","6","-103",""
"","","6051","","","0","1","93","6","",""
"0.1","","6052","","","idle_normal","1","3","6","0",""
"","","6053","","","0","0.8","93","6","",""
"","","6054","","","0","13","32","6","",""
"0.2","top_luis_arm_crossed_idle","6055","1","0","top_luis_arm_crossed_in","1","3","6","0",""
"","","6056","","","0","4","93","6","",""
"0.2","top_luis_approach_idle","6057","1","0","top_luis_approach_in","1","3","6","0",""
"","","6058","","","0","3.5","93","6","",""
"0.2","","6059","","","top_luis_thinking","1","3","6","1",""
"","","6060","","","0","3.5","93","6","",""
"0.2","","6061","","","top_luis_walk_think","1","3","6","1",""
"","2","6062","0","","-495","1","2","6","-103",""
"","","6063","","","0","2","93","6","",""
"","","6064","","","0","1","4","6","",""
"","2","6065","0","","-216","1","2","6","-103",""
"","","6066","","","0","2","93","6","",""
"0","","6067","","","top_luis_notice","1","3","6","1",""
"","","6068","","","0","1","93","6","",""
"0.2","","6069","","","top_luis_walk_jog","1","3","6","1",""
"","0.5","6070","0","","-100","1","2","6","-130",""
"","","6071","","","0","0.5","93","6","",""
"","","6072","","","1","1","4","6","",""
"0.2","top_luis_sit_idle","6073","1","0","top_luis_sit_in","1","3","6","0",""
"","","6074","","","0","0.1","93","6","",""
"","0.4","6075","0","","-57","1","2","6","-140",""
"","","6076","","","0","0.4","93","6","",""
"","0","6077","0","","-16","1","2","6","-140",""
"","","6078","","","0","1","4","6","",""
"","","6079","","","0","0.6","93","6","",""
"0.2","","6080","","","top_luis_experiment_success_in","1","3","6","0",""
"","","6081","","","0","2.3","93","6","",""
"0.1","","6082","","","top_luis_experiment_success_mix","1","3","6","0",""
"","","6083","","","0","2.7","93","6","",""
"0.2","top_sono_notice_loop_dere","6084","1","0","top_sono_notice_in_dere","3","3","6","0",""
"","","6085","","","1","14","32","6","",""
"0.1","","6086","","","top_luis_experiment_success_burst","1","3","6","0",""
"","","6087","","","0","2.7","93","6","",""
"0.2","","6088","","","top_sono_readPaper_loop","3","3","6","1",""
"0.1","","6089","","","top_luis_experiment_success_out","1","3","6","0",""
"","","6090","","","0","1.1","93","6","",""
"0.2","idle_normal","6091","1","0","top_luis_sit_out","1","3","6","0",""
"","","6092","","","1","1","4","6","",""
"","0","6093","0","","-57","1","2","6","-140",""
"","0.3","6094","0","","-100","1","2","6","-130",""
"","","6095","","","0","1","93","6","",""
"0.2","","6096","","","walk_normal","1","3","6","0",""
"","1","6097","0","","-216","1","2","6","-103",""
"","","6098","","","0","1","93","6","",""
"0.1","","6099","","","idle_normal","1","3","6","0",""
"","","6100","","","0","0.8","93","6","",""
"","","6101","","","0","14","32","6","",""
"","0","6102","","","","6008","101","6","0",""
"1.4","-216","7001","-103","1","1","1","5","7","100","idle_normal"
"1.43","452","7002","-130","1","2","2","5","7","110","top_iroha_read_loop"
"1.38","350","7003","-130","1","3","3","5","7","101","top_sono_readPaper_loop"
"1.4","980","7004","130","1","11","11","5","7","111","butterfly"
"0","-130","7005","1","","11","11","31","7","452",""
"0","-140","7006","1","","14","14","31","7","56",""
"","","7007","","","0","0","91","7","",""
"0.2","","7008","","","top_iroha_read_loop","2","3","7","1",""
"0.2","","7009","","","top_sono_readPaper_loop","3","3","7","1",""
"0.2","top_luis_arm_crossed_idle","7010","1","0","top_luis_arm_crossed_in","1","3","7","0",""
"","","7011","","","0","4","93","7","",""
"0.2","top_luis_approach_idle","7012","1","0","top_luis_approach_in","1","3","7","0",""
"","","7013","","","0","3.5","93","7","",""
"0.2","","7014","","","top_luis_thinking","1","3","7","1",""
"","","7015","","","0","3.5","93","7","",""
"0.2","","7016","","","top_luis_walk_think","1","3","7","1",""
"","2","7017","0","","-495","1","2","7","-103",""
"","","7018","","","0","2","93","7","",""
"","","7019","","","0","1","4","7","",""
"","2","7020","0","","-216","1","2","7","-103",""
"","","7021","","","0","2","93","7","",""
"0","","7022","","","top_luis_notice","1","3","7","1",""
"","","7023","","","0","1","93","7","",""
"0.2","","7024","","","top_luis_walk_jog","1","3","7","1",""
"","0.5","7025","0","","-100","1","2","7","-130",""
"","","7026","","","0","0.5","93","7","",""
"","","7027","","","1","1","4","7","",""
"0.2","top_luis_sit_idle","7028","1","0","top_luis_sit_in","1","3","7","0",""
"","","7029","","","0","0.1","93","7","",""
"","0.4","7030","0","","-57","1","2","7","-140",""
"","","7031","","","0","0.4","93","7","",""
"","0","7032","0","","-16","1","2","7","-140",""
"","","7033","","","0","1","4","7","",""
"","","7034","","","0","0.6","93","7","",""
"0.2","","7035","","","top_luis_experiment_success_in","1","3","7","0",""
"","","7036","","","0","2.3","93","7","",""
"0.1","","7037","","","top_luis_experiment_success_mix","1","3","7","0",""
"","","7038","","","0","2.7","93","7","",""
"0.2","top_sono_notice_loop_dere","7039","1","0","top_sono_notice_in_dere","3","3","7","0",""
"0.2","","7040","","","top_iroha_read_look_light","2","3","7","1",""
"","","7041","","","1","14","32","7","",""
"0.1","","7042","","","top_luis_experiment_success_burst","1","3","7","0",""
"","","7043","","","0","2.7","93","7","",""
"0.2","","7044","","","top_sono_readPaper_loop","3","3","7","1",""
"0.2","","7045","","","top_iroha_read","2","3","7","1",""
"0.1","","7046","","","top_luis_experiment_success_out","1","3","7","0",""
"","","7047","","","0","1.1","93","7","",""
"0.2","idle_normal","7048","1","0","top_luis_sit_out","1","3","7","0",""
"","","7049","","","1","1","4","7","",""
"","0","7050","0","","-57","1","2","7","-140",""
"","0.3","7051","0","","-100","1","2","7","-130",""
"","","7052","","","0","1","93","7","",""
"0.2","","7053","","","walk_normal","1","3","7","0",""
"","1","7054","0","","-216","1","2","7","-103",""
"","","7055","","","0","1","93","7","",""
"0.1","","7056","","","idle_normal","1","3","7","0",""
"","","7057","","","0","0.8","93","7","",""
"","","7058","","","0","14","32","7","",""
"0.2","","7059","","","top_luis_thinking","1","3","7","1",""
"","","7060","","","0","5.1","93","7","",""
"","","7061","","","1","11","4","7","",""
"","7","7062","0","","-980","11","2","7","130",""
"","","7063","","","0","2.5","93","7","",""
"0.2","","7064","","","top_iroha_read_notice","2","3","7","0",""
"","","7065","","","0","0.6","93","7","",""
"0","top_iroha_run","7066","1","0","top_iroha_notice_to_run","2","3","7","0",""
"","","7067","","","0","0.4","93","7","",""
"","","7068","","","1","11","32","7","",""
"","","7069","","","smokeR","11","37","7","",""
"","4.2","7070","0","","-980","11","33","7","-130",""
"","4.2","7071","0","","-980","2","2","7","-130",""
"","","7072","","","0","0.2","93","7","",""
"0.2","top_sono_notice_loop_surprise","7073","1","0","top_sono_notice_in_surprise","3","3","7","0",""
"","","7074","","","0","1.7","93","7","",""
"0.2","top_luis_surprise_idle","7075","1","0","top_luis_surprise_in","1","3","7","0",""
"","","7076","","","0","2.5","93","7","",""
"","","7077","","","0","11","32","7","",""
"","","7078","","","0","1","93","7","",""
"","","7079","","","0","11","4","7","",""
"","7","7080","0","","980","11","2","7","130",""
"","","7081","","","0","1.5","93","7","",""
"","","7082","","","1","11","32","7","",""
"","","7083","","","smokeL","11","37","7","",""
"","5.964","7084","0","","980","11","33","7","-130",""
"0","","7085","","","top_iroha_run_joy","2","3","7","1",""
"","","7086","","","0","2","4","7","",""
"","5.964","7087","0","","980","2","2","7","-130",""
"","","7088","","","0","2.2","93","7","",""
"0","","7089","","","top_luis_surprise_look","1","3","7","1",""
"","","7090","","","0","1.8","93","7","",""
"0","","7091","","","top_sono_notice_loop_look","3","3","7","1",""
"","","7092","","","0","1.964","93","7","",""
"","","7093","","","0","11","32","7","",""
"","","7094","","","0","0.5","93","7","",""
"0.2","","7095","","","top_luis_thinking","1","3","7","1",""
"","","7096","","","0","1.5","93","7","",""
"0","","7097","","","top_iroha_walk","2","3","7","1",""
"","","7098","","","1","2","4","7","",""
"","0","7099","0","","1032","2","2","7","-130",""
"","0","7100","0","","1032","11","33","7","-130",""
"","3","7101","0","","452","2","2","7","-130",""
"","3","7102","0","","452","11","33","7","-130",""
"","","7103","","","0","3","93","7","",""
"0.2","idle_normal","7104","1","0","top_iroha_walk_out","2","3","7","0",""
"","","7105","","","0","0.4","93","7","",""
"0.2","top_iroha_read_loop","7106","1","0.2","top_iroha_sit_in","2","3","7","0",""
"0.2","","7107","","","top_sono_readPaper","3","3","7","1",""
"","","7108","","","0","4","93","7","",""
"","","7109","","","0","9.6","93","7","",""
"0.2","top_sono_stretch","7110","1","0","top_sono_sit_out","3","3","7","0",""
"","0.3","7111","0","","287","3","2","7","-130",""
"","","7112","","","0","3.5","93","7","",""
"0.2","","7113","","","top_sono_drink","3","3","7","1",""
"","","7114","","","0","2.6","93","7","",""
"0.4","","7115","","","top_iroha_read_look","2","3","7","0",""
"","","7116","","","0","3.5","93","7","",""
"0.2","","7117","","","top_luis_thinking_look","1","3","7","1",""
"","","7118","","","0","2.9","93","7","",""
"0.2","","7119","","","top_luis_thinking","1","3","7","1",""
"","","7120","","","0","1.5","93","7","",""
"0.2","","7121","","","top_sono_sit_in","3","3","7","0",""
"","","7122","","","0","0.1","93","7","",""
"0.2","","7123","","","top_iroha_read_loop","2","3","7","1",""
"","0.3","7124","0","","350","3","2","7","-130",""
"","","7125","","","0","2.5","93","7","",""
"0.2","","7126","","","top_sono_readPaper_loop","3","3","7","1",""
"","","7127","","","0","1","93","7","",""
"","","7128","","","","7012","101","7","",""
"1.4","-16","8001","-140","0","1","1","5","8","101","fantasize_all"
"1.38","980","8002","-130","1","3","3","5","8","100","empty"
"1","-16","8003","-140","0","15","15","5","8","102","fantasize_all"
"0","-140","8004","1","","11","11","31","8","27",""
"0","0","8005","1","","15","15","31","8","0",""
"","","8006","","","0","0","91","8","",""
"0.2","fantasize_3","8007","1","0","fantasize_all","1","3","8","0",""
"0.2","fantasize_3","8008","1","0","fantasize_all","15","3","8","0",""
"","","8009","","","0","2","93","8","",""
"","","8010","","","se_alces_fantasy1","se_alces","23","8","0",""
"","","8011","","","0","10","93","8","",""
"0.2","","8012","","","walk","3","3","8","1",""
"","3","8013","0","","350","3","2","8","-130",""
"","","8014","","","0","3","93","8","",""
"0.2","","8015","","","sono_notice_in_anger2","3","3","8","0",""
"","","8016","","","0","1.5","93","8","",""
"0.2","idle_normal","8017","1","0","kohon","3","3","8","0",""
"","","8018","","","0","0.6","93","8","",""
"","","8019","","","se_alces_fantasy2","se_alces","23","8","0",""
"0","","8020","","","fantasize_out","15","3","8","0",""
"","","8021","","","1","15","32","8","",""
"0.2","","8022","","","fantasize_3_surprise","1","3","8","0",""
"","","8023","","","0","1.5","93","8","",""
"0.2","","8024","","","fantasize_sit_out","1","3","8","0",""
"","0.3","8025","0","","27","1","2","8","-140",""
"","","8026","","","0","0.8","93","8","",""
"0.2","fantasize_armcrossed_idle","8027","1","0","fantasize_armcrossed_in","1","3","8","0",""
"","","8028","","","0","0.5","93","8","",""
"0.2","","8029","","","idle_surprise","3","3","8","1",""
"","","8030","","","0","1.5","93","8","",""
"","","8031","","","se_alces_run","se_alces","23","8","0",""
"0","","8032","","","fantasize_run","1","3","8","1",""
"","1.5","8033","0","","1080","1","2","8","-140",""
"","","8034","","","1","11","32","8","",""
"","1.5","8035","0","","1080","11","33","8","-140",""
"","","8036","","","0","0.5","93","8","",""
"0.2","lookback_idle","8037","1","0","lookback_in","3","3","8","0",""
"","","8038","","","0","1.8","93","8","",""
"","","8039","","","se_alces_sweat","se_alces","23","8","0",""
"1.4","560","9001","-140","1","1","1","5","9","101","walk_jog_Ex3_shy"
"1.4","147","9002","-114","1","2","1","5","9","100","empty"
"0","-114","9003","1","","16","16","31","9","147",""
"0","-114","9004","1","","17","17","31","9","147",""
"","","9005","","","0","0","91","9","",""
"0.2","","9006","","","walk_jog_Ex3_shy","1","3","9","1",""
"","1.2","9007","0","","270","1","2","9","-140",""
"","","9008","","","0","1.2","93","9","",""
"0.2","","9009","","","idle_normal_Ex0003_shy","1","3","9","1",""
"","","9010","","","0","0.3","93","9","",""
"0.2","","9011","","","lookAround","1","3","9","0",""
"","","9012","","","0","2.7","93","9","",""
"0.2","","9013","","","walk_jog_anger_shy","1","3","9","1",""
"","0.7","9014","0","","147","1","2","9","-114",""
"","","9015","","","0","0.7","93","9","",""
"0","crouch_search_read_idle","9016","1","0","crouch_search_read_F","1","3","9","0",""
"0","","9017","","","crouch_search_read_B","2","3","9","0",""
"","","9018","","","0","0.9","93","9","",""
"","","9019","","","se_alces_book_take","se_alces","23","9","0",""
"","","9020","","","0","5.2","93","9","",""
"","","9021","","","se_alces_book_open","se_alces","23","9","0",""
"","","9022","","","0","0.5","93","9","",""
"","","9023","","","se_alces_steam","se_alces","23","9","0",""
"","","9024","","","1","17","32","9","",""
"","","9025","","","0","6.2","93","9","",""
"","","9026","","","1","16","32","9","",""
"1.4","400","10001","-130","0","2","2","5","10","100","iroha_sleep"
"1.4","400","10002","-130","0","12","12","5","10","101","iroha_sleep"
"1.4","400","10003","-130","0","10","10","5","10","101","empty"
"1.37","270","10004","-120","0","3","3","5","10","102","idle_normal_talkJoy"
"","","10005","","","0","0","91","10","",""
