af43e634a3bd961dab70dcca384c923e12df6b6f63708e341017793c7dd6f8df,38fd54451955d0ff0e8b2fbef67c1fee943543411b0757082913dc936eafccc2,764428bafe174b00e853fea7be103e7b50672bf864248ff1c5b1f9e90d4209db,6bfb3cc98b7697cbe9630f03f0f09ee786f77cd24c3f7c37e38582cc8a4b0fd2,63feb1bcae57e0c3ae2587289546373c8c7f2e6bfddcc42bf9509f09b00991b2,f430518e3bdf0b3b9cc5a48b35975e9ea663356ab51be6561faa99167aba2b55,f54773e247e915c213b0df715e15a4cef28e98583b050f0fe3c09b00c02e7454,5a40a66ea5185a1e1096697dc7a5bece4ec529fefabf2134e00f6e5ba3f16d03,55aa01277c8e362f382a6626f937976bd00ec6a766c5d136113ff864a98b1ea4,93e482dd027a02e220a7c6637b9a280a1b9f916fa30b9326147c888c3f1a2aa1,39d2fd12add555adc29a2424ab823c3a9525f4c1a9f09158f35500ad3885fb03,434441eafad0f567d2ae39a395702674e96a4e75b1ee1b7ea5c3f20db89456fd
"13","1","21","0","0","2030/08/01 14:59:59","999","2022/05/31 12:00:00","0","アオイ（キャンプ）専用のグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","21011","アオイ（キャンプ）専用スフィア / Lv215"
"14","1","21","0","0","2030/08/01 14:59:59","999","2022/06/30 12:00:00","0","ヒヨリ（サマー）専用のグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","21012","ヒヨリ（サマー）専用スフィア / Lv215"
"15","1","21","0","0","2030/08/01 14:59:59","999","2022/07/31 12:00:00","0","ミソギ（サマー）専用のグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","21013","ミソギ（サマー）専用スフィア / Lv215"
"16","1","21","0","0","2030/08/01 14:59:59","999","2022/09/30 12:00:00","0","リン（ハロウィン）専用のグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","21014","リン（ハロウィン）専用スフィア / Lv215"
"17","1","21","0","0","2030/08/01 14:59:59","999","2022/11/30 12:00:00","0","ヨリ（クリスマス）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","21015","ヨリ（クリスマス）専用スフィア / Lv250"
"20","1","21","0","0","2030/08/01 14:59:59","999","2022/12/31 12:00:00","0","ミツキ（ニューイヤー）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","21016","ミツキ（ニューイヤー）専用スフィア / Lv250"
"21","1","21","0","0","2030/08/01 14:59:59","999","2023/01/31 12:00:00","0","カヤ（リベレイター）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","21017","カヤ（リベレイター）専用スフィア / Lv250"
"22","1","21","0","0","2030/08/01 14:59:59","999","2023/04/30 12:00:00","0","カリン（アルケミスト）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","21018","カリン（アルケミスト）専用スフィア / Lv250"
"24","1","21","0","0","2030/08/01 14:59:59","999","2023/06/30 12:00:00","0","アキノ（サマー）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","21019","アキノ（サマー）専用スフィア / Lv250"
"25","1","21","0","0","2030/08/01 14:59:59","999","2023/07/31 12:00:00","0","クウカ（サマー）専用のグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","21020","クウカ（サマー）専用スフィア / Lv250"
"27","1","21","0","0","2030/08/01 14:59:59","999","2023/12/31 12:00:00","0","イノリ（ニューイヤー）専用のグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","21021","イノリ（ニューイヤー）専用スフィア / Lv280"
"28","1","21","0","0","2030/08/01 14:59:59","999","2024/01/31 12:00:00","0","レイ（アストラル）専用のグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","21022","レイ（アストラル）専用スフィア / Lv280"
"29","1","21","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","ペコリーヌ専用のグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","21023","ペコリーヌ専用スフィア / Lv280"
"30","1","21","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","コッコロ専用のグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","21024","コッコロ専用スフィア / Lv280"
"31","1","21","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","キャル専用のグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","21025","キャル専用スフィア / Lv280"
"32","1","21","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","シェフィ専用のグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","21026","シェフィ専用スフィア / Lv280"
"4","1","21","0","0","2030/08/01 14:59:59","999","2021/02/21 12:00:00","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv180/RANK19まで強化できる。","21900","グロウスフィア / Lv180"
"11","1","21","0","0","2030/08/01 14:59:59","999","2022/01/31 12:00:00","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","21901","グロウスフィア / Lv215"
"18","1","21","0","0","2030/08/01 14:59:59","999","2022/11/30 12:00:00","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","21902","グロウスフィア / Lv250"
"19","1","21","0","0","2030/08/01 14:59:59","999","2022/12/15 12:00:00","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv100/RANK12まで強化できる。","21903","グロウスフィア / Lv100"
"23","1","21","0","0","2030/08/01 14:59:59","999","2023/04/30 12:00:00","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv260/RANK28まで強化できる。","21904","グロウスフィア / Lv260"
"26","1","21","0","0","2030/08/01 14:59:59","999","2023/10/30 12:00:00","0","すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","21905","グロウスフィア / Lv280"
"10001","1","23","0","0","2030/08/01 14:59:59","999","2022/06/15 15:00:00","0","すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv240まで強化できる。","21951","専用装備１グロウスフィア / Lv240"
"10002","1","23","0","0","2030/08/01 14:59:59","999","2023/05/15 15:00:00","0","すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv270まで強化できる。","21952","専用装備１グロウスフィア / Lv270"
"10003","1","23","0","0","2030/08/01 14:59:59","999","2024/02/15","0","すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv290まで強化できる。","21953","専用装備１グロウスフィア / Lv290"
"10004","1","23","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv340まで強化できる。","21954","専用装備１グロウスフィア / Lv340"
"10","1","3","120","0","2030/08/01 14:59:59","999999","2015/12/17 15:00:00","0","キャラの装備強化に使用すると、装備強化Ptが10加算される。","22001","精錬石"
"60","2","3","720","0","2030/08/01 14:59:59","999999","2015/12/17 15:00:00","0","キャラの装備強化に使用すると、装備強化Ptが60加算される。","22002","上精錬石"
"200","3","3","2400","0","2030/08/01 14:59:59","999999","2015/12/17 15:00:00","0","キャラの装備強化に使用すると、装備強化Ptが200加算される。","22003","精錬結晶"
"0","1","5","0","0","2030/08/01 14:59:59","999999","2015/12/17 15:00:00","0","クリアランク★3を獲得したクエストの、プレイ時間をスキップするチケット。","23001","スキップチケット"
"0","1","5","0","0","2030/08/01 14:59:59","999999","2015/12/17 15:00:00","0","アドベンチャーのクエストにかかる時間を短縮することができるチケット。","23002","ファストチケット"
"0","1","5","0","0","2030/08/01 14:59:59","999999","2015/12/17 15:00:00","0","マスタリーガチャを1回引くことができるチケット。","23003","マスタリーチケット"
"0","1","8","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","0","プラチナガチャやピックアップガチャを1回引くことができるガチャチケット。","24001","プラチナガチャチケット"
"0","1","10","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","0","共闘時に使用すると、クリア時の報酬が豪華になるチケット。","24003","共闘チケット"
"0","1","8","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","0","ガチャを10回引くことができるガチャチケット。","24004","10回ガチャチケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2020/08/04 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24005","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 1）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2020/09/03 19:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24006","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 2）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2020/10/01 17:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24007","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 3）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2020/11/05 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24008","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 4）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2021/02/21 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24009","★3確定 プリコネフェス記念ガチャチケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2022/02/14 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24010","★3確定 プリコネフェス2022記念ガチャチケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2022/03/21","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24011","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 1"
"0","1","17","0","0","2030/08/01 14:59:59","999","2022/04/18","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24012","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 2"
"0","1","17","0","0","2030/08/01 14:59:59","999","2022/05/16","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24013","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 3"
"0","1","17","0","0","2030/08/01 14:59:59","999","2022/01/15 15:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24014","★3確定 プリコネフェス2023記念ガチャチケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2023/02/14 15:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24015","★3確定 5周年記念ガチャチケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2023/02/14 15:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24016","★3確定 Sダッシュガチャチケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2024/02/09 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24017","★3確定 プリコネフェス2024記念ガチャチケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/02/09 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24018","★3確定 プリコネフェス2025記念ガチャチケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/04/30 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24019","GWガチャチケット(火)2025"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/04/30 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24020","GWピックアップガチャチケット(火)2025"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/04/30 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24021","GWガチャチケット(闇)2025"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/04/30 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24022","GWピックアップガチャチケット(闇)2025"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24023","7.5th Anniv. ガチャチケット(水)"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24024","7.5th Anniv. ピックアップガチャチケット(水)"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24025","7.5th Anniv. ガチャチケット(風)"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24026","7.5th Anniv. ピックアップガチャチケット(風)"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24027","★3確定 Sダッシュミッションガチャチケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","専用のガチャを10回引くことができるガチャチケット。10キャラ目は★3キャラ確定。","24028","カムバック10連ガチャチケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","専用のガチャを10回引くことができるガチャチケット。10キャラ目は★3キャラ確定。","24029","カムバックSP10連ガチャチケット"
"0","1","17","0","0","2025/11/03 11:59:59","999","2025/10/24 12:00:00","0","専用のガチャを10回引くことができるガチャチケット。","24030","ゾンビランドサガコラボ記念 10回ガチャチケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/12/12 15:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24031","ウマ娘「The Game Awards 2025」受賞記念★3確定ガチャチケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/12/31 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24032","2026 新春記念ガチャチケット(光)"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/12/31 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24033","2026 新春記念ピックアップガチャチケット(光)"
"0","1","17","0","0","2030/08/01 14:59:59","999","2026/02/13 12:00:00","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","24034","★3確定 プリコネフェス2026記念ガチャチケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2026/08/15 12:00:00","0","専用のガチャを10回引くことができるガチャチケット。10キャラ目は★3キャラ確定。","24035","カムバック10連ガチャチケット 2"
"0","1","17","0","0","2030/08/01 14:59:59","999","2026/08/15 12:00:00","0","専用のガチャを10回引くことができるガチャチケット。10キャラ目は★3キャラ確定。","24036","カムバックSP10連ガチャチケット 2"
"0","1","20","0","0","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","キャラの大いなる力を呼び醒ますアイテム。","25001","プリンセスオーブ"
"0","1","29","0","30","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","0","世界を構成している属性の力であるアストラルのうち火の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","25011","アストラルスフィア（火）"
"0","1","29","0","50","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","0","世界を構成している属性の力であるアストラルのうち水の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","25012","アストラルスフィア（水）"
"0","1","29","0","20","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","0","世界を構成している属性の力であるアストラルのうち風の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","25013","アストラルスフィア（風）"
"0","1","29","0","40","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","0","世界を構成している属性の力であるアストラルのうち光の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","25014","アストラルスフィア（光）"
"0","1","29","0","60","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","0","世界を構成している属性の力であるアストラルのうち闇の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","25015","アストラルスフィア（闇）"
"0","1","29","0","10","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","0","世界を構成している属性の力であるアストラルの結晶。内に秘めた属性が未分化の不安定な状態ゆえに励起されると莫大な属性の力を放つ。","25021","アストラルシャード"
"0","1","29","0","0","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","0","アストラルの顕在化により発生した宝珠。未確認物質でできており使用するとなぜかプリンセスナイトの　権能を強化拡張することができる。","25101","マスターピース"
"0","1","29","0","0","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","0","アストラルの顕在化により発生したマスターピースの欠片。互いに引きあう性質を持ち複数を集めることで合体し、マスターピースとなる。","25102","マスターピース（欠片）"
"0","1","38","0","100","2030/08/01 14:59:59","9999999","2015/12/17 15:00:00","0","キャラの中に眠る才気の力を呼び醒まし、技巧を洗練させる小さな　　オーブ。使用するとコネクトRANKを強化できる。","25201","コネクトオーブ・アーツ"
"0","1","38","0","200","2030/08/01 14:59:59","9999999","2015/12/17 15:00:00","0","古の王が遺した、女神の聖像。込められた祈りによって微かな恵みが灯る。コネクトRANKの強化上限を解放するために必要。","25202","ブロンズレガリア"
"0","1","38","0","110","2030/08/01 14:59:59","9999999","2015/12/17 15:00:00","0","キャラの中に眠る闘志の力を呼び醒まし、立ち向かう勇気を湧き上がらせる小さなオーブ。使用すると　　コネクトRANKを強化できる。","25203","コネクトオーブ・ソウル"
"0","1","38","0","210","2030/08/01 14:59:59","9999999","2015/12/17 15:00:00","0","古の王が遺した、銀色に輝く女神の聖像。心まで澄む白銀の輝きには清らかな祝福が宿る。コネクトRANKの強化上限を解放するために必要。","25204","シルバーレガリア"
"0","1","38","0","120","2030/08/01 14:59:59","9999999","2015/12/17 15:00:00","0","キャラの中に眠る加護の力を呼び醒まし、守りを強固なものとする小さなオーブ。使用するとコネクト　　RANKを強化できる。","25205","コネクトオーブ・ガード"
"0","1","38","0","220","2030/08/01 14:59:59","9999999","2015/12/17 15:00:00","0","古の王が遺した、黄金に輝く女神の聖像。煌めく星の恩寵が進むべき道を示す。コネクトRANKの強化上限を解放するために必要。","25206","ゴールドレガリア"
"0","1","9","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","0","ルナの塔に挑戦した者のみが獲得できる、アストルム内のショップでは流通していない珍しいコイン。","26101","ルナコイン"
"0","1","25","0","0","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","0","EX装備の強化に使用すると、強化Ptが1加算される。","26201","EX装備強化Pt"
"0","1","25","0","0","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","0","EX装備の錬成に使用することができる。","26202","EX装備錬成Pt"
"0","1","33","0","0","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","0","アルケス錬金堂の最高の秘術である究極錬成において使用される宝玉。装備の効果自体を物質化したもので特殊な武具に付与することが可能。","26203","錬成スフィア"
"0","1","17","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","27001","スペシャル交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","27002","スペシャル交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","27003","スペシャル交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","27004","スペシャル交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2022/02/15 15:00:00","0","特定のキャラを交換できるチケット。","27005","4th Anniv. スペシャル交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","27006","スペシャル交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","27007","スペシャル交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2023/02/15 15:00:00","0","特定のキャラを交換できるチケット。","27008","5th Anniv. スペシャル交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2023/04/30 12:00:00","0","特定のキャラを交換できるチケット。","27009","コラボ記念 スペシャル交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","0","特定のキャラを交換できるチケット。","27010","スペシャル交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2023/08/15 12:00:00","0","特定のキャラを交換できるチケット。","27011","Sダッシュ スペシャル交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2023/12/31 12:00:00","0","特定のキャラを交換できるチケット。","27012","スペシャル交換チケット（限定＋）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2024/02/15 00:00:00","0","特定のキャラを交換できるチケット。","27013","6th Anniv. スペシャル交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2024/04/30 12:00:00","0","特定のキャラを交換できるチケット。","27014","スペシャル交換チケット（限定＋）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2024/08/15 15:00:00","0","特定のキャラを交換できるチケット。","27015","スペシャル交換チケット（限定＋）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2024/12/20 5:30:00","0","特定のキャラを交換できるチケット。","27016","スペシャル交換チケット（限定＋）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2024/12/31 12:00:00","0","特定のキャラを交換できるチケット。","27017","スペシャル交換チケット（限定＋）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/02/15 15:00:00","0","特定のキャラを交換できるチケット。","27018","スペシャル交換チケット（フェス限定＋）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/02/15 15:00:00","0","特定のキャラを交換できるチケット。","27019","スペシャル交換チケット（限定＋）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/04/30 12:00:00","0","特定のキャラを交換できるチケット。","27020","スペシャル交換チケット（限定＋）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","特定のキャラを交換できるチケット。","27021","スタートダッシュキャラ交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","特定のキャラを交換できるチケット。","27022","スタートダッシュプリンセスキャラ交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/08/15 15:00:00","0","特定のキャラを交換できるチケット。","27023","スペシャル交換チケット（限定＋）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/12/20 12:00:00","0","特定のキャラを交換できるチケット。","27024","スペシャル交換チケット（限定＋）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2025/12/31 12:00:00","0","特定のキャラを交換できるチケット。","27025","スペシャル交換チケット（限定＋）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2026/02/15 12:00:00","0","特定のキャラを交換できるチケット。","27026","スタートダッシュ限定キャラ交換チケット"
"0","1","17","0","0","2030/08/01 14:59:59","999","2026/02/15 12:00:00","0","特定のキャラを交換できるチケット。","27027","スタートダッシュプリンセスキャラ交換チケット＋"
"0","1","17","0","0","2030/08/01 14:59:59","999","2026/02/15 12:00:00","0","特定のキャラを交換できるチケット。","27028","スペシャル交換チケット（フェス限定＋）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2026/02/15 12:00:00","0","特定のキャラを交換できるチケット。","27029","スペシャル交換チケット（限定＋）"
"0","1","17","0","0","2030/08/01 14:59:59","999","2026/04/30 12:00:00","0","特定のキャラを交換できるチケット。","27030","スペシャル交換チケット（限定＋）"
