7005196eea059ea1ca5eac2c245d8afdd8c03d4d0eb2a57d21cc7ea3f7dee788,53a1a45183095beb17d593d2451863ecd756306c5158e49e46bc7790ca7dad02,a39f3e747e55f4d7eedbe004b5629e753d4a1e88eebbccbe33f3d3c0f881f41c,db80b70ec4dbc09613c3e20a54590327a34fdfbddfead5f6060c34bab8af7542,fb7413c4c7366e5c2d32fb0aac00a17953cb449557577560d148f2787ae14908,89da36de2ba6662b84bca2392421e0b922146405ab80fde93ad69766aad84f9b,ac6932e94ec109014c2213ab453ce071e07388e77002882984509970f4896fe5,409fb9bfd5595e37bfce29d040734659471f8129a9707ee6174a32debcd5c5f7,56ec2149fbc553ab186b1c0f4bc4b4e5226bfc492cc1f9ac47846b731519f1c4,75d71f4b0116b8e31b97a8b321463ff9a40d14070ac2765aaabd1170300564ea,b12dad971c1696ec923af37b18351d5e7020f4ee18d6ba8051aef77b1cbc2e94,64fed9848b8a19e1ab36df5661ec5a7d003b3e90413a878380358e22b3f61631
"無敵15秒","0","3","3003","1","3","43200","バトル開始から15秒間、味方が無敵状態になる","9006509","8700000000000","30031","30031"
"魔法攻撃ダウン90秒","0","3","3003","1","3","72000","バトル開始から90秒間、敵の魔法攻撃力がダウン","9006510","6000000000000","30032","30032"
"スタン15秒","0","3","3004","1","3","32400","バトル開始から15秒間、敵がスタン状態になる","9006512","12600000000000","30041","30041"
"物理防御ダウン90秒","0","3","3004","1","3","43200","バトル開始から90秒間、敵の物理防御力がダウン","9006513","9000000000000","30042","30042"
"魔法攻撃アップ90秒","0","3","3005","2","3","43200","バトル開始から90秒間、味方の魔法攻撃力がアップ","9006516","38280000000000","30051","30051"
"毎秒ＴＰアップ90秒","0","3","3006","3","3","21600","バトル開始から90秒間、味方のＴＰが毎秒アップ","9006519","26250000000000","30061","30061"
"魔法防御ダウン90秒","0","3","3006","3","3","43200","バトル開始から90秒間、敵の魔法防御力がダウン","9006520","15000000000000","30062","30062"
"物理攻撃アップ90秒","0","3","3007","3","3","43200","バトル開始から90秒間、味方の物理攻撃力がアップ","9006522","31500000000000","30071","30071"
"無敵15秒","0","3","3007","3","3","64800","バトル開始から15秒間、味方が無敵状態になる","9006523","9000000000000","30072","30072"
"物理攻撃ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","14550000000000","300101","300101"
"物理攻撃ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","13950000000000","300102","300102"
"物理防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","13500000000000","300103","300103"
"物理攻撃ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","13050000000000","300104","300104"
"物理防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","12600000000000","300105","300105"
"魔法防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","11550000000000","300106","300106"
"物理防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","11100000000000","300107","300107"
"魔法防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","10650000000000","300108","300108"
"毎秒ＨＰ回復90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、味方のＨＰが毎秒回復","0","10050000000000","300109","300109"
"物理攻撃ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","9600000000000","300110","300110"
"物理攻撃ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","9000000000000","300111","300111"
"物理防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","8550000000000","300112","300112"
"物理攻撃ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","8100000000000","300113","300113"
"物理防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","7050000000000","300114","300114"
"魔法防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","6600000000000","300115","300115"
"物理防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","6150000000000","300116","300116"
"魔法防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","5550000000000","300117","300117"
"毎秒ＨＰ回復90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、味方のＨＰが毎秒回復","0","5100000000000","300118","300118"
"物理攻撃ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","4650000000000","300119","300119"
"物理攻撃ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","4050000000000","300120","300120"
"物理防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","3600000000000","300121","300121"
"物理攻撃ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","3150000000000","300122","300122"
"物理防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","2700000000000","300123","300123"
"TP150アップ","36000","1","3001","1","3","-1","バトル開始時、味方のＴＰが150アップ","0","2100000000000","300124","300124"
"無敵15秒","36000","1","3001","1","3","-1","バトル開始から15秒間、味方が無敵状態になる","0","1650000000000","300125","300125"
"物理攻撃ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","1200000000000","300126","300126"
"物理防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","600000000000","300127","300127"
"魔法防御ダウン90秒","36000","1","3001","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","150000000000","300128","300128"
"魔法攻撃ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","17460000000000","300201","300201"
"魔法攻撃ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","16740000000000","300202","300202"
"物理防御ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","16200000000000","300203","300203"
"魔法防御ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","15660000000000","300204","300204"
"物理攻撃アップ90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","15120000000000","300205","300205"
"魔法攻撃アップ90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","14400000000000","300206","300206"
"魔法攻撃ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","13320000000000","300207","300207"
"物理攻撃アップ90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","12780000000000","300208","300208"
"魔法攻撃アップ90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","12060000000000","300209","300209"
"魔法攻撃ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","11520000000000","300210","300210"
"魔法攻撃ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","10800000000000","300211","300211"
"物理防御ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","10260000000000","300212","300212"
"魔法防御ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","9720000000000","300213","300213"
"物理攻撃アップ90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","9180000000000","300214","300214"
"魔法攻撃アップ90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","8460000000000","300215","300215"
"魔法攻撃ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","7380000000000","300216","300216"
"物理攻撃アップ90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","6660000000000","300217","300217"
"魔法攻撃アップ90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","6120000000000","300218","300218"
"魔法攻撃ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","5580000000000","300219","300219"
"魔法攻撃ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","4860000000000","300220","300220"
"物理防御ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","4320000000000","300221","300221"
"魔法防御ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","3780000000000","300222","300222"
"魔法攻撃ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","3240000000000","300223","300223"
"TP150アップ","36000","1","3002","1","3","-1","バトル開始時、味方のＴＰが150アップ","0","2520000000000","300224","300224"
"無敵15秒","36000","1","3002","1","3","-1","バトル開始から15秒間、味方が無敵状態になる","0","1980000000000","300225","300225"
"物理防御ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","1440000000000","300226","300226"
"魔法防御ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","720000000000","300227","300227"
"魔法攻撃ダウン90秒","36000","1","3002","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","180000000000","300228","300228"
"物理攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","14550000000000","300301","300301"
"魔法攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","13950000000000","300302","300302"
"魔法攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","13050000000000","300303","300303"
"物理攻撃アップ90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","12600000000000","300304","300304"
"魔法攻撃アップ90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","12000000000000","300305","300305"
"物理攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","11550000000000","300306","300306"
"魔法攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","11100000000000","300307","300307"
"毎秒ＨＰ回復90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、味方のＨＰが毎秒回復","0","10650000000000","300308","300308"
"毎秒ＴＰアップ90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、味方のＴＰが毎秒アップ","0","10050000000000","300309","300309"
"物理攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","9600000000000","300310","300310"
"魔法攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","9000000000000","300311","300311"
"魔法攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","8100000000000","300312","300312"
"物理攻撃アップ90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","7650000000000","300313","300313"
"魔法攻撃アップ90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","7050000000000","300314","300314"
"物理攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","6600000000000","300315","300315"
"魔法攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","6150000000000","300316","300316"
"毎秒ＨＰ回復90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、味方のＨＰが毎秒回復","0","5550000000000","300317","300317"
"毎秒ＴＰアップ90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、味方のＴＰが毎秒アップ","0","5100000000000","300318","300318"
"物理攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","4650000000000","300319","300319"
"魔法攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","4050000000000","300320","300320"
"物理攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","3600000000000","300321","300321"
"魔法攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","3150000000000","300322","300322"
"物理攻撃アップ90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","2700000000000","300323","300323"
"TP150アップ","36000","1","3003","1","3","-1","バトル開始時、味方のＴＰが150アップ","0","2100000000000","300324","300324"
"物理攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","1650000000000","300325","300325"
"魔法攻撃ダウン90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","1200000000000","300326","300326"
"毎秒ＨＰ回復90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、味方のＨＰが毎秒回復","0","600000000000","300327","300327"
"毎秒ＴＰアップ90秒","36000","1","3003","1","3","-1","バトル開始から90秒間、味方のＴＰが毎秒アップ","0","150000000000","300328","300328"
"物理防御ダウン90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","17460000000000","300401","300401"
"物理防御ダウン90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","16740000000000","300402","300402"
"物理攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","16200000000000","300403","300403"
"魔法攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","15660000000000","300404","300404"
"物理防御ダウン90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","15120000000000","300405","300405"
"物理攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","13860000000000","300406","300406"
"魔法攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","13320000000000","300407","300407"
"物理防御ダウン90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","12780000000000","300408","300408"
"物理防御ダウン90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","12060000000000","300409","300409"
"物理防御ダウン90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","11520000000000","300410","300410"
"物理防御ダウン90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","10800000000000","300411","300411"
"物理攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","10260000000000","300412","300412"
"魔法攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","9720000000000","300413","300413"
"物理防御ダウン90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","9180000000000","300414","300414"
"物理攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","7920000000000","300415","300415"
"魔法攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","7380000000000","300416","300416"
"物理防御ダウン90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","6660000000000","300417","300417"
"物理防御ダウン90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","6120000000000","300418","300418"
"物理攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","5580000000000","300419","300419"
"物理攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","4860000000000","300420","300420"
"物理攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","4320000000000","300421","300421"
"魔法攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","3780000000000","300422","300422"
"物理防御ダウン90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","3240000000000","300423","300423"
"TP150アップ","36000","1","3004","1","3","-1","バトル開始時、味方のＴＰが150アップ","0","2520000000000","300424","300424"
"無敵15秒","36000","1","3004","1","3","-1","バトル開始から15秒間、味方が無敵状態になる","0","1980000000000","300425","300425"
"物理攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","1440000000000","300426","300426"
"物理攻撃アップ90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","720000000000","300427","300427"
"物理防御ダウン90秒","36000","1","3004","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","180000000000","300428","300428"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","64020000000000","300501","300501"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","61380000000000","300502","300502"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","59400000000000","300503","300503"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","57420000000000","300504","300504"
"物理防御ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","55440000000000","300505","300505"
"魔法防御ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","52800000000000","300506","300506"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","50820000000000","300507","300507"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","48840000000000","300508","300508"
"物理防御ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","46860000000000","300509","300509"
"魔法防御ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","44220000000000","300510","300510"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","42240000000000","300511","300511"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","39600000000000","300512","300512"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","37620000000000","300513","300513"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","35640000000000","300514","300514"
"物理防御ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","33660000000000","300515","300515"
"魔法防御ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","31020000000000","300516","300516"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","29040000000000","300517","300517"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","27060000000000","300518","300518"
"物理防御ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","24420000000000","300519","300519"
"魔法防御ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","22440000000000","300520","300520"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","20460000000000","300521","300521"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","17820000000000","300522","300522"
"物理攻撃アップ90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","15840000000000","300523","300523"
"魔法攻撃アップ90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","13860000000000","300524","300524"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","11880000000000","300525","300525"
"TP150アップ","36000","1","3005","1","3","-1","バトル開始時、味方のＴＰが150アップ","0","9240000000000","300526","300526"
"無敵15秒","36000","1","3005","1","3","-1","バトル開始から15秒間、味方が無敵状態になる","0","7260000000000","300527","300527"
"物理攻撃アップ90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","5280000000000","300528","300528"
"魔法攻撃アップ90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","2640000000000","300529","300529"
"物理攻撃ダウン90秒","36000","1","3005","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","660000000000","300530","300530"
"魔法攻撃アップ90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","29100000000000","300601","300601"
"物理攻撃アップ90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","27000000000000","300602","300602"
"物理防御ダウン90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","25200000000000","300603","300603"
"魔法攻撃アップ90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","23100000000000","300604","300604"
"魔法防御ダウン90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","21300000000000","300605","300605"
"魔法攻撃アップ90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","19200000000000","300606","300606"
"毎秒ＨＰ回復90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、味方のＨＰが毎秒回復","0","17100000000000","300607","300607"
"魔法攻撃アップ90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","15300000000000","300608","300608"
"物理攻撃アップ90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","13200000000000","300609","300609"
"物理防御ダウン90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","11100000000000","300610","300610"
"魔法攻撃アップ90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","9300000000000","300611","300611"
"魔法防御ダウン90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","8100000000000","300612","300612"
"魔法攻撃アップ90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","6300000000000","300613","300613"
"毎秒ＨＰ回復90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、味方のＨＰが毎秒回復","0","4200000000000","300614","300614"
"無敵15秒","54000","1","3006","1","3","-1","バトル開始から15秒間、味方が無敵状態になる","0","3300000000000","300615","300615"
"魔法攻撃アップ90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","2400000000000","300616","300616"
"物理防御ダウン90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","1200000000000","300617","300617"
"魔法防御ダウン90秒","54000","1","3006","1","3","-1","バトル開始から90秒間、敵の魔法防御力がダウン","0","300000000000","300618","300618"
"毎秒ＨＰ回復90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、味方のＨＰが毎秒回復","0","34920000000000","300701","300701"
"物理攻撃ダウン90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、敵の物理攻撃力がダウン","0","32400000000000","300702","300702"
"魔法攻撃ダウン90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","30240000000000","300703","300703"
"物理攻撃アップ90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、味方の物理攻撃力がアップ","0","27720000000000","300704","300704"
"魔法攻撃アップ90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","25560000000000","300705","300705"
"物理防御ダウン90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、敵の物理防御力がダウン","0","23040000000000","300706","300706"
"毎秒ＴＰアップ90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、味方のＴＰが毎秒アップ","0","20520000000000","300707","300707"
"毎秒ＨＰ回復90秒","54000","1","3007","1","3","-1","バトル開始から90秒間、味方のＨＰが毎秒回復","0","18360000000000","300708","300708"
