50ed664e86af25d33e7f1a8f221892e8199dd08ff8ac84c98b1a6d3b841a84d8,bb379923440101d982ab910e8dc20f884b514fabec61e55e1cdb954cc2a8c274,7051c84cdd56b96d9005e27107b39ffb042705da57509f3664b40d06a670c40c,e1540fd70b1c726858a84c66d889935ff4951a38d4e60e2894df2dc3da430aa1,d6727eb02d8297213e6005f8ee50b60788718bff6659bb73e6d1166d12f14589,9c739354b12ae858ddf0c8b34d51e1e7926a150fd3b521aa8f3cd106dc189586,be2bffd0bd36db7f21d425fe4c1ae1b1ac2e39e558b155dcd95565344e80566c,af179e16b4722ba9a4c753cc81a71f2f17bd984cc665ffb0b0e96fd9282a788c,93dd243e2586f9bc6f5422bdc1aedf52fee8af6c21a42ff39d0dd3e6c9070df6,8d1f679237ca6ca2547398a8d52a6b6f0d0111a73a4d1c137f440cdbc10d059b,f7d56002ac8cefd1cc83f31acf8882c9491f0a01c8fbdf87a28659e634611a93
"","","170","1002005","-240","2","","0","102110054","211","3"
"","","450","1002001","-240","33","","0","102110055","211","3"
"","","380","1002002","-165","33","","0","102110056","211","3"
"","","310","1002003","-255","33","","0","102110057","211","3"
"","","240","1002004","-165","33","","0","102110058","211","3"
"","","170","1002005","-240","33","","0","102110059","211","3"
"","","1","10020","","32","","","102110060","211",""
"","","0","2.5","","93","","","102110061","211",""
"","","1","10031","","32","","","102110062","211",""
"","","0","0.4","","93","","","102110063","211",""
"","","0","0","","91","","","102110064","211",""
"","","se_travel_start_3pt","se_travel","0","23","","","103110001","311",""
"","","10010","10010","0","31","1","1","103110002","311","0"
"","","10011","10011","0","31","1","1","103110003","311","0"
"","","10020","10020","0","31","0","1","103110004","311","0"
"<weapon>_idle","0","1001001","2","62","1","0.68","-240","103110005","311","0"
"<weapon>_idle","0","1001002","2","61","1","0.68","-165","103110006","311","-70"
"<weapon>_idle","0","1001003","2","63","1","0.68","-255","103110007","311","-140"
"<weapon>_idle","0","1001004","2","61","1","0.68","-165","103110008","311","-210"
"<weapon>_idle","0","1001005","2","62","1","0.68","-240","103110009","311","-280"
"","0","1001001","10012","0","31","1","0.68","103110010","311","-240"
"","0","1001002","10012","-70","31","1","0.68","103110011","311","-165"
"","0","1001003","10012","-140","31","1","0.68","103110012","311","-255"
"","0","1001004","10012","-210","31","1","0.68","103110013","311","-165"
"","0","1001005","10012","-280","31","1","0.68","103110014","311","-240"
"<weapon>_idle","0","1002001","2","52","1","0.68","-60","103110015","311","-250"
"<weapon>_idle","0","1002002","2","51","1","0.68","15","103110016","311","-320"
"<weapon>_idle","0","1002003","2","53","1","0.68","-75","103110017","311","-390"
"<weapon>_idle","0","1002004","2","51","1","0.68","15","103110018","311","-460"
"<weapon>_idle","0","1002005","2","52","1","0.68","-60","103110019","311","-530"
"","0","1002001","10012","-250","31","1","0.68","103110020","311","-60"
"","0","1002002","10012","-320","31","1","0.68","103110021","311","15"
"","0","1002003","10012","-390","31","1","0.68","103110022","311","-75"
"","0","1002004","10012","-460","31","1","0.68","103110023","311","15"
"","0","1002005","10012","-530","31","1","0.68","103110024","311","-60"
"<weapon>_idle","0","1003001","2","62","1","0.68","-250","103110025","311","-500"
"<weapon>_idle","0","1003002","2","61","1","0.68","-175","103110026","311","-570"
"<weapon>_idle","0","1003003","2","63","1","0.68","-265","103110027","311","-640"
"<weapon>_idle","0","1003004","2","61","1","0.68","-175","103110028","311","-710"
"<weapon>_idle","0","1003005","2","62","1","0.68","-250","103110029","311","-780"
"","0","1003001","10012","-500","31","1","0.68","103110030","311","-250"
"","0","1003002","10012","-570","31","1","0.68","103110031","311","-175"
"","0","1003003","10012","-640","31","1","0.68","103110032","311","-265"
"","0","1003004","10012","-710","31","1","0.68","103110033","311","-175"
"","0","1003005","10012","-780","31","1","0.68","103110034","311","-250"
"","","10030","10030","0","31","0","1","103110035","311","0"
"","","10031","10031","0","31","0","1","103110036","311","0"
"","","0","","","91","","","103110037","311",""
"","","1","10030","","32","","","103110038","311",""
"","","0","0","","91","","","103110039","311",""
"","","<weapon>_run","1001001","1","3","0","0","103110040","311",""
"","","<weapon>_run","1001002","1","3","0","0","103110041","311",""
"","","<weapon>_run","1001003","1","3","0","0","103110042","311",""
"","","<weapon>_run","1001004","1","3","0","0","103110043","311",""
"","","<weapon>_run","1001005","1","3","0","0","103110044","311",""
"","","950","1001001","-240","2","","0","103110045","311","3"
"","","880","1001002","-165","2","","0","103110046","311","3"
"","","810","1001003","-255","2","","0","103110047","311","3"
"","","740","1001004","-165","2","","0","103110048","311","3"
"","","670","1001005","-240","2","","0","103110049","311","3"
"","","950","1001001","-240","33","","0","103110050","311","3"
"","","880","1001002","-165","33","","0","103110051","311","3"
"","","810","1001003","-255","33","","0","103110052","311","3"
"","","740","1001004","-165","33","","0","103110053","311","3"
"","","670","1001005","-240","33","","0","103110054","311","3"
"","","<weapon>_run","1002001","1","3","0","0","103110055","311",""
"","","<weapon>_run","1002002","1","3","0","0","103110056","311",""
"","","<weapon>_run","1002003","1","3","0","0","103110057","311",""
"","","<weapon>_run","1002004","1","3","0","0","103110058","311",""
"","","<weapon>_run","1002005","1","3","0","0","103110059","311",""
"","","700","1002001","-60","2","","0","103110060","311","3"
"","","630","1002002","15","2","","0","103110061","311","3"
"","","560","1002003","-75","2","","0","103110062","311","3"
"","","490","1002004","15","2","","0","103110063","311","3"
"","","420","1002005","-60","2","","0","103110064","311","3"
"","","700","1002001","-60","33","","0","103110065","311","3"
"","","630","1002002","15","33","","0","103110066","311","3"
"","","560","1002003","-75","33","","0","103110067","311","3"
"","","490","1002004","15","33","","0","103110068","311","3"
"","","420","1002005","-60","33","","0","103110069","311","3"
"","","<weapon>_run","1003001","1","3","0","0","103110070","311",""
"","","<weapon>_run","1003002","1","3","0","0","103110071","311",""
"","","<weapon>_run","1003003","1","3","0","0","103110072","311",""
"","","<weapon>_run","1003004","1","3","0","0","103110073","311",""
"","","<weapon>_run","1003005","1","3","0","0","103110074","311",""
"","","450","1003001","-250","2","","0","103110075","311","3"
"","","380","1003002","-175","2","","0","103110076","311","3"
"","","310","1003003","-265","2","","0","103110077","311","3"
"","","240","1003004","-175","2","","0","103110078","311","3"
"","","170","1003005","-250","2","","0","103110079","311","3"
"","","450","1003001","-250","33","","0","103110080","311","3"
"","","380","1003002","-175","33","","0","103110081","311","3"
"","","310","1003003","-265","33","","0","103110082","311","3"
"","","240","1003004","-175","33","","0","103110083","311","3"
"","","170","1003005","-250","33","","0","103110084","311","3"
"","","1","10020","","32","","","103110085","311",""
"","","0","2.5","","93","","","103110086","311",""
"","","1","10031","","32","","","103110087","311",""
"","","0","0.4","","93","","","103110088","311",""
"","","0","0","","91","","","103110089","311",""
