fd2fdfb4e39816aedc27a4cd56af809b4dcdbe4da18f609e561d9a7b4f228ebc,24a9064b01171ad200a1ff77e0fa502731fc3a89e022762411d3df4caf74f330,986d9fc58a82e27982acc067ff7510ebb63d461600d803cb1ba08f2f0b87fe6a,e1dcb9a33ab93984926910f059ceffb1d5cf2e4bec1852c5e7016efcff5fe8e2,d25954282451fdeca377fa4cb67818c8e45b0e9f3d26c882b5050dd02707f8be,8f9b8c698df74cc4638c1dd0b0f10d7c2848d9cebb226937129b1309700f621f,e8e5db3be9de790031d0c8f490fb95d75d28c560ac00290ebb31aa274bc12f90,2a4fb759c5279e541db55a1e14d398273f0e5d0e7e06ccd647b7a257c34430e6,e5a0cf91393deb52781f5ee11c7887a65ddfc0f8a892651d51155d1af17cae38,04705af0430857d36082fb1795d3be5fb7d6d3a669556c6d751367ba6b741ece,5ac6d48259346fd15116bc3ff7e2e7183224e24ed41bf73cbaa414f64c85e62c,00c16768de425cc14b7d3b555058a528b73629c9d3cd95a943d5efbf5cd05471,26f68abdcfe269c96cfdcfe0a5578a6d059c9127d7eb63fdbe04d7af32bc498b,9ff43ae27e845777b31e253ce4d40513f076cab54f9b568280772a63ded561ee,8fbb68132c764b05ed923a495b3654d3b4c6f5a834dac08dd982a16a80c7d048,4aae37af3f6ff30b8633d46c7345900c8380fcf04cce114a1259aa1393f55159,5e1e860bd689378acc3551d22ae06b99e77a727d348819e3cd47ad3916b94100,69e923869fb0f8f7678b482d07dd16e2d09261bc6db3deac4fa561fd80ebc3de,021cc0602debcf375a25cd8e44c424a2587596cbf67ba4bbbdbe17059885c6a7,936f94093d37ed7ec93e84e3a8e2b8227efd436fdf04d7ca8fcb285e054ea543,38a495fe50cac69962ed3ad0dcf75109d6da9ad15f11aee3184c6ec52a4e7a24,0cdd170d3f11a67e2a077709a0479521facdb57636636f609afca1d59bfcf356,ea0fa9e394c05119463d8c67cc07dbe3369b85087791bb732da7caeb3d5ee60c,4c13a420ed423b44e89279a316498034b2ebaf2c16498335e4eb14c0bc043d57,a39b8823271ccfe9b2c1d2910ac97e7a4eb00062f0b6d8e04c1f79879b3dfde1,2f55e0b351f4e6518506428f039a027a277c841587aeb644ce7fa49538735b22,dde748e887e9dec80c670b5b943b5b6c9a56cc5def674460d989da9ee5501d7b,e3e73fa67be4aebc19aaf1f7c4c6835d1bb2a1c5d95defb75efdb691e6118e62,6298260883ad41b6a54d5ad50cba61893f7aea523ba873611d1c3de27ad8b9e2,b6659e6f9ca890c80b9a2d05eab1e9fadde7348ebd044239b330f1dd6419578c,69cd588aaf8534141ccd921d850601f128084e8e740f05644caf482738ea8b73,c015aa9a3e57f6d331a41e3d044804f30c7bd005d99e56bd912a55358aace9b0,ddbefc46f6dbaeb00b7c42bd6ff519983df0f6252ab27d8bc8a558e4694c272e,681c6f7a303fe6e11802f0db80df83b0335a2c95fe12db4b4c4d355a6eeb2c93,4b045042c5076a323238f21b0c396ce33493b583ae59d33df31668f0738bcbfe,312742a01edb8674e611f3b5a1dd08be3f8275059b43eff07819c95b07210714,b279045e8001ac893a1f41ccf22908186635ba2b14b8a6e5896125ac6c939930,ffef230fc879064099e188ee982ddd88ad960afe80ee37ffde7ba03876015987,6366c57e2c515540110cb2b4dfaa0111129c0b90e6be994694d20501704d451c,0aecafc421d0c506172af2702fd396f36f16f469299e136ba718dbc94cb29454,3423c65b05814ae078fef22c0b1049a8316c5a73563e4b2ade349611c42c81a2,6aebfb404ecee70f99bd5304ee83903da36ef511d14ec8f9b767a77c69a678b5,9fe8497df5e718db5342085edd915ee76682326d637b34df63f0865e6fade0c8,29264e6e52f6e393970f99dac5f29004e4d5d1e355820f98787d05b0d45203eb
"70","0","0","0","0","0","10000","600","渚の暴君・鮫吉","0","0","0","0","0","0","0","300000020","10000","107000000","0","0","0","365","0","0","83000","0","10000","10000","0","60","0","1","0","1","311409","0","0","0","750000601","0","0","10000","600"
"0","0","0","150","0","0","100","0","バーストエネミー","250","9000","0","0","0","0","0","300000008","0","1000000","0","0","0","500","0","0","0","0","100","0","100","100","0","1","0","1","217300","0","0","0","750000602","0","0","0","0"
"110","0","0","0","0","0","1000","0","ランファ","0","0","0","0","0","0","0","300000008","0","99000000","0","0","0","368","0","0","0","0","1000","10000","10000","60","0","1","0","1","313602","0","0","0","750000701","0","0","10000","0"
"0","0","0","0","0","0","0","3200","竜牙兵","0","0","0","0","0","0","0","300000008","0","3000000","0","0","0","368","0","0","0","0","0","0","0","60","66000","1","0","1","313602","0","0","0","750000702","0","0","0","3200"
"0","0","0","0","0","0","0","600","ランファ","0","0","0","0","0","0","0","300000008","0","1000000","0","0","0","368","0","0","0","0","0","0","0","60","0","1","0","1","313602","0","0","0","750000703","0","0","0","600"
"0","0","0","150","0","0","100","0","バーストエネミー","250","9000","0","0","0","0","0","300000008","0","1000000","0","0","0","500","0","0","0","0","100","0","100","100","0","1","0","1","217300","0","0","0","750000704","0","0","0","0"
"110","0","0","0","0","0","10000","1200","大慾暴君・カジノ王","0","10000","0","0","0","0","0","300000022","10000","122000000","0","0","0","371","0","0","50000","0","0","10000","10000","60","0","1","0","1","315407","0","0","0","750000801","0","0","5000","1200"
"0","0","0","150","0","0","100","0","バーストエネミー","250","9000","0","0","0","0","0","300000008","0","1000000","0","0","0","500","0","0","0","0","100","0","100","100","0","1","0","1","217300","0","0","0","750000802","0","0","0","0"
"30","0","0","0","0","0","38000","360","覇瞳皇帝","0","0","0","0","0","0","0","300000008","0","40000000","0","0","0","450","0","0","34000","0","38000","38000","38000","100","34000","1","0","1","309805","0","0","0","760100101","0","0","38000","360"
"0","0","0","150","0","0","100","0","バーストエネミー","250","9000","0","0","0","0","0","300000009","0","1000000","0","0","0","500","0","0","0","0","200","0","200","100","0","1","0","1","217300","0","0","0","760100102","0","0","0","0"
"30","0","0","0","0","0","41000","420","覇瞳皇帝","0","0","0","0","0","0","0","300000008","0","60000000","0","0","0","453","0","0","38000","0","41000","41000","41000","100","38000","1","0","1","309805","0","0","0","760100201","0","0","41000","420"
"0","0","0","150","0","0","100","0","バーストエネミー","250","9000","0","0","0","0","0","300000009","0","1000000","0","0","0","500","0","0","0","0","200","0","200","100","0","1","0","1","217300","0","0","0","760100202","0","0","0","0"
"30","0","0","0","0","0","44000","480","覇瞳皇帝","0","0","0","0","0","0","0","300000008","0","80000000","0","0","0","456","0","0","42000","0","44000","44000","44000","100","42000","1","0","1","309805","0","0","0","760100301","0","0","44000","480"
"0","0","0","150","0","0","100","0","バーストエネミー","250","9000","0","0","0","0","0","300000009","0","1000000","0","0","0","500","0","0","0","0","200","0","200","100","0","1","0","1","217300","0","0","0","760100302","0","0","0","0"
"30","0","0","0","0","0","47000","540","覇瞳皇帝","0","0","0","0","0","0","0","300000008","0","100000000","0","0","0","459","0","0","46000","0","47000","47000","47000","100","46000","1","0","1","309805","0","0","0","760100401","0","0","47000","540"
"0","0","0","150","0","0","100","0","バーストエネミー","250","9000","0","0","0","0","0","300000009","0","1000000","0","0","0","500","0","0","0","0","200","0","200","100","0","1","0","1","217300","0","0","0","760100402","0","0","0","0"
"30","0","0","0","0","0","50000","600","覇瞳皇帝","0","0","0","0","0","0","0","300000008","0","120000000","0","0","0","462","0","0","50000","0","50000","50000","50000","100","50000","1","0","1","309805","0","0","0","760100501","0","0","50000","600"
"0","0","0","150","0","0","100","0","バーストエネミー","250","9000","0","0","0","0","0","300000009","0","1000000","0","0","0","500","0","0","0","0","200","0","200","100","0","1","0","1","217300","0","0","0","760100502","0","0","0","0"
"60","0","0","0","0","0","38000","360","ゼーン","0","38000","0","0","0","0","0","300000008","38000","50000000","0","0","0","450","0","0","7000","0","38000","38000","38000","100","0","1","0","1","313902","0","0","0","760200101","0","0","38000","360"
"0","0","0","150","0","0","50","0","バーストエネミー","250","9000","0","0","0","0","0","300000009","0","1000000","0","0","0","500","0","0","0","0","150","0","150","100","0","1","0","1","217300","0","0","0","760200102","0","0","0","0"
"60","0","0","0","0","0","41000","420","ゼーン","0","41000","0","0","0","0","0","300000008","41000","65000000","0","0","0","453","0","0","9000","0","41000","41000","41000","100","0","1","0","1","313902","0","0","0","760200201","0","0","41000","420"
"0","0","0","150","0","0","50","0","バーストエネミー","250","9000","0","0","0","0","0","300000009","0","1000000","0","0","0","500","0","0","0","0","150","0","150","100","0","1","0","1","217300","0","0","0","760200202","0","0","0","0"
"60","0","0","0","0","0","44000","480","ゼーン","0","44000","0","0","0","0","0","300000008","44000","80000000","0","0","0","456","0","0","11000","0","44000","44000","44000","100","0","1","0","1","313902","0","0","0","760200301","0","0","44000","480"
"0","0","0","150","0","0","50","0","バーストエネミー","250","9000","0","0","0","0","0","300000009","0","1000000","0","0","0","500","0","0","0","0","150","0","150","100","0","1","0","1","217300","0","0","0","760200302","0","0","0","0"
"60","0","0","0","0","0","47000","540","ゼーン","0","47000","0","0","0","0","0","300000008","47000","95000000","0","0","0","459","0","0","13000","0","47000","47000","47000","100","0","1","0","1","313902","0","0","0","760200401","0","0","47000","540"
"0","0","0","150","0","0","50","0","バーストエネミー","250","9000","0","0","0","0","0","300000009","0","1000000","0","0","0","500","0","0","0","0","150","0","150","100","0","1","0","1","217300","0","0","0","760200402","0","0","0","0"
"60","0","0","0","0","0","50000","600","ゼーン","0","50000","0","0","0","0","0","300000008","50000","110000000","0","0","0","462","0","0","15000","0","50000","50000","50000","100","0","1","0","1","313902","0","0","0","760200501","0","0","50000","600"
"0","0","0","150","0","0","50","0","バーストエネミー","250","9000","0","0","0","0","0","300000009","0","1000000","0","0","0","500","0","0","0","0","150","0","150","100","0","1","0","1","217300","0","0","0","760200502","0","0","0","0"
