7f27a9143454cd30f465af93835bad630cbc5151061e00b9268cd0e65740ac02,bedc55a0c233781a6078857d840626cdaa144fa79010fe83392c4689c1983205,3e703eda5f373dc9521eb688ef82f99fcd27605ab7d61d2bd37ddd6f8e9e04bf,6ab3856d755f1fc499967f3a949a9984eb1270b51aff5fb6edf96096e8603f5d,6e9a27fe0330e6cf4bb9d2fcbcb35513f431f3075436e94fe5f9a4b8cbf652e5,5f10afeb8936ff98ad9e3c1eeb1d06efdd6a4caebcf8e4d99497e3f8e8f48766,6a7b060c890b46cf624c37d36ca72e27f8884c68ca900919a67029dbba53ab46,ac8bb98475d0d87762a2d9c827bcaaed6318fafc6405a47f807ad9ea67b5dd9c,db0d5ff407de767e46f8c1b6b1691d61776397ee3493a26afb2bc5df0fd0f7b1,34c4810c4d0d6c6155def79045d7a06188d8c583f7633a62332f7e47e3d7a783,c924f4bd9db1d1990a200d805a22a172386495280473524aa18f344dfa0376d1
"1","114","110","110004","1.5","nop_idle_doya","100","1","-150","1","104811"
"0","111","110","110005","1.5","nop_idle_joy_normal","-215","1","-127","1","104611"
"0","115","111","111001","1.5","nop_11_anna_idle_arm_crossed","-100","1","-150","1","100911"
"1","114","111","111002","1.5","nop_idle_joy_normal","100","1","-150","1","101311"
"0","111","111","111003","1.5","nop_11_eriko_idle_wish","-215","1","-127","1","102711"
"1","110","111","111004","1.5","nop_idle_normal","215","1","-127","1","105111"
"1","115","112","112001","1.5","nop_idle_joy1","100","1","-143","1","101831"
"0","110","112","112002","1.5","nop_idle_joy_normal","-100","1","-135","1","101611"
"0","114","112","112003","1.5","nop_idle_joy_normal","-215","1","-150","1","105011"
"1","113","113","113001","1.5","nop_idle_normal_joy","100","1","-150","1","105331"
"0","114","113","113002","1.5","nop_13_kuka_idle_memory2","-100","1","-150","1","104511"
"0","110","113","113003","1.5","nop_idle_joy1","-215","1","-127","1","103031"
"0","111","113","113004","1.5","nop_idle_thinking","-330","1","-150","1","100811"
"1","115","113","113005","1.5","nop_idle_sad","240","1","-150","1","105511"
"1","115","114","114001","1.5","nop_idle_normal","100","1","-150","1","106831"
"0","114","114","114002","1.5","nop_idle_normal","-100","1","-150","1","101131"
"0","110","114","114003","1.5","nop_idle_normal","-215","1","-127","1","104931"
"1","115","115","115001","1.5","nop_idle_joy1","100","1","-143","1","102931"
"0","110","115","115002","1.5","nop_idle_wish","-100","1","-135","1","104211"
"0","114","115","115003","1.5","nop_idle_normal","-215","1","-150","1","105411"
"1","115","116","116001","1.5","nop_idle_normal","100","1","-150","1","106731"
"0","114","116","116002","1.5","nop_idle_joy1","-100","1","-150","1","106631"
"0","110","116","116003","1.5","nop_16_kaya_idle_normal2","-215","1","-127","1","106531"
"1","116","116","116004","1.5","nop_rago_idle","180","5","-150","1","2"
"1","115","117","117001","1.5","nop_idle_normal","100","1","-150","1","111031"
"0","114","117","117002","1.5","nop_idle_joy2","-100","1","-150","1","110931"
"0","110","117","117003","1.5","nop_17_chloe_idle_normal2","-215","1","-127","1","110831"
"0","115","117","117004","1.5","NoItem_idle","-100","5","-150","1","1"
"1","115","118","118001","1.5","nop_18_muimi_idle_joy_normal","-100","1","-150","1","114711"
"0","114","118","118002","1.5","nop_18_karin_idle_normal","100","1","-150","1","118511"
"0","111","118","118003","1.5","nop_idle_normal","-215","1","-127","1","115031"
"1","110","118","118004","1.5","nop_idle_joy1","215","1","-127","1","118031"
"0","100","201","201001","1.2","nop_idle_joy1","-60","1","0","1","111831"
"1","101","201","201002","1.2","nop_idle_normal_joy","60","1","0","1","120731"
"0","102","201","201003","1.2","nop_idle_arm_crossed","-130","1","-5","1","120831"
"1","103","201","201004","1.2","nop_idle_normal","130","1","-5","1","111931"
"0","104","201","201005","1.2","nop_idle_thinking","-200","1","-20","1","120931"
"1","105","201","201006","1.2","nop_idle_normal","200","1","-20","1","112031"
"0","100","202","202001","1.2","nop_idle_joy1","-60","1","0","1","108731"
"1","101","202","202002","1.2","nop_idle_joy_normal","60","1","0","1","108831"
"0","102","202","202003","1.2","nop_idle_normal","-130","1","-5","1","108931"
"0","100","203","203001","1.2","nop_idle_joy1","-60","1","0","1","102011"
"0","101","203","203002","1.2","nop_idle_normal","-130","1","-5","1","100411"
"1","102","203","203003","1.2","nop_idle_wish","60","1","-5","1","103631"
"0","100","204","204001","1.2","nop_idle_normal","-60","1","0","1","101231"
"1","101","204","204002","1.2","nop_idle_normal","60","1","0","1","104011"
"0","102","204","204003","1.2","nop_idle_normal","-130","1","-5","1","101511"
"0","100","205","205001","1.2","nop_idle_normal","-80","1","0","1","103111"
"1","101","205","205002","1.2","nop_idle_sad","60","1","0","1","102211"
"0","104","205","205003","1.2","nop_05_miyako_idle_normal","-150","1","-5","1","100711"
"1","103","205","205004","1.2","nop_idle_joy1","130","1","-5","1","100611"
"1","102","205","205005","1.2","nop_skull_idle","-20","5","0","1","2051"
"0","102","206","206001","1.2","nop_idle_arm_crossed","-130","1","-5","1","104731"
"1","103","206","206002","1.2","nop_idle_arm_crossed","130","1","-5","1","107131"
"0","100","206","206003","1.2","nop_idle_normal","-60","1","0","1","103731"
"1","101","206","206004","1.2","nop_idle_joy1","60","1","0","1","100511"
"0","100","207","207001","1.2","nop_idle_normal","-60","1","0","1","102831"
"1","101","207","207002","1.2","nop_idle_normal","60","1","0","1","102111"
"0","102","207","207003","1.2","nop_idle_normal","-130","1","-5","1","102511"
"1","103","207","207004","1.2","nop_idle_normal","130","1","-5","1","102311"
"0","100","208","208001","1.2","nop_idle_joy_normal","-60","1","0","1","101011"
"1","101","208","208002","1.2","nop_idle_arm_crossed","60","1","0","1","104331"
"0","102","208","208003","1.2","nop_idle_joy1","-130","1","-5","1","101711"
"1","103","208","208004","1.2","nop_idle_normal","130","1","-5","1","101431"
"0","100","209","209001","1.2","nop_idle_joy1","-60","1","0","1","103311"
"0","102","209","209002","1.2","nop_idle_joy_normal","-130","1","-5","1","105211"
"1","101","209","209003","1.2","nop_idle_sad2","60","1","0","1","102611"
"1","103","209","209004","1.2","nop_idle_normal","130","1","-5","1","103811"
"0","100","210","210001","1.2","nop_idle_joy1","-60","1","0","1","103231"
"1","103","210","210002","1.2","nop_10_yukari_02","130","1","-5","1","103411"
"1","104","210","210003","1.2","nop_10_yukari_02","130","5","-5","1","11"
"1","101","210","210004","1.2","nop_idle_doya","60","1","0","1","104811"
"0","102","210","210005","1.2","nop_idle_joy_normal","-130","1","-5","1","104611"
"0","100","211","211001","1.2","nop_11_anna_idle_arm_crossed","-60","1","0","1","100911"
"1","101","211","211002","1.2","nop_idle_joy_normal","60","1","0","1","101311"
"0","102","211","211003","1.2","nop_11_eriko_idle_wish","-130","1","-5","1","102711"
"1","103","211","211004","1.2","nop_idle_normal","130","1","-5","1","105111"
"1","100","212","212001","1.2","nop_idle_joy1","60","1","0","1","101831"
"0","101","212","212002","1.2","nop_idle_joy_normal","-60","1","0","1","101611"
"0","102","212","212003","1.2","nop_idle_joy_normal","-130","1","-5","1","105011"
"1","100","213","213001","1.2","nop_idle_normal_joy","60","1","0","1","105331"
"0","101","213","213002","1.2","nop_13_kuka_idle_memory2","-60","1","0","1","104511"
"0","102","213","213003","1.2","nop_idle_joy1","-130","1","-5","1","103031"
"0","103","213","213004","1.2","nop_idle_thinking","-200","1","-20","1","100811"
"1","104","213","213005","1.2","nop_idle_sad","130","1","-20","1","105511"
"1","100","214","214001","1.2","nop_idle_normal","60","1","0","1","106831"
"0","101","214","214002","1.2","nop_idle_normal","-60","1","0","1","101131"
"0","103","214","214003","1.2","nop_idle_normal","-130","1","-5","1","104931"
"1","100","215","215001","1.2","nop_idle_joy1","60","1","0","1","102931"
"0","101","215","215002","1.2","nop_idle_wish","-60","1","0","1","104211"
"0","102","215","215003","1.2","nop_idle_normal","-130","1","-5","1","105411"
"1","100","216","216001","1.2","nop_idle_normal","60","1","0","1","106731"
"0","101","216","216002","1.2","nop_idle_joy1","-60","1","0","1","106631"
"0","103","216","216003","1.2","nop_16_kaya_idle_normal2","-130","1","-5","1","106531"
"1","101","216","216004","1.2","nop_rago_idle","140","5","0","1","2"
"1","100","217","217001","1.2","nop_idle_normal","60","1","0","1","111031"
"0","101","217","217002","1.2","nop_idle_joy2","-60","1","0","1","110931"
"0","103","217","217003","1.2","nop_17_chloe_idle_normal2","-130","1","-5","1","110831"
"0","102","217","217004","1.2","NoItem_idle","-60","5","0","1","1"
"1","100","218","218001","1.2","nop_18_muimi_idle_joy_normal","-40","1","0","1","114711"
"0","101","218","218002","1.2","nop_18_karin_idle_normal","40","1","0","1","118511"
"0","102","218","218003","1.2","nop_idle_normal","-130","1","-5","1","115031"
"1","103","218","218004","1.2","nop_idle_joy1","130","1","-5","1","118031"
"","1","301","301001","0.2","","","3","","111831","nop_talk_joy1"
"0","8","301","301002","0","0.5","0","11","0","111831","次は何を食べましょうか。\nキャルちゃんは何がいいです？"
"","","301","301003","","","","91","","301002",""
"","1","301","301004","0.2","","","3","","111831","nop_idle_joy_normal"
"0.3","0","301","301005","0.2","","nop_idle_doya","3","1","112031","nop_18_neneka_humu"
"0","8","301","301006","0","0.5","0","11","0","112031","そうねー\n普段は食べられない珍しい物とかどう？"
"","","301","301007","","","","91","","301006",""
"0","0","301","301008","0.2","","nop_talk_arm_crossed_loop","3","1","120831","nop_talk_arm_crossed"
"0","8","301","301009","0","0.5","0","11","0","120831","ならこいつはどうだい？\nトーゴクでも\n滅多にお目にかかれない逸品だよ。"
"","","301","301010","","","","91","","301009",""
"","1","301","301011","0.2","","","3","","120831","nop_idle_arm_crossed"
"0","0","301","301012","0.2","","nop_11_anna_huhuStand_loop","3","1","120931","nop_11_anna_huhuStand_in"
"0","8","301","301013","0","0.5","0","11","0","120931","ふふふ、力が満ち溢れるぞ。\nこれがおせち料理の力か！"
"","","301","301014","","","","93","","1","0"
"0","0","301","301015","0.2","","nop_11_anna_ahahaStand_loop","3","1","120931","nop_11_anna_ahahaStand_in"
"","","301","301016","","","","91","","301013",""
"","1","301","301017","0.2","","","3","1","120931","nop_11_anna_ahahaStand_loop"
"0","0","301","301018","0.2","","nop_01_coccoro_an_loop","3","1","111931","nop_01_coccoro_an_in"
"0","8","301","301019","0","0.5","0","11","0","111931","シェフィさま。こちらをどうぞ。\nはい、あーん。"
"","","301","301020","","","","93","","0.2","0"
"","","301","301021","","","","4","","120731","0"
"","","301","301022","","","","93","","0.8","0"
"0.2","0","301","301023","0.2","","nop_idle_shy","3","1","120731","nop_surprise"
"","","301","301024","","","","91","","301019",""
"","1","301","301025","0.2","","","3","","120731","nop_talk_shy"
"0","8","301","301026","0","0.5","0","11","0","120731","コ、コッコロさん……\n恥ずかしいわ……"
"","","301","301027","","","","91","","301026",""
"","1","301","301028","0.2","","","3","","120731","nop_idle_shy"
"","","301","301029","","","","93","","0.5","0"
"0","0","301","301030","0.2","","nop_idle_normal","3","1","111931","nop_01_coccoro_an_out"
"","","301","301031","","","","93","","1","0"
"","","301","301032","","","","4","","120731","1"
"","1","301","301033","0.2","","","3","","120731","nop_idle_joy1"
"0","8","302","302001","0","0.5","0","11","0","108831","せっかく騎士クンが\n呼んでくれたんだもの。\n楽しまなくっちゃ！"
"","1","302","302002","0.2","","","3","","108831","nop_talk_joy3_blink"
"","","302","302003","","","","93","","2.75","1"
"","1","302","302004","0.2","","","3","","108831","nop_talk_joy1_normal"
"","","302","302005","","","","91","","302001",""
"","1","302","302006","0.2","","","3","1","108831","nop_idle_joy_normal"
"0","8","302","302007","0","0.5","0","11","0","108931","今年もいい年にしないとね。"
"","1","302","302008","0.2","","","3","","108931","nop_talk_joy1_normal"
"","","302","302009","","","","91","","302007",""
"","1","302","302010","0.2","","","3","","108931","nop_idle_normal"
"0","8","302","302011","0","0.5","0","11","0","108731","みんながいればきっと大丈夫だよ！"
"","1","302","302012","0.2","","","3","","108731","nop_talk_joy2"
"","","302","302013","","","","91","","302011",""
"","1","302","302014","0.2","","","3","1","108731","nop_idle_joy1"
"","","302","302015","","","","91","","0",""
"0","8","303","303001","0","0.5","0","11","0","102011","わあ！　おっきい会場だね！\nお料理もたくさん！"
"","1","303","303002","0.2","","","3","","102011","nop_talk_joy2"
"","","303","303003","","","","91","","303001",""
"","1","303","303004","0.2","","","3","1","102011","nop_idle_joy1"
"0","8","303","303005","0","0.5","0","11","0","100411","えっへっへ、これは\nイタズラしがいがあるねー"
"","1","303","303006","0.2","","","3","","100411","nop_talk_joy2"
"","","303","303007","","","","91","","303005",""
"","1","303","303008","0.2","","","3","1","100411","nop_idle_normal"
"0","8","303","303009","0","0.5","0","11","0","103631","へんたいふしんしゃさん……\nじゃなくて、あの人はどこかな？"
"","1","303","303010","0.2","","","3","","103631","nop_talk_wish"
"","","303","303011","","","","91","","303009",""
"","1","303","303012","0.2","","","3","","103631","nop_idle_wish"
"0","8","304","304001","0","0.5","0","11","0","101511","立派な新年会ね。\nみんな笑顔で素敵だわ。"
"","1","304","304002","0.2","","","3","","101511","nop_talk_normal"
"","","304","304003","","","","93","","1.5","0"
"","1","304","304004","0.2","","","3","","101511","nop_talk_joy3"
"","","304","304005","","","","91","","304001",""
"","1","304","304006","0.2","","","3","","101511","nop_idle_joy1"
"0","8","304","304007","0","0.5","0","11","0","101231","あのお料理美味しそう！\nシオリンにも教えてあげよっと。"
"","1","304","304008","0.2","","","3","","101231","nop_idle_surprise_kira"
"","","304","304009","","","","93","","1.5","0"
"","1","304","304010","0.2","","","3","","101231","nop_talk_joy2"
"","","304","304011","","","","91","","304007",""
"","1","304","304012","0.2","","","3","","101231","nop_idle_joy_normal"
"0","8","304","304013","0","0.5","0","11","0","104011","はわわ……キラキラした人が\nいっぱいいます～！"
"","1","304","304014","0.2","","","3","","104011","nop_idle_surprise2"
"","","304","304015","","","","91","","304013",""
"","1","304","304016","0.2","","","3","1","104011","nop_idle_normal"
"","1","304","304017","0.2","","","3","","101511","nop_idle_normal"
"","1","304","304018","0.2","","","3","","101231","nop_idle_normal"
"0","8","305","305001","0","0.5","0","11","0","100711","プリンプリン……プリンはどこなの？\nプリンをよこすのー！"
"","1","305","305002","0.2","","","3","","100711","nop_05_miyako_talk_anger"
"","","305","305003","","","","91","","305001",""
"","1","305","305004","0.2","","","3","1","100711","nop_05_miyako_idle_anger"
"0","8","305","305005","0","0.5","0","11","0","103111","お父さん。きれいな女性が多いからって\n他の人に迷惑かけないでね。"
"","1","305","305006","0.2","","","3","","103111","nop_talk_worry"
"","","305","305007","","","","91","","305005",""
"","1","305","305008","0.2","","","3","1","103111","nop_idle_worry"
"0","8","305","305009","0","0.5","0","11","0","100611","わあ、すごい量のおせち料理♪\nアカリ、お腹いっぱいになっちゃう～"
"","1","305","305010","0.2","","","3","","100611","nop_talk_surprise_kira"
"","","305","305011","","","","93","","2","0"
"","1","305","305012","0.2","","","3","","100611","nop_talk_memory"
"","","305","305013","","","","91","","305009",""
"","1","305","305014","0.2","","","3","","100611","nop_idle_memory2"
"0","8","305","305015","0","0.5","0","11","0","102211","アイツの作った料理って、どれだろ……\nべ、別に食べたいから探してるって\nわけじゃないからね？"
"","1","305","305016","0.2","","","3","","102211","nop_talk_sad"
"","","305","305017","","","","93","","2.8","0"
"","1","305","305018","0.2","","","3","","102211","nop_talk_anger2"
"","","305","305019","","","","91","","305015",""
"","1","305","305020","0.2","","","3","1","102211","nop_idle_anger2"
"0","8","306","306001","0","0.5","0","11","0","107131","はーっはっはっは！\nこういう華やかな場所こそ\nクリスティーナさんに相応しいな。"
"0","0","306","306002","0.2","","nop_06_cris_ahaha_loop","3","1","107131","nop_06_cris_ahaha_in"
"","","306","306003","","","","93","","1.5","0"
"0.2","0","306","306004","0.2","","nop_talk_arm_crossed_loop","3","1","107131","nop_talk_arm_crossed"
"","","306","306005","","","","91","","306001",""
"","1","306","306006","0.2","","","3","1","107131","nop_idle_arm_crossed"
"0","8","306","306007","0","0.5","0","11","0","100511","美味しそうな料理がいっぱいッス！\nトモねーちゃん、\n次はあれを食べるッスよ！"
"","1","306","306008","0.2","","","3","","100511","nop_talk_surprise_kira"
"","","306","306009","","","","93","","4.5","0"
"","1","306","306010","0.2","","","3","","100511","nop_talk_joy2"
"","","306","306011","","","","91","","306007",""
"","1","306","306012","0.2","","","3","","100511","nop_idle_normal"
"0","8","306","306013","0","0.5","0","11","0","103731","マツリちゃん、少し落ち着こう？\n料理は逃げないからね。"
"","1","306","306014","0.2","","","3","","103731","nop_talk_worry"
"","","306","306015","","","","91","","306013",""
"","1","306","306016","0.2","","","3","1","103731","nop_idle_worry"
"0","8","306","306017","0","0.5","0","11","0","104731","みんな楽しんでいるようだね。\nやっぱり平和が何よりだよ。"
"","1","306","306018","0.2","","","3","","104731","nop_talk_arm_crossed_loop"
"","","306","306019","","","","91","","306017",""
"","1","306","306020","0.2","","","3","1","104731","nop_idle_arm_crossed"
"0","8","307","307001","0","0.5","0","11","0","102831","すごい人数ね。\n会場は広いから、みんな\n迷子にならないようにね？"
"","1","307","307002","0.2","","","3","","102831","nop_talk_surprise1"
"","","307","307003","","","","93","","1.2","0"
"","1","307","307004","0.2","","","3","","102831","nop_talk_joy1_normal"
"","","307","307005","","","","91","","307001",""
"","1","307","307006","0.2","","","3","1","102831","nop_idle_normal"
"0","8","307","307007","0","0.5","0","11","0","102111","はーい、ママ・サレン！\nみんないい子にしてるよ。"
"","1","307","307008","0.2","","","3","","102111","nop_talk_joy3_dere"
"","","307","307009","","","","93","","1.7","0"
"","1","307","307010","0.2","","","3","","102111","nop_talk_wish"
"","","307","307011","","","","91","","307007",""
"0","8","307","307012","0","0.5","0","11","0","102511","お嬢様！\nわ、私も一緒ですから\n大丈夫です！"
"0","0","307","307013","0.2","","nop_talk_guts3_loop","3","1","102511","nop_talk_guts3_NoBlink"
"","","307","307014","","","","91","","307012",""
"0","8","307","307015","0","0.5","0","11","0","102311","そう言いながら、\nスズメが一番迷子に\nなりそうなんだけど……"
"","1","307","307016","0.2","","","3","","102311","nop_talk_worry"
"","","307","307017","","","","91","","307015",""
"","1","307","307018","0.2","","","3","","102311","nop_idle_normal"
"","1","307","307019","0.2","","","3","1","102111","nop_idle_normal"
"","1","307","307020","0.2","","","3","1","102511","nop_idle_normal"
"0","8","308","308001","0","0.5","0","11","0","101011","立派な新年会ですなあ。\n美味しそうなお料理ばかりで\n目移りしそうやわ～"
"","1","308","308002","0.2","","","3","","101011","nop_talk_joy3_blink2"
"","1","308","308003","","","","93","","1.5","1"
"","1","308","308004","0.2","","","3","","101011","nop_talk_joy1"
"","","308","308005","","","","91","","308001",""
"","1","308","308006","0.2","","","3","1","101011","nop_idle_joy_normal"
"0","8","308","308007","0","0.5","0","11","0","104331","お、あの料理、\nうちの店でも出せないかな？\nもうちょっと食べてみるか……"
"0.2","0","308","308008","0.2","","nop_talk_arm_crossed_loop2","3","1","104331","nop_talk_arm_crossed2"
"","1","308","308009","","","","93","","3","1"
"","1","308","308010","0.2","","","3","","104331","nop_talk_thinking"
"","","308","308011","","","","91","","308007",""
"","1","308","308012","0.2","","","3","1","104331","nop_idle_thinking"
"0","8","308","308013","0","0.5","0","11","0","101711","賑やかで楽しい雰囲気の新年会だね～\nなんだか踊りたくなってきたさ～"
"","1","308","308014","0.2","","","3","","101711","nop_talk_joy1_wink"
"","1","308","308015","","","","93","","2.5","1"
"","1","308","308016","0.2","","","3","","101711","nop_talk_joy2"
"","","308","308017","","","","91","","308013",""
"","1","308","308018","0.2","","","3","1","101711","nop_idle_joy1"
"0","8","308","308019","0","0.5","0","11","0","101431","事件の匂い……はしないようだね。\nふうむ、少しだけ残念だよ。"
"","1","308","308020","0.2","","","3","","101431","nop_talk_joy3_blink2"
"","1","308","308021","","","","93","","3","1"
"0.2","0","308","308022","0.2","","nop_talk_arm_crossed_loop","3","1","101431","nop_talk_arm_crossed"
"","","308","308023","","","","91","","308019",""
"","1","308","308024","0.2","","","3","","101431","nop_idle_arm_crossed"
"","1","308","308025","","","","91","","0",""
"0","8","309","309001","0","0.5","0","11","0","103311","新春初笑いのネタをつくってきたべ！\n誰か聞いていかねえか？"
"0.2","0","309","309002","0.2","","nop_talk_guts2_loop","3","1","103311","nop_talk_guts2"
"","","309","309003","","","","93","","2.5","1"
"","1","309","309004","0.2","","","3","","103311","nop_talk_joy2"
"","","309","309005","","","","91","","309001",""
"","1","309","309006","0.2","","","3","1","103311","nop_idle_joy1"
"0","8","309","309007","0","0.5","0","11","0","105211","舞踏会が開けそうな会場ね。\n素敵だわ。"
"","1","309","309008","0.2","","","3","","105211","nop_talk_joy1_normal"
"","","309","309009","","","","93","","2","1"
"","1","309","309010","0.2","","","3","","105211","nop_talk_memory"
"","","309","309011","","","","91","","309007",""
"","1","309","309012","0.2","","","3","1","105211","nop_idle_memory"
"0","8","309","309013","0","0.5","0","11","0","102611","人が多くて疲れたよ～\nリマ～、おんぶしてよ～"
"","1","309","309014","0.2","","","3","","102611","nop_talk_sad2"
"","","309","309015","","","","93","","1.5","1"
"","1","309","309016","0.2","","","3","","102611","nop_talk_worry"
"","","309","309017","","","","91","","309013",""
"","1","309","309018","0.2","","","3","1","102611","nop_idle_worry"
"0","8","309","309019","0","0.5","0","11","0","103811","あのお料理美味しそう……\nお姉ちゃんにも教えてあげなくちゃ。"
"","1","309","309020","0.2","","","3","","103811","nop_talk_joy3_blink"
"","","309","309021","","","","91","","309019",""
"","1","309","309022","0.2","","","3","","103811","nop_idle_normal_joy"
"","","309","309023","","","","91","","0",""
"0","8","310","310001","0","0.5","0","11","0","103231","こうして大勢のみなさまと過ごすお正月\n賑やかで最高ですわね！"
"","1","310","310002","0.2","","","3","","103231","nop_talk_joy1"
"","","310","310003","","","","91","","310001",""
"","1","310","310004","0.2","","","3","1","103231","nop_idle_joy1"
"0","8","310","310005","0","0.5","0","11","0","104611","珍しいおせち料理がいっぱいにゃ。\nたいやきの新メニューのヒントに\nなるかにゃ？"
"","1","310","310006","0.2","","","3","","104611","nop_talk_joy2"
"","","310","310007","","","","93","","2.5","1"
"","1","310","310008","0.2","","","3","","104611","nop_talk_thinking"
"","","310","310009","","","","91","","310005",""
"","1","310","310010","0.2","","","3","","104611","nop_idle_thinking"
"0","8","310","310011","0","0.5","0","11","0","103411","みんな～、あけおめ～！\nなんちゃって。ヒック。"
"","1","310","310012","0.2","","","3","","103411","nop_10_yukari_04"
"","1","310","310013","0.2","","","3","","11","nop_10_yukari_04"
"","","310","310014","","","","93","","2.5","1"
"0.5","0","310","310015","0.2","","nop_10_yukari_02","3","1","103411","nop_10_yukari_06"
"0.5","0","310","310016","0.2","","nop_10_yukari_02","3","1","11","nop_10_yukari_06"
"","","310","310017","","","","91","","310011",""
"0","8","310","310018","0","0.5","0","11","0","104811","え？　ユカリさん？\nもう酔っぱらっちゃってる……"
"","1","310","310019","0.2","","","3","","104811","nop_talk_surprise1"
"","","310","310020","","","","4","","104811","0"
"","","310","310021","","","","93","","1","1"
"","1","310","310022","0.2","","","3","","104811","nop_talk_worry"
"","","310","310023","","","","91","","310018",""
"","1","310","310024","0.2","","","3","1","104811","nop_idle_worry"
"","","310","310025","","","","91","","0",""
"","1","311","311001","0.2","","","3","","102711","nop_talk_wish"
"0","8","311","311002","0","0.5","0","11","0","102711","この広い会場のどこかに\nあのおかたの存在を感じますわ……"
"","","311","311003","","","","91","","311002",""
"","1","311","311004","0.2","","","3","","102711","nop_idle_wish"
"0","0","311","311005","0.2","","nop_11_anna_huhuStand_loop","3","1","100911","nop_11_anna_huhuStand_in"
"0","8","311","311006","0","0.5","0","11","0","100911","疼く……疼くぞ！\n我が魔眼が新たなる年を祝えと……！"
"","","311","311007","","","","91","","311006",""
"","1","311","311008","0.2","","","3","","100911","nop_11_anna_huhuStand_loop"
"","1","311","311009","0.2","","","3","","101311","nop_talk_joy2"
