2125a0f6276917740dfbb5d1fb33c8718d247d22923d4bf39e2da01d46cd6039,973f28e6268f0367c973f8f79308989309882bd5d9b680bf350f95ac607fdf33,91fc72fb7516c14fd9164cd15588198214a2a9b0e71f141847bbfa344af815bb,dac44974619a1e31febc2acf8404fe588dd297e3b33bff62a8e7437adc168ade,aa571b6b8e11165f0aaa0dd0b9b9d2a5046aea3962e853f84853caf13e6c9fa6,52b35f0377d8d368e97df2aa38fb13e65ba0bdb39928a5c51bbe35d8f5a0face
"脚を覆う長い靴。特に編み上げの物はおしゃれ度において他の追随を許さない。","2","ブーツ","10017","1","1001704"
"ネコ科の哺乳類。人間と馴染みの深い動物で、そのかわいさの前に人間はただただ無力。","1","ねこ","10018","1","1001800"
"「ねこ」の英語読み。","1","キャット","10018","1","1001801"
"虎のようなしま模様のねこ。タビーとも呼ばれる。","2","とらねこ","10018","1","1001802"
"猫を指す幼児語。意外と大人も言う。","2","にゃんこ","10018","1","1001803"
"猫たちのこと。タマキがご飯を与えているが、出費が馬鹿にならないらしい。","3","タマキのおともだち","10018","1","1001804"
"観賞用の赤く小さな魚類。縁日ですくわずにはいられないニクいやつ。","1","きんぎょ","10019","1","1001900"
"魚類の一般的な呼び方。食べると頭がよくなるという噂。","1","おさかな","10019","1","1001901"
"魚類の一般的な呼び方。年をとると肉より食べたくなるといわれている。","1","さかな","10019","1","1001902"
"金魚の一種。ずんぐりとした体型で顔がこぶ状に隆起しているのが特徴。","2","らんちゅう","10019","1","1001903"
"げっ歯類の一種。","1","ねずみ","10020","1","1002000"
"「ねずみ」の英語読み。かわいくて愛される方は大体マウス。","1","マウス","10020","1","1002001"
"ねずみの鳴き声、あるいは愛称。","2","ちゅーちゅー","10020","1","1002002"
"「ねずみ」の英語読み。科学実験に用いられる方は大体ラッ\nト。","2","ラット","10020","1","1002003"
"鳥などの雌が産む殻に包まれた球状の物体。","1","たまご","10021","1","1002100"
"「たまご」の英語読み。","2","エッグ","10021","1","1002101"
"幼い生き物。基本小さくてかわいい。","2","こども","10021","1","1002102"
"鳥のすみかで、ここで産卵を行ったりする。","2","とりのす","10021","1","1002103"
"人や物を載せて水上を進む乗り物。","1","ふね","10022","1","1002200"
"大型の船で航海すること。","2","クルージング","10022","1","1002201"
"帆を張って風力で進む船。","2","はんせん","10022","1","1002202"
"「ふね」の英語読み。","2","シップ","10022","1","1002203"
"牛がだす乳汁。そのまま飲むのはもちろん、チーズやバターなどに加工できる優れもの。","1","ぎゅうにゅう","10023","1","1002300"
"「ぎゅうにゅう」の英語読み。","1","ミルク","10023","1","1002301"
"「ぎゅうにゅう」のまた別の呼び方。口に出すのはちょっと恥ずかしい。","2","おちち","10023","1","1002302"
"エリザベスパークにいる牛の名前にしてマヒルのパートナー。","3","エリザベス","10023","1","1002303"
"カカオを加工したお菓子。２月14日に大量消費される。","1","チョコレート","10024","1","1002400"
"通常の食事以外で食す嗜好品。","1","おかし","10024","1","1002401"
"甘い味のするもの。疲れた時にほしくなる。","2","あまいもの","10024","1","1002402"
"チョコレートの原料。含有量が多いほどビターな味わいにな\nる。","2","カカオ","10024","1","1002403"
"味をしめたらしい。","3","ドラちゃんのこうぶつ","10024","1","1002404"
"硬い木の実。人が食すにはあまり適さないが、子どもの収集欲を刺激する魅惑の木の実。","1","どんぐり","10025","1","1002500"
"木になる実。","1","きのみ","10025","1","1002501"
"硬い殻に包まれた食用の実。お菓子に入れたり酒のつまみにと色々重宝する。","2","ナッツ","10025","1","1002502"
"アンパンほどではないが、好きらしい。バトルのときは敵にぶつけてスタンさせる。","3","リンのおやつ","10025","1","1002503"
"小さく甘酸っぱい果物。種と思われる粒々は実は果実。","1","いちご","10026","1","1002600"
"「いちご」の英語読み。","1","ストロベリー","10026","1","1002601"
"果物を加工した食品。パンやクラッカーに塗ったり、紅茶に入れたりする。","2","ジャム","10026","1","1002602"
"大型のネコ科の猛獣。肉食。酔っぱらいを指す言葉としても使われる。","1","とら","10027","1","1002700"
"「とら」の英語読み。","1","タイガー","10027","1","1002701"
"ネコ科の哺乳類。人間となじみの深い動物で、そのかわいさの前に人間はただただ無力。","2","ねこ","10027","1","1002702"
"全身を毛におおわれ、四足で歩く哺乳類。","2","けもの","10027","1","1002703"
"トラタイガー！","3","マツリのあこがれ","10027","1","1002704"
"マツリが憧れる正義のヒーロー。名前にツッコんではいけな\nい。","3","むてきヒーロートラタイガー","10027","1","1002705"
"布を縫合し綿などを詰めて人や動物を似せて形作ったもの。","1","ぬいぐるみ","10028","1","1002800"
"長い耳と短い尻尾がかわいい哺乳類。ペットとしても人気が高い。","1","うさぎ","10028","1","1002801"
"人や生き物を模ったもの。材質も様々で、玩具や観賞用、祭礼と用途は様々。","1","にんぎょう","10028","1","1002802"
"「うさぎ」の英語読み。","2","ラビット","10028","1","1002803"
"マホのぬいぐるみの一体。名称はアーサー王と円卓の騎士がモチーフ。","3","アーサー","10028","1","1002804"
"爆発による熱と衝撃で対象を破壊、殺傷する兵器。超危ない。","1","ばくだん","10029","1","1002900"
"「ばくだん」の英語読み。","1","ボム","10029","1","1002901"
"生物や環境に危険を及ぼす可能性のある物質。取り扱いには資格が必要になることもある。","2","きけんぶつ","10029","1","1002902"
"遠くから飛ばして攻撃するタイプの武器のこと。反則的な発想やアイデアという意味で使われることもある。","2","とびどうぐ","10029","1","1002903"
"一度ちゃんと怒られた方がいい。","3","ミソギのいたずらグッズ","10029","1","1002904"
"ウリ科の大きな果実。緑のしま模様の皮、赤い果肉と黒い種が印象的。","1","すいか","10030","1","1003000"
"小ぶりのスイカ。小玉といえどまあまあデカい。","2","こだますいか","10030","1","1003001"
"夏の感じを表す物事。スイカの他に海や花火など。","2","なつのふうぶつし","10030","1","1003002"
"ウマ科の大型の哺乳類。力が強く速く走れるため、家畜や競走馬としてなじみ深い。","1","うま","10031","1","1003100"
"ウマ科の哺乳類。馬に比べて小型だが力が強く労働力として重宝される。","1","ろば","10031","1","1003101"
"「うま」の英語読み。","2","ホース","10031","1","1003102"
"馬が歩く時のひづめの音。","2","ぱかぱか","10031","1","1003103"
"馬の種類で競走用に品種改良されたもの。","2","サラブレッド","10031","1","1003104"
"クランバトルに登場する馬型の魔物。","3","ムーバ","10031","1","1003105"
"腰かけるための家具。役職、地位を示す意味もある。","1","いす","10032","1","1003200"
"室内に配置して日常的に使用する道具の総称。","2","かぐ","10032","1","1003201"
"「いす」の英語読み。","2","チェア","10032","1","1003202"
"ギルドハウスに置く家具や装飾品。豪華なデザインからユニークなものまで、そのバリエーションは非常に豊か。","3","ギルドハウスアイテム","10032","1","1003203"
"陸地以外の凹所にひとつづきに水がたたえている場所。","1","うみ","10033","1","1003300"
"陸地が海と接する部分。","1","かいがん","10033","1","1003301"
"海辺。海水浴場として用いられることもある。ここでものを食べるとなんだかとても美味い。","1","ビーチ","10033","1","1003302"
"寄せてくる波が立てる音。貝殻に耳を当ててもそれっぽい音が聞こえる。","2","しおさい","10033","1","1003303"
"砂ばかりの浜辺。城を建てたり埋まってみたりと楽しみ方は無限大。","2","すなはま","10033","1","1003304"
"ランドソルから徒歩で行ける人気のビーチだが、よく魔物が現れるので意外と物騒。","3","マルジェンかいがん","10033","1","1003305"
"貝殻を背負って生活する甲殻類。","1","やどかり","10034","1","1003400"
"貝類の外側を覆う殻。砂浜に落ちているとつい集めたくなる。","2","かいがら","10034","1","1003401"
"硬い外骨格を持つ節足動物。エビ、カニはもちろんミジンコもこれにあたる。","2","こうかくるい","10034","1","1003402"
"ランドソルのいたる所に現れる魔物。鎧のような見た目の通り硬くて厄介な敵。","3","ハーミットナイト","10034","1","1003403"
"一般的に木管楽器を指す言葉。縦笛と横笛に分けられる。","1","ふえ","10035","1","1003500"
"木管楽器の一種。チャンバラごっこに使ってはいけない。","1","リコーダー","10035","1","1003501"
"楽器の分類のうちのひとつ。息を吹き込み管内の空気を振動させ音を出す。","2","かんがっき","10035","1","1003502"
"縦に構えて吹く笛。リコーダーやクラリネットなど。","2","たてぶえ","10035","1","1003503"
"紙の束に文字や図画を印刷し製本したもの。","1","ほん","10036","1","1003600"
"文字や絵を書き記すための文房具。","1","ノート","10036","1","1003601"
"創作の物語。恋愛、歴史、ミステリーなどジャンルは多岐にわたる。","2","しょうせつ","10036","1","1003602"
"「ほん」の英語読み。","2","ブック","10036","1","1003603"
"本なの？　それとも杖なの？","3","キャルのまどうしょ","10036","1","1003604"
"魚類の一般的な呼び方。食べると頭がよくなるという噂。","1","さかな","10037","1","1003700"
"魚類の一般的な呼び方。年をとると肉より食べたくなるといわれている。","1","おさかな","10037","1","1003701"
"魚の一種。刺身が美味い。かつおぶしなどの加工品でもおなじみ。","2","かつお","10037","1","1003702"
"魚の一種。でかくて美味い高級魚。寿司といえばこれ。","2","まぐろ","10037","1","1003703"
"「さかな」の英語読み。","2","フィッシュ","10037","1","1003704"
"「さかな」のまた別の呼び方。","2","うお","10037","1","1003705"
"樹木のこと。","1","ツリー","10038","1","1003800"
"いつから、どうしてなのかは不明だがサンタクロースがプレゼントをくれる日。","1","クリスマス","10038","1","1003801"
"クリスマスツリーに用いられる針葉樹。大きいものは40ｍにもなる。","2","もみのき","10038","1","1003802"
"クリスマスに歌われる祝歌。","2","キャロル","10038","1","1003803"
"チカとサレンディア救護院に起きた、聖なる夜の奇跡の物語。","3","ぼうきゃくのキャロル","10038","1","1003804"
"砂糖などを煮詰め固めた菓子。","1","あめ","10039","1","1003900"
"「あめ」の英語読み。","1","キャンディ","10039","1","1003901"
"棒つきの飴。","2","ロリポップ","10039","1","1003902"
"持ってるだけで絵になる。","3","クロエのおやつ","10039","1","1003903"
"頭が金属でできた鈍器。叩かれるととても痛い。","1","ハンマー","10040","1","1004000"
"頭がやわらかいじゃばらでできたおもちゃ。叩かれるとコミカルな音が鳴る。","1","ピコピコハンマー","10040","1","1004001"
"頭が金属でできた鈍器。叩かれるととても痛い。","2","かなづち","10040","1","1004002"
"小さな槌。振ることによりいろんなものがでてくるとかこないとか。","2","こづち","10040","1","1004003"
"イノリの得物。かわいらしい動作から繰り広げられる攻撃は凶悪。","3","イノリのえもの","10040","1","1004004"
"夜空に光る天体。","1","ほし","10041","1","1004100"
"５つの頂点と辺を持つ多角形。","1","ごかくけい","10041","1","1004101"
"「ほし」の英語読み。","1","スター","10041","1","1004102"
"面や点、線、立体、またはそれらの集まり。","2","ずけい","10041","1","1004103"
"星形の海洋生物。食用には適さない。","2","ひとで","10041","1","1004104"
"光る様子の表現の一つ。","2","きらきら","10041","1","1004105"
"空から見ないと分からない。","3","ランドソルのかたち","10041","1","1004106"
"頭にかぶる装身具。","1","ぼうし","10042","1","1004200"
"「ぼうし」の英語読み。","1","ハット","10042","1","1004201"
"「ぼうし」の種類の一部。","2","やまたかぼう","10042","1","1004202"
"「ぼうし」の種類の一部。","2","シルクハット","10042","1","1004203"
"飲み物などを入れる容器。","1","カップ","10043","1","1004300"
"苦い飲み物。大人の味。","1","コーヒー","10043","1","1004301"
"「コップ」の種類の一部。","2","マグ","10043","1","1004302"
"ワンワン吠える動物。","1","いぬ","10044","1","1004400"
"「いぬ」の英語読み。","1","ドッグ","10044","1","1004401"
"「いぬ」の仲間。野生の力だ。","2","おおかみ","10044","1","1004402"
"「いぬ」の仲間。ワイルドの力だ。","2","ウルフ","10044","1","1004403"
"「いぬ」のまた別の呼び方。","2","わんこ","10044","1","1004404"
"ひらひらした布。","1","はた","10045","1","1004500"
"「はた」の英語読み。","1","フラッグ","10045","1","1004501"
"素敵なおかし。甘くて美味しい。","1","ケーキ","10046","1","1004600"
"素敵な食べ物。","1","おかし","10046","1","1004601"
"贈り物に最適。","2","ぎふと","10046","1","1004602"
"絆の深さは共に過ごす時間だけではない。カロリーもまた絆の証…","3","きずなポイント","10046","1","1004603"
"みんな大好き。何がとは言わないが30Pt加算される。","3","ミックスベリーケーキ","10046","1","1004604"
"音を信号に変換する装置。","1","マイク","10047","1","1004700"
"マイクは歌の必需品！","1","うた","10047","1","1004701"
"ステージでの生演奏。","1","ライブ","10047","1","1004702"
"これがなくちゃはじまらない。","2","アイドルのひっすアイテム","10047","1","1004703"
"「ノゾミ」の専用装備。カルミナマーク入り！","3","ブリリアントマイク","10047","1","1004704"
"口元を引き立たせる化粧品。","1","くちべに","10048","1","1004800"
"「くちべに」の英語読み。","1","リップ","10048","1","1004801"
"「くちべに」のまた別の呼び方。本来は赤の意味。","2","ルージュ","10048","1","1004802"
"穀物を蒸してついた。縁起物でもある。","1","もち","10049","1","1004900"
"「もち」のまた別の呼び方。","1","おもち","10049","1","1004901"
"正月に神仏に供える、大小ふたつ重ねの餅。","2","かがみもち","10049","1","1004902"
"もちの主な栄養素。とりすぎに注意。","2","たんすいかぶつ","10049","1","1004903"
"「もち」の英語読み。","2","ライスケーキ","10049","1","1004904"
"小さくて羽の生えた種族。","1","ようせい","10050","1","1005000"
"「ようせい」の英語読み。","2","フェアリー","10050","1","1005001"
"ギルドハウスに住んでいるいたずら妖精。","3","ネビア","10050","1","1005002"
"雨や日差しを避ける道具。","1","かさ","10051","1","1005100"
"主に雨を避けるためのかさ。","1","アンブレラ","10051","1","1005101"
"主に日差しを避けるためのかさ。","2","パラソル","10051","1","1005102"
"主に日差しを避けるためのかさ。","2","ひがさ","10051","1","1005103"
"真夏のビーチプリンセスの必需品！","3","ペコリーヌサマー","10051","1","1005104"
"乱数を発生させるための道具。","1","さいころ","10052","1","1005200"
"「さいころ」の英語読み。","1","ダイス","10052","1","1005201"
"賭け事。さいころの目で一喜一憂。","2","ギャンブル","10052","1","1005202"
"一般的なさいころの形。","2","りっぽうたい","10052","1","1005203"
"サイコロを使ったボードゲーム。","2","すごろく","10052","1","1005204"
"言葉では伝えられない思いを文字にして。","1","てがみ","10053","1","1005300"
"「てがみ」の英語読み。","2","レター","10053","1","1005301"
"「てがみ」の英語読み。","2","メール","10053","1","1005302"
"「てがみ」のまた別の呼び方。","2","おたより","10053","1","1005303"
"愛を伝えるための手紙。","2","ラブレター","10053","1","1005304"
"房になる。となりのものは酸っぱいらしい。","1","ブドウ","10054","1","1005400"
"「ぶどう」の英語読み。","1","グレープ","10054","1","1005401"
"「ぶどう」の種類の一部。","2","きょほう","10054","1","1005402"
"「ぶどう」の種類の一部。たねがない。","2","デラウェア","10054","1","1005403"
"もこもこの毛の動物。","1","ひつじ","10055","1","1005500"
"「ひつじ」の英語読み。","2","シープ","10055","1","1005501"
"かわいいな～♪","2","メリーさんのひつじ","10055","1","1005502"
"豆からつくられるトーゴク料理。","1","とうふ","10056","1","1005600"
"「とうふ」の種類の一部。ワイルドなくちあたり。","2","もめんどうふ","10056","1","1005601"
"「とうふ」の種類の一部。繊細なくちあたり。","2","きぬごしどうふ","10056","1","1005602"
"代表的なとうふ料理。","2","ひややっこ","10056","1","1005603"
"飛べない鳥。がーがーなく。","1","あひる","10057","1","1005700"
"飛べない鳥。ぐわぐわなく。","1","がちょう","10057","1","1005701"
"「がちょう」の英語読み。","2","グース","10057","1","1005702"
"「あひる」の英語読み。","2","ダック","10057","1","1005703"
"飛べる鳥もいる。飛べない鳥もいる。","2","とり","10057","1","1005704"
"空を飛ぶ昆虫。","1","とんぼ","10058","1","1005800"
"「とんぼ」の種類の一部。","2","やんま","10058","1","1005801"
"「とんぼ」の種類の一部。大きい。","2","オニヤンマ","10058","1","1005802"
"「とんぼ」の英語読み。強そう。","2","ドラゴンフライ","10058","1","1005803"
"葉。","1","はっぱ","10059","1","1005900"
"木のはっぱ。","1","このは","10059","1","1005901"
"「葉っぱ」の英語読み。","2","リーフ","10059","1","1005902"
"樹木にならない植物。雑草。","2","くさ","10059","1","1005903"
"アオイが気兼ねなく話せる数少ないともだち。ともだちです。","3","アオイのともだち","10059","1","1005904"
"指につける装身具。","1","ゆびわ","10060","1","1006000"
"「ゆびわ」の英語読み。輪。","1","リング","10060","1","1006001"
"まーるい輪。","1","わっか","10060","1","1006002"
"麻などで編まれた頑丈なひも。いろいろなものを縛ったりす\nる。","1","なわ","10061","1","1006100"
"「なわ」の英語読み。","1","ロープ","10061","1","1006101"
"細いなわ。","1","ひも","10061","1","1006102"
"「ロープ」のまた別の呼び方。","1","つな","10061","1","1006103"
"ぐふふふふ。","3","クウカのまるひアイテム","10061","1","1006104"
"クウカは、クウカはぁ～！","3","エクスタシー","10061","1","1006105"
"攻撃を防ぐための板状の防具。","1","たて","10062","1","1006200"
"「たて」の英語読み。","1","シールド","10062","1","1006201"
"何かを防ぐものの総称。","2","ガード","10062","1","1006202"
"身を守る装具。","2","ぼうぐ","10062","1","1006203"
"攻撃を受けるのではなく逸らすための盾。","2","バックラー","10062","1","1006204"
"ジュンのユニオンバースト。あらゆる攻撃を受け止める！","3","インフェルノシールド","10062","1","1006205"
"貨幣。食べ物ではない。","1","おかね","10063","1","1006300"
"「おかね」のまた別の呼び方。食べ物ではない。","1","かね","10063","1","1006301"
"「おかね」の英語読み。食べ物ではない。","2","マネー","10063","1","1006302"
"少額の貨幣。食べ物ではない。","2","こぜに","10063","1","1006303"
"金でできた貨幣。食べ物ではない。","2","きんか","10063","1","1006304"
"ランドソルで使われる通貨単位。食べ物ではない。","3","ルピ","10063","1","1006305"
"ルピの主な使い道。食べ物も、ある。","3","ギルドハウスかぐこうにゅう","10063","1","1006306"
"全てのおやつを総べるおやつのなかのおやつなの。","1","プリンアラモード","10064","1","1006400"
"食後に食べるの。プリンが最適なの。","1","デザート","10064","1","1006401"
"甘い物なの。つまりプリンなの。","2","スイーツ","10064","1","1006402"
"全てのプリンはミヤコのものなの。","3","ミヤコのおやつ","10064","1","1006403"
"首元を彩るアクセサリー。","1","ネックレス","10065","1","1006500"
"首から下げるアクセサリー。","1","ペンダント","10065","1","1006501"
"装身具。オシャレするならマストアイテム。","2","アクセサリー","10065","1","1006502"
"「ネックレス」のまた別の呼び方。","2","くびかざり","10065","1","1006503"
"稲の穂。お米がとれる。","1","いなほ","10066","1","1006600"
"稲作用の耕作地。水を張るなど管理が大変。","2","たんぼ","10066","1","1006601"
"稲を精製した穀物。ごはん！","2","こめ","10066","1","1006602"
"「こめ」のまた別の呼び方。","2","おこめ","10066","1","1006603"
"パンのもとになる穀物。","2","むぎ","10066","1","1006604"
"豆からつくるトーゴク独自のソース。","1","しょうゆ","10067","1","1006700"
"「しょうゆ」の英語読み。お豆のソース。","2","ソイソース","10067","1","1006701"
"味付けに使う。","2","ちょうみりょう","10067","1","1006702"
"流れ作業を行うための機械。","1","ベルトコンベア","10068","1","1006800"
"製品の大量生産を行う施設。","2","こうじょう","10068","1","1006801"
"「こうじょう」の英語読み。","2","ファクトリー","10068","1","1006802"
"【メルクリウス財団】の威信をかけた一大事業。あの時爆発さえしなければ…","3","たいやきこうじょう","10068","1","1006803"
"きらびやかで豪華な照明器具。","1","シャンデリア","10069","1","1006900"
"暗闇を照らす光。","2","あかり","10069","1","1006901"
"しょっぱい。","1","しお","10070","1","1007000"
"「しお」の英語読み。","2","ソルト","10070","1","1007001"
"味付けに使う。","2","ちょうみりょう","10070","1","1007002"
"激しく渦を巻く潮の流れ。","1","うずしお","10071","1","1007100"
"目で追うとフラフラしてくる。","2","ぐるぐる","10071","1","1007101"
"魚をとるための道具。うまく扱うにはコツが必要。","1","つりざお","10072","1","1007200"
"「つりざお」の英語読み。","2","ロッド","10072","1","1007201"
"腕前はプロ級らしい。","3","ルカのしゅみごと","10072","1","1007202"
"食べ物などを煮るための調理器具。","1","なべ","10073","1","1007300"
"「なべ」のまた別の呼び方。","1","おなべ","10073","1","1007301"
"「なべ」の一種。大きい。","2","ずんどう","10073","1","1007302"
"みんな大好き。においを嗅いだ瞬間にもう食べたくなるスパイスの魔術。","2","カレー","10073","1","1007303"
"肉や野菜を入れた煮込み料理。これをおかずにご飯が食べられるかで議論が起こる。","2","シチュー","10073","1","1007304"
"両端に乗ってギッタンバッコン。","1","シーソー","10074","1","1007400"
"公園においてある遊び道具。","2","ゆうぐ","10074","1","1007401"
"シーソーの音。","2","ぎったんばっこん","10074","1","1007402"
"公園に集合ね！","2","こうえんあそび","10074","1","1007403"
"絵や字を書くどうぐ。","1","ふで","10075","1","1007500"
"トーゴクの文化デース！","2","しょどう","10075","1","1007501"
"「ふで」のまた別の呼び方。","2","もうひつ","10075","1","1007502"
"習い事の定番。","2","おしゅうじ","10075","1","1007503"
"墨をする道具。","2","すずり","10075","1","1007504"
"ランドソルから遙か東の方にあるという国の文化。ニンジャ、サムライ、フジヤマ、ゲイシャなどがある。ニノンの憧れ。","3","とーごくぶんか","10075","1","1007505"
"主にパワーをアップさせるためのトレーニング。","1","きんトレ","10076","1","1007600"
"トレーニング器具。","1","ダンベル","10076","1","1007601"
"筋肉！","2","マッスル","10076","1","1007602"
"重い物をもちあげるトレーニング。","2","ウェイトトレーニング","10076","1","1007603"
"おばけなの。プリンをよこすの。","1","おばけ","10077","1","1007700"
"ゆうれいなの。プリンをよこすの。","1","ゆうれい","10077","1","1007701"
