b15afe1698d3e06250b884580111fba58fa95fe464d737de924fa4ca3fb25fff,5870c84d66b81dea0a1cb1b74a77dcf3f90abdb3768c08463b7088cfa4caa214,4ab25a31041be63e317f0cbbc4c055cefbee3726365a79527aed8ef10e22d9a1,c30876a7c8920c399f0922e15715fe9e1b9afe7174a1a5b1b51dd69ed2b9d98f,5acb89b743731d7775a9a5cbf47d1c7a17347112f91f1c880975f29d7460b0a0,af1a3f76bbfe87dfc8b6f12541718199d426a0c507b5e2495bdf0ce1b310e6d2,a2daa4e36116c521b579aab870a12aa49085a4b8fcc5c7c581ffc66b08540810,4e40f64b0df66db18c3ee434f3617b7a0a0ef57347d31e5c5219a97c4ef6de3f,a5ec4a4ef5a8e7bd1805d3866584cd1cabe4e6e31231be9f4cb7c026bd20aec5,61f6b010e1b7e32e3212b4b69f6525783f02286bb11dba07c1b195e0e275e5b5,984b5e418026cc328697ff75337b25521f03f07010af50d72eab6eb7ae50cc21,54fb37129210022c58cb66a0ab7717fddb85f85b20fcc044de7280726e9b2ab0,59a54a131dd740ffda85139517e5bfbe4cb78db7dc9c867beb2308e2e6d6151a,6f7bed0296f434c2d9db39677120890b11f4100dcd6970025ded55c0c887c08b,3239cbfe28712f1d29528b76241206a2e2823e805d5af3307da30fff1369730d,59e04f6f1e752ed6de6325f96d68128f5e8311ae5993e7391f71158bb2a10df2,4ee872c2bf81f7bfd2790f6663e6255a48db2fe8cef4af571ca42094ce874657,842cc728b3a759c9632bf41689991ece3d4e9627a3e1db4880ec14da04307ba9,4ea608a4eaffdfa8cc76df9934c8397812f29fbfa02cf076a5bd814caf2d3233,f1e2df450456a476bfcfaab262860aba9ed66d35a64ffac2e9819fab6b4c85df,56f97a276d06fafac34492b1920bf79925d8ad024cc0ef1f3115a343601f4ada
"27","0","0","0","0","0","0","10","0","2","0","0","0","レザーナックル","0","0","0","ナックル","0","0","102101"
"27","0","1","0","0","0","0","0","0","2","0","0","0","クリスタルボウ","0","0","0","弓","0","0","102131"
"12","0","0","1","0","0","0","0","0","2","0","0","0","トライデント","0","0","0","槍","0","0","102162"
"20","0","0","3","0","0","0","0","0","2","0","0","0","フレイムスピア","0","0","0","槍","0","0","102163"
"16","0","0","0","0","0","0","0","0","2","0","0","0","メタルアックス","0","0","0","斧","0","0","102191"
"34","0","0","0","0","0","0","0","0","2","0","0","0","ハイメタルアックス","0","0","0","斧","0","0","102192"
"0","0","0","0","0","0","0","0","16","2","0","0","0","グリーンロッド","0","0","0","攻撃杖","0","0","102221"
"0","0","0","0","0","0","0","0","34","2","0","0","0","リトルドラゴンロッド","0","0","0","攻撃杖","0","0","102222"
"0","0","1","0","0","0","0","0","13","2","0","0","0","医者いらずの杖","0","0","0","回復杖","0","0","102251"
"0","0","1","0","0","0","0","0","27","2","0","0","0","ユニコーンの慈愛","0","0","0","回復杖","0","0","102252"
"5","90","0","0","0","0","0","0","0","2","0","0","0","智慧の衣","0","0","0","軽装鎧","0","0","102281"
"7","150","1","1","0","0","0","0","0","2","0","0","0","ライトプレート","0","0","0","軽装鎧","0","0","102282"
"0","95","0","1","0","0","0","0","0","2","0","0","0","スケイルメイル","0","0","0","重装鎧","0","0","102311"
"0","180","1","2","0","0","0","0","0","2","0","0","0","ハイメタルプレート","0","0","0","重装鎧","0","0","102312"
"6","90","0","0","0","0","0","0","0","2","0","0","0","フォークロアクロース","0","0","0","服","0","0","102341"
"7","120","1","1","110","0","0","0","0","2","0","0","0","忍び装束","0","0","0","服","0","0","102342"
"0","65","1","0","0","0","0","0","4","2","0","0","0","春色ローブ","0","0","0","魔法服","0","0","102371"
"0","120","2","1","0","0","0","0","7","2","0","0","0","ノルディックローブ","0","0","0","魔法服","0","0","102372"
"7","135","0","3","0","0","0","0","0","2","0","0","0","タワーシールド","0","0","0","盾","0","0","102401"
"2","30","0","1","0","0","0","0","0","2","1","0","0","クラウンブーツ","0","0","0","靴","0","0","102431"
"3","60","1","2","0","0","0","0","0","2","2","0","0","ハンティングブーツ","0","0","0","靴","0","0","102432"
"0","30","1","0","0","0","0","0","8","2","0","0","0","ウィッチブーツ","0","0","0","魔法靴","0","0","102461"
"3","90","0","1","0","0","0","0","0","2","0","0","0","かわいいキャスケット","0","0","0","兜","0","0","102491"
"0","90","1","1","0","0","0","0","0","2","0","0","0","レギオンヘルム","0","0","0","兜","0","0","102493"
"0","0","3","1","0","0","0","0","7","2","0","0","0","修道女のフード","10","0","0","魔法帽子","0","0","102521"
"11","0","0","0","30","0","0","5","0","2","0","0","0","勇気の宝珠","0","0","0","攻撃アクセサリ","0","0","102551"
"20","0","0","1","0","0","0","10","0","2","0","0","0","スパイクバングル","5","0","0","攻撃アクセサリ","0","0","102552"
"0","55","1","1","25","0","0","0","0","2","0","0","0","仁愛の宝珠","0","0","0","防御アクセサリ","0","0","102581"
"0","120","2","2","0","0","0","0","0","2","0","0","0","勝利のミサンガ","0","0","0","防御アクセサリ","0","0","102582"
"0","0","1","0","0","0","0","0","11","2","0","0","0","マジックグラス","0","0","0","魔法アクセサリ","0","0","102611"
"0","0","0","0","25","0","0","5","10","2","0","0","0","智慧の宝珠","0","0","0","魔法アクセサリ","0","0","102612"
"0","0","2","0","0","0","0","0","24","2","0","0","0","マジックモノクル","0","0","0","魔法アクセサリ","0","0","102613"
"0","0","1","0","0","0","0","10","20","2","0","0","0","文様の腕輪","0","0","0","魔法アクセサリ","0","0","102614"
"13.4","30","0","0","0","0","0","0","0","3","0","0","0","煌めきの剣","0","0","0","剣","0","0","103011"
"17.7","38.4","0","0","0","0","0","0","0","3","0","0","0","竜紋剣","0","0","0","剣","0","0","103012"
"20.4","45","0","0","0","0","0","0","0","3","0","0","0","フェザーブレード","0","0","0","剣","0","0","103013"
"19.4","21.7","0","0","0","0","0","0","0","3","0","0","0","月光刀","0","0","0","刀","0","0","103041"
"22.7","25","0","0","0","0","0","0","0","3","0","0","0","雷神刀","0","0","0","刀","0","0","103042"
"13.4","0","0","0","0","0","0","5","0","3","0","0","0","プラチナナイフ","0","0","0","短剣","0","0","103071"
"20.4","0","0","0","0","0","0","0","0","3","0","0","0","ヴァンパイアダガー","0","0","1","短剣","0","0","103072"
"17.7","0","0","0","0","0","0","5","0","3","0","0","0","ドラゴンズクロー","0","0","0","ナックル","0","0","103101"
"17.7","0","1","0","0","0","0","0","0","3","0","0","0","キューピッドの弓","0","0","0","弓","0","0","103131"
"20.4","0","1","0","0","0","0","0","0","3","0","0","0","デビルズボウ","0","0","0","弓","0","0","103132"
"11.7","0","0","1","0","0","0","0","0","3","0","0","0","騎士の誇り","0","0","0","槍","0","0","103161"
"15.4","0","0","1.7","0","0","0","0","0","3","0","0","0","アブソリュートスピア","0","0","0","槍","0","0","103162"
"16.7","0","0","0","0","0","0","0","0","3","0","0","0","ブルースフィアアックス","0","0","0","斧","0","0","103191"
"22","0","0","0","0","0","0","0","0","3","0","0","0","麗花の戦斧","0","0","0","斧","0","0","103192"
"25.7","0","0","0","0","0","0","0","0","3","0","0","0","稲妻の斧","0","0","0","斧","0","0","103193"
"0","0","0","0","0","0","0","0","16.7","3","0","0","0","ソーンブラッドロッド","0","0","0","攻撃杖","0","0","103221"
"0","0","0","0","0","0","0","0","25.7","3","0","0","0","デビルズホーン","0","0","0","攻撃杖","0","0","103222"
"0","0","0.7","0","0","0","0","0","13.4","3","0","0","0","天球の見守り","0","0","0","回復杖","0","0","103251"
"0","0","1","0","0","0","0","0","17.7","3","0","0","0","花蕾の杖","0","0","0","回復杖","0","0","103252"
"3.7","81.7","0.4","0.4","0","0","0","0","0","3","0","0","0","ファッションアーマー","0","0","0","軽装鎧","0","0","103281"
"5","108.4","0.7","0.7","0","0","0","0","0","3","0","0","0","バトリングドレス","0","0","0","軽装鎧","0","0","103282"
"5.7","126.7","0.7","0.7","0","0","0","0","0","3","0","0","0","ヘビーメタルアーマー","0","0","0","軽装鎧","0","0","103283"
"0","81.7","0.7","1","0","0","0","0","0","3","0","0","0","ゴージャスアーマー","0","0","0","重装鎧","0","0","103311"
"3.4","60","0.4","0.4","53.4","0","0","0","0","3","0","0","0","ミルフィーユクロース","0","0","0","服","0","0","103341"
"4.4","78.4","0.4","0.7","70","0","0","0","0","3","0","0","0","パレスクロース","0","0","0","服","0","0","103342"
"5","68.4","0.7","0.7","123.4","0","0","0","0","3","0","0","0","コスモスクロース","0","0","0","服","0","0","103343"
"0","78.4","1.4","0.7","0","0","0","0","4.4","3","0","0","0","キューピッドのローブ","0","0","0","魔法服","0","0","103371"
"0","81.7","1.4","0.7","0","0","0","0","4.7","3","0","0","0","哲学者のローブ","1.7","0","0","魔法服","0","0","103372"
"2.7","96.7","0","2","0","0","0","0","0","3","0","0","0","ガーネットシールド","0","0","0","盾","0","0","103401"
"1.7","30","0.4","0.7","0","0","0","0","0","3","1","0","0","忍び足","0","0","0","靴","0","0","103431"
"8.7","38.4","0","0","0","0","0","0","0","3","1.4","0","0","フェンサーブーツ","0","0","0","靴","0","0","103432"
"0","38.4","1.4","1","0","0","0","0","6.7","3","0","0","0","ウィッチパレスブーツ","0","0","0","魔法靴","0","0","103461"
"0","78.4","1.4","1.7","0","0","0","0","0","3","0","0","0","ドラゴンヘッド","0","0","0","兜","0","0","103491"
"0","30","1.4","0","0","0","0","0","6.7","3","0","0","0","ウィッチカチューシャ","0","0","0","魔法帽子","0","0","103521"
"0","38.4","2","0","0","0","0","0","8.7","3","0","0","0","ウィッチハット","0","0","0","魔法帽子","0","0","103522"
"11","0","0","1","30","0","0","0","0","3","0","0","0","オパールイヤリング","0","0","0","攻撃アクセサリ","0","0","103551"
"14.7","0","0","0.7","78.4","0","0","0","0","3","0","0","0","鷲獅子の羽飾り","0","0","0","攻撃アクセサリ","0","0","103552"
"18","23.4","0","1.4","0","0","0","0","0","3","0","0","0","スカーレットダイヤ","0","0","0","攻撃アクセサリ","0","0","103553"
"0","60","1","1","0","0","0","0","0","3","0","0","0","エメラルドイヤリング","0","0","0","防御アクセサリ","0","0","103581"
"8.7","0","1.4","1.7","0","0","0","0","0","3","0","0","0","オクタグラムペンダント","0","0","0","防御アクセサリ","0","0","103582"
"0","90","1.7","1.7","0","0","0","0","0","3","0","0","0","獅子王の守護","0","0","0","防御アクセサリ","0","0","103583"
"0","0","0","0","0","0","0","8.4","10","3","0","0","0","ターコイズイヤリング","0","0","0","魔法アクセサリ","0","0","103611"
"0","0","1.7","0","0","0","0","0","3.4","3","0","0","0","パールイヤリング","5","0","0","魔法アクセサリ","0","0","103612"
"0","0","0","0","0","0","0","11.7","13","3","0","0","0","ソーサラーグラス","0","0","0","魔法アクセサリ","0","0","103613"
"0","0","1","0","0","0","0","0","15.4","3","0","0","0","月桂樹の哀しみ","5","0","0","魔法アクセサリ","0","0","103614"
"14.6","33","0","0","0","0","0","0","0","4","0","0","0","エンジェルブレード","0","0","0","剣","0","0","104011"
"16","14","0","0","0","0","0","3","0","4","0","0","0","太陽剣","0","0","0","剣","0","0","104012"
"19","0","0","0","0","0.8","0","0","0","4","0","2","0","アイスクレイモア","0","0","0","剣","0","0","104013"
"19","28","0","0","0","0","0","0","0","4","0","0","0","カオスブレード","0","0","0.4","剣","0","0","104014"
"14.6","16","0","0","0","0","0","0","0","4","0","0","0","妖蝶の刀","0","0","0.4","刀","0","0","104041"
"20.8","0","0","0","0","1.6","0","0","0","4","0","0","0","光輝の剣","0","0","0","刀","0","0","104042"
"21","0","0","0","0","0","0","0","0","4","0","3","0","鷹神の煌剣","0","0","0","刀","0","0","104043"
"22","0","0","0","20","0","0","0","0","4","0","2","0","鳳凰刀","0","0","0","刀","0","0","104044"
"14.6","0","0","0","0","0","0","5","0","4","0","0","0","プレシャスナイフ","0","0","0","短剣","0","0","104071"
"15","10","0","0","60","0","0","0","0","4","0","0","0","プリンセスの懐剣","0","0","0","短剣","0","0","104072"
"16","0","1","0","30","0","0","0","0","4","0","0","0","ダークマターエッジ","0","0","0","短剣","0","0","104073"
"16.8","20","0","0","30","0","0","0","0","4","0","0","1","ユニコーンナイフ","0","0","0","短剣","0","0","104074"
"14.6","0","0","0","0","0","0","5","0","4","0","0","0","火焔のガントレット","0","0","0","ナックル","0","0","104101"
"22.2","0","0","0","0","1.8","0","0","0","4","0","2","0","獅子王のガントレット","0","0","0","ナックル","0","0","104102"
"18","0","0","0","0","0","0","0","0","4","0","2","0","ブリザードクロー","0","0","0","ナックル","1","0","104103"
"20","0","0.8","0","0","0","0","0","0","4","0","2","0","蒼雷拳","0","0","0","ナックル","0","0","104104"
"14.6","0","0.8","0","0","0","0","0","0","4","0","0","0","雷光弓","0","0","0","弓","0","0","104131"
"15","0","0.8","0","24","0.8","0","0","0","4","0","0","0","エンジェルボウ","0","0","0","弓","0","0","104132"
"15","0","1.2","0","0","0","0","0","0","4","0","3","0","アルテミスボウ","0","0","0","弓","0","0","104133"
"16","0","0.8","0","12","0","0","0","0","4","0","0","1","精霊樹の弓","0","0","0","弓","0","0","104134"
"12.8","0","0","1.2","0","0","0","0","0","4","0","0","0","緋竜槍","0","0","0","槍","0","0","104161"
"13.6","0","0.4","1","0","0","0","0","0","4","0","0","0","クイーンビースピア","0","0","0","槍","0","0","104162"
"17","0","0.4","0.6","0","0","0","0","0","4","0","1","0","ストームブリンガー","0","0","0","槍","0","0","104163"
"16","0","0.4","0.6","0","0.6","0","0","0","4","0","0","0","ガイアバルディッシュ","0","0","0","槍","0","0","104164"
"18.2","0","0","0","0","0","0","0","0","4","0","0","0","紫龍斧","0","0","0","斧","0","0","104191"
"19.4","0","0","0","0","0","0","0","0","4","0","0","0","ヘルファイアアックス","0","0","0","斧","0","0","104192"
"22.8","0","0","0","0","0","0","0","0","4","0","0","0","戦女王の烈斧","0","0","0","斧","0","0","104193"
"24","0","0","0","0","0","0","0","0","4","0","2","0","アクアスラッシャー","0","0","0","斧","0","0","104194"
"0","0","0","0","0","0","0","0","18.2","4","0","0","0","フューリーロッド","0","0","0","攻撃杖","0","0","104221"
"0","0","0","0","0","0","0","0","18.4","4","0","0","0","太陽のロッド","0","0","0.2","攻撃杖","0","0","104222"
"0","0","0","0","0","0","0","0","20.8","4","0","0","0","司法神の錫杖","0","0","0","攻撃杖","0","1","104223"
"0","0","0","0","20","0","0","0","21.6","4","0","0","0","ハイデビルズワンド","0","0","0.2","攻撃杖","0","1","104224"
"0","0","0.8","0","0","0","0","0","14.6","4","0","0","0","月華杖","0","0","0","回復杖","0","0","104251"
"0","0","0.8","0","0","0","0","0","13.4","4","0","0","0","生命のロッド","3","0","0","回復杖","0","0","104252"
"0","0","0.8","0","0","0","0","0","15.4","4","0","0","0","フェニックスロッド","0","0","0","回復杖","1","0","104253"
"0","0","0.8","0","20","0","0","0","17.2","4","0","0","0","ハイエンジェルロッド","1","0","0","回復杖","0","0","104254"
"4","90","0.4","0.4","0","0","0","0","0","4","0","0","0","インビジブルドレス","0","0","0","軽装鎧","0","0","104281"
"5","50","0.4","0.6","0","0","0","5","0","4","0","0","0","ミスリルプレート","0","0","0","軽装鎧","0","0","104282"
"7","30","0.8","1","0","0","0","0","0","4","0","2","0","クルセイダープレート","0","0","0","軽装鎧","0","0","104283"
"8.8","32","0.6","0.8","0","0","0","0","0","4","0","2","0","スカーレットメイル","0","0","0","軽装鎧","0","0","104284"
"0","90","0.8","1","0","0","0","0","0","4","0","0","0","エンジェルアーマー","0","0","0","重装鎧","0","0","104311"
"0","60","0.8","0.8","80","0","0","0","0","4","0","0","0","バーミリオンメイル","0","0","0","重装鎧","0","0","104312"
"0","60","2","0.8","0","0","0","0","0","4","0","0","0","バイオレットアーマー","0","0","0","重装鎧","0","0","104313"
"0","20","2","1.4","0","0","0","0","0","4","0","0","0","ドラゴニックアーマー","0","0","0.2","重装鎧","0","0","104314"
"2","72","0.4","0.4","65","0","0","0","0","4","0","0","0","月下の法衣","0","0","0","服","0","0","104341"
"7","36","0.6","1","0","0","0","0","0","4","0.2","0","0","ハーミットクロース","0","0","0","服","0","0","104342"
"9","40","0.4","0.6","0","0","0","0","0","4","0","2","0","蒼天のローブ","0","0","0","服","0","0","104343"
"6","40","0","1.4","50","0","0","0","0","4","0","0","0","ダークテラードレス","0","0","0","服","0","0","104344"
"0","33","0.8","0.4","0","0.8","0","0","9.4","4","0","0","0","大魔導師のローブ","0","0","0","魔法服","0","0","104371"
"0","48","0.8","0.4","0","0","0","0","7.4","4","0","0","0","聖者のローブ","1","0","0","魔法服","0","0","104372"
"0","40","1.2","0.8","0","0","0","0","5","4","0","0","0","翠緑の霊衣","0.6","0","0","魔法服","0","0","104373"
"3.6","33","0.8","0.8","0","0","0","0","0","4","0","0","0","エンプレスシールド","0","0","0.8","盾","0","0","104401"
"10","0","0.8","0.8","0","0","0","0","0","4","0","0","0","ガーディアンシールド","0","0","0.6","盾","0","0","104402"
"1.8","33","0.4","0.8","0","0","0","0","0","4","1.2","0","0","パラディングリーブ","0","0","0","靴","0","0","104431"
"0","44","0.6","0.6","0","0","0","0","0","4","1","0","0","エンジェルブーツ","3","0","0","靴","0","0","104432"
"7.6","0","0.6","0","0","0","0","0","0","4","1","0","0","フェアリアルブーツ","2","0","0","靴","0","0","104433"
"0","33","1.2","0.8","0","0","0","0","5.4","4","0","0","0","ウィザードブーツ","0","0","0","魔法靴","0","0","104461"
"0","20","2.4","0.2","40","0","0","0","3","4","0","0","0","ネクロマンサーブーツ","0","0","0","魔法靴","0","0","104462"
"0","8","1","0","0","0","0","0","10","4","0","0","0","アクエリアスブーツ","0","0","0","魔法靴","0.4","1.4","104463"
"3.6","98","0","0.8","0","0","0","0","0","4","0","0","0","フェザーワルツ","0","0","0","兜","0","0","104491"
"0","33","1.6","0","0","0","0","0","7.4","4","0","0","0","ウィザードフード","0","0","0","魔法帽子","0","0","104521"
"0","18","0.8","0","0","0","0","4","9","4","0","0","0","法王のフード","0","0","0","魔法帽子","0","1","104522"
"0","20","1","0.6","0","0","0","0","9","4","0","0","0","福音のティアラ","0","0","0","魔法帽子","0","1","104523"
"13.2","0","0","0.4","0","1","0","0","0","4","0","2","0","エレメンタルハート","0","0","0","攻撃アクセサリ","0","0","104551"
"14","0","0.4","0","0","0","0","0","0","4","0","2","0","太陽のアミュレット","2","0","0","攻撃アクセサリ","0","0","104552"
"14.8","40","0","0","0","0","0","0","0","4","0","2.4","0","焔帝の指輪","0","0","0","攻撃アクセサリ","0","0","104553"
"10.8","0","0","0","0","0","0","0","0","4","0.4","1.6","2","猫神のペンダント","0","0","0","命中アクセサリ","0","0","104554"
"0","26","1.2","1","0","1","0","0","2","4","0","0","0","身代わりのバングル","0","0","0","防御アクセサリ","0","0","104581"
"0","60","1","1.8","0","0","0","0","0","4","0","0","0","月のブレスレット","0","0","0","防御アクセサリ","0","0","104582"
"0","40","1.2","1.2","0","0","0","0","0","4","0","0","0","聖信徒のペンダント","2","0","0","防御アクセサリ","0","0","104583"
"0","10","0","0","0","1","0","3","9.2","4","0","0","0","三日月の嘆き","0","0","0","魔法アクセサリ","0","1.2","104611"
"0","24","0","0","24","0","0","0","14","4","0","0","0","竜の涙","0","0","0","魔法アクセサリ","0","1.6","104612"
"0","0","0","0","0","0","0","3.2","16","4","0","0","0","大賢者の宝珠","0","0","0","魔法アクセサリ","0","2","104613"
"21","24","0","0","0","0","0","0","0","5","0","2","0.6","ライトニングブレード","0","0","0","剣","0","0","105011"
"23","24","0","0","0","0","0","0","0","5","0","0","0.6","天開の聖剣","0","0","0","剣","0","0","105012"
"24","28","0","0","0","0","0","1.6","0","5","0","0","0","罪過の大剣","0","0","0","剣","0","0","105013"
"26.4","32","0","0","0","0","0","0","0","5","0","0.8","0","神湊剣アクアルーラー","0","0","0","剣","0","0","105014"
"29","12","0","0","0","0","0","0","0","5","0","2","0","覇王光龍剣","0","0","0","剣","0","0","105015"
"30.6","16","0","0","0","0","0","0","0","5","0","2.8","0","星核剣エルツシュナイド","0","0","0","剣","0","0","105016"
"33.4","12","0","0","0","0","0","0","0","5","0","3.2","0","神兎乃大剣","0","0","0","剣","0","0","105017"
"23.6","0","0","0","0","0","0","0","0","5","0","2.4","0.6","百華白桜刀","0","0","0","刀","0","0","105041"
"24","0","0","0","0","0","0","0","0","5","0","2.4","0","流禍の蒼刃","1.2","0","0","刀","0","0","105042"
"25","0","0","0","0","0","0","0","0","5","0","2.8","0","妖刀血鴉","0","0","0.4","刀","0","0","105043"
"26.8","16","0","0","0","0","0","0","0","5","0","3.2","0","焔神刀イグニース","0","0","0","刀","0","0","105044"
"24","20","0","0.8","0","0","0","0","0","5","0","2","0","翠風神ノ太刀","0","0","0","刀","0","0","105045"
"30","0","0","0","0","0","0","0","0","5","0","5","0.4","神降りの枝刃刀","0","0","0","刀","0","0","105046"
"34.4","0","0","0","0","0","0","0","0","5","0","4","0","旺鯉乃神刀","0","0","0","刀","0","0","105047"
"20","24","0","0","30","0","0","0","0","5","0","4","0","エメラルドダガー","0","0","0","短剣","0","0","105071"
"23","8","0","0","0","0.4","0","0","0","5","0","4","0","ラヴァエッジ","0","0","0","短剣","0","0","105072"
"24","12","0","0","24","0","0","0","0","5","0","3.2","0","ティルナノーグダガー","0","0","0","短剣","0","0","105073"
"24.8","22","0","0","0","0","0","1.2","0","5","0","4","0","天雷の双神剣","0","0","0","短剣","0","0","105074"
"29.2","0","0","0","0","0","0","0","0","5","0","4","0","天黒剣オブシウス","0","0","0","短剣","0","0","105075"
"32.2","0","0","0","0","0","0","0","0","5","0","2.8","0","ゲヘナドラグーン","0","0","0","短剣","0","0","105076"
"30.6","0","0","0","0","0","0","0","0","5","0","6","0.8","冥刃・鴉天狗","0","0","0","短剣","0","0","105077"
"24","0","0","0","0","0","0","0","0","5","0","1.2","0.6","ムーンセスタス","0","0","0","拳","0","0","105101"
"26","0","0","0","0","0","0","0","0","5","0","3.2","0","クリムゾンクロー","0","0","0","拳","0","0","105102"
"24","0","0","0.6","0","0","0","0","0","5","0","2.8","0","コキュートスネイル","0","0","0","拳","0","0","105103"
"24.8","0","0","0.8","0","0","0","0","0","5","0","3.2","0","嵐神テンペストギア","0","0","0","拳","0","0","105104"
"22.2","0","1.2","0","0","0","0","0","0","5","0","6","0","極闇爪ブラッディハウル","0","0","0","拳","0","0","105105"
"30.8","0","0","0","0","0","0","0","0","5","0","6","0","星核拳エルツロア","0","0","0","拳","0","0","105106"
"26.6","0","0.6","0.8","0","0","0","0","0","5","0","5.6","0","通天手甲・犀打ち","0","0","0","拳","0","0","105107"
"20","0","0.8","0","0","0.4","0","0","0","5","0","0.8","0","白銀の大翼弓","0","0","0","弓","0","0","105131"
"22","0","0.6","0","0","0","0","0","0","5","0","1.4","0","アビスボウ","0","0","0.4","弓","0","0","105132"
"25.2","0","0","0","0","0","0","0","0","5","0","3","0.6","紅天弓","0","0","0","弓","0","0","105133"
"26.4","0","0.4","0.4","0","0","0","0","0","5","0","0","0","装號弓デウスフォール","0","0","0","弓","0","0","105134"
"27.4","0","0.2","0.6","0","0","0","0","0","5","0","0","0","氷涙弓フリージングティア","0","0","0","弓","0","0","105135"
"27.8","0","0.4","0.8","0","0","0","0","0","5","0","0","0","星核弓エルツボーゲン","0","0","0","弓","0","0","105136"
"32","0","0.4","0","0","0","0","0","0","5","0","4.4","0","天穿乃隼弓","0","0","0","弓","0","0","105137"
"19.6","0","0.4","0.8","0","0","0","0","0","5","0","2","0","ゼロフロストランス","0","0","0","槍","0","0","105161"
"18.4","0","0.6","0.8","0","0","0","0","0","5","0.4","0","0","ゲイルスティンガー","0","0","0","槍","0","0","105162"
"20.4","0","0.8","0.8","0","0","0","0","0","5","0","0","0","護天の聖槍","0","0","0","槍","0","0","105163"
"22.6","0","0.6","0.6","0","0","0","0","0","5","0","0","0","冥神槍ドゥームペイン","0","0","0.4","槍","0","0","105164"
