1db15ca61a5c2d695767269b2aa3b43ef0600814c4a35b14d9031eda1ddef7b9,43cae53698036ebd1cede847cefc15d0b93ce8ee1b39a936c068aec484b306b8,b37095f5f7817d52f544643edfcb32cd5951c0d430b7d633b43179fd81a000b2,a4eaaf463e165d7a374c307145da9c04a2c3cb8275067c62579b420721db874f,0b7d1c742510d07a5b3abd36e337ab83cae735af749abe29ca1ee13f83a09505,06d072961d28751db5b641710d5f78caa79c97e00ef875157d7d7d50a80d1e05,a06fc9c80865d0e3299688ca06a7affacd78e51cc8e37e52b3ec217e16050556,ea48ffe71d36e4e8ad82e562fb248bc95ff75b2090040f161f20342494e0b504,287e8db3941ad433a20ab8248949b1f3f6e3ad78eca9d3dbde1848439dfe938a,ac5f3e34830bdd4944ea52f1a7ba4308bc23e1d0ae3b003af537454b7465bff1,39febe64dfdd8e6878a2c8d0c50bc42b10d63f8a5658435b08c73ffaf378524a,e7d8988bb0775c0b5dc1fd1df317514660da22d3de7a25005632b7a9448cc9bb
"108101","5","10007","0","2018/09/30 12:00:00","1003","0","0","0","2018/10/18 14:59:59","5007407","39"
"108201","8","10007","0","2018/09/30 12:00:00","1003","0","0","0","2018/10/18 14:59:59","5007408","40"
"108101","12","10007","0","2018/09/30 12:00:00","1003","0","0","0","2018/10/18 14:59:59","5007409","41"
"108201","16","10007","0","2018/09/30 12:00:00","1003","0","0","0","2018/10/18 14:59:59","5007410","42"
"108101","19","10007","0","2018/09/30 12:00:00","1003","0","0","0","2018/10/18 14:59:59","5007411","43"
"105601","1000803","10008","0","2018/10/31 12:00:00","1002","0","1","0","2018/11/14 14:59:59","5008402","44"
"101301","10","10008","0","2018/10/31 12:00:00","1001","0","0","0","2018/11/14 14:59:59","5008403","45"
"100901","20","10008","0","2018/10/31 12:00:00","1001","0","0","0","2018/11/14 14:59:59","5008404","46"
"105601","30","10008","0","2018/10/31 12:00:00","1001","0","0","0","2018/11/14 14:59:59","5008405","47"
"105601","2","10008","0","2018/10/31 12:00:00","1003","0","0","0","2018/11/14 14:59:59","5008406","48"
"100901","4","10008","0","2018/10/31 12:00:00","1003","0","0","0","2018/11/14 14:59:59","5008407","49"
"101301","7","10008","0","2018/10/31 12:00:00","1003","0","0","0","2018/11/14 14:59:59","5008408","50"
"105101","10","10008","0","2018/10/31 12:00:00","1003","0","0","0","2018/11/14 14:59:59","5008409","51"
"102701","13","10008","0","2018/10/31 12:00:00","1003","0","0","0","2018/11/14 14:59:59","5008410","52"
"105601","15","10008","0","2018/10/31 12:00:00","1003","0","0","0","2018/11/14 14:59:59","5008411","53"
"108501","108501","10009","0","2018/11/30 12:00:00","1004","0","0","0","2018/12/14 14:59:59","5009401","54"
"108401","1000903","10009","0","2018/11/30 12:00:00","1002","0","1","0","2018/12/14 14:59:59","5009402","55"
"108601","10","10009","0","2018/11/30 12:00:00","1001","0","0","0","2018/12/14 14:59:59","5009403","56"
"108501","20","10009","0","2018/11/30 12:00:00","1001","0","0","0","2018/12/14 14:59:59","5009404","57"
"108401","30","10009","0","2018/11/30 12:00:00","1001","0","0","0","2018/12/14 14:59:59","5009405","58"
"108601","2","10009","0","2018/11/30 12:00:00","1003","0","0","0","2018/12/14 14:59:59","5009406","59"
"108601","4","10009","0","2018/11/30 12:00:00","1003","0","0","0","2018/12/14 14:59:59","5009407","60"
"108501","7","10009","0","2018/11/30 12:00:00","1003","0","0","0","2018/12/14 14:59:59","5009408","61"
"108501","10","10009","0","2018/11/30 12:00:00","1003","0","0","0","2018/12/14 14:59:59","5009409","62"
"108401","13","10009","0","2018/11/30 12:00:00","1003","0","0","0","2018/12/14 14:59:59","5009410","63"
"108401","15","10009","0","2018/11/30 12:00:00","1003","0","0","0","2018/12/14 14:59:59","5009411","64"
"108901","108901","10010","0","2018/12/31 12:00:00","1004","0","0","0","2019/01/14 14:59:59","5010401","65"
"108801","1001003","10010","0","2018/12/31 12:00:00","1002","0","1","0","2019/01/14 14:59:59","5010402","66"
"108901","10","10010","0","2018/12/31 12:00:00","1001","0","0","0","2019/01/14 14:59:59","5010403","67"
"108701","20","10010","0","2018/12/31 12:00:00","1001","0","0","0","2019/01/14 14:59:59","5010404","68"
"108801","30","10010","0","2018/12/31 12:00:00","1001","0","0","0","2019/01/14 14:59:59","5010405","69"
"108801","2","10010","0","2018/12/31 12:00:00","1003","0","0","0","2019/01/14 14:59:59","5010406","70"
"108901","4","10010","0","2018/12/31 12:00:00","1003","0","0","0","2019/01/14 14:59:59","5010407","71"
"108701","7","10010","0","2018/12/31 12:00:00","1003","0","0","0","2019/01/14 14:59:59","5010408","72"
"108901","10","10010","0","2018/12/31 12:00:00","1003","0","0","0","2019/01/14 14:59:59","5010409","73"
"108801","13","10010","0","2018/12/31 12:00:00","1003","0","0","0","2019/01/14 14:59:59","5010410","74"
"108701","15","10010","0","2018/12/31 12:00:00","1003","0","0","0","2019/01/14 14:59:59","5010411","75"
"109001","109001","10011","0","2019/01/31 12:00:00","1004","0","0","0","2019/02/14 14:59:59","5011401","76"
"101101","1001103","10011","0","2019/01/31 12:00:00","1002","0","1","0","2019/02/14 14:59:59","5011402","77"
"101101","10","10011","0","2019/01/31 12:00:00","1001","0","0","0","2019/02/14 14:59:59","5011403","78"
"109101","20","10011","0","2019/01/31 12:00:00","1001","0","0","0","2019/02/14 14:59:59","5011404","79"
"109001","30","10011","0","2019/01/31 12:00:00","1001","0","0","0","2019/02/14 14:59:59","5011405","80"
"109101","2","10011","0","2019/01/31 12:00:00","1003","0","0","0","2019/02/14 14:59:59","5011406","81"
"109001","4","10011","0","2019/01/31 12:00:00","1003","0","0","0","2019/02/14 14:59:59","5011407","82"
"109101","7","10011","0","2019/01/31 12:00:00","1003","0","0","0","2019/02/14 14:59:59","5011408","83"
"109001","10","10011","0","2019/01/31 12:00:00","1003","0","0","0","2019/02/14 14:59:59","5011409","84"
"101101","13","10011","0","2019/01/31 12:00:00","1003","0","0","0","2019/02/14 14:59:59","5011410","85"
"109101","15","10011","0","2019/01/31 12:00:00","1003","0","0","0","2019/02/14 14:59:59","5011411","86"
"101401","1001203","10012","0","2019/02/28 12:00:00","1002","0","1","0","2019/03/14 14:59:59","5012402","87"
"105501","10","10012","0","2019/02/28 12:00:00","1001","0","0","0","2019/03/14 14:59:59","5012403","88"
"101401","20","10012","0","2019/02/28 12:00:00","1001","0","0","0","2019/03/14 14:59:59","5012404","89"
"101401","30","10012","0","2019/02/28 12:00:00","1001","0","0","0","2019/03/14 14:59:59","5012405","90"
"101401","2","10012","0","2019/02/28 12:00:00","1003","0","0","0","2019/03/14 14:59:59","5012406","91"
"101401","4","10012","0","2019/02/28 12:00:00","1003","0","0","0","2019/03/14 14:59:59","5012407","92"
"101401","7","10012","0","2019/02/28 12:00:00","1003","0","0","0","2019/03/14 14:59:59","5012408","93"
"105501","10","10012","0","2019/02/28 12:00:00","1003","0","0","0","2019/03/14 14:59:59","5012409","94"
"105501","13","10012","0","2019/02/28 12:00:00","1003","0","0","0","2019/03/14 14:59:59","5012410","95"
"101401","15","10012","0","2019/02/28 12:00:00","1003","0","0","0","2019/03/14 14:59:59","5012411","96"
"109301","109301","10013","0","2019/03/31 12:00:00","1004","0","0","0","2019/04/12 20:59:59","5013401","97"
"109201","1001303","10013","0","2019/03/31 12:00:00","1002","0","1","0","2019/04/12 20:59:59","5013402","98"
"109301","10","10013","0","2019/03/31 12:00:00","1001","0","0","0","2019/04/12 20:59:59","5013403","99"
"109401","20","10013","0","2019/03/31 12:00:00","1001","0","0","0","2019/04/12 20:59:59","5013404","100"
"109201","30","10013","0","2019/03/31 12:00:00","1001","0","0","0","2019/04/12 20:59:59","5013405","101"
"109201","2","10013","0","2019/03/31 12:00:00","1003","0","0","0","2019/04/12 20:59:59","5013406","102"
"109401","4","10013","0","2019/03/31 12:00:00","1003","0","0","0","2019/04/12 20:59:59","5013407","103"
"109301","6","10013","0","2019/03/31 12:00:00","1003","0","0","0","2019/04/12 20:59:59","5013408","104"
"109201","8","10013","0","2019/03/31 12:00:00","1003","0","0","0","2019/04/12 20:59:59","5013409","105"
"109401","10","10013","0","2019/03/31 12:00:00","1003","0","0","0","2019/04/12 20:59:59","5013410","106"
"109201","13","10013","0","2019/03/31 12:00:00","1003","0","0","0","2019/04/12 20:59:59","5013411","107"
"105301","1001503","10015","0","2019/04/30 12:00:00","1002","0","1","0","2019/05/12 20:59:59","5015402","108"
"105301","10","10015","0","2019/04/30 12:00:00","1001","0","0","0","2019/05/12 20:59:59","5015403","109"
"109501","20","10015","0","2019/04/30 12:00:00","1001","0","0","0","2019/05/12 20:59:59","5015404","110"
"109601","30","10015","0","2019/04/30 12:00:00","1001","0","0","0","2019/05/12 20:59:59","5015405","111"
"109501","2","10015","0","2019/04/30 12:00:00","1003","0","0","0","2019/05/12 20:59:59","5015406","112"
"109501","4","10015","0","2019/04/30 12:00:00","1003","0","0","0","2019/05/12 20:59:59","5015407","113"
"105301","6","10015","0","2019/04/30 12:00:00","1003","0","0","0","2019/05/12 20:59:59","5015408","114"
"109601","8","10015","0","2019/04/30 12:00:00","1003","0","0","0","2019/05/12 20:59:59","5015409","115"
"109601","10","10015","0","2019/04/30 12:00:00","1003","0","0","0","2019/05/12 20:59:59","5015410","116"
"105301","13","10015","0","2019/04/30 12:00:00","1003","0","0","0","2019/05/12 20:59:59","5015411","117"
"109801","109801","10017","0","2019/05/31 12:00:00","1004","0","0","0","2019/06/14 20:59:59","5017401","118"
"109901","1001703","10017","0","2019/05/31 12:00:00","1002","0","1","0","2019/06/14 20:59:59","5017402","119"
"109801","10","10017","0","2019/05/31 12:00:00","1001","0","0","0","2019/06/14 20:59:59","5017403","120"
"109701","20","10017","0","2019/05/31 12:00:00","1001","0","0","0","2019/06/14 20:59:59","5017404","121"
"109901","30","10017","0","2019/05/31 12:00:00","1001","0","0","0","2019/06/14 20:59:59","5017405","122"
"109701","2","10017","0","2019/05/31 12:00:00","1003","0","0","0","2019/06/14 20:59:59","5017406","123"
"109701","4","10017","0","2019/05/31 12:00:00","1003","0","0","0","2019/06/14 20:59:59","5017407","124"
"109801","7","10017","0","2019/05/31 12:00:00","1003","0","0","0","2019/06/14 20:59:59","5017408","125"
"109901","10","10017","0","2019/05/31 12:00:00","1003","0","0","0","2019/06/14 20:59:59","5017409","126"
"109901","13","10017","0","2019/05/31 12:00:00","1003","0","0","0","2019/06/14 20:59:59","5017410","127"
"109901","15","10017","0","2019/05/31 12:00:00","1003","0","0","0","2019/06/14 20:59:59","5017411","128"
"110101","110101","10019","0","2019/06/30 12:00:00","1004","0","0","0","2019/07/14 20:59:59","5019401","129"
"110201","1001903","10019","0","2019/06/30 12:00:00","1002","0","1","0","2019/07/14 20:59:59","5019402","130"
"110001","10","10019","0","2019/06/30 12:00:00","1001","0","0","0","2019/07/14 20:59:59","5019403","131"
"110201","20","10019","0","2019/06/30 12:00:00","1001","0","0","0","2019/07/14 20:59:59","5019404","132"
"110101","30","10019","0","2019/06/30 12:00:00","1001","0","0","0","2019/07/14 20:59:59","5019405","133"
"110001","2","10019","0","2019/06/30 12:00:00","1003","0","0","0","2019/07/14 20:59:59","5019406","134"
"110001","4","10019","0","2019/06/30 12:00:00","1003","0","0","0","2019/07/14 20:59:59","5019407","135"
"110201","7","10019","0","2019/06/30 12:00:00","1003","0","0","0","2019/07/14 20:59:59","5019408","136"
"110101","10","10019","0","2019/06/30 12:00:00","1003","0","0","0","2019/07/14 20:59:59","5019409","137"
"110101","13","10019","0","2019/06/30 12:00:00","1003","0","0","0","2019/07/14 20:59:59","5019410","138"
"110201","15","10019","0","2019/06/30 12:00:00","1003","0","0","0","2019/07/14 20:59:59","5019411","139"
"107601","107601","10020","0","2019/07/15 12:00:00","1004","0","0","0","2019/07/22 20:59:59","5004401","140"
"107601","1002003","10020","0","2019/07/15 12:00:00","1002","0","1","0","2019/07/22 20:59:59","5004402","141"
"107701","10","10020","0","2019/07/15 12:00:00","1001","0","0","0","2019/07/22 20:59:59","5004403","142"
"107501","20","10020","0","2019/07/15 12:00:00","1001","0","0","0","2019/07/22 20:59:59","5004404","143"
"107601","30","10020","0","2019/07/15 12:00:00","1001","0","0","0","2019/07/22 20:59:59","5004405","144"
"107501","2","10020","0","2019/07/15 12:00:00","1003","0","0","0","2019/07/22 20:59:59","5004406","145"
"107601","3","10020","0","2019/07/15 12:00:00","1003","0","0","0","2019/07/22 20:59:59","5004407","146"
"107801","4","10020","0","2019/07/15 12:00:00","1003","0","0","0","2019/07/22 20:59:59","5004408","147"
"107701","5","10020","0","2019/07/15 12:00:00","1003","0","0","0","2019/07/22 20:59:59","5004409","148"
"107501","6","10020","0","2019/07/15 12:00:00","1003","0","0","0","2019/07/22 20:59:59","5004410","149"
"107601","8","10020","0","2019/07/15 12:00:00","1003","0","0","0","2019/07/22 20:59:59","5004411","150"
"110501","110501","10021","0","2019/07/31 12:00:00","1004","0","0","0","2019/08/14 20:59:59","5021401","151"
"110401","1002103","10021","0","2019/07/31 12:00:00","1002","0","1","0","2019/08/14 20:59:59","5021402","152"
"110501","10","10021","0","2019/07/31 12:00:00","1001","0","0","0","2019/08/14 20:59:59","5021403","153"
"110401","20","10021","0","2019/07/31 12:00:00","1001","0","0","0","2019/08/14 20:59:59","5021404","154"
"110601","30","10021","0","2019/07/31 12:00:00","1001","0","0","0","2019/08/14 20:59:59","5021405","155"
"110601","2","10021","0","2019/07/31 12:00:00","1003","0","0","0","2019/08/13 20:59:59","5021406","156"
"110401","4","10021","0","2019/07/31 12:00:00","1003","0","0","0","2019/08/13 20:59:59","5021407","157"
"110501","6","10021","0","2019/07/31 12:00:00","1003","0","0","0","2019/08/13 20:59:59","5021408","158"
"110401","8","10021","0","2019/07/31 12:00:00","1003","0","0","0","2019/08/13 20:59:59","5021409","159"
"110601","11","10021","0","2019/07/31 12:00:00","1003","0","0","0","2019/08/13 20:59:59","5021410","160"
"110501","14","10021","0","2019/07/31 12:00:00","1003","0","0","0","2019/08/13 20:59:59","5021411","161"
"108001","108001","10022","0","2019/08/15 12:00:00","1004","0","0","0","2019/08/22 20:59:59","5005401","162"
"107901","1002203","10022","0","2019/08/15 12:00:00","1002","0","1","0","2019/08/22 20:59:59","5005402","163"
"108001","10","10022","0","2019/08/15 12:00:00","1001","0","0","0","2019/08/22 20:59:59","5005403","164"
"107901","20","10022","0","2019/08/15 12:00:00","1001","0","0","0","2019/08/22 20:59:59","5005404","165"
"108001","30","10022","0","2019/08/15 12:00:00","1001","0","0","0","2019/08/22 20:59:59","5005405","166"
"107901","2","10022","0","2019/08/15 12:00:00","1003","0","0","0","2019/08/22 20:59:59","5005406","167"
"108001","3","10022","0","2019/08/15 12:00:00","1003","0","0","0","2019/08/22 20:59:59","5005407","168"
"107901","4","10022","0","2019/08/15 12:00:00","1003","0","0","0","2019/08/22 20:59:59","5005408","169"
"108001","5","10022","0","2019/08/15 12:00:00","1003","0","0","0","2019/08/22 20:59:59","5005409","170"
"107901","6","10022","0","2019/08/15 12:00:00","1003","0","0","0","2019/08/22 20:59:59","5005410","171"
"108001","8","10022","0","2019/08/15 12:00:00","1003","0","0","0","2019/08/22 20:59:59","5005411","172"
"110701","1002303","10023","0","2019/08/31 12:00:00","1002","0","1","0","2019/09/14 20:59:59","5023402","173"
"110801","10","10023","0","2019/08/31 12:00:00","1001","0","0","0","2019/09/14 20:59:59","5023403","174"
"110901","20","10023","0","2019/08/31 12:00:00","1001","0","0","0","2019/09/14 20:59:59","5023404","175"
"111001","30","10023","0","2019/08/31 12:00:00","1001","0","0","0","2019/09/14 20:59:59","5023405","176"
"110701","2","10023","0","2019/08/31 12:00:00","1003","0","0","0","2019/09/14 20:59:59","5023406","177"
"110701","4","10023","0","2019/08/31 12:00:00","1003","0","0","0","2019/09/14 20:59:59","5023407","178"
"111001","7","10023","0","2019/08/31 12:00:00","1003","0","0","0","2019/09/14 20:59:59","5023408","179"
"110801","10","10023","0","2019/08/31 12:00:00","1003","0","0","0","2019/09/14 20:59:59","5023409","180"
"110901","13","10023","0","2019/08/31 12:00:00","1003","0","0","0","2019/09/14 20:59:59","5023410","181"
"110701","15","10023","0","2019/08/31 12:00:00","1003","0","0","0","2019/09/14 20:59:59","5023411","182"
"111201","111201","10025","0","2019/09/30 12:00:00","1004","0","0","0","2019/10/18 14:59:59","5025401","183"
"111301","1002503","10025","0","2019/09/30 12:00:00","1002","0","1","0","2019/10/18 14:59:59","5025402","184"
"111201","10","10025","0","2019/09/30 12:00:00","1001","0","0","0","2019/10/18 14:59:59","5025403","185"
"111101","20","10025","0","2019/09/30 12:00:00","1001","0","0","0","2019/10/18 14:59:59","5025404","186"
"111301","30","10025","0","2019/09/30 12:00:00","1001","0","0","0","2019/10/18 14:59:59","5025405","187"
"111101","2","10025","0","2019/09/30 12:00:00","1003","0","0","0","2019/10/18 14:59:59","5025406","188"
"111101","4","10025","0","2019/09/30 12:00:00","1003","0","0","0","2019/10/18 14:59:59","5025407","189"
"111201","7","10025","0","2019/09/30 12:00:00","1003","0","0","0","2019/10/18 14:59:59","5025408","190"
"111301","10","10025","0","2019/09/30 12:00:00","1003","0","0","0","2019/10/18 14:59:59","5025409","191"
"111301","13","10025","0","2019/09/30 12:00:00","1003","0","0","0","2019/10/18 14:59:59","5025410","192"
"111301","15","10025","0","2019/09/30 12:00:00","1003","0","0","0","2019/10/18 14:59:59","5025411","193"
"103701","1002403","10024","0","2019/09/16 12:00:00","1002","0","1","0","2019/09/23 20:59:59","5006402","194"
"100501","10","10024","0","2019/09/16 12:00:00","1001","0","0","0","2019/09/23 20:59:59","5006403","195"
"103701","20","10024","0","2019/09/16 12:00:00","1001","0","0","0","2019/09/23 20:59:59","5006404","196"
"104701","30","10024","0","2019/09/16 12:00:00","1001","0","0","0","2019/09/23 20:59:59","5006405","197"
"100501","2","10024","0","2019/09/16 12:00:00","1003","0","0","0","2019/09/23 20:59:59","5006406","198"
"103701","3","10024","0","2019/09/16 12:00:00","1003","0","0","0","2019/09/23 20:59:59","5006407","199"
"104701","4","10024","0","2019/09/16 12:00:00","1003","0","0","0","2019/09/23 20:59:59","5006408","200"
"107101","5","10024","0","2019/09/16 12:00:00","1003","0","0","0","2019/09/23 20:59:59","5006409","201"
"100501","6","10024","0","2019/09/16 12:00:00","1003","0","0","0","2019/09/23 20:59:59","5006410","202"
"104701","8","10024","0","2019/09/16 12:00:00","1003","0","0","0","2019/09/23 20:59:59","5006411","203"
"108201","108201","10026","0","2019/10/16 12:00:00","1004","0","0","0","2019/10/23 20:59:59","5007401","214"
"108101","1002603","10026","0","2019/10/16 12:00:00","1002","0","1","0","2019/10/23 20:59:59","5007402","215"
"108101","10","10026","0","2019/10/16 12:00:00","1001","0","0","0","2019/10/23 20:59:59","5007403","216"
"108201","20","10026","0","2019/10/16 12:00:00","1001","0","0","0","2019/10/23 20:59:59","5007404","217"
"108101","30","10026","0","2019/10/16 12:00:00","1001","0","0","0","2019/10/23 20:59:59","5007405","218"
"108201","2","10026","0","2019/10/16 12:00:00","1003","0","0","0","2019/10/23 20:59:59","5007406","219"
"108101","3","10026","0","2019/10/16 12:00:00","1003","0","0","0","2019/10/23 20:59:59","5007407","220"
"108201","4","10026","0","2019/10/16 12:00:00","1003","0","0","0","2019/10/23 20:59:59","5007408","221"
"108101","5","10026","0","2019/10/16 12:00:00","1003","0","0","0","2019/10/23 20:59:59","5007409","222"
"108201","6","10026","0","2019/10/16 12:00:00","1003","0","0","0","2019/10/23 20:59:59","5007410","223"
"108101","8","10026","0","2019/10/16 12:00:00","1003","0","0","0","2019/10/23 20:59:59","5007411","224"
"106601","1002703","10027","0","2019/10/31 12:00:00","1002","0","1","0","2019/11/14 20:59:59","5027402","225"
"100501","10","10027","0","2019/10/31 12:00:00","1001","0","0","0","2019/11/14 20:59:59","5027403","226"
"103701","20","10027","0","2019/10/31 12:00:00","1001","0","0","0","2019/11/14 20:59:59","5027404","227"
"106501","30","10027","0","2019/10/31 12:00:00","1001","0","0","0","2019/11/14 20:59:59","5027405","228"
"100501","2","10027","0","2019/10/31 12:00:00","1003","0","0","0","2019/11/14 20:59:59","5027406","229"
"103701","4","10027","0","2019/10/31 12:00:00","1003","0","0","0","2019/11/14 20:59:59","5027407","230"
"106501","7","10027","0","2019/10/31 12:00:00","1003","0","0","0","2019/11/14 20:59:59","5027408","231"
"100501","10","10027","0","2019/10/31 12:00:00","1003","0","0","0","2019/11/14 20:59:59","5027409","232"
"103701","13","10027","0","2019/10/31 12:00:00","1003","0","0","0","2019/11/14 20:59:59","5027410","233"
"100501","15","10027","0","2019/10/31 12:00:00","1003","0","0","0","2019/11/14 20:59:59","5027411","234"
"105601","1002803","10028","0","2019/11/15 12:00:00","1002","0","1","0","2019/11/22 20:59:59","5008402","235"
"101301","10","10028","0","2019/11/15 12:00:00","1001","0","0","0","2019/11/22 20:59:59","5008403","236"
"100901","20","10028","0","2019/11/15 12:00:00","1001","0","0","0","2019/11/22 20:59:59","5008404","237"
"105601","30","10028","0","2019/11/15 12:00:00","1001","0","0","0","2019/11/22 20:59:59","5008405","238"
"105601","2","10028","0","2019/11/15 12:00:00","1003","0","0","0","2019/11/22 20:59:59","5008406","239"
"100901","3","10028","0","2019/11/15 12:00:00","1003","0","0","0","2019/11/22 20:59:59","5008407","240"
"101301","4","10028","0","2019/11/15 12:00:00","1003","0","0","0","2019/11/22 20:59:59","5008408","241"
"105101","5","10028","0","2019/11/15 12:00:00","1003","0","0","0","2019/11/22 20:59:59","5008409","242"
"102701","6","10028","0","2019/11/15 12:00:00","1003","0","0","0","2019/11/22 20:59:59","5008410","243"
"105601","8","10028","0","2019/11/15 12:00:00","1003","0","0","0","2019/11/22 20:59:59","5008411","244"
"111601","111601","10029","0","2019/11/30 12:00:00","1004","0","0","0","2019/12/14 20:59:59","5029401","245"
"111501","1002903","10029","0","2019/11/30 12:00:00","1002","0","1","0","2019/12/14 20:59:59","5029402","246"
"111601","10","10029","0","2019/11/30 12:00:00","1001","0","0","0","2019/12/14 20:59:59","5029403","247"
"111701","20","10029","0","2019/11/30 12:00:00","1001","0","0","0","2019/12/14 20:59:59","5029404","248"
"111501","30","10029","0","2019/11/30 12:00:00","1001","0","0","0","2019/12/14 20:59:59","5029405","249"
"111501","2","10029","0","2019/11/30 12:00:00","1003","0","0","0","2019/12/14 20:59:59","5029406","250"
"111701","4","10029","0","2019/11/30 12:00:00","1003","0","0","0","2019/12/14 20:59:59","5029407","251"
"111601","7","10029","0","2019/11/30 12:00:00","1003","0","0","0","2019/12/14 20:59:59","5029408","252"
"111701","10","10029","0","2019/11/30 12:00:00","1003","0","0","0","2019/12/14 20:59:59","5029409","253"
