3b246d549b6b79cda78610de48adc94e53acf682d345e5ecc1836e09e779bf4b,89ab2faa38d7fbe83f75e89d638afa3d9ea68ff79fa0d01637961573f3ef0abb,fcee8140a286c6a8d555c6255a5c5fd61f1d9122065965c638c816609b639a0d,73aab1ef192f4a414a9ba35af6c3bc44a43375f3810380cb93613addc490f7e0,aa40c18798a7cfdbbc4604ffebbb00922938a4273c3aa3d01d1075f734edfa4c,db9d7c45f12d138f108f9d87acbf15253526d186ee61344298e64e8ba5090a24,ec18ed5eaf74f2c499f97f3ec074e447512f0e56229b208ae9f2a7898b16c184,880db96eb17d1a570f85d58892d81704d7c8aabec19b3e650c92e9d6d4d463c2,278124e392c8a8faef1ab569492995c1b80263e35e449cdb79d714603443588b,2ec0544711bbc7dc4b4812a015d58231a41dbe8971287d80ab716c2b97cebecf
"6301","0","6311","3","0","25101","0","0","18000000","2"
"6401","0","6411","3","0","25101","0","0","18000000","2"
"6501","0","6511","3","0","25101","0","0","18500000","2"
"6601","0","6611","3","0","25101","0","0","18500000","2"
"6701","0","6711","3","0","25101","0","6712","18500000","2"
"6801","0","6811","3","0","25101","0","0","18500000","2"
"6901","0","6911","3","0","25101","0","0","19000000","2"
"7001","0","7011","3","0","25101","0","0","19000000","2"
"7101","0","7111","3","0","25101","0","0","19000000","2"
"7201","0","7211","3","0","25101","0","0","19000000","2"
"7301","0","7311","3","0","25101","0","0","19500000","2"
"7401","0","7411","3","0","25101","0","0","19500000","2"
"7501","0","7511","3","0","25101","0","0","19500000","2"
"7601","0","7611","3","0","25101","0","7612","19500000","2"
"7701","0","7711","3","0","25101","0","0","20000000","2"
"7801","0","7811","3","0","25101","0","0","20000000","2"
"7901","0","7911","3","0","25101","0","0","20000000","2"
"8001","0","8011","3","0","25101","0","0","20000000","2"
"8101","0","8111","3","0","25101","0","8112","20000000","2"
"8201","0","8211","3","0","25101","0","0","20000000","2"
"8301","0","8311","3","0","25101","0","8312","20000000","2"
"8401","0","8411","3","0","25101","0","0","20000000","2"
"8501","0","8511","3","0","25101","0","0","20000000","2"
"8601","0","8611","3","0","25101","0","0","20000000","2"
"8701","0","8711","3","0","25101","0","0","20000000","2"
"8801","0","8811","3","0","25101","0","0","20000000","2"
"8901","0","8911","3","0","25101","0","0","20000000","2"
"9001","0","9011","3","0","25101","0","0","20000000","2"
"9101","0","9111","3","0","25101","0","0","20000000","2"
"9201","0","9211","3","0","25101","0","9212","20000000","2"
"9301","0","9311","3","0","25101","0","0","20000000","2"
"9401","0","9411","3","0","25101","0","0","20000000","2"
"9501","0","9511","3","0","25101","0","0","20000000","2"
"9601","0","9611","3","0","25101","0","0","20000000","2"
