e1494298595b689bbd50ab9d369ab716979d670011c9472fa0a8d05f84ae65e2,3aed220e0cdc7a921678689dd83dff375ddf2ac853df53e2745fc450c87157e0,64c0bc819d1f96f058bfcf6108a11d1f65ab4866bed0f436e09412cb6e999249,332c68ea46fad739bdbd2232521909c4b09dbfd74c2a7657a095af70c35c1ec5,9d18f9ce004e714613384add6a7e01734b8fea28213a93497d33518525bd79f4,f1ef0c743f68a20a472798a53e962f902c2deba33921c251051d69c58883f58a,9d3b93fb0ed2ccd2ae5317bbbf4c9ec2d1487bb3546df63c59fa02a376bf8c66,a60db99d802abd9e39a1639635b2881036a912f255af8a011c8af5adc2674b5c,6b7e6420175fa4f878ae02d3607056af4f8200d0ad2c19e56f87cc4913032fa8,b954e7cf3a0bcc508366a510095a5cbfe77b94545fc97fbd192b16eeff177582,5cc05482d2fe81c4821e064ff36a9b5c77e79c428935898d6ae456ae9829b2fc
"1","vo_minigame_1008_drama_0103","21","vo_minigame_1008","1036","","","","0","0",""
"1","オマエはミヤコを手伝うの！\nめんどくさいことは全部\nオマエに任せるの！","11","119931","1037","0","0","0","1","6","0.5"
"1","","91","0","1038","","","","","",""
"1","0","22","0","1039","","","","","",""
"1","11","12","1","1040","0","0","0","0","1","0"
"1","psy_item00_talk_guts","3","1","1041","0.2","0.2","1","psy_item00_idle_guts","0",""
"1","","93","2","1042","","","","","",""
"1","psy_miyako_talk_joy2","3","119931","1043","0.2","","","","1",""
"1","vo_minigame_1008_drama_0104","21","vo_minigame_1008","1044","","","","0","0",""
"1","みんなみんな\nおいしいプリンにしてやるの～♪","11","119931","1045","0","0","0","1","5","0.5"
"1","1","93","4","1046","","","","","",""
"1","psy_miyako_fight_in","3","119931","1047","0.2","0.2","1","psy_miyako_fight_loop","0",""
"1","psy_item00_handsup","3","1","1048","0.2","0.2","1","psy_item00_handsup_loop","0",""
"1","","93","1.5","1049","","","","","",""
"1","","91","1045","1050","","","","","",""
"1","0","22","0","1051","","","","","",""
"2","119931","1","1","2001","1.7","0","-200","-300","100","psy_miyako_start"
"2","106011","1","1","2002","1.7","1","-220","300","100","psy_walk"
"2","11","31","1","2003","1","","1","0","0",""
"2","1","5","1","2004","1.7","0","-200","-300","101","psy_smoke_start"
"2","185","2","106011","2005","","","0","2","-220",""
"2","","93","2","2006","","","","","",""
"2","psy_kyaru_talk_arm_crossed","3","106011","2007","0.2","0","1","psy_kyaru_talk_arm_crossed_loop","0",""
"2","vo_minigame_1008_drama_0305","21","vo_minigame_1008","2008","","","","0","0",""
"2","ねぇ、あんた。\nペコリーヌに差し入れるのにちょうど\nいいお菓子を適当に見つくろって……","11","106011","2009","0","0","0","1","8","0.5"
"2","","91","0","2010","","","","","",""
"2","vo_minigame_1008_drama_0306","21","vo_minigame_1008","2011","","","","0","0",""
"2","psy_talk_sad","3","106011","2012","0.2","","","","1",""
"2","って、居ないじゃない。\nあいつが働いてるって聞いたから\n来たのに……というか、誰もいないし。\n不用心な店ね。","11","106011","2013","0","0","0","1","8","0.5"
"2","1","93","4","2014","","","","","",""
"2","psy_talk_sad","3","106011","2015","0.2","","","","1",""
"2","","91","2013","2016","","","","","",""
"2","psy_idle_sad","3","106011","2017","0.2","","","","1",""
"2","psy_miyako_appear","3","119931","2018","0.2","0.2","1","psy_miyako_thinking4","0",""
"2","psy_smoke_appear","3","1","2019","0","0","0","psy_smoke_start","0",""
"2","vo_minigame_1008_drama_0301","21","vo_minigame_1008","2020","","","","0","0",""
"2","プリン……プリン……\n究極のプリン作りは難しいの……\n何かひらめくキッカケが欲しいの……","11","119931","2021","0","0","0","1","4","1"
"2","1","93","1","2022","","","","","",""
"2","psy_surprise","3","106011","2023","0.2","0.2","1","psy_idle_surprise2","0",""
"2","","91","2021","2024","","","","","",""
"2","0","22","0","2025","","","","","",""
"2","psy_miyako_idle_thinking","3","119931","2026","0.2","","","","1",""
"2","psy_talk_surprise2","3","106011","2027","0.2","","","","1",""
"2","vo_minigame_1008_drama_0307","21","vo_minigame_1008","2028","","","","0","0",""
"2","キャッ！？\nいきなり出てきてなんなのよあんた！","11","106011","2029","0","0","0","1","8","0.5"
"2","","91","0","2030","","","","","",""
"2","psy_idle_surprise2","3","106011","2031","0.2","","","","1",""
"2","psy_miyako_anger1","3","119931","2032","0.2","","","","1",""
"2","vo_minigame_1008_drama_0302","21","vo_minigame_1008","2033","","","","0","0",""
"2","オマエが勝手に入ってきたの。\nミヤコは悪くないの。\nミヤコの邪魔をするななの……ん？\nオマエ……","11","119931","2034","0","0","0","1","5","1"
"2","1","93","8","2035","","","","","",""
"2","psy_miyako_thinking2","3","119931","2036","0.2","","","","1",""
"2","","91","2034","2037","","","","","",""
"2","0","22","0","2038","","","","","",""
"2","psy_talk_sad","3","106011","2039","0.2","","","","1",""
"2","vo_minigame_1008_drama_0308","21","vo_minigame_1008","2040","","","","0","0",""
"2","な、何よ……","11","106011","2041","0","0","0","1","8","0.5"
"2","","91","0","2042","","","","","",""
"2","psy_idle_sad","3","106011","2043","0.2","","","","1",""
"2","psy_miyako_run","3","119931","2044","0.2","","","","1",""
"2","0","2","119931","2045","","","0","2","-200",""
"2","","93","2","2046","","","","","",""
"2","psy_miyako_thinking2","3","119931","2047","0.2","","","","1",""
"2","vo_minigame_1008_drama_0303","21","vo_minigame_1008","2048","","","","0","0",""
"2","むむむむむ……\nオマエ、なんかおいしそうなの……","11","119931","2049","0","0","0","1","6","1"
"2","","91","0","2050","","","","","",""
"2","0","22","0","2051","","","","","",""
"2","","93","0.5","2052","","","","","",""
"2","psy_talk_sad","3","106011","2053","0.2","","","","1",""
"2","vo_minigame_1008_drama_0309","21","vo_minigame_1008","2054","","","","0","0",""
"2","はぁ～？","11","106011","2055","0","0","0","1","8","0.5"
"2","","91","0","2056","","","","","",""
"2","psy_idle_sad","3","106011","2057","0.2","","","","1",""
"2","vo_minigame_1008_drama_0304","21","vo_minigame_1008","2058","","","","0","0",""
"2","オマエをプリンにしてやるの～～！！","11","119931","2059","0","0","0","1","6","0.5"
"2","1","93","0.5","2060","","","","","",""
"2","psy_miyako_attack_in","3","119931","2061","0.2","0","1","psy_miyako_attack_loop","0",""
"2","1","93","0.2","2062","","","","","",""
"2","psy_surprise","3","106011","2063","0.2","0.2","1","psy_idle_surprise2","0",""
"2","","91","2059","2064","","","","","",""
"2","0","22","0","2065","","","","","",""
"2","psy_talk_surprise2","3","106011","2066","0.2","","","","1",""
"2","vo_minigame_1008_drama_0310","21","vo_minigame_1008","2067","","","","0","0",""
"2","な、なんなのよこの店～～！！","11","106011","2068","0","0","0","1","8","0.5"
"2","","91","0","2069","","","","","",""
"2","0","4","106011","2070","","","","","",""
"2","psy_run_shy","3","106011","2071","0.2","","","","1",""
"2","psy_miyako_attack_loop_move","3","119931","2072","0.2","","","","1",""
"2","1000","2","106011","2073","","","0","3","-220",""
"2","1000","2","119931","2074","","","0","5","-220",""
"2","","93","3.5","2075","","","","","",""
"2","0","22","0","2076","","","","","",""
"2","","91","0","2077","","","","","",""
"3","119931","1","1","3001","1.65","1","-150","-250","100","psy_miyako_gasagoso_B"
"3","105511","1","1","3002","1.7","1","-180","340","100","psy_walk"
"3","11","31","1","3003","1","","1","0","0",""
"3","1","5","1","3004","1.7","0","-220","-300","101","psy_smoke_start"
"3","225","2","105511","3005","","","0","2","-180",""
"3","","93","2","3006","","","","","",""
"3","psy_talk_wish","3","105511","3007","0.2","","","","1",""
"3","vo_minigame_1008_drama_0203","21","vo_minigame_1008","3008","","","","0","0",""
"3","こ、ここで先輩が働いてるんですよね？","11","105511","3009","0","0","0","1","8","0.5"
"3","","91","0","3010","","","","","",""
"3","psy_ayumi_kyoro_in","3","105511","3011","0.2","0","1","psy_ayumi_kyoro_loop","0",""
"3","","93","1.8","3012","","","","","",""
"3","psy_talk_joy1","3","105511","3013","0.2","","","","1",""
"3","vo_minigame_1008_drama_0204","21","vo_minigame_1008","3014","","","","0","0",""
"3","わぁ、おいしそうなお菓子がたくさん\n並んでますね……先輩が作ったお菓子も\nあったりするのかな？","11","105511","3015","0","0","0","1","8","0.5"
"3","","91","0","3016","","","","","",""
"3","psy_talk_call","3","105511","3017","0.2","","","","1",""
"3","vo_minigame_1008_drama_0205","21","vo_minigame_1008","3018","","","","0","0",""
"3","あの……このお菓子一つください。\nあの～すみませ～ん。\n聞こえてないのかな？","11","105511","3019","0","0","0","1","8","0.5"
"3","1","93","3","3020","","","","","",""
"3","5","12","119931","3021","0","0","0","1","0.8","0"
"3","0","4","119931","3022","","","","","",""
"3","psy_miyako_idle_thinking","3","119931","3023","0","","","","1",""
"3","1","93","1.5","3024","","","","","",""
"3","1","4","119931","3025","","","","","",""
"3","psy_miyako_gasagoso_B","3","119931","3026","0","","","","1",""
"3","1","93","0.5","3027","","","","","",""
"3","psy_talk_sad","3","105511","3028","0.2","","","","1",""
"3","","91","3019","3029","","","","","",""
"3","psy_talk_wish","3","105511","3030","0.2","","","","1",""
"3","vo_minigame_1008_drama_0206","21","vo_minigame_1008","3031","","","","0","0",""
"3","と、とりあえずお金はおいておきますね\n失礼します！","11","105511","3032","0","0","0","1","8","0.5"
"3","1","93","2","3033","","","","","",""
"3","psy_gasagoso_B2","3","105511","3034","0.2","","","","1",""
"3","1","93","1","3035","","","","","",""
"3","psy_pekori","3","105511","3036","0.2","0.2","1","psy_idle_normal","0",""
"3","","91","3032","3037","","","","","",""
"3","0","4","105511","3038","","","","","",""
"3","psy_run","3","105511","3039","0.2","","","","1",""
"3","1000","2","105511","3040","","","0","3","-180",""
"3","","93","3","3041","","","","","",""
"3","","93","0.5","3042","","","","","",""
"3","psy_miyako_idle_thinking","3","119931","3043","0","","","","1",""
"3","","93","2","3044","","","","","",""
"3","0","4","119931","3045","","","","","",""
"3","psy_miyako_run","3","119931","3046","0.2","","","","1",""
"3","0","2","119931","3047","","","0","2","-165",""
"3","","93","2","3048","","","","","",""
"3","psy_miyako_thinking4","3","119931","3049","0.2","","","","1",""
"3","vo_minigame_1008_drama_0201","21","vo_minigame_1008","3050","","","","0","0",""
"3","……？\nいつの間にかお金があるの！\nさっきまでなかったはずなの！\n怖いの！　お化けでも出たの？","11","119931","3051","0","0","0","1","5","0.5"
"3","1","93","4","3052","","","","","",""
"3","psy_miyako_panic1","3","119931","3053","0.2","","","","1",""
"3","","91","3051","3054","","","","","",""
"3","0","22","0","3055","","","","","",""
"3","psy_miyako_surprise2_in","3","119931","3056","0.2","0","1","psy_miyako_surprise2_loop","0",""
"3","vo_minigame_1008_drama_0202","21","vo_minigame_1008","3057","","","","0","0",""
"3","……！\n急にプリンのアイデアが下りて来たの！\nでも、思い浮かんだ顔は記憶にないの。\nコイツは…………誰なの？","11","119931","3058","0","0","0","1","5","1"
"3","1","93","4","3059","","","","","",""
"3","psy_miyako_thinking4","3","119931","3060","0.2","","","","1",""
"3","","91","3058","3061","","","","","",""
"3","0","22","0","3062","","","","","",""
"3","","93","1","3063","","","","","",""
"3","","91","0","3064","","","","","",""
"4","119931","1","1","4001","1.7","0","-200","-300","100","psy_miyako_start"
"4","107131","1","1","4002","1.7","1","-220","300","100","psy_walk"
"4","11","31","1","4003","1","","1","0","0",""
"4","1","5","1","4004","1.7","0","-200","-300","101","psy_smoke_start"
"4","185","2","107131","4005","","","0","2","-220",""
"4","","93","2","4006","","","","","",""
"4","psy_talk_doya","3","107131","4007","0.2","0.2","1","psy_talk_doya_loop","0",""
"4","vo_minigame_1008_drama_0405","21","vo_minigame_1008","4008","","","","0","0",""
"4","この店が話題になっていると聞いて、\nクリスティーナさんが来てやったぞ☆","11","107131","4009","0","0","0","1","8","0.5"
"4","","91","0","4010","","","","","",""
"4","psy_idle_doya","3","107131","4011","0.2","","","","1",""
"4","psy_talk_sad","3","107131","4012","0.2","","","","1",""
"4","vo_minigame_1008_drama_0406","21","vo_minigame_1008","4013","","","","0","0",""
"4","……む？　誰もいないではないか。\nせっかくカルミナへの差し入れを\n買いに来たというのに。\nおい、誰かいないのか。","11","107131","4014","0","0","0","1","8","0.5"
"4","1","93","6","4015","","","","","",""
"4","psy_talk_call","3","107131","4016","0.2","","","","1",""
"4","","91","4014","4017","","","","","",""
"4","psy_idle_arm_crossed","3","107131","4018","0.2","","","","1",""
"4","psy_miyako_appear","3","119931","4019","0","0.2","1","psy_miyako_talk_joy1","0",""
"4","psy_smoke_appear","3","1","4020","0","0","0","psy_smoke_start","0",""
"4","vo_minigame_1008_drama_0401","21","vo_minigame_1008","4021","","","","0","0",""
"4","あ！　オマエ！\n大きいプリンくれたヤツなの！\nまたミヤコにプリンを持ってきたの？","11","119931","4022","0","0","0","1","6","0.5"
"4","","91","0","4023","","","","","",""
"4","0","22","0","4024","","","","","",""
"4","psy_miyako_idle","3","119931","4025","0.2","","","","1",""
"4","psy_talk_normal","3","107131","4026","0.2","","","","1",""
"4","vo_minigame_1008_drama_0407","21","vo_minigame_1008","4027","","","","0","0",""
"4","おまえは……ああ、いつぞやの\nクリスマスで会ったことがあったな。\n今日はサンタとしてではなく\n客として来たのだ。","11","107131","4028","0","0","0","1","8","0.5"
"4","","91","0","4029","","","","","",""
"4","psy_idle_normal","3","107131","4030","0.2","","","","1",""
"4","psy_miyako_sad1","3","119931","4031","0.2","","","","1",""
"4","vo_minigame_1008_drama_0402","21","vo_minigame_1008","4032","","","","0","0",""
"4","プリンをくれないオマエに用はないの。\nおばあちゃんも留守だし、\nおとといきやがれなの。","11","119931","4033","0","0","0","1","6","0.5"
"4","1","93","5","4034","","","","","",""
"4","psy_miyako_talk4","3","119931","4035","0.2","","","","1",""
"4","","91","4033","4036","","","","","",""
"4","0","22","0","4037","","","","","",""
"4","psy_miyako_idle2","3","119931","4038","0.2","","","","1",""
"4","psy_ahaha_in","3","107131","4039","0.2","0.2","1","psy_ahaha_loop","0",""
"4","vo_minigame_1008_drama_0408","21","vo_minigame_1008","4040","","","","0","0",""
"4","はっはっは！\nこのクリスティーナさんに向かって\nずいぶんな物言いだな。おもしろい☆","11","107131","4041","0","0","0","1","8","0.5"
"4","1","93","1.7","4042","","","","","",""
"4","psy_talk_joy1","3","107131","4043","0.2","","","","1",""
"4","","91","4041","4044","","","","","",""
"4","psy_talk_doya","3","107131","4045","0.2","0.2","1","psy_talk_doya_loop","0",""
"4","vo_minigame_1008_drama_0409","21","vo_minigame_1008","4046","","","","0","0",""
"4","なんとしてもおまえからお菓子を\n買わせてもらおう。","11","107131","4047","0","0","0","1","8","0.5"
"4","","91","0","4048","","","","","",""
"4","psy_idle_wish","3","107131","4049","0.2","","","","1",""
"4","psy_miyako_panic1","3","119931","4050","0.2","","","","1",""
"4","vo_minigame_1008_drama_0403","21","vo_minigame_1008","4051","","","","0","0",""
"4","なんでそうなるの！？\nいいから帰れなの！","11","119931","4052","0","0","0","1","6","0.5"
"4","","91","0","4053","","","","","",""
"4","0","22","0","4054","","","","","",""
"4","psy_miyako_idle_panic","3","119931","4055","0.2","","","","1",""
"4","psy_cris_approach_in","3","107131","4056","0.2","0","1","psy_cris_approach_loop","0",""
"4","vo_minigame_1008_drama_0410","21","vo_minigame_1008","4057","","","","0","0",""
"4","ほぅ、作りかけのプリンが\nあるではないか。\nうーむ……手作りの差し入れというのも\n喜ばれそうだな。","11","107131","4058","0","0","0","1","8","0.5"
"4","1","93","4","4059","","","","","",""
"4","psy_talk_arm_crossed","3","107131","4060","0.2","0","1","psy_talk_arm_crossed_loop","0",""
"4","","91","4058","4061","","","","","",""
"4","psy_talk_joy1","3","107131","4062","0.2","","","","1",""
"4","vo_minigame_1008_drama_0411","21","vo_minigame_1008","4063","","","","0","0",""
"4","よし！　ワタシがプリンを作ろう！\nおまえも手伝え。\nクリスマスの貸しを返してもらおう。","11","107131","4064","0","0","0","1","8","0.5"
"4","","91","0","4065","","","","","",""
"4","psy_idle_joy1","3","107131","4066","0.2","","","","1",""
"4","psy_miyako_anger2","3","119931","4067","0.2","","","","1",""
"4","vo_minigame_1008_drama_0404","21","vo_minigame_1008","4068","","","","0","0",""
"4","な、なんでそうなるのーー！？","11","119931","4069","0","0","0","1","6","0.5"
"4","","93","4","4070","","","","","",""
"4","","91","0","4071","","","","","",""
"5","119931","1","1","5001","1.7","0","-200","-300","100","psy_miyako_start"
"5","104931","1","1","5002","1.7","1","-220","300","100","psy_walk"
"5","11","31","1","5003","1","","1","0","0",""
"5","1","5","1","5004","1.7","0","-200","-300","101","psy_smoke_start"
"5","185","2","104931","5005","","","0","2","-220",""
"5","","93","2","5006","","","","","",""
"5","psy_talk_wish","3","104931","5007","0.2","","","","1",""
"5","vo_minigame_1008_drama_0504","21","vo_minigame_1008","5008","","","","0","0",""
"5","ここが弟くんとリノちゃんが\n手伝ってるっていうお菓子屋さんだね！\n弟くん！　お姉ちゃんが来たよ！！","11","104931","5009","0","0","0","1","8","0.5"
"5","1","93","4.3","5010","","","","","",""
"5","psy_talk_joy1","3","104931","5011","0.2","","","","1",""
"5","","91","5009","5012","","","","","",""
"5","psy_idle_joy1","3","104931","5013","0.2","","","","1",""
"5","psy_miyako_appear","3","119931","5014","0","0.2","1","psy_miyako_talk3","0",""
"5","psy_smoke_appear","3","1","5015","0","0","0","psy_smoke_start","0",""
"5","vo_minigame_1008_drama_0501","21","vo_minigame_1008","5016","","","","0","0",""
"5","うるさいの。\nいきなりなんなの？","11","119931","5017","0","0","0","1","6","0.5"
"5","","91","0","5018","","","","","",""
"5","0","22","0","5019","","","","","",""
"5","psy_miyako_idle","3","119931","5020","0.2","","","","1",""
"5","psy_talk_joy1","3","104931","5021","0.2","","","","1",""
"5","vo_minigame_1008_drama_0505","21","vo_minigame_1008","5022","","","","0","0",""
"5","あっ！　ミヤコちゃんだよね？\nリノちゃんから聞いてるよ！\n初めまして弟くんのお姉ちゃんだよ！","11","104931","5023","0","0","0","1","8","0.5"
"5","","93","4","5024","","","","","",""
"5","psy_talk_wish","3","104931","5025","0.2","","","","1",""
"5","","91","5023","5026","","","","","",""
"5","","91","0","5027","","","","","",""
"5","psy_idle_wish","3","104931","5028","0.2","","","","1",""
"5","psy_miyako_anger3","3","119931","5029","0.2","","","","1",""
"5","vo_minigame_1008_drama_0502","21","vo_minigame_1008","5030","","","","0","0",""
"5","オマエがアイツのお姉ちゃんか\nどうかなんてどうでもいいの。\nミヤコはプリン作りに忙しいの。","11","119931","5031","0","0","0","1","6","0.5"
"5","1","93","5","5032","","","","","",""
"5","psy_miyako_arm_crossed_in","3","119931","5033","0.2","0","1]","psy_miyako_arm_crossed_loop","0",""
"5","","91","5031","5034","","","","","",""
"5","0","22","0","5035","","","","","",""
"5","psy_miyako_arm_crossed_idle","3","119931","5036","0.2","","","","1",""
"5","psy_talk_wish","3","104931","5037","0.2","","","","1",""
"5","vo_minigame_1008_drama_0506","21","vo_minigame_1008","5038","","","","0","0",""
"5","どうでもいいって反応は初めてで\nお姉ちゃんそれはそれで\n傷ついちゃうな！\n愛の反対は無関心っていうし！","11","104931","5039","0","0","0","1","8","0.5"
"5","","91","0","5040","","","","","",""
"5","psy_talk_joy2","3","104931","5041","0.2","","","","1",""
"5","vo_minigame_1008_drama_0507","21","vo_minigame_1008","5042","","","","0","0",""
"5","よーし！\n今からミヤコちゃんに\n弟くんとお姉ちゃんの愛と運命の物語を\nお届けしちゃうよ！","11","104931","5043","0","0","0","1","8","0.5"
"5","","91","0","5044","","","","","",""
"5","psy_talk_memory","3","104931","5045","0.2","","","","1",""
"5","vo_minigame_1008_drama_0508","21","vo_minigame_1008","5046","","","","0","0",""
"5","まずはそう、運命の出会いから……","11","104931","5047","0","0","0","1","8","0.5"
"5","","91","0","5048","","","","","",""
"5","psy_idle_memory","3","104931","5049","0.2","","","","1",""
"5","psy_miyako_sad1","3","119931","5050","0.2","","","","1",""
"5","vo_minigame_1008_drama_0503","21","vo_minigame_1008","5051","","","","0","0",""
"5","（なんか始まったの……\nめんどくさいからミヤコは消えるの……）","11","119931","5052","0","0","0","1","6","0.5"
"5","","91","0","5053","","","","","",""
"5","0","22","0","5054","","","","","",""
"5","psy_miyako_hide","3","119931","5055","0.2","","","","0",""
"5","psy_smoke_hide","3","1","5056","0","0","0","psy_smoke_start","0",""
"5","","93","2","5057","","","","","",""
"5","","91","0","5058","","","","","",""
"6","119931","1","1","6001","1.7","1","-200","-300","100","psy_miyako_idle_thinking"
"6","103131","1","1","6002","1.7","1","-220","300","100","psy_walk"
"6","11","31","1","6003","1","","1","0","0",""
"6","17","12","119931","6004","0","0","0","0","2","0"
"6","185","2","103131","6005","","","0","2","-220",""
"6","","93","2","6006","","","","","",""
"6","psy_talk_wish","3","103131","6007","0.2","","","","1",""
"6","vo_minigame_1008_drama_0605","21","vo_minigame_1008","6008","","","","0","0",""
"6","こんにちは。\nミヤコさんがお菓子屋のお手伝いを\nしていると聞いたので、\n様子を見に来ました。","11","103131","6009","0","0","0","1","8","0.5"
"6","","91","0","6010","","","","","",""
"6","psy_idle_wish","3","103131","6011","0.2","","","","1",""
"6","0","4","119931","6012","","","","","",""
"6","psy_miyako_surprise2_in","3","119931","6013","0.2","0.2","1","psy_miyako_talk_joy2","0",""
"6","","93","1","6014","","","","","",""
"6","vo_minigame_1008_drama_0601","21","vo_minigame_1008","6015","","","","0","0",""
"6","シノブ！　いいところに来たの！\nミヤコちょっと困ってるの！","11","119931","6016","0","0","0","1","6","0.5"
"6","1","93","3","6017","","","","","",""
"6","psy_miyako_talk2","3","119931","6018","0.2","","","","1",""
"6","","91","6016","6019","","","","","",""
"6","0","22","0","6020","","","","","",""
"6","psy_miyako_idle_sad","3","119931","6021","0.2","","","","1",""
"6","psy_talk_sad","3","103131","6022","0.2","","","","1",""
"6","vo_minigame_1008_drama_0606","21","vo_minigame_1008","6023","","","","0","0",""
"6","どうしたんですか？\nあ、まさか売り物のプリンを\n食べてしまったんですか？\nそれなら一緒に謝りましょう。","11","103131","6024","0","0","0","1","8","0.5"
"6","","91","0","6025","","","","","",""
"6","psy_idle_sad","3","103131","6026","0.2","","","","1",""
"6","psy_miyako_panic3","3","119931","6027","0.2","","","","1",""
"6","vo_minigame_1008_drama_0602","21","vo_minigame_1008","6028","","","","0","0",""
"6","違うの！　ミヤコは今究極のプリンを\n作ろうとしてるの！\nでも、いいアイデアが\n浮かばなくなっちゃったの……","11","119931","6029","0","0","0","1","5","0.5"
"6","1","93","5.5","6030","","","","","",""
"6","psy_miyako_sad2","3","119931","6031","0.2","","","","1",""
"6","","91","6029","6032","","","","","",""
"6","0","22","0","6033","","","","","",""
"6","psy_miyako_idle_sad","3","119931","6034","0.2","","","","1",""
"6","psy_surprise","3","103131","6035","0.2","0.2","1","psy_talk_surprise1","0",""
"6","vo_minigame_1008_drama_0607","21","vo_minigame_1008","6036","","","","0","0",""
"6","ミヤコさんが……自分で……\nプリンを……","11","103131","6037","0","0","0","1","8","0.5"
"6","","91","0","6038","","","","","",""
"6","psy_idle_surprise1","3","103131","6039","0.2","","","","1",""
"6","psy_miyako_talk2","3","119931","6040","0.2","","","","1",""
"6","vo_minigame_1008_drama_0603","21","vo_minigame_1008","6041","","","","0","0",""
"6","どうしたの？","11","119931","6042","0","0","0","1","6","0.5"
"6","","91","0","6043","","","","","",""
"6","0","22","0","6044","","","","","",""
"6","psy_miyako_idle","3","119931","6045","0.2","","","","1",""
"6","psy_talk_joy1","3","103131","6046","0.2","","","","1",""
"6","vo_minigame_1008_drama_0608","21","vo_minigame_1008","6047","","","","0","0",""
"6","ふふっ、いえ。なんでもありませんよ。\n私で力になれるかはわかりませんが、\n精一杯手伝わせていただきます。","11","103131","6048","0","0","0","1","8","0.5"
"6","1","93","4","6049","","","","","",""
"6","psy_talk_wish","3","103131","6050","0.2","","","","1",""
"6","","91","6048","6051","","","","","",""
"6","psy_idle_wish","3","103131","6052","0.2","","","","1",""
"6","psy_miyako_joy1","3","119931","6053","0.2","","","","1",""
"6","vo_minigame_1008_drama_0604","21","vo_minigame_1008","6054","","","","0","0",""
"6","ありがとうなの！\nシノブとミヤコが揃えば最強なの！\n絶対においしいプリンが\nできるはずなの！","11","119931","6055","0","0","0","1","6","0.5"
"6","1","93","5","6056","","","","","",""
"6","psy_miyako_guts1_in","3","119931","6057","0.2","0","1","psy_miyako_guts1_loop","0",""
"6","","91","6055","6058","","","","","",""
"6","0","22","0","6059","","","","","",""
"6","","93","1.5","6060","","","","","",""
"6","","91","0","6061","","","","","",""
"7","119931","1","1","7001","1.7","0","-200","-200","100","psy_miyako_idle"
"7","1","5","1","7002","1.7","0","-220","125","100","psy_fairy_idle"
"7","11","31","1","7003","1","","1","0","0",""
"7","","93","2","7004","","","","","",""
