75f924f32d4051204962a750706c2fe85847280ed2bea29c13cbea661d4c8922,34bd8ed5fd76a1ee284b74571c1542e3b10bf30a9dea76fa5afd22944eb629c8,f433296bcf78d3696421979ec118aa9d99e8cdae368613b1db81f7734664260a,b04c006648c4de9c78a6fc599f890915882b0ebdcf8627414ef04f4000cc1cc7,89a69060465f81975f421b59f374481980c8e87a4c1b280d744d10f8040d7cce,1e04728ca2cc874c543428d8ab190d415afcca53516202b8577f17202191d155,0ef1c76f7573817159f0143d89e391bf1303a204e82bee7a1a7f2bff293955b5,35f20a15db39a1456c17be4743e2d2881bdec0b23d79438a56345ec1cb9264c7
"100621","13950000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1006","物理防御ダウン90秒","36000","100621"
"100622","12150000000000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","36000","100622"
"100623","10800000000000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","36000","100623"
"100624","9450000000000","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1006","毎秒ＨＰ回復90秒","36000","100624"
"100625","8100000000000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","36000","100625"
"100626","6300000000000","1","バトル開始時、味方のＴＰが150アップ","1006","ＴＰ150アップ","36000","100626"
"100627","4950000000000","1","バトル開始から10秒間、味方が無敵状態になる","1006","無敵10秒","36000","100627"
"100628","3600000000000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","36000","100628"
"100629","1800000000000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","36000","100629"
"100630","450000000000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","36000","100630"
"100701","27160000000000","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","毎秒ＴＰアップ90秒","36000","100701"
"100702","26040000000000","1","バトル開始時、味方のＴＰが50アップ","1007","ＴＰ50アップ","36000","100702"
"100703","25200000000000","1","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","36000","100703"
"100704","24360000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","36000","100704"
"100705","23520000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","36000","100705"
"100706","22400000000000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","物理攻撃アップ90秒","36000","100706"
"100707","21560000000000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1007","魔法攻撃アップ90秒","36000","100707"
"100708","20720000000000","1","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","36000","100708"
"100709","19600000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","36000","100709"
"100710","18760000000000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","物理攻撃アップ90秒","36000","100710"
"100711","17920000000000","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","毎秒ＴＰアップ90秒","36000","100711"
"100712","16800000000000","1","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","36000","100712"
"100713","15960000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","36000","100713"
"100714","15120000000000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1007","魔法防御ダウン90秒","36000","100714"
"100715","14280000000000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1007","魔法攻撃アップ90秒","36000","100715"
"100716","13160000000000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","物理攻撃アップ90秒","36000","100716"
"100717","12320000000000","1","バトル開始時、味方のＴＰが100アップ","1007","ＴＰ100アップ","36000","100717"
"100718","11480000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","36000","100718"
"100719","10360000000000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1007","魔法防御ダウン90秒","36000","100719"
"100720","9520000000000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","物理攻撃アップ90秒","36000","100720"
"100721","8680000000000","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","毎秒ＴＰアップ90秒","36000","100721"
"100722","7560000000000","1","バトル開始時、味方のＴＰが150アップ","1007","ＴＰ150アップ","36000","100722"
"100723","6720000000000","1","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","36000","100723"
"100724","5880000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","36000","100724"
"100725","5040000000000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1007","魔法防御ダウン90秒","36000","100725"
"100726","3920000000000","1","バトル開始時、味方のＴＰが150アップ","1007","ＴＰ150アップ","36000","100726"
"100727","3080000000000","1","バトル開始から10秒間、味方が無敵状態になる","1007","無敵10秒","36000","100727"
"100728","2240000000000","1","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","36000","100728"
"100729","1120000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","36000","100729"
"100730","280000000000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1007","魔法防御ダウン90秒","36000","100730"
"100801","43650000000000","1","バトル開始から10秒間、敵が毒状態になる","1008","毒ダメージ10秒","36000","100801"
"100802","41850000000000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","36000","100802"
"100803","40500000000000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","36000","100803"
"100804","39150000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","36000","100804"
"100805","37800000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","36000","100805"
"100806","36000000000000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","36000","100806"
"100807","34650000000000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","36000","100807"
"100808","33300000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","36000","100808"
"100809","31500000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","36000","100809"
"100810","30150000000000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1008","魔法攻撃ダウン90秒","36000","100810"
"100811","28800000000000","1","バトル開始から10秒間、敵が毒状態になる","1008","毒ダメージ10秒","36000","100811"
"100812","27000000000000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","36000","100812"
"100813","25650000000000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","36000","100813"
"100814","24300000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","36000","100814"
"100815","22950000000000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1008","魔法防御ダウン90秒","36000","100815"
"100816","21150000000000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","36000","100816"
"100817","19800000000000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","36000","100817"
"100818","18450000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","36000","100818"
"100819","16650000000000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1008","魔法防御ダウン90秒","36000","100819"
"100820","15300000000000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","36000","100820"
"100821","13950000000000","1","バトル開始から10秒間、敵が毒状態になる","1008","毒ダメージ10秒","36000","100821"
"100822","12150000000000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","36000","100822"
"100823","10800000000000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","36000","100823"
"100824","9450000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","36000","100824"
"100825","8100000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","36000","100825"
"100826","6300000000000","1","バトル開始時、味方のＴＰが150アップ","1008","ＴＰ150アップ","36000","100826"
"100827","4950000000000","1","バトル開始から10秒間、味方が無敵状態になる","1008","無敵10秒","36000","100827"
"100828","3600000000000","1","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","36000","100828"
"100829","1800000000000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1008","魔法防御ダウン90秒","36000","100829"
"100830","450000000000","1","バトル開始から10秒間、敵が毒状態になる","1008","毒ダメージ10秒","36000","100830"
