15f94b3fd355432e28ed4564f491b539ff05fa3d09e5b4d6a614c6f6bdfcf7d4,20dbd70fe5c25b4160e8c081ebf9397cfd373520a2c79e2cc71c39e0750b9560,2d0a2eb4ebb9430ec7fe51f07c3ad66621d2f3d9e30df302eb032d4d4e539951,38d4a0b3c8d29b8c9c45a0badc39ded752a4c7278cc45bc2c52310898fa9dd78,869f0d1d335e55e425e2a4285b3a80cd8514a0364a9d710c3d6fa6e354ab206c,e12abbf1f578372c64655591e3cb37077924adb2c2e59b77989d753e017947c4,3384f81c9bd5f54ae6b681751346dc7b37b1fce9c11a761904403caef2bc1242,68b6faa8b0899ab537f1937e519f2d65298495dd1a53d549d797f9c666a45c19,6d80e0dddac4541a8c6f3c6ca34434e72ebf6d8671bda8632102f263df9a2cb1,f3d5754b984a6f31e90939ba26702b5152d172a50a270bbe580b7e566b7270c3,2cce5ea68e0279e091bf6fc006fbde786b71be07e26f8b749221b51f3c15b0b0
"1","111004","111","105111","110","nop_idle_normal","1","215","-127","1.5","1"
"1","112001","112","101831","115","nop_idle_joy1","1","100","-143","1.5","1"
"0","112002","112","101611","110","nop_idle_joy_normal","1","-100","-135","1.5","1"
"0","112003","112","105011","114","nop_idle_joy_normal","1","-215","-150","1.5","1"
"1","113001","113","105331","113","nop_idle_normal_joy","1","100","-150","1.5","1"
"0","113002","113","104511","114","nop_13_kuka_idle_memory2","1","-100","-150","1.5","1"
"0","113003","113","103031","110","nop_idle_joy1","1","-215","-127","1.5","1"
"0","113004","113","100811","111","nop_idle_thinking","1","-330","-150","1.5","1"
"1","113005","113","105511","115","nop_idle_sad","1","240","-150","1.5","1"
"1","114001","114","106831","115","nop_idle_normal","1","100","-150","1.5","1"
"0","114002","114","101131","114","nop_idle_normal","1","-100","-150","1.5","1"
"0","114003","114","104931","110","nop_idle_normal","1","-215","-127","1.5","1"
"1","115001","115","102931","115","nop_idle_joy1","1","100","-143","1.5","1"
"0","115002","115","104211","110","nop_idle_wish","1","-100","-135","1.5","1"
"0","115003","115","105411","114","nop_idle_normal","1","-215","-150","1.5","1"
"1","116001","116","106731","115","nop_idle_normal","1","100","-150","1.5","1"
"0","116002","116","106631","114","nop_idle_joy1","1","-100","-150","1.5","1"
"0","116003","116","106531","110","nop_16_kaya_idle_normal2","1","-215","-127","1.5","1"
"1","116004","116","2","116","nop_rago_idle","1","180","-150","1.5","5"
"1","117001","117","111031","115","nop_idle_normal","1","100","-150","1.5","1"
"0","117002","117","110931","114","nop_idle_joy2","1","-100","-150","1.5","1"
"0","117003","117","110831","110","nop_17_chloe_idle_normal2","1","-215","-127","1.5","1"
"0","117004","117","1","115","NoItem_idle","1","-100","-150","1.5","5"
"1","118001","118","114711","115","nop_18_muimi_idle_joy_normal","1","-100","-150","1.5","1"
"0","118002","118","118511","114","nop_18_karin_idle_normal","1","100","-150","1.5","1"
"0","118003","118","115031","111","nop_idle_normal","1","-215","-127","1.5","1"
"1","118004","118","118031","110","nop_idle_joy1","1","215","-127","1.5","1"
"0","201001","201","111831","100","nop_idle_joy1","1","-60","0","1.2","1"
"1","201002","201","120731","101","nop_idle_normal_joy","1","60","0","1.2","1"
"0","201003","201","120831","102","nop_idle_arm_crossed","1","-130","-5","1.2","1"
"1","201004","201","111931","103","nop_idle_normal","1","130","-5","1.2","1"
"0","201005","201","120931","104","nop_idle_thinking","1","-200","-20","1.2","1"
"1","201006","201","112031","105","nop_idle_normal","1","200","-20","1.2","1"
"0","202001","202","108731","100","nop_idle_joy1","1","-60","0","1.2","1"
"1","202002","202","108831","101","nop_idle_joy_normal","1","60","0","1.2","1"
"0","202003","202","108931","102","nop_idle_normal","1","-130","-5","1.2","1"
"0","203001","203","102011","100","nop_idle_joy1","1","-60","0","1.2","1"
"0","203002","203","100411","101","nop_idle_normal","1","-130","-5","1.2","1"
"1","203003","203","103631","102","nop_idle_wish","1","60","-5","1.2","1"
"0","204001","204","101231","100","nop_idle_normal","1","-60","0","1.2","1"
"1","204002","204","104011","101","nop_idle_normal","1","60","0","1.2","1"
"0","204003","204","101511","102","nop_idle_normal","1","-130","-5","1.2","1"
"0","205001","205","103111","100","nop_idle_normal","1","-80","0","1.2","1"
"1","205002","205","102211","101","nop_idle_sad","1","60","0","1.2","1"
"0","205003","205","100711","104","nop_05_miyako_idle_normal","1","-150","-5","1.2","1"
"1","205004","205","100611","103","nop_idle_joy1","1","130","-5","1.2","1"
"1","205005","205","2051","102","nop_skull_idle","1","-20","0","1.2","5"
"0","206001","206","104731","102","nop_idle_arm_crossed","1","-130","-5","1.2","1"
"1","206002","206","107131","103","nop_idle_arm_crossed","1","130","-5","1.2","1"
"0","206003","206","103731","100","nop_idle_normal","1","-60","0","1.2","1"
"1","206004","206","100511","101","nop_idle_joy1","1","60","0","1.2","1"
"0","207001","207","102831","100","nop_idle_normal","1","-60","0","1.2","1"
"1","207002","207","102111","101","nop_idle_normal","1","60","0","1.2","1"
"0","207003","207","102511","102","nop_idle_normal","1","-130","-5","1.2","1"
"1","207004","207","102311","103","nop_idle_normal","1","130","-5","1.2","1"
"0","208001","208","101011","100","nop_idle_joy_normal","1","-60","0","1.2","1"
"1","208002","208","104331","101","nop_idle_arm_crossed","1","60","0","1.2","1"
"0","208003","208","101711","102","nop_idle_joy1","1","-130","-5","1.2","1"
"1","208004","208","101431","103","nop_idle_normal","1","130","-5","1.2","1"
"0","209001","209","103311","100","nop_idle_joy1","1","-60","0","1.2","1"
"0","209002","209","105211","102","nop_idle_joy_normal","1","-130","-5","1.2","1"
"1","209003","209","102611","101","nop_idle_sad2","1","60","0","1.2","1"
"1","209004","209","103811","103","nop_idle_normal","1","130","-5","1.2","1"
"0","210001","210","103231","100","nop_idle_joy1","1","-60","0","1.2","1"
"1","210002","210","103411","103","nop_10_yukari_02","1","130","-5","1.2","1"
"1","210003","210","11","104","nop_10_yukari_02","1","130","-5","1.2","5"
"1","210004","210","104811","101","nop_idle_doya","1","60","0","1.2","1"
"0","210005","210","104611","102","nop_idle_joy_normal","1","-130","-5","1.2","1"
"0","211001","211","100911","100","nop_11_anna_idle_arm_crossed","1","-60","0","1.2","1"
"1","211002","211","101311","101","nop_idle_joy_normal","1","60","0","1.2","1"
"0","211003","211","102711","102","nop_11_eriko_idle_wish","1","-130","-5","1.2","1"
"1","211004","211","105111","103","nop_idle_normal","1","130","-5","1.2","1"
"1","212001","212","101831","100","nop_idle_joy1","1","60","0","1.2","1"
"0","212002","212","101611","101","nop_idle_joy_normal","1","-60","0","1.2","1"
"0","212003","212","105011","102","nop_idle_joy_normal","1","-130","-5","1.2","1"
"1","213001","213","105331","100","nop_idle_normal_joy","1","60","0","1.2","1"
"0","213002","213","104511","101","nop_13_kuka_idle_memory2","1","-60","0","1.2","1"
"0","213003","213","103031","102","nop_idle_joy1","1","-130","-5","1.2","1"
"0","213004","213","100811","103","nop_idle_thinking","1","-200","-20","1.2","1"
"1","213005","213","105511","104","nop_idle_sad","1","130","-20","1.2","1"
"1","214001","214","106831","100","nop_idle_normal","1","60","0","1.2","1"
"0","214002","214","101131","101","nop_idle_normal","1","-60","0","1.2","1"
"0","214003","214","104931","103","nop_idle_normal","1","-130","-5","1.2","1"
"1","215001","215","102931","100","nop_idle_joy1","1","60","0","1.2","1"
"0","215002","215","104211","101","nop_idle_wish","1","-60","0","1.2","1"
"0","215003","215","105411","102","nop_idle_normal","1","-130","-5","1.2","1"
"1","216001","216","106731","100","nop_idle_normal","1","60","0","1.2","1"
"0","216002","216","106631","101","nop_idle_joy1","1","-60","0","1.2","1"
"0","216003","216","106531","103","nop_16_kaya_idle_normal2","1","-130","-5","1.2","1"
"1","216004","216","2","101","nop_rago_idle","1","140","0","1.2","5"
"1","217001","217","111031","100","nop_idle_normal","1","60","0","1.2","1"
"0","217002","217","110931","101","nop_idle_joy2","1","-60","0","1.2","1"
"0","217003","217","110831","103","nop_17_chloe_idle_normal2","1","-130","-5","1.2","1"
"0","217004","217","1","102","NoItem_idle","1","-60","0","1.2","5"
"1","218001","218","114711","100","nop_18_muimi_idle_joy_normal","1","-40","0","1.2","1"
"0","218002","218","118511","101","nop_18_karin_idle_normal","1","40","0","1.2","1"
"0","218003","218","115031","102","nop_idle_normal","1","-130","-5","1.2","1"
"1","218004","218","118031","103","nop_idle_joy1","1","130","-5","1.2","1"
"","301001","301","nop_talk_joy1","1","","111831","","","0.2","3"
"0","301002","301","次は何を食べましょうか。\nキャルちゃんは何がいいです？","8","0.5","111831","0","0","0","11"
"","301003","301","","","","301002","","","","91"
"","301004","301","nop_idle_joy_normal","1","","111831","","","0.2","3"
"0.3","301005","301","nop_18_neneka_humu","0","","112031","nop_idle_doya","1","0.2","3"
"0","301006","301","そうねー\n普段は食べられない珍しい物とかどう？","8","0.5","112031","0","0","0","11"
"","301007","301","","","","301006","","","","91"
"0","301008","301","nop_talk_arm_crossed","0","","120831","nop_talk_arm_crossed_loop","1","0.2","3"
"0","301009","301","ならこいつはどうだい？\nトーゴクでも\n滅多にお目にかかれない逸品だよ。","8","0.5","120831","0","0","0","11"
"","301010","301","","","","301009","","","","91"
"","301011","301","nop_idle_arm_crossed","1","","120831","","","0.2","3"
"0","301012","301","nop_11_anna_huhuStand_in","0","","120931","nop_11_anna_huhuStand_loop","1","0.2","3"
"0","301013","301","ふふふ、力が満ち溢れるぞ。\nこれがおせち料理の力か！","8","0.5","120931","0","0","0","11"
"","301014","301","0","","","1","","","","93"
"0","301015","301","nop_11_anna_ahahaStand_in","0","","120931","nop_11_anna_ahahaStand_loop","1","0.2","3"
"","301016","301","","","","301013","","","","91"
"","301017","301","nop_11_anna_ahahaStand_loop","1","","120931","","1","0.2","3"
"0","301018","301","nop_01_coccoro_an_in","0","","111931","nop_01_coccoro_an_loop","1","0.2","3"
"0","301019","301","シェフィさま。こちらをどうぞ。\nはい、あーん。","8","0.5","111931","0","0","0","11"
"","301020","301","0","","","0.2","","","","93"
"","301021","301","0","","","120731","","","","4"
"","301022","301","0","","","0.8","","","","93"
"0.2","301023","301","nop_surprise","0","","120731","nop_idle_shy","1","0.2","3"
"","301024","301","","","","301019","","","","91"
"","301025","301","nop_talk_shy","1","","120731","","","0.2","3"
"0","301026","301","コ、コッコロさん……\n恥ずかしいわ……","8","0.5","120731","0","0","0","11"
"","301027","301","","","","301026","","","","91"
"","301028","301","nop_idle_shy","1","","120731","","","0.2","3"
"","301029","301","0","","","0.5","","","","93"
"0","301030","301","nop_01_coccoro_an_out","0","","111931","nop_idle_normal","1","0.2","3"
"","301031","301","0","","","1","","","","93"
"","301032","301","1","","","120731","","","","4"
"","301033","301","nop_idle_joy1","1","","120731","","","0.2","3"
"0","302001","302","せっかく騎士クンが\n呼んでくれたんだもの。\n楽しまなくっちゃ！","8","0.5","108831","0","0","0","11"
"","302002","302","nop_talk_joy3_blink","1","","108831","","","0.2","3"
"","302003","302","1","","","2.75","","","","93"
"","302004","302","nop_talk_joy1_normal","1","","108831","","","0.2","3"
"","302005","302","","","","302001","","","","91"
"","302006","302","nop_idle_joy_normal","1","","108831","","1","0.2","3"
"0","302007","302","今年もいい年にしないとね。","8","0.5","108931","0","0","0","11"
"","302008","302","nop_talk_joy1_normal","1","","108931","","","0.2","3"
"","302009","302","","","","302007","","","","91"
"","302010","302","nop_idle_normal","1","","108931","","","0.2","3"
"0","302011","302","みんながいればきっと大丈夫だよ！","8","0.5","108731","0","0","0","11"
"","302012","302","nop_talk_joy2","1","","108731","","","0.2","3"
"","302013","302","","","","302011","","","","91"
"","302014","302","nop_idle_joy1","1","","108731","","1","0.2","3"
"","302015","302","","","","0","","","","91"
"0","303001","303","わあ！　おっきい会場だね！\nお料理もたくさん！","8","0.5","102011","0","0","0","11"
"","303002","303","nop_talk_joy2","1","","102011","","","0.2","3"
"","303003","303","","","","303001","","","","91"
"","303004","303","nop_idle_joy1","1","","102011","","1","0.2","3"
"0","303005","303","えっへっへ、これは\nイタズラしがいがあるねー","8","0.5","100411","0","0","0","11"
"","303006","303","nop_talk_joy2","1","","100411","","","0.2","3"
"","303007","303","","","","303005","","","","91"
"","303008","303","nop_idle_normal","1","","100411","","1","0.2","3"
"0","303009","303","へんたいふしんしゃさん……\nじゃなくて、あの人はどこかな？","8","0.5","103631","0","0","0","11"
"","303010","303","nop_talk_wish","1","","103631","","","0.2","3"
"","303011","303","","","","303009","","","","91"
"","303012","303","nop_idle_wish","1","","103631","","","0.2","3"
"0","304001","304","立派な新年会ね。\nみんな笑顔で素敵だわ。","8","0.5","101511","0","0","0","11"
"","304002","304","nop_talk_normal","1","","101511","","","0.2","3"
"","304003","304","0","","","1.5","","","","93"
"","304004","304","nop_talk_joy3","1","","101511","","","0.2","3"
"","304005","304","","","","304001","","","","91"
"","304006","304","nop_idle_joy1","1","","101511","","","0.2","3"
"0","304007","304","あのお料理美味しそう！\nシオリンにも教えてあげよっと。","8","0.5","101231","0","0","0","11"
"","304008","304","nop_idle_surprise_kira","1","","101231","","","0.2","3"
"","304009","304","0","","","1.5","","","","93"
"","304010","304","nop_talk_joy2","1","","101231","","","0.2","3"
"","304011","304","","","","304007","","","","91"
"","304012","304","nop_idle_joy_normal","1","","101231","","","0.2","3"
"0","304013","304","はわわ……キラキラした人が\nいっぱいいます～！","8","0.5","104011","0","0","0","11"
"","304014","304","nop_idle_surprise2","1","","104011","","","0.2","3"
"","304015","304","","","","304013","","","","91"
"","304016","304","nop_idle_normal","1","","104011","","1","0.2","3"
"","304017","304","nop_idle_normal","1","","101511","","","0.2","3"
"","304018","304","nop_idle_normal","1","","101231","","","0.2","3"
"0","305001","305","プリンプリン……プリンはどこなの？\nプリンをよこすのー！","8","0.5","100711","0","0","0","11"
"","305002","305","nop_05_miyako_talk_anger","1","","100711","","","0.2","3"
"","305003","305","","","","305001","","","","91"
"","305004","305","nop_05_miyako_idle_anger","1","","100711","","1","0.2","3"
"0","305005","305","お父さん。きれいな女性が多いからって\n他の人に迷惑かけないでね。","8","0.5","103111","0","0","0","11"
"","305006","305","nop_talk_worry","1","","103111","","","0.2","3"
"","305007","305","","","","305005","","","","91"
"","305008","305","nop_idle_worry","1","","103111","","1","0.2","3"
"0","305009","305","わあ、すごい量のおせち料理♪\nアカリ、お腹いっぱいになっちゃう～","8","0.5","100611","0","0","0","11"
"","305010","305","nop_talk_surprise_kira","1","","100611","","","0.2","3"
"","305011","305","0","","","2","","","","93"
"","305012","305","nop_talk_memory","1","","100611","","","0.2","3"
"","305013","305","","","","305009","","","","91"
"","305014","305","nop_idle_memory2","1","","100611","","","0.2","3"
"0","305015","305","アイツの作った料理って、どれだろ……\nべ、別に食べたいから探してるって\nわけじゃないからね？","8","0.5","102211","0","0","0","11"
"","305016","305","nop_talk_sad","1","","102211","","","0.2","3"
"","305017","305","0","","","2.8","","","","93"
"","305018","305","nop_talk_anger2","1","","102211","","","0.2","3"
"","305019","305","","","","305015","","","","91"
"","305020","305","nop_idle_anger2","1","","102211","","1","0.2","3"
"0","306001","306","はーっはっはっは！\nこういう華やかな場所こそ\nクリスティーナさんに相応しいな。","8","0.5","107131","0","0","0","11"
"0","306002","306","nop_06_cris_ahaha_in","0","","107131","nop_06_cris_ahaha_loop","1","0.2","3"
"","306003","306","0","","","1.5","","","","93"
"0.2","306004","306","nop_talk_arm_crossed","0","","107131","nop_talk_arm_crossed_loop","1","0.2","3"
"","306005","306","","","","306001","","","","91"
"","306006","306","nop_idle_arm_crossed","1","","107131","","1","0.2","3"
"0","306007","306","美味しそうな料理がいっぱいッス！\nトモねーちゃん、\n次はあれを食べるッスよ！","8","0.5","100511","0","0","0","11"
"","306008","306","nop_talk_surprise_kira","1","","100511","","","0.2","3"
"","306009","306","0","","","4.5","","","","93"
"","306010","306","nop_talk_joy2","1","","100511","","","0.2","3"
"","306011","306","","","","306007","","","","91"
"","306012","306","nop_idle_normal","1","","100511","","","0.2","3"
"0","306013","306","マツリちゃん、少し落ち着こう？\n料理は逃げないからね。","8","0.5","103731","0","0","0","11"
"","306014","306","nop_talk_worry","1","","103731","","","0.2","3"
"","306015","306","","","","306013","","","","91"
"","306016","306","nop_idle_worry","1","","103731","","1","0.2","3"
"0","306017","306","みんな楽しんでいるようだね。\nやっぱり平和が何よりだよ。","8","0.5","104731","0","0","0","11"
"","306018","306","nop_talk_arm_crossed_loop","1","","104731","","","0.2","3"
"","306019","306","","","","306017","","","","91"
"","306020","306","nop_idle_arm_crossed","1","","104731","","1","0.2","3"
"0","307001","307","すごい人数ね。\n会場は広いから、みんな\n迷子にならないようにね？","8","0.5","102831","0","0","0","11"
"","307002","307","nop_talk_surprise1","1","","102831","","","0.2","3"
"","307003","307","0","","","1.2","","","","93"
"","307004","307","nop_talk_joy1_normal","1","","102831","","","0.2","3"
"","307005","307","","","","307001","","","","91"
"","307006","307","nop_idle_normal","1","","102831","","1","0.2","3"
"0","307007","307","はーい、ママ・サレン！\nみんないい子にしてるよ。","8","0.5","102111","0","0","0","11"
"","307008","307","nop_talk_joy3_dere","1","","102111","","","0.2","3"
"","307009","307","0","","","1.7","","","","93"
"","307010","307","nop_talk_wish","1","","102111","","","0.2","3"
"","307011","307","","","","307007","","","","91"
"0","307012","307","お嬢様！\nわ、私も一緒ですから\n大丈夫です！","8","0.5","102511","0","0","0","11"
"0","307013","307","nop_talk_guts3_NoBlink","0","","102511","nop_talk_guts3_loop","1","0.2","3"
"","307014","307","","","","307012","","","","91"
"0","307015","307","そう言いながら、\nスズメが一番迷子に\nなりそうなんだけど……","8","0.5","102311","0","0","0","11"
"","307016","307","nop_talk_worry","1","","102311","","","0.2","3"
"","307017","307","","","","307015","","","","91"
"","307018","307","nop_idle_normal","1","","102311","","","0.2","3"
"","307019","307","nop_idle_normal","1","","102111","","1","0.2","3"
"","307020","307","nop_idle_normal","1","","102511","","1","0.2","3"
"0","308001","308","立派な新年会ですなあ。\n美味しそうなお料理ばかりで\n目移りしそうやわ～","8","0.5","101011","0","0","0","11"
"","308002","308","nop_talk_joy3_blink2","1","","101011","","","0.2","3"
"","308003","308","1","1","","1.5","","","","93"
"","308004","308","nop_talk_joy1","1","","101011","","","0.2","3"
"","308005","308","","","","308001","","","","91"
"","308006","308","nop_idle_joy_normal","1","","101011","","1","0.2","3"
"0","308007","308","お、あの料理、\nうちの店でも出せないかな？\nもうちょっと食べてみるか……","8","0.5","104331","0","0","0","11"
"0.2","308008","308","nop_talk_arm_crossed2","0","","104331","nop_talk_arm_crossed_loop2","1","0.2","3"
"","308009","308","1","1","","3","","","","93"
"","308010","308","nop_talk_thinking","1","","104331","","","0.2","3"
"","308011","308","","","","308007","","","","91"
"","308012","308","nop_idle_thinking","1","","104331","","1","0.2","3"
"0","308013","308","賑やかで楽しい雰囲気の新年会だね～\nなんだか踊りたくなってきたさ～","8","0.5","101711","0","0","0","11"
"","308014","308","nop_talk_joy1_wink","1","","101711","","","0.2","3"
"","308015","308","1","1","","2.5","","","","93"
"","308016","308","nop_talk_joy2","1","","101711","","","0.2","3"
"","308017","308","","","","308013","","","","91"
"","308018","308","nop_idle_joy1","1","","101711","","1","0.2","3"
"0","308019","308","事件の匂い……はしないようだね。\nふうむ、少しだけ残念だよ。","8","0.5","101431","0","0","0","11"
"","308020","308","nop_talk_joy3_blink2","1","","101431","","","0.2","3"
"","308021","308","1","1","","3","","","","93"
"0.2","308022","308","nop_talk_arm_crossed","0","","101431","nop_talk_arm_crossed_loop","1","0.2","3"
"","308023","308","","","","308019","","","","91"
"","308024","308","nop_idle_arm_crossed","1","","101431","","","0.2","3"
"","308025","308","","1","","0","","","","91"
"0","309001","309","新春初笑いのネタをつくってきたべ！\n誰か聞いていかねえか？","8","0.5","103311","0","0","0","11"
"0.2","309002","309","nop_talk_guts2","0","","103311","nop_talk_guts2_loop","1","0.2","3"
"","309003","309","1","","","2.5","","","","93"
"","309004","309","nop_talk_joy2","1","","103311","","","0.2","3"
"","309005","309","","","","309001","","","","91"
"","309006","309","nop_idle_joy1","1","","103311","","1","0.2","3"
"0","309007","309","舞踏会が開けそうな会場ね。\n素敵だわ。","8","0.5","105211","0","0","0","11"
"","309008","309","nop_talk_joy1_normal","1","","105211","","","0.2","3"
"","309009","309","1","","","2","","","","93"
"","309010","309","nop_talk_memory","1","","105211","","","0.2","3"
"","309011","309","","","","309007","","","","91"
"","309012","309","nop_idle_memory","1","","105211","","1","0.2","3"
"0","309013","309","人が多くて疲れたよ～\nリマ～、おんぶしてよ～","8","0.5","102611","0","0","0","11"
"","309014","309","nop_talk_sad2","1","","102611","","","0.2","3"
"","309015","309","1","","","1.5","","","","93"
"","309016","309","nop_talk_worry","1","","102611","","","0.2","3"
"","309017","309","","","","309013","","","","91"
"","309018","309","nop_idle_worry","1","","102611","","1","0.2","3"
"0","309019","309","あのお料理美味しそう……\nお姉ちゃんにも教えてあげなくちゃ。","8","0.5","103811","0","0","0","11"
"","309020","309","nop_talk_joy3_blink","1","","103811","","","0.2","3"
"","309021","309","","","","309019","","","","91"
"","309022","309","nop_idle_normal_joy","1","","103811","","","0.2","3"
"","309023","309","","","","0","","","","91"
"0","310001","310","こうして大勢のみなさまと過ごすお正月\n賑やかで最高ですわね！","8","0.5","103231","0","0","0","11"
"","310002","310","nop_talk_joy1","1","","103231","","","0.2","3"
"","310003","310","","","","310001","","","","91"
"","310004","310","nop_idle_joy1","1","","103231","","1","0.2","3"
"0","310005","310","珍しいおせち料理がいっぱいにゃ。\nたいやきの新メニューのヒントに\nなるかにゃ？","8","0.5","104611","0","0","0","11"
"","310006","310","nop_talk_joy2","1","","104611","","","0.2","3"
"","310007","310","1","","","2.5","","","","93"
"","310008","310","nop_talk_thinking","1","","104611","","","0.2","3"
"","310009","310","","","","310005","","","","91"
"","310010","310","nop_idle_thinking","1","","104611","","","0.2","3"
"0","310011","310","みんな～、あけおめ～！\nなんちゃって。ヒック。","8","0.5","103411","0","0","0","11"
"","310012","310","nop_10_yukari_04","1","","103411","","","0.2","3"
"","310013","310","nop_10_yukari_04","1","","11","","","0.2","3"
"","310014","310","1","","","2.5","","","","93"
"0.5","310015","310","nop_10_yukari_06","0","","103411","nop_10_yukari_02","1","0.2","3"
"0.5","310016","310","nop_10_yukari_06","0","","11","nop_10_yukari_02","1","0.2","3"
"","310017","310","","","","310011","","","","91"
"0","310018","310","え？　ユカリさん？\nもう酔っぱらっちゃってる……","8","0.5","104811","0","0","0","11"
"","310019","310","nop_talk_surprise1","1","","104811","","","0.2","3"
"","310020","310","0","","","104811","","","","4"
"","310021","310","1","","","1","","","","93"
"","310022","310","nop_talk_worry","1","","104811","","","0.2","3"
"","310023","310","","","","310018","","","","91"
"","310024","310","nop_idle_worry","1","","104811","","1","0.2","3"
"","310025","310","","","","0","","","","91"
"","311001","311","nop_talk_wish","1","","102711","","","0.2","3"
"0","311002","311","この広い会場のどこかに\nあのおかたの存在を感じますわ……","8","0.5","102711","0","0","0","11"
"","311003","311","","","","311002","","","","91"
"","311004","311","nop_idle_wish","1","","102711","","","0.2","3"
"0","311005","311","nop_11_anna_huhuStand_in","0","","100911","nop_11_anna_huhuStand_loop","1","0.2","3"
"0","311006","311","疼く……疼くぞ！\n我が魔眼が新たなる年を祝えと……！","8","0.5","100911","0","0","0","11"
"","311007","311","","","","311006","","","","91"
"","311008","311","nop_11_anna_huhuStand_loop","1","","100911","","","0.2","3"
"","311009","311","nop_talk_joy2","1","","101311","","","0.2","3"
