fe41b3dca7ea4729df3389205f94f30f40a12030127eec8033009f53d3cc3357,6539d0362b9792968f3b0cf3fdc793c2df235ac5ed5d85a048795007bf346237,6d3c8e9286d3518b768e35d2512227999e799d15c179c5875e61b50429d1cd18,a7251323f0d7cde870294f31823a6b5f8f16a1b3e69a5f1bfed7a22685fd001c,a7290f1489f93c377b5513e9505fcd30a1f2832210a610c4452245e6984f1690,81fce45624cab1e9aa5c3118d8ce0b16f2d2a6063a5e7a0cf6018c45f3a00222,31247de8204257484c2c0457210118362521734b29614fe4ce72b15ebcaf2808,681fce7366ae80d5fcf4b1cfecd039bdcbf5f98b11d9134c0fbdbb0a57b9668e,48a2f7fcd4025f1c99d23080ad31ad1c8210ae500a09c81662de75a8753d7543,45d5799a6152467665ba0a4df5715fec2db54996126cfd3b73f48d8083ca42dc,1fa7c1e90f78e0014472727fda79462abf35ed552c5e5fb585f986a1a1b85315
"2","10","41","121","8","281001041","2","25021","91002","25011","26"
"2","10","42","123","8","281001042","2","25021","91002","25011","27"
"2","10","43","125","8","281001043","2","25021","91002","25011","28"
"2","10","44","128","8","281001044","2","25021","91002","25011","28"
"2","10","45","130","8","281001045","2","25021","91002","25011","29"
"2","10","46","132","8","281001046","2","25021","91002","25011","30"
"2","10","47","135","8","281001047","2","25021","91002","25011","30"
"2","10","48","137","8","281001048","2","25021","91002","25011","31"
"2","10","49","139","8","281001049","2","25021","91002","25011","31"
"2","30","50","142","8","281001050","2","25021","91002","25011","31"
"2","10","51","144","8","281001051","2","25021","91002","25011","32"
"2","10","52","146","8","281001052","2","25021","91002","25011","32"
"2","10","53","149","8","281001053","2","25021","91002","25011","32"
"2","10","54","152","8","281001054","2","25021","91002","25011","33"
"2","10","55","155","8","281001055","2","25021","91002","25011","33"
"2","10","56","157","8","281001056","2","25021","91002","25011","33"
"2","10","57","160","8","281001057","2","25021","91002","25011","34"
"2","10","58","163","8","281001058","2","25021","91002","25011","34"
"2","10","59","166","8","281001059","2","25021","91002","25011","34"
"2","30","60","169","8","281001060","2","25021","91002","25011","35"
"2","10","61","171","8","281001061","2","25021","91002","25011","35"
"2","10","62","174","8","281001062","2","25021","91002","25011","35"
"2","10","63","177","8","281001063","2","25021","91002","25011","36"
"2","10","64","180","8","281001064","2","25021","91002","25011","36"
"2","10","65","182","8","281001065","2","25021","91002","25011","36"
"2","10","66","185","8","281001066","2","25021","91002","25011","37"
"2","10","67","187","8","281001067","2","25021","91002","25011","37"
"2","10","68","190","8","281001068","2","25021","91002","25011","37"
"2","10","69","193","8","281001069","2","25021","91002","25011","38"
"2","30","70","196","8","281001070","2","25021","91002","25011","38"
"2","10","71","200","8","281001071","2","25021","91002","25011","39"
"2","10","72","204","8","281001072","2","25021","91002","25011","39"
"2","10","73","208","8","281001073","2","25021","91002","25011","40"
"2","10","74","212","8","281001074","2","25021","91002","25011","40"
"2","10","75","216","8","281001075","2","25021","91002","25011","41"
"2","10","76","220","8","281001076","2","25021","91002","25011","41"
"2","10","77","224","8","281001077","2","25021","91002","25011","42"
"2","10","78","228","8","281001078","2","25021","91002","25011","42"
"2","10","79","232","8","281001079","2","25021","91002","25011","43"
"2","30","80","236","8","281001080","2","25021","91002","25011","43"
"2","10","81","240","8","281001081","2","25021","91002","25011","44"
"2","10","82","244","8","281001082","2","25021","91002","25011","44"
"2","10","83","248","8","281001083","2","25021","91002","25011","45"
"2","10","84","252","8","281001084","2","25021","91002","25011","45"
"2","10","85","256","8","281001085","2","25021","91002","25011","46"
"2","10","86","260","8","281001086","2","25021","91002","25011","46"
"2","10","87","264","8","281001087","2","25021","91002","25011","47"
"2","10","88","268","8","281001088","2","25021","91002","25011","47"
"2","10","89","272","8","281001089","2","25021","91002","25011","48"
"2","30","90","276","8","281001090","2","25021","91002","25011","48"
