8e38d5c5310e09fd542666c5937efa26c6302903d17fbb545cf7ea76803cf260,232b5dd139c682963689fe393f6a20bac6a06603caa577ad9fa73869f910e389,689c8007cc0c26f49e447d6a64ea960ab8069795f45145b0306b8b6987d00c9d,cec6f68871eb60fceffce382568dc31096a8ab62c64de4d2def2529f18a685c5
"205","31005","1003","0"
"206","32001","1003","0"
"207","32002","1003","0"
"208","32003","1003","0"
"209","32004","1003","0"
"210","32005","1003","0"
"211","33001","1003","0"
"212","33002","1003","0"
"213","33003","1003","0"
"214","33004","1003","0"
"215","33005","1003","0"
"216","34001","1003","0"
"217","34002","1003","0"
"218","34003","1003","0"
"219","34004","1003","0"
"220","34005","1003","0"
"221","35001","1003","0"
"222","35002","1003","0"
"223","35003","1003","0"
"224","35004","1003","0"
"225","35005","1003","0"
