14c2bd6c5297a22fdf3bc6b3b306d5a269d89be5460bf9461915d93cd132fd1c,f26c3eaea99d4c85af329c2cdb818bc44b9a6eaa1b93cf955548bc7afebff042,eaf9c36fe49c7ba8cd8fff6e9d44959707edafed0d3ef6f829c91db0258f0cfd,fb20958b3856101e74410519115970315fb0db16eda48fb244766d53603a21b6,62f625cedf571c2c4e0e426efabdbbf889ddc1c653fc29b4f6fc11ebd954c159,5678af85090a7a7d148bf345081b200981e483f737a8f840e08c1f295fc082c7,9cf43441ce350a9b5889eb517008da7a3dbb822ae20c11eb5ff7a33e90f29520,ea40b62fd3db80bd87b74f32dff2acdcf7f5fb22fc4c002dee7ea7e4e80a59c6,5510d6853957743a458e26bcf733333c61648f6b3348400840bdd479ba9fc2a0,7bde9430117042dfa4c61e97c89ae55bd714a5ffd53250ac6171a3e96224f09e,81083990271132e5ff5eca47ed5f6c2eaca35b681411e1e44c3339e64e72899b,8c759c83476f2575cd2fb66354bdef593f5126102da23a5a4e53ec89da7e66a5
"11","","2","","0","3","0","0","0","60000","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","1"
"12","","2","","0","3","0","0","0","60000","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪","2"
"13","","2","","0","4","0","0","0","60000","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪","1"
"14","","2","","0","4","0","0","0","60000","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪","1"
"15","","2","","0","4","0","0","0","60000","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪","1"
"16","","2","","0","4","0","0","0","60000","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……","1"
"17","","2","","0","4","0","0","0","60000","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪","2"
"18","カリン","3","","0","0","190804","2","0","60000","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","0"
"19","カリン","3","","0","0","190804","3","7","60000","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","0"
"20","ハツネ","0","","0","0","101201","1","1","80001","キミと出会ってもう\n1年もたつんだね！\nう～ん、いつも\n寝てばっかりだから、","0"
"21","ハツネ","0","","0","0","101201","2","1","80001","少しでも\n寝る時間を減らして\nキミと一緒にいる\n時間増やしたいなぁ♪","0"
"22","シオリ","1","","0","0","103801","1","1","80001","あなたと知り合ってから\nもう1年…\n時がたつのは\n早いですね","0"
"23","シオリ","1","","0","0","103801","2","1","80001","来年も、\n一緒にいられたら…\nうれしいな","0"
"24","キョウカ","0","","0","0","103601","1","2","80001","あなたと一緒にいるようになって、\nもう1年ですか…","0"
"25","キョウカ","0","","0","0","103601","2","2","80001","最初の頃よりも、頼もしく\nなりましたね。私はどうですか？\n成長していますか？","0"
"26","ミミ","1","","0","0","102001","1","2","80001","おにいちゃんとあってから、\n1年たったよ～！","0"
"27","ミミ","1","","0","0","102001","2","2","80001","ミミね、おにいちゃんと\nいっぱい遊べてたのしかったな～♪\nこれからもずっと\nいっしょにいてね～！","0"
"28","ミソギ","2","","0","0","100401","1","2","80001","にいちゃんがミソギのイタズラに\n引っかかり続けてもう1年かぁ","0"
"29","ミソギ","2","","0","0","100401","2","2","80001","…これからもいっぱいミソギと\n遊んでね、にいちゃん！","0"
"30","マホ","0","","0","0","101001","1","3","80001","もう王子はんと会うてから\n1年ぐらいたつそうどすえ\n早いもんやなあ","0"
"31","マホ","0","","0","0","101001","2","3","80001","このままやと、\nうちもあっという間に\n干からびてしまいそうどすえ\nなーんてな。うふふ","0"
"32","イリヤ","1","","0","0","104401","1","3","80001","お主と会って早1年じゃな\nこれからも存分に尽くすがよい","0"
"33","イリヤ","1","","0","0","104401","2","3","80001","わらわもたまには、お主の献身に\n報いてやらぬでもない♪","0"
"34","カオリ","2","","0","0","101701","1","3","80001","もう、キミと出会って結構な時間が\nたつさ～。でも、私たちの旅は\nまだまだ始まったばかりさ～！","0"
"35","カオリ","2","","0","0","101701","2","3","80001","これからも、どうぞよろしく\nお願いするさ～！","0"
"36","サレン","0","","0","0","102801","1","4","80001","あんたと出会ってからもうそんなに\nたつのね～","0"
"37","サレン","0","","0","0","102801","2","4","80001","あっという間だったって感じるほど\n楽しかったわ！\nこれからも一緒に頑張りましょ！","0"
"38","スズメ","1","","0","0","102501","1","4","80001","出会ってから1年間、ずっと\nご迷惑をかけっぱなしで、\nすみません…","0"
"39","スズメ","1","","0","0","102501","2","4","80001","これからはもっと頑張りますから\n見ていてくださいね\nできれば…\n今までよりも、私の近くで♪","0"
"40","タマキ","0","","0","0","104601","1","5","80001","振り返れば、今までいろんなことが\nあったにゃあ…","0"
"41","タマキ","0","","0","0","104601","2","5","80001","これからも、二人でたくさんの\n思い出をがっぽり作っていく\nにゃー！","0"
"42","ミフユ","1","","0","0","104801","1","5","80001","キミとの師弟関係も、\nもう1年なのね…\nでもキミに教えることは、","0"
"43","ミフユ","1","","0","0","104801","2","5","80001","まだまだいっぱいあるわ\nこれからも、\nしっかりついて来てね！","0"
"44","アキノ","0","","0","0","103201","1","6","80001","あなたさまと出会ってもう1年…","0"
"45","アキノ","0","","0","0","103201","2","6","80001","光陰矢のごとし、とはまさに\nこのことですわ。…思い出は決して\nお金では買えませんわね","0"
"46","ユカリ","1","","0","0","103401","1","6","80001","ダメな私を1年間も見捨てないで\nくれて、本当にありがとう","0"
"47","ユカリ","1","","0","0","103401","2","6","80001","情けないところいっぱいみせるかも\nしれないけど、これからも一緒に\nいてくれると、うれしいな","0"
"48","クリスティーナ","0","","0","0","107101","1","7","80001","オマエと出会ってもう1年か\nまさかこのワタシの結婚相手に\nなろうとはな…","0"
"49","クリスティーナ","0","","0","0","107101","2","7","80001","ともかくこれからも\n愉しませてくれよ☆","0"
"50","ジュン","1","","0","0","104701","1","7","80001","君と出会ってからもう1年か。\n以前と比べて私の表情もいくらか\n柔らかくなった気がするんだが、\nどうだろう？","0"
"51","ジュン","1","","0","0","104701","2","7","80001","見えないから分からないって？\nそれもそうだな…","0"
"52","トモ","0","","0","0","103701","1","8","80001","もう1年たったみたいだね\nあなたをからかってばかりだった\nけど、楽しかった♪","0"
"53","トモ","0","","0","0","103701","2","8","80001","これからもよろしくね！","0"
"54","マツリ","1","","0","0","100501","1","8","80001","出会って、もう1年たっちゃった\nんスね。なんだか意外ッス","0"
"55","マツリ","1","","0","0","100501","2","8","80001","毎日楽しくて、あっという間に過ぎ\nちゃったみたいなんスよね\nこれからも一緒に悪と戦うッス！","0"
"56","ミヤコ","0","","0","0","100701","1","9","80001","オマエと会って1年なの！\n全然成仏もできなかったし、","0"
"57","ミヤコ","0","","0","0","100701","2","9","80001","生き返りもしなかったけど、\nすごく楽しかったの～♪\nオマエとプリンがあれば、\nミヤコはハッピーなの～♪","0"
"58","シノブ","1","","0","0","103101","1","9","80001","あなたと出会って1年なんですね\nでも、私の占いでは、私とあなたは","0"
"59","シノブ","1","","0","0","103101","2","9","80001","来年も再来年も一緒にいるようです\nふふ、よろしくお願いしますね","0"
"60","アンナ","0","","0","0","100901","1","10","80001","貴様が閃光のシグルドとして覚醒し\nもう1年か…。これからも我らの\n長き戦いに終わりはないが、","0"
"61","アンナ","0","","0","0","100901","2","10","80001","それでも貴様となら…\n添い遂げる覚悟はできているぞ！","0"
"62","ナナカ","1","","0","0","101301","1","10","80001","君と出会ってもう1年だって！\n早いねー！","0"
"63","ナナカ","1","","0","0","101301","2","10","80001","これからも最強のバディタッグで\n大活躍だー！\n頼りにしてるよ、相棒！","0"
"64","ミツキ","0","","0","0","105101","1","11","80001","1年たつのって、あっという間ね\nまだまだ君の知らない部分が\nたくさんあるし…","0"
"65","ミツキ","0","","0","0","105101","2","11","80001","これからも、いろんなところを\n調べさせてね？","0"
"66","ルカ","1","","0","0","105601","1","11","80001","お前さんと出会ってもう1年か\n助太刀するつもりが","0"
"67","ルカ","1","","0","0","105601","2","11","80001","逆に助けられたりもしたね\nこれからもよろしく頼むよ！","0"
"68","エリコ","2","","0","0","102701","1","11","80001","早いものですわね、あなた様と\nお会いして、もう1年…","0"
"69","エリコ","2","","0","0","102701","2","11","80001","あなた様といると、時があっと\nいう間に過ぎてしまいます\n時間を止める研究をしなくては\nいけませんね…","0"
"70","アヤネ","0","","0","0","102301","1","12","80001","お兄ちゃんと会ってから、もう、\n1年なんだね。私、少しは\nお姉ちゃんっぽくなったかな？","0"
"71","アヤネ","0","","0","0","102301","2","12","80001","あ、ぷうきちもお兄ちゃんっぽく\nなったよね？","0"
"72","チカ","1","","0","0","104201","1","12","80001","あなたと出会って、\nもう1年がたったんですね…\nこれからもそばにいて、","0"
"73","チカ","1","","0","0","104201","2","12","80001","私のことを見守ってください\nできることなら、ずっと…","0"
"74","クルミ","2","","0","0","102101","1","12","80001","お兄ちゃんと出会って1年かぁ\n私、相変わらずダメダメで…","0"
"75","クルミ","2","","0","0","102101","2","12","80001","で、でもこれからもずっと…\n一緒にいたいなぁ…","0"
"76","シズル","0","","0","0","104901","1","13","80001","再会してちょうど1年だね\nお祝いにごちそう作ってきたよ～♪\n特製ケーキと、お寿司と、","0"
"77","シズル","0","","0","0","104901","2","13","80001","ハンバーグと、カレーと、\nシチューと、あ、隠しきれない隠し\n味は、お姉ちゃんの愛情だよ！","0"
"78","リノ","1","","0","0","101101","1","13","80001","お兄ちゃんと再会して、もう1年\nなんですね。\n会えなかった時を思うと、","0"
"79","リノ","1","","0","0","101101","2","13","80001","信じられないくらい幸せな1年\nでした！もう絶対、私から離れ\nないでくださいね♪","0"
"80","ユイ","0","","0","0","100201","1","14","80001","騎士クンと出会ってから今まで、\nいろんなことがあったよね\n楽しいこと、ドキドキしたこと…","0"
"81","ユイ","0","","0","0","100201","2","14","80001","そんな日々をこれからも、\nず、ずっと一緒に…\n過ごしていきたいな…！","0"
"82","ヒヨリ","1","","0","0","100101","1","14","80001","騎士くんと出会って、まだ1年しか\nたってないんだ！？","0"
"83","ヒヨリ","1","","0","0","100101","2","14","80001","なんかもうずっと一緒にいる気が\nするなぁ…えへへ。これからの\n1年もまたよろしくねっ！\n騎士くん！","0"
"84","レイ","2","","0","0","100301","1","14","80001","初めてキミに出会って1年…\n随分見違えたね私もキミも、\n更に強くなっていく…","0"
"85","レイ","2","","0","0","100301","2","14","80001","キミに背中を預けられる日が、\n早くきますように","0"
"86","ペコリーヌ","0","","0","0","105801","1","15","80001","1年もわたしのことを、忘れない\nでいてくれて、ありがとうござい\nます！","0"
"87","ペコリーヌ","0","","0","0","105801","2","15","80001","これからもずっと、覚えていて\nくださいね！","0"
"88","コッコロ","1","","0","0","105901","1","15","80001","こうして1年も、主さまのおそばに\n置いていただけて、とても光栄\nです。どうかこれからも、","0"
"89","コッコロ","1","","0","0","105901","2","15","80001","末永く主さまをお世話させて\nください。わたくしは、ずっと\n主さまのガイド役でいたいのです","0"
"90","キャル","2","","0","0","106001","1","15","80001","1年か、まっさかこんなに長い\n付き合いになるなんてね～\nでも…わりと楽しい1年だったかも","0"
"91","キャル","2","","0","0","106001","2","15","80001","だから、もうしばらくあんたに\n付き合ってやるわよ喜びなさい！","0"
"92","スズメ","1","","0","0","112101","1","0","60001","新しい年のはじめに、\nおみくじはいかがでしょうか？\nよい運勢であるほど、\n沢山プレゼントが貰えますよ♪","1"
"93","","2","","0","1","0","0","0","60001","今日の運勢は姫吉！　あらゆる運気が最大を示しています！　　　今なら「伝説の吸血鬼」をも従え、世界征服も夢じゃありません！","1"
"94","","2","","0","1","0","0","0","60001","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","1"
"95","","2","","0","1","0","0","0","60001","今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！","1"
"96","","2","","0","1","0","0","0","60001","今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！","1"
"97","","2","","0","1","0","0","0","60001","今日の運勢は姫吉！　その高い運気はまさにショーグンの如く！　その溢れる威光は人々を惹きつけ、皆の人気者間違いなしです！","2"
"98","","2","","0","2","0","0","0","60001","今日の運勢は大吉！　運気がどんどん高まっています！　　　　　何をやっても、最大効率で素晴らしい結果になりますよ♪","1"
"99","","2","","0","2","0","0","0","60001","今日の運勢は大吉！　なにをやっても上手くいって大活躍！　　　そんな素敵なあなたを見て、後ろから誰かが……クスクス♪","1"
"100","","2","","0","2","0","0","0","60001","今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！","1"
"101","","2","","0","2","0","0","0","60001","今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！","1"
"102","","2","","0","2","0","0","0","60001","今日の運勢は大吉！　運気が高く、何かに挑戦すると良い結果に！隠れた才能が引き出されそう！　目指せヒデサ……ではなく秀才！","2"
"103","","2","","0","3","0","0","0","60001","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたいやき！　和菓子パワーで売上アップです！","1"
"104","","2","","0","3","0","0","0","60001","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪","1"
"105","","2","","0","3","0","0","0","60001","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","1"
"106","","2","","0","3","0","0","0","60001","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","1"
"107","","2","","0","3","0","0","0","60001","今日の運勢は中吉！　お出かけした先で良縁に恵まれそうです！　ダウナー系あざとい女子が、あま～い飴をくれるかも？","1"
"108","","2","","0","3","0","0","0","60001","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！","1"
"109","","2","","0","3","0","0","0","60001","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪","2"
"110","","2","","0","4","0","0","0","60001","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪","1"
"111","","2","","0","4","0","0","0","60001","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪","1"
"112","","2","","0","4","0","0","0","60001","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪","1"
"113","","2","","0","4","0","0","0","60001","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……","1"
"114","","2","","0","4","0","0","0","60001","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！","1"
"115","","2","","0","4","0","0","0","60001","今日の運勢は小吉！　思わぬ相手と仲良くなれるかも？　　　　　うっかり毒舌をもらしてしまわないように要注意です！","1"
"116","","2","","0","4","0","0","0","60001","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪","2"
"117","スズメ","3","","0","0","112101","2","0","60001","おみくじの結果はいかがでしたか？\n新たに始まる一日が、\nあなたにとってよい日になりますように\n明日もお待ちしていますね♪","0"
"118","スズメ","3","","0","0","112101","3","7","60001","おみくじ、楽しんで頂けましたか？\nあなたの新しい年が\n素晴らしいものになるよう、\n心からお祈りしますね","0"
"119","ペコリーヌ","0","","0","0","105801","1","1","80003","ヒューヒュー♪\nドンドンパフパフー♪","0"
"120","コッコロ","1","","0","0","105901","1","1","80003","ひゅーひゅー\nどんどんぱふぱふー\nでございます","0"
"121","コッコロ","1","","0","0","105901","2","1","80003","さぁ、キャルさまもご一緒に\nどんどんぱふぱふいたしましょう","0"
"122","キャル","2","","0","0","106001","1","1","80003","え？　ちょっと\nいきなりなにっ？","0"
"123","キャル","2","","0","0","106001","2","1","80003","ドンドンパフパフってなんなの？\nあたしにも分かるように\nちゃんと説明しなさいっての！","0"
"124","ペコリーヌ","0","","0","0","105801","2","1","80003","実はですねキャルちゃん！\nもうすぐわたしたちにとっての\n大切な節目──","0"
"125","ペコリーヌ","0","","0","0","105801","3","1","80003","『プリンセスコネクト！\nRe:Dive』\n2.5周年なんですよ！\nやばいですね☆","0"
"126","コッコロ","1","","0","0","105901","3","1","80003","ですからその日に向けて\n今から気分を盛り上げているのです","0"
"127","キャル","2","","0","0","106001","3","1","80003","ああ、そういえば\nそんな時期だっけ\nって言っても、もう少し先じゃない\n気が早いんじゃないの？","0"
"128","コッコロ","1","","0","0","105901","4","1","80003","いいえ、キャルさま\nこういったお祝いは準備から\n楽しむものでございます\nそうですよね、ペコリーヌさま","0"
"129","ペコリーヌ","0","","0","0","105801","4","1","80003","その通りです♪　というわけで！\nカウントダウンの始まりですよ！\nみんなで一緒に2.5周年に向けて\n盛り上がっていきましょー☆","0"
"130","キャル","2","","0","0","106001","4","1","80003","ド、ドンドンパフパフ～\nって何言わせんのよ！\nまったくもう、浮かれちゃってさ","0"
"131","コッコロ","1","","0","0","105901","5","1","80003","ふふ。キャルさまもワクワクして\nおいでのようですね\nそれでは主さま。大切な記念日まで\nどうぞご期待くださいませ","0"
"132","キャル","0","","0","0","106001","5","2","80003","記念日を盛り上げるったって\n一体どうしたらいいのよ？\nあたし、そういうの\n苦手なんだけど…","0"
"133","カリン","1","","0","0","190801","1","2","80003","あら、キャルさん\nどうかなさいましたか？\n何かお困りのようですけど","0"
"134","キャル","0","","0","0","106001","6","2","80003","げっ…カリンじゃない\nなんでもないわよ！","0"
"135","カリン","1","","0","0","190801","2","2","80003","そうなのですか？\nキャルさんのことですからてっきり\n2.5周年をどう盛り上げたら\nいいか悩んでいるのかと…","0"
"136","キャル","0","","0","0","106001","7","2","80003","分かってんじゃないのよ！？\nいっ、いや、違うけどね！\nあたしは別にそんなことで\n悩んでないわよっ？","0"
"137","カリン","1","","0","0","190801","3","2","80003","ふふっ…\nこういう時は、真心を込めて\n気持ちをそのまま口にしたら\nいいのではないでしょうか？","0"
"138","キャル","0","","0","0","106001","8","2","80003","気持ちを、ねぇ\nそれが一番難しいんじゃない…\nそもそも、あたしは記念日とか\n別にどうだっていいし","0"
"139","キャル","0","","0","0","106001","9","2","80003","…まあ、ペコリーヌもコロ助も\nやけに楽しそうだったから…\nこういうお祭り騒ぎみたいなのも\nたまにはいいかな、とは思うけど","0"
"140","カリン","1","","0","0","190801","4","2","80003","なるほどなるほど～\nキャルさんは【美食殿】で祝う\n2.5周年を心から楽しみに\nしている、ということですね！","0"
"141","キャル","0","","0","0","106001","10","2","80003","はぁ！？\nどこ聞いたらそうなるのよ！\nあたしは別に楽しみになんか…！","0"
"142","カリン","1","","0","0","190801","5","2","80003","キャルさんの心からの想い\nみなさんにも伝わったでしょうか？\n私も2.5周年が楽しみです！\n以上、カリンがお伝えしました！","0"
"143","キャル","0","","0","0","106001","11","2","80003","心からの想いって何なのよ！？\n勝手に人の言葉を\n捻じ曲げんじゃないわよ！\nこのくそ眼鏡ーーーっ！","0"
"144","コッコロ","0","","0","0","105901","6","3","80003","ペコリーヌさま、もうすぐ\n記念日でございますね\nこういった節目というのは\n感慨深いものでございます","0"
"145","ペコリーヌ","1","","0","0","105801","5","3","80003","色んな思い出が蘇ってきますね！\n楽しい出来事が\nいっぱいありました♪","0"
"146","コッコロ","0","","0","0","105901","7","3","80003","はい、そうでございますね\n主さまも【美食殿】の活動の他にも\nいろんなご経験をされたと\n聞いておりますよ","0"
"147","コッコロ","0","","0","0","105901","8","3","80003","たしか…ランドソルで話題沸騰と\nなっていた、魔法少女なるものに\nお会いになられたとか","0"
"148","ペコリーヌ","1","","0","0","105801","6","3","80003","魔法少女って、あの美味しくって\n栄養たっぷりの大ヒット商品\n『魔法少女ソーセージ』の箱に\n描いてある女の子のことですか！？","0"
"149","ペコリーヌ","1","","0","0","105801","7","3","80003","あのソーセージ\n美味しいんですよね～♪\nわたしもたっくさん食べてますよ！","0"
"150","コッコロ","0","","0","0","105901","9","3","80003","あとは、牧場に素敵な温泉が\n出来たとか…","0"
"151","ペコリーヌ","1","","0","0","105801","8","3","80003","牧場ですか！？　温泉につかって\nチーズもオツですね～♪　考えた\nだけでよだれが出ちゃいそうです！\nやばいですね☆","0"
"152","コッコロ","0","","0","0","105901","10","3","80003","ペコリーヌさま\n言ってるそばからよだれが…\n今お拭きしますね。ふき、ふき","0"
"153","ペコリーヌ","1","","0","0","105801","9","3","80003","えへへ、ありがとうございます\nコッコロちゃん！","0"
"154","コッコロ","0","","0","0","105901","11","3","80003","それにしても、主さまは\n【美食殿】の一員として様々な\n美食と出会われていたのですね\nわたくし、感服いたしました","0"
"155","ペコリーヌ","1","","0","0","105801","10","3","80003","これからもたくさん冒険をして\nめいっぱい美食を\n味わい尽くしましょうね！","0"
"156","ペコリーヌ","0","","0","0","105801","11","4","80003","2.5周年カウントダウン♪\nキャルちゃんキャルちゃん！\nわくわくしますね☆","0"
"157","キャル","1","","0","0","106001","12","4","80003","あぁもう、うるさいわね～\nまだまだ先でしょ？\nちょっとは落ち着きなさいよ","0"
"158","ペコリーヌ","0","","0","0","105801","12","4","80003","キャルちゃんだって最近\nソワソワしてるじゃないですか～\nさっきもご機嫌そうに鼻歌とか\n歌ってましたよね？","0"
"159","キャル","1","","0","0","106001","13","4","80003","なっ…！　き、聞いてたの！？\nじゃない、歌ってないわよ！？\nあんたいい加減なこと言うと\nぶっ殺すわよ！？","0"
"160","ペコリーヌ","0","","0","0","105801","13","4","80003","えっへへ～♪\nわたしは最近のキャルちゃんが\nもっともっと大好きですよ♪\nすごく積極的になりましたよね！","0"
"161","キャル","1","","0","0","106001","14","4","80003","…積極的？\nなんの話よ？","0"
"162","ペコリーヌ","0","","0","0","105801","14","4","80003","またまた～♪\nアイドルを目指そうとしたこと\n忘れちゃったんですか？","0"
"163","ペコリーヌ","0","","0","0","105801","15","4","80003","ムーサの町で\nきゃるきゃる～ん☆　って！","0"
"164","キャル","1","","0","0","106001","15","4","80003","あっ…！？　ちちち違うわよっ！\nあれは操られてただけで\nあたしはアイドルなんか\n目指してないっての！！","0"
"165","ペコリーヌ","0","","0","0","105801","16","4","80003","本当に本当ですか？\nわたし、キャルちゃんとっても\n乗り気だなって\n思ってたんですけど～","0"
"166","キャル","1","","0","0","106001","16","4","80003","まぁ、悪くはなかったけど…って\nだ、だから目指してないって\n言ってるでしょ！！\nなんてこと思い出させんのよ！？","0"
"167","キャル","1","","0","0","106001","17","4","80003","ああ…ダメだわ…\nもう殺すしかない…\n2.5周年が来る前に\n記憶ごと消し去ってやるー！","0"
"168","キャル","0","","0","0","106001","18","5","80003","2.5周年まであと10日…\nふ～ん？\n案外早いもんね？","0"
"169","コッコロ","1","","0","0","105901","12","5","80003","そうでございますね…\nその日のためにやるべきことは\nまだまだございます\n気を引き締めねばなりません…！","0"
"170","キャル","0","","0","0","106001","19","5","80003","やる気十分ねコロ助…\nそんな気負ってるとしんどいわよ？\nお気楽にやりましょ？","0"
"171","コッコロ","1","","0","0","105901","13","5","80003","キャルさま…\nありがとうございます\nキャルさまは本当に\n優しいおかたです","0"
"172","キャル","0","","0","0","106001","20","5","80003","な、なにわけの分かんないこと\n言ってんのよ…\nあたしは優しくなんかないっての","0"
"173","コッコロ","1","","0","0","105901","14","5","80003","そんなことはございません\n…あの、実はわたくし\nキャルさまに\nひとつお願いがございまして","0"
"174","キャル","0","","0","0","106001","21","5","80003","お願い？　珍しいわね\nコロ助がそんなこと言うなんて\n…まあ、あたしに出来ることなら\n別にいいけど","0"
"175","コッコロ","1","","0","0","105901","15","5","80003","ありがとうございます\n実は記念日へ向けて\n『かくし芸』というものを\n用意してみようかと思いまして","0"
"176","キャル","0","","0","0","106001","22","5","80003","かくし芸？","0"
"177","コッコロ","1","","0","0","105901","16","5","80003","はい。きゃるきゃる～ん☆　を\n参考に、ころころ～ん☆　という\nご挨拶を考えてみたのですが\nポーズがうまくいかなくて…","0"
"178","キャル","0","","0","0","106001","23","5","80003","～～！！　ちょっと褒められて\nいい気になって損したわ！！\nふざけんなふざけんな\nふ～ざ～け～ん～な～っ！！","0"
