2006e17b97fc830c12927fcd66cce3c4c3f9a125ecde2fa3f8e10509151de541,d991fa60388179c14da16a3d88b3743d323a0e037e761076666a663f9219667d,5b6d2d61c75af5b3120c52d5ab00b8c55275ba821c222d42efc5a04c55a9b9e8,2083a59d5e7962d52e43b63ec51796b3c462e9142f1e0aee6050bcf61fd6ef19,c1f9550a7db1dccdba70443808b847ce4a2322cff1b49917fe5a7b7f4f40eecc,1010742e93ce50abca79460357a29065de4f9b9c05c0722ad4cfff9db1802f5c,29d6b6995dd2886e99fffbdc9d1fb4a41a7103c9416bbcd0402788317941c198,9a7ddf61e9a8d053908bf8d31fa240d67e03e3d86ad5746097caef88395418bd,cb5d202da12cf2ed514fbe6718fb19d56a37f93d324f2dd7658483a7d8a034d5,3bd3472c6b25098fce12d6189b9d778f622127ab07a5af44b9c526f6588d90cc,be0c8877705cecd7940eb62161ebd7b8a7c918ae2426f1bc6f8e4acb20b2d9e5,aa47fe946a5d1754c9ccb7493a5176d5c1a311c74123b0f8b444f11f1da2e51c,44744538ffc296243488c82656703c766e189cf791d81c291ff17b12ec6d9788,905f7018c6202580153c2c4996c536f731da13eff665a76886cf699cf4beaba0
"20015201","0","0","0","0","201","20015","0","bgm_M237","1","bgm_M237","サンレインビーチ","0","0"
"20016101","0","0","0","0","201","20016","150","bgm_M245","1","bgm_M245_02","マホマホ王国避暑地？","0","0"
"20016201","0","0","0","0","201","20016","0","bgm_M245","1","bgm_M245_02","マホマホ王国避暑地？","0","0"
"20017101","0","1","0","0","201","20017","70","bgm_M254","1","bgm_M254","聖テレサ女学院","0","0"
"20017201","0","0","0","0","201","20017","0","bgm_M254","1","bgm_M254","聖テレサ女学院","0","0"
"20018101","0","1","0","0","201","20018","0","bgm_M265","1","bgm_M265_Top","テラーハウス周辺","0","0"
"20018102","0","2","1","0","201","20018","0","bgm_M265","1","bgm_M265_Top","ゴーストグレイヴ","0","202"
"20018201","0","1","0","0","201","20018","0","bgm_M265","1","bgm_M265_Top","ゴーストグレイヴ","0","0"
"20019101","0","0","0","0","201","20019","90","bgm_M273","1","bgm_M273","エルピス島 開拓キャンプ一帯","0","0"
"20019201","0","0","0","0","201","20019","0","bgm_M273","1","bgm_M273","エルピス島 開拓キャンプ一帯","0","0"
"20020101","0","1","0","0","201","20020","0","bgm_M281","1","bgm_M281","王都ランドソル 郊外","0","0"
"20020102","0","2","0","11","201","20020","0","bgm_M281","1","bgm_M281","王都ランドソル 中央広場","0","0"
"20020201","0","1","0","0","201","20020","0","bgm_M281","1","bgm_M281","王都ランドソル 中央広場","0","0"
"20021101","0","1","0","0","201","20021","30","bgm_M294","1","bgm_M294","ギルドレース　１区→２区","0","0"
"20021102","0","2","0","0","201","20021","30","bgm_M294","1","bgm_M294","ギルドレース　３区→４区","0","0"
"20021201","0","1","0","0","201","20021","0","bgm_M294","1","bgm_M294","ギルドレース　３区→４区","0","0"
"20022101","0","1","0","0","201","20022","87","bgm_M316","1","bgm_M316","王都ランドソル","0","0"
"20022201","0","1","0","0","201","20022","0","bgm_M316","1","bgm_M316","王都ランドソル","0","0"
"20023101","0","1","0","0","201","20023","45","bgm_M343","1","bgm_M343","聖テレサ女学院","0","0"
"20023201","0","0","0","0","201","20023","0","bgm_M343","1","bgm_M343","聖テレサ女学院","0","0"
"20024101","0","1","0","0","201","20024","0","bgm_M351","1","bgm_M351","エリザベスパーク","0","0"
"20024102","0","2","0","0","201","20024","0","bgm_M351","1","bgm_M351","王都ランドソル","0","0"
"20024103","0","3","0","0","201","20024","0","bgm_M351","1","bgm_M351","エリザベスパーク","0","0"
"20024201","0","1","0","0","201","20024","0","bgm_M351","1","bgm_M351","エリザベスパーク","0","0"
"20025101","0","0","0","0","201","20025","200","bgm_M375","1","bgm_M375","不思議の国","0","0"
"20025201","0","0","0","0","201","20025","100","bgm_M375","1","bgm_M375","不思議の国","0","0"
"20026101","0","1","0","0","201","20026","90","bgm_M380A","1","bgm_M380A","ウィッシュビーチ周辺","0","0"
"20026102","0","2","0","0","201","20026","0","bgm_M380B","1","bgm_M380B_02","星降る天の川","0","0"
"20026201","0","0","0","0","201","20026","0","bgm_M380B","1","bgm_M380B_02","星降る天の川","0","0"
"20027101","0","0","0","0","201","20027","115","bgm_M393","1","bgm_M393","ビーチボールパーク","0","0"
"20027201","0","0","0","0","201","20027","0","bgm_M393","1","bgm_M393","ビーチボールパーク","0","0"
"20028101","0","1","0","0","201","20028","80","bgm_M403","1","bgm_M403","王都ランドソル","0","0"
"20028201","0","1","0","0","201","20028","0","bgm_M403","1","bgm_M403","王都ランドソル","0","0"
"20029101","0","0","0","0","201","20029","128","bgm_M413","1","bgm_M413","ハロウィンパーク","0","0"
"20029201","0","0","0","0","201","20029","0","bgm_M413","1","bgm_M413","ハロウィンパーク","0","0"
"20030101","0","1","0","0","201","20030","80","bgm_M421","1","bgm_M421","王都ランドソル","0","0"
"20030201","0","1","0","0","201","20030","0","bgm_M421","1","bgm_M421","王都ランドソル","0","0"
"20031101","0","1","0","0","201","20031","60","bgm_M426","1","bgm_M426","デビュタント・シャングリ・ラ会場","0","0"
"20031201","0","1","0","0","201","20031","0","bgm_M426","1","bgm_M426","デビュタント・シャングリ・ラ会場","0","0"
"20032101","0","1","0","0","201","20032","100","bgm_M435","1","bgm_M435","港町・オーマ","0","0"
"20032201","0","1","0","0","201","20032","0","bgm_M435","1","bgm_M435","港町・オーマ","0","0"
"20033101","0","1","0","0","201","20033","70","bgm_M442A","1","bgm_M442A","ランドソル近郊","0","0"
"20033201","0","0","0","0","201","20033","0","bgm_M442A","1","bgm_M442A","ランドソル近郊","0","0"
"20034101","0","0","0","0","201","20034","25","bgm_M442B","1","bgm_M442B","エルフの里　清らかな森","0","0"
"20034201","0","0","0","0","201","20034","0","bgm_M442B","1","bgm_M442B","エルフの里　清らかな森","0","0"
"20035101","0","1","0","0","201","20035","0","bgm_M451","1","bgm_M451","ランドソル近郊","0","0"
"20035102","0","2","0","0","201","20035","0","bgm_M451","1","bgm_M451","辺境の地","0","0"
"20035201","0","0","0","0","201","20035","0","bgm_M451","1","bgm_M451","辺境の地","0","0"
"20036101","0","1","0","0","201","20036","91","bgm_M457","1","bgm_M457","聖テレサ女学院 聖学祭会場","0","0"
"20036201","0","0","0","0","201","20036","0","bgm_M457","1","bgm_M457","聖テレサ女学院 聖学祭会場","0","0"
"20037101","0","1","0","0","201","20037","90","bgm_M467","1","bgm_M467","異時間軸のランドソル","0","0"
"20037102","0","2","0","0","201","20037","0","bgm_M467","1","bgm_M467","タイムトンネル","0","0"
"20037201","0","0","0","0","201","20037","0","bgm_M467","1","bgm_M467","タイムトンネル","0","0"
"20038101","0","1","0","0","201","20038","0","bgm_M478","1","bgm_M478_Lofi","おもちゃ工場","40","0"
"20038102","0","2","0","0","201","20038","0","bgm_M478","1","bgm_M478_Lofi","王都ランドソル","0","0"
"20038201","0","0","0","0","201","20038","0","bgm_M478","1","bgm_M478_Lofi","王都ランドソル","0","0"
"20039101","0","1","0","0","201","20039","0","bgm_M486","1","bgm_M486","王都ランドソル","0","0"
"20039102","0","2","0","0","201","20039","58","bgm_M486","1","bgm_M486","とある無人島","0","0"
"20039103","0","3","0","0","201","20039","0","bgm_M486","1","bgm_M486","王都ランドソル","0","0"
"20039201","0","0","0","0","201","20039","0","bgm_M486","1","bgm_M486","王都ランドソル","0","0"
"20040101","0","1","0","0","201","20040","100","bgm_M496","1","bgm_M496","カルミナサマーライブ会場","0","0"
"20040201","0","0","0","0","201","20040","0","bgm_M496","1","bgm_M496","カルミナサマーライブ会場","0","0"
"20041101","0","1","0","0","201","20041","0","bgm_M508","1","bgm_M508","王都ランドソル","0","0"
"20041102","0","2","0","0","201","20041","45","bgm_M508","1","bgm_M508","オーエド町","0","0"
"20041201","0","0","0","0","201","20041","0","bgm_M508","1","bgm_M508","オーエド町","0","0"
"20042101","0","1","0","0","201","20042","128","bgm_M520","1","bgm_M520","王都ランドソル","0","0"
"20042102","0","2","0","0","201","20042","0","bgm_M520","1","bgm_M520","王都ランドソル","0","0"
"20042201","0","1","0","31","201","20042","0","bgm_M520","1","bgm_M520","王都ランドソル","0","0"
"20043101","0","1","0","0","201","20043","40","bgm_M527","1","bgm_M527","王都ランドソル","0","0"
"20043102","0","2","0","0","201","20043","0","bgm_M527","1","bgm_M527","ランドソル近郊","0","0"
"20043201","0","0","0","0","201","20043","0","bgm_M527","1","bgm_M527","ランドソル近郊","0","0"
"20044101","0","1","0","0","201","20044","70","bgm_M536","1","bgm_M536","スイーツコンテスト会場","0","0"
"20044201","0","0","0","0","201","20044","0","bgm_M536","1","bgm_M536","スイーツコンテスト会場","0","0"
"20045101","0","1","0","0","201","20045","0","bgm_M543","1","bgm_M543","ランドソル近郊","0","0"
"20045102","0","2","0","0","201","20045","0","bgm_M543","1","bgm_M543","港町・オーマ","0","0"
"20045103","0","3","0","0","201","20045","0","bgm_M543","1","bgm_M543","タパスビーチ周辺","0","0"
"20045104","0","4","0","0","201","20045","0","bgm_M543","1","bgm_M543","ガストロス山","0","0"
"20045201","0","0","0","0","201","20045","0","bgm_M543","1","bgm_M543","ガストロス山","0","0"
"20046101","0","1","0","0","201","20046","0","bgm_M552","1","bgm_M552_03","王都ランドソル","0","0"
"20046102","0","2","0","0","201","20046","0","bgm_M552","1","bgm_M552_03","ランドソル近郊","0","0"
"20046103","0","3","0","0","201","20046","0","bgm_M552","1","bgm_M552_03","イリス樹海","0","0"
"20046104","0","4","0","0","201","20046","0","bgm_M552","1","bgm_M552_03","フローラ湖畔","0","0"
"20046201","0","0","0","0","201","20046","0","bgm_M552","1","bgm_M552_03","フローラ湖畔","0","0"
"20047101","0","1","0","0","201","20047","40","bgm_M553","1","bgm_M553","王都ランドソル","0","0"
"20047102","0","2","0","0","201","20047","0","bgm_M553","1","bgm_M553","世界と世界の狭間","0","0"
"20047201","0","0","0","0","201","20047","0","bgm_M553","1","bgm_M553","世界と世界の狭間","0","0"
"20048101","0","1","0","0","201","20048","0","bgm_M565","1","bgm_M565","サレンディア救護院内","0","0"
"20048102","0","2","0","0","201","20048","0","bgm_M565","1","bgm_M565","エリザベスパーク　牧場温泉","0","0"
"20048201","0","0","0","0","201","20048","0","bgm_M565","1","bgm_M565","エリザベスパーク　牧場温泉","0","0"
"20049101","0","1","0","0","201","20049","0","bgm_M574","1","bgm_M574","ランドソル郊外","0","0"
"20049102","0","2","0","0","201","20049","0","bgm_M574","1","bgm_M574","カジノホール","0","0"
"20049201","0","0","0","0","201","20049","0","bgm_M574","1","bgm_M574","カジノホール","0","0"
"20050101","0","1","0","0","201","20050","0","bgm_M582","1","bgm_M582","呪われた海賊島","0","0"
"20050201","0","0","0","0","201","20050","0","bgm_M582","1","bgm_M582","呪われた海賊島","0","0"
"20051101","0","1","0","0","201","20051","128","bgm_M595","1","bgm_M595","キャンピングフィールド","0","0"
"20051201","0","0","0","0","201","20051","0","bgm_M595","1","bgm_M595","キャンピングフィールド","0","0"
"20052101","0","1","0","0","201","20052","0","bgm_M601","1","bgm_M601","王都ランドソル","0","0"
"20052102","0","2","0","0","201","20052","80","bgm_M601","1","bgm_M601","サマーゲームリゾート","0","0"
"20052201","0","0","0","0","201","20052","0","bgm_M601","1","bgm_M601","サマーゲームリゾート","0","0"
"20053101","0","1","0","0","201","20053","0","bgm_M608","1","bgm_M608","ちいさな出会いの海岸","0","0"
"20053102","0","2","0","0","201","20053","0","bgm_M608","1","bgm_M608","リトルリリカル秘密基地近辺","0","0"
"20053103","0","3","0","0","201","20053","0","bgm_M608","1","bgm_M608","ちいさな出会いの海岸","0","0"
"20053201","0","0","0","0","201","20053","0","bgm_M608","1","bgm_M608","ちいさな出会いの海岸","0","0"
"20054101","0","1","0","0","201","20054","0","bgm_M618","1","bgm_M618","最果てを目指す旅路","0","0"
"20054102","0","2","0","0","201","20054","30","bgm_M618","1","bgm_M618","世界の果ての森","0","0"
"20054201","0","0","0","0","201","20054","0","bgm_M618","1","bgm_M618","世界の果ての森","0","0"
"20055101","0","1","0","0","201","20055","115","bgm_M623","1","bgm_M623","ランフェス会場","0","0"
"20055201","0","1","0","0","201","20055","0","bgm_M623","1","bgm_M623","ランフェス会場","0","0"
"20056101","0","1","0","0","201","20056","0","bgm_M630","1","bgm_M630","王都ランドソル","0","0"
"20056102","0","2","0","0","201","20056","30","bgm_M630","1","bgm_M630","和平活動の道のり","0","0"
"20056201","0","0","0","0","201","20056","0","bgm_M630","1","bgm_M630","和平活動の道のり","0","0"
"20057101","0","1","0","11","201","20057","110","bgm_M638","1","bgm_M638","ランドソル 繁華街","0","0"
"20057201","0","0","0","0","201","20057","0","bgm_M638","1","bgm_M638","ランドソル 繁華街","0","0"
"20058101","0","1","0","0","201","20058","45","bgm_M647","1","bgm_M647","オーエド町","0","0"
"20058201","0","0","0","0","201","20058","0","bgm_M647","1","bgm_M647","オーエド町","0","0"
"20059101","0","1","0","0","201","20059","85","bgm_M659","1","bgm_M659","王都ランドソル 女神の祭典","0","0"
"20059201","0","1","0","0","201","20059","0","bgm_M659","1","bgm_M659","王都ランドソル 女神の祭典","0","0"
"20060101","0","1","0","0","201","20060","0","bgm_M660","1","bgm_M660","王都ランドソル 女神の祭典","0","0"
"20060102","0","2","0","0","201","20060","0","bgm_M660","1","bgm_M660","追想の楽園","0","0"
"20060201","0","0","0","0","201","20060","0","bgm_M660","1","bgm_M660","追想の楽園","0","0"
"20061101","0","1","0","0","201","20061","108","bgm_M668","1","bgm_M668","ランドソル 市街地","0","0"
"20061201","0","1","0","0","201","20061","0","bgm_M668","1","bgm_M668","ランドソル 市街地","0","0"
"20062101","0","1","0","0","201","20062","128","bgm_MC017","1","bgm_MC017","レンジャー合宿所周辺","0","0"
"20062201","0","0","0","0","201","20062","0","bgm_MC017","1","bgm_MC017","レンジャー合宿所周辺","0","0"
"20063101","0","1","0","0","201","20063","0","bgm_MC026","1","bgm_MC026","フリーマーケット会場","0","0"
"20063102","0","2","0","0","201","20063","110","bgm_MC026","1","bgm_MC026","叡智の森周辺","0","0"
"20063201","0","0","0","0","201","20063","0","bgm_MC026","1","bgm_MC026","叡智の森周辺","0","0"
"20064101","0","1","0","0","201","20064","45","bgm_MC036","1","bgm_MC036","魔族の街","0","0"
"20064201","0","0","0","0","201","20064","0","bgm_MC036","1","bgm_MC036","魔族の街","0","0"
"20065101","0","1","0","0","201","20065","0","bgm_MC046","1","bgm_MC046","ランドソル近郊","0","0"
"20065102","0","2","0","0","201","20065","110","bgm_MC046","1","bgm_MC046","夏のオーマ","0","0"
"20065201","0","1","0","0","201","20065","0","bgm_MC046","1","bgm_MC046","夏のオーマ","0","0"
"20066101","0","1","0","0","201","20066","0","bgm_MC056","1","bgm_MC056","ヴィ・ランドソル","0","0"
"20066102","0","2","0","0","201","20066","110","bgm_MC056","1","bgm_MC056","ヴィ・ランドソル","0","0"
"20066201","0","1","0","0","201","20066","0","bgm_MC056","1","bgm_MC056","ヴィ・ランドソル","0","0"
"20067101","0","1","0","0","201","20067","85","bgm_MC110","1","bgm_MC110_02","赤く染まりしランドソル","0","0"
"20067201","0","1","0","0","201","20067","0","bgm_MC110","1","bgm_MC110_02","赤く染まりしランドソル","0","0"
"20068101","0","1","0","0","201","20068","85","bgm_MC111","1","bgm_MC111","黒き薔薇が咲く場所へ","0","0"
"20068201","0","0","0","0","201","20068","0","bgm_MC111","1","bgm_MC111","黒き薔薇が咲く場所へ","0","0"
"20069101","0","1","0","0","201","20069","128","bgm_MC063","1","bgm_MC063","アンブローズ魔法学園","0","0"
"20069201","0","0","0","0","201","20069","0","bgm_MC063","1","bgm_MC063","アンブローズ魔法学園","0","0"
"20070101","0","1","0","0","201","20070","128","bgm_MC075","1","bgm_MC075","砂漠の国　サラサリア周辺","0","0"
"20070201","0","0","0","0","201","20070","0","bgm_MC075","1","bgm_MC075","砂漠の国　サラサリア周辺","0","0"
"20071101","0","1","0","0","201","20071","0","bgm_MC082","1","bgm_MC082","王都ランドソル","0","0"
"20071201","0","0","0","0","201","20071","0","bgm_MC082","1","bgm_MC082","王都ランドソル","0","0"
"20072101","0","1","0","0","201","20072","50","bgm_MC091","1","bgm_MC091","ランドソル 繁華街","0","0"
"20072201","0","0","0","0","201","20072","0","bgm_MC091","1","bgm_MC091","ランドソル 繁華街","0","0"
"20073101","0","1","0","0","201","20073","0","bgm_MC099","1","bgm_MC099","エルフの森周辺","0","0"
"20073102","0","2","0","0","201","20073","0","bgm_MC099","1","bgm_MC099","大晦日の王都ランドソル","0","0"
"20073201","0","0","0","0","201","20073","0","bgm_MC099","1","bgm_MC099","大晦日の王都ランドソル","0","0"
"20074101","0","1","0","0","201","20074","0","bgm_MC124","1","bgm_MC124","テミス銀嶺","0","0"
"20074102","0","2","0","0","201","20074","0","bgm_MC124","1","bgm_MC124","聖テレサ女学院","0","0"
"20074201","0","0","0","0","201","20074","0","bgm_MC124","1","bgm_MC124","聖テレサ女学院","0","0"
