ff80bd9b577782b84be922c748c3cebda2d5802d7e91c9d85c0565585cc7f742,641b51c3cdf6282d17e01050e445b77a00051b29adc606b7e06a2b357978b356,a54b258f14ac7035e63d47f1c0e5133ae2fe104a763bc6f502f0ef35aa5c1e75,7d5df75225b6a9e77c235ef2ed535bdd191cbb985895f08f644cfff55f857f78,f3a81f179ebfc03c6a700d1e133182be9280d563936da3f64310b1b8c0c1720d,0499bf6bf245bf4210e84396ac10c744906221cd415b8a03e94b9998ee5c7a2d,8623bc655a14b6062d84996e0a7398efa64900097361d7856fb701ed4fc52420,942f65eb6a9fb7cf4d488b967700b259abf62e1289981ff235805ba14149f12a,7324b64ab55fb6976e3738a36c1cb87766a77f9015ca5a531184c4ad52eb7878,73843df5b2fb7e9d956f0c8481df9862b407e19461d2ac18f820d8ba121d86a4,39dc3df6291b8ebd22eeb07bdbb7d8be921710718132f5322ea63d5e90a51968,aa604b23067767fa67f4b8493133ba9962839037c744c94f588af954ba4a3c93,b5c06a3edeaace37b28feaea3cc53160e88ac8e196023343fdea9b0cab58133d,8780c16bceba50a73ef887705151aa17c819f2991590af3605a21f35808a2968,c25c7dc5cd682ac0b2cd605f2089704083df534972aa8dcf196bff1db622aa35,0619d8ef6910fbea40766f09989acb3a9ebc76ff259787bb7d8e088c71f83f26
"デイリージュエルパック{1}日目のアイテムセット","1","57","104","0","0","2","3","2000","17001001","0","デイリージュエルパック未受け取り分のジュエル","403","2","0","30"
"","0","58","103","3","0","1","3","0","0","0","","0","1","1","7"
"","0","59","103","3","0","1","3","0","0","0","","0","1","1","30"
"","3","71","0","0","9421","4","0","0","0","0","","0","0","0","0"
"","4","72","0","0","9422","4","0","0","0","0","","0","0","0","0"
"","5","73","0","0","9423","4","0","0","0","0","","0","0","0","0"
"","6","74","0","0","9424","4","0","0","0","0","","0","0","0","0"
"","7","75","0","0","9425","4","0","0","0","0","","0","0","0","0"
"","8","76","0","0","9426","4","0","0","0","0","","0","0","0","0"
"","10","77","0","0","9427","4","0","0","0","0","","0","0","0","0"
"","11","78","0","0","9428","4","0","0","0","0","","0","0","0","0"
"","16","79","0","0","9429","4","0","0","0","0","","0","0","0","0"
"","17","80","0","0","9430","4","0","0","0","0","","0","0","0","0"
"","19","81","908","0","9319","5","0","0","0","0","","0","0","0","0"
"","20","82","908","0","9319","5","0","0","0","0","","0","0","0","0"
"","21","83","0","0","9431","6","0","0","0","0","","0","0","0","0"
"","22","84","0","0","9431","6","0","0","0","0","","0","0","0","0"
"","23","85","908","0","9319","5","0","0","0","0","","0","0","0","0"
"7日間スタミナ応援パック{1}日目のアイテムセット","2","86","103","1","9402","3","0","0","17001002","2","","405","3","0","7"
"デイリージュエルパック{1}日目のアイテムセット","1","87","104","0","0","2","3","2000","17001001","1","デイリージュエルパック未受け取り分のジュエル","403","2","0","30"
"","0","88","103","3","0","1","3","0","0","0","","0","1","1","7"
"","0","89","103","3","0","1","3","0","0","0","","0","1","1","30"
"","3","101","0","0","9421","4","0","0","0","0","","0","0","0","0"
"","4","102","0","0","9422","4","0","0","0","0","","0","0","0","0"
"","5","103","0","0","9423","4","0","0","0","0","","0","0","0","0"
"","6","104","0","0","9424","4","0","0","0","0","","0","0","0","0"
"","7","105","0","0","9425","4","0","0","0","0","","0","0","0","0"
"","8","106","0","0","9426","4","0","0","0","0","","0","0","0","0"
"","10","107","0","0","9427","4","0","0","0","0","","0","0","0","0"
"","11","108","0","0","9428","4","0","0","0","0","","0","0","0","0"
"","16","109","0","0","9429","4","0","0","0","0","","0","0","0","0"
"","17","110","0","0","9430","4","0","0","0","0","","0","0","0","0"
"","24","111","0","0","9432","6","0","0","0","0","","0","0","0","0"
"","25","112","0","0","9432","6","0","0","0","0","","0","0","0","0"
"","26","113","908","0","9319","5","0","0","0","0","","0","0","0","0"
"","27","114","0","0","9319","7","0","0","0","3","","0","0","0","0"
"","28","115","908","0","9319","5","0","0","0","0","","0","0","0","0"
"","29","116","0","0","9433","6","0","0","0","17","","0","0","0","0"
"","30","117","0","0","9432","6","0","0","0","0","","0","0","0","0"
"","31","118","908","0","9319","5","0","0","0","0","","0","0","0","0"
"","32","119","908","0","9319","5","0","0","0","0","","0","0","0","0"
"","33","120","0","0","9434","6","0","0","0","0","","0","0","0","0"
"","34","121","0","0","9432","6","0","0","0","0","","0","0","0","0"
"","35","122","0","0","9435","6","0","0","0","0","","0","0","0","0"
"","36","123","0","0","9435","6","0","0","0","0","","0","0","0","0"
"","37","124","0","0","9435","6","0","0","0","0","","0","0","0","0"
"","38","125","0","0","9435","6","0","0","0","0","","0","0","0","0"
"","39","126","0","0","9435","6","0","0","0","0","","0","0","0","0"
"","40","127","908","0","9319","5","0","0","0","0","","0","0","0","0"
"","41","128","0","0","9434","6","0","0","0","0","","0","0","0","0"
"","42","129","0","0","9432","6","0","0","0","0","","0","0","0","0"
"","43","130","0","0","9437","6","0","0","0","0","","0","0","0","0"
"","44","131","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","45","132","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","46","133","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","47","134","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","48","135","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","49","136","0","0","9438","6","0","0","0","19","","0","0","0","0"
"","50","137","0","0","9439","6","0","0","0","501","","0","0","0","0"
"","51","138","908","0","9440","5","0","0","0","0","","0","0","0","0"
"","52","139","0","0","9441","6","0","0","0","206","","0","0","0","0"
"","53","140","908","0","9319","5","0","0","0","0","","0","0","0","0"
"","54","141","0","0","9432","6","0","0","0","0","","0","0","0","0"
"","55","142","0","0","9434","6","0","0","0","0","","0","0","0","0"
"","56","143","0","0","9437","6","0","0","0","0","","0","0","0","0"
"","57","144","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","58","145","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","59","146","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","60","147","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","61","148","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","62","149","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","63","150","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","64","151","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","65","152","0","0","9438","6","0","0","0","18","","0","0","0","0"
"","66","153","908","0","9442","5","0","0","0","0","","0","0","0","0"
"","67","154","908","0","9440","5","0","0","0","0","","0","0","0","0"
"","68","155","0","0","9441","6","0","0","0","0","","0","0","0","0"
"","69","156","0","0","9443","6","0","0","0","301","","0","0","0","0"
"","70","157","0","0","9433","6","0","0","0","16","","0","0","0","0"
"","71","158","0","0","9434","6","0","0","0","0","","0","0","0","0"
"","72","159","0","0","9437","6","0","0","0","0","","0","0","0","0"
"","73","160","0","0","9444","6","0","0","0","302","","0","0","0","0"
"","74","161","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","75","162","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","76","163","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","77","164","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","78","165","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","79","166","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","80","167","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","81","168","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","82","169","908","0","9440","5","0","0","0","0","","0","0","0","0"
"","83","170","0","0","9441","6","0","0","0","0","","0","0","0","0"
"","84","171","0","0","9438","6","0","0","0","19","","0","0","0","0"
"","85","172","0","0","9434","6","0","0","0","0","","0","0","0","0"
"","86","173","0","0","9437","6","0","0","0","0","","0","0","0","0"
"","87","174","0","0","9445","6","0","0","0","0","","0","0","0","0"
"","88","175","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","89","176","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","90","177","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","91","178","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","92","179","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","93","180","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","94","181","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","95","182","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","96","183","0","0","9446","6","0","0","0","18","","0","0","0","0"
"","97","187","0","0","9447","6","0","0","0","205","","0","0","0","0"
"","98","188","0","0","9447","6","0","0","0","204","","0","0","0","0"
"","99","189","0","0","9448","6","0","0","0","0","","0","0","0","0"
"","101","191","908","0","9440","5","0","0","0","0","","0","0","0","0"
"","102","192","0","0","9441","6","0","0","0","0","","0","0","0","0"
"","103","193","0","0","9438","6","0","0","0","17","","0","0","0","0"
"","104","194","0","0","9434","6","0","0","0","0","","0","0","0","0"
"","105","195","0","0","9437","6","0","0","0","0","","0","0","0","0"
"","106","196","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","107","197","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","108","198","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","109","199","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","110","200","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","111","201","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","112","202","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","113","203","0","0","9436","6","0","0","0","0","","0","0","0","0"
"","114","204","0","0","9439","6","0","0","0","502","","0","0","0","0"
"","115","205","0","0","9447","6","0","0","0","203","","0","0","0","0"
"","116","206","0","0","9447","6","0","0","0","202","","0","0","0","0"
"30日間 キャンペーンパック","117","208","0","0","9450","10","0","0","0","0","","0","6","0","30"
"","118","211","0","0","9449","6","0","0","0","0","","0","4","0","0"
"マンスリーテーマパック「深域クエスト」","119","212","130","0","9449","8","0","0","17001003","0","","405","4","1","30"
"マンスリーテーマパック「究極錬成」","120","213","512","0","9449","9","0","0","0","3","","0","4","1","0"
"","121","214","0","0","9451","6","0","0","0","2","","0","0","0","0"
"","122","217","0","0","9451","6","0","0","0","1","","0","0","0","0"
"マンスリーテーマパック「黎明界ラビリンス」","123","218","0","0","9449","6","0","0","0","101","","0","4","0","0"
"","124","219","0","0","9451","6","0","0","0","11","","0","0","0","0"
"","125","222","0","0","9449","6","0","0","0","101","","0","0","0","0"
"","126","223","0","0","9440","6","0","0","0","11","","0","0","0","0"
"","127","225","0","0","9526","6","0","0","0","12","","0","0","0","0"
"","128","226","0","0","9440","6","0","0","0","11","","0","0","0","0"
"","129","227","0","0","9441","6","0","0","0","13","","0","0","0","0"
"","130","228","0","0","9438","6","0","0","0","14","","0","0","0","0"
"","131","229","0","0","9525","6","0","0","0","15","","0","0","0","0"
"","132","230","0","0","9437","6","0","0","0","16","","0","0","0","0"
"","133","234","0","0","9447","6","0","0","0","201","","0","0","0","0"
"マンスリーテーマパック「専用装備１」","134","237","0","0","9449","6","0","0","0","101","","0","4","0","0"
"","244","244","0","0","9526","6","0","0","0","13","","0","0","0","0"
"","245","245","0","0","9442","5","0","0","0","11","","0","0","0","0"
"","246","246","0","0","9440","5","0","0","0","12","","0","0","0","0"
"","247","247","0","0","9441","6","0","0","0","14","","0","0","0","0"
"","248","248","0","0","9433","6","0","0","0","15","","0","0","0","0"
"","249","249","0","0","9525","6","0","0","0","16","","0","0","0","0"
"","250","250","0","0","9437","6","0","0","0","17","","0","0","0","0"
"マンスリーテーマパック「コネクトRANK」","254","254","0","0","9449","6","0","0","0","101","","0","4","0","0"
"マンスリーテーマパック「追憶の戦域」アクセサリー交換セット","255","255","0","0","9449","6","0","0","0","101","","0","4","0","0"
"コネクトRANK強化応援スタミナパックA","256","256","0","0","9527","6","0","0","0","102","","0","4","0","0"
"コネクトRANK強化応援スタミナパックB","257","257","0","0","9527","6","0","0","0","103","","0","4","0","0"
"コネクトRANK強化応援スタミナパックC","258","258","0","0","9527","6","0","0","0","104","","0","4","0","0"
"マンスリーテーマパック「究極錬成」","259","259","512","0","9449","9","0","0","0","101","","0","4","1","0"
"","260","260","0","0","9440","5","0","0","0","11","","0","0","0","0"
"","261","261","0","0","9526","6","0","0","0","14","","0","0","0","0"
"","262","262","0","0","9441","6","0","0","0","15","","0","0","0","0"
"","263","263","0","0","9438","6","0","0","0","16","","0","0","0","0"
"","264","264","0","0","9525","6","0","0","0","17","","0","0","0","0"
"","265","265","0","0","9437","6","0","0","0","18","","0","0","0","0"
"","268","268","0","0","9527","6","0","0","0","12","","0","0","0","0"
"","269","269","0","0","9527","6","0","0","0","19","","0","4","0","0"
"","270","270","0","0","9527","5","0","0","0","3","","0","0","0","0"
"","272","272","0","0","9451","6","0","0","0","2","","0","0","0","0"
"","273","273","0","0","9451","6","0","0","0","1","","0","0","0","0"
"マンスリーテーマパック「黎明界ラビリンス」","274","274","0","0","9449","6","0","0","0","101","","0","4","0","0"
"マンスリーテーマパック「専用装備１」","275","275","0","0","9449","6","0","0","0","101","","0","4","0","0"
"マンスリーテーマパック「究極錬成」","276","276","512","0","9449","9","0","0","0","101","","0","4","1","0"
"","277","277","908","0","9440","5","0","0","0","11","","0","0","0","0"
"","278","278","0","0","9526","6","0","0","0","12","","0","0","0","0"
"","279","279","0","0","9441","6","0","0","0","13","","0","0","0","0"
"","280","280","0","0","9527","6","0","0","0","14","","0","0","0","0"
"","281","281","0","0","9527","6","0","0","0","14","","0","0","0","0"
"","282","282","0","0","9438","6","0","0","0","15","","0","0","0","0"
"","283","283","0","0","9525","6","0","0","0","16","","0","0","0","0"
"","284","284","0","0","9437","6","0","0","0","18","","0","0","0","0"
"マンスリーテーマパック「コネクトRANK」","288","288","0","0","9449","6","0","0","0","101","","0","4","0","0"
"マンスリーテーマパック「追憶の戦域」アクセサリー交換セット","289","289","0","0","9449","6","0","0","0","101","","0","4","0","0"
