3b7c36620f5571aba3750f62ef56f7dc28de9378d53805477682b3e0dd21f0f9,5ef70e2f41638b62e0460042f16988b68f018e45ec712c01097ac8483d5ff7c2,f1834c095ad0aaf5b81a0d5cdc4ae349317f75657849b4af2537dd1e079f8482,29f6a222ebef2e57512ae35edde185dea5fb26c32a33f946ea0727740dfbfa89,70b58dcd805a48c06b4e7f8ca2ae259fd80e4ad9ae767a3586fe68e418644dae,fe0efd859828790f703f94dc004afc726cd3932009695d5d0a2b299ecc9b0a86,0cfa6206f7938dfd04e1f375374f625f2735f0ff3d4b0e2e024357a0f1612871,625e962453b8bc06e1a8906bd9b4d9b4a9a5639df8c789db8a1ede8e927d3efc,40d6ba1df48f5f3ca9416e89ee58bda2ecd64b00d54d34af36fadf2be0561c16,85b13aae720bea7b49b9e5416d40b04b076abb2acd0b27e678612b8c6733c28b,8bef525d48b9eb41fd593ba22d4bc86d2b804edfa63fb622c2aabbf5e7d72f00,8af943178fa908b821e740b09e50050506c26bdc86c17c15972dec00e723ab9a,9d34c314c817c8f686a5bb290d21344e00be1cd1b15194e1de23e294f176044f,4ee36f14019c5ca65d3ede9f10f1c27958ab556129022239e81595e3fb1300d0,aac5a47ff96ad0877b45f9d22e3790ed012a38af66852eb173f50ddd3a8488d2,4ba1cadc1e2c644442da6b78a7330a40ffa0a572a2bdfbbf1b535f9aa813adb2,1e66d4cc61069c549a9b8f3cf684f41b0dde5532af31a07014a5a048a8697a00,a5843449058cf8d78d3ea3d693ea4c4182c0bf581acc7ea9f3ccf858449b5366,6be36cd9aea5b0cd2f4613fe1018e65b919f60794ba71d6d257d2ae4e3f7226a,0ad31ea12bb15a18a777691fec434dbbb8492059d053867578f2603423e4d789
"4","0","2","90006","6","0","0","10","0","3100102","20003","0","0","2","19","1001205","20","0","0","0"
"11","0","2","90006","2","0","0","30","0","3100101","20003","0","0","2","20","1001205","10","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","21","1001206","5","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","22","1001206","4","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","23","1001206","3","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","24","1001206","2","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","25","1001207","5","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","26","1001207","4","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","27","1001207","3","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","28","1001207","2","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","29","1001208","5","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","30","1001208","4","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","31","1001208","3","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","32","1001208","2","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","33","1001209","5","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","34","1001209","4","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","35","1001209","3","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","36","1001209","2","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","37","1001210","5","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","38","1001210","4","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","39","1001210","3","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","40","1001210","2","0","0","0"
"1","0","2","90006","5","0","0","1","0","3100104","20003","0","0","2","41","1002201","20","0","0","0"
"2","0","2","90006","4","0","0","3","0","3100103","20003","0","0","2","42","1002201","15","0","0","0"
"4","0","2","90006","3","0","0","10","0","3100102","20003","0","0","2","43","1002201","10","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","44","1002201","5","0","0","0"
"1","0","2","90006","5","0","0","1","0","3100104","20003","0","0","2","45","1002202","20","0","0","0"
"2","0","2","90006","4","0","0","3","0","3100103","20003","0","0","2","46","1002202","15","0","0","0"
"4","0","2","90006","3","0","0","10","0","3100102","20003","0","0","2","47","1002202","10","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","48","1002202","5","0","0","0"
"1","0","2","90006","5","0","0","1","0","3100104","20003","0","0","2","49","1002203","20","0","0","0"
"2","0","2","90006","4","0","0","3","0","3100103","20003","0","0","2","50","1002203","15","0","0","0"
"4","0","2","90006","3","0","0","10","0","3100102","20003","0","0","2","51","1002203","10","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","52","1002203","5","0","0","0"
"1","0","2","90006","5","0","0","1","0","3100104","20003","0","0","2","53","1002204","20","0","0","0"
"2","0","2","90006","4","0","0","3","0","3100103","20003","0","0","2","54","1002204","15","0","0","0"
"4","0","2","90006","3","0","0","10","0","3100102","20003","0","0","2","55","1002204","10","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","56","1002204","5","0","0","0"
"1","0","2","90006","10","0","0","1","0","3100104","20003","0","0","2","57","1002205","40","0","0","0"
"2","0","2","90006","8","0","0","3","0","3100103","20003","0","0","2","58","1002205","30","0","0","0"
"4","0","2","90006","6","0","0","10","0","3100102","20003","0","0","2","59","1002205","20","0","0","0"
"11","0","2","90006","2","0","0","30","0","3100101","20003","0","0","2","60","1002205","10","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","61","1002206","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","62","1002206","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","63","1002206","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","64","1002206","4","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","65","1002207","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","66","1002207","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","67","1002207","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","68","1002207","4","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","69","1002208","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","70","1002208","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","71","1002208","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","72","1002208","4","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","73","1002209","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","74","1002209","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","75","1002209","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","76","1002209","4","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","77","1002210","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","78","1002210","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","79","1002210","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","80","1002210","4","0","0","0"
"1","0","2","90006","5","0","0","1","0","3100104","20003","0","0","2","81","1003201","20","0","0","0"
"2","0","2","90006","4","0","0","3","0","3100103","20003","0","0","2","82","1003201","15","0","0","0"
"4","0","2","90006","3","0","0","10","0","3100102","20003","0","0","2","83","1003201","10","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","84","1003201","5","0","0","0"
"1","0","2","90006","5","0","0","1","0","3100104","20003","0","0","2","85","1003202","20","0","0","0"
"2","0","2","90006","4","0","0","3","0","3100103","20003","0","0","2","86","1003202","15","0","0","0"
"4","0","2","90006","3","0","0","10","0","3100102","20003","0","0","2","87","1003202","10","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","88","1003202","5","0","0","0"
"1","0","2","90006","5","0","0","1","0","3100104","20003","0","0","2","89","1003203","20","0","0","0"
"2","0","2","90006","4","0","0","3","0","3100103","20003","0","0","2","90","1003203","15","0","0","0"
"4","0","2","90006","3","0","0","10","0","3100102","20003","0","0","2","91","1003203","10","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","92","1003203","5","0","0","0"
"1","0","2","90006","5","0","0","1","0","3100104","20003","0","0","2","93","1003204","20","0","0","0"
"2","0","2","90006","4","0","0","3","0","3100103","20003","0","0","2","94","1003204","15","0","0","0"
"4","0","2","90006","3","0","0","10","0","3100102","20003","0","0","2","95","1003204","10","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","96","1003204","5","0","0","0"
"1","0","2","90006","10","0","0","1","0","3100104","20003","0","0","2","97","1003205","40","0","0","0"
"2","0","2","90006","8","0","0","3","0","3100103","20003","0","0","2","98","1003205","30","0","0","0"
"4","0","2","90006","6","0","0","10","0","3100102","20003","0","0","2","99","1003205","20","0","0","0"
"11","0","2","90006","2","0","0","30","0","3100101","20003","0","0","2","100","1003205","10","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","101","1003206","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","102","1003206","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","103","1003206","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","104","1003206","4","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","105","1003207","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","106","1003207","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","107","1003207","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","108","1003207","4","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","109","1003208","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","110","1003208","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","111","1003208","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","112","1003208","4","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","113","1003209","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","114","1003209","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","115","1003209","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","116","1003209","4","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","117","1003210","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","118","1003210","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","119","1003210","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","120","1003210","4","0","0","0"
"1","0","2","90006","5","0","0","1","0","3100104","20003","0","0","2","121","1004201","20","0","0","0"
"2","0","2","90006","4","0","0","3","0","3100103","20003","0","0","2","122","1004201","15","0","0","0"
"4","0","2","90006","3","0","0","10","0","3100102","20003","0","0","2","123","1004201","10","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","124","1004201","5","0","0","0"
"1","0","2","90006","5","0","0","1","0","3100104","20003","0","0","2","125","1004202","20","0","0","0"
"2","0","2","90006","4","0","0","3","0","3100103","20003","0","0","2","126","1004202","15","0","0","0"
"4","0","2","90006","3","0","0","10","0","3100102","20003","0","0","2","127","1004202","10","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","128","1004202","5","0","0","0"
"1","0","2","90006","5","0","0","1","0","3100104","20003","0","0","2","129","1004203","20","0","0","0"
"2","0","2","90006","4","0","0","3","0","3100103","20003","0","0","2","130","1004203","15","0","0","0"
"4","0","2","90006","3","0","0","10","0","3100102","20003","0","0","2","131","1004203","10","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","132","1004203","5","0","0","0"
"1","0","2","90006","5","0","0","1","0","3100104","20003","0","0","2","133","1004204","20","0","0","0"
"2","0","2","90006","4","0","0","3","0","3100103","20003","0","0","2","134","1004204","15","0","0","0"
"4","0","2","90006","3","0","0","10","0","3100102","20003","0","0","2","135","1004204","10","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","136","1004204","5","0","0","0"
"1","0","2","90006","10","0","0","1","0","3100104","20003","0","0","2","137","1004205","40","0","0","0"
"2","0","2","90006","8","0","0","3","0","3100103","20003","0","0","2","138","1004205","30","0","0","0"
"4","0","2","90006","6","0","0","10","0","3100102","20003","0","0","2","139","1004205","20","0","0","0"
"11","0","2","90006","2","0","0","30","0","3100101","20003","0","0","2","140","1004205","10","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","141","1004206","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","142","1004206","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","143","1004206","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","144","1004206","4","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","145","1004207","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","146","1004207","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","147","1004207","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","148","1004207","4","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","149","1004208","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","150","1004208","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","151","1004208","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","152","1004208","4","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","153","1004209","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","154","1004209","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","155","1004209","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","156","1004209","4","0","0","0"
"1","0","2","90006","4","0","0","1","0","3100104","20003","0","0","2","157","1004210","10","0","0","0"
"2","0","2","90006","3","0","0","3","0","3100103","20003","0","0","2","158","1004210","8","0","0","0"
"4","0","2","90006","2","0","0","10","0","3100102","20003","0","0","2","159","1004210","6","0","0","0"
"11","0","2","90006","1","0","0","30","0","3100101","20003","0","0","2","160","1004210","4","0","0","0"
