fbabf66a38bba27283ba5bab31df191b25505039b1801804feedafda0b09da35,b5ef9377d9e0c2538903c4257ac233e95236416fe912a2c017870a27391afdca,1d20bcf5a7ff3261242ac997e1dd79f087c15fb41f411fa96c3a47051fc31bee,d44085fded7e37d638974e67d4607d17fe7c7f7634e81cb473fa3ba0362b0ce3,1e9cef8a1283946c350c0b07d1cfc295b1ea87821e1b7cfe34ae2bd05ed32073,2a2e1dd2f92140ff5306bcd413c39a103cc0ea540fb46bbbddd616f2f3f991e5,4eedb6198f8ff760efb62866273c74fd56501a39f533565c96d56b847d16bb4b,76dc32904c7a75a9ad45f312995c7e7c2150343502991660562f71d42568f6a9,41c344c0bbf21045458b3f4621983a1cc5c34abd5c69dcf44c9d8b0dc69821b1,f089cbec40ce3e909e568bf8b86e188dd97afcb89e6e600860c806b62e110988
"ロングウェイ","0","0","2120018","0","0","1","レールウェイ","フライアウェイ","フリーウェイ"
"釘","0","0","2120021","0","0","1","念仏","腕押し","かすがい"
"眉","0","0","2120022","0","0","1","尻","鼻","爪"
"小判","0","0","2120023","0","0","1","かすがい","念仏","論語"
"とっくり","0","0","2120025","0","0","1","巾着","花瓶","ひょうたん"
"馬","0","0","2120026","0","0","1","虎","牛","雀"
"一鳥一石","0","0","2120027","0","0","1","一兆一億","一長一短","一朝一夕"
"2つ","0","0","2120028","0","0","1","8つ","6つ","4つ"
"hallo","0","0","2120029","0","0","1","harro","herro","hello"
"不言実行","0","0","2120031","0","0","1","日進月歩","一進一退","優柔不断"
"木曜日","0","0","2120033","0","0","1","月曜日","日曜日","金曜日"
"金曜日","0","0","2120034","0","0","1","火曜日","木曜日","水曜日"
"ダビングメッセージ","0","0","2120035","0","0","1","ダイビングメッセージ","ダンシングメッセージ","ダイイングメッセージ"
"牛","0","0","2120036","0","0","1","獅子","犬","馬"
"川","0","0","2120037","0","0","1","キッチン","クローゼット","トイレ"
"かんがえる","0","0","2120038","0","0","1","こころみる","かいまみる","かんがみる"
"三百万","0","0","2120039","0","0","1","二百万","五百万","八百万"
"熊","0","0","2120042","0","0","1","猪","猿","蛇"
"瀕死","0","0","2120045","0","0","1","すべて正しい","状態","一死"
"人物","0","0","2120046","0","0","1","すべて正しい","追跡","不信"
"紙幣","0","0","2120047","0","0","1","すべて正しい","両替","硬化"
"はちめんろっぴ","0","0","2120048","0","0","1","さんしゃさんよう","しぶんごれつ","きゅうしいっしょう"
"ひゃっぱちひゃくちゅう","0","0","2120049","0","0","1","いちもうだじん","しめんそか","せんざいいちぐう"
"謀る","0","0","2120050","0","0","1","測る","計る","図る"
"着く","0","0","2120051","0","0","1","付く","突く","就く"
"赤","0","0","2120053","0","0","1","白","黒","青"
"三分","0","0","2120054","0","0","1","二分","七分","五分"
"家族","0","0","2120055","0","0","1","師弟","カップル","敵同士"
"マツタケ","0","0","2120056","0","0","1","アスパラ","シイタケ","タケノコ"
"女","0","0","2120057","0","0","1","命","仕事","金"
"麻","0","0","2120058","0","0","1","糸","髪の毛","真綿"
"耳","0","0","2120059","0","0","1","うなじ","あご","眉"
"鶴","0","0","2120060","0","0","1","猫","犬","亀"
"狸","0","0","2120061","0","0","1","兎","猫","狐"
"ばたんきゅー冒険団","0","0","2121001","0","0","1","バイトばっかり団","ぼくらの防衛団","バイバイぼっち団"
"ザ・バタリオン・オブ・ハデス・イモータル","0","0","2121002","0","0","1","ジ・オーダー・オブ・ハデス・イモータル","ザ・バタリオン・オブ・ゲヘナ・イモータルズ","ジ・オーダー・オブ・ゲヘナ・イモータルズ"
"誓約女君","0","0","2121003","0","0","1","獰猛女君","聖夜女君","絶対妻君"
"しっぷうのめいひめ","0","0","2121004","0","0","1","しっぷうのダークプリンセス","しっぷうのめいひ","しっぷうのヘカーテ"
"10000000","0","0","2121005","0","0","1","100000000","1000","1000000"
"親指","0","0","2130004","0","0","1","中指","小指","薬指"
"薬指","0","0","2130005","0","0","1","人差し指","親指","中指"
"中指","0","0","2130006","0","0","1","親指","薬指","人差し指"
"肉","0","0","2130007","0","0","1","米","野菜","酒"
"貧乏人","0","0","2130008","0","0","1","料理人","頑固者","世間知らず"
"病","0","0","2130009","0","0","1","尾","原","床"
"東","0","0","2130011","0","0","1","北","西","南"
"トイレ","0","0","2130014","0","0","1","納戸","居間","台所"
"七","0","0","2130015","0","0","1","八","六","九"
"琴","0","0","2130016","0","0","1","ピアノ","ギター","三味線"
"再三再四","0","0","2130018","0","0","1","馬耳東風","千変万化","天衣無法"
"貢献","0","0","2130019","0","0","1","穀物","貴重","格下"
"貝殻","0","0","2130020","0","0","1","木刀","金券","掛軸"
"器用貧乏","0","0","2130021","0","0","1","汚名返上","無芸大食","羊頭苦肉"
"春","0","0","2130022","0","0","1","冬","夏","秋"
"ホン","0","0","2130023","0","0","1","タン","チュウ","ハン"
"イツ","0","0","2130024","0","0","1","コン","サン","タン"
"イン","0","0","2130025","0","0","1","テン","キン","シン"
"伊乃木","0","0","2130026","0","0","1","乃伊木","木伊乃","木乃伊"
"さらゆ","0","0","2130027","0","0","1","ねっとう","ちょうおんとう","ぬるまゆ"
"手風琴","0","0","2130028","0","0","1","鉄琴","口風琴","自鳴琴"
"点描","0","0","2130029","0","0","1","寸描","線描","素描"
"大胆","0","0","2130030","0","0","1","平凡","不注意","用心しすぎ"
"将棋","0","0","2130031","0","0","1","双六","麻雀","囲碁"
"賭け事","0","0","2130033","0","0","1","女性","食事","釣り"
"鮪","0","0","2130034","0","0","1","鰹","鯵","鰯"
"悪いときの助け船","0","0","2130035","0","0","1","災難続き","突然のチャンス","良いときの邪魔者"
"菊","0","0","2130036","0","0","1","百合","薔薇","蓮"
"桜","0","0","2130037","0","0","1","松","梅","菊"
"いちまつ","0","0","2130039","0","0","1","いっぺん","いっき","いちる"
"タコ漁","0","0","2130041","0","0","1","指圧","生け花","サイコロ博打"
"カマキリ","0","0","2130044","0","0","1","ヤモリ","カエル","クモ"
"カエル","0","0","2130045","0","0","1","スズムシ","ネコ","カラス"
"盗人","0","0","2130046","0","0","1","武士","居候","江戸っ子"
"カラス","0","0","2130047","0","0","1","サギ","カモ","キジ"
"カビ","0","0","2130048","0","0","1","芽","草","苔"
"ついかく","0","0","2130049","0","0","1","すいさつ","ずいし","すいこう"
"刀","0","0","2130050","0","0","1","獅子","車","翼"
"塩をつける","0","0","2130052","0","0","1","辛子をつける","酢をつける","味噌をつける"
"筆むぎ","0","0","2130053","0","0","1","筆あわ","筆いね","筆まめ"
"しばらく","0","0","2130054","0","0","1","ことごとく","あまねく","ようやく"
"詩集","0","0","2130055","0","0","1","詩を書く","詩","詩人"
"びわ","0","0","2130058","0","0","1","ざくろ","あけび","いちじく"
"わらび","0","0","2130059","0","0","1","つくし","ぜんまい","うど"
"しょうぶ","0","0","2130061","0","0","1","さるすべり","おみなえし","かきつばた"
"ディープエターナル＝エアスラッシャー","0","0","2131001","0","0","1","エターナルアビス＝エアスラッシャー","ディープエターナル＝ディヴァイダー","エターナルアビス＝ディヴァイダー"
"アポカリプスコード・スリーシックス","0","0","2131002","0","0","1","ギアスグリモワール・ナンバーオブサタン","アビステクノロジー・ヘルコード","ギアスアポクリフォ・タイラントコード"
"百貨店","0","0","2131003","0","0","1","百人一首","百点満点","百面相"
"胸の内","0","0","2131004","0","0","1","愛言葉","お仕事","推し事"
"クルーズ","0","0","2131005","0","0","1","マラソン","ファイト","キャンプ"
"アオダイショウ","0","0","2210001","0","0","1","ゲンゴロウ","ヤゴ","オタマジャクシ"
"翼","0","0","2210003","0","0","1","耳","しっぽ","角"
"ダンゴ","0","0","2210004","0","0","1","ロンゴ","サンゴ","イナゴ"
"ペリカン","0","0","2210005","0","0","1","オウム","コウノトリ","カラス"
"ガーリック","0","0","2210006","0","0","1","ターメリック","オニオン","ジンジャー"
"マンゴー","0","0","2210007","0","0","1","ランブータン","ドリアン","アボカド"
"パンジー","0","0","2210008","0","0","1","パーシー","パール","パクチー"
"ピーマン","0","0","2210009","0","0","1","キュウリ","ハクサイ","ニンジン"
"哺乳類","0","0","2210011","0","0","1","は虫類","鳥類","魚類"
"罷免","0","0","2210012","0","0","1","自己防衛","慣れ","免疫"
"鼻","0","0","2210013","0","0","1","目","口","耳"
"リス科","0","0","2210015","0","0","1","ネコ科","イヌ科","イタチ科"
"お父さん","0","0","2210016","0","0","1","おばあさん","おじいさん","お母さん"
"口","0","0","2210018","0","0","1","目","耳","鼻"
"サバ","0","0","2210019","0","0","1","コイ","アユ","サケ"
"パンダ","0","0","2210020","0","0","1","ゴリラ","ヒツジ","ラクダ"
"ダチョウ","0","0","2210021","0","0","1","トラ","ライオン","チーター"
"カッコウ","0","0","2210022","0","0","1","フクロウ","キツツキ","オウム"
"情知らず","0","0","2210024","0","0","1","八重歯","物知らず","親知らず"
"フラミンゴ","0","0","2210025","0","0","1","ライチョウ","コウノトリ","クジャク"
"ズワイガニ","0","0","2210026","0","0","1","モクズガニ","タカアシガニ","タラバガニ"
"ミカン糖","0","0","2210027","0","0","1","イチゴ糖","レモン糖","ブドウ糖"
"マツタケ","0","0","2210029","0","0","1","マイタケ","シイタケ","ソデタケ"
"フォアグラ","0","0","2210030","0","0","1","ナツメグ","キャビア","トリュフ"
"剛体動物","0","0","2210032","0","0","1","変体動物","解体動物","軟体動物"
"モヤシ","0","0","2210034","0","0","1","キャベツ","レタス","ピーマン"
"えんどうまめ","0","0","2210035","0","0","1","くろまめ","なたまめ","そらまめ"
"上腕一頭筋","0","0","2210037","0","0","1","上腕五頭筋","ヒラメ筋","上腕二頭筋"
"青","0","0","2210040","0","0","1","緑","黄","赤"
"20匹","0","0","2210041","0","0","1","10匹","5匹","1匹"
"鼻","0","0","2210042","0","0","1","尻尾","前脚","耳"
"川","0","0","2210045","0","0","1","池","湖","海"
"地上を高速で走る","0","0","2210046","0","0","1","木をつついて穴をあける","首が360度回る","くちばしが膨らむ"
"サンゴ","0","0","2210047","0","0","1","小石","ペンション","貝"
"アサガオ","0","0","2210048","0","0","1","キク","サザンカ","サクラ"
"しゃっくり","0","0","2210049","0","0","1","あくび","くしゃみ","いびき"
"頭とう骨","0","0","2210050","0","0","1","頭こう骨","頭あい骨","頭がい骨"
"26℃前後","0","0","2210051","0","0","1","56℃前後","46℃前後","36℃前後"
"キリギリス","0","0","2210052","0","0","1","ハンミョウ","カマドウマ","カメレオン"
"コショウウオ","0","0","2210054","0","0","1","シチミトウガラシウオ","タバスコウオ","サンショウウオ"
"ホッキョクグマ","0","0","2210056","0","0","1","ヒグマ","ツキノワグマ","クマゲラ"
"にがい","0","0","2210057","0","0","1","あまい","すっぱい","あつい"
"セミ","0","0","2210058","0","0","1","ハチ","トンボ","ホタル"
"ソルティドッグ","0","0","2210059","0","0","1","アメリカンドッグ","ホットドッグ","ブルドッグ"
"モミジ","0","0","2210060","0","0","1","ハゼノキ","ツツジ","イチョウ"
"ミソギ","0","0","2211001","0","0","1","ミミ","キョウカ","ユニ"
"～ガオッ","0","0","2211002","0","0","1","～だぴょん♪","～であーる","～ッス"
"ぺコリーヌ","0","0","2211003","0","0","1","シェフィ","コッコロ","キャル"
"イオっち","0","0","2211004","0","0","1","イオ殿","イオせんせー","ちゃんイオ"
"リリ","0","0","2211005","0","0","1","プレシア","クリア","ミソラ"
"やしのみ","0","0","2220001","0","0","1","ゆのみ","このみ","くまのみ"
"タンポポ","0","0","2220002","0","0","1","アサガオ","アジサイ","サザンカ"
"10本","0","0","2220005","0","0","1","12本","6本","8本"
"バラ科","0","0","2220006","0","0","1","ウリ科","ミカン科","ナス科"
"ジジガメ","0","0","2220007","0","0","1","ババガメ","トノガメ","オサガメ"
"パパイヤ","0","0","2220008","0","0","1","マンゴー","パイナップル","キーウィ"
"ミミ","0","0","2220009","0","0","1","カカト","カミ","アシ"
"食べ物を消化する","0","0","2220010","0","0","1","解毒の機能がある","血液を作る","役に立っていない"
"ゴリラ","0","0","2220012","0","0","1","オランウータン","チンパンジー","ニホンザル"
"マツムシ","0","0","2220015","0","0","1","クワガタムシ","クツワムシ","スズムシ"
"アキレスオオカブト","0","0","2220016","0","0","1","ペルセウスオオカブト","アマゾネスオオカブト","ヘラクレスオオカブト"
"2つ","0","0","2220017","0","0","1","分かれていない","3つ","4つ"
"ツキノワグマ","0","0","2220018","0","0","1","アメリカクロクマ","ヒグマ","ホッキョクグマ"
"クワガタ","0","0","2220019","0","0","1","セミ","テントウムシ","カマキリ"
"肌頬","0","0","2220020","0","0","1","頬冠","貯頬","頬袋"
"ベニバナクサギ","0","0","2220021","0","0","1","ボタンキンバイ","カノコユリ","コチョウラン"
"脂肪","0","0","2220022","0","0","1","棍棒","心房","細胞"
"キリギリス","0","0","2220023","0","0","1","アリ","バッタ","コオロギ"
"アンコウ","0","0","2220024","0","0","1","シャチ","サメ","フグ"
"い","0","0","2220025","0","0","1","て","め","く"
"ウニ","0","0","2220026","0","0","1","タコ","イカ","クラゲ"
"クラゲ","0","0","2220027","0","0","1","タコ","イカ","ウニ"
"犬","0","0","2220028","0","0","1","ラクダ","羊","牛"
"なぎさ","0","0","2220030","0","0","1","さかき","うさぎ","さなぎ"
"ヘビ","0","0","2220031","0","0","1","カバ","カメレオン","ワニ"
"ゴリラ","0","0","2220033","0","0","1","オランウータン","チンパンジー","マントヒヒ"
"カブトムシ","0","0","2220034","0","0","1","カマキリ","カナブン","クワガタ"
"7ヵ月後","0","0","2220038","0","0","1","7日後","7週間後","7年後"
"ヒマワリ","0","0","2220040","0","0","1","コスモス","アジサイ","ウメ"
"手","0","0","2220042","0","0","1","腰","頭","足"
"本名","0","0","2220043","0","0","1","実名","和名","学名"
"ホモ・アジエンス","0","0","2220044","0","0","1","イモ・アジエンス","モモ・サピエンス","ホモ・サピエンス"
"セミ","0","0","2220046","0","0","1","スズムシ","カブトムシ","トンボ"
"硝子植物","0","0","2220047","0","0","1","芥子植物","束子植物","種子植物"
"毛様血管","0","0","2220048","0","0","1","毛深血管","毛頭血管","毛細血管"
"鳥類","0","0","2220049","0","0","1","魚類","両生類","貝類"
"エビ","0","0","2220050","0","0","1","フジツボ","カニ","クラゲ"
"ハリネズミ","0","0","2220051","0","0","1","オオアリクイ","ヤマアラシ","アルマジロ"
"たんぱく質","0","0","2220052","0","0","1","炭水化物","脂質","水"
"カッコウ","0","0","2220054","0","0","1","カワセミ","スズメ","ライチョウ"
"毛","0","0","2220056","0","0","1","脂肪","骨","皮膚"
"循環器","0","0","2220057","0","0","1","消化器","泌尿器","呼吸器"
"タコ","0","0","2220058","0","0","1","エビ","イカ","ウニ"
"法師","0","0","2220059","0","0","1","奉仕","法子","胞子"
"マイタケ","0","0","2220060","0","0","1","ナメコ","マツタケ","シメジ"
"キョウカ","0","0","2221001","0","0","1","イノリ","リリ","ミミ"
"タラトイガー","0","0","2221002","0","0","1","トラライオン","トライロッカー","トラタイガー"
"ぽんこりん","0","0","2221003","0","0","1","ぷんぽこりん","ぺんぺこりん","ぺんぽこりん"
"トモ","0","0","2221004","0","0","1","クルミ","ミサキ","ミヤコ"
"ワニゴン","0","0","2221005","0","0","1","タテマツリワニ","ワニドロロ","ドロゲーター"
"アルヘナ","0","0","2230001","0","0","1","アルキン","アルガン","アルベド"
"アイドリング","0","0","2230003","0","0","1","シャーリング","トラベリング","シバリング"
"肝臓","0","0","2230005","0","0","1","心臓","腎臓","膵臓"
"ピーラー","0","0","2230007","0","0","1","ピーチ","ピーナッツ","ピーヘン"
"グルーミング","0","0","2230008","0","0","1","ギャザリング","マウンティング","クラッタリング"
"ネコザメ科","0","0","2230010","0","0","1","イタチザメ科","イヌザメ科","ネズミザメ科"
"デイジーマリー","0","0","2230012","0","0","1","サンフラワーマリー","ポピーマリー","ローズマリー"
"レバー","0","0","2230013","0","0","1","ラチェット","スリット","フランジ"
"スミレ","0","0","2230014","0","0","1","シダレザクラ","フジ","アジサイ"
"葉","0","0","2230015","0","0","1","茎","根","実"
"ジャックフルーツ","0","0","2230016","0","0","1","パッションフルーツ","ミラクルフルーツ","ドラゴンフルーツ"
"キャベツ","0","0","2230017","0","0","1","チンゲンサイ","ホウレンソウ","ブロッコリー"
"でいご","0","0","2230018","0","0","1","けいご","こんご","ぜいご"
"キリンのほうが多い","0","0","2230019","0","0","1","個体によって違う","人間のほうが多い","同じ"
"ジャコウイヌ科","0","0","2230021","0","0","1","ジャコウウマ科","ジャコウクマ科","ジャコウネコ科"
"キク科","0","0","2230022","0","0","1","イネ科","セリ科","シソ科"
"黒","0","0","2230023","0","0","1","赤","縞模様","白"
"ビーバー","0","0","2230024","0","0","1","チンチラ","ヌートリア","カピバラ"
"ウナギ","0","0","2230026","0","0","1","マグロ","ドジョウ","ナマズ"
"バナナトンボ","0","0","2230027","0","0","1","タンポポトンボ","ヒマワリトンボ","ムギワラトンボ"
"トンボ","0","0","2230028","0","0","1","クワガタ","カブトムシ","カイコ"
"山女魚","0","0","2230029","0","0","1","鮪","鰆","鰻"
"2つ","0","0","2230030","0","0","1","5つ","1つ","3つ"
"マンタ","0","0","2230031","0","0","1","ミミックオクトパス","ホホジロザメ","シーラカンス"
"兵帽筋","0","0","2230032","0","0","1","王帽筋","侍帽筋","僧帽筋"
"目","0","0","2230033","0","0","1","口","尾ひれ","うろこ"
"XX","0","0","2230034","0","0","1","XZ","YY","XY"
"15本","0","0","2230036","0","0","1","23本","7本","0本"
"サトウ","0","0","2230037","0","0","1","タカハシ","スズキ","イトウ"
"リス科","0","0","2230038","0","0","1","ネコ科","イヌ科","イタチ科"
"ネコ科","0","0","2230040","0","0","1","ジャコウネコ科","ブタ科","イヌ科"
"イモムシ","0","0","2230043","0","0","1","アリジゴク","ヤゴ","ボウフラ"
"クモ","0","0","2230044","0","0","1","クワガタ","カブトムシ","カマキリ"
"おうむ返し","0","0","2230045","0","0","1","生き返り","ふり返り","こむら返り"
"ツツジ科","0","0","2230046","0","0","1","ユリ科","スミレ科","イネ科"
"針葉樹","0","0","2230048","0","0","1","常緑樹","広葉樹","落葉樹"
"ケロロフィル","0","0","2230049","0","0","1","キロロフィル","カロロフィル","クロロフィル"
"カッコウ","0","0","2230050","0","0","1","ハト","ニワトリ","フクロウ"
"月夜草","0","0","2230051","0","0","1","星夜草","星見草","月見草"
"カラス貝","0","0","2230052","0","0","1","スズメ貝","ウグイス貝","オウム貝"
"マイマイ","0","0","2230053","0","0","1","ハイハイ","カイカイ","アイアイ"
"アナゴ筋","0","0","2230055","0","0","1","マグロ筋","カツオ筋","ヒラメ筋"
"水","0","0","2230058","0","0","1","夢","石油","脂肪"
"イヌ","0","0","2230059","0","0","1","キツネ","タヌキ","ネコ"
"ペッパー","0","0","2230061","0","0","1","アッパー","ラッパー","ケッパー"
"マスク・ド・ジュン","0","0","2231001","0","0","1","白銀マスク","ノエルの淑女","聖女仮面"
"アヤネ","0","0","2231002","0","0","1","イリヤ","コッコロ","アオイ"
"太鼓","0","0","2231003","0","0","1","マラカス","カスタネット","タンバリン"
"チエル","0","0","2231004","0","0","1","アオイ","クロエ","ユニ"
"エリコ","0","0","2231005","0","0","1","キャル","ニノン","スズナ"
"0","0","0","2310002","0","0","1","0.5","2","1"
"太陽","0","0","2310003","0","0","1","水星","火星","月"
"水星","0","0","2310005","0","0","1","金星","火星","土星"
"エメラルド","0","0","2310006","0","0","1","真珠","トルコ石","ルビー"
"温帯低気圧","0","0","2310009","0","0","1","乾燥帯低気圧","寒帯低気圧","熱帯低気圧"
"ヘクトパスカル","0","0","2310010","0","0","1","キログラム","ミリバール","デシベル"
"メートル","0","0","2310011","0","0","1","リットル","キログラム","カロリー"
"12","0","0","2310012","0","0","1","9","24","6"
"12時間","0","0","2310014","0","0","1","48時間","36時間","24時間"
"1kgの鉄","0","0","2310015","0","0","1","1kgの綿","1kgの砂","すべて同じ"
"1360分","0","0","2310016","0","0","1","1600分","1520分","1440分"
"N","0","0","2310017","0","0","1","W","E","M"
"黒夜","0","0","2310018","0","0","1","赤夜","黄夜","白夜"
"赤","0","0","2310019","0","0","1","ピンク","白","黒"
"30度","0","0","2310020","0","0","1","90度","60度","45度"
"レッドホール","0","0","2310021","0","0","1","ホワイトホール","ブルーホール","ブラックホール"
"180度","0","0","2310023","0","0","1","540度","360度","720度"
"20","0","0","2310024","0","0","1","23","22","21"
"湯の川","0","0","2310025","0","0","1","紀の川","泥の川","天の川"
"窒素","0","0","2310026","0","0","1","炭素","水素","質素"
"0.1メートル","0","0","2310027","0","0","1","100メートル","10メートル","0.01メートル"
"ワルツ","0","0","2310028","0","0","1","ワッツ","スパッツ","ヘルツ"
"クロール","0","0","2310030","0","0","1","イコール","ショール","スコール"
"ロケットとの衝突","0","0","2310031","0","0","1","地面からの爆発","人工衛星との衝突","隕石との衝突"
"265.24日","0","0","2310032","0","0","1","465.24日","165.24日","365.24日"
"約39.5日","0","0","2310034","0","0","1","約59.5日","約49.5日","約29.5日"
"切層","0","0","2310035","0","0","1","高層","割層","断層"
"爆発","0","0","2310036","0","0","1","液化","酸化","沸騰"
"固点","0","0","2310037","0","0","1","冷点","寒点","氷点"
"4キロ","0","0","2310038","0","0","1","8キロ","6キロ","2キロ"
"50","0","0","2310039","0","0","1","-500","5050","0"
"部分日食","0","0","2310041","0","0","1","全体日食","金環日食","皆既日食"
"反抗","0","0","2310042","0","0","1","対立","反発","抵抗"
"ホイル","0","0","2310043","0","0","1","ネイル","マイル","コイル"
"ミリリットル","0","0","2310044","0","0","1","キロリットル","デシリットル","ミリメートル"
"160","0","0","2310045","0","0","1","155","150","200"
"3＋2","0","0","2310047","0","0","1","2＋3","3－2","3×2"
"半月","0","0","2310049","0","0","1","新月","三日月","満月"
"銀","0","0","2310051","0","0","1","鉄","銅","銭"
"不導体","0","0","2310052","0","0","1","中縁体","未絶体","半導体"
"Q波","0","0","2310053","0","0","1","S波","R波","P波"
"1円玉100枚","0","0","2310054","0","0","1","1万円札で100万円","米1合","水1リットル"
"赤潮","0","0","2310056","0","0","1","満潮","黒潮","干潮"
"底辺","0","0","2310059","0","0","1","2","高さ","円周率"
"雷","0","0","2310060","0","0","1","雹","霰","霜"
"1480","0","0","2311001","0","0","1","1000","1100","1200"
"460","0","0","2311002","0","0","1","540","700","630"
"1600","0","0","2311003","0","0","1","7980","5400","6400"
"オーマ","0","0","2311004","0","0","1","セントールス","トーゴク","ランドソル"
"1000ルピ","0","0","2311005","0","0","1","950ルピ","1150ルピ","1100ルピ"
"0度","0","0","2320001","0","0","1","360度","180度","90度"
"2本","0","0","2320004","0","0","1","9本","7本","5本"
"ボクレス","0","0","2320005","0","0","1","オイラレス","キミレス","アンタレス"
"ノネナール","0","0","2320006","0","0","1","ファール","ゼミナール","ルミノール"
"60℃","0","0","2320008","0","0","1","60000℃","600℃","6000℃"
