415c78397f0f4e8157e746d6c2aef5a7c2e49cfb2cab23399f279314aec900af,354f77cda341112e79cfd4441ef905c2073c4f1afd3b3b9ca6492b1e146af274,60a9f58ef7d7ebdb61b0082d5e01d4e4ecaf3e7493e44ed9dfb36f1e4b0eb248,0fe367fd2614ad1853b8512021d42b65319c31cb0423c4fd5410440049bc174b,e996f5d6e42d157b1be9a0b05694c58e719fd39babc722ecb9028052e0369f22,9bbb0f32ed8d38b089ff9227732ea6660008c5f3004efb049ac1864b00d872cb,9979d5bad1b2d7324912cbcc4acf49955aed98fa22c22fb9d34c79d1424410cb,c8c35a4fb18b77e2a5134101d075a4038cd30858a097218a9fb21ebfc788934c,603e9376070be55ec189ff5c8cfd7f2489b6ddc051310c61f877ad058c1be754,1d03f47e7992b6ad5611e933fc1c623266ae9a5a3d9d3a17a466f6c1e0d224b9,bb92d0abb35b4f71a73e578d692a7c99d0b1a38e3b986eec47586028f7b4ca22,acdd58f4d505b3222c0c0c78a09cf427e247695bf96e4e0803ef5b56423db3fd,a3c14a69c469f0bca5142538797bcd0250716c3a472f1e2c35788c50e2e9b29e,9aeb09d2f8ea27377ffea70f5273ccde68e6256604803e692fd5a977b6b12ecb,eca5572dab0445710ffda6fb4dc65bbcf970dee41afef263900f66e6ba9f2ab4
"2","2022/04/09 5:00:00","0","200","0","5411","2816","5412","5413","0","2","169","0","541","54"
"2","2022/04/10 5:00:00","0","200","0","5511","2816","5512","5513","9101603","2","-55","101601","551","55"
"2","2022/04/11 5:00:00","0","200","0","5611","2816","5612","5613","0","2","141","0","561","56"
"2","2022/04/12 5:00:00","0","200","0","5711","2816","5712","5713","0","2","111","0","571","57"
"2","2022/04/13 5:00:00","0","200","0","5811","2816","5812","5813","0","2","81","0","581","58"
"2","2022/04/14 5:00:00","0","200","0","5911","2816","5912","5913","0","2","53","0","591","59"
"2","2022/04/15 5:00:00","0","200","0","6011","2816","6012","6013","0","2","-180","0","601","60"
"2","2022/04/16 5:00:00","0","200","0","6111","2816","6112","6113","0","2","-210","0","611","61"
"2","2022/04/17 5:00:00","0","200","0","6211","2816","6212","6213","9106703","2","-221","106701","621","62"
"2","2022/04/18 5:00:00","0","200","0","6311","2816","6312","6313","0","2","24","0","631","63"
"2","2022/04/19 5:00:00","0","200","0","6411","2816","6412","6413","0","2","-6","0","641","64"
"2","2022/04/20 5:00:00","0","200","0","6511","2816","6512","6513","0","2","-33","0","651","65"
"2","2022/04/21 5:00:00","0","200","0","6611","2816","6612","6613","0","2","-63","0","661","66"
"2","2022/04/22 5:00:00","0","200","0","6711","2816","6712","6713","0","2","-91","0","671","67"
"2","2022/04/23 5:00:00","0","200","0","6811","2816","6812","6813","0","2","-121","0","681","68"
"2","2022/04/24 5:00:00","0","200","0","6911","2816","6912","6913","0","2","-150","0","691","69"
"2","2022/04/25 5:00:00","0","200","0","7011","2816","7012","7013","0","2","-180","0","701","70"
"2","2022/04/26 5:00:00","0","200","0","7111","2816","7112","7113","0","2","-208","0","711","71"
"2","2022/04/27 5:00:00","0","200","0","7211","2816","7212","7213","0","2","-236","0","721","72"
"2","2022/04/28 5:00:00","0","200","0","7311","2816","7312","7313","0","2","-266","0","731","73"
"2","2022/04/29 5:00:00","0","200","0","7411","2816","7412","7413","0","2","-295","0","741","74"
"2","2022/04/30 5:00:00","1","200","0","7511","2816","7512","7513","0","2","-360","0","751","75"
"3","2022/05/01 5:00:00","0","100","0","7611","2816","7612","7613","0","1","344","0","761","76"
"3","2022/05/02 5:00:00","0","100","0","7711","2816","7712","7713","0","1","306","0","771","77"
"3","2022/05/03 5:00:00","0","100","0","7811","2816","7812","7813","0","1","390","0","781","78"
"3","2022/05/04 5:00:00","0","100","0","7911","2816","7912","7913","0","1","267","0","791","79"
"3","2022/05/05 5:00:00","0","100","0","8011","2816","8012","8013","9104403","1","254","104401","801","80"
"3","2022/05/06 5:00:00","0","100","0","8111","2816","8112","8113","0","1","230","0","811","81"
"3","2022/05/07 5:00:00","0","100","0","8211","2816","8212","8213","0","1","192","0","821","82"
"3","2022/05/08 5:00:00","0","100","0","8311","2816","8312","8313","0","1","284","0","831","83"
"3","2022/05/09 5:00:00","0","100","0","8411","2816","8412","8413","0","1","153","0","841","84"
"3","2022/05/10 5:00:00","0","100","0","8511","2816","8512","8513","9102303","1","0","102301","851","85"
"3","2022/05/11 5:00:00","0","100","0","8611","2816","8612","8613","9105903","1","-207","105901","861","86"
"3","2022/05/12 5:00:00","0","100","0","8711","2816","8712","8713","0","1","116","0","871","87"
"3","2022/05/13 5:00:00","0","100","0","8811","2816","8812","8813","0","1","78","0","881","88"
"3","2022/05/14 5:00:00","0","100","0","8911","2816","8912","8913","0","1","173","0","891","89"
"3","2022/05/15 5:00:00","0","100","0","9011","2816","9012","9013","0","1","145","0","901","90"
"3","2022/05/16 5:00:00","0","100","0","9111","2816","9112","9113","0","1","40","0","911","91"
"3","2022/05/17 5:00:00","0","100","0","9211","2816","9212","9213","0","1","0","0","921","92"
"3","2022/05/18 5:00:00","0","100","0","9311","2816","9312","9313","0","1","-36","0","931","93"
"3","2022/05/19 5:00:00","0","100","0","9411","2816","9412","9413","0","1","-75","0","941","94"
"3","2022/05/20 5:00:00","0","100","0","9511","2816","9512","9513","0","1","-111","0","951","95"
"3","2022/05/21 5:00:00","0","100","0","9611","2816","9612","9613","0","1","-113","0","961","96"
"3","2022/05/22 5:00:00","0","100","0","9711","2816","9712","9713","0","1","-150","0","971","97"
"3","2022/05/23 5:00:00","0","100","0","9811","2816","9812","9813","0","1","-226","0","981","98"
"3","2022/05/24 5:00:00","0","100","0","9911","2816","9912","9913","0","1","0","0","991","99"
"3","2022/05/25 5:00:00","0","100","0","10011","2816","10012","10013","0","1","-70","0","1001","100"
"3","2022/05/26 5:00:00","0","100","0","10111","2816","10112","10113","0","1","-171","0","1011","101"
"3","2022/05/27 5:00:00","0","100","0","10211","2816","10212","10213","0","1","-263","0","1021","102"
"3","2022/05/28 5:00:00","0","100","0","10311","2816","10312","10313","0","1","-302","0","1031","103"
"3","2022/05/29 5:00:00","0","100","0","10411","2816","10412","10413","0","1","-245","0","1041","104"
"3","2022/05/30 5:00:00","0","100","0","10511","2816","10512","10513","0","1","-318","0","1051","105"
"3","2022/05/31 5:00:00","1","100","0","10611","2816","10612","10613","0","1","-348","0","1061","106"
"4","2022/06/01 5:00:00","0","300","0","10711","2816","10712","10713","0","0","328","0","1071","107"
"4","2022/06/02 5:00:00","0","300","0","10811","2816","10812","10813","0","0","287","0","1081","108"
"4","2022/06/03 5:00:00","0","300","0","10911","2816","10912","10913","9104203","0","220","104201","1091","109"
"4","2022/06/04 5:00:00","0","300","0","11011","2816","11012","11013","0","0","360","0","1101","110"
"4","2022/06/05 5:00:00","0","300","0","11111","2816","11112","11113","0","0","324","0","1111","111"
"4","2022/06/06 5:00:00","0","300","0","11211","2816","11212","11213","9104003","0","110","104001","1121","112"
"4","2022/06/07 5:00:00","0","300","0","11311","2816","11312","11313","0","0","246","0","1131","113"
"4","2022/06/08 5:00:00","0","300","0","11411","2816","11412","11413","0","0","205","0","1141","114"
"4","2022/06/09 5:00:00","0","300","0","11511","2816","11512","11513","9102103","0","-70","102101","1151","115"
"4","2022/06/10 5:00:00","0","300","0","11611","2816","11612","11613","0","0","334","0","1161","116"
"4","2022/06/11 5:00:00","0","300","0","11711","2816","11712","11713","0","0","280","0","1171","117"
"4","2022/06/12 5:00:00","0","300","0","11811","2816","11812","11813","0","0","164","0","1181","118"
"4","2022/06/13 5:00:00","0","300","0","11911","2816","11912","11913","0","0","123","0","1191","119"
"4","2022/06/14 5:00:00","0","300","0","12011","2816","12012","12013","0","0","82","0","1201","120"
"4","2022/06/15 5:00:00","0","300","0","12111","2816","12112","12113","0","0","122","0","1211","121"
"4","2022/06/16 5:00:00","0","300","0","12211","2816","12212","12213","0","0","92","0","1221","122"
"4","2022/06/17 5:00:00","0","300","0","12311","2816","12312","12313","9106303","0","-100","106301","1231","123"
"4","2022/06/18 5:00:00","0","300","0","12411","2816","12412","12413","0","0","41","0","1241","124"
"4","2022/06/19 5:00:00","0","300","0","12511","2816","12512","12513","0","0","0","0","1251","125"
"4","2022/06/20 5:00:00","0","300","0","12611","2816","12612","12613","0","0","70","0","1261","126"
"4","2022/06/21 5:00:00","0","300","0","12711","2816","12712","12713","0","0","31","0","1271","127"
"4","2022/06/22 5:00:00","0","300","0","12811","2816","12812","12813","0","0","-41","0","1281","128"
"4","2022/06/23 5:00:00","0","300","0","12911","2816","12912","12913","0","0","-82","0","1291","129"
"4","2022/06/24 5:00:00","0","300","0","13011","2816","13012","13013","0","0","-123","0","1301","130"
"4","2022/06/25 5:00:00","0","300","0","13111","2816","13112","13113","9106503","0","-180","106501","1311","131"
"4","2022/06/26 5:00:00","0","300","0","13211","2816","13212","13213","0","0","-164","0","1321","132"
"4","2022/06/27 5:00:00","0","300","0","13311","2816","13312","13313","0","0","-205","0","1331","133"
"4","2022/06/28 5:00:00","0","300","0","13411","2816","13412","13413","0","0","-246","0","1341","134"
"4","2022/06/29 5:00:00","0","300","0","13511","2816","13512","13513","0","0","-287","0","1351","135"
"4","2022/06/30 5:00:00","1","300","0","13611","2816","13612","13613","0","0","-370","0","1361","136"
"5","2022/07/01 5:00:00","0","400","0","13711","2816","13712","13713","0","3","357","0","1371","137"
"5","2022/07/02 5:00:00","0","400","0","13811","2816","13812","13813","0","3","319","0","1381","138"
"5","2022/07/03 5:00:00","0","400","0","13911","2816","13912","13913","0","3","330","0","1391","139"
"5","2022/07/04 5:00:00","0","400","0","14011","2816","14012","14013","0","3","305","0","1401","140"
"5","2022/07/05 5:00:00","0","400","0","14111","2816","14112","14113","9100903","3","310","100901","1411","141"
"5","2022/07/06 5:00:00","0","400","0","14211","2816","14212","14213","0","3","282","0","1421","142"
"5","2022/07/07 5:00:00","0","400","0","14311","2816","14312","14313","9101703","3","133","101701","1431","143"
"5","2022/07/08 5:00:00","0","400","0","14411","2816","14412","14413","0","3","246","0","1441","144"
"5","2022/07/09 5:00:00","0","400","0","14511","2816","14512","14513","0","3","209","0","1451","145"
"5","2022/07/10 5:00:00","0","400","0","14611","2816","14612","14613","0","3","172","0","1461","146"
"5","2022/07/11 5:00:00","0","400","0","14711","2816","14712","14713","9105603","3","129","105601","1471","147"
"5","2022/07/12 5:00:00","0","400","0","14811","2816","14812","14813","0","3","134","0","1481","148"
"5","2022/07/13 5:00:00","0","400","0","14911","2816","14912","14913","0","3","97","0","1491","149"
"5","2022/07/14 5:00:00","0","400","0","15011","2816","15012","15013","0","3","60","0","1501","150"
"5","2022/07/15 5:00:00","0","400","0","15111","2816","15112","15113","0","3","22","0","1511","151"
"5","2022/07/16 5:00:00","0","400","0","15211","2816","15212","15213","0","3","-12","0","1521","152"
"5","2022/07/17 5:00:00","0","400","0","15311","2816","15312","15313","0","3","-49","0","1531","153"
"5","2022/07/18 5:00:00","0","400","0","15411","2816","15412","15413","0","3","-86","0","1541","154"
"5","2022/07/19 5:00:00","0","400","0","15511","2816","15512","15513","0","3","-29","0","1551","155"
"5","2022/07/20 5:00:00","0","400","0","15611","2816","15612","15613","0","3","-55","0","1561","156"
"5","2022/07/21 5:00:00","0","400","0","15711","2816","15712","15713","0","3","-124","0","1571","157"
"5","2022/07/22 5:00:00","0","400","0","15811","2816","15812","15813","0","3","-161","0","1581","158"
"5","2022/07/23 5:00:00","0","400","0","15911","2816","15912","15913","0","3","-199","0","1591","159"
"5","2022/07/24 5:00:00","0","400","0","16011","2816","16012","16013","0","3","-235","0","1601","160"
"5","2022/07/25 5:00:00","0","400","0","16111","2816","16112","16113","9106803","3","0","106801","1611","161"
"5","2022/07/26 5:00:00","0","400","0","16211","2816","16212","16213","0","3","-272","0","1621","162"
"5","2022/07/27 5:00:00","0","400","0","16311","2816","16312","16313","0","3","-309","0","1631","163"
"5","2022/07/28 5:00:00","0","400","0","16411","2816","16412","16413","9105303","3","-172","105301","1641","164"
"5","2022/07/29 5:00:00","0","400","0","16511","2816","16512","16513","0","3","-299","0","1651","165"
"5","2022/07/30 5:00:00","0","400","0","16611","2816","16612","16613","9102703","3","-233","102701","1661","166"
"5","2022/07/31 5:00:00","1","400","0","16711","2816","16712","16713","0","3","-356","0","1671","167"
"6","2022/08/01 5:00:00","0","400","0","16811","2816","16812","16813","0","3","306","0","1681","168"
"6","2022/08/02 5:00:00","0","400","0","16911","2816","16912","16913","0","3","226","0","1691","169"
"6","2022/08/03 5:00:00","0","400","0","17011","2816","17012","17013","0","3","146","0","1701","170"
"6","2022/08/04 5:00:00","0","400","0","17111","2816","17112","17113","0","3","66","0","1711","171"
"6","2022/08/05 5:00:00","0","400","0","17211","2816","17212","17213","0","3","-14","0","1721","172"
"6","2022/08/06 5:00:00","0","400","0","17311","2816","17312","17313","0","3","-94","0","1731","173"
"6","2022/08/07 5:00:00","0","400","0","17411","2816","17412","17413","9110803","3","270","110801","1741","174"
"6","2022/08/08 5:00:00","0","400","0","17511","2816","17512","17513","0","3","-174","0","1751","175"
"6","2022/08/09 5:00:00","0","400","0","17611","2816","17612","17613","9104303","3","55","104301","1761","176"
"6","2022/08/10 5:00:00","0","400","0","17711","2816","17712","17713","9100403","3","50","100401","1771","177"
"6","2022/08/11 5:00:00","0","400","0","17811","2816","17812","17813","9103703","3","-120","103701","1781","178"
"6","2022/08/11 5:00:00","0","400","0","17821","2816","17822","17823","9106103","3","-210","106101","1782","179"
"6","2022/08/12 5:00:00","0","400","0","17911","2816","17912","17913","0","3","-254","0","1791","180"
"6","2022/08/13 5:00:00","1","400","0","18011","2816","18012","18013","0","3","-369","0","1801","181"
"7","2022/08/14 5:00:00","0","400","0","18111","2816","18112","18113","9101803","3","295","101801","1811","182"
"7","2022/08/15 5:00:00","0","400","0","18211","2816","18212","18213","0","3","326","0","1821","183"
"7","2022/08/16 5:00:00","0","400","0","18311","2816","18312","18313","0","3","271","0","1831","184"
"7","2022/08/17 5:00:00","0","400","0","18411","2816","18412","18413","0","3","216","0","1841","185"
"7","2022/08/18 5:00:00","0","400","0","18511","2816","18512","18513","0","3","161","0","1851","186"
"7","2022/08/19 5:00:00","0","400","0","18611","2816","18612","18613","0","3","106","0","1861","187"
"7","2022/08/20 5:00:00","0","400","0","18711","2816","18712","18713","0","3","51","0","1871","188"
"7","2022/08/21 5:00:00","0","400","0","18811","2816","18812","18813","9101303","3","150","101301","1881","189"
"7","2022/08/22 5:00:00","0","400","0","18911","2816","18912","18913","0","3","-4","0","1891","190"
"7","2022/08/23 5:00:00","0","400","0","19011","2816","19012","19013","0","3","-59","0","1901","191"
"7","2022/08/24 5:00:00","0","400","0","19111","2816","19112","19113","0","3","-114","0","1911","192"
"7","2022/08/25 5:00:00","0","400","0","19211","2816","19212","19213","9101103","3","5","101101","1921","193"
"7","2022/08/26 5:00:00","0","400","0","19311","2816","19312","19313","0","3","-169","0","1931","194"
"7","2022/08/27 5:00:00","0","400","0","19411","2816","19412","19413","9100103","3","-130","100101","1941","195"
"7","2022/08/28 5:00:00","0","400","0","19511","2816","19512","19513","0","3","-224","0","1951","196"
"7","2022/08/29 5:00:00","0","400","0","19611","2816","19612","19613","0","3","-279","0","1961","197"
"7","2022/08/30 5:00:00","0","400","0","19711","2816","19712","19713","0","3","-369","0","1971","198"
"7","2022/08/31 5:00:00","1","400","0","19811","2816","19812","19813","9103003","3","-250","103001","1981","199"
"8","2022/09/01 5:00:00","0","500","0","19911","2816","19912","19913","0","0","571","0","1991","200"
"8","2022/09/02 5:00:00","0","500","0","20011","2816","20012","20013","9106003","0","480","106001","2001","201"
"8","2022/09/03 5:00:00","0","500","0","20111","2816","20112","20113","0","0","516","0","2011","202"
"8","2022/09/04 5:00:00","0","500","0","20211","2816","20212","20213","0","0","461","0","2021","203"
"8","2022/09/05 5:00:00","0","500","0","20311","2816","20312","20313","9101503","0","390","101501","2031","204"
"8","2022/09/06 5:00:00","0","500","0","20411","2816","20412","20413","0","0","406","0","2041","205"
"8","2022/09/07 5:00:00","0","500","0","20511","2816","20512","20513","9105403","0","340","105401","2051","206"
"8","2022/09/08 5:00:00","0","500","0","20611","2816","20612","20613","0","0","351","0","2061","207"
"8","2022/09/09 5:00:00","0","500","0","20711","2816","20712","20713","0","0","296","0","2071","208"
"8","2022/09/10 5:00:00","0","500","0","20811","2816","20812","20813","0","0","241","0","2081","209"
"8","2022/09/11 5:00:00","0","500","0","20911","2816","20912","20913","0","0","186","0","2091","210"
"8","2022/09/12 5:00:00","0","500","0","21011","2816","21012","21013","9118503","0","170","118501","2101","211"
"8","2022/09/13 5:00:00","0","500","0","21111","2816","21112","21113","0","0","131","0","2111","212"
"8","2022/09/14 5:00:00","0","500","0","21211","2816","21212","21213","0","0","76","0","2121","213"
"8","2022/09/15 5:00:00","0","500","0","21311","2816","21312","21313","9110903","0","50","110901","2131","214"
"8","2022/09/16 5:00:00","0","500","0","21411","2816","21412","21413","0","0","21","0","2141","215"
"8","2022/09/17 5:00:00","0","500","0","21511","2816","21512","21513","0","0","-34","0","2151","216"
"8","2022/09/18 5:00:00","0","500","0","21611","2816","21612","21613","0","0","-89","0","2161","217"
"8","2022/09/19 5:00:00","0","500","0","21711","2816","21712","21713","9118003","0","-120","118001","2171","218"
"8","2022/09/20 5:00:00","0","500","0","21811","2816","21812","21813","0","0","-144","0","2181","219"
"8","2022/09/21 5:00:00","0","500","0","21911","2816","21912","21913","0","0","-199","0","2191","220"
"8","2022/09/22 5:00:00","0","500","0","22011","2816","22012","22013","9101003","0","-270","101001","2201","221"
"8","2022/09/23 5:00:00","0","500","0","22111","2816","22112","22113","0","0","-254","0","2211","222"
"8","2022/09/24 5:00:00","0","500","0","22211","2816","22212","22213","0","0","-309","0","2221","223"
"8","2022/09/25 5:00:00","0","500","0","22311","2816","22312","22313","0","0","-364","0","2231","224"
"8","2022/09/26 5:00:00","0","500","0","22411","2816","22412","22413","0","0","-419","0","2241","225"
"8","2022/09/27 5:00:00","0","500","0","22511","2816","22512","22513","0","0","-474","0","2251","226"
"8","2022/09/28 5:00:00","0","500","0","22611","2816","22612","22613","0","0","-529","0","2261","227"
"8","2022/09/29 5:00:00","0","500","0","22711","2816","22712","22713","9106603","0","-370","106601","2271","228"
"8","2022/09/30 5:00:00","1","500","0","22811","2816","22812","22813","0","0","-579","0","2281","229"
"9","2022/10/01 5:00:00","0","500","0","22911","2816","22912","22913","0","0","383","0","2291","230"
"9","2022/10/02 5:00:00","0","500","0","23011","2816","23012","23013","0","0","339","0","2301","231"
"9","2022/10/03 5:00:00","0","500","0","23111","2816","23112","23113","0","0","296","0","2311","232"
"9","2022/10/04 5:00:00","0","500","0","23211","2816","23212","23213","9102803","0","290","102801","2321","233"
"9","2022/10/05 5:00:00","0","500","0","23311","2816","23312","23313","0","0","253","0","2331","234"
"9","2022/10/06 5:00:00","0","500","0","23411","2816","23412","23413","0","0","210","0","2341","235"
"9","2022/10/07 5:00:00","0","500","0","23511","2816","23512","23513","0","0","167","0","2351","236"
"9","2022/10/08 5:00:00","0","500","0","23611","2816","23612","23613","0","0","200","0","2361","237"
"9","2022/10/09 5:00:00","0","500","0","23711","2816","23712","23713","0","0","180","0","2371","238"
"9","2022/10/10 5:00:00","0","500","0","23811","2816","23812","23813","9100803","0","130","100801","2381","239"
"9","2022/10/11 5:00:00","0","500","0","23911","2816","23912","23913","0","0","125","0","2391","240"
"9","2022/10/12 5:00:00","0","500","0","24011","2816","24012","24013","0","0","83","0","2401","241"
"9","2022/10/13 5:00:00","0","500","0","24111","2816","24112","24113","0","0","100","0","2411","242"
"9","2022/10/14 5:00:00","0","500","0","24211","2816","24212","24213","0","0","80","0","2421","243"
"9","2022/10/15 5:00:00","0","500","0","24311","2816","24312","24313","0","0","41","0","2431","244"
"9","2022/10/16 5:00:00","0","500","0","24411","2816","24412","24413","0","0","-1","0","2441","245"
"9","2022/10/17 5:00:00","0","500","0","24511","2816","24512","24513","0","0","-43","0","2451","246"
"9","2022/10/18 5:00:00","0","500","0","24611","2816","24612","24613","0","0","10","0","2461","247"
"9","2022/10/19 5:00:00","0","500","0","24711","2816","24712","24713","0","0","-10","0","2471","248"
"9","2022/10/20 5:00:00","0","500","0","24811","2816","24812","24813","0","0","-10","0","2481","249"
"9","2022/10/21 5:00:00","0","500","0","24911","2816","24912","24913","0","0","-40","0","2491","250"
"9","2022/10/22 5:00:00","0","500","0","25011","2816","25012","25013","0","0","-85","0","2501","251"
"9","2022/10/23 5:00:00","0","500","0","25111","2816","25112","25113","0","0","-127","0","2511","252"
"9","2022/10/24 5:00:00","0","500","0","25211","2816","25212","25213","9104903","0","-130","104901","2521","253"
"9","2022/10/25 5:00:00","0","500","0","25311","2816","25312","25313","9104703","0","-270","104701","2531","254"
"9","2022/10/26 5:00:00","0","500","0","25411","2816","25412","25413","0","0","-169","0","2541","255"
"9","2022/10/27 5:00:00","0","500","0","25511","2816","25512","25513","0","0","-211","0","2551","256"
"9","2022/10/28 5:00:00","0","500","0","25611","2816","25612","25613","0","0","-253","0","2561","257"
"9","2022/10/29 5:00:00","0","500","0","25711","2816","25712","25713","0","0","-295","0","2571","258"
"9","2022/10/30 5:00:00","0","500","0","25811","2816","25812","25813","0","0","-337","0","2581","259"
"9","2022/10/31 5:00:00","1","500","0","25911","2816","25912","25913","0","0","-379","0","2591","260"
"10","2022/11/01 5:00:00","0","500","0","26011","2816","26012","26013","0","0","600","0","2601","261"
