8fd30c3a32f5661c3d5093d4b9bc494ae2ca3f2c4c728e9134517f573af7ce89,e1c4450a69229507a0ef866f508e0400328edb6a4c69f3fe83ae713dcc56dc96,6d358a4f5224a827831dac7e4214197a2e55eb2450a6f227563e627cde8af1a9,9cbf96b29d9421bcfe5a4b4b18e427446252100d457b93651eaf07adb7957c8d,0c498e90b0d5c4d13f0621b4cc71e0e7e5b9e63d396ed4ad73506d35ea46e6ca,91ac056b8d1af82333ee0c17e45f1ad5407bb85e7e444b7e436499b5b35eacce,44f8c6d0f6ae8d2b7fc0643db5c4ff56b9c8dc2723e3206994879148ca73ed61,5715b300989ad23dbbd77af7ec710eedaa133cd98c1b74173d45c83851e6c579,6fa5880f6a0e3d9d83d55638a620b0bdf45df23b35c5121cb001b6bb323434ed
"1","320050309","0","1","-10","221","10","0","0.75"
"1","320050310","0","1","20","222","-25","0","1"
"2","320050406","0","1","-74","223","40","502005401","0.7"
"3","320050406","0","2","13","224","67","502005403","1"
"1","320050406","0","3","43.5","225","11","0","0.65"
"2","320050407","0","1","59","226","50","502005406","0.7"
"3","320050407","0","2","30","227","62","502005408","0.9"
"1","320050407","0","3","-49","228","13","0","0.65"
"1","320050408","0","1","5","229","10","0","0.75"
"1","320050409","0","1","-10","230","10","0","0.75"
"1","320050410","0","1","20","231","-25","0","1"
"2","320050506","0","1","-74","232","40","502005501","0.7"
"3","320050506","0","2","13","233","67","502005503","1"
"1","320050506","0","3","43.5","234","11","0","0.65"
"2","320050507","0","1","59","235","50","502005506","0.7"
"3","320050507","0","2","30","236","62","502005508","0.9"
"1","320050507","0","3","-49","237","13","0","0.65"
"1","320050508","0","1","5","238","10","0","0.75"
"1","320050509","0","1","-10","239","10","0","0.75"
"1","320050510","0","1","20","240","-25","0","1"
"2","320060106","0","1","-74","241","40","502006101","0.7"
"3","320060106","0","2","13","242","67","502006103","0.7"
"1","320060106","0","3","43.5","243","11","0","0.65"
"2","320060107","0","1","59","244","50","502006106","0.7"
"3","320060107","0","2","30","245","62","502006108","0.9"
"1","320060107","0","3","-49","246","13","0","0.65"
"1","320060108","0","1","5","247","10","0","1"
"1","320060109","0","1","-10","248","10","0","1.2"
"1","320060110","0","1","20","249","-25","0","1"
"2","320060206","0","1","-74","250","40","502006201","0.7"
"3","320060206","0","2","13","251","67","502006203","0.7"
"1","320060206","0","3","43.5","252","11","0","0.65"
"2","320060207","0","1","59","253","50","502006206","0.7"
"3","320060207","0","2","30","254","62","502006208","0.9"
"1","320060207","0","3","-49","255","13","0","0.65"
"1","320060208","0","1","5","256","10","0","1"
"1","320060209","0","1","-10","257","10","0","1.2"
"1","320060210","0","1","20","258","-25","0","1"
"2","320060306","0","1","-74","259","40","502006301","0.7"
"3","320060306","0","2","13","260","67","502006303","0.7"
"1","320060306","0","3","43.5","261","11","0","0.65"
"2","320060307","0","1","59","262","50","502006306","0.7"
"3","320060307","0","2","30","263","62","502006308","0.9"
"1","320060307","0","3","-49","264","13","0","0.65"
"1","320060308","0","1","5","265","10","0","1"
"1","320060309","0","1","-10","266","10","0","1.2"
"1","320060310","0","1","20","267","-25","0","1"
"2","320060406","0","1","-74","268","40","502006401","0.7"
"3","320060406","0","2","13","269","67","502006403","0.7"
"1","320060406","0","3","43.5","270","11","0","0.65"
"2","320060407","0","1","59","271","50","502006406","0.7"
"3","320060407","0","2","30","272","62","502006408","0.9"
"1","320060407","0","3","-49","273","13","0","0.65"
"1","320060408","0","1","5","274","10","0","1"
"1","320060409","0","1","-10","275","10","0","1.2"
"1","320060410","0","1","20","276","-25","0","1"
"2","320060506","0","1","-74","277","40","502006501","0.7"
"3","320060506","0","2","13","278","67","502006503","0.7"
"1","320060506","0","3","43.5","279","11","0","0.65"
"2","320060507","0","1","59","280","50","502006506","0.7"
"3","320060507","0","2","30","281","62","502006508","0.9"
"1","320060507","0","3","-49","282","13","0","0.65"
"1","320060508","0","1","5","283","10","0","1"
"1","320060509","0","1","-10","284","10","0","1.2"
"1","320060510","0","1","20","285","-25","0","1"
"2","320070106","0","1","-74","286","40","502007101","0.7"
"3","320070106","0","2","43","287","67","502007103","0.7"
"1","320070106","0","3","43.5","288","11","0","0.65"
"2","320070107","0","1","59","289","50","502007106","0.7"
"3","320070107","0","2","30","290","62","502007108","0.9"
"1","320070107","0","3","-49","291","13","0","0.65"
"1","320070108","0","1","5","292","20","0","0.9"
"1","320070109","0","1","0","293","20","0","0.9"
"1","320070110","0","1","-20","294","-20","0","1"
"2","320070206","0","1","-74","295","40","502007201","0.7"
"3","320070206","0","2","43","296","67","502007203","0.7"
"1","320070206","0","3","43.5","297","11","0","0.65"
"2","320070207","0","1","59","298","50","502007206","0.7"
"3","320070207","0","2","30","299","62","502007208","0.9"
"1","320070207","0","3","-49","300","13","0","0.65"
"1","320070208","0","1","5","301","20","0","0.9"
"1","320070209","0","1","0","302","20","0","0.9"
"1","320070210","0","1","-20","303","-20","0","1"
"2","320070306","0","1","-74","304","40","502007301","0.7"
"3","320070306","0","2","43","305","67","502007303","0.7"
"1","320070306","0","3","43.5","306","11","0","0.65"
"2","320070307","0","1","59","307","50","502007306","0.7"
"3","320070307","0","2","30","308","62","502007308","0.9"
"1","320070307","0","3","-49","309","13","0","0.65"
"1","320070308","0","1","5","310","20","0","0.9"
"1","320070309","0","1","0","311","20","0","0.9"
"1","320070310","0","1","-20","312","-20","0","1"
"2","320070406","0","1","-74","313","40","502007401","0.7"
"3","320070406","0","2","43","314","67","502007403","0.7"
"1","320070406","0","3","43.5","315","11","0","0.65"
"2","320070407","0","1","59","316","50","502007406","0.7"
"3","320070407","0","2","30","317","62","502007408","0.9"
"1","320070407","0","3","-49","318","13","0","0.65"
"1","320070408","0","1","5","319","20","0","0.9"
"1","320070409","0","1","0","320","20","0","0.9"
"1","320070410","0","1","-20","321","-20","0","1"
"2","320070506","0","1","-74","322","40","502007501","0.7"
"3","320070506","0","2","43","323","67","502007503","0.7"
"1","320070506","0","3","43.5","324","11","0","0.65"
"2","320070507","0","1","59","325","50","502007506","0.7"
"3","320070507","0","2","30","326","62","502007508","0.9"
"1","320070507","0","3","-49","327","13","0","0.65"
"1","320070508","0","1","5","328","20","0","0.9"
"1","320070509","0","1","0","329","20","0","0.9"
"1","320070510","0","1","-20","330","-20","0","1"
"2","320080106","0","1","-74","331","40","502008101","0.7"
"3","320080106","0","2","43","332","67","502008103","0.9"
"1","320080106","0","3","43.5","333","11","0","0.65"
"2","320080107","0","1","59","334","50","502008106","0.7"
"3","320080107","0","2","30","335","62","502008108","0.9"
"1","320080107","0","3","-49","336","13","0","0.65"
"1","320080108","0","1","5","337","20","0","0.8"
"1","320080109","0","1","0","338","20","0","1.1"
"1","320080110","0","1","-20","339","-20","0","1"
"2","320080206","0","1","-74","340","40","502008201","0.7"
"3","320080206","0","2","43","341","67","502008203","0.9"
"1","320080206","0","3","43.5","342","11","0","0.65"
"2","320080207","0","1","59","343","50","502008206","0.7"
"3","320080207","0","2","30","344","62","502008208","0.9"
"1","320080207","0","3","-49","345","13","0","0.65"
"1","320080208","0","1","5","346","20","0","0.8"
"1","320080209","0","1","0","347","20","0","1.1"
"1","320080210","0","1","-20","348","-20","0","1"
"2","320080306","0","1","-74","349","40","502008301","0.7"
"3","320080306","0","2","43","350","67","502008303","0.9"
"1","320080306","0","3","43.5","351","11","0","0.65"
"2","320080307","0","1","59","352","50","502008306","0.7"
"3","320080307","0","2","30","353","62","502008308","0.9"
"1","320080307","0","3","-49","354","13","0","0.65"
"1","320080308","0","1","5","355","20","0","0.8"
"1","320080309","0","1","0","356","20","0","1.1"
"1","320080310","0","1","-20","357","-20","0","1"
"2","320080406","0","1","-74","358","40","502008401","0.7"
"3","320080406","0","2","43","359","67","502008403","0.9"
"1","320080406","0","3","43.5","360","11","0","0.65"
"2","320080407","0","1","59","361","50","502008406","0.7"
"3","320080407","0","2","30","362","62","502008408","0.9"
"1","320080407","0","3","-49","363","13","0","0.65"
"1","320080408","0","1","5","364","20","0","0.8"
"1","320080409","0","1","0","365","20","0","1.1"
"1","320080410","0","1","-20","366","-20","0","1"
"2","320080506","0","1","-74","367","40","502008501","0.7"
"3","320080506","0","2","43","368","67","502008503","0.9"
"1","320080506","0","3","43.5","369","11","0","0.65"
"2","320080507","0","1","59","370","50","502008506","0.7"
"3","320080507","0","2","30","371","62","502008508","0.9"
"1","320080507","0","3","-49","372","13","0","0.65"
"1","320080508","0","1","5","373","20","0","0.8"
"1","320080509","0","1","0","374","20","0","1.1"
"1","320080510","0","1","-20","375","-20","0","1"
"2","320090106","0","1","-74","376","40","502009101","0.7"
"3","320090106","0","2","13","377","67","502009103","1"
"1","320090106","0","3","43.5","378","11","0","0.65"
"2","320090107","0","1","-68","379","50","502009106","0.7"
"3","320090107","0","2","30","380","62","502009108","0.9"
"1","320090107","0","3","29","381","13","0","0.65"
"1","320090108","0","1","5","382","10","0","0.75"
"1","320090109","0","1","0","383","10","0","1"
"1","320090110","0","1","-20","384","-20","0","1"
"2","320090206","0","1","-74","385","40","502009201","0.7"
"3","320090206","0","2","13","386","67","502009203","1"
"1","320090206","0","3","43.5","387","11","0","0.65"
"2","320090207","0","1","-68","388","50","502009206","0.7"
"3","320090207","0","2","30","389","62","502009208","0.9"
"1","320090207","0","3","29","390","13","0","0.65"
"1","320090208","0","1","5","391","10","0","0.75"
"1","320090209","0","1","0","392","10","0","1"
"1","320090210","0","1","-20","393","-20","0","1"
"2","320090306","0","1","-74","394","40","502009301","0.7"
"3","320090306","0","2","13","395","67","502009303","1"
"1","320090306","0","3","43.5","396","11","0","0.65"
"2","320090307","0","1","-68","397","50","502009306","0.7"
"3","320090307","0","2","30","398","62","502009308","0.9"
"1","320090307","0","3","29","399","13","0","0.65"
"1","320090308","0","1","5","400","10","0","0.75"
"1","320090309","0","1","0","401","10","0","1"
"1","320090310","0","1","-20","402","-20","0","1"
"2","320090406","0","1","-74","403","40","502009401","0.7"
"3","320090406","0","2","13","404","67","502009403","1"
"1","320090406","0","3","43.5","405","11","0","0.65"
"2","320090407","0","1","-68","406","50","502009406","0.7"
"3","320090407","0","2","30","407","62","502009408","0.9"
"1","320090407","0","3","29","408","13","0","0.65"
"1","320090408","0","1","5","409","10","0","0.75"
"1","320090409","0","1","0","410","10","0","1"
"1","320090410","0","1","-20","411","-20","0","1"
"2","320090506","0","1","-74","412","40","502009501","0.7"
"3","320090506","0","2","13","413","67","502009503","1"
"1","320090506","0","3","43.5","414","11","0","0.65"
"2","320090507","0","1","-68","415","50","502009506","0.7"
"3","320090507","0","2","30","416","62","502009508","0.9"
"1","320090507","0","3","29","417","13","0","0.65"
"1","320090508","0","1","5","418","10","0","0.75"
"1","320090509","0","1","0","419","10","0","1"
"1","320090510","0","1","-20","420","-20","0","1"
"2","320100106","0","1","-74","421","40","502010101","0.7"
"3","320100106","0","2","13","422","67","502010103","1"
"1","320100106","0","3","43.5","423","11","0","0.65"
"2","320100107","0","1","-68","424","50","502010106","0.7"
"3","320100107","0","2","30","425","62","502010108","0.9"
"1","320100107","0","3","29","426","13","0","0.65"
"1","320100108","0","1","40","427","60","0","0.9"
"1","320100109","0","1","0","428","10","0","1"
"1","320100110","0","1","-20","429","-35","0","1"
"2","320100206","0","1","-74","430","40","502010201","0.7"
"3","320100206","0","2","13","431","67","502010203","1"
"1","320100206","0","3","43.5","432","11","0","0.65"
"2","320100207","0","1","-68","433","50","502010206","0.7"
"3","320100207","0","2","30","434","62","502010208","0.9"
"1","320100207","0","3","29","435","13","0","0.65"
"1","320100208","0","1","40","436","60","0","0.9"
"1","320100209","0","1","0","437","10","0","1"
"1","320100210","0","1","-20","438","-35","0","1"
"2","320100306","0","1","-74","439","40","502010301","0.7"
"3","320100306","0","2","13","440","67","502010303","1"
"1","320100306","0","3","43.5","441","11","0","0.65"
"2","320100307","0","1","-68","442","50","502010306","0.7"
"3","320100307","0","2","30","443","62","502010308","0.9"
"1","320100307","0","3","29","444","13","0","0.65"
"1","320100308","0","1","40","445","60","0","0.9"
"1","320100309","0","1","0","446","10","0","1"
"1","320100310","0","1","-20","447","-35","0","1"
"2","320100406","0","1","-74","448","40","502010401","0.7"
"3","320100406","0","2","13","449","67","502010403","1"
"1","320100406","0","3","43.5","450","11","0","0.65"
"2","320100407","0","1","-68","451","50","502010406","0.7"
"3","320100407","0","2","30","452","62","502010408","0.9"
"1","320100407","0","3","29","453","13","0","0.65"
"1","320100408","0","1","40","454","60","0","0.9"
"1","320100409","0","1","0","455","10","0","1"
"1","320100410","0","1","-20","456","-35","0","1"
"2","320100506","0","1","-74","457","40","502010501","0.7"
"3","320100506","0","2","13","458","67","502010503","1"
"1","320100506","0","3","43.5","459","11","0","0.65"
"2","320100507","0","1","-68","460","50","502010506","0.7"
"3","320100507","0","2","30","461","62","502010508","0.9"
"1","320100507","0","3","29","462","13","0","0.65"
"1","320100508","0","1","40","463","60","0","0.9"
"1","320100509","0","1","0","464","10","0","1"
"1","320100510","0","1","-20","465","-35","0","1"
"2","320110106","0","1","-74","466","40","502011101","0.7"
"3","320110106","0","2","13","467","67","502011103","1"
"1","320110106","0","3","43.5","468","11","0","0.65"
"2","320110107","0","1","-98","469","50","502011106","0.7"
"3","320110107","0","2","0","470","72","502011108","1.1"
"1","320110107","0","3","49","471","13","0","0.65"
"1","320110108","0","1","-40","472","30","0","0.75"
"1","320110109","0","1","20","473","50","0","1.2"
"1","320110110","0","1","-20","474","-35","0","1.1"
"2","320110206","0","1","-74","475","40","502011201","0.7"
"3","320110206","0","2","13","476","67","502011203","1"
"1","320110206","0","3","43.5","477","11","0","0.65"
"2","320110207","0","1","-98","478","50","502011206","0.7"
"3","320110207","0","2","0","479","72","502011208","1.1"
"1","320110207","0","3","49","480","13","0","0.65"
"1","320110208","0","1","-40","481","30","0","0.75"
"1","320110209","0","1","20","482","50","0","1.2"
"1","320110210","0","1","-20","483","-35","0","1.1"
"2","320110306","0","1","-74","484","40","502011301","0.7"
"3","320110306","0","2","13","485","67","502011303","1"
"1","320110306","0","3","43.5","486","11","0","0.65"
"2","320110307","0","1","-98","487","50","502011306","0.7"
"3","320110307","0","2","0","488","72","502011308","1.1"
"1","320110307","0","3","49","489","13","0","0.65"
"1","320110308","0","1","-40","490","30","0","0.75"
"1","320110309","0","1","20","491","50","0","1.2"
"1","320110310","0","1","-20","492","-35","0","1.1"
"2","320110406","0","1","-74","493","40","502011401","0.7"
"3","320110406","0","2","13","494","67","502011403","1"
"1","320110406","0","3","43.5","495","11","0","0.65"
"2","320110407","0","1","-98","496","50","502011406","0.7"
"3","320110407","0","2","0","497","72","502011408","1.1"
"1","320110407","0","3","49","498","13","0","0.65"
"1","320110408","0","1","-40","499","30","0","0.75"
"1","320110409","0","1","20","500","50","0","1.2"
"1","320110410","0","1","-20","501","-35","0","1.1"
"2","320110506","0","1","-74","502","40","502011501","0.7"
"3","320110506","0","2","13","503","67","502011503","1"
"1","320110506","0","3","43.5","504","11","0","0.65"
"2","320110507","0","1","-98","505","50","502011506","0.7"
"3","320110507","0","2","0","506","72","502011508","1.1"
"1","320110507","0","3","49","507","13","0","0.65"
"1","320110508","0","1","-40","508","30","0","0.75"
"1","320110509","0","1","20","509","50","0","1.2"
"1","320110510","0","1","-20","510","-35","0","1.1"
"2","320120106","0","1","-74","511","40","502012101","0.7"
"3","320120106","0","2","10","512","67","502012103","1"
"1","320120106","0","3","43.5","513","11","0","0.65"
"2","320120107","0","1","-98","514","50","502012106","0.7"
"3","320120107","0","2","0","515","72","502012108","1"
"1","320120107","0","3","49","516","13","0","0.65"
"1","320120108","0","1","10","517","30","0","1.2"
"1","320120109","0","1","40","518","40","0","0.9"
"1","320120110","0","1","-20","519","-35","0","1.1"
