4b98ca8ccb16a9b1ec95093541e8b37db74cb1bc8a8b6b4415b4d088d709bf4d,615a03e16d38f9947d0c008b2cf60c744836307e14ec9d96580306d311b146aa,05732990bd38a08f1703728e3b96a5aa45af26629804eff727ad53c4ca0f4d59,366f17c5cbd4f60d9c20294ffc289a3dea8acc03ae04cfcb878c729061b7e0ac,28dddd32dfef2d2fa64bcc80ebe93eba225723e09ce854ccaa6b16d8ebc8e2eb,31e42ffa98ceba2536748c2dcb058511ace7d568abb743a3f3da6b482c5542e6,0234858eb1819b239837db3d364f7fe77abb3ce88bdaaef620507f0929cf1fdf,68be1e91f2d4492c21dba8406843c345df7612c9c1e8b144c16010a7bb46ceb6,55546d35a340d5790ef7910e23a457ffc6ed99feb2ab0890a29eb6996ac34c97,1037452de90632ffdda0220c3d8776ed4454c1e101917b5bb0f230c24cfd21af,a8f63d4fd5212cec2ff97f6b31123e766b699587480e5a31e54add26d11e9a56,c395e84ad206afc9a757dab1e43a7e305de7248016570f62185953d120576955,a1db599b033e264b2e2f0c7915092bf37eb88ee62e753ffa944a5d17f0c4fef4
"60261","0","0","0","60262","0","31037","0","0","0","10027","0","31005"
"60271","0","0","0","60272","0","31009","0","0","0","10028","0","31051"
"60281","0","0","0","60282","0","31116","0","0","0","10029","0","31044"
"60291","0","0","0","60292","0","31085","0","0","0","10030","0","31029"
"60301","0","0","0","60302","0","31121","0","0","0","10031","0","31021"
"60311","0","0","0","60312","0","31089","0","0","0","10032","0","31002"
"60321","0","0","0","60322","0","31123","0","0","0","10033","0","31049"
"60331","0","0","0","60332","0","31090","0","0","0","10034","0","31011"
"60341","0","0","0","60342","0","31126","0","0","0","10035","0","31042"
"60341","0","0","0","60342","0","31126","0","0","0","10036","0","31042"
"60361","0","0","0","60362","0","31043","0","0","0","10037","0","31008"
"60371","0","0","0","60372","0","31107","0","0","0","10038","0","31046"
"60381","0","0","0","60382","0","31093","0","0","0","10039","0","31018"
"60391","0","0","0","60392","0","31028","0","0","0","10040","0","31033"
"60401","0","0","0","60402","0","31053","0","0","0","10041","0","31045"
"60411","0","0","0","60412","0","31130","0","0","0","10042","0","31065"
"60421","0","0","0","60422","0","31101","0","0","0","10043","0","31050"
"60431","0","0","0","60432","0","31132","0","0","0","10044","0","31027"
"60441","0","0","0","60442","0","31105","0","0","0","10045","0","31014"
"60451","0","0","0","60452","0","31135","0","0","0","10046","0","31023"
"60461","0","0","0","60462","0","31056","0","0","0","10047","0","31040"
"60471","0","0","0","60472","0","31016","0","0","0","10048","0","31013"
"60481","0","0","0","60482","0","31112","0","0","0","10049","0","31036"
"60491","0","0","0","60492","0","31141","0","0","0","10050","0","31054"
"60501","0","0","0","60502","0","31037","0","0","0","10051","0","31005"
"60511","0","0","0","60512","0","31014","0","0","0","10052","0","31037"
"60521","0","0","0","60522","0","31098","0","0","0","10053","0","31025"
"60531","0","0","0","60532","0","31146","0","0","0","10054","0","31048"
"60541","0","0","0","60542","0","31116","0","0","0","10055","0","31044"
"60551","0","0","0","60552","0","31147","0","0","0","10056","0","31060"
"60561","0","0","0","60562","0","31121","0","0","0","10057","0","31021"
"60571","0","0","0","60572","0","31156","0","0","0","10058","0","31003"
"60571","0","0","0","60572","0","31156","0","0","0","10059","0","31003"
"60591","0","0","0","60592","0","31123","0","0","0","10060","0","31049"
"60601","0","0","0","60602","0","31158","0","0","0","10061","0","31010"
"60611","0","0","0","60612","0","31126","0","0","0","10062","0","31042"
"60611","0","0","0","60612","0","31126","0","0","0","10063","0","31042"
"60631","0","0","0","60632","0","31032","0","0","0","10064","0","31031"
"60641","0","0","0","60642","0","31107","0","0","0","10065","0","31046"
"60651","0","0","0","60652","0","31065","0","0","0","10066","0","31015"
"60661","0","0","0","60662","0","31028","0","0","0","10067","0","31033"
"60671","0","0","0","60672","0","31168","0","0","0","10068","0","31040"
"60681","0","0","0","60682","0","31130","0","0","0","10069","0","31065"
"60691","0","0","0","60692","0","31018","0","0","0","10070","0","31050"
"60701","0","0","0","60702","0","31132","0","0","0","10071","0","31027"
"60711","0","0","0","60712","0","31174","0","0","0","10072","0","31109"
"60721","0","0","0","60722","0","31135","0","0","0","10073","0","31023"
"60731","0","0","0","60732","0","31096","0","0","0","10074","0","31051"
"60741","0","0","0","60742","0","31016","0","0","0","10075","0","31013"
"60751","0","0","0","60752","0","31178","0","0","0","10076","0","31047"
"60761","0","0","0","60762","0","31141","0","0","0","10077","0","31054"
"60771","0","0","0","60772","0","31053","0","0","0","10078","0","31055"
"60781","0","0","0","60782","0","31014","0","0","0","10079","0","31037"
"60791","0","0","0","60792","0","31192","0","0","0","10080","0","31006"
"60801","0","0","0","60802","0","31146","0","0","0","10081","0","31048"
"60811","0","0","0","60812","0","31208","0","0","0","10082","0","31044"
"60821","0","0","0","60822","0","31147","0","0","0","10083","0","31060"
"60831","0","0","0","60832","0","31059","0","0","0","10084","0","31060"
"60841","0","0","0","60842","0","31212","0","0","0","10085","0","31058"
"60851","0","0","0","60852","0","31156","0","0","0","10086","0","31003"
"60851","0","0","0","60852","0","31156","0","0","0","10087","0","31003"
"60871","0","0","0","60872","0","31128","0","0","0","10088","0","31026"
"60881","0","0","0","60882","0","31158","0","0","0","10089","0","31010"
"60891","0","0","0","60892","0","31065","0","0","0","10090","0","31046"
"60901","0","0","0","60902","0","31032","0","0","0","10091","0","31031"
"60911","0","0","0","60912","0","31014","0","0","0","10092","0","31031"
"60921","0","0","0","60922","0","31065","0","0","0","10093","0","31015"
"60931","0","0","0","60932","0","31221","0","0","0","10094","0","31034"
"60941","0","0","0","60942","0","31168","0","0","0","10095","0","31040"
"60951","0","0","0","60952","0","31224","0","0","0","10096","0","31002"
"60961","0","0","0","60962","0","31018","0","0","0","10097","0","31050"
"60971","0","0","0","60972","0","31228","0","0","0","10098","0","31036"
"60981","0","0","0","60982","0","31174","0","0","0","10099","0","31109"
"60991","0","0","0","60992","0","31010","0","0","0","10100","0","31023"
"61001","0","0","0","61002","0","31096","0","0","0","10101","0","31051"
"61011","0","0","0","61012","0","31235","0","0","0","10102","0","31013"
"61021","0","0","0","61022","0","31178","0","0","0","10103","0","31047"
"61031","0","0","0","61032","0","31037","0","0","0","10104","0","31005"
"61041","0","0","0","61042","0","31053","0","0","0","10105","0","31055"
"61051","0","0","0","61052","0","31241","0","0","0","10106","0","31047"
"61061","0","0","0","61062","0","31192","0","0","0","10107","0","31006"
"61071","0","0","0","61072","0","31247","0","0","0","10108","0","31066"
"61081","0","0","0","61082","0","31208","0","0","0","10109","0","31044"
"61091","0","0","0","61092","0","31249","0","0","0","10110","0","31029"
"61101","0","0","0","61102","0","31249","0","0","0","10111","0","31042"
"61111","0","0","0","61112","0","31059","0","0","0","10112","0","31060"
"61121","0","0","0","61122","0","31212","0","0","0","10113","0","31058"
"61131","0","0","0","61132","0","31053","0","0","0","10114","0","31046"
"61141","0","0","0","61142","0","31128","0","0","0","10115","0","31026"
"61151","0","0","0","61152","0","31012","0","0","0","10116","0","31038"
"61161","0","0","0","61162","0","31065","0","0","0","10117","0","31046"
"61171","0","0","0","61172","0","31257","0","0","0","10118","0","31057"
"61181","0","0","0","61182","0","31014","0","0","0","10119","0","31031"
"61191","0","0","0","61192","0","31044","0","0","0","10120","0","31008"
"61201","0","0","0","61202","0","31221","0","0","0","10121","0","31034"
"61211","0","0","0","61212","0","31267","0","0","0","10122","0","31048"
"61221","0","0","0","61222","0","31224","0","0","0","10123","0","31002"
"61231","0","0","0","61232","0","31270","0","0","0","10124","0","31031"
"61241","0","0","0","61242","0","31228","0","0","0","10125","0","31036"
"61251","0","0","0","61252","0","31011","0","0","0","10126","0","31060"
"61261","0","0","0","61262","0","31010","0","0","0","10127","0","31023"
"61271","0","0","0","61272","0","31056","0","0","0","10128","0","31042"
"61281","0","0","0","61282","0","31235","0","0","0","10129","0","31013"
"61291","0","0","0","61292","0","31018","0","0","0","10130","0","31054"
"61301","0","0","0","61302","0","31037","0","0","0","10131","0","31005"
"61311","0","0","0","61312","0","31028","0","0","0","10132","0","31058"
"61321","0","0","0","61322","0","31241","0","0","0","10133","0","31047"
"61331","0","0","0","61332","0","31283","0","0","0","10134","0","31014"
"61341","0","0","0","61342","0","31247","0","0","0","10135","0","31066"
"61351","0","0","0","61352","0","31288","0","0","0","10136","0","31002"
"61361","0","0","0","61362","0","31288","0","0","0","10137","0","31001"
"61371","0","0","0","61372","0","31249","0","0","0","10138","0","31029"
"61381","0","0","0","61382","0","31249","0","0","0","10139","0","31042"
"61391","0","0","0","61392","0","31110","0","0","0","10140","0","31034"
"61401","0","0","0","61402","0","31053","0","0","0","10141","0","31046"
"61411","0","0","0","61412","0","31043","0","0","0","10142","0","31027"
"61421","0","0","0","61422","0","31012","0","0","0","10143","0","31038"
"61431","0","0","0","61432","0","31036","0","0","0","10144","0","31025"
"61441","0","0","0","61442","0","31257","0","0","0","10145","0","31057"
"61451","0","0","0","61452","0","31010","0","0","0","10146","0","31021"
"61461","0","0","0","61462","0","31044","0","0","0","10147","0","31008"
"61471","0","0","0","61472","0","31029","0","0","0","10148","0","31042"
"61481","0","0","0","61482","0","31267","0","0","0","10149","0","31048"
"61491","0","0","0","61492","0","31047","0","0","0","10150","0","31058"
"61501","0","0","0","61502","0","31270","0","0","0","10151","0","31031"
"61511","0","0","0","61512","0","31319","0","0","0","10152","0","31059"
"61521","0","0","0","61522","0","31098","0","0","0","10153","0","31025"
"61531","0","0","0","61532","0","31012","0","0","0","10154","0","31007"
"61541","0","0","0","61542","0","31011","0","0","0","10155","0","31060"
"61551","0","0","0","61552","0","31049","0","0","0","10156","0","31038"
"61561","0","0","0","61562","0","31056","0","0","0","10157","0","31042"
"61571","0","0","0","61572","0","31016","0","0","0","10158","0","31050"
"61581","0","0","0","61582","0","31018","0","0","0","10159","0","31054"
"61591","0","0","0","61592","0","31332","0","0","0","10160","0","31028"
"61601","0","0","0","61602","0","31028","0","0","0","10161","0","31058"
"61621","0","0","0","61622","0","31283","0","0","0","10163","0","31014"
"61631","0","0","0","61632","0","31288","0","0","0","10164","0","31002"
"61641","0","0","0","61642","0","31288","0","0","0","10165","0","31001"
"61651","0","0","0","61652","0","31110","0","0","0","10166","0","31034"
"61661","0","0","0","61662","0","31043","0","0","0","10167","0","31027"
"61671","0","0","0","61672","0","31036","0","0","0","10168","0","31025"
"61681","0","0","0","61682","0","31010","0","0","0","10169","0","31021"
"61691","0","0","0","61692","0","31029","0","0","0","10170","0","31042"
"61701","0","0","0","61702","0","31047","0","0","0","10171","0","31058"
"61711","0","0","0","61712","0","31319","0","0","0","10172","0","31059"
"61721","0","0","0","61722","0","31012","0","0","0","10173","0","31007"
"61731","0","0","0","61732","0","31126","0","0","0","10174","0","31042"
"61731","0","0","0","61732","0","31126","0","0","0","10175","0","31042"
"61751","0","0","0","61752","0","31049","0","0","0","10176","0","31038"
"61761","0","0","0","61762","0","31016","0","0","0","10177","0","31050"
"61771","0","0","0","61772","0","31332","0","0","0","10178","0","31028"
