b3faa3a9daba5f84c6e228d2920a00b398c1c716adb6f1b551e47f85b7f151c5,a3c0505ad56ff6f212f8e31d4378f2c61cebb0547ad3fef75b8abf0169ce13cd,27e48c186a43348b844a24e7f451574b0b153eb72e122977282b58443e000076,f96a9cf94765a1b1fa38bcfa8fadad50b9b0c6fb6d4bd6a8c789e043027e0c4d,5745c0fb56eeab25465208b2e096709be512ed1e468fed5bbd024ffe11f371dd,f5c9554c8d3001842072ace5017013934f59aed8c7de928408d5701251cd88c3,407ef1478f6b8f32f260c01594abe6195802835820101f8b0433b2b9aa894c64,f994290be9c9541badd7aed04ad90ea8dfa1d44f0f0e945f2805b9a6bd185633,793cf061a0809ce6f916553abe74391815d1fab784a6433059fb50aa5a97fa4b,3e57056465ad0b933175025f074cf4f65761bcaf923ee44214a98930b8cb45e1,f64e333e59d5841ea522dd4d4ff5128b8acba820037a788390a1fded1bd49ea2
"-470","1","1000001","travel_exdrama_r_101_walk","1.46","1","0","11","1011","-200","1010110007"
"-320","1","1000002","travel_exdrama_r_101_walk","1.46","1","0","1","1011","-150","1010110008"
"-470","1","1","travel_exdrama_r_101_walk","1.46","5","0","12","1011","-200","1010110009"
"-320","1","2","travel_exdrama_r_101_walk","1.46","5","0","2","1011","-150","1010110010"
"","se_travel","se_travel_finish_cave_rare","","","23","","0","1012","","1010120001"
"0.1","1000001","-500","","","2","","-200","1012","0","1010120002"
"0.1","1000002","-350","","","2","","-150","1012","0","1010120003"
"0.1","1","-500","","","2","","-200","1012","0","1010120004"
"0.1","2","-350","","","2","","-150","1012","0","1010120005"
"travel_exdrama_r_101_walk","1000001","travel_exdrama_r_101_joy","","0.2","3","0.2","0","1012","1","1010120006"
"travel_exdrama_r_101_walk","1000002","travel_exdrama_r_101_joy","","0.2","3","0.2","0","1012","1","1010120007"
"travel_exdrama_r_101_walk","1","travel_exdrama_r_101_joy","","0.2","3","0.2","0","1012","1","1010120008"
"travel_exdrama_r_101_walk","2","travel_exdrama_r_101_joy","","0.2","3","0.2","0","1012","1","1010120009"
"","10101","0","","","32","","0","1012","","1010120010"
"","10102","1","","","32","","0","1012","","1010120011"
"","1.66","0","","","93","","","1012","","1010120012"
"","10101","1","","","32","","0","1012","","1010120013"
"","10102","0","","","32","","0","1012","","1010120014"
"0.2","1000001","-470","","","2","","-200","1012","0","1010120015"
"0.2","1000002","-320","","","2","","-150","1012","0","1010120016"
"0.2","1","-470","","","2","","-200","1012","0","1010120017"
"0.2","2","-320","","","2","","-150","1012","0","1010120018"
"","se_travel","se_travel_finish_cave_event","","","23","","0","1013","","1010130001"
"travel_exdrama_r_101_walk","1000001","travel_exdrama_r_101_panic_A","","0.2","3","0","0","1013","1","1010130002"
"travel_exdrama_r_101_walk","1000002","travel_exdrama_r_101_panic_B","","0.2","3","0","0","1013","1","1010130003"
"travel_exdrama_r_101_walk","1","travel_exdrama_r_101_panic_A","","0.2","3","0","0","1013","1","1010130004"
"travel_exdrama_r_101_walk","2","travel_exdrama_r_101_panic_B","","0.2","3","0","0","1013","1","1010130005"
"","10002","1","","","32","","","1013","","1010130006"
"","10103","1","","","32","","","1013","","1010130007"
"","3","0","","","93","","","1013","","1010130008"
"","10002","0","","","32","","","1013","","1010130009"
"","10103","0","","","32","","","1013","","1010130010"
"0.1","1000001","-500","","0","2","0","-200","1014","0","1010140001"
"0.1","1000002","-350","","0","2","0","-150","1014","0","1010140002"
"0.1","1","-500","","0","2","0","-200","1014","0","1010140003"
"0.1","2","-350","","0","2","0","-150","1014","0","1010140004"
"","1000001","travel_exdrama_r_finish_B_hand","","0","3","0","0","1014","0","1010140005"
"","1000002","travel_exdrama_r_finish_B_hand","","0","3","0","0","1014","0","1010140006"
"","1","travel_exdrama_r_101_finish","","0","3","0","0","1014","0","1010140007"
"","2","travel_exdrama_r_101_finish","","0","3","0","0","1014","0","1010140008"
"","10101","0","","","32","","0","1014","","1010140009"
"","10104","1","","","32","","0","1014","","1010140010"
"5","10200","10200","","1","31","","-350","1021","1","1010210001"
"5","10201","10201","","0","31","","-350","1021","1","1010210002"
"5","10202","10202","","0","31","","-350","1021","1","1010210003"
"86","10203","10203","","0","31","","-490","1021","1","1010210004"
"105","10204","10204","","0","31","","-200","1021","1","1010210005"
"50","10001","10001","","0","31","","-525","1021","1","1010210006"
"-490","1","1000001","travel_exdrama_r_102_book","1.46","1","0","1","1021","-180","1010210007"
"-200","1","1000002","travel_exdrama_r_102_loupe","1.46","1","0","2","1021","-180","1010210008"
"-490","1","1","travel_exdrama_r_102_book","1.46","5","0","11","1021","-180","1010210009"
"-200","1","2","travel_exdrama_r_102_loupe","1.46","5","0","12","1021","-180","1010210010"
"-339","5","5","reliclight_none","2","5","0","13","1021","-136","1010210011"
"","se_travel","se_travel_finish_ruins_rare","","","23","","0","1022","","1010220001"
"travel_exdrama_r_102_book","1000001","travel_exdrama_r_102_bookFind_A","","0.2","3","0.2","0","1022","1","1010220002"
"travel_exdrama_r_102_loupe","1000002","travel_exdrama_r_102_loupeFind_A","","0.2","3","0.2","0","1022","1","1010220003"
"travel_exdrama_r_102_book","1","travel_exdrama_r_102_bookFind_A","","0.2","3","0.2","0","1022","1","1010220004"
"travel_exdrama_r_102_loupe","2","travel_exdrama_r_102_loupeFind_A","","0.2","3","0.2","0","1022","1","1010220005"
"","10202","1","","","32","","","1022","","1010220006"
"","10203","1","","","32","","","1022","","1010220007"
"","10204","1","","","32","","","1022","","1010220008"
"","1.66","0","","","93","","","1022","","1010220009"
"","10202","0","","","32","","","1022","","1010220010"
"","10203","0","","","32","","","1022","","1010220011"
"","10204","0","","","32","","","1022","","1010220012"
"","se_travel","se_travel_finish_ruins_event","","","23","","0","1023","","1010230001"
"travel_exdrama_r_102_book","1000001","travel_exdrama_r_102_bookFind_B","","0.2","3","0","0","1023","1","1010230002"
"travel_exdrama_r_102_loupe","1000002","travel_exdrama_r_102_loupeFind_B","","0.2","3","0","0","1023","1","1010230003"
"travel_exdrama_r_102_book","1","travel_exdrama_r_102_bookFind_B","","0.2","3","0","0","1023","1","1010230004"
"travel_exdrama_r_102_loupe","2","travel_exdrama_r_102_loupeFind_B","","0.2","3","0","0","1023","1","1010230005"
"","5","reliclight_on","","","3","","0","1023","","1010230006"
"","10201","1","","","32","","","1023","","1010230007"
"","10001","1","","","32","","","1023","","1010230008"
"","3","0","","","93","","","1023","","1010230009"
"","10201","0","","","32","","","1023","","1010230010"
"","10001","0","","","32","","","1023","","1010230011"
"","5","reliclight_none","","","3","","0","1023","","1010230012"
"","1000002","1","","0","4","0","0","1024","0","1010240001"
"","2","1","","0","4","0","0","1024","0","1010240002"
"","1000001","travel_exdrama_r_finish_A","","0","3","0","0","1024","0","1010240003"
"","1000002","travel_exdrama_r_finish_A_front","","0","3","0","0","1024","0","1010240004"
"","1","travel_exdrama_r_102_book_finish","","0","3","0","0","1024","0","1010240005"
"","2","travel_exdrama_r_102_loupe_finish","","0","3","0","0","1024","0","1010240006"
"","5","reliclight_none","","","3","","0","1024","","1010240007"
"5","10300","10300","","1","31","","-350","1031","1","1010310001"
"5","10301","10301","","0","31","","-350","1031","1","1010310002"
"5","10302","10302","","0","31","","-350","1031","1","1010310003"
"50","10002","10002","","0","31","","-525","1031","1","1010310004"
"-510","1","1000001","travel_exdrama_r_103_dig_A","1.46","1","0","5","1031","-200","1010310005"
"-400","1","1000002","travel_exdrama_r_103_dig_B","1.46","1","0","3","1031","-175","1010310006"
"-190","1","1000003","travel_exdrama_r_103_map","1.46","1","0","1","1031","-140","1010310007"
"-510","1","1","travel_exdrama_r_103_dig_A","1.46","5","0","6","1031","-200","1010310008"
"-400","1","2","travel_exdrama_r_103_dig_B","1.46","5","0","4","1031","-175","1010310009"
"-190","1","3","travel_exdrama_r_103_map","1.46","5","0","2","1031","-140","1010310010"
"","se_travel","se_travel_finish_dig_rare","","","23","","0","1032","","1010320001"
"travel_exdrama_r_103_dig_A","1000001","travel_exdrama_r_103_surprise_A","","0.2","3","0.2","0","1032","1","1010320002"
"travel_exdrama_r_103_dig_B","1000002","travel_exdrama_r_103_surprise_A","","0.2","3","0.2","0","1032","1","1010320003"
"travel_exdrama_r_103_map","1000003","travel_exdrama_r_103_mapSurprise_A","","0.2","3","0.2","0","1032","1","1010320004"
"travel_exdrama_r_103_dig_A","1","travel_exdrama_r_103_surprise_A","","0.2","3","0.2","0","1032","1","1010320005"
"travel_exdrama_r_103_dig_B","2","travel_exdrama_r_103_surprise_A","","0.2","3","0.2","0","1032","1","1010320006"
"travel_exdrama_r_103_map","3","travel_exdrama_r_103_mapSurprise_A","","0.2","3","0.2","0","1032","1","1010320007"
"","10302","1","","","32","","","1032","","1010320008"
"","1.25","0","","","93","","","1032","","1010320009"
"","10302","0","","","32","","","1032","","1010320010"
"","se_travel","se_travel_finish_dig_event","","","23","","0","1033","","1010330001"
"travel_exdrama_r_103_dig_A","1000001","travel_exdrama_r_103_surprise_B","","0.2","3","0","0","1033","1","1010330002"
"travel_exdrama_r_103_dig_B","1000002","travel_exdrama_r_103_surprise_B","","0.2","3","0","0","1033","1","1010330003"
"travel_exdrama_r_103_map","1000003","travel_exdrama_r_103_mapSurprise_B","","0.2","3","0","0","1033","1","1010330004"
"travel_exdrama_r_103_dig_A","1","travel_exdrama_r_103_surprise_B","","0.2","3","0","0","1033","1","1010330005"
"travel_exdrama_r_103_dig_B","2","travel_exdrama_r_103_surprise_B","","0.2","3","0","0","1033","1","1010330006"
"travel_exdrama_r_103_map","3","travel_exdrama_r_103_mapSurprise_B","","0.2","3","0","0","1033","1","1010330007"
"","10301","1","","","32","","","1033","","1010330008"
"","10002","1","","","32","","","1033","","1010330009"
"","3","0","","","93","","","1033","","1010330010"
"","10301","0","","","32","","","1033","","1010330011"
"","10002","0","","","32","","","1033","","1010330012"
"","1000003","1","","","4","","","1034","","1010340001"
"","3","1","","","4","","","1034","","1010340002"
"","1000001","travel_exdrama_r_finish_B","","0","3","0","0","1034","0","1010340003"
"","1000002","travel_exdrama_r_finish_B","","0","3","0","0","1034","0","1010340004"
"","1000003","travel_exdrama_r_finish_A_front","","0","3","0","0","1034","0","1010340005"
"","1","travel_exdrama_r_103_shovel","","0","3","0","0","1034","0","1010340006"
"","2","travel_exdrama_r_103_shovel","","0","3","0","0","1034","0","1010340007"
"","3","travel_exdrama_r_103_map_finish","","0","3","0","0","1034","0","1010340008"
"5","10400","10400","","1","31","","-350","1041","1","1010410001"
"5","10401","10401","","1","31","","-350","1041","1","1010410002"
"5","10402","10402","","0","31","","-350","1041","1","1010410003"
"5","10403","10403","","0","31","","-350","1041","1","1010410004"
"50","10001","10001","","0","31","","-525","1041","1","1010410005"
"-450","1","1000001","travel_exdrama_r_104_fishingIdle","1.46","1","0","12","1041","-150","1010410006"
"-200","1","1000002","travel_exdrama_r_104_idle_B","1.46","1","0","10","1041","-125","1010410007"
"-450","2","1","travel_exdrama_r_104_fishingIdle","1.46","5","0","11","1041","-150","1010410008"
"-350","4","10","none","1","5","0","20","1041","-150","1010410009"
"","se_travel","se_travel_finish_bridge_rare","","","23","","0","1042","","1010420001"
"travel_exdrama_r_104_fishingIdle","1000001","travel_exdrama_r_104_fishingCatch","","0.2","3","0.2","0","1042","1","1010420002"
"travel_exdrama_r_104_idle_B","1000002","travel_exdrama_r_104_glad_B","","0.2","3","0.2","0","1042","1","1010420003"
"travel_exdrama_r_104_fishingIdle","1","travel_exdrama_r_104_fishingCatch","","0.2","3","0.2","0","1042","1","1010420004"
"none","10","fish","","0","3","0","0","1042","1","1010420005"
"","10402","1","","","32","","","1042","","1010420006"
"","1.25","0","","","93","","","1042","","1010420007"
"","10402","0","","","32","","","1042","","1010420008"
"","se_travel","se_travel_finish_bridge_event","","","23","","0","1043","","1010430001"
"travel_exdrama_r_104_fishingIdle","1000001","travel_exdrama_r_104_fishingBig","","0","3","0","0","1043","1","1010430002"
"travel_exdrama_r_104_idle_B","1000002","travel_exdrama_r_104_surprise_B","","0","3","0","0","1043","1","1010430003"
"travel_exdrama_r_104_fishingIdle","1","travel_exdrama_r_104_fishingBig","","0","3","0","0","1043","1","1010430004"
"","10403","1","","","32","","","1043","","1010430005"
"","10001","1","","","32","","","1043","","1010430006"
"","3","0","","","93","","","1043","","1010430007"
"","10403","0","","","32","","","1043","","1010430008"
"","10001","0","","","32","","","1043","","1010430009"
"","1000002","1","","","4","","","1044","","1010440001"
"","1000001","travel_exdrama_r_104_fishing_finish","","0","3","0","0","1044","0","1010440002"
"","1000002","travel_exdrama_r_finish_A_front","","0","3","0","0","1044","0","1010440003"
"","1","travel_exdrama_r_104_fishing_finish","","0.2","3","0","0","1044","0","1010440004"
"5","10500","10500","","1","31","","-350","1051","1","1010510001"
"-200","10501","10501","","0","31","","-350","1051","1","1010510002"
"50","10001","10001","","0","31","","-525","1051","1","1010510003"
"-470","1","1000001","travel_exdrama_r_105_netSearch","1.46","1","0","1","1051","-200","1010510004"
"-200","1","1000002","travel_exdrama_r_105_binoculars","1.46","1","0","2","1051","-220","1010510005"
"-470","1","1","travel_exdrama_r_105_netSearch","1.46","5","0","5","1051","-200","1010510006"
"-200","1","2","travel_exdrama_r_105_binoculars","1.46","5","0","3","1051","-220","1010510007"
"-350","3","10","idle","1.46","5","0","4","1051","-230","1010510008"
"travel_exdrama_r_105_netSearch","1000001","travel_exdrama_r_105_netFind_A","","0.2","3","0.1","0","1052","1","1010520001"
"travel_exdrama_r_105_binoculars","1000002","travel_exdrama_r_105_binocularsFind_A","","0.2","3","0.2","0","1052","1","1010520002"
"travel_exdrama_r_105_netSearch","1","travel_exdrama_r_105_netFind_A","","0.2","3","0.1","0","1052","1","1010520003"
"travel_exdrama_r_105_binoculars","2","travel_exdrama_r_105_binocularsFind_A","","0.2","3","0.2","0","1052","1","1010520004"
"idle","10","beetle","","0.2","3","0.2","0","1052","1","1010520005"
"","10501","1","","","32","","","1052","","1010520006"
"","1.2","0","","","93","","","1052","","1010520007"
"","10501","0","","","32","","","1052","","1010520008"
"","se_travel","se_travel_finish_insects_event","","","23","","0","1053","","1010530001"
"travel_exdrama_r_105_netSearch","1000001","travel_exdrama_r_105_netFind_B","","0.2","3","0","0","1053","1","1010530002"
"travel_exdrama_r_105_binoculars","1000002","travel_exdrama_r_105_binocularsFind_B","","0.2","3","0","0","1053","1","1010530003"
"travel_exdrama_r_105_netSearch","1","travel_exdrama_r_105_netFind_B","","0.2","3","0","0","1053","1","1010530004"
"travel_exdrama_r_105_binoculars","2","travel_exdrama_r_105_binocularsFind_B","","0.2","3","0","0","1053","1","1010530005"
"idle","10","butterfly","","0.2","3","0","0","1053","1","1010530006"
"","10501","1","","","32","","","1053","","1010530007"
"","10001","1","","","32","","","1053","","1010530008"
"","2.6","0","","","93","","","1053","","1010530009"
"","10501","0","","","32","","","1053","","1010530010"
"","10501","1","","","32","","","1053","","1010530011"
"","0.4","0","","","93","","","1053","","1010530012"
"","10501","0","","","32","","","1053","","1010530013"
"","10001","0","","","32","","","1053","","1010530014"
"","1000002","1","","","4","","","1054","","1010540001"
"","2","1","","","4","","","1054","","1010540002"
"","1000001","travel_exdrama_r_finish_B_hand","","0","3","0","0","1054","0","1010540003"
"","1000002","travel_exdrama_r_finish_B","","0","3","0","0","1054","0","1010540004"
"","1","travel_exdrama_r_105_net_finish","","0","3","0","0","1054","0","1010540005"
"","2","travel_exdrama_r_105_binoculars_finish","","0","3","0","0","1054","0","1010540006"
"","10","stop","","0","3","0","0","1054","0","1010540007"
"5","10600","10600","","1","31","","-350","1061","1","1010610001"
"5","10601","10601","","0","31","","-350","1061","1","1010610002"
"5","10602","10602","","0","31","","-350","1061","1","1010610003"
"5","10603","10603","","0","31","","-350","1061","1","1010610004"
"5","10604","10604","","1","31","","-350","1061","1","1010610005"
"5","10605","10605","","1","31","","-350","1061","1","1010610006"
"50","10001","10001","","0","31","","-525","1061","1","1010610007"
"-497","1","1000001","travel_exdrama_r_106_idle_A","1.46","1","0","18","1061","-224","1010610008"
"-208","1","1000002","travel_exdrama_r_106_idle_B","1.46","1","0","2","1061","-116","1010610009"
"-497","1","1","travel_exdrama_r_106_idle_A","1.46","5","0","30","1061","-224","1010610010"
"-208","1","2","travel_exdrama_r_000_none","1.46","5","0","3","1061","-116","1010610011"
"","se_travel","se_travel_finish_beach_rare","","","23","","0","1062","","1010620001"
"travel_exdrama_r_106_idle_A","1000001","travel_exdrama_r_106_rare_A","","0","3","0.2","0","1062","1","1010620002"
"travel_exdrama_r_106_idle_B","1000002","travel_exdrama_r_106_rare_B","","0","3","0.2","0","1062","1","1010620003"
"travel_exdrama_r_106_idle_A","1","travel_exdrama_r_106_rare_A","","0","3","0.2","0","1062","1","1010620004"
"travel_exdrama_r_000_none","2","travel_exdrama_r_106_rare_B","","0","3","0.2","0","1062","0","1010620005"
"","10603","1","","","32","","","1062","","1010620006"
"","1.2","0","","","93","","","1062","","1010620007"
"","10603","0","","","32","","","1062","","1010620008"
"","se_travel","se_travel_finish_beach_event","","","23","","0","1063","","1010630001"
"travel_exdrama_r_106_idle_A","1000001","travel_exdrama_r_106_memory_A","","0","3","0","0","1063","1","1010630002"
"travel_exdrama_r_106_idle_B","1000002","travel_exdrama_r_106_memory_B","","0","3","0","0","1063","1","1010630003"
"travel_exdrama_r_106_idle_A","1","travel_exdrama_r_106_memory_A","","0","3","0","0","1063","1","1010630004"
"","10601","1","","","32","","","1063","","1010630005"
"","10602","1","","","32","","","1063","","1010630006"
"","10001","1","","","32","","","1063","","1010630007"
"","3","0","","","93","","","1063","","1010630008"
"","10601","0","","","32","","","1063","","1010630009"
"","10602","0","","","32","","","1063","","1010630010"
"","10001","0","","","32","","","1063","","1010630011"
"","1000002","1","","","4","","","1064","","1010640001"
"","1000001","1","","","4","","","1064","","1010640002"
"","2","1","","","4","","","1064","","1010640003"
"","1000001","travel_exdrama_r_106_finish_A","","0","3","0","0","1064","","1010640004"
"","1000002","travel_exdrama_r_106_finish_B","","0","3","0","0","1064","","1010640005"
"","1","travel_exdrama_r_106_rare_A","","0","3","0","0","1064","","1010640006"
"","2","travel_exdrama_r_000_none","","0","3","0","0","1064","","1010640007"
"5","10700","10700","","1","31","","-350","1071","1","1010710001"
"5","10701","10701","","1","31","","-350","1071","1","1010710002"
"5","10702","10702","","0","31","","-350","1071","1","1010710003"
"5","10703","10703","","0","31","","-350","1071","1","1010710004"
"50","10001","10001","","0","31","","-525","1071","1","1010710005"
"-470","1","1000001","travel_exdrama_r_107_dig_A","1.46","1","0","32","1071","-170","1010710006"
"-215","1","1000002","travel_exdrama_r_107_dig_B","1.46","1","1","30","1071","-170","1010710007"
"-470","1","1","travel_exdrama_r_107_dig_A","1.46","5","0","33","1071","-170","1010710008"
"-215","1","10","travel_exdrama_r_107_dig_B","1.46","5","1","31","1071","-170","1010710009"
"","se_travel","se_travel_finish_raredrop","","","23","","0","1072","","1010720001"
"travel_exdrama_r_107_dig_A","1000001","travel_exdrama_r_107_joy","","0.2","3","0.2","0","1072","1","1010720002"
"travel_exdrama_r_107_dig_B","1000002","travel_exdrama_r_107_joy","","0.2","3","0.2","0","1072","1","1010720003"
"travel_exdrama_r_107_dig_A","1","travel_exdrama_r_107_joy","","0.2","3","0.2","0","1072","1","1010720004"
"travel_exdrama_r_107_dig_B","10","travel_exdrama_r_107_joy","","0.2","3","0.2","0","1072","1","1010720005"
"","10701","0","","","32","","","1072","","1010720006"
"","10702","1","","","32","","","1072","","1010720007"
"","1.4","0","","","93","","","1072","","1010720008"
"","10701","1","","","32","","","1072","","1010720009"
"","10702","0","","","32","","","1072","","1010720010"
"","se_travel","se_travel_finish_memory_event","","","23","","0","1073","","1010730001"
"travel_exdrama_r_107_dig_A","1000001","travel_exdrama_r_107_surprise_A","","0.2","3","0","0","1073","1","1010730002"
"travel_exdrama_r_107_dig_B","1000002","travel_exdrama_r_107_surprise_B","","0.2","3","0","0","1073","1","1010730003"
"travel_exdrama_r_107_dig_A","1","travel_exdrama_r_107_surprise_A","","0.2","3","0","0","1073","1","1010730004"
"travel_exdrama_r_107_dig_B","10","travel_exdrama_r_107_surprise_B","","0.2","3","0","0","1073","1","1010730005"
"","10703","1","","","32","","","1073","","1010730006"
"","10001","1","","","32","","","1073","","1010730007"
"","10701","0","","","32","","","1073","","1010730008"
"","3","0","","","93","","","1073","","1010730009"
"","10703","0","","","32","","","1073","","1010730010"
"","10001","0","","","32","","","1073","","1010730011"
"","10701","1","","","32","","","1073","","1010730012"
"","1000002","1","","","4","","","1074","","1010740001"
"","10","1","","","4","","","1074","","1010740002"
"","1000001","travel_exdrama_r_finish_B_hand","","0","3","0","0","1074","0","1010740003"
"","1000002","travel_exdrama_r_finish_B_hand","","0","3","0","0","1074","0","1010740004"
"","1","travel_exdrama_r_107_finish_A","","0","3","0","0","1074","0","1010740005"
"","10","travel_exdrama_r_107_finish_A","","0","3","0","0","1074","0","1010740006"
"","10701","0","","","32","","","1074","","1010740007"
"5","10800","10800","","1","31","","-350","1081","1","1010810001"
"5","10401","10401","","1","31","","-350","1081","1","1010810002"
"5","10402","10402","","0","31","","-350","1081","1","1010810003"
"5","10403","10403","","0","31","","-350","1081","1","1010810004"
"50","10001","10001","","0","31","","-525","1081","1","1010810005"
"-450","1","1000001","travel_exdrama_r_104_fishingIdle","1.46","1","0","12","1081","-150","1010810006"
"-200","1","1000002","travel_exdrama_r_104_idle_B","1.46","1","0","10","1081","-125","1010810007"
"-450","2","1","travel_exdrama_r_104_fishingIdle","1.46","5","0","11","1081","-150","1010810008"
"-350","4","10","none","1","5","0","20","1081","-150","1010810009"
"","se_travel","se_travel_finish_bridge_rare","","","23","","0","1082","","1010820001"
"travel_exdrama_r_104_fishingIdle","1000001","travel_exdrama_r_104_fishingCatch","","0.2","3","0.2","0","1082","1","1010820002"
"travel_exdrama_r_104_idle_B","1000002","travel_exdrama_r_104_glad_B","","0.2","3","0.2","0","1082","1","1010820003"
"travel_exdrama_r_104_fishingIdle","1","travel_exdrama_r_104_fishingCatch","","0.2","3","0.2","0","1082","1","1010820004"
"none","10","fish","","0","3","0","0","1082","1","1010820005"
"","10402","1","","","32","","","1082","","1010820006"
"","1.25","0","","","93","","","1082","","1010820007"
"","10402","0","","","32","","","1082","","1010820008"
"","se_travel","se_travel_finish_bridge_event","","","23","","0","1083","","1010830001"
"travel_exdrama_r_104_fishingIdle","1000001","travel_exdrama_r_104_fishingBig","","0","3","0","0","1083","1","1010830002"
"travel_exdrama_r_104_idle_B","1000002","travel_exdrama_r_104_surprise_B","","0","3","0","0","1083","1","1010830003"
"travel_exdrama_r_104_fishingIdle","1","travel_exdrama_r_104_fishingBig","","0","3","0","0","1083","1","1010830004"
