89cd2426adf68bb77517f43f8c36e77aa47add7e1c5e4c64869f41d0edbd2aa2,45b5d835d4ecaeca39786fa0a57a038e36575dfbfa7dc3ea046d291877860821,6c9ed6650bbf7bee36ba4c755625e097936a61229291b6e74aadb26c65066ef7
"215","100801","163"
"216","105301","164"
"217","103001","164"
"218","100801","164"
"219","104501","164"
"220","105501","164"
"221","104501","165"
"222","102701","166"
"223","105601","166"
"224","100901","166"
"225","105101","166"
"226","101301","166"
"227","105501","167"
"228","104701","168"
"229","107101","169"
"230","100501","170"
"231","101001","171"
"232","101701","172"
"233","111001","173"
"234","110801","174"
"235","110901","174"
"236","111001","174"
"237","110901","175"
"238","104301","176"
"239","101001","176"
"240","101401","176"
"241","101701","176"
"242","100401","177"
"243","103601","177"
"244","102001","177"
"245","103701","178"
"246","104701","178"
"247","100501","178"
"248","107101","178"
"249","106101","179"
"250","107101","179"
"251","102001","180"
"252","103601","181"
"253","101801","182"
"254","105001","182"
"255","101601","182"
"256","105001","183"
"257","101601","184"
"258","105601","185"
"259","105101","186"
"260","102701","187"
"261","100901","188"
"262","101301","189"
"263","105601","189"
"264","105101","189"
"265","100901","189"
"266","102701","189"
"267","105501","190"
"268","106801","191"
"269","104901","192"
"270","101101","193"
"271","104901","193"
"272","106801","193"
"273","100301","194"
"274","100101","195"
"275","100201","195"
"276","100301","195"
"277","100201","196"
"278","100801","197"
"279","105301","198"
"280","103001","199"
"281","105301","199"
"282","104501","199"
"283","105501","199"
"284","100801","199"
"285","105801","200"
"286","106001","201"
"287","105801","201"
"288","105901","201"
"289","106401","201"
"290","106401","202"
"291","105901","203"
"292","101501","204"
"293","104001","204"
"294","101201","204"
"295","102901","205"
"296","105401","206"
"297","104201","206"
"298","102901","206"
"299","104201","207"
"300","106601","208"
"301","106501","209"
"302","106701","210"
"303","118501","211"
"304","105801","211"
"305","111001","212"
"306","110801","213"
"307","110901","214"
"308","111001","214"
"309","110801","214"
"310","104001","215"
"311","101201","216"
"312","101501","217"
"313","118001","218"
"314","105801","218"
"315","104301","219"
"316","101701","220"
"317","101001","221"
"318","104301","221"
"319","101701","221"
"320","101401","221"
"321","101401","222"
"322","102901","223"
"323","104201","224"
"324","105401","225"
"325","104001","226"
"326","106501","227"
"327","106601","228"
"328","106701","228"
"329","106501","228"
"330","106701","229"
"331","102501","230"
"332","102301","231"
"333","102101","232"
"334","102801","233"
"335","102101","233"
"336","102301","233"
"337","102501","233"
"338","101101","234"
"339","106801","235"
"340","105301","236"
"341","104501","237"
"342","103001","238"
"343","100801","239"
"344","104501","239"
"345","105301","239"
"346","105501","239"
"347","103001","239"
"348","105501","240"
"349","100501","241"
"350","103701","242"
"351","107101","243"
"352","106801","244"
"353","102801","245"
"354","102501","246"
"355","102301","247"
"356","102101","248"
"357","105301","249"
"358","104501","250"
"359","103001","251"
"360","101101","252"
"361","104901","253"
"362","101101","253"
"363","106801","253"
"364","104701","254"
"365","107101","254"
"366","100501","254"
"367","103701","254"
"368","107101","255"
"369","100501","256"
"370","103701","257"
"371","100801","258"
"372","105501","259"
"373","106801","260"
"374","109201","261"
"375","109301","262"
"376","103801","263"
"377","103301","263"
"378","105201","263"
"379","102601","263"
"380","101401","264"
"381","101701","264"
"382","101001","264"
"383","104301","264"
"384","109401","265"
"385","109201","265"
"386","109301","265"
"387","102601","266"
"388","105201","267"
"389","103301","268"
"390","101701","269"
"391","104301","270"
"392","101001","271"
"393","104601","272"
"394","104801","273"
"395","103201","273"
"396","104601","273"
"397","103401","273"
"398","103201","274"
"399","103401","275"
"400","104401","276"
"401","100701","277"
"402","103101","278"
"403","100801","279"
"404","105301","280"
"405","104501","281"
"406","105301","281"
"407","105501","281"
"408","103001","281"
"409","100801","281"
"410","103001","282"
"411","105501","283"
"412","100601","284"
"413","102201","284"
"414","104401","284"
"415","100701","284"
"416","103101","284"
"417","103701","285"
"418","104701","286"
"419","100501","287"
"420","103701","287"
"421","104701","287"
"422","107101","287"
"423","107101","288"
"424","103801","289"
"425","101401","290"
"426","102201","291"
"427","100601","292"
"428","109201","293"
"429","109301","293"
"430","109401","293"
"431","109301","294"
"432","109401","295"
"433","100601","296"
"434","102201","297"
"435","104401","298"
"436","100701","299"
"437","103101","300"
"438","102301","301"
"439","102101","302"
"440","102801","303"
"441","102501","304"
"442","102801","304"
"443","102301","304"
"444","102101","304"
"445","105801","305"
"446","106401","306"
"447","105801","306"
"448","106001","306"
"449","105901","306"
"450","106001","307"
"451","105901","308"
"452","104001","309"
"453","101501","310"
"454","102201","311"
"455","100601","312"
"456","104401","313"
"457","103101","314"
"458","100701","314"
"459","100601","314"
"460","102201","314"
"461","104401","314"
"462","100701","315"
"463","101201","316"
"464","101501","316"
"465","104001","316"
"466","104001","317"
"467","101501","318"
"468","106401","319"
"469","118101","320"
"470","105901","320"
"471","123301","320"
"472","106001","321"
"473","105901","322"
"474","105801","323"
"475","102601","324"
"476","105201","324"
"477","103801","324"
"478","103301","324"
"479","106001","325"
"480","105001","326"
"481","101601","326"
"482","101801","326"
"483","106401","327"
"484","105901","328"
"485","105801","329"
"486","103301","330"
"487","105201","331"
"488","103801","332"
"489","101801","333"
"490","101601","334"
"491","100301","335"
"492","100201","335"
"493","100101","335"
"494","100101","336"
"495","100201","337"
"496","104401","338"
"497","103101","339"
"498","100601","340"
"499","102201","341"
"500","105001","342"
"501","102601","343"
"502","103301","344"
"503","105201","345"
"504","100701","346"
"505","100601","346"
"506","102201","346"
"507","103101","346"
"508","104401","346"
"509","102901","347"
"510","104201","347"
"511","105401","347"
"512","104201","348"
"513","105401","349"
"514","101801","350"
"515","101601","351"
"516","100201","352"
"517","100301","353"
"518","100101","354"
"519","102001","355"
"520","103601","356"
"521","100401","356"
"522","102001","356"
"523","100401","357"
"524","109301","358"
"525","109201","358"
"526","109401","358"
"527","109401","359"
"528","109201","360"
"529","107101","361"
"530","103701","361"
"531","100501","361"
"532","104701","361"
"533","104701","362"
"534","103701","363"
"535","100501","364"
"536","103601","365"
"537","100201","366"
"538","106001","367"
"539","105901","368"
"540","105801","369"
"541","107101","370"
"542","100401","371"
"543","123001","372"
"544","100201","372"
"545","100101","372"
"546","100301","372"
"547","102001","373"
"548","105901","374"
"549","100301","375"
"550","103701","376"
"551","100501","377"
"552","104701","378"
"553","111401","379"
"554","110901","380"
"555","110801","381"
"556","111001","382"
"557","110801","382"
"558","110901","382"
"559","104601","383"
"560","104801","383"
"561","103401","383"
"562","103201","383"
"563","104801","384"
"564","103301","385"
"565","103801","385"
"566","102601","385"
"567","105201","385"
"568","103801","386"
"569","102601","387"
"570","100901","388"
"571","105101","389"
"572","105601","389"
"573","100901","389"
"574","101301","389"
"575","102701","389"
"576","105601","390"
"577","102701","391"
"578","105701","392"
"579","118501","392"
"580","101301","393"
"581","103201","394"
"582","104601","394"
"583","104801","394"
"584","103401","394"
"585","104801","395"
"586","105201","396"
"587","103301","396"
"588","102601","396"
"589","103801","396"
"590","104601","397"
"591","103401","398"
"592","103201","398"
"593","104801","398"
"594","104601","398"
"595","103201","399"
"596","103801","400"
"597","102601","401"
"598","100901","402"
"599","101301","403"
"600","102701","404"
"601","105201","405"
"602","107001","406"
"603","105201","406"
"604","105101","407"
"605","105601","408"
"606","118201","409"
"607","106001","410"
"608","105901","411"
"609","105801","412"
