8bc6752b3801c39998e16276cf0f8bdecb81095acdca9a0dde539c1c1d24532c,5d447d1022e241608421e708ed32ef72bb1550d12dfba4da9e62080a0c438ced,926cfc9d842fc696d79d11e238a28fbc6106e084a8cef14d66916c7f491dff71,a17c407c82b5e0b88e84a2e1ebad215cdb1924cbbb0176fd8c8f34652240fe7a,0c439d9adfa117f002d64cc5b25a5fd4a6ca4f9cdb0ee4c977b3fb5ab592c4ad,54c1f882482bbf6b541f2b1298ebd126fab0700d6ee37d0f74c76d51550feb21,c14447603b4b92864772ef1f8e28d573eef2ea725dbaa45d21bf1430079cd859,95bec9ba722d97c1991059d6de91e4cf21228c881a2d1912751166a669dd3479,cc202a4d966992beea7bc876b47c304856e4f412d91c7f9c53d98af6cf5c7064,688d19982d1fa573575e26016f991f0b2b9ad018bcbf7cbe0902663cc3cac334,3185335494b0b7d43399ec8ad3e139890e04a7e13fc096891562bd4e20fae682,353ee9b5a8f794b3e2dfe08d6935c59d2b5640b15c4dbb62c942e5691de960e1,bee140e0ade7c4f1eedd6c4706ca2f6ff4e3cef4eeac1a70f72feca2272a57eb,3f4c8e8d39b099ab5c714032507f3fb815b45b3c1bca56996ba28ceb4a4ede6c,eb4e0dc437c4231ac2d6e5000f174decb79406f6c569ff0c7b8249ca679c0bd6,44790694e7c5f603056dcffc8496e9224cb4e8c94b2e7bbdbd9698f7bbb1e80a,d284bfdabc8c2f630150b45d75cb2066f38b9c062186a78fbebb0a28828b1e65,851c5f79cace13f993e563428d434cf5a0343274936d78a81534e5ac8a2c873a,7e63155bbf27abb3e5bb9706a08d67d421036f2eb2a2976498cc4e7c7fb2e3e9,a4f115d10ed41faa7a443d848f8cd921a2818aab7c025654731f0cae102ce08a,0991597e7e9db6bc502138ab816a0cbabae543ff846791f4e9c5551165ebd16c,c69200af8ccdd88fbca0fd8f8295033a2b0ce05f23be455c9f36b7e4e517f97a,b3c8bbc90884b31e23e5cb22dd596065f9264add78662920e35245c44e20008b,212c7c52d63568620f67179759432ebc5b0499228420ee0df0fd285219be2e4e,30149658dbc631d37dbb2d7a078ae016c6d2aceab996bc12c6eebed7af5ea5c9
"0","0","100301","0","15","25","400","0","0","30","0","0","0","0","3","0","0","25001","0","0","0","500000","4","0","0"
"0","0","100301","1","15","30","500","0","2","40","0","0","0","0","3","0","0","25001","2","0","0","600000","5","0","0"
"0","0","100401","1","18","50","60","0","0","0","0","0","0","0","1","0","0","32004","3","0","0","100000","1","0","14"
"0","0","100401","1","11","50","30","0","0","0","0","0","0","0","2","0","0","31004","2","0","0","100000","1","0","7"
"0","0","100401","0","15","10","50","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","100000","1","0","3"
"0","0","100401","0","15","15","150","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","200000","2","0","6"
"0","0","100401","0","15","20","225","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","400000","3","0","9"
"0","0","100401","0","15","25","270","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","500000","4","0","12"
"0","0","100401","1","15","30","320","0","0","0","0","0","0","10","3","0","0","25001","5","0","0","600000","5","0","15"
"0","0","100501","1","18","50","0","0","0","0","0","0","0","0","1","0","0","32005","3","1500","0","100000","1","0","0"
"0","0","100501","1","11","50","0","0","0","0","0","0","0","0","2","0","0","31005","2","1000","0","100000","1","0","0"
"0","0","100501","0","15","10","40","0","0","0","0","0","0","0","3","2","0","25001","0","0","0","100000","1","0","2"
"0","0","100501","0","15","15","80","0","0","0","0","0","0","0","3","4","0","25001","0","0","0","200000","2","0","4"
"0","0","100501","0","15","20","120","0","0","0","0","0","0","0","3","6","0","25001","0","0","0","400000","3","0","6"
"0","0","100501","0","15","25","160","0","0","0","0","0","0","0","3","8","0","25001","0","0","0","500000","4","0","8"
"0","0","100501","1","15","30","200","0","0","0","0","0","0","0","3","10","0","25001","5","0","0","600000","5","0","10"
"0","0","100601","1","18","50","0","10","0","0","0","0","0","0","1","0","160","32006","3","0","0","100000","1","0","0"
"0","0","100601","1","11","50","0","5","0","0","0","0","0","0","2","0","80","31006","2","0","0","100000","1","0","0"
"0","0","100601","0","15","10","0","0","0","0","0","0","0","0","3","0","90","25001","0","0","0","100000","1","0","0"
"0","0","100601","0","15","15","0","5","0","0","0","0","0","0","3","0","180","25001","0","0","0","200000","2","0","0"
"0","0","100601","0","15","20","0","10","0","0","0","0","0","0","3","0","270","25001","0","0","0","400000","3","0","0"
"0","0","100601","0","15","25","0","15","0","0","0","0","0","0","3","0","360","25001","0","0","0","500000","4","0","0"
"0","0","100601","1","15","30","0","20","0","0","0","0","0","0","3","0","450","25001","5","0","0","600000","5","0","0"
"0","0","100701","1","18","50","0","0","0","0","0","0","0","4","1","0","0","32007","0","1500","0","100000","1","0","10"
"0","0","100701","1","11","50","0","0","0","0","0","0","0","5","2","0","0","31007","0","1000","0","100000","1","0","15"
"0","0","100701","0","15","10","0","0","0","0","0","0","0","2","3","0","0","25001","0","0","0","100000","1","0","6"
"0","0","100701","0","15","15","0","0","0","0","0","0","0","4","3","0","0","25001","0","0","0","200000","2","0","12"
"0","0","100701","0","15","20","0","0","0","0","0","0","0","6","3","0","0","25001","0","0","0","400000","3","0","18"
"0","0","100701","0","15","25","0","0","0","0","0","0","0","8","3","0","0","25001","0","0","0","500000","4","0","24"
"0","0","100701","1","15","30","0","0","0","0","0","0","0","10","3","0","0","25001","0","0","0","600000","5","0","30"
"0","0","100801","1","18","50","0","0","0","0","0","0","0","0","1","0","240","32008","5","0","0","100000","1","0","0"
"0","0","100801","1","11","50","0","0","0","0","0","0","0","0","2","0","120","31008","3","0","0","100000","1","0","0"
"0","0","100801","0","15","10","0","5","0","0","0","0","0","0","3","0","130","25001","0","0","0","100000","1","0","0"
"0","0","100801","0","15","15","0","10","0","0","0","0","0","0","3","0","260","25001","0","0","0","200000","2","0","0"
"0","0","100801","0","15","20","0","15","0","0","0","0","0","0","3","0","390","25001","0","0","0","400000","3","0","0"
"0","0","100801","0","15","25","0","20","0","0","0","0","0","0","3","0","520","25001","0","0","0","500000","4","0","0"
"0","0","100801","1","15","30","0","25","0","0","0","1","0","0","3","0","650","25001","2","0","0","600000","5","0","0"
"0","0","100901","1","18","50","0","10","0","0","0","0","0","0","1","0","360","32009","5","0","0","100000","1","0","0"
"0","0","100901","1","11","50","0","10","0","0","0","0","0","0","2","0","180","31009","3","0","0","100000","1","0","0"
"0","0","100901","0","15","10","0","10","0","0","0","0","0","0","3","0","180","25001","0","0","0","100000","1","0","0"
"0","0","100901","0","15","15","0","20","0","0","0","0","0","0","3","0","360","25001","0","0","0","200000","2","0","0"
"0","0","100901","0","15","20","0","20","0","0","0","0","0","0","3","0","540","25001","0","0","0","400000","3","0","0"
"0","0","100901","0","15","25","0","30","0","0","0","0","0","0","3","0","720","25001","0","0","0","500000","4","0","0"
"0","0","100901","1","15","30","0","50","0","0","0","0","0","0","3","0","900","25001","2","0","0","600000","5","0","0"
"0","0","101001","1","18","50","0","0","0","0","0","0","0","0","1","0","100","32010","0","0","0","100000","1","10","0"
"0","0","101001","1","11","50","0","0","0","0","0","0","0","0","2","0","60","31010","0","0","0","100000","1","10","0"
"0","0","101001","0","15","10","0","0","0","0","0","0","0","0","3","0","20","25001","0","0","0","100000","1","0","2"
"0","0","101001","0","15","15","0","0","0","0","0","0","0","0","3","0","40","25001","0","0","0","200000","2","0","4"
"0","0","101001","0","15","20","0","0","0","0","0","0","0","0","3","0","60","25001","0","0","0","400000","3","0","6"
"0","0","101001","0","15","25","0","0","0","0","0","0","0","0","3","0","80","25001","0","0","0","500000","4","0","8"
"0","0","101001","1","15","30","0","0","0","0","0","0","0","0","3","0","100","25001","0","0","0","600000","5","10","10"
"0","0","101101","1","18","50","160","0","0","0","0","0","0","0","1","0","0","32011","5","0","0","100000","1","0","0"
"0","0","101101","1","11","50","80","0","0","0","0","0","0","0","2","0","0","31011","3","0","0","100000","1","0","0"
"0","0","101101","0","15","10","100","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","100000","1","0","0"
"0","0","101101","0","15","15","200","0","0","10","0","0","0","0","3","0","0","25001","0","0","0","200000","2","0","0"
"0","0","101101","0","15","20","300","0","0","20","0","0","0","0","3","0","0","25001","0","0","0","400000","3","0","0"
"0","0","101101","0","15","25","400","0","0","30","0","0","0","0","3","0","0","25001","0","0","0","500000","4","0","0"
"0","0","101101","1","15","30","500","0","2","40","0","0","0","0","3","0","0","25001","2","0","0","600000","5","0","0"
"0","0","101201","1","18","50","0","10","0","0","0","0","0","0","1","0","160","32012","3","0","0","100000","1","0","0"
"0","0","101201","1","11","50","0","5","0","0","0","0","0","0","2","0","80","31012","2","0","0","100000","1","0","0"
"0","0","101201","0","15","10","0","5","0","0","0","0","0","0","3","0","100","25001","0","0","0","100000","1","0","0"
"0","0","101201","0","15","15","0","10","0","0","0","0","0","0","3","0","200","25001","0","0","0","200000","2","0","0"
"0","0","101201","0","15","20","0","15","0","0","0","0","0","0","3","0","300","25001","0","0","0","400000","3","0","0"
"0","0","101201","0","15","25","0","20","0","0","0","0","0","0","3","0","400","25001","0","0","0","500000","4","0","0"
"0","0","101201","1","15","30","0","25","2","0","0","0","0","0","3","0","500","25001","0","0","0","600000","5","0","0"
"0","0","101301","1","18","50","0","10","0","0","0","0","0","0","1","0","160","32013","3","0","0","100000","1","0","0"
"0","0","101301","1","11","50","0","5","0","0","0","0","0","0","2","0","80","31013","2","0","0","100000","1","0","0"
"0","0","101301","0","15","10","0","5","0","0","0","0","0","0","3","0","85","25001","0","0","0","100000","1","0","0"
"0","0","101301","0","15","15","0","10","0","0","0","0","0","0","3","0","170","25001","0","0","0","200000","2","0","0"
"0","0","101301","0","15","20","0","15","0","0","0","0","0","0","3","0","255","25001","0","0","0","400000","3","0","0"
"0","0","101301","0","15","25","0","20","0","0","0","0","0","0","3","0","340","25001","0","0","0","500000","4","0","0"
"0","0","101301","1","15","30","0","25","2","0","0","0","0","0","3","0","425","25001","5","0","0","600000","5","0","0"
"0","0","101401","1","18","50","0","0","0","0","0","0","0","0","1","0","240","32014","0","0","0","100000","1","0","25"
"0","0","101401","1","11","50","0","0","0","0","0","0","0","0","2","25","120","31014","0","0","0","100000","1","0","0"
"0","0","101401","0","15","10","0","0","0","0","0","0","0","0","3","4","130","25001","0","0","0","100000","1","0","4"
"0","0","101401","0","15","15","0","0","0","0","0","0","0","0","3","8","260","25001","0","0","0","200000","2","0","8"
"0","0","101401","0","15","20","0","0","0","0","0","0","0","0","3","12","390","25001","0","0","0","400000","3","0","12"
"0","0","101401","0","15","25","0","0","0","0","0","0","0","0","3","16","520","25001","0","0","0","500000","4","0","16"
"0","0","101401","1","15","30","0","0","0","0","0","0","0","0","3","18","650","25001","0","0","0","600000","5","0","18"
"0","0","101501","1","18","50","0","0","0","0","0","0","0","0","1","0","160","32015","5","0","0","100000","1","0","0"
"0","0","101501","1","11","50","0","0","0","0","0","0","0","0","2","0","80","31015","3","0","0","100000","1","0","0"
"0","0","101501","0","15","10","0","0","0","0","0","0","0","0","3","0","100","25001","0","0","0","100000","1","0","0"
"0","0","101501","0","15","15","0","0","0","0","0","0","0","0","3","0","220","25001","0","0","0","200000","2","0","0"
"0","0","101501","0","15","20","0","0","0","0","0","0","0","0","3","0","330","25001","0","0","0","400000","3","0","0"
"0","0","101501","0","15","25","0","0","0","0","0","0","0","0","3","0","440","25001","0","0","0","500000","4","0","0"
"0","0","101501","1","15","30","0","0","0","0","0","0","0","0","3","0","550","25001","2","0","0","600000","5","0","0"
"0","0","101601","1","18","50","160","0","0","0","0","0","0","0","1","0","0","32016","5","0","0","100000","1","0","0"
"0","0","101601","1","11","50","80","0","0","0","0","0","0","0","2","0","0","31016","3","0","0","100000","1","0","0"
"0","0","101601","0","15","10","100","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","100000","1","0","0"
"0","0","101601","0","15","15","220","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","200000","2","0","0"
"0","0","101601","0","15","20","330","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","400000","3","0","0"
"0","0","101601","0","15","25","440","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","500000","4","0","0"
"0","0","101601","1","15","30","550","0","0","0","0","0","0","0","3","0","0","25001","2","0","0","600000","5","0","0"
"0","0","101701","1","18","50","160","0","0","0","0","0","0","0","1","0","0","32017","5","0","0","100000","1","0","0"
"0","0","101701","1","11","50","80","0","0","0","0","0","0","0","2","0","0","31017","3","0","0","100000","1","0","0"
"0","0","101701","0","15","10","100","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","100000","1","0","0"
"0","0","101701","0","15","15","220","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","200000","2","0","0"
"0","0","101701","0","15","20","330","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","400000","3","0","0"
"0","0","101701","0","15","25","440","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","500000","4","0","0"
"0","0","101701","1","15","30","500","0","2","0","0","0","0","0","3","0","0","25001","2","0","0","600000","5","0","0"
"0","0","101801","1","18","50","0","0","0","0","0","0","0","0","1","5","100","32018","0","0","0","100000","1","0","5"
"0","0","101801","1","11","50","0","0","0","0","0","0","0","0","2","2","60","31018","0","170","0","100000","1","0","1"
"0","0","101801","0","15","10","0","0","0","0","0","0","0","0","3","1","20","25001","0","0","0","100000","1","0","1"
"0","0","101801","0","15","15","0","0","0","0","0","0","0","0","3","2","40","25001","0","0","0","200000","2","0","2"
"0","0","101801","0","15","20","0","0","0","0","0","0","0","0","3","3","60","25001","0","0","0","400000","3","0","3"
"0","0","101801","0","15","25","0","0","0","0","0","0","0","0","3","4","80","25001","0","0","0","500000","4","0","4"
"0","0","101801","1","15","30","0","0","0","0","0","0","0","0","3","7","100","25001","2","0","0","600000","5","0","6"
"0","0","101901","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0","0","101901","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"0","0","101901","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"0","0","102001","1","18","50","160","0","0","30","0","0","0","0","1","0","0","32020","5","0","0","100000","1","0","0"
"0","0","102001","1","11","50","120","0","0","15","0","0","0","0","2","0","0","31020","3","0","0","100000","1","0","0"
"0","0","102001","0","15","10","100","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","100000","1","0","0"
"0","0","102001","0","15","15","200","0","0","10","0","0","0","0","3","0","0","25001","0","0","0","200000","2","0","0"
"0","0","102001","0","15","20","300","0","0","20","0","0","0","0","3","0","0","25001","0","0","0","400000","3","0","0"
"0","0","102001","0","15","25","400","0","0","30","0","0","0","0","3","0","0","25001","0","0","0","500000","4","0","0"
"0","0","102001","1","15","30","450","0","0","50","10","0","0","0","3","0","0","25001","2","0","0","600000","5","0","0"
"0","0","102101","1","18","50","95","0","0","0","0","0","0","0","1","0","0","32021","5","0","0","100000","1","0","0"
"0","0","102101","1","11","50","55","0","0","0","0","0","0","0","2","0","0","31021","5","0","0","100000","1","0","0"
"0","0","102101","0","15","10","0","0","0","0","0","0","0","0","3","3","0","25001","0","0","0","100000","1","0","4"
"0","0","102101","0","15","15","10","0","0","0","0","0","0","0","3","6","0","25001","0","0","0","200000","2","0","8"
"0","0","102101","0","15","20","20","0","0","0","0","0","0","0","3","9","0","25001","0","0","0","400000","3","0","12"
"0","0","102101","0","15","25","30","0","0","0","0","0","0","0","3","12","0","25001","0","0","0","500000","4","0","16"
"0","0","102101","1","15","30","40","0","0","0","15","0","0","0","3","15","0","25001","0","0","0","600000","5","0","20"
"0","0","102201","1","18","50","0","10","0","0","0","0","0","0","1","0","160","32022","3","0","0","100000","1","0","0"
"0","0","102201","1","11","50","0","5","0","0","0","0","0","0","2","0","80","31022","2","0","0","100000","1","0","0"
"0","0","102201","0","15","10","0","0","0","0","0","0","0","0","3","0","90","25001","0","0","0","100000","1","0","0"
"0","0","102201","0","15","15","0","5","0","0","0","0","0","0","3","0","180","25001","0","0","0","200000","2","0","0"
"0","0","102201","0","15","20","0","10","0","0","0","0","0","0","3","0","270","25001","0","0","0","400000","3","0","0"
"0","0","102201","0","15","25","0","15","0","0","0","0","0","0","3","0","360","25001","0","0","0","500000","4","0","0"
"0","0","102201","1","15","30","0","20","0","0","0","0","0","0","3","0","450","25001","5","0","0","600000","5","0","0"
"0","0","102301","1","18","50","100","0","0","0","0","0","0","0","1","5","0","32023","5","0","0","100000","1","0","0"
"0","0","102301","1","11","50","0","0","0","0","0","0","0","0","2","0","0","31023","5","0","0","100000","1","0","5"
"0","0","102301","0","15","10","0","0","0","0","0","0","0","0","3","5","0","25001","0","0","0","100000","1","0","5"
"0","0","102301","0","15","15","0","0","0","0","0","0","0","0","3","10","0","25001","0","0","0","200000","2","0","10"
"0","0","102301","0","15","20","0","0","0","0","0","0","0","0","3","15","0","25001","0","0","0","400000","3","0","15"
"0","0","102301","0","15","25","0","0","0","0","0","0","0","0","3","20","0","25001","0","0","0","500000","4","0","20"
"0","0","102301","1","15","30","0","0","0","0","0","0","0","0","3","25","0","25001","0","0","0","600000","5","0","25"
"0","0","102401","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0","0","102401","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"0","0","102401","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"0","0","102501","1","18","50","0","10","0","0","0","0","0","0","1","0","160","32025","3","0","0","100000","1","0","0"
"0","0","102501","1","11","50","0","5","0","0","0","0","0","0","2","0","80","31025","2","0","0","100000","1","0","0"
"0","0","102501","0","15","10","0","5","0","0","0","0","0","0","3","0","100","25001","0","0","0","100000","1","0","0"
"0","0","102501","0","15","15","0","10","0","0","0","0","0","0","3","0","200","25001","0","0","0","200000","2","0","0"
"0","0","102501","0","15","20","0","15","0","0","0","0","0","0","3","0","300","25001","0","0","0","400000","3","0","0"
"0","0","102501","0","15","25","0","20","0","0","0","0","0","0","3","0","400","25001","0","0","0","500000","4","0","0"
"0","0","102501","1","15","30","0","25","2","0","0","0","0","0","3","0","500","25001","0","0","0","600000","5","0","0"
"0","0","102601","1","18","50","200","0","0","0","0","0","0","0","1","0","0","32026","5","0","0","100000","1","10","0"
"0","0","102601","1","11","50","100","0","0","0","0","0","0","0","2","0","0","31026","3","0","0","100000","1","10","0"
"0","0","102601","0","15","10","50","0","0","0","0","0","0","0","3","2","0","25001","0","0","0","100000","1","0","0"
"0","0","102601","0","15","15","100","0","0","0","0","0","0","0","3","4","0","25001","0","0","0","200000","2","0","0"
"0","0","102601","0","15","20","150","0","0","0","0","0","0","0","3","6","0","25001","0","0","0","400000","3","0","0"
"0","0","102601","0","15","25","200","0","0","0","0","0","0","0","3","8","0","25001","0","0","0","500000","4","0","0"
"0","0","102601","1","15","30","250","0","0","0","0","0","0","0","3","10","0","25001","2","0","0","600000","5","10","0"
"0","0","102701","1","18","50","200","0","0","100","0","0","0","0","1","0","0","32027","0","0","0","100000","1","0","0"
"0","0","102701","1","11","50","80","0","0","0","0","0","0","0","2","0","0","31027","3","0","0","100000","1","0","0"
"0","0","102701","0","15","10","100","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","100000","1","0","0"
"0","0","102701","0","15","15","200","0","0","10","0","0","0","0","3","0","0","25001","0","0","0","200000","2","0","0"
"0","0","102701","0","15","20","300","0","0","20","0","0","0","0","3","0","0","25001","0","0","0","400000","3","0","0"
"0","0","102701","0","15","25","400","0","0","30","0","0","0","0","3","0","0","25001","0","0","0","500000","4","0","0"
"0","0","102701","1","15","30","500","0","2","40","0","0","0","0","3","0","0","25001","2","0","0","600000","5","0","0"
"0","0","102801","1","18","50","0","0","0","0","0","0","0","0","1","5","0","32028","5","1500","0","100000","1","0","5"
"0","0","102801","1","11","50","0","0","0","0","0","0","0","0","2","10","0","31028","0","1000","0","100000","1","0","10"
"0","0","102801","0","15","10","100","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","100000","1","0","0"
"0","0","102801","0","15","15","200","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","200000","2","0","0"
"0","0","102801","0","15","20","300","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","400000","3","0","0"
"0","0","102801","0","15","25","400","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","500000","4","0","0"
"0","0","102801","1","15","30","500","0","2","0","0","0","0","0","3","0","0","25001","5","0","0","600000","5","0","0"
"0","0","102901","1","18","50","0","0","0","0","0","0","0","0","1","7","0","32029","0","1500","0","100000","1","0","7"
"0","0","102901","1","11","50","0","0","0","0","0","0","0","0","2","10","0","31029","0","1000","0","100000","1","0","10"
"0","0","102901","0","15","10","0","0","0","0","0","0","0","0","3","4","0","25001","0","0","0","100000","1","0","4"
"0","0","102901","0","15","15","0","0","0","0","0","0","0","0","3","8","0","25001","0","0","0","200000","2","0","8"
"0","0","102901","0","15","20","0","0","0","0","0","0","0","0","3","12","0","25001","0","0","0","400000","3","0","12"
"0","0","102901","0","15","25","0","0","0","0","0","0","0","0","3","16","0","25001","0","0","0","500000","4","0","16"
"0","0","102901","1","15","30","0","0","0","0","20","0","0","0","3","20","0","25001","5","0","0","600000","5","0","20"
"0","0","103001","1","18","50","160","0","0","30","0","0","0","0","1","0","0","32030","5","0","0","100000","1","0","0"
"0","0","103001","1","11","50","120","0","0","15","0","0","0","0","2","0","0","31030","3","0","0","100000","1","0","0"
"0","0","103001","0","15","10","100","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","100000","1","0","0"
"0","0","103001","0","15","15","200","0","0","10","0","0","0","0","3","0","0","25001","0","0","0","200000","2","0","0"
"0","0","103001","0","15","20","300","0","0","20","0","0","0","0","3","0","0","25001","0","0","0","400000","3","0","0"
"0","0","103001","0","15","25","400","0","0","30","0","0","0","0","3","0","0","25001","0","0","0","500000","4","0","0"
"0","0","103001","1","15","30","450","0","0","40","15","0","0","0","3","0","0","25001","2","0","0","600000","5","0","0"
"0","0","103101","1","18","50","0","0","0","0","0","0","0","0","1","5","0","32031","5","1500","0","100000","1","0","5"
"0","0","103101","1","11","50","0","0","0","0","0","0","0","0","2","10","0","31031","0","1000","0","100000","1","0","10"
"0","0","103101","0","15","10","100","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","100000","1","0","0"
"0","0","103101","0","15","15","200","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","200000","2","0","0"
"0","0","103101","0","15","20","300","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","400000","3","0","0"
"0","0","103101","0","15","25","400","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","500000","4","0","0"
"0","0","103101","1","15","30","500","0","2","0","0","0","0","0","3","0","0","25001","5","0","0","600000","5","0","0"
"0","0","103201","1","18","50","160","0","0","0","0","0","0","0","1","15","0","32032","0","0","0","100000","1","0","15"
"0","0","103201","1","11","50","80","0","0","0","0","0","0","0","2","10","0","31032","3","0","0","100000","1","0","10"
"0","0","103201","0","15","10","110","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","100000","1","0","0"
"0","0","103201","0","15","15","220","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","200000","2","0","0"
"0","0","103201","0","15","20","330","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","400000","3","0","0"
"0","0","103201","0","15","25","440","0","0","0","0","0","0","0","3","0","0","25001","0","0","0","500000","4","0","0"
