49c9a53aa25ff6a2fbf98603ec6264aff51abb25da31a0839497472f7e933867,05dc7f0ec1e5da7a123d56207108be6f003cfd82a2faba73b095965d4fa863d8,4dcf99e12a369e4438f140dbae59659bf7db8b42919bc6196ae20431eb170d8a,8c566f2d2df3d80adaa7cdf9fb017c9840c8e56b5135715974b5bb48bb627d85,89398cf4252abc19576bbca802b13601656299a15472223efcd6ab2a0520c69b,4dd2acd9fd11533df86823eebb2ee97b5a3d3701a4fd60d3e22a5903d516872e,6f2bea68e8afc8a068f242080e6db6fb07c4800bf1d2ca0f36e284f1c3c1cbab,27987b621da3e299e1c2768cfd2cbcf4f26a344105d8cabb0295bfa6a43902d6,2858622383b5c3f2e39992e877690ae6a1b32848245576cea7d2a8e26ac0fba1,f3b431a1e0c4799f0ae4aa4b234a511f32beaa06b9ad091dec291e2bc1a59135,19a41309821e357a5cdb49c2f1a72e3c32f87a75913449e980802b2e3e102b6e,02723f251841814d57653b73eadf782c7f9fb781a3064007a3bce15c4ae5e3b9,774edc412bc326f2e74d48e1f808c0af3570990fb55b277639c8ae38a73329dd,e95ac2c1d09e419e3396b91ab949b8e84053e7a686604ef42b244a794bbd3e54,f2be55d48d490aa2a52b6a0c52b0bedf9bcd8d364340a36d4df714a941b72168,9cc8dcd7681f02ec0758e2d20bfbe40c9791a3cfffdf363ae3bca935efec147f
"8","0","2","25021","1001017","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1001018","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1002001","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1002002","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1002003","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1002004","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1002005","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1002006","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1002007","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1002008","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1002009","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25001","1002010","25015","200","400","91002","2","94002","10","500000","90008","12","10"
"8","2","2","25021","1002011","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1002012","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1002013","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1002014","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1002015","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1002016","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1002017","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1002018","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1003001","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1003002","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1003003","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1003004","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1003005","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1003006","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1003007","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1003008","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1003009","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25001","1003010","25015","200","400","91002","2","94002","10","500000","90008","12","10"
"8","2","2","25021","1003011","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1003012","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1003013","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1003014","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1003015","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1003016","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1003017","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1003018","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1004001","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1004002","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1004003","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1004004","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1004005","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1004006","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1004007","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1004008","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1004009","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25001","1004010","25015","200","400","91002","2","94002","10","500000","90008","12","10"
"8","2","2","25021","1004011","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1004012","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1004013","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1004014","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1004015","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1004016","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1004017","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1004018","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1005001","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1005002","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1005003","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1005004","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1005005","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1005006","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1005007","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1005008","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1005009","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25001","1005010","25015","200","400","91002","2","94002","10","500000","90008","12","10"
"8","2","2","25021","1005011","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1005012","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1005013","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1005014","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1005015","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1005016","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1005017","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1005018","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1006001","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1006002","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1006003","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1006004","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1006005","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1006006","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1006007","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1006008","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1006009","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25001","1006010","25015","200","400","91002","2","94002","10","500000","90008","12","10"
"8","2","2","25021","1006011","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1006012","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1006013","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1006014","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1006015","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1006016","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1006017","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1006018","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1007001","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1007002","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1007003","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1007004","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1007005","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1007006","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1007007","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1007008","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1007009","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25001","1007010","25015","200","400","91002","2","94002","10","500000","90008","12","10"
"8","2","2","25021","1007011","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1007012","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1007013","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1007014","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1007015","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1007016","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1007017","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1007018","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1008001","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1008002","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1008003","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1008004","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1008005","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1008006","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1008007","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1008008","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1008009","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25001","1008010","25015","200","400","91002","2","94002","10","500000","90008","12","10"
"8","2","2","25021","1008011","25011","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1008012","25012","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1008013","25013","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1008014","25014","200","400","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1008015","25015","200","400","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1008016","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1008017","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","0","2","25021","1008018","0","200","0","91002","2","94002","50","500000","90008","12","10"
"8","2","2","25021","1009001","25011","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1009002","25012","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1009003","25013","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1009004","25014","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1009005","25015","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1009006","25011","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1009007","25012","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1009008","25013","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1009009","25014","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25001","1009010","25015","200","1000","91002","2","94002","10","500000","90008","12","10"
"8","2","2","25021","1009011","25011","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1009012","25012","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1009013","25013","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1009014","25014","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1009015","25015","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","0","2","25021","1009016","0","200","0","91002","2","94002","125","500000","90008","12","10"
"8","0","2","25021","1009017","0","200","0","91002","2","94002","125","500000","90008","12","10"
"8","0","2","25021","1009018","0","200","0","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1010001","25011","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1010002","25012","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1010003","25013","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1010004","25014","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1010005","25015","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1010006","25011","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1010007","25012","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1010008","25013","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1010009","25014","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25001","1010010","25015","200","1000","91002","2","94002","10","500000","90008","12","10"
"8","2","2","25021","1010011","25011","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1010012","25012","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1010013","25013","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1010014","25014","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1010015","25015","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","0","2","25021","1010016","0","200","0","91002","2","94002","125","500000","90008","12","10"
"8","0","2","25021","1010017","0","200","0","91002","2","94002","125","500000","90008","12","10"
"8","0","2","25021","1010018","0","200","0","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1011001","25011","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1011002","25012","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1011003","25013","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1011004","25014","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1011005","25015","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1011006","25011","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1011007","25012","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1011008","25013","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1011009","25014","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25001","1011010","25015","200","1000","91002","2","94002","10","500000","90008","12","10"
"8","2","2","25021","1011011","25011","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1011012","25012","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1011013","25013","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1011014","25014","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1011015","25015","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","0","2","25021","1011016","0","200","0","91002","2","94002","125","500000","90008","12","10"
"8","0","2","25021","1011017","0","200","0","91002","2","94002","125","500000","90008","12","10"
"8","0","2","25021","1011018","0","200","0","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1012001","25011","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1012002","25012","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1012003","25013","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1012004","25014","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1012005","25015","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1012006","25011","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1012007","25012","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1012008","25013","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1012009","25014","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25001","1012010","25015","200","1000","91002","2","94002","10","500000","90008","12","10"
"8","2","2","25021","1012011","25011","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1012012","25012","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1012013","25013","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1012014","25014","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","2","2","25021","1012015","25015","200","1000","91002","2","94002","125","500000","90008","12","10"
"8","0","2","25021","1012016","0","200","0","91002","2","94002","125","500000","90008","12","10"
"8","0","2","25021","1012017","0","200","0","91002","2","94002","125","500000","90008","12","10"
"8","0","2","25021","1012018","0","200","0","91002","2","94002","125","500000","90008","12","10"
