101838533199d75d9a913abe847d1a9b88d893b2227bbca4ccf41f556b5cd71e,df7db5cf001c82eeeaf3c4b84ff651c620e3e8573cf57645ae3bdeaad32c4023,c6bfdf543c1d1b0f7a311ad354bf08c4aa1ebfc9c8df3490fa54310a82804466,9303ce95892835191cba6e308cae9375e7b5e96279e022084c1e49b609240ece,222da14a8eeaa246a7d1c1a46e4e7982824a85cd907c8d4d5618da055ecbc75b,bdb87cbea84b21cb26906bdbbd0dc318c3011c21d98e513547e019d724653d19,041bf20d72d029d52175b8464bc097e9ca7e0a07ad8c26863cb9b1624356c577,499cc5e5473191def37b55b5a45fc36c2fc07d2dd1201dede37193dc1aa3456a,bccf691d71fa9fb94a9a99a91b9d96d144466fa3f8a890d38652c85a3a94a3b2,ac1007ba84f8531b46b1bd28e9e2da1d096a94a2a57e04e2fcd68bb74a32c1d6
"3331","280","25021","3303","0","0","2","510000","0","0"
"3341","280","25021","3304","0","0","2","510000","0","0"
"3351","280","25021","3305","0","0","2","510000","0","0"
"3411","280","25021","3401","0","0","2","510000","0","0"
"3421","280","25021","3402","0","0","2","510000","0","0"
"3431","280","25021","3403","0","0","2","510000","0","0"
"3441","280","25021","3404","0","0","2","510000","0","0"
"3451","280","25021","3405","0","0","2","510000","0","0"
"3511","280","25021","3501","0","0","2","510000","0","0"
"3521","280","25021","3502","0","0","2","510000","0","0"
"3531","280","25021","3503","0","0","2","510000","0","0"
"3541","280","25021","3504","0","0","2","510000","0","0"
"3551","280","25021","3505","0","0","2","510000","0","0"
"3611","280","25021","3601","0","0","2","510000","0","0"
"3621","280","25021","3602","0","0","2","510000","0","0"
"3631","280","25021","3603","0","0","2","510000","0","0"
"3641","280","25021","3604","0","0","2","510000","0","0"
"3651","280","25021","3605","0","0","2","510000","0","0"
"3711","280","25021","3701","0","0","2","510000","0","0"
"3721","280","25021","3702","0","0","2","510000","0","0"
"3731","280","25021","3703","0","0","2","510000","0","0"
"3741","280","25021","3704","0","0","2","510000","0","0"
"3751","280","25021","3705","0","0","2","510000","0","0"
"3811","280","25021","3801","0","0","2","510000","0","0"
"3821","280","25021","3802","0","0","2","510000","0","0"
"3831","280","25021","3803","0","0","2","510000","0","0"
"3841","280","25021","3804","0","0","2","510000","0","0"
"3851","280","25021","3805","0","0","2","510000","0","0"
"3911","280","25021","3901","0","0","2","510000","0","0"
"3921","280","25021","3902","0","0","2","510000","0","0"
"3931","280","25021","3903","0","0","2","510000","0","0"
"3941","280","25021","3904","0","0","2","510000","0","0"
"3951","280","25021","3905","0","0","2","510000","0","0"
"4011","280","25021","4001","0","0","2","510000","0","0"
"4021","280","25021","4002","0","0","2","510000","0","0"
"4031","280","25021","4003","0","0","2","510000","0","0"
"4041","280","25021","4004","0","0","2","510000","0","0"
"4051","280","25021","4005","0","0","2","510000","0","0"
"4111","280","25021","4101","0","0","2","510000","0","0"
"4121","280","25021","4102","0","0","2","510000","0","0"
"4131","280","25021","4103","0","0","2","510000","0","0"
"4141","280","25021","4104","0","0","2","510000","0","0"
"4151","280","25021","4105","0","0","2","510000","0","0"
"4211","280","25021","4201","0","0","2","510000","0","0"
"4221","280","25021","4202","0","0","2","510000","0","0"
"4231","280","25021","4203","0","0","2","510000","0","0"
"4241","280","25021","4204","0","0","2","510000","0","0"
"4251","280","25021","4205","0","0","2","510000","0","0"
"4311","280","25021","4301","0","0","2","510000","0","0"
"4321","280","25021","4302","0","0","2","510000","0","0"
"4331","280","25021","4303","0","0","2","510000","0","0"
"4341","280","25021","4304","0","0","2","510000","0","0"
"4351","280","25021","4305","0","0","2","510000","0","0"
"4411","280","25021","4401","0","0","2","510000","0","0"
"4421","280","25021","4402","0","0","2","510000","0","0"
"4431","280","25021","4403","0","0","2","510000","0","0"
"4441","280","25021","4404","0","0","2","510000","0","0"
"4451","280","25021","4405","0","0","2","510000","0","0"
"4511","280","25021","4501","0","0","2","510000","0","0"
"4521","280","25021","4502","0","0","2","510000","0","0"
"4531","280","25021","4503","0","0","2","510000","0","0"
"4541","280","25021","4504","0","0","2","510000","0","0"
"4551","280","25021","4505","0","0","2","510000","0","0"
"4611","280","25021","4601","0","0","2","510000","0","0"
"4621","280","25021","4602","0","0","2","510000","0","0"
"4631","280","25021","4603","0","0","2","510000","0","0"
"4641","280","25021","4604","0","0","2","510000","0","0"
"4651","280","25021","4605","0","0","2","510000","0","0"
"4711","280","25021","4701","0","0","2","510000","0","0"
"4721","280","25021","4702","0","0","2","510000","0","0"
"4731","280","25021","4703","0","0","2","510000","0","0"
"4741","280","25021","4704","0","0","2","510000","0","0"
"4751","280","25021","4705","0","0","2","510000","0","0"
"4811","280","25021","4801","0","0","2","510000","0","0"
"4821","280","25021","4802","0","0","2","510000","0","0"
"4831","280","25021","4803","0","0","2","510000","0","0"
"4841","280","25021","4804","0","0","2","510000","0","0"
"4851","280","25021","4805","0","0","2","510000","0","0"
"4911","280","25021","4901","0","0","2","510000","0","0"
"4921","280","25021","4902","0","0","2","510000","0","0"
"4931","280","25021","4903","0","0","2","510000","0","0"
"4941","280","25021","4904","0","0","2","510000","0","0"
"4951","280","25021","4905","0","0","2","510000","0","0"
"5011","280","25021","5001","0","0","2","510000","0","0"
"5021","280","25021","5002","0","0","2","510000","0","0"
"5031","280","25021","5003","0","0","2","510000","0","0"
"5041","280","25021","5004","0","0","2","510000","0","0"
"5051","280","25021","5005","0","0","2","510000","0","0"
"5111","280","25021","5101","0","0","2","510000","0","0"
"5121","280","25021","5102","0","0","2","510000","0","0"
"5131","280","25021","5103","0","0","2","510000","0","0"
"5141","280","25021","5104","0","0","2","510000","0","0"
"5151","280","25021","5105","0","0","2","510000","0","0"
"5211","280","25021","5201","0","0","2","510000","0","0"
"5221","280","25021","5202","0","0","2","510000","0","0"
"5231","280","25021","5203","0","0","2","510000","0","0"
"5241","280","25021","5204","0","0","2","510000","0","0"
"5251","280","25021","5205","0","0","2","510000","0","0"
"5311","280","25021","5301","0","0","2","510000","0","0"
"5321","280","25021","5302","0","0","2","510000","0","0"
"5331","280","25021","5303","0","0","2","510000","0","0"
"5341","280","25021","5304","0","0","2","510000","0","0"
"5351","280","25021","5305","0","0","2","510000","0","0"
"5411","640","25021","5401","0","0","2","520000","0","0"
"5421","640","25021","5402","0","0","2","520000","0","0"
"5431","640","25021","5403","0","0","2","520000","0","0"
"5511","380","25021","5501","0","0","2","520000","0","0"
"5521","380","25021","5502","0","0","2","520000","0","0"
"5531","380","25021","5503","0","0","2","520000","0","0"
"5541","380","25021","5504","0","0","2","520000","0","0"
"5551","380","25021","5505","0","0","2","520000","0","0"
"5611","950","25021","5601","0","0","2","520000","0","0"
"5621","950","25021","5602","0","0","2","520000","0","0"
"5711","380","25021","5701","0","0","2","520000","0","0"
"5721","380","25021","5702","0","0","2","520000","0","0"
"5731","380","25021","5703","0","0","2","520000","0","0"
"5741","380","25021","5704","0","0","2","520000","0","0"
"5751","380","25021","5705","0","0","2","520000","0","0"
"5811","380","25021","5801","0","0","2","520000","0","0"
"5821","380","25021","5802","0","0","2","520000","0","0"
"5831","380","25021","5803","0","0","2","520000","0","0"
"5841","380","25021","5804","0","0","2","520000","0","0"
"5851","380","25021","5805","0","0","2","520000","0","0"
"5911","380","25021","5901","0","0","2","520000","0","0"
"5921","380","25021","5902","0","0","2","520000","0","0"
"5931","380","25021","5903","0","0","2","520000","0","0"
"5941","380","25021","5904","0","0","2","520000","0","0"
"5951","380","25021","5905","0","0","2","520000","0","0"
"6011","950","25021","6001","0","0","2","520000","0","0"
"6021","950","25021","6002","0","0","2","520000","0","0"
"6111","380","25021","6101","0","0","2","520000","0","0"
"6121","380","25021","6102","0","0","2","520000","0","0"
"6131","380","25021","6103","0","0","2","520000","0","0"
"6141","380","25021","6104","0","0","2","520000","0","0"
"6151","380","25021","6105","0","0","2","520000","0","0"
"6211","380","25021","6201","0","0","2","520000","0","0"
"6221","380","25021","6202","0","0","2","520000","0","0"
"6231","380","25021","6203","0","0","2","520000","0","0"
"6241","380","25021","6204","0","0","2","520000","0","0"
"6251","380","25021","6205","0","0","2","520000","0","0"
"6311","380","25021","6301","0","0","2","520000","0","0"
"6321","380","25021","6302","0","0","2","520000","0","0"
"6331","380","25021","6303","0","0","2","520000","0","0"
"6341","380","25021","6304","0","0","2","520000","0","0"
"6351","380","25021","6305","0","0","2","520000","0","0"
"6411","380","25021","6401","0","0","2","520000","0","0"
"6421","380","25021","6402","0","0","2","520000","0","0"
"6431","380","25021","6403","0","0","2","520000","0","0"
"6441","380","25021","6404","0","0","2","520000","0","0"
"6451","380","25021","6405","0","0","2","520000","0","0"
"6511","380","25021","6501","0","0","2","520000","0","0"
"6521","380","25021","6502","0","0","2","520000","0","0"
"6531","380","25021","6503","0","0","2","520000","0","0"
"6541","380","25021","6504","0","0","2","520000","0","0"
"6551","380","25021","6505","0","0","2","520000","0","0"
"6611","1900","25021","6601","0","0","2","520000","0","0"
"6711","380","25021","6701","0","0","2","520000","0","0"
"6721","380","25021","6702","0","0","2","520000","0","0"
"6731","380","25021","6703","0","0","2","520000","0","0"
"6741","380","25021","6704","0","0","2","520000","0","0"
"6751","380","25021","6705","0","0","2","520000","0","0"
"6811","380","25021","6801","0","0","2","520000","0","0"
"6821","380","25021","6802","0","0","2","520000","0","0"
"6831","380","25021","6803","0","0","2","520000","0","0"
"6841","380","25021","6804","0","0","2","520000","0","0"
"6851","380","25021","6805","0","0","2","520000","0","0"
"6911","380","25021","6901","0","0","2","520000","0","0"
"6921","380","25021","6902","0","0","2","520000","0","0"
"6931","380","25021","6903","0","0","2","520000","0","0"
"6941","380","25021","6904","0","0","2","520000","0","0"
"6951","380","25021","6905","0","0","2","520000","0","0"
"7011","380","25021","7001","0","0","2","520000","0","0"
"7021","380","25021","7002","0","0","2","520000","0","0"
"7031","380","25021","7003","0","0","2","520000","0","0"
"7041","380","25021","7004","0","0","2","520000","0","0"
"7051","380","25021","7005","0","0","2","520000","0","0"
"7111","380","25021","7101","0","0","2","520000","0","0"
"7121","380","25021","7102","0","0","2","520000","0","0"
"7131","380","25021","7103","0","0","2","520000","0","0"
"7141","380","25021","7104","0","0","2","520000","0","0"
"7151","380","25021","7105","0","0","2","520000","0","0"
"7211","1900","25021","7201","0","0","2","520000","0","0"
"7311","380","25021","7301","0","0","2","520000","0","0"
"7321","380","25021","7302","0","0","2","520000","0","0"
"7331","380","25021","7303","0","0","2","520000","0","0"
"7341","380","25021","7304","0","0","2","520000","0","0"
"7351","380","25021","7305","0","0","2","520000","0","0"
"7411","380","25021","7401","0","0","2","520000","0","0"
"7421","380","25021","7402","0","0","2","520000","0","0"
"7431","380","25021","7403","0","0","2","520000","0","0"
"7441","380","25021","7404","0","0","2","520000","0","0"
"7451","380","25021","7405","0","0","2","520000","0","0"
"7511","380","25021","7501","0","0","2","520000","0","0"
"7521","380","25021","7502","0","0","2","520000","0","0"
"7531","380","25021","7503","0","0","2","520000","0","0"
"7541","380","25021","7504","0","0","2","520000","0","0"
"7551","380","25021","7505","0","0","2","520000","0","0"
"7611","380","25021","7601","0","0","2","520000","0","0"
"7621","380","25021","7602","0","0","2","520000","0","0"
"7631","380","25021","7603","0","0","2","520000","0","0"
"7641","380","25021","7604","0","0","2","520000","0","0"
"7651","380","25021","7605","0","0","2","520000","0","0"
"7711","1900","25021","7701","0","0","2","520000","0","0"
"7811","950","25021","7801","0","0","2","520000","0","0"
"7821","950","25021","7802","0","0","2","520000","0","0"
"7911","380","25021","7901","0","0","2","520000","0","0"
"7921","380","25021","7902","0","0","2","520000","0","0"
"7931","380","25021","7903","0","0","2","520000","0","0"
"7941","380","25021","7904","0","0","2","520000","0","0"
"7951","380","25021","7905","0","0","2","520000","0","0"
"8011","380","25021","8001","0","0","2","520000","0","0"
"8021","380","25021","8002","0","0","2","520000","0","0"
"8031","380","25021","8003","0","0","2","520000","0","0"
"8041","380","25021","8004","0","0","2","520000","0","0"
"8051","380","25021","8005","0","0","2","520000","0","0"
"8111","380","25021","8101","0","0","2","520000","0","0"
"8121","380","25021","8102","0","0","2","520000","0","0"
"8131","380","25021","8103","0","0","2","520000","0","0"
"8141","380","25021","8104","0","0","2","520000","0","0"
"8151","380","25021","8105","0","0","2","520000","0","0"
"8211","460","25021","8201","0","0","2","530000","0","0"
"8221","460","25021","8202","0","0","2","530000","0","0"
"8231","460","25021","8203","0","0","2","530000","0","0"
"8241","460","25021","8204","0","0","2","530000","0","0"
"8251","460","25021","8205","0","0","2","530000","0","0"
"8311","460","25021","8301","0","0","2","530000","0","0"
"8321","460","25021","8302","0","0","2","530000","0","0"
"8331","460","25021","8303","0","0","2","530000","0","0"
"8341","460","25021","8304","0","0","2","530000","0","0"
"8351","460","25021","8305","0","0","2","530000","0","0"
"8411","460","25021","8401","0","0","2","530000","0","0"
"8421","460","25021","8402","0","0","2","530000","0","0"
"8431","460","25021","8403","0","0","2","530000","0","0"
"8441","460","25021","8404","0","0","2","530000","0","0"
"8451","460","25021","8405","0","0","2","530000","0","0"
"8511","460","25021","8501","0","0","2","530000","0","0"
"8521","460","25021","8502","0","0","2","530000","0","0"
"8531","460","25021","8503","0","0","2","530000","0","0"
"8541","460","25021","8504","0","0","2","530000","0","0"
"8551","460","25021","8505","0","0","2","530000","0","0"
"8611","460","25021","8601","0","0","2","530000","0","0"
"8621","460","25021","8602","0","0","2","530000","0","0"
"8631","460","25021","8603","0","0","2","530000","0","0"
"8641","460","25021","8604","0","0","2","530000","0","0"
"8651","460","25021","8605","0","0","2","530000","0","0"
"8711","460","25021","8701","0","0","2","530000","0","0"
"8721","460","25021","8702","0","0","2","530000","0","0"
"8731","460","25021","8703","0","0","2","530000","0","0"
"8741","460","25021","8704","0","0","2","530000","0","0"
"8751","460","25021","8705","0","0","2","530000","0","0"
"8811","460","25021","8801","0","0","2","530000","0","0"
"8821","460","25021","8802","0","0","2","530000","0","0"
"8831","460","25021","8803","0","0","2","530000","0","0"
"8841","460","25021","8804","0","0","2","530000","0","0"
"8851","460","25021","8805","0","0","2","530000","0","0"
"8911","460","25021","8901","0","0","2","530000","0","0"
"8921","460","25021","8902","0","0","2","530000","0","0"
"8931","460","25021","8903","0","0","2","530000","0","0"
"8941","460","25021","8904","0","0","2","530000","0","0"
"8951","460","25021","8905","0","0","2","530000","0","0"
"9011","460","25021","9001","0","0","2","530000","0","0"
"9021","460","25021","9002","0","0","2","530000","0","0"
"9031","460","25021","9003","0","0","2","530000","0","0"
"9041","460","25021","9004","0","0","2","530000","0","0"
"9051","460","25021","9005","0","0","2","530000","0","0"
"9111","460","25021","9101","0","0","2","530000","0","0"
"9121","460","25021","9102","0","0","2","530000","0","0"
"9131","460","25021","9103","0","0","2","530000","0","0"
"9141","460","25021","9104","0","0","2","530000","0","0"
"9151","460","25021","9105","0","0","2","530000","0","0"
"9211","460","25021","9201","0","0","2","530000","0","0"
"9221","460","25021","9202","0","0","2","530000","0","0"
"9231","460","25021","9203","0","0","2","530000","0","0"
"9241","460","25021","9204","0","0","2","530000","0","0"
"9251","460","25021","9205","0","0","2","530000","0","0"
"9311","460","25021","9301","0","0","2","530000","0","0"
"9321","460","25021","9302","0","0","2","530000","0","0"
"9331","460","25021","9303","0","0","2","530000","0","0"
"9341","460","25021","9304","0","0","2","530000","0","0"
"9351","460","25021","9305","0","0","2","530000","0","0"
"9411","460","25021","9401","0","0","2","530000","0","0"
"9421","460","25021","9402","0","0","2","530000","0","0"
"9431","460","25021","9403","0","0","2","530000","0","0"
"9441","460","25021","9404","0","0","2","530000","0","0"
"9451","460","25021","9405","0","0","2","530000","0","0"
"9511","460","25021","9501","0","0","2","530000","0","0"
"9521","460","25021","9502","0","0","2","530000","0","0"
"9531","460","25021","9503","0","0","2","530000","0","0"
"9541","460","25021","9504","0","0","2","530000","0","0"
"9551","460","25021","9505","0","0","2","530000","0","0"
"9611","460","25021","9601","0","0","2","530000","0","0"
"9621","460","25021","9602","0","0","2","530000","0","0"
"9631","460","25021","9603","0","0","2","530000","0","0"
"9641","460","25021","9604","0","0","2","530000","0","0"
"9651","460","25021","9605","0","0","2","530000","0","0"
"9711","460","25021","9701","0","0","2","530000","0","0"
"9721","460","25021","9702","0","0","2","530000","0","0"
"9731","460","25021","9703","0","0","2","530000","0","0"
"9741","460","25021","9704","0","0","2","530000","0","0"
"9751","460","25021","9705","0","0","2","530000","0","0"
"9811","460","25021","9801","0","0","2","530000","0","0"
"9821","460","25021","9802","0","0","2","530000","0","0"
"9831","460","25021","9803","0","0","2","530000","0","0"
"9841","460","25021","9804","0","0","2","530000","0","0"
"9851","460","25021","9805","0","0","2","530000","0","0"
"9911","460","25021","9901","0","0","2","530000","0","0"
"9921","460","25021","9902","0","0","2","530000","0","0"
"9931","460","25021","9903","0","0","2","530000","0","0"
"9941","460","25021","9904","0","0","2","530000","0","0"
"9951","460","25021","9905","0","0","2","530000","0","0"
"10011","460","25021","10001","0","0","2","530000","0","0"
"10021","460","25021","10002","0","0","2","530000","0","0"
"10031","460","25021","10003","0","0","2","530000","0","0"
"10041","460","25021","10004","0","0","2","530000","0","0"
"10051","460","25021","10005","0","0","2","530000","0","0"
"10111","460","25021","10101","0","0","2","530000","0","0"
"10121","460","25021","10102","0","0","2","530000","0","0"
"10131","460","25021","10103","0","0","2","530000","0","0"
"10141","460","25021","10104","0","0","2","530000","0","0"
"10151","460","25021","10105","0","0","2","530000","0","0"
"10211","460","25021","10201","0","0","2","530000","0","0"
"10221","460","25021","10202","0","0","2","530000","0","0"
"10231","460","25021","10203","0","0","2","530000","0","0"
"10241","460","25021","10204","0","0","2","530000","0","0"
"10251","460","25021","10205","0","0","2","530000","0","0"
"10311","460","25021","10301","0","0","2","530000","0","0"
"10321","460","25021","10302","0","0","2","530000","0","0"
"10331","460","25021","10303","0","0","2","530000","0","0"
"10341","460","25021","10304","0","0","2","530000","0","0"
"10351","460","25021","10305","0","0","2","530000","0","0"
"10411","460","25021","10401","0","0","2","530000","0","0"
"10421","460","25021","10402","0","0","2","530000","0","0"
"10431","460","25021","10403","0","0","2","530000","0","0"
"10441","460","25021","10404","0","0","2","530000","0","0"
"10451","460","25021","10405","0","0","2","530000","0","0"
"10511","460","25021","10501","0","0","2","530000","0","0"
"10521","460","25021","10502","0","0","2","530000","0","0"
"10531","460","25021","10503","0","0","2","530000","0","0"
"10541","460","25021","10504","0","0","2","530000","0","0"
"10551","460","25021","10505","0","0","2","530000","0","0"
"10611","460","25021","10601","0","0","2","530000","0","0"
"10621","460","25021","10602","0","0","2","530000","0","0"
"10631","460","25021","10603","0","0","2","530000","0","0"
"10641","460","25021","10604","0","0","2","530000","0","0"
"10651","460","25021","10605","0","0","2","530000","0","0"
"10711","460","25021","10701","0","0","2","530000","0","0"
"10721","460","25021","10702","0","0","2","530000","0","0"
"10731","460","25021","10703","0","0","2","530000","0","0"
"10741","460","25021","10704","0","0","2","530000","0","0"
"10751","460","25021","10705","0","0","2","530000","0","0"
"10811","460","25021","10801","0","0","2","530000","0","0"
"10821","460","25021","10802","0","0","2","530000","0","0"
"10831","460","25021","10803","0","0","2","530000","0","0"
"10841","460","25021","10804","0","0","2","530000","0","0"
"10851","460","25021","10805","0","0","2","530000","0","0"
"10911","460","25021","10901","0","0","2","530000","0","0"
"10921","460","25021","10902","0","0","2","530000","0","0"
"10931","460","25021","10903","0","0","2","530000","0","0"
"10941","460","25021","10904","0","0","2","530000","0","0"
"10951","460","25021","10905","0","0","2","530000","0","0"
"11011","580","25021","11001","0","0","2","540000","0","0"
"11021","580","25021","11002","0","0","2","540000","0","0"
"11031","580","25021","11003","0","0","2","540000","0","0"
"11041","580","25021","11004","0","0","2","540000","0","0"
"11051","580","25021","11005","0","0","2","540000","0","0"
"11111","580","25021","11101","0","0","2","540000","0","0"
"11121","580","25021","11102","0","0","2","540000","0","0"
