c3a270781b3c73eeeec5f6c74eaa732112e6f42f03e520108de80232b93bc373,56cb5810dda187beac3e28e538182f830e9b1c5f0d213154df768347848a7ab0,07c28f5f44597c349ad1389e8aae6fe9763d77cc8935f5145329f05f79045e39,28add96481cda3bdf549291b1b8d39f795c1362ab886c39ba3df078ee013f4e8,64c2fcc9bc94859d08fa810d80e9d6d05def1e310504c75a522336a1ae47ffb7,3417be1326ad6ee3777f709d0d7d501e11be3d3e4fd0c4c4406b748cbfa1be7a,a6e7e34a8fd1bbecdf956b8576d77b229be62d56f5e1ca23aab1ea1bbb76837d,c0ee9cb4ad5f8669799c95f6ac917c17e30028fec9956a563b4ae5079db40437,44a6d95910a49d51a3a33d11a31fe69aed6a7916b4a89d08cf5db5ce60a901b6
"30","1","2018/01/01 5:00:00","2022/12/16 4:59:59","-1","0","15004001","5","22"
"100","1","2018/01/01 5:00:00","2022/12/16 4:59:59","-1","90007","15004001","2","23"
"40","1","2018/01/01 5:00:00","2020/11/16 4:59:59","-1","0","14001001","5","24"
"80000","1","2018/01/01 5:00:00","2020/11/16 4:59:59","-1","94002","14001001","12","25"
"2","1","2018/01/01 5:00:00","2020/11/16 4:59:59","-1","20003","14001001","2","26"
"50","1","2018/01/01 5:00:00","2020/11/16 4:59:59","-1","0","14003001","5","27"
"140000","1","2018/01/01 5:00:00","2020/11/16 4:59:59","-1","94002","14003001","12","28"
"4","1","2018/01/01 5:00:00","2020/11/16 4:59:59","-1","22002","14003001","2","29"
"30","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21001001","8","30"
"2000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","21001001","12","31"
"30","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21001002","8","33"
"2","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","22001","21001002","2","34"
"30","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21001003","8","36"
"1","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","22002","21001003","2","37"
"30","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21001004","8","39"
"1","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","22003","21001004","2","40"
"90","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21001005","8","42"
"2","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","22003","21001005","2","43"
"60","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21002001","8","45"
"4000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","21002001","12","46"
"60","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21002002","8","48"
"4","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","22001","21002002","2","49"
"60","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21002003","8","51"
"2","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","22002","21002003","2","52"
"60","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21002004","8","54"
"2","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","22003","21002004","2","55"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21003001","8","57"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002001","8","58"
"1000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002001","2","59"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002002","8","60"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002002","2","61"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002003","8","62"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002003","2","63"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002004","8","64"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002004","2","65"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002005","8","66"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002005","2","67"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002006","8","68"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002006","2","69"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002007","8","70"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002007","2","71"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002008","8","72"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002008","2","73"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002009","8","74"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002009","2","75"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002010","8","76"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002010","2","77"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002011","8","78"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002011","2","79"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002012","8","80"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002012","2","81"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002013","8","82"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002013","2","83"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002014","8","84"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002014","2","85"
"30","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26001001","8","86"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003001","8","87"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26008001","8","88"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","24002001","8","89"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","24004001","8","90"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21005001","8","91"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21005002","8","92"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21005003","8","93"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21005004","8","94"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21005005","8","95"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21005006","8","96"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21005007","8","97"
"30","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21005018","8","98"
"30","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21005028","8","99"
"40","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21005038","8","100"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002001","8","101"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002002","8","102"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002003","8","103"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002004","8","104"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002005","8","105"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002006","8","106"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002007","8","107"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002008","8","108"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002009","8","109"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002010","8","110"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26005001","8","111"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26005002","8","112"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21007001","8","113"
"1000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28006001","8","115"
"20","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","0","28005001","5","116"
"10","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","20001","28005001","2","117"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","15005001","12","118"
"200","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","93001","18001003","6","119"
"200","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","93001","18001004","6","120"
"20","1","2018/01/01 5:00:00","2020/11/16 4:59:59","-1","0","11101001","5","121"
"2","1","2018/01/01 5:00:00","2020/11/16 4:59:59","-1","20003","11101001","2","122"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21102001","8","123"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21103001","8","124"
"30","1","2018/01/01 5:00:00","2020/11/16 4:59:59","-1","0","11001002","5","128"
"30000","1","2018/01/01 5:00:00","2020/11/16 4:59:59","-1","94002","11001002","12","129"
"6","1","2018/01/01 5:00:00","2020/11/16 4:59:59","-1","23001","11001002","2","130"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","93001","28007001","6","131"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","93001","28007002","6","132"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","93001","28007003","6","133"
"30","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26013001","8","134"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26014001","8","135"
"80","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21011001","8","136"
"2","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","22003","21011001","2","137"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26015001","8","138"
"10","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26015002","8","139"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21102002","8","140"
"400","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002015","8","141"
"500000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002015","12","142"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002015","2","143"
"400","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002016","8","144"
"500000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002016","12","145"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002016","2","146"
"400","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002017","8","147"
"3000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002017","12","148"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002017","2","149"
"600","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002018","8","150"
"3000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002018","12","151"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002018","2","152"
"600","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002019","8","153"
"3000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002019","12","154"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002019","2","155"
"600","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002020","8","156"
"5000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002020","12","157"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002020","2","158"
"600","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002021","8","159"
"5000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002021","12","160"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002021","2","161"
"600","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002022","8","162"
"5000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002022","12","163"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002022","2","164"
"600","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002023","8","165"
"5000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002023","12","166"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002023","2","167"
"600","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002024","8","168"
"5000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002024","12","169"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002024","2","170"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002025","8","171"
"7500000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002025","12","172"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002025","2","173"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002026","8","174"
"7500000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002026","12","175"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002026","2","176"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002027","8","177"
"7500000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002027","12","178"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002027","2","179"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002028","8","180"
"10000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002028","12","181"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002028","2","182"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002029","8","183"
"10000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002029","12","184"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002029","2","185"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002030","8","186"
"10000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002030","12","187"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002030","2","188"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002031","8","189"
"10000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002031","12","190"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002031","2","191"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002032","8","192"
"10000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002032","12","193"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002032","2","194"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002033","8","195"
"15000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002033","12","196"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002033","2","197"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002034","8","198"
"15000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002034","12","199"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002034","2","200"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002035","8","201"
"15000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002035","12","202"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002035","2","203"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002036","8","204"
"15000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002036","12","205"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002036","2","206"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002037","8","207"
"15000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002037","12","208"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002037","2","209"
"1100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","28002038","8","210"
"15000000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28002038","12","211"
"1500","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","90007","28002038","2","212"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003002","8","213"
"10000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003002","12","214"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003003","8","215"
"10000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003003","12","216"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003004","8","217"
"10000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003004","12","218"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003005","8","219"
"50000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003005","12","220"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003006","8","221"
"50000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003006","12","222"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003007","8","223"
"100000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003007","12","224"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003008","8","225"
"100000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003008","12","226"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003009","8","227"
"100000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003009","12","228"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003010","8","229"
"100000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003010","12","230"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003011","8","231"
"200000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003011","12","232"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003012","8","233"
"200000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003012","12","234"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003013","8","235"
"200000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003013","12","236"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003014","8","237"
"500000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003014","12","238"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003015","8","239"
"500000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003015","12","240"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003016","8","241"
"500000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003016","12","242"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003017","8","243"
"500000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003017","12","244"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003018","8","245"
"500000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003018","12","246"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003019","8","247"
"500000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003019","12","248"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003020","8","249"
"500000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003020","12","250"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003021","8","251"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003021","12","252"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003022","8","253"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003022","12","254"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003023","8","255"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003023","12","256"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003024","8","257"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003024","12","258"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003025","8","259"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003025","12","260"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003026","8","261"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003026","12","262"
"50","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26003027","8","263"
"750000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","26003027","12","264"
"350","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002011","8","265"
"350","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002012","8","266"
"350","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002013","8","267"
"350","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002014","8","268"
"550","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002015","8","269"
"550","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002016","8","270"
"550","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002017","8","271"
"550","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002018","8","272"
"550","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002019","8","273"
"800","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002020","8","274"
"800","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002021","8","275"
"800","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002022","8","276"
"800","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002023","8","277"
"800","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002024","8","278"
"800","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002025","8","279"
"800","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002026","8","280"
"800","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002027","8","281"
"800","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002028","8","282"
"800","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002029","8","283"
"1000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002030","8","284"
"1000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","26002031","8","285"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","0","28012001","5","286"
"100000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","28012001","12","287"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","0","27004001","5","288"
"100000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","27004001","12","289"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","0","27004002","5","290"
"100000","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","94002","27004002","12","291"
"10","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","11402001","8","292"
"60","1","2022/12/16 5:00:00","2030/12/31 23:59:59","199","0","15004001","5","293"
"100","1","2022/12/16 5:00:00","2030/12/31 23:59:59","199","90007","15004001","2","294"
"30","200","2022/12/16 5:00:00","2030/12/31 23:59:59","-1","0","15004001","5","295"
"100","200","2022/12/16 5:00:00","2030/12/31 23:59:59","-1","90007","15004001","2","296"
"100","1","2018/01/01 5:00:00","2030/12/31 23:59:59","-1","91002","21005039","8","297"
