54ac5dd29d50be0c91d9ba24da3b2a9d45aba00c9364a5e53ea12079e2c7da37,66682d52c7b1c70076773f140916fea9908328af1bc20125e7607113110e253d,028370c4e5ba755ef1193845f676742d61ef0e34b1a739c4e7f566428a0d38ac,38e5c9282e93b848c5fefd7af6907e8970d0fca3e5f3c21dd155778dfebf4bad,dd951270d672ab7ef3dbc69d1ddd0ff636da97e64a6b7bc755be73631465e0ea,f5cf7ebec4d191a55d48372645e090abfe2008db5f51c8268f026e6463fc4059,122c5cb5b8bbd121a6a5c4048295c5e4b801c5bd0eede15fed9b2040efe4eabd,3a184a0ae6797a77f53d1578bac99343193c6970e39f38ee65273cb107e196d3,73e7927f536bf179ea000ff234b2cf28ae3c3536e72ef410e550b21c64d6d1ea,97276de35b3f7f238b554ce7ecdb6def4efb948b9f4e9b90b8c9b16784bc7194,c27cb048fb1c77e4f1fb8bf3931e0eeb18ef7cc8855281a311eb4630e9696472,6f73dc4248872ea377d2e679aa1a89cb139dbef019006ea2f2be5bc68825dc5e,cd3d3eae25db836ed8ea7e45f167db6c63315e1acaeae497e40ae50f84727d6f,5b57770fb855ee7363e725da196735e7bd5d0975e207ef907fd434b4b0d518ac,03345c86181a19b4c9075af9344b3b4c31fbb5d875f0b7f53e7d32c32e879115,2b33172769c4710e8ca7daf84b26a7c720c5edc7bb9d4b072bd1e1a8bad7a8ad,fe65276d4b1bde3f6387439c10a4337add49e9673900b6683de42227d723da41,b924b1e784293f1349b02c621eac3ea7bcc371279c3c00131d4815d8df2a351e,50374ccf8c9806667838b3266caa7466e28a77460d1aca85944b4325c6b78332,21e1e1e7a799d6e472185e7a1c882176f18263ca73fd0534c2edb83627ff8ee3,805faa30355a3895489a0c3e3f6f1f2080c06b60a8e7a6111533013d39559af2,fd566fcacb6289234ffa7ce476bf0634ae4ae13773ef1c5697b17d4a9c2c2a33,db929c579fb8a5812b2817466126060d44dd82e095ef92d44f3a80825917f0f5,b1535b6e022a52f2f65d0d254d707b5e8949d1398f9b115dc558e5768b1c459a,6ade9abfd1fef1ea72d64eca712dce2a22eb93c876e93ca02129b51f2623997a,f7b8b60f82e9866a9e9b1c3b3fdb9761d4fc288afdec336af046f717bf5d8376,74b41dd4feb0947bb9e656f975c2f051bcb1427f946ccc7675176e04a1fdcb91,f070a35e14586018e3a6e65207a45ea9f6e35022f55df00fd1febfc43179b9cc,4ac0870afb4d7e065808eb8991ea52927389e77e3f96bedc657972cee859100f,713f3c1480a1f248dd2c9801cc38ba42e299dd29a8947f9355f64098820e36c4,2df1adbcdad80dc53bbe5ad220694339b572855ef01b2896f12fbad569e4d3ba,7e57c8f19fbf96d9f576035328db631954dd928c8f78a478807befe93a51ce0d,1b51c59b857a27dafb42600efc85923477cbd764653779a61b2a4b29cdd03989,41456bbc3ecbb3de1d5f235137c632980afb8a9b718391fbfcf3b05cdcbfa5ad,cb32d9e16ff5136899b7a8169358485b375a4a421d03e5c7dadf1456fa9bd861,f6671f58eb7c4fa9e488d69d8bfa07ac6b0c783bce07ce95a5e5c60467783f74,31b9103377972cd2bea3760376a4753f22571450c6699ca1b63ceca47bf8a982,0c9f31f816c03f16339693b2ff33b0089185faea1cdfa41fb84c12544c58cff7,59e456201a4b26896c91be7adbf886b0bb359d916310b1b7291eeee870ced8d9,26b457651ab826f8a06e35be825f9629056e0d5da2cb2d793f4fea975eddaf30,0ce22a561207e83913ea347c8cf535896606c4990c3fcee41e355f174b9d9145,02ea39a59498bc75bf1000764e6d2d25ad0a706f85b3a5678f2fc7d7d9b3fdc9
"ウイングロップ","10","0","0","74","926","1","202200","710000404","1","1","30","0","0","0","0","74","49","0","0","0","54","10","0","0","0","0","0","1","0","18979","200000001","74","0","0","0","0","0","0","0","74","36"
"スカルフレイム","10","0","0","74","926","1","201000","710000405","1","1","30","0","0","0","0","74","49","0","0","0","54","10","0","0","0","0","0","1","0","18979","200000001","74","0","0","0","0","0","0","0","74","36"
"ミサキのシャドウ","10","0","0","75","1090","1","605001","710000501","1","1","30","0","0","0","0","75","36","0","0","0","55","10","0","0","0","0","0","1","0","11681","200000001","75","0","0","0","0","0","0","0","75","22"
"ロックリザード","10","0","0","75","0","1","202901","710000502","1","1","30","0","0","0","0","75","36","0","0","0","55","10","1328","0","0","0","0","1","0","21344","200000001","75","0","0","0","0","0","0","0","75","54"
"コドモオオトカゲ","10","0","0","75","866","1","203100","710000503","1","1","30","0","0","0","0","75","49","0","0","0","55","10","0","0","0","0","0","1","0","18407","200000001","75","0","0","0","0","0","0","0","75","36"
"ジャングルガード","10","0","0","75","0","1","203301","710000504","1","1","30","0","0","0","0","75","70","0","0","0","55","10","2608","0","0","0","0","1","0","27466","200000001","75","0","0","0","0","0","0","0","75","400"
"プチデビル","10","0","0","75","766","1","204400","710000505","1","1","30","0","0","0","0","75","45","0","0","0","55","10","0","0","0","0","0","1","0","14514","200000001","75","0","0","0","0","0","0","0","75","32"
"リマのシャドウ","10","0","0","76","0","1","605201","710000601","1","1","30","0","0","0","0","0","25","0","0","0","56","10","1069","0","0","0","0","1","0","20765","200000001","76","0","0","0","0","0","0","0","0","47"
"ユイのシャドウ","10","0","0","76","1232","1","600201","710000602","1","1","30","0","0","0","0","76","36","0","0","0","56","10","0","0","0","0","0","1","0","11032","200000001","76","0","0","0","0","0","0","0","76","20"
"ワイルドホーン","10","0","0","76","0","1","200500","710000603","1","1","30","0","0","0","0","76","36","0","0","0","56","10","1508","0","0","0","0","1","0","24716","200000001","76","0","0","0","0","0","0","0","76","45"
"バットケイブ","10","0","0","76","1016","1","202500","710000604","1","1","30","0","0","0","0","76","49","0","0","0","56","10","0","0","0","0","0","1","0","18407","200000001","76","0","0","0","0","0","0","0","76","36"
"ドリルモール","10","0","0","76","0","1","203500","710000605","1","1","30","0","0","0","0","76","36","0","0","0","56","10","984","0","0","0","0","1","0","20462","200000001","76","0","0","0","0","0","0","0","76","50"
"ユカリのシャドウ","10","0","0","77","0","1","603401","710000701","1","1","30","0","0","0","0","77","25","0","0","0","57","10","1188","0","0","0","0","1","0","13015","200000001","77","0","0","0","0","0","0","0","77","36"
"ヨリのシャドウ","10","0","0","77","1200","1","602201","710000702","1","1","30","0","0","0","0","77","38","0","0","0","57","10","0","0","0","0","0","1","0","12330","200000001","77","0","0","0","0","0","0","0","77","24"
"ハーミットナイト","10","0","0","77","0","1","202700","710000703","1","1","30","0","0","0","0","77","54","0","0","0","57","10","1400","0","0","0","0","1","0","18360","200000001","77","0","0","0","0","0","0","0","77","66"
"ウキキー","10","0","0","77","0","1","200100","710000704","1","1","30","0","0","0","0","77","36","0","0","0","57","10","1010","0","0","0","0","1","0","14066","200000001","77","0","0","0","0","0","0","0","77","41"
"ドリルモール","10","0","0","77","0","1","203500","710000705","1","1","30","0","0","0","0","77","36","0","0","0","57","10","1010","0","0","0","0","1","0","20858","200000001","77","0","0","0","0","0","0","0","77","50"
"スズメのシャドウ","10","0","0","78","1382","1","602501","710000801","1","1","30","0","0","0","0","78","42","0","0","0","58","10","0","0","0","0","0","1","0","12870","200000001","78","0","0","0","0","0","0","0","78","23"
"アオイのシャドウ","10","0","0","78","0","1","604001","710000802","1","1","30","0","0","0","0","78","24","0","0","0","58","10","1444","0","0","0","0","1","0","12113","200000001","78","0","0","0","0","0","0","0","78","39"
"ゴブリンガード","10","0","0","78","0","1","203300","710000803","1","1","30","0","0","0","0","78","60","0","0","0","58","10","1095","0","0","0","0","1","0","11681","200000001","78","0","0","0","0","0","0","0","78","300"
"バットケイブ","10","0","0","78","931","1","202500","710000804","1","1","30","0","0","0","0","78","49","0","0","0","58","10","0","0","0","0","0","1","0","18803","200000001","78","0","0","0","0","0","0","0","78","36"
"ウッドソウル","10","0","0","78","1214","1","200700","710000805","1","1","30","0","0","0","0","78","37","0","0","0","58","10","0","0","0","0","0","1","0","13273","200000001","78","0","0","0","0","0","0","0","78","38"
"リマのシャドウ","10","0","0","79","0","1","605201","710000901","1","1","30","0","0","0","0","0","32","0","0","0","59","10","1366","0","0","0","0","1","0","26533","200000001","79","0","0","0","0","0","0","0","0","60"
"ヒヨリのシャドウ","10","0","0","79","0","1","600101","710000902","1","1","30","0","0","0","0","79","30","0","0","0","59","10","1654","0","0","0","0","1","0","16583","200000001","79","0","0","0","0","0","0","0","79","44"
"ハーミットナイト","10","0","0","79","0","1","202700","710000903","1","1","30","0","0","0","0","79","54","0","0","0","59","10","1500","0","0","0","0","1","0","19390","200000001","79","0","0","0","0","0","0","0","79","68"
"ウイングロップ","10","0","0","79","1150","1","202200","710000904","1","1","30","0","0","0","0","79","50","0","0","0","59","10","0","0","0","0","0","1","0","21517","200000001","79","0","0","0","0","0","0","0","79","37"
"ビッグル","10","0","0","79","0","1","200800","710000905","1","1","30","0","0","0","0","79","38","0","0","0","59","10","1142","0","0","0","0","1","0","17194","200000001","79","0","0","0","0","0","0","0","79","53"
"イクト・ガラディオン","10","0","0","85","2700","1","302200","710001001","1","1","30","0","0","0","0","85","100","0","0","0","65","10","2700","0","0","0","0","1","0","144200","300000008","85","0","0","0","0","0","0","0","85","100"
"ルインドール","10","0","0","85","1200","1","204800","710001002","1","1","30","0","0","0","0","85","70","0","0","0","65","10","1200","0","0","0","0","1","0","28840","200000001","85","0","0","0","0","0","0","0","85","70"
"レイのシャドウ","10","0","0","81","0","1","600301","710001101","1","1","30","0","0","0","0","81","31","0","0","0","61","10","1797","0","0","0","0","1","0","23175","200000001","81","0","0","0","0","0","0","0","81","50"
"ミソギのシャドウ","10","0","0","81","0","1","600401","710001102","1","1","30","0","0","0","0","81","33","0","0","0","61","10","1719","0","0","0","0","1","0","23175","200000001","81","0","0","0","0","0","0","0","81","48"
"ワイルドホーン","10","0","0","81","0","1","200500","710001103","1","1","30","0","0","0","0","81","38","0","0","0","61","10","1406","0","0","0","0","1","0","27361","200000001","81","0","0","0","0","0","0","0","81","48"
"イビルキャノン","10","0","0","81","0","1","203900","710001104","1","1","30","0","0","0","0","81","38","0","0","0","61","10","1222","0","0","0","0","1","0","13878","200000001","81","0","0","0","0","0","0","0","81","39"
"コボルト","10","0","0","81","0","1","201100","710001105","1","1","30","0","0","0","0","81","38","0","0","0","61","10","1074","0","0","0","0","1","0","15709","200000001","81","0","0","0","0","0","0","0","81","43"
"アオイのシャドウ","10","0","0","82","0","1","604001","710001201","1","1","30","0","0","0","0","82","29","0","0","0","62","10","1719","0","0","0","0","1","0","15450","200000001","82","0","0","0","0","0","0","0","82","46"
"スズメのシャドウ","10","0","0","82","1645","1","602501","710001202","1","1","30","0","0","0","0","82","50","0","0","0","62","10","0","0","0","0","0","1","0","16417","200000001","82","0","0","0","0","0","0","0","82","27"
"グラスリザード","10","0","0","82","0","1","202902","710001203","1","1","30","0","0","0","0","82","57","0","0","0","62","10","1342","0","0","0","0","1","0","21527","200000001","82","0","0","0","0","0","0","0","82","59"
"ウパルパ","10","0","0","82","0","1","201900","710001204","1","1","30","0","0","0","0","82","47","0","0","0","62","10","1298","0","0","0","0","1","0","20857","200000001","82","0","0","0","0","0","0","0","82","43"
"ケイブエイプ","10","0","0","82","0","1","202400","710001205","1","1","30","0","0","0","0","82","33","0","0","0","62","10","1635","0","0","0","0","1","0","24967","200000001","82","0","0","0","0","0","0","0","82","60"
"クルミのシャドウ","10","0","0","83","0","1","602101","710001301","1","1","30","0","0","0","0","83","33","0","0","0","63","10","1857","0","0","0","0","1","0","25029","200000001","83","0","0","0","0","0","0","0","83","54"
"ミサキのシャドウ","10","0","0","83","1635","1","605001","710001302","1","1","30","0","0","0","0","83","54","0","0","0","63","10","0","0","0","0","0","1","0","18772","200000001","83","0","0","0","0","0","0","0","83","33"
"ハーミットナイト","10","0","0","83","0","1","202700","710001303","1","1","30","0","0","0","0","83","64","0","0","0","63","10","1475","0","0","0","0","1","0","22619","200000001","83","0","0","0","0","0","0","0","83","85"
"ウッドソウル","10","0","0","83","1332","1","200700","710001304","1","1","30","0","0","0","0","83","43","0","0","0","63","10","0","0","0","0","0","1","0","17879","200000001","83","0","0","0","0","0","0","0","83","43"
"ウパルパ","10","0","0","83","0","1","201900","710001305","1","1","30","0","0","0","0","83","58","0","0","0","63","10","1175","0","0","0","0","1","0","21633","200000001","83","0","0","0","0","0","0","0","83","50"
"ヒヨリのシャドウ","10","0","0","84","0","1","600101","710001401","1","1","30","0","0","0","0","84","35","0","0","0","64","10","1941","0","0","0","0","1","0","20858","200000001","84","0","0","0","0","0","0","0","84","52"
"ヨリのシャドウ","10","0","0","84","1706","1","602201","710001402","1","1","30","0","0","0","0","84","54","0","0","0","64","10","0","0","0","0","0","1","0","18772","200000001","84","0","0","0","0","0","0","0","84","33"
"ロックリザード","10","0","0","84","0","1","202901","710001403","1","1","30","0","0","0","0","84","43","0","0","0","64","10","1456","0","0","0","0","1","0","21433","200000001","84","0","0","0","0","0","0","0","84","58"
"ケイブエイプ","10","0","0","84","0","1","202400","710001404","1","1","30","0","0","0","0","84","35","0","0","0","64","10","1642","0","0","0","0","1","0","25362","200000001","84","0","0","0","0","0","0","0","84","61"
"ウキキー","10","0","0","84","0","1","200100","710001405","1","1","30","0","0","0","0","84","43","0","0","0","64","10","887","0","0","0","0","1","0","16250","200000001","84","0","0","0","0","0","0","0","84","53"
"レイのシャドウ","10","0","0","85","0","1","600301","710001501","1","1","30","0","0","0","0","85","37","0","0","0","65","10","2157","0","0","0","0","1","0","27810","200000001","85","0","0","0","0","0","0","0","85","60"
"ユイのシャドウ","10","0","0","85","2053","1","600201","710001502","1","1","30","0","0","0","0","85","60","0","0","0","65","10","0","0","0","0","0","1","0","19699","200000001","85","0","0","0","0","0","0","0","85","32"
"ウェアウルフ","10","0","0","85","0","1","200400","710001503","1","1","30","0","0","0","0","85","36","0","0","0","65","10","1710","0","0","0","0","1","0","32123","200000001","85","0","0","0","0","0","0","0","85","41"
"プチグリフォン","10","0","0","85","0","1","204000","710001504","1","1","30","0","0","0","0","85","41","0","0","0","65","10","1370","0","0","0","0","1","0","20798","200000001","85","0","0","0","0","0","0","0","85","56"
"ロックソウル","10","0","0","85","989","1","200701","710001505","1","1","30","0","0","0","0","85","56","0","0","0","65","10","0","0","0","0","0","1","0","15954","200000001","85","0","0","0","0","0","0","0","85","66"
"ユカリのシャドウ","10","0","0","86","0","1","603401","710001601","1","1","30","0","0","0","0","86","39","0","0","0","66","10","1875","0","0","0","0","1","0","22017","200000001","86","0","0","0","0","0","0","0","86","57"
"リマのシャドウ","10","0","0","86","0","1","605201","710001602","1","1","30","0","0","0","0","0","41","0","0","0","66","10","1782","0","0","0","0","1","0","37080","200000001","86","0","0","0","0","0","0","0","0","78"
"ケイブエイプ","10","0","0","86","0","1","202400","710001603","1","1","30","0","0","0","0","86","36","0","0","0","66","10","1530","0","0","0","0","1","0","25980","200000001","86","0","0","0","0","0","0","0","86","66"
"ドリアード","10","0","0","86","1134","1","201600","710001604","1","1","30","0","0","0","0","86","63","0","0","0","66","10","0","0","0","0","0","1","0","19236","200000001","86","0","0","0","0","0","0","0","86","62"
"ゴブリンガード","10","0","0","86","0","1","203300","710001605","1","1","30","0","0","0","0","86","61","0","0","0","66","10","1554","0","0","0","0","1","0","19735","200000001","86","0","0","0","0","0","0","0","86","300"
"アカリのシャドウ","10","0","0","87","2369","1","600601","710001701","1","1","30","0","0","0","0","87","71","0","0","0","67","10","0","0","0","0","0","1","0","25029","200000001","87","0","0","0","0","0","0","0","87","44"
"ヨリのシャドウ","10","0","0","87","2274","1","602201","710001702","1","1","30","0","0","0","0","87","71","0","0","0","67","10","0","0","0","0","0","1","0","25029","200000001","87","0","0","0","0","0","0","0","87","44"
"ロックソウル","10","0","0","87","1418","1","200701","710001703","1","1","30","0","0","0","0","87","71","0","0","0","67","10","0","0","0","0","0","1","0","23475","200000001","87","0","0","0","0","0","0","0","87","86"
"ハーミットナイト","10","0","0","87","0","1","202700","710001704","1","1","30","0","0","0","0","87","71","0","0","0","67","10","1635","0","0","0","0","1","0","29380","200000001","87","0","0","0","0","0","0","0","87","87"
"オーク","10","0","0","87","0","1","203800","710001705","1","1","30","0","0","0","0","87","41","0","0","0","67","10","1719","0","0","0","0","1","0","36965","200000001","87","0","0","0","0","0","0","0","87","57"
"ミヤコのシャドウ","10","0","0","88","0","1","600701","710001801","1","1","30","0","0","0","0","88","50","0","0","0","68","10","2138","0","0","0","0","1","0","41715","200000001","88","0","0","0","0","0","0","0","88","82"
"ユイのシャドウ","10","0","0","88","2464","1","600201","710001802","1","1","30","0","0","0","0","88","71","0","0","0","68","10","0","0","0","0","0","1","0","23639","200000001","88","0","0","0","0","0","0","0","88","39"
"オーク","10","0","0","88","0","1","203800","710001803","1","1","30","0","0","0","0","88","41","0","0","0","68","10","1719","0","0","0","0","1","0","36965","200000001","88","0","0","0","0","0","0","0","88","57"
"エルダークラウド","10","0","0","88","2304","1","201400","710001804","1","1","30","0","0","0","0","88","46","0","0","0","68","10","0","0","0","0","0","1","0","26719","200000001","88","0","0","0","0","0","0","0","88","67"
"ビッグル","10","0","0","88","0","1","200800","710001805","1","1","30","0","0","0","0","88","61","0","0","0","68","10","1372","0","0","0","0","1","0","26938","200000001","88","0","0","0","0","0","0","0","88","67"
"ミミのシャドウ","10","0","0","89","0","1","602001","710001901","1","1","30","0","0","0","0","89","54","0","0","0","69","10","3025","0","0","0","0","1","0","40788","200000001","89","0","0","0","0","0","0","0","89","87"
"ミソギのシャドウ","10","0","0","89","0","1","600401","710001902","1","1","30","0","0","0","0","89","57","0","0","0","69","10","3025","0","0","0","0","1","0","40788","200000001","89","0","0","0","0","0","0","0","89","84"
"ウパルパ","10","0","0","89","0","1","201900","710001903","1","1","30","0","0","0","0","89","71","0","0","0","69","10","1359","0","0","0","0","1","0","26071","200000001","89","0","0","0","0","0","0","0","89","67"
"ハイオーク","10","0","0","89","0","1","203801","710001904","1","1","30","0","0","0","0","89","42","0","0","0","69","10","1785","0","0","0","0","1","0","35783","200000001","89","0","0","0","0","0","0","0","89","59"
"バットケイブ","10","0","0","89","1203","1","202500","710001905","1","1","30","0","0","0","0","89","58","0","0","0","69","10","0","0","0","0","0","1","0","20174","200000001","89","0","0","0","0","0","0","0","89","43"
"イクト・ガラディオン","10","0","0","95","2900","1","302200","710002001","1","1","30","0","0","0","0","95","140","0","0","0","75","10","3600","0","0","0","0","1","0","185400","300000008","95","0","0","0","0","0","0","0","95","140"
"ルインドール","10","0","0","95","1500","1","204800","710002002","1","1","30","0","0","0","0","95","80","0","0","0","75","10","1500","0","0","0","0","1","0","35170","200000001","95","0","0","0","0","0","0","0","95","80"
"ユキのシャドウ","10","0","0","91","2906","1","600801","710002101","1","1","30","0","0","0","0","91","91","0","0","0","71","10","0","0","0","0","0","1","0","36009","200000001","91","0","0","0","0","0","0","0","91","56"
"ミサキのシャドウ","10","0","0","91","2785","1","605001","710002102","1","1","30","0","0","0","0","91","91","0","0","0","71","10","0","0","0","0","0","1","0","34114","200000001","91","0","0","0","0","0","0","0","91","56"
"ポイドン","10","0","0","91","0","1","202900","710002103","1","1","30","0","0","0","0","91","82","0","0","0","71","10","1736","0","0","0","0","1","0","30872","200000001","91","0","0","0","0","0","0","0","91","90"
"ウェアウルフ","10","0","0","91","0","1","200400","710002104","1","1","30","0","0","0","0","91","66","0","0","0","71","10","1926","0","0","0","0","1","0","38431","200000001","91","0","0","0","0","0","0","0","91","81"
"ドリアード","10","0","0","91","1379","1","201600","710002105","1","1","30","0","0","0","0","91","82","0","0","0","71","10","0","0","0","0","0","1","0","29240","200000001","91","0","0","0","0","0","0","0","91","72"
"シオリのシャドウ","10","0","0","92","0","1","603801","710002201","1","1","30","0","0","0","0","92","55","0","0","0","72","10","3600","0","0","0","0","1","0","33620","200000001","92","0","0","0","0","0","0","0","92","88"
"スズメのシャドウ","10","0","0","92","3158","1","602501","710002202","1","1","30","0","0","0","0","92","95","0","0","0","72","10","0","0","0","0","0","1","0","33620","200000001","92","0","0","0","0","0","0","0","92","51"
"ハイオーク","10","0","0","92","0","1","203801","710002203","1","1","30","0","0","0","0","92","51","0","0","0","72","10","1611","0","0","0","0","1","0","38168","200000001","92","0","0","0","0","0","0","0","92","66"
"ハーミットナイト","10","0","0","92","0","1","202700","710002204","1","1","30","0","0","0","0","92","76","0","0","0","72","10","1736","0","0","0","0","1","0","32735","200000001","92","0","0","0","0","0","0","0","92","90"
"タビガラス","10","0","0","92","0","1","202800","710002205","1","1","30","0","0","0","0","92","35","0","0","0","72","10","1819","0","0","0","0","1","0","29736","200000001","92","0","0","0","0","0","0","0","92","50"
