e9aac144c8b99a8641c63e8c1ec1d3167db0ae4a01ae956a52d2af58f2af4451,4fe5b008f9536fd03366887c1ca257feee765d593886618f71571bfe6bb70cc8,ed7350c56cddd681ccf53dd353f4decd6929082d83534ac55253911c77accc7b,0758be5950c5b074c22222fe61edd3a64945d6b34ca8db8d47ea1de268d4bb64,d633c6dd8a576bf38685ba13555eeffa81fc32a5eebb1921f554546ffa48eb5a,c841ab53358a3c3da1c3bf40c17b2b3a5ec8b0f260717109383f6dfc01bf9202,18f2a84cb8cec9519cbccce81d91a40599755658fd76850a832fea039169f967,e5b17c862381487a8e25e6ad80cd596a7e02d93dc046de0cf418fd8cf15ce135,8314b3b0b545b79a1171dd43023275743d0389862817ad97f8a25c3a0861a895,e689102cc937f21848b6e7fd273f06c75d9ad53b7315f5d31c1a728f3f84e6d8,bf497dbe4888dad97f69d36b1afc4ae3a8bb8381234e2187a277f605f2cb8dc4,eadf5618848758c33f6f790ca7f3a569fc9ab665a442e42c7cdbb4693b497e3c,548509e99599e42649876d9dcaf6445842691d9e973c87d1c239e33e189be56f,aa0bb8197ecf2999fb96f429a2db72eb7be17f0d18f43f17ced8671232122aef,e312d3adbf6ef4c1e583a763020401847e9ead3c749352d6a8a963f7f3edb288,6e2b2a95146e525c71701b7bf2be23cc3aa0d1048321d96c6d3f440ece8a526c,727e9de8004c809342e53a6dee95c367ac67169ff1a1ca3f586ebeefa7e3f873,4fd288beb0f4045b4a7fdb2dc131da2e6cd5fa3338d0422abdf024eef8de50ee,bc79d91b86ff4f010214f0562357cca9e49c638b1a09d4e6109b9d82bc451c62
"2","1000","2","abyss_reward_icon_astralshard","25021","25014","0","25013","0","3000","20000000000","2","3000","3000","0","25015","2","92407","240713"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","25000000000","2","3000","3000","0","25013","2","92407","240714"
"0","10","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","30000000000","0","0","0","0","0","0","92407","240715"
"0","20","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","35000000000","0","0","0","0","0","0","92407","240716"
"0","30","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","40000000000","0","0","0","0","0","0","92407","240717"
"0","50","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","50000000000","0","0","0","0","0","0","92407","240718"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","200","1000000000","2","1000","1000","0","25015","2","92408","240801"
"2","300","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","2000000000","2","1000","1000","0","25013","2","92408","240802"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","500","3000000000","2","1000","1000","0","25015","2","92408","240803"
"2","500","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","4000000000","2","1000","1000","0","25013","2","92408","240804"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","5000000000","2","1000","1000","0","25015","2","92408","240805"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","6000000000","2","1000","1000","0","25013","2","92408","240806"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","7000000000","2","3000","3000","0","25015","2","92408","240807"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","8000000000","2","3000","3000","0","25013","2","92408","240808"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","9000000000","2","3000","3000","0","25015","2","92408","240809"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25011","0","25021","0","1000","10000000000","2","3000","3000","0","25012","2","92408","240810"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25013","0","25021","0","1000","12000000000","2","3000","3000","0","25015","2","92408","240811"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","16000000000","2","3000","3000","0","25014","2","92408","240812"
"2","1000","2","abyss_reward_icon_astralshard","25021","25014","0","25013","0","3000","20000000000","2","3000","3000","0","25015","2","92408","240813"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","25000000000","2","3000","3000","0","25013","2","92408","240814"
"0","10","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","30000000000","0","0","0","0","0","0","92408","240815"
"0","20","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","35000000000","0","0","0","0","0","0","92408","240816"
"0","30","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","40000000000","0","0","0","0","0","0","92408","240817"
"0","50","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","50000000000","0","0","0","0","0","0","92408","240818"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","200","1000000000","2","1000","1000","0","25015","2","92409","240901"
"2","300","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","2000000000","2","1000","1000","0","25013","2","92409","240902"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","500","3000000000","2","1000","1000","0","25015","2","92409","240903"
"2","500","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","4000000000","2","1000","1000","0","25013","2","92409","240904"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","5000000000","2","1000","1000","0","25015","2","92409","240905"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","6000000000","2","1000","1000","0","25013","2","92409","240906"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","7000000000","2","3000","3000","0","25015","2","92409","240907"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","8000000000","2","3000","3000","0","25013","2","92409","240908"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","9000000000","2","3000","3000","0","25015","2","92409","240909"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25011","0","25021","0","1000","10000000000","2","3000","3000","0","25012","2","92409","240910"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25013","0","25021","0","1000","12000000000","2","3000","3000","0","25015","2","92409","240911"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","16000000000","2","3000","3000","0","25014","2","92409","240912"
"2","1000","2","abyss_reward_icon_astralshard","25021","25014","0","25013","0","3000","20000000000","2","3000","3000","0","25015","2","92409","240913"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","25000000000","2","3000","3000","0","25013","2","92409","240914"
"0","10","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","30000000000","0","0","0","0","0","0","92409","240915"
"0","20","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","35000000000","0","0","0","0","0","0","92409","240916"
"0","30","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","40000000000","0","0","0","0","0","0","92409","240917"
"0","50","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","50000000000","0","0","0","0","0","0","92409","240918"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","200","1000000000","2","1000","1000","0","25015","2","92410","241001"
"2","300","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","2000000000","2","1000","1000","0","25013","2","92410","241002"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","500","3000000000","2","1000","1000","0","25015","2","92410","241003"
"2","500","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","4000000000","2","1000","1000","0","25013","2","92410","241004"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","5000000000","2","1000","1000","0","25015","2","92410","241005"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","6000000000","2","1000","1000","0","25013","2","92410","241006"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","7000000000","2","3000","3000","0","25015","2","92410","241007"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","8000000000","2","3000","3000","0","25013","2","92410","241008"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","9000000000","2","3000","3000","0","25015","2","92410","241009"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25011","0","25021","0","1000","10000000000","2","3000","3000","0","25012","2","92410","241010"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25013","0","25021","0","1000","12000000000","2","3000","3000","0","25015","2","92410","241011"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","16000000000","2","3000","3000","0","25014","2","92410","241012"
"2","1000","2","abyss_reward_icon_astralshard","25021","25014","0","25013","0","3000","20000000000","2","3000","3000","0","25015","2","92410","241013"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","25000000000","2","3000","3000","0","25013","2","92410","241014"
"0","10","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","30000000000","0","0","0","0","0","0","92410","241015"
"0","20","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","35000000000","0","0","0","0","0","0","92410","241016"
"0","30","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","40000000000","0","0","0","0","0","0","92410","241017"
"0","50","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","50000000000","0","0","0","0","0","0","92410","241018"
"0","50","4","abyss_reward_icon_piece_p_heart","140001","0","0","0","0","0","60000000000","0","0","0","0","0","0","92410","241019"
"0","50","4","abyss_reward_icon_piece_p_heart","140001","0","0","0","0","0","70000000000","0","0","0","0","0","0","92410","241020"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","200","1000000000","2","1000","1000","0","25015","2","92411","241101"
"2","300","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","2000000000","2","1000","1000","0","25013","2","92411","241102"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","500","3000000000","2","1000","1000","0","25015","2","92411","241103"
"2","500","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","4000000000","2","1000","1000","0","25013","2","92411","241104"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","5000000000","2","1000","1000","0","25015","2","92411","241105"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","6000000000","2","1000","1000","0","25013","2","92411","241106"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","7000000000","2","3000","3000","0","25015","2","92411","241107"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","8000000000","2","3000","3000","0","25013","2","92411","241108"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","9000000000","2","3000","3000","0","25015","2","92411","241109"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25011","0","25021","0","1000","10000000000","2","3000","3000","0","25012","2","92411","241110"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25013","0","25021","0","1000","12000000000","2","3000","3000","0","25015","2","92411","241111"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","16000000000","2","3000","3000","0","25014","2","92411","241112"
"2","1000","2","abyss_reward_icon_astralshard","25021","25014","0","25013","0","3000","20000000000","2","3000","3000","0","25015","2","92411","241113"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","25000000000","2","3000","3000","0","25013","2","92411","241114"
"0","10","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","30000000000","0","0","0","0","0","0","92411","241115"
"0","20","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","35000000000","0","0","0","0","0","0","92411","241116"
"0","30","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","40000000000","0","0","0","0","0","0","92411","241117"
"0","50","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","50000000000","0","0","0","0","0","0","92411","241118"
"0","50","4","abyss_reward_icon_piece_p_heart","140001","0","0","0","0","0","60000000000","0","0","0","0","0","0","92411","241119"
"0","50","4","abyss_reward_icon_piece_p_heart","140001","0","0","0","0","0","70000000000","0","0","0","0","0","0","92411","241120"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","200","1000000000","2","1000","1000","0","25015","2","92412","241201"
"2","300","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","2000000000","2","1000","1000","0","25013","2","92412","241202"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","500","3000000000","2","1000","1000","0","25015","2","92412","241203"
"2","500","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","4000000000","2","1000","1000","0","25013","2","92412","241204"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","5000000000","2","1000","1000","0","25015","2","92412","241205"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","6000000000","2","1000","1000","0","25013","2","92412","241206"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","7000000000","2","3000","3000","0","25015","2","92412","241207"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","8000000000","2","3000","3000","0","25013","2","92412","241208"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","9000000000","2","3000","3000","0","25015","2","92412","241209"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25011","0","25021","0","1000","10000000000","2","3000","3000","0","25012","2","92412","241210"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25013","0","25021","0","1000","12000000000","2","3000","3000","0","25015","2","92412","241211"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","16000000000","2","3000","3000","0","25014","2","92412","241212"
"2","1000","2","abyss_reward_icon_astralshard","25021","25014","0","25013","0","3000","20000000000","2","3000","3000","0","25015","2","92412","241213"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","25000000000","2","3000","3000","0","25013","2","92412","241214"
"0","10","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","30000000000","0","0","0","0","0","0","92412","241215"
"0","20","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","35000000000","0","0","0","0","0","0","92412","241216"
"0","30","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","40000000000","0","0","0","0","0","0","92412","241217"
"0","50","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","50000000000","0","0","0","0","0","0","92412","241218"
"0","50","4","abyss_reward_icon_piece_p_heart","140001","0","0","0","0","0","60000000000","0","0","0","0","0","0","92412","241219"
"0","50","4","abyss_reward_icon_piece_p_heart","140001","0","0","0","0","0","70000000000","0","0","0","0","0","0","92412","241220"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","200","1000000000","2","1000","1000","0","25015","2","92414","241401"
"2","300","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","2000000000","2","1000","1000","0","25013","2","92414","241402"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","500","3000000000","2","1000","1000","0","25015","2","92414","241403"
"2","500","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","4000000000","2","1000","1000","0","25013","2","92414","241404"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","5000000000","2","1000","1000","0","25015","2","92414","241405"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1000","6000000000","2","1000","1000","0","25013","2","92414","241406"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","7000000000","2","3000","3000","0","25015","2","92414","241407"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","8000000000","2","3000","3000","0","25013","2","92414","241408"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","9000000000","2","3000","3000","0","25015","2","92414","241409"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25011","0","25021","0","1000","10000000000","2","3000","3000","0","25012","2","92414","241410"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25013","0","25021","0","1000","12000000000","2","3000","3000","0","25015","2","92414","241411"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","16000000000","2","3000","3000","0","25014","2","92414","241412"
"2","1000","2","abyss_reward_icon_astralshard","25021","25014","0","25013","0","3000","20000000000","2","3000","3000","0","25015","2","92414","241413"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","25000000000","2","3000","3000","0","25013","2","92414","241414"
"0","10","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","30000000000","0","0","0","0","0","0","92414","241415"
"0","20","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","35000000000","0","0","0","0","0","0","92414","241416"
"0","30","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","40000000000","0","0","0","0","0","0","92414","241417"
"0","50","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","50000000000","0","0","0","0","0","0","92414","241418"
"0","50","4","abyss_reward_icon_piece_p_heart","140001","0","0","0","0","0","60000000000","0","0","0","0","0","0","92414","241419"
"0","50","4","abyss_reward_icon_piece_p_heart","140001","0","0","0","0","0","70000000000","0","0","0","0","0","0","92414","241420"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","500","1000000000","2","1250","1250","0","25015","2","92415","241501"
"2","500","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1250","2000000000","2","1250","1250","0","25013","2","92415","241502"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","500","3000000000","2","1250","1250","0","25015","2","92415","241503"
"2","500","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1250","4000000000","2","1250","1250","0","25013","2","92415","241504"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","5000000000","2","1250","1250","0","25015","2","92415","241505"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1250","6000000000","2","1250","1250","0","25013","2","92415","241506"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","7000000000","2","3000","3000","0","25015","2","92415","241507"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","8000000000","2","3000","3000","0","25013","2","92415","241508"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","9000000000","2","3000","3000","0","25015","2","92415","241509"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25011","0","25021","0","1000","10000000000","2","3000","3000","0","25012","2","92415","241510"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25013","0","25021","0","1000","12000000000","2","3000","3000","0","25015","2","92415","241511"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","16000000000","2","3000","3000","0","25014","2","92415","241512"
"2","1000","2","abyss_reward_icon_astralshard","25021","25014","0","25013","0","3000","20000000000","2","3000","3000","0","25015","2","92415","241513"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","25000000000","2","3000","3000","0","25013","2","92415","241514"
"0","10","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","30000000000","0","0","0","0","0","0","92415","241515"
"0","20","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","35000000000","0","0","0","0","0","0","92415","241516"
"0","30","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","40000000000","0","0","0","0","0","0","92415","241517"
"0","50","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","50000000000","0","0","0","0","0","0","92415","241518"
"0","50","4","abyss_reward_icon_piece_p_heart","140001","0","0","0","0","0","60000000000","0","0","0","0","0","0","92415","241519"
"0","50","4","abyss_reward_icon_piece_p_heart","140001","0","0","0","0","0","70000000000","0","0","0","0","0","0","92415","241520"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","500","1000000000","2","1250","1250","0","25015","2","92416","241601"
"2","500","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1250","2000000000","2","1250","1250","0","25013","2","92416","241602"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","500","3000000000","2","1250","1250","0","25015","2","92416","241603"
"2","500","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1250","4000000000","2","1250","1250","0","25013","2","92416","241604"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","5000000000","2","1250","1250","0","25015","2","92416","241605"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1250","6000000000","2","1250","1250","0","25013","2","92416","241606"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","7000000000","2","3000","3000","0","25015","2","92416","241607"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","8000000000","2","3000","3000","0","25013","2","92416","241608"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","9000000000","2","3000","3000","0","25015","2","92416","241609"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25011","0","25021","0","1000","10000000000","2","3000","3000","0","25012","2","92416","241610"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25013","0","25021","0","1000","12000000000","2","3000","3000","0","25015","2","92416","241611"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","16000000000","2","3000","3000","0","25014","2","92416","241612"
"2","1000","2","abyss_reward_icon_astralshard","25021","25014","0","25013","0","3000","20000000000","2","3000","3000","0","25015","2","92416","241613"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","25000000000","2","3000","3000","0","25013","2","92416","241614"
"0","10","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","30000000000","0","0","0","0","0","0","92416","241615"
"0","20","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","35000000000","0","0","0","0","0","0","92416","241616"
"0","30","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","40000000000","0","0","0","0","0","0","92416","241617"
"0","50","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","50000000000","0","0","0","0","0","0","92416","241618"
"0","50","4","abyss_reward_icon_piece_p_heart","140001","0","0","0","0","0","60000000000","0","0","0","0","0","0","92416","241619"
"0","50","4","abyss_reward_icon_piece_p_heart","140001","0","0","0","0","0","70000000000","0","0","0","0","0","0","92416","241620"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","500","1000000000","2","1250","1250","0","25015","2","92417","241701"
"2","500","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1250","2000000000","2","1250","1250","0","25013","2","92417","241702"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","500","3000000000","2","1250","1250","0","25015","2","92417","241703"
"2","500","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1250","4000000000","2","1250","1250","0","25013","2","92417","241704"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","5000000000","2","1250","1250","0","25015","2","92417","241705"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","1250","6000000000","2","1250","1250","0","25013","2","92417","241706"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","7000000000","2","3000","3000","0","25015","2","92417","241707"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","8000000000","2","3000","3000","0","25013","2","92417","241708"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25014","0","25021","0","1000","9000000000","2","3000","3000","0","25015","2","92417","241709"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25011","0","25021","0","1000","10000000000","2","3000","3000","0","25012","2","92417","241710"
"2","10","2","abyss_reward_icon_masterpieces_piece","25102","25013","0","25021","0","1000","12000000000","2","3000","3000","0","25015","2","92417","241711"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","16000000000","2","3000","3000","0","25014","2","92417","241712"
"2","1000","2","abyss_reward_icon_astralshard","25021","25014","0","25013","0","3000","20000000000","2","3000","3000","0","25015","2","92417","241713"
"2","1000","2","abyss_reward_icon_astralshard","25021","25012","0","25011","0","3000","25000000000","2","3000","3000","0","25013","2","92417","241714"
"0","10","2","abyss_reward_icon_hiseki","90005","0","0","0","0","0","30000000000","0","0","0","0","0","0","92417","241715"
