d3b38f7bcedd8574aa7d51dc4ae492bc692468c37b57b9b03dbc3eb974c54a0d,7a28adac0fdf2ffefdb69d1ee42f1b4f963b8ac476062f625d43b67ac1f36989,c3c1e54e5de14cee6a54dc06607dd1ea52ae320bf67f4366f311d6c48c64231f,9c0aa35354b0f708898acd71483aa6df1723e9b50f5f46bcdddca9292972c47a,6b7d5d62ab302a23c32e1d1214a7a504764bdf87ecf85dc69b39867034fe6dfc,151ca872e931998ab7fbb5adf8670c7f534de0d8657d77b709addd3d078fe2e9,1a084384969233d163fb1fa1183dcb818a6e3f319f425f60757f11531b3fc009,4b893f84355ecb4828e3f771a691e2480e2b4e82eb25fca56ae4867ae3f6e3ab,80e25c43cada3d8f3f4f4649c75dee6dccb4854dfabb70086d3f2bc188bdc7dd,e9f1b6c5f73cab08e8b2439939306263223657f54b8112dbf51279155528d9e8,2500e32085fdb8029e373c099624404f745f97f398c1526d5105f29fba06b4d8,6d4414e2bd8a00886fc09f09fac1d2e30bf72ff25e76e440e5ec1ef2e4369a40,88b9f4c7a2bf5e2db8467e942c322341c39b9209875d26ba03f031f649204adf,084c3a05425cea088902870fdbde9e44b3a5c23a42bea36de7eb5de6d1d8109a,7bf9c2937ca0dec2bec4e498a6800ca8370299e736b3246eb79c9c3d6724464b,00592323c087efe50c39c05643743a327244c394ba62938e0704ca69953f4ea4,6f6395032e97fc5c0d930f6c8a5de340c734cd7edfb93ef6ea5293c41002d698,66eae7192b917c598344dee5e0bf21a9bc08adb114854635dc689683aa1b2aa5,bc85f60a9841f5e987e36e91c5f298125a16ba999e44bd90531af2a830b5fe51,0ea7ae8b80b9f6efd38388f8a4aa2b3a904630853a5622c4bb88508426bb36de,73309951dcce6301b900f6de75cb2e7d093a456f5a00d843db3ba26f68cafb66,43f5bc91920ff1024db985358b63dc548ff2476c138e9531725b74cf821f8fb3,a8974f51d99ccf3f4e273a94548ecf96b6d0f519eb5817b966f6ffab29a5141f,7d8ad49e9fb6cc3f85090efb2cd5fe6203a92dee39631e6b9d06965403c15690,d1307f18d7ce7982e348e71ab0939e23ea8cbfde3fdd6f7c310652abeb04669c,f894504af53516aa49bf1890530acaa1e610d13afc4c901878fa9c43b5c06b55,0132675b987a2ae6170a7e6e30b4f27e7e3971c7590257ed2b359ea795196181,e85931cece8e2e83953ba7f21a6d24aef3d841c0981391db3c0bdedc40c19472,181f3571866e9812a77eeb8af2171922e658dfbf2fba9d075fc4ae8b063fc76c,55daba42649e5f9c96a9cbec980d83a926ad9de3f3275bb948f7c8ef70a86363,1930f992f8e4e1a5f213dadd7b18b2ddb0d3854dcb02b9006bde49387f201fe1,ea3aa46196311e1b417ead07d469a142cb593677badffb605a856f89f94dcb61,472877936f754c8f0b9f6cf200dd97358bd063c14b30a76882f7036f7cc9838f,7127444ace3e96235226ddde293d589d8ef2de7ae266f770451691fa51909ff8,f2871b5d5067c4fc62318db369863fc5486192571b1fc4866bb62d8d9e9cd053,d0cbacff854cff5e623e48b8eca18e40e2d23287faa1a57a6b5fa96e512e1d7e,54a7eaffd54a485954f5ff1a69e7ddb5888e198d92006d4fbda1069f6c6cf41a,d1ab26570fe04ad2b4bfd6ab626de3150785a0a6d0cab9e967eb17a0a7f8aa1b,4a7e04c6339bd57f01e9ba61030fbe5a2666d421e14718ab28a1b6329f71229e,dff714bb136fc6b15bec1417b7c9d6738e86656bf376a32350eb10801be3d603,f63caf9b2fe8ec7c2273c9efadc0782525412e098b303a0e161f962c4b90778d,2af854c376a18272990a0ee77584701f123c5ac1867727087ce73681e358f86e,498a3ff40bd100f1b1b2e7dfe8510db951c5f5fd0fae0bd8387a7ed5d7fc5454,fd0f5aa5e8da89dbcda4d8b390c2317e45da733af4b8ce95f53efb80cc4896a8,cd0072144c39b19c58453422d6c4f0232d74c4d98f76835a4893303509394e3b,0a3e3492feb18cb4155defab50f952d0a25cf401770385d73add1fae1a5658ab,387a377e83f9d9592ecc35b3217d634bae2054259a08a221037ffd70247ef386
"10006","0","1","10006101","100000","10006101","0","1000601","0","510061","14","81000605","0","1","0","610006011","-40","0","bgm_M131","0","0","ボスバトル（NORMAL）","0.8","81000605","1","5006301","770","1","0","888","0","2018/08/31 12:00:00","0","0","bgm_M131","0","0","1.5","120","20","2018/09/25 14:59:59","0","0.03","90","0","0.6","610006001"
"10006","0","1","10006201","100000","10006201","0","1000602","0","510062","14","81000606","0","1","0","610006021","-40","0","bgm_M131","0","0","ボスバトル（HARD）","0.8","81000606","2","5006302","450","1","0","42","0","2018/08/31 12:00:00","0","0","bgm_M131","0","0","1.5","120","30","2018/09/25 14:59:59","0","0.03","90","0","0.6","610006002"
"10006","0","1","10006301","100000","10006201","0","1000603","0","510062","-60","81000606","0","1","1","610006031","-40","0","bgm_M131","0","0","ボスバトル（VERYHARD）","0.8","81000606","3","5006308","450","1","0","500","0","2018/08/31 12:00:00","0","0","bgm_M131","0","0","1.5","120","30","2018/09/25 14:59:59","0","0.03","90","0","0.6","610006003"
"10007","0","1","10007101","100000","10007103","-50","1000701","0","510071","10","81000705","0","1","0","610007011","-40","0","bgm_M138","0","0","ボスバトル（NORMAL）","1","81000705","1","5007301","770","1","0","482","0","2018/09/30 12:00:00","0","0","bgm_M138","0","0","1.3","140","20","2018/10/22 14:59:59","0","0.03","90","0","0.6","610007001"
"10007","0","1","10007201","100000","10007201","-50","1000702","0","510072","-186","81000706","0","1.3","0","610007021","-40","0","bgm_M138","0","0","ボスバトル（HARD）","1","81000706","2","5007302","450","1","0","-333","0","2018/09/30 12:00:00","0","0","bgm_M138","0","0","1.3","140","30","2018/10/22 14:59:59","0","0.03","90","0","0.6","610007002"
"10007","0","1","10007301","100000","10007201","-50","1000703","0","510072","-85","81000706","0","1.3","1","610007031","-40","0","bgm_M138","0","0","ボスバトル（VERYHARD）","1","81000706","3","5007308","450","1","0","455","0","2018/09/30 12:00:00","0","0","bgm_M138","0","0","1.3","140","30","2018/10/22 14:59:59","0","0.03","90","0","0.6","610007003"
"10008","0","1","10008101","100000","10008101","-50","1000801","0","510081","-110","81000805","0","1","0","610008011","-40","0","bgm_M165","0","0","ボスバトル（NORMAL）","1","81000805","1","5008301","770","1","0","1400","0","2018/10/31 12:00:00","0","0","bgm_M165","0","0","1.5","100","20","2018/11/18 14:59:59","0","0.03","90","0","0.6","610008001"
"10008","0","1","10008201","100000","10008201","-50","1000802","0","510082","-160","81000806","0","1","0","610008021","-40","0","bgm_M165","0","0","ボスバトル（HARD）","0.8","81000806","2","5008302","450","1","0","-175","0","2018/10/31 12:00:00","0","0","bgm_M165","0","0","1.5","100","30","2018/11/18 14:59:59","0","0.03","90","0","0.6","610008002"
"10008","0","1","10008301","100000","10008201","-50","1000803","0","510082","-80","81000806","0","1","1","610008031","-40","0","bgm_M165","0","0","ボスバトル（VERYHARD）","0.8","81000806","3","5008308","450","1","0","450","0","2018/10/31 12:00:00","0","0","bgm_M165","0","0","1.5","100","30","2018/11/18 14:59:59","0","0.03","90","0","0.6","610008003"
"10009","0","1","10009101","100000","10009101","-50","1000901","0","510091","-56","81000905","0","1.1","0","610009011","-40","0","bgm_M172","0","0","ボスバトル（NORMAL）","0.8","81000905","1","5009301","770","1","0","885","0","2018/11/30 12:00:00","0","0","bgm_M172","0","0","1.5","100","20","2018/12/18 14:59:59","0","0.03","90","0","0.8","610009001"
"10009","0","1","10009201","100000","10009201","-50","1000902","0","510092","37","81000906","0","1.1","0","610009021","-40","0","bgm_M172","0","0","ボスバトル（HARD）","0.8","81000906","2","5009302","450","1","0","-404","0","2018/11/30 12:00:00","0","0","bgm_M172","0","0","1.5","100","30","2018/12/18 14:59:59","0","0.03","90","0","0.8","610009002"
"10009","0","1","10009301","100000","10009201","-50","1000903","0","510092","-104","81000906","0","1.1","1","610009031","-40","0","bgm_M172","0","0","ボスバトル（VERYHARD）","0.8","81000906","3","5009308","450","1","0","442","0","2018/11/30 12:00:00","0","0","bgm_M172","0","0","1.5","100","30","2018/12/18 14:59:59","0","0.03","90","0","0.8","610009003"
"10010","0","1","10010101","100000","10010101","-50","1001001","0","510101","770","81001005","0","1","0","610010011","770","0","bgm_M183","0","0","ボスバトル（NORMAL）","1","81001005","1","5010301","450","1","0","450","0","2018/12/31 12:00:00","0","0","bgm_M183","0","0","1.5","200","20","2019/01/18 14:59:59","0","0.03","90","0","0.6","610010001"
"10010","0","1","10010201","100000","10010201","-50","1001002","0","510102","12","81001006","0","1.4","0","610010021","12","0","bgm_M183","0","0","ボスバトル（HARD）","1","81001006","2","5010302","-173","1","0","-173","0","2018/12/31 12:00:00","0","0","bgm_M183","0","0","1.5","200","30","2019/01/18 14:59:59","0","0.03","90","0","0.6","610010002"
"10010","0","1","10010301","100000","10010201","-50","1001003","0","510102","85","81001006","0","1.4","1","610010031","85","0","bgm_M183","0","0","ボスバトル（VERYHARD）","1","81001006","3","5010308","213","1","0","213","0","2018/12/31 12:00:00","0","0","bgm_M183","0","0","1.5","200","30","2019/01/18 14:59:59","0","0.03","90","0","0.6","610010003"
"10010","0","1","10010401","100000","0","-50","1001004","0","0","0","81001006","0","0","0","610010041","0","0","bgm_M183","0","0","0","0","81001006","4","0","0","1","0","0","0","2018/12/31 12:00:00","0","0","bgm_M183","0","0","1.5","200","0","2019/01/18 14:59:59","0","0.03","90","0","0","610010004"
"10011","0","1","10011101","100000","10011102","0","1001101","1","510111","-56","81001105","0","1.1","0","610011011","-40","0","bgm_M192","0","0","ボスバトル（NORMAL）","0.8","81001105","1","5011301","770","1","0","885","0","2019/01/31 12:00:00","0","0","bgm_M192","3","0","1.4","100","20","2019/02/18 14:59:59","0","0.03","90","0","0.8","610011001"
"10011","0","1","10011201","100000","10011201","0","1001102","1","510112","49","81001106","0","1.1","0","610011021","-40","0","bgm_M192","0","0","ボスバトル（HARD）","0.8","81001106","2","5011302","450","1","0","-67","0","2019/01/31 12:00:00","0","0","bgm_M192","3","0","1.4","100","30","2019/02/18 14:59:59","0","0.03","90","0","0.8","610011002"
"10011","0","1","10011301","100000","10011201","0","1001103","0","510112","-84","81001106","0","1.1","1","610011031","-40","0","bgm_M192","0","0","ボスバトル（VERYHARD）","0.8","81001106","3","5011308","450","1","0","470","0","2019/01/31 12:00:00","0","0","bgm_M192","0","0","1.4","100","30","2019/02/18 14:59:59","0","0.03","90","0","0.8","610011003"
"10011","0","1","10011401","100000","0","0","1001104","0","0","0","81001106","0","0","0","610011041","0","0","bgm_M192","0","0","0","0","81001106","4","0","0","1","0","0","0","2019/01/31 12:00:00","0","0","bgm_M192","0","0","1.4","100","0","2019/02/18 14:59:59","0","0.03","90","0","0","610011004"
"10012","0","1","10012101","100000","10012101","-50","1001201","1","510121","20","81001205","0","1.1","0","610012011","0","0","bgm_M209","0","0","ボスバトル（NORMAL）","0.8","81001205","1","5012301","1270","1","0","1060","0","2019/02/28 12:00:00","0","0","bgm_M209","3","0","1.5","100","20","2019/03/18 14:59:59","0","0.03","90","0","0.8","610012001"
"10012","0","1","10012201","100000","10012201","-50","1001202","1","510122","-175","81001206","0","1.1","0","610012021","-175","0","bgm_M209","0","0","ボスバトル（HARD）","0.8","81001206","2","5012302","-2","1","0","-2","0","2019/02/28 12:00:00","0","0","bgm_M209","3","0","1.5","100","30","2019/03/18 14:59:59","0","0.03","90","0","0.8","610012002"
"10012","0","1","10012301","100000","10012201","-50","1001203","0","510122","30","81001206","0","1.1","1","610012031","47","0","bgm_M209","0","0","ボスバトル（VERYHARD）","0.8","81001206","3","5012308","510","1","0","500","0","2019/02/28 12:00:00","0","0","bgm_M209_02","0","0","1.5","100","30","2019/03/18 14:59:59","0","0.03","90","0","0.8","610012003"
"10012","0","1","10012401","100000","0","-50","1001204","0","0","0","81001206","0","0","0","610012041","0","1","bgm_M209","0","0","0","0","81001206","4","0","0","1","0","0","0","2019/02/28 12:00:00","0","0","bgm_M209_02","0","0","1.5","100","0","2019/03/18 14:59:59","0","0.03","90","0","0","610012004"
"10013","0","1","10013101","100000","10013102","84","1001301","1","0","29","81001305","0","1.1","0","610013011","-40","0","bgm_M218","0","1","ボスバトル（NORMAL）","1","81001305","1","5013301","450","1","205","313","0","2019/03/31 12:00:00","0","-48","bgm_M218","3","0","1","120","20","2019/04/14 14:59:59","0","0.03","90","0","0.2","610013001"
"10013","0","1","10013201","100000","10013201","84","1001302","1","0","41","81001306","0","1.1","0","610013021","-40","0","bgm_M218","0","1","ボスバトル（HARD）","1","81001306","2","5013302","450","1","73","-384","0","2019/03/31 12:00:00","0","-41","bgm_M218","3","0","1","120","30","2019/04/14 14:59:59","0","0.03","90","0","-0.18","610013002"
"10013","0","1","10013301","100000","10013201","84","1001303","0","0","52","81001306","0","1.1","1","610013031","-40","0","bgm_M218","0","1","ボスバトル（VERYHARD）","1","81001306","3","5013308","450","1","178","220","0","2019/03/31 12:00:00","0","-40","bgm_M218","0","0","1","120","30","2019/04/14 14:59:59","0","0.03","90","0","0.2","610013003"
"10013","0","1","10013401","100000","0","84","1001304","0","0","0","81001306","0","0","0","610013041","0","1","bgm_M218","0","0","0","0","81001306","4","0","0","1","0","0","0","2019/03/31 12:00:00","0","0","bgm_M218","0","0","1","120","0","2019/04/14 14:59:59","0","0.03","90","0","0","610013004"
"10014","0","1","10014101","100000","10014101","-50","1001401","1","200010","-76","81000105","0","1","0","610014011","-40","0","bgm_M47","0","0","ボスバトル（NORMAL）","1","81000105","1","340","770","1","0","796","0","2019/04/15 12:00:00","0","0","bgm_M47","3","0","1.5","270","20","2019/04/24 14:59:59","0","0.03","90","0","0.6","610014001"
"10014","0","1","10014201","100000","10014201","-50","1001402","1","200010","-180","81000106","0","1","0","610014021","-210","0","bgm_M47","0","0","ボスバトル（HARD）","1","81000106","2","341","60","1","0","70","0","2019/04/15 12:00:00","0","0","bgm_M47","3","0","1.5","270","30","2019/04/24 14:59:59","0","0.03","90","0","0.6","610014002"
"10014","0","1","10014301","100000","10014201","-50","1001403","0","200010","10","81000106","0","1","1","610014031","-40","0","bgm_M47","0","0","ボスバトル（VERYHARD）","1","81000106","3","344","470","1","0","520","0","2019/04/15 12:00:00","0","0","bgm_M47","0","0","1.5","270","30","2019/04/24 14:59:59","0","0.03","90","0","0.6","610014003"
"10015","0","1","10015101","100000","10015101","-50","1001501","1","510141","-95","81001505","0","1","0","610015011","-95","0","bgm_M226","0","0","ボスバトル（NORMAL）","0.7","81001505","1","5015301","963","1","0","963","0","2019/04/30 12:00:00","0","0","bgm_M226","3","0","1.3","100","20","2019/05/16 14:59:59","0","0.03","90","0","0.7","610015001"
"10015","0","1","10015201","100000","10015201","-50","1001502","1","510142","-4","81001506","0","1","0","610015021","-4","0","bgm_M226","0","0","ボスバトル（HARD）","0.7","81001506","2","5015302","121","1","0","121","0","2019/04/30 12:00:00","0","0","bgm_M226","3","0","1.3","100","30","2019/05/16 14:59:59","0","0.03","90","0","0.7","610015002"
"10015","0","1","10015301","100000","10015201","-50","1001503","0","510142","23","81001506","0","1","1","610015031","23","0","bgm_M226","0","0","ボスバトル（VERYHARD）","0.7","81001506","3","5015308","500","1","0","500","0","2019/04/30 12:00:00","0","0","bgm_M226_02","0","0","1.3","100","30","2019/05/16 14:59:59","0","0.03","90","0","0.7","610015003"
"10015","0","1","10015401","100000","0","-50","1001504","0","0","0","81001506","0","0","0","610015041","0","1","bgm_M226","0","0","0","0","81001506","4","0","0","1","0","0","0","2019/04/30 12:00:00","0","0","bgm_M226_02","0","0","1.5","100","0","2019/05/16 14:59:59","0","0.03","90","0","0","610015004"
"10016","0","1","10016101","100000","10016101","0","1001601","1","510021","20","81000205","0","1","0","610016011","-30","0","bgm_M102","0","0","ボスバトル（NORMAL）","1","81000205","1","5002301","750","1","0","850","0","2019/05/15 12:00:00","0","0","bgm_M102","3","0","1.3","40","20","2019/05/24 14:59:59","0","0.03","90","0","0.6","610016001"
"10016","0","1","10016201","100000","10016201","0","1001602","1","510022","50","81000207","0","1","0","610016021","20","0","bgm_M102","0","0","ボスバトル（HARD）","1","81000207","2","5002302","140","1","0","150","0","2019/05/15 12:00:00","0","0","bgm_M102","3","0","1.3","40","30","2019/05/24 14:59:59","0","0.03","90","0","0.6","610016002"
"10016","0","1","10016301","100000","10016201","0","1001603","0","510022","10","81000207","0","1","1","610016031","-40","0","bgm_M102","0","0","ボスバトル（VERYHARD）","1","81000207","3","344","450","1","0","500","0","2019/05/15 12:00:00","0","0","bgm_M102","0","0","1.3","40","30","2019/05/24 14:59:59","345","0.03","90","0","0.6","610016003"
"10017","0","1","10017101","100000","10017102","30","1001701","1","510171","25","81001705","0","1","0","610017011","-40","0","bgm_M999","0","0","ボスバトル（NORMAL）","1","81001705","1","5017301","450","1","0","380","0","2019/05/31 12:00:00","0","0","bgm_M999_Redo","3","0","1","120","20","2019/06/18 14:59:59","0","0.03","90","0","0.6","610017001"
"10017","0","1","10017201","100000","10017201","30","1001702","1","510172","35","81001706","0","1","0","610017021","-40","0","bgm_M999","0","0","ボスバトル（HARD）","1","81001706","2","5017302","450","1","0","-245","0","2019/05/31 12:00:00","0","0","bgm_M999_Redo","3","0","1","120","30","2019/06/18 14:59:59","0","0.03","90","0","0.6","610017002"
"10017","0","1","10017301","100000","10017201","30","1001703","0","510172","37","81001706","0","1","1","610017031","-40","0","bgm_M231","0","0","ボスバトル（VERYHARD）","1","81001706","3","5017308","450","1","0","445","0","2019/05/31 12:00:00","0","0","bgm_M231","0","0","1","120","30","2019/06/18 14:59:59","0","0.03","90","0","0.6","610017003"
"10017","0","1","10017401","100000","0","30","1001704","0","0","0","81001706","0","0","0","610017041","0","1","bgm_M231","0","0","0","0","81001706","4","0","0","1","0","0","0","2019/05/31 12:00:00","0","0","bgm_M231","0","0","1","120","0","2019/06/18 14:59:59","0","0.03","90","0","0","610017004"
"10017","0","1","10017401","100000","0","30","1001705","0","0","0","81001706","0","0","0","610017041","0","1","bgm_M231","0","0","0","0","81001706","5","0","0","1","0","0","0","2019/05/31 12:00:00","0","0","bgm_M231","0","0","1","120","0","2019/06/18 14:59:59","0","0.03","90","0","0","610017004"
"10018","0","1","10018101","100000","10018101","30","1001801","1","510031","10","81000305","0","1","0","610018011","-40","0","bgm_M109","0","0","ボスバトル（NORMAL）","1","81000305","1","5003302","730","1","0","830","0","2019/06/15 12:00:00","0","0","bgm_M109","3","0","1.1","20","20","2019/06/24 14:59:59","0","0.03","90","0","0.6","610018001"
"10018","0","1","10018201","100000","10018201","30","1001802","1","510032","50","81000306","0","1","0","610018021","20","0","bgm_M109","0","0","ボスバトル（HARD）","1","81000306","2","5003301","180","1","0","190","0","2019/06/15 12:00:00","0","0","bgm_M109","3","0","1.1","20","30","2019/06/24 14:59:59","0","0.03","90","0","0.6","610018002"
"10018","0","1","10018301","100000","10018201","30","1001803","0","510032","10","81000306","0","1","1","610018031","-40","0","bgm_M109","0","0","ボスバトル（VERY HARD）","1","81000306","3","344","450","1","0","500","0","2019/06/15 12:00:00","0","0","bgm_M109","0","0","1.1","20","30","2019/06/24 14:59:59","345","0.03","90","0","0.6","610018003"
"10019","0","1","10019101","100000","10019101","-50","1001901","1","510181","-35","81001905","0","1","0","610019011","-85","0","bgm_M240","0","0","ボスバトル（NORMAL）","1","81001905","1","5019301","800","1","0","900","0","2019/06/30 12:00:00","0","0","bgm_M240_02","3","0","1.25","370","20","2019/07/18 14:59:59","0","0.03","90","0","0.6","610019001"
"10019","0","1","10019201","100000","10019201","-50","1001902","1","510182","40","81001906","0","1","0","610019021","-10","0","bgm_M240","0","0","ボスバトル（HARD）","1","81001906","2","5019302","145","1","0","205","0","2019/06/30 12:00:00","0","0","bgm_M240_02","3","0","1.25","370","30","2019/07/18 14:59:59","0","0.03","90","0","0.6","610019002"
