646f0b96b28495868a07931971b6afa571f8a08425d3283d133da72fece30fb0,2d589cc019b4308dad49d78381bf39fbdb03f41771738e6bcaa48aa1480c52a1,14c2720c69ce3d0514a02038c10880107ec151cac0926ccaeae5c31ce957cba6,70f9c2b4ad784f4f1b87a059944a0793a69b7f8a286354b9b2cb0c8351b0d5e7,ebc7acaf045805b57bd1a573e7695f89a704837664639e739f0645317fec3978,74cb8c406df8040416735e237363d23dfbb34cb0daf8d2c01952b9f051b0306f,c67bf3bfce52698475d3cf1ce935c9671f788428879a32f8b38b6a9c9aa074be,47e1a2ce811edce47fd1930f2e1ac9abe7cf4e00a5f291ffbc94eafcf3c15e16,fdb27d134a9515fb587329ad3b1ac590e9541cee9b0f432886787afc68f7ae6b,4685fd1b6f4d3a1f1f4329a20f99f5ff85dff401c756c95c6e0be66f793edfd0,6aed13d018adf340815d207534f4b9d2728e2292b3ee7eb43809b5d6664234f1
"","","91","","","","0","1010801","","1010801054",""
"","","3","1","","dsb_idle_normal","2","1010801","","1010801055","0.5"
"","","3","1","","dsb_talk_joy3","1","1010801","","1010801056","0.5"
"","","21","0","","vo_dsb_1008","vo_dsb_1010801","1010801","0","1010801057",""
"0.2","0","11","10","1","そうでしょ～？\n正解は～……\nドラゴンもどきちゃんからもらった\n食べると火が吹ける木の実でした～☆","1","1010801","1","1010801058","0"
"","","91","","","","0","1010801","","1010801059",""
"","","3","1","","dsb_idle_normal","1","1010801","","1010801060","0.5"
"","0.5","3","0","1","dsb_talk_guts2","2","1010801","dsb_talk_guts2_loop","1010801061","0.5"
"","","21","0","","vo_dsb_1009","vo_dsb_1010801","1010801","0","1010801062",""
"0.2","0","11","10","1","ああっ！？\nあの火の実ですか！\nだったらこの熱さも納得ですよ！\nあいつ、元気だったですか？","2","1010801","1","1010801063","0"
"","","91","","","","0","1010801","","1010801064",""
"","","3","1","","dsb_idle_guts2","2","1010801","","1010801065","0.5"
"","","3","1","","dsb_talk_normal","1","1010801","","1010801066","0.5"
"","","21","0","","vo_dsb_1010","vo_dsb_1010801","1010801","0","1010801067",""
"0.2","0","11","10","1","うん☆\n私のこと覚えててくれたみたいでね？\nすぐに実を分けてくれたんだ～♪\nこころよ～く、ね？","1","1010801","1","1010801068","0"
"","","91","","","","0","1010801","","1010801069",""
"","","3","1","","dsb_hot","1","1010801","","1010801070","0.5"
"","","21","0","","vo_dsb_1011","vo_dsb_1010801","1010801","0","1010801071",""
"0.2","0","11","10","1","それにしても……\nふぅ。\n実の量を多くしすぎたかな～？\nちょっと火照ってきちゃった～","1","1010801","1","1010801072","0"
"","","91","","","","0","1010801","","1010801073",""
"","","3","1","","dsb_hot_loop","1","1010801","","1010801074","0.5"
"","","3","1","","dsb_talk_thinking_Ex9","2","1010801","","1010801075","0.3"
"","","21","0","","vo_dsb_1012","vo_dsb_1010801","1010801","0","1010801076",""
"0.2","0","11","10","1","（こ、これは……チャンスですよ！\nあたしよりも先にボスがのぼせたら\nその時点でボスはあたしよりへっぽこ！\nつまりあたしの勝ち！　ザ・下克上！）","2","1010801","1","1010801077","0"
"","","91","","","","0","1010801","","1010801078",""
"","0.5","3","0","1","dsb_talk_arm_crossed_Ex10","2","1010801","dsb_talk_arm_crossed_Ex10_loop","1010801079","0.5"
"","","21","0","","vo_dsb_1013","vo_dsb_1010801","1010801","0","1010801080",""
"0.2","0","11","10","1","くっくっく……\nこの勝負、もらったですよー！\nあーっはっはっはっは！","2","1010801","1","1010801081","0"
"","","93","","","1","5.6","1010801","","1010801082",""
"","0","3","0","1","dsb_ahaha_in","2","1010801","dsb_ahaha_loop","1010801083","0.5"
"","","91","","","","1010801081","1010801","","1010801084",""
"","","32","","","1","40","1010801","","1010801085",""
"","","93","","","0","1.5","1010801","","1010801086",""
"","","3","1","","dsb_inori_dizzy","2","1010801","","1010801087","0"
"","","3","1","","dsb_idle_normal","1","1010801","","1010801088","0"
"","","93","","","0","0.5","1010801","","1010801089",""
"","","22","","","0","0","1010801","","1010801090",""
"","","93","","","0","1","1010801","","1010801091",""
"","0.2","3","0","1","dsb_smile4","1","1010801","dsb_talk_joy3","1010801092","0.5"
"","","21","0","","vo_dsb_1014","vo_dsb_1010801","1010801","0","1010801093",""
"0.2","0","11","10","1","うーん♪\nようやくあったまってきた～\nね、イノリちゃん？","1","1010801","1","1010801094","0"
"","","91","","","","0","1010801","","1010801095",""
"","","3","1","","dsb_idle_normal","1","1010801","","1010801096","0.5"
"","","21","0","","vo_dsb_1015","vo_dsb_1010801","1010801","0","1010801097",""
"0.2","0","11","10","1","ぴ……\nぴぃいいい……\nゆでドラゴン族になっちまうです～っ！","2","1010801","1","1010801098","0"
"","","91","","","","0","1010801","","1010801099",""
"","","22","","","0","0","1010801","","1010801100",""
"","","23","0","","se_10044200_get_out_water","se_10044200","1010801","","1010801101",""
"","0.2","3","0","1","dsb_inori_stand_up_in","2","1010801","dsb_inori_stand_up_loop","1010801102","0.2"
"","0.2","3","0","1","dsb_smile2","1","1010801","dsb_idle_normal","1010801103","0.3"
"","","93","","","0","0.3","1010801","","1010801104",""
"","","23","0","","se_adv_emote_sweat_02","se_adv_emote_sweat_02","1010801","","1010801105",""
"0","0","12","1.4","0","2","2","1010801","0","1010801106","0"
"0","0","12","1.4","0","10","1","1010801","0","1010801107","0"
"","","93","","","0","2.5","1010801","","1010801108",""
"dsb_idle_normal","0","5","70","-345","1","12","1010802","-165","1010802001","2"
"dsb_idle_normal","1","5","70","-345","2","6","1010802","165","1010802002","2"
"","","31","0","1","1","1","1010802","0","1010802003","1"
"","","31","0","1","3","3","1010802","0","1010802004","1"
"","","31","0","1","4","4","1010802","0","1010802005","1"
"","","31","0","1","10","16","1010802","0","1010802006","1"
"","","31","0","1","20","26","1010802","0","1010802007","1"
"","","31","155","1","30","36","1010802","-168","1010802008","1"
"","","31","-155","1","31","36","1010802","-168","1010802009","1"
"","","13","","","170","1","1010802","","1010802010",""
"","","13","","","170","2","1010802","","1010802011",""
"","","91","","","","0","1010802","","1010802012",""
"","","23","1","","se_10044200_cmn_amb","se_10044200","1010802","","1010802013",""
"","","23","0","","se_10044200_cmn_steam","se_10044200","1010802","","1010802014",""
"","","93","","","0","6","1010802","","1010802015",""
"","","23","1","","se_10044200_hotspring_06","se_10044200","1010802","","1010802016",""
"","","93","","","0","1.5","1010802","","1010802017",""
"","0.5","3","0","1","dsb_smile3_joy","2","1010802","dsb_talk_joy1","1010802018","0.5"
"","","21","0","","vo_dsb_2001","vo_dsb_1010802","1010802","0","1010802019",""
"0.2","0","11","10","1","やっばー！　おフロ、ひっろ～い☆\n温泉きちゃった感まじパない！\nそれにミサトっちにも会えるとか\nちょーウケるし！　アガる～♪","2","1010802","1","1010802020","0"
"","","91","","","","0","1010802","","1010802021",""
"","","3","1","","dsb_idle_joy1","2","1010802","","1010802022","0.5"
"","","3","1","","dsb_talk_normal_joy","1","1010802","","1010802023","0.5"
"","","21","0","","vo_dsb_2002","vo_dsb_1010802","1010802","0","1010802024",""
"0.2","0","11","10","1","久しぶりね～、スズナちゃん♪\n今日の温泉はね\nお花のアロマ風呂にしてみたの。\n香りはいいし、お肌にもいいのよ～","1","1010802","1","1010802025","0"
"","","91","","","","0","1010802","","1010802026",""
"","","3","1","","dsb_idle_normal","1","1010802","","1010802027","0.5"
"","0.5","3","0","1","dsb_surprise2","2","1010802","dsb_talk_surprise1_2","1010802028","0.5"
"","","21","0","","vo_dsb_2003","vo_dsb_1010802","1010802","0","1010802029",""
"0.2","0","11","10","1","やばば、温泉天才じゃん！\nビヨーにもいいとかビビる！\nここ教えてくれた\nちゃんイオに感謝じゃん♪","2","1010802","1","1010802030","0"
"","","93","","","1","6.5","1010802","","1010802031",""
"","","3","1","","dsb_talk_joy3","2","1010802","","1010802032","0.5"
"","","91","","","","1010802030","1010802","","1010802033",""
"","0.5","3","0","1","dsb_talk_guts2_doya","2","1010802","dsb_talk_guts2_doya_loop","1010802034","0.3"
"","","21","0","","vo_dsb_2004","vo_dsb_1010802","1010802","0","1010802035",""
"0.2","0","11","10","1","よーし！\nじゃあいーっぱい入ってー\nお肌ツヤッツヤにしてー\nヒデサイびっくりさせちゃおーっと☆","2","1010802","1","1010802036","0"
"","","91","","","","0","1010802","","1010802037",""
"","","3","1","","dsb_talk_worry_normal2","2","1010802","","1010802038","0.5"
"","","21","0","","vo_dsb_2005","vo_dsb_1010802","1010802","0","1010802039",""
"0.2","0","11","10","1","あ、そーだ！\nびっくりっていったらさー？\nここももっとすごそー感\n出しちゃってもいんじゃない？","2","1010802","1","1010802040","0"
"","","91","","","","0","1010802","","1010802041",""
"","","3","1","","dsb_idle_normal","2","1010802","","1010802042","0.5"
"","","3","1","","dsb_talk_surprise1","1","1010802","","1010802043","0.5"
"","","21","0","","vo_dsb_2006","vo_dsb_1010802","1010802","0","1010802044",""
"0.2","0","11","10","1","すごそー感？","1","1010802","1","1010802045","0"
"","","91","","","","0","1010802","","1010802046",""
"","","3","1","","dsb_idle_wish_normal","1","1010802","","1010802047","0.2"
"","","3","1","","dsb_talk_surprise1_normal2","2","1010802","","1010802048","0.5"
"","","21","0","","vo_dsb_2007","vo_dsb_1010802","1010802","0","1010802049",""
"0.2","0","11","10","1","そそ！\nみんな一発でやばば！\nってわかるようにすんの！","2","1010802","1","1010802050","0"
"","","91","","","","0","1010802","","1010802051",""
"","","3","1","","dsb_talk_surprise1_talkjoy2","2","1010802","","1010802052","0.5"
"","","21","0","","vo_dsb_2008","vo_dsb_1010802","1010802","0","1010802053",""
"0.2","0","11","10","1","フンイキ変わるとバズるかもだし！\nめっちゃかわいいおフロだったら\nお客さんもジャンジャンだよ！","2","1010802","1","1010802054","0"
"","","91","","","","0","1010802","","1010802055",""
"","","3","1","","dsb_idle_joy1","2","1010802","","1010802056","0.5"
"","","3","1","","dsb_talk_joy3","1","1010802","","1010802057","0.5"
"","","21","0","","vo_dsb_2009","vo_dsb_1010802","1010802","0","1010802058",""
"0.2","0","11","10","1","かわいいお風呂……\n気になるわね～♪\nどんな感じになるのかしら？","1","1010802","1","1010802059","0"
"","","91","","","","0","1010802","","1010802060",""
"","","3","1","","dsb_idle_sad_talkjoy2","1","1010802","","1010802061","0.5"
"","","3","1","","dsb_talk_worry_normal2","2","1010802","","1010802062","0.5"
"","","21","0","","vo_dsb_2010","vo_dsb_1010802","1010802","0","1010802063",""
"0.2","0","11","10","1","んっとねー\nやっぱお花はもっと浮かせるっしょ！\nもちろんいろんなやつね！\nカラフルだったらビビビッとくるし♪","2","1010802","1","1010802064","0"
"","","91","","","","0","1010802","","1010802065",""
"","","3","1","","dsb_idle_normal","2","1010802","","1010802066","0.5"
"","","3","1","","dsb_talk_memory","1","1010802","","1010802067","0.5"
"","","21","0","","vo_dsb_2011","vo_dsb_1010802","1010802","0","1010802068",""
"0.2","0","11","10","1","まるで温泉のお花畑ね～♪\n色とりどりのお花に囲まれて\nお風呂に入れるなんて……うふふ♪\n想像するだけで気持ちが華やぐわ～","1","1010802","1","1010802069","0"
"","","91","","","","0","1010802","","1010802070",""
"","","3","1","","dsb_talk_normal","1","1010802","","1010802071","0.5"
"","","21","0","","vo_dsb_2012","vo_dsb_1010802","1010802","0","1010802072",""
"0.2","0","11","10","1","そうね、それだったら……\nお花の香りの相性もこだわりたいわね。\nあとは花言葉の意味も。","1","1010802","1","1010802073","0"
"","","91","","","","0","1010802","","1010802074",""
"","","3","1","","dsb_idle_normal","1","1010802","","1010802075","0.5"
"","0.5","3","0","1","dsb_surprise","2","1010802","dsb_talk_surprise1","1010802076","0.5"
"","","21","0","","vo_dsb_2013","vo_dsb_1010802","1010802","0","1010802077",""
"0.2","0","11","10","1","へ？\nハナコトバ？","2","1010802","1","1010802078","0"
"","","91","","","","0","1010802","","1010802079",""
"","","3","1","","dsb_idle_surprise1","2","1010802","","1010802080","0.5"
"","","3","1","","dsb_talk_worry_normal2","1","1010802","","1010802081","0.5"
"","","21","0","","vo_dsb_2014","vo_dsb_1010802","1010802","0","1010802082",""
"0.2","0","11","10","1","お花にはね、その一つ一つに\n意味があるの。\n誰かに贈るときには\n相手へのメッセージにもなるのよ～","1","1010802","1","1010802083","0"
"","","91","","","","0","1010802","","1010802084",""
"","","3","1","","dsb_talk_wish_dere","1","1010802","","1010802085","0.3"
"","","21","0","","vo_dsb_2015","vo_dsb_1010802","1010802","0","1010802086",""
"0.2","0","11","10","1","ちなみに今日のお花の意味は……\n『愛するあなたのために』\nうふふ、素敵でしょう♪","1","1010802","1","1010802087","0"
"","","91","","","","0","1010802","","1010802088",""
"","","3","1","","dsb_idle_wish_normal","1","1010802","","1010802089","0.5"
"","","3","1","","dsb_talk_anger_shy2","2","1010802","","1010802090","0.5"
"","","21","0","","vo_dsb_2016","vo_dsb_1010802","1010802","0","1010802091",""
"0.2","0","11","10","1","あ、愛する……！\nちょ、それまじ……？\nそんなの、ストレートで……\nなんか…………ズルじゃん。","2","1010802","1","1010802092","0"
"","","91","","","","0","1010802","","1010802093",""
"","","3","1","","dsb_talk_sad2_dead","2","1010802","","1010802094","0.5"
"","","21","0","","vo_dsb_2017","vo_dsb_1010802","1010802","0","1010802095",""
"0.2","0","11","10","1","えっと……\nバズり計画、ナシで。\n……あー、あつぅ。","2","1010802","1","1010802096","0"
"","","91","","","","0","1010802","","1010802097",""
"","","3","1","","dsb_hot_dead_loop","2","1010802","","1010802098","0.2"
"","0.5","3","0","1","dsb_smile2_dere2","1","1010802","dsb_talk_normal_dere2","1010802099","0.5"
"","","21","0","","vo_dsb_2018","vo_dsb_1010802","1010802","0","1010802100",""
"0.2","0","11","10","1","うふふ♪\nのぼせないように気をつけてね。","1","1010802","1","1010802101","0"
"","","91","","","","0","1010802","","1010802102",""
"","","93","","","0","0.3","1010802","","1010802103",""
"dsb_idle_normal","0","5","70","-345","1","11","1010803","-165","1010803001","2"
"dsb_idle_normal","1","5","70","-345","2","2","1010803","165","1010803002","2"
"","","31","0","1","1","1","1010803","0","1010803003","1"
"","","31","0","1","3","3","1010803","0","1010803004","1"
"","","31","0","1","4","4","1010803","0","1010803005","1"
"","","31","0","1","10","12","1010803","0","1010803006","1"
"","","31","0","1","20","22","1010803","0","1010803007","1"
"","","31","155","1","30","32","1010803","-168","1010803008","1"
"","","31","-155","1","31","32","1010803","-168","1010803009","1"
"","","13","","","170","1","1010803","","1010803010",""
"","","13","","","170","2","1010803","","1010803011",""
"","","91","","","","0","1010803","","1010803012",""
"","","23","1","","se_10044200_cmn_amb","se_10044200","1010803","","1010803013",""
"","","23","0","","se_10044200_cmn_steam","se_10044200","1010803","","1010803014",""
"","","93","","","0","6.2","1010803","","1010803015",""
"","","23","1","","se_10044200_hotspring_02","se_10044200","1010803","","1010803016",""
"","","93","","","0","1.3","1010803","","1010803017",""
"","0.5","3","0","1","dsb_smile3_kyouka","2","1010803","dsb_talk_anger_dere2","1010803018","0.5"
"","","21","0","","vo_dsb_3001","vo_dsb_1010803","1010803","0","1010803019",""
"0.2","0","11","10","1","わわっ……\nすごい、シュワシュワしてる……！\n本当にメロンソーダのお風呂に\n入っているみたい……♪","2","1010803","1","1010803020","0"
"","","91","","","","0","1010803","","1010803021",""
"","","3","1","","dsb_idle_joy1_Ex2","2","1010803","","1010803022","0.5"
"","","3","1","","dsb_talk_normal_dere","1","1010803","","1010803023","0.5"
"","","21","0","","vo_dsb_3002","vo_dsb_1010803","1010803","0","1010803024",""
"0.2","0","11","10","1","ふふふ、素敵でしょう？\n子どもたちが喜んでくれるような\n温泉にしたいと思って作ったの。","1","1010803","1","1010803025","0"
"","","91","","","","0","1010803","","1010803026",""
"","","3","1","","dsb_idle_normal","1","1010803","","1010803027","0.5"
"","","3","1","","dsb_talk_surprise1","2","1010803","","1010803028","0.5"
"","","21","0","","vo_dsb_3003","vo_dsb_1010803","1010803","0","1010803029",""
"0.2","0","11","10","1","そうだったんですか……","2","1010803","1","1010803030","0"
"","","91","","","","0","1010803","","1010803031",""
"","","3","1","","dsb_idle_surprise1_look","2","1010803","","1010803032","0.5"
"","","21","0","","vo_dsb_3004","vo_dsb_1010803","1010803","0","1010803033",""
"0.2","0","11","10","1","（なんだかあやしい人かと思ったけど\n本当はいい人なのかな……）","2","1010803","1","1010803034","0"
"","","91","","","","0","1010803","","1010803035",""
"","","3","1","","dsb_talk_thinking","2","1010803","","1010803036","0.3"
"","","21","0","","vo_dsb_3005","vo_dsb_1010803","1010803","0","1010803037",""
"0.2","0","11","10","1","たしかに子どもは喜びますね。\n……わ、私も思わず\n童心に帰ってしまいましたから。","2","1010803","1","1010803038","0"
"","","91","","","","0","1010803","","1010803039",""
"","","3","1","","dsb_idle_arm_crossed","2","1010803","","1010803040","0.5"
"","","3","1","","dsb_talk_thinking_normal2","1","1010803","","1010803041","0.5"
"","","21","0","","vo_dsb_3006","vo_dsb_1010803","1010803","0","1010803042",""
"0.2","0","11","10","1","童心……？\nああ、なるほど。\nそれはよかったわ♪","1","1010803","1","1010803043","0"
"","","91","","","","0","1010803","","1010803044",""
"","","3","1","","dsb_idle_arm_crossed","1","1010803","","1010803045","0.5"
"","","3","1","","dsb_talk_sad2_Ex5","2","1010803","","1010803046","0.5"
"","","22","","","0","0","1010803","","1010803047",""
"","","21","0","","vo_dsb_3007","vo_dsb_1010803","1010803","0.9","1010803048",""
"0.2","0","11","10","1","……何か引っかかることでも？","2","1010803","1","1010803049","0"
"","","91","","","","0","1010803","","1010803050",""
"","","3","1","","dsb_idle_sad_blink","2","1010803","","1010803051","0.5"
"","","3","1","","dsb_talk_sad_dere","1","1010803","","1010803052","0.5"
"","","21","0","","vo_dsb_3008","vo_dsb_1010803","1010803","0","1010803053",""
"0.2","0","11","10","1","いいえ、何も♪","1","1010803","1","1010803054","0"
"","","91","","","","0","1010803","","1010803055",""
"","","3","1","","dsb_idle_normal","2","1010803","","1010803056","0.5"
"","","3","1","","dsb_talk_normal_joy","1","1010803","","1010803057","0.5"
"","","21","0","","vo_dsb_3009","vo_dsb_1010803","1010803","0","1010803058",""
"0.2","0","11","10","1","ところで……\n童心に帰ると大きなお風呂で\n泳ぎたくなったりするわよね？\nキョウカちゃんはどう？","1","1010803","1","1010803059","0"
"","","91","","","","0","1010803","","1010803060",""
"","","3","1","","dsb_idle_normal","1","1010803","","1010803061","0.5"
"","","3","1","","dsb_talk_tsun_shy","2","1010803","","1010803062","0.5"
"","","21","0","","vo_dsb_3010","vo_dsb_1010803","1010803","0","1010803063",""
"0.2","0","11","10","1","泳ぐなんて……！\nしませんよ、そんなことっ！\nはしたないですし……","2","1010803","1","1010803064","0"
"","","91","","","","0","1010803","","1010803065",""
"","","3","1","","dsb_idle_anger","2","1010803","","1010803066","0.5"
"","","3","1","","dsb_talk_normal","1","1010803","","1010803067","0.5"
"","","21","0","","vo_dsb_3011","vo_dsb_1010803","1010803","0","1010803068",""
"0.2","0","11","10","1","はしたないなんて……\n今は私たち二人きりなのよ。\nメロンソーダの中で泳いだら\nきっと楽しいと思うけど……？","1","1010803","1","1010803069","0"
"","","91","","","","0","1010803","","1010803070",""
"","","3","1","","dsb_idle_normal","1","1010803","","1010803071","0.5"
"","","3","1","","dsb_talk_surprise1_shy","2","1010803","","1010803072","0.5"
"","","21","0","","vo_dsb_3012","vo_dsb_1010803","1010803","0","1010803073",""
"0.2","0","11","10","1","そ、それは……\n楽しそうですけど……\n私も少し泳げるようになりましたし……\nでも、マナー的に……う～ん……","2","1010803","1","1010803074","0"
"","","91","","","","0","1010803","","1010803075",""
"","","3","1","","dsb_idle_surprise1_normal","2","1010803","","1010803076","0.5"
"","","3","1","","dsb_talk_thinking_joy","1","1010803","","1010803077","0.5"
"","","22","","","0","0","1010803","","1010803078",""
"","","21","0","","vo_dsb_3013","vo_dsb_1010803","1010803","0.9","1010803079",""
"0.2","0","11","10","1","……ふふふ。\nじゃあ、私は泳いじゃおっかな～？","1","1010803","1","1010803080","0"
"","","91","","","","0","1010803","","1010803081",""
"","","3","1","","dsb_idle_joy1","1","1010803","","1010803082","0.5"
"","0.5","3","0","1","dsb_surprise2","2","1010803","dsb_talk_surprise1_2","1010803083","0.5"
"","","21","0","","vo_dsb_3014","vo_dsb_1010803","1010803","0","1010803084",""
"0.2","0","11","10","1","ええっ！？\nそんな、ズルいですっ。\nだったら……わ、私もっ！","2","1010803","1","1010803085","0"
"","","93","","","1","3.5","1010803","","1010803086",""
"","","3","1","","dsb_talk_anger_shy2","2","1010803","","1010803087","0.5"
"","","91","","","","1010803085","1010803","","1010803088",""
"","","22","","","0","0","1010803","","1010803089",""
"","","3","1","","dsb_surprise_kyouka","2","1010803","","1010803090","0.2"
"","","3","1","","dsb_surprise_mitsuki","1","1010803","","1010803091","0.2"
"","","93","","","0","0.7","1010803","","1010803092",""
"","0.2","3","0","1","dsb_smile2_kyouka","2","1010803","dsb_idle_normal_Ex1","1010803093","0.3"
"","0.2","3","0","1","dsb_smile2_mitsuki2","1","1010803","dsb_idle_normal","1010803094","0.3"
"","","93","","","0","0.3","1010803","","1010803095",""
"","","23","0","","se_adv_emote_common_01","se_adv_emote_common_01","1010803","","1010803096",""
"0","0","12","1.4","0","10","2","1010803","0","1010803097","0"
"0","0","12","1.4","0","10","1","1010803","0","1010803098","0"
"","","93","","","0","2","1010803","","1010803099",""
"dsb_idle_normal","0","1","70","-219","124531","1","1010804","-475","1010804001","2"
"dsb_idle_relax_Ex2","1","5","70","-360","2","7","1010804","0","1010804002","2"
"dsb_empty","0","5","71","-219","99","10","1010804","-345","1010804003","2"
"","","31","0","1","1","1","1010804","0","1010804004","1"
"","","31","0","1","3","3","1010804","0","1010804005","1"
"","","31","0","1","4","4","1010804","0","1010804006","1"
"","","31","0","1","10","17","1010804","0","1010804007","1"
"","","31","0","1","20","27","1010804","0","1010804008","1"
"","","31","-10","1","30","37","1010804","-183","1010804009","1"
"","","31","0","1","43","43","1010804","0","1010804010","1"
"","","31","130","1","44","44","1010804","0","1010804011","0"
"","","31","133","1","45","45","1010804","-141","1010804012","0"
"","","31","130","1","46","46","1010804","0","1010804013","0"
"","","31","142","1","47","47","1010804","-212","1010804014","0"
"","","31","142","1","48","48","1010804","-212","1010804015","0"
"","","13","","","170","124531","1010804","","1010804016",""
"","","13","","","170","2","1010804","","1010804017",""
"","","91","","","","0","1010804","","1010804018",""
"","","23","1","","se_10044200_cmn_amb","se_10044200","1010804","","1010804019",""
"","","23","0","","se_10044200_cmn_steam","se_10044200","1010804","","1010804020",""
"","","93","","","0","6","1010804","","1010804021",""
"","","23","1","","se_10044200_hotspring_07","se_10044200","1010804","","1010804022",""
"","","93","","","0","1.5","1010804","","1010804023",""
"","","3","1","","dsb_idle_relax_blink","2","1010804","","1010804024","0.5"
"","","21","0","","vo_dsb_4001","vo_dsb_1010804","1010804","0","1010804025",""
