051ac454a2aba8698c4ebaa1ae239857a003562f795cb0afbc1a43b6bc5c9fa0,4796148cc84eff4ef76df58e8061d0481a249be5135eaa403b3ed3930e9856c1,13f958fc6ab863f6ad20ff6ab883851fa7e2dfa38afe4697ba86cc3337cd1e17,4cef5da47431247437c5d9f2621e48b06835d82824c34da7a5193112c0270b13,0a2abab45b86e39e0cfa0b16dd45462939fae61a42f8015d36660fdd60c2f114,82d887b00db5de7288f1bacc0db1ce9fb212641b297319b5e71dc4f5f077b30b,563ee1b539d43d6b23f7d44cc2f743fe613b456011329bb0e0562935cbfe76a9,4d044e5c6b86eb155147e569f45bdac4cd3912ae3fb47542cfa29a15f7f5e2d2,06aa0e4325ec93134be8bdebed727b8f3d4a1a1c5ffd0aaa254b05e9ec8197bc,a84af8750b419ec6ca3137797fbe3c6834d98f9ba54eb041bf5597f915814f89,56e4f9eb0ab2ec012473bf35114830dfe7bdef50b70978fe08ec81738eab67ba,547aac7e877f2df8c4decf1e667fb945fbb2261aaf8d0cd6c0393993fd6448d0,bafd76fffbf982fa7c156b80c100c938adab091962aba3a316b79071d4bbdfb4,a54eecbc68eeb3b81543b1518d20bec2cdea807cadf52af7faba8a6de1777c48,7f82a7ca27b21213a79913da324055c2420a012769a6e23390874d0e978a1b59,1c7fe2d6c0f424c48ff8411309ed99a3bace90b9f04b7c1cf72a22dc30671b6d,1672ba93ccb92ff1d7ebf89b363ad6b32934f90791918615898af2f7d9c0f593,f57275aebcf9686efad0e3a2df7210c669d4636e600dc4524c3af3d2144c384a,7bb299adf2b4c320cbe73fc0aea1db83d2d4d5c1a31b8a0fef69ec6d7bcd4c22,06f23edd1b05f4c51fb2d69b36c9e4a2ec38cd0e8b94ef1ac988873f7e2161cf,149a62fe5e9c444a05c5cb401ba60b5135a4b09618481c224b7a774fae5defe8,a710e77a806dead75a21578eea48c275781e5c4d8447deecc7b0c33eed23cf20
"460","400","290","101452","5","1","1","-50","1","10120105","-30","5","0","bgm_M55","1.55","1012","-60","0","101562","1.35","-70","1.25"
"-480","250","210","101001","1","1","1","-30","1","10130101","-30","1","10","bgm_M64","0.8","1013","0","0","101001","0.7","-120","0.6"
"-260","0","200","101001","2","1","1","0","1","10130102","-30","2","10","bgm_M64","1.2","1013","0","0","101001","1","-120","0.75"
"-40","100","200","101001","3","1","1","-10","1","10130103","-30","3","0","bgm_M64","1.1","1013","0","-13","101001","1","0","0.7"
"240","0","200","101001","4","1","1","0","1","10130104","-30","4","0","bgm_M64","1.2","1013","0","0","101001","1","-50","0.7"
"480","200","250","101011","5","1","1","0","1","10130105","-30","5","0","bgm_M55","1.3","1013","0","0","101011","1","-40","1.2"
"-450","170","210","101041","1","1","1","-30","1","10140101","-30","1","10","bgm_M64","1","1014","-25","0","101041","0.9","-130","0.575"
"-250","120","200","101041","2","1","1","0","1","10140102","-30","2","10","bgm_M64","1.2","1014","0","0","101041","1","-120","0.75"
"-50","100","200","101041","3","1","1","-10","1","10140103","-30","3","0","bgm_M64","2.3","1014","0","-15","101041","2.2","100","1.55"
"190","0","200","101041","4","1","1","0","1","10140104","-30","4","0","bgm_M64","1","1014","0","0","101041","1","-70","0.7"
"440","200","250","101042","5","1","1","0","1","10140105","-30","5","0","bgm_M55","1.8","1014","0","0","101042","1.6","0","1.4"
"-470","250","210","101161","1","1","1","-30","1","10150101","-30","1","10","bgm_M64","0.8","1015","0","0","101041","0.7","-125","0.6"
"-210","120","200","101161","2","1","1","0","1","10150102","-30","2","10","bgm_M64","1.2","1015","0","0","101041","1","-95","0.75"
"50","100","200","101161","3","1","1","-10","1","10150103","-30","3","0","bgm_M64","1.4","1015","-30","-15","101041","1","-120","0.9"
"195","150","200","101162","4","1","1","0","1","10150104","-30","4","0","bgm_M64","1","1015","43","0","101041","1","35","0.7"
"450","150","210","101161","5","1","1","0","1","10150105","-30","5","0","bgm_M55","1.8","1015","-50","0","101042","1.35","-55","1.1"
"-480","250","210","101451","1","1","1","0","1","10160101","-30","1","10","bgm_M64","0.8","1016","0","0","101161","0.85","-120","0.6"
"-260","0","200","101451","2","1","1","0","1","10160102","-30","2","10","bgm_M64","1.2","1016","0","0","101161","1.1","-100","0.75"
"-10","100","200","101451","3","1","1","-10","1","10160103","-30","3","0","bgm_M64","1.1","1016","0","-15","101161","1","65","0.8"
"190","0","200","101451","4","1","1","0","1","10160104","-30","4","0","bgm_M64","1","1016","0","0","101161","0.85","-110","0.8"
"485","270","280","101452","5","1","1","-45","1","10160105","-30","5","-10","bgm_M55","1.15","1016","-50","0","101162","1","-70","0.9"
"-480","200","210","101171","1","1","1","-30","1","10170101","-30","1","10","bgm_M64","0.8","1017","0","0","101171","0.7","-120","0.6"
"-260","200","240","101171","2","1","1","0","1","10170102","-30","2","10","bgm_M64","1","1017","0","0","101171","0.7","-120","0.6"
"-10","200","200","101171","3","1","1","-10","1","10170103","-30","3","0","bgm_M64","1.4","1017","-30","-15","101171","1","65","0.9"
"190","200","200","101171","4","1","1","0","1","10170104","-30","4","0","bgm_M64","1.3","1017","-30","0","101171","1","-110","0.9"
"475","200","250","101172","5","1","1","0","1","10170105","-30","5","10","bgm_M55","1.45","1017","-50","-20","101172","1","-30","1"
"-480","100","210","101171","1","1","1","-30","1","10180101","-30","1","10","bgm_M64","0.8","1018","0","0","101191","0.7","-120","0.6"
"-260","100","200","101171","2","1","1","0","1","10180102","-30","2","10","bgm_M64","1.2","1018","0","0","101191","1","-100","0.8"
"-10","100","200","101171","3","1","1","-10","1","10180103","-30","3","5","bgm_M64","0.9","1018","0","-5","101191","0.8","65","0.6"
"190","100","200","101171","4","1","1","0","1","10180104","-30","4","0","bgm_M64","1.2","1018","0","-30","101191","1","-110","0.9"
"485","100","280","101172","5","1","1","-45","1","10180105","-30","5","-10","bgm_M55","1.3","1018","-50","0","101192","1","-70","1.1"
"-480","100","210","101161","1","1","1","0","1","10190101","-30","1","10","bgm_M64","0.8","1019","0","0","101201","0.85","-120","0.6"
"-260","100","240","101161","2","1","1","0","1","10190102","-30","2","10","bgm_M64","1.2","1019","0","0","101201","1.1","-120","0.75"
"-10","100","200","101161","3","1","1","-10","1","10190103","-30","3","0","bgm_M64","1.1","1019","0","-15","101201","1","65","0.8"
"190","100","200","101161","4","1","1","0","1","10190104","-30","4","0","bgm_M64","1","1019","43","0","101201","1","-110","0.7"
"475","100","250","101162","5","1","1","-45","1","10190105","-30","5","10","bgm_M55","1.45","1019","-50","-20","101202","1","-30","1"
"-480","100","210","101161","1","1","1","0","1","10200101","-30","1","10","bgm_M64","0.8","1020","0","0","101291","0.85","-120","0.6"
"-260","100","240","101161","2","1","1","0","1","10200102","-30","2","10","bgm_M64","1.2","1020","0","0","101291","1.1","-120","0.75"
"-40","100","200","101161","3","1","1","-10","1","10200103","-30","3","0","bgm_M64","1.1","1020","0","-15","101291","1","65","0.8"
"150","100","200","101161","4","1","1","0","1","10200104","-30","4","0","bgm_M64","1.5","1020","-30","0","101291","1","-110","0.8"
"490","100","230","101162","5","1","1","30","1","10200105","-30","5","30","bgm_M55","1.45","1020","15","-20","101292","1","-15","1.1"
"-480","100","210","101161","1","1","1","-30","1","10210101","-30","1","10","bgm_M64","0.8","1021","0","0","101301","0.7","-120","0.58"
"-260","100","200","101161","2","1","1","0","1","10210102","-30","2","10","bgm_M64","1.2","1021","0","0","101301","1","-120","0.9"
"-50","200","200","101161","3","1","1","-10","1","10210103","-30","3","-10","bgm_M64","1.4","1021","-30","0","101301","1","100","0.93"
"180","100","200","101161","4","1","1","0","1","10210104","-30","4","0","bgm_M64","1.3","1021","15","0","101301","1.3","-100","0.9"
"470","100","270","101162","5","1","1","-30","1","10210105","-30","5","10","bgm_M55","1.2","1021","-15","-20","101302","1.1","-55","1"
"-450","100","210","101161","1","1","1","0","1","10220101","-30","1","10","bgm_M64","0.8","1022","0","0","101441","0.85","-130","0.575"
"-250","100","200","101161","2","1","1","0","1","10220102","-30","2","10","bgm_M64","1.2","1022","0","0","101441","1.1","-120","0.75"
"-10","100","200","101161","3","1","1","-10","1","10220103","-30","3","0","bgm_M64","1.2","1022","0","-15","101441","1.1","50","0.8"
"180","100","200","101161","4","1","1","0","1","10220104","-30","4","0","bgm_M64","1.3","1022","15","0","101441","1.3","-100","0.9"
"470","100","230","101162","5","1","1","-30","1","10220105","-30","5","10","bgm_M55","1.2","1022","-35","-20","101442","1.1","-70","0.95"
"-450","100","210","101451","1","1","1","-30","1","10230101","-30","1","10","bgm_M64","0.8","1023","0","0","101451","0.7","-130","0.58"
"-250","100","200","101451","2","1","1","0","1","10230102","-30","2","10","bgm_M64","1.2","1023","0","0","101451","1","-120","0.9"
"-20","100","200","101451","3","1","1","-10","1","10230103","-30","3","0","bgm_M64","1.4","1023","-30","-15","101451","1","50","0.9"
"200","100","200","101451","4","1","1","0","1","10230104","-30","4","0","bgm_M64","1","1023","0","0","101451","0.85","-100","0.8"
"510","100","290","101452","5","1","1","-50","1","10230105","-30","5","0","bgm_M55","1.55","1023","-35","0","101452","1.4","-70","1.25"
"-450","100","210","101451","1","1","1","-30","1","10240101","-30","1","10","bgm_M64","0.8","1024","0","0","101561","0.7","-130","0.58"
"-240","100","240","101451","2","1","1","0","1","10240102","-30","2","0","bgm_M64","1.2","1024","0","0","101561","1.1","-120","0.75"
"-30","100","200","101451","3","1","1","-10","1","10240103","-30","3","5","bgm_M64","1.1","1024","0","-5","101561","1","60","0.65"
"180","100","200","101451","4","1","1","0","1","10240104","-30","4","0","bgm_M64","1.2","1024","0","0","101561","1","-100","0.7"
"460","400","290","101452","5","1","1","-50","1","10240105","-30","5","0","bgm_M55","1.55","1024","-60","0","101562","1.35","-70","1.25"
"-480","100","210","101451","1","1","1","-30","1","10250101","-30","1","10","bgm_M64","0.8","1025","0","0","101001","0.7","-120","0.58"
"-260","100","200","101451","2","1","1","0","1","10250102","-30","2","10","bgm_M64","1.2","1025","0","0","101001","1.1","-120","0.75"
"-40","100","200","101451","3","1","1","-10","1","10250103","-30","3","0","bgm_M64","0.9","1025","0","-13","101001","0.8","0","0.6"
"240","100","200","101451","4","1","1","0","1","10250104","-30","4","0","bgm_M64","1.5","1025","-30","0","101001","1","-50","0.8"
"480","100","250","101452","5","1","1","0","1","10250105","-30","5","0","bgm_M55","1.3","1025","0","0","101011","1","-40","1.2"
"-450","170","210","101021","1","1","1","-30","1","10260101","-30","1","10","bgm_M64","1","1026","-25","0","101021","0.9","-130","0.575"
"-250","120","200","101021","2","1","1","0","1","10260102","-30","2","10","bgm_M64","1.2","1026","0","0","101021","1","-120","0.75"
"-50","100","200","101021","3","1","1","-10","1","10260103","-30","3","0","bgm_M64","2.3","1026","0","-15","101021","2.2","100","1.55"
"190","150","200","101021","4","1","1","0","1","10260104","-30","4","0","bgm_M64","1","1026","43","0","101021","1","-70","0.7"
"440","200","220","101031","5","1","1","0","1","10260105","-30","5","0","bgm_M55","1.8","1026","0","0","101031","1.6","0","1.4"
"-470","250","210","101161","1","1","1","-30","1","10270101","-30","1","10","bgm_M64","0.8","1027","0","0","101041","0.7","-125","0.6"
"-210","120","200","101161","2","1","1","0","1","10270102","-30","2","10","bgm_M64","1.2","1027","0","0","101041","1","-95","0.75"
"50","100","200","101161","3","1","1","-10","1","10270103","-30","3","10","bgm_M64","1.2","1027","-10","-15","101041","1","-120","0.75"
"195","100","200","101162","4","1","1","0","1","10270104","-30","4","0","bgm_M64","1.1","1027","20","0","101041","1","35","0.7"
"450","150","210","101161","5","1.3","1","0","1","10270105","-30","5","0","bgm_M55","1.8","1027","-50","0","101042","1.35","-55","1.1"
"-480","250","210","101161","1","1","1","0","1","10280101","-30","1","10","bgm_M64","0.8","1028","0","0","101161","0.85","-120","0.6"
"-260","0","200","101161","2","1","1","0","1","10280102","-30","2","10","bgm_M64","1.2","1028","0","0","101161","1.1","-100","0.75"
"-10","100","200","101161","3","1","1","-10","1","10280103","-30","3","5","bgm_M64","1.1","1028","0","-5","101161","1","65","0.65"
"190","100","200","101161","4","1","1","0","1","10280104","-30","4","0","bgm_M64","1.35","1028","0","0","101161","1.3","-110","0.9"
"485","270","280","101162","5","1.3","1","-45","1","10280105","-30","5","-10","bgm_M55","1.15","1028","-50","-40","101162","1","-70","0.9"
"-480","200","210","101171","1","1","1","-30","1","10290101","-30","1","10","bgm_M64","0.8","1029","0","0","101171","0.7","-120","0.6"
"-260","200","240","101171","2","1","1","0","1","10290102","-30","2","10","bgm_M64","1","1029","0","0","101171","0.7","-120","0.6"
"-10","200","200","101171","3","1","1","-10","1","10290103","-30","3","0","bgm_M64","1.4","1029","-30","-15","101171","1","65","0.9"
"190","200","200","101171","4","1","1","0","1","10290104","-30","4","0","bgm_M64","1.3","1029","-30","0","101171","1","-110","0.9"
"475","200","250","101172","5","1","1","0","1","10290105","-30","5","10","bgm_M55","1.45","1029","-50","-20","101172","1","-30","1"
"-480","100","210","101171","1","1","1","-30","1","10300101","-30","1","10","bgm_M64","0.8","1030","0","0","101191","0.7","-120","0.6"
"-260","100","200","101171","2","1","1","0","1","10300102","-30","2","10","bgm_M64","1.2","1030","0","0","101191","1","-100","0.8"
"-10","100","200","101171","3","1","1","-10","1","10300103","-30","3","5","bgm_M64","0.9","1030","0","-5","101191","0.8","65","0.6"
"190","100","200","101171","4","1","1","0","1","10300104","-30","4","0","bgm_M64","1.2","1030","0","0","101191","1","-110","0.9"
"485","200","280","101172","5","1","1","-45","1.2","10300105","-30","5","-10","bgm_M55","1.3","1030","-50","0","101192","1","-70","1.1"
"-480","100","210","101161","1","1","1","0","1","10310101","-30","1","10","bgm_M64","0.8","1031","0","0","101201","0.85","-120","0.6"
"-260","100","240","101161","2","1","1","0","1","10310102","-30","2","10","bgm_M64","1.2","1031","0","0","101201","1.1","-120","0.75"
"-10","100","200","101161","3","1","1","-10","1","10310103","-30","3","0","bgm_M64","1.1","1031","0","-15","101201","1","65","0.8"
"190","100","200","101161","4","1","1","0","1","10310104","-30","4","0","bgm_M64","1","1031","43","0","101201","1","-110","0.7"
"475","100","250","101162","5","1","1","-45","1","10310105","-30","5","10","bgm_M55","1.45","1031","-50","-20","101202","1","-30","1"
"-480","100","210","101291","1","1","1","0","1","10320101","-30","1","10","bgm_M64","0.8","1032","0","0","101291","0.85","-120","0.6"
"-260","100","240","101291","2","1","1","0","1","10320102","-30","2","10","bgm_M64","1.2","1032","0","0","101291","1.1","-120","0.75"
"-40","100","200","101291","3","1","1","-10","1","10320103","-30","3","0","bgm_M64","1.3","1032","0","-15","101291","1","65","0.9"
"150","100","200","101291","4","1","1","0","1","10320104","-30","4","0","bgm_M64","1.3","1032","-30","0","101291","1","-110","0.8"
"490","100","230","101292","5","1","1","30","1","10320105","-30","5","30","bgm_M55","1.45","1032","15","-20","101292","1","-15","1.1"
"-480","100","210","101301","1","1","1","-30","1","10330101","-30","1","10","bgm_M64","0.8","1033","0","0","101301","0.7","-120","0.58"
"-260","100","200","101301","2","1","1","0","1","10330102","-30","2","10","bgm_M64","1.2","1033","0","0","101301","1","-120","0.9"
"-50","200","200","101301","3","1","1","-10","1","10330103","-30","3","-10","bgm_M64","1.4","1033","-30","0","101301","1","100","0.93"
"100","100","200","101301","4","1","1","0","1","10330104","-30","4","0","bgm_M64","1.3","1033","15","0","101301","1","-100","0.9"
"470","100","270","101302","5","1","1","-30","1","10330105","-30","5","10","bgm_M55","1.2","1033","-15","-20","101302","1.1","-55","1"
"-450","100","210","101161","1","1","1","0","1","10340101","-30","1","10","bgm_M64","0.8","1034","0","0","101441","0.85","-130","0.575"
"-250","200","200","101161","2","1","1","0","1","10340102","-30","2","10","bgm_M64","1","1034","0","0","101441","0.7","-120","0.75"
"-10","100","200","101161","3","1","1","-10","1","10340103","-30","3","0","bgm_M64","1.2","1034","0","-15","101441","1.1","50","0.8"
"180","150","200","101161","4","1","1","0","1","10340104","-30","4","0","bgm_M64","1","1034","43","0","101441","1","-100","0.9"
"470","100","230","101162","5","1","1","-30","1","10340105","-30","5","10","bgm_M55","1.2","1034","-35","-20","101442","1.1","-70","0.95"
"-450","100","210","101451","1","1","1","-30","1","10350101","-30","1","10","bgm_M64","0.8","1035","0","0","101451","0.7","-130","0.58"
"-250","100","200","101451","2","1","1","0","1","10350102","-30","2","10","bgm_M64","1.2","1035","0","0","101451","1","-120","0.9"
"-20","100","200","101451","3","1","1","-10","1","10350103","-30","3","0","bgm_M64","1.4","1035","-30","-15","101451","1","50","0.9"
"200","100","200","101451","4","1","1","0","1","10350104","-30","4","0","bgm_M64","1","1035","0","0","101451","0.85","-100","0.8"
"510","100","290","101452","5","1","1","-50","1.2","10350105","-30","5","0","bgm_M55","1.55","1035","-35","0","101452","1.4","-70","1.25"
"-450","100","210","101451","1","1","1","-30","1","10360101","-30","1","10","bgm_M64","0.8","1036","0","0","101561","0.7","-130","0.58"
"-240","100","240","101451","2","1","1","0","1","10360102","-30","2","0","bgm_M64","1.2","1036","0","0","101561","1.1","-120","0.75"
"-30","100","200","101451","3","1","1","-10","1","10360103","-30","3","5","bgm_M64","1.1","1036","0","-5","101561","1","60","0.65"
"180","100","200","101451","4","1","1","0","1","10360104","-30","4","0","bgm_M64","1.2","1036","0","0","101561","1","-100","1.1"
"460","400","290","101452","5","1","1","-50","1.4","10360105","-30","5","0","bgm_M55","1.55","1036","-60","0","101562","1.35","-70","1.25"
"-480","100","210","101451","1","1","1","-30","1","10370101","-30","1","10","bgm_M64","0.8","1037","0","0","101001","0.7","-120","0.58"
"-260","100","200","101451","2","1","1","0","1","10370102","-30","2","10","bgm_M64","1.2","1037","0","0","101001","1.1","-120","0.75"
"-40","150","200","101451","3","1","1","-60","1.4","10370103","-30","3","0","bgm_M64","0.9","1037","-50","-13","101001","0.55","0","0.6"
"240","100","200","101451","4","1","1","0","1","10370104","-30","4","0","bgm_M64","1.3","1037","-30","0","101001","1","-50","0.8"
"480","100","250","101452","5","1","1","0","1.2","10370105","-30","5","0","bgm_M55","1.3","1037","0","0","101011","1","-40","1.2"
"-450","170","210","101021","1","1","1","-30","1","10380101","-30","1","10","bgm_M64","1","1038","-25","0","101021","0.9","-110","0.575"
"-250","120","200","101021","2","1","1","0","1","10380102","-30","2","10","bgm_M64","1.2","1038","0","0","101021","1","-120","0.75"
