df03d300b002e8c45466811c595c5dc0aeb2bd4565ce14239098b635822b5985,58d861e48b81f70497fd6f37c89cd4536d5ba961e61037cd71aaba3f419bf358,74327e172a52c47fbacfd4e3608f2470a7ada52f3f333c07f050d1891356c191,0d65b3c461e818d019d8500b698e88ca2932db29f1899ecf75445a9340054f4d,fdbd338a38f67586af77a5d51dd8d86131a4b2f31266073d4d3b3788657ea3d6,689ba4f007addf33d8907c85be73a372423335fb54edfd5bc0e58794a6936227,add94d43fe38fae1ff3fcfae0931036ae89b4361899e3590c4448d4e5fa6ba21,2cd55af9dbedcfe6c9b55800df915323be8ac272e3adbe5c858049a19c9961c7,fc8d5db7ac56c67afcaae5f3acff07c79ae0382cd687120325e81c467b755aad,68f2148148becea074270b4a78bed5ccdfa25ac2b186c80f40c7d8dc398c34a5,e43a7de32de280dc22a4b33db4222755c5adb61827af5a9b8c41cca412bd4034,dab7a64bf2e8b604f264e8d212987d12c84a0551c97cecc77fe16d6a9c2a814e,772a605f0385815ef6eeda24de71ac715474567f7c7e1793b6119d62e9673b5b,ecdb7790bcb45fc7000edaf22f144aaed03279c88e516403a7884657af9cf8e3,695f7070f95c6f2c9ae090f98fc8a7e2da0bcfce3046c658e6d94c66677305fd,6e996ddca81717a2f26b0d34257ae9274f645c6266f38a837745240bac5dddb3,8822115c4d8c4686cb0ab578aded28d932df48a609a3e351a1359caae801ba84,84c4cfc50b076d6d373f9d6240ef1148a6eee6bc1be6dee0456919edb9935595,213b134f1630623386d2f53eee2346ff2336fdb2ea248a1d1f85a40b686cf8c3,e87fb7058ae84f947531b4936ccdce255f91a18411418a4abe47bb8197a96c9b,b976419f0f23233e93e5d32ee601f4e917ac4e90a354fdbb231e4e9f8fba5585
"0.2","0","-1","0","0.15","0","130141","0","2","0","1301410","0","0","0","3.5","0","0","0","0","0","0"
"0.35","0","-1","0","0.15","0","130151","0","2","0","1301510","0","0","0","2.55","0","0","0","0","0","0.15"
"0","0","260","0","0","0","130161","0","2","0","1301610","0","0","0","0","4.9","0","0","0.1","0","0"
"0","0","-1","0","0","0","130161","0","261","0","1301611","0","0","0","0","5.4","0","0","0","0","0"
"0","0","-1","0","0","0","130162","0","1","0","1301620","0","0","70","0","700","0","0","0","0","0"
"0","0","-1","0","0","0","130171","0","2","0","1301710","0","0","1","0","4.7","0","0","0","0","0"
"0","0","260","0","0","0","130181","0","2","0","1301810","0","0","0","4.25","0","0","0","0.05","0.5","0"
"0","0","-1","0","0","0","130181","0","261","0","1301811","0","0","0","4.5","0","0","0","0","0.5","0"
"0","0","-1","0","0","0","130201","0","2","0","1302010","0","0","0.75","0","4.4","0","0","0","0","0"
"0.4","0","-1","0","0.4","5","130211","0","2","0","1302110","10","0","0","0","0","0","0","0","0","0"
"0.05","0","-1","0","0","0","130221","0","2","0","1302210","0","0","0","4.25","0","0","0","0","0.5","0"
"0.2","0","-1","0","0.3","0","130231","0","2","0","1302310","0","0","0.6","0","2.5","0","0","0","0","0"
"0","0","-1","0","0","0","130251","0","2","0","1302510","0","0","0","4.8","0","0","0","0","0.5","0"
"10","0","-1","0","10","0","130252","0","1","0","1302520","0","0","0","800","0","0","0","0","0","10"
"0.15","0","-1","0","0.1","0","130261","0","2","0","1302610","0","0","0","0","3","0","0","0","0","0.5"
"0","0","260","0","0","0","130271","0","2","0","1302710","0","0","1","0","4.25","0","0","0.1","0","0"
"0","0","-1","0","0","0","130271","0","261","0","1302711","0","0","1","0","4.75","0","0","0","0","0"
"0","0","-1","0","0","1.25","130281","0","2","0","1302810","0","0","0","0","5.25","0","0","0","0","0"
"0.3","0","300","0","0.3","15","130291","0","2","0","1302910","0","0","0","0","0","0","0.05","0","0","0"
"0.3","0","-1","0","0.4","15","130291","0","301","0","1302911","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","0","130301","0","2","0","1303010","0","0","0.75","0","4.75","0","0","0","0","0"
"0","0","260","0","0","12.5","130311","0","2","0","1303110","0","0","0","0","3.2","0","0","0.1","0","0"
"0","0","-1","0","0","12.5","130311","0","261","0","1303111","0","0","0","0","3.7","0","0","0","0","0"
"0","0","-1","0","0.1","7.5","130321","0","2","0","1303210","0","0","0","0","3","0","0","0","0","0"
"0.05","0","260","0","0.05","0","130331","0","2","0","1303310","0","0","0","0","4.25","0","0","0.1","0","0"
"0.05","0","-1","0","0.05","0","130331","0","261","0","1303311","0","0","0","0","4.75","0","0","0","0","0"
"0","0","-1","0","0","0","130332","0","1","0","1303320","0","0","70","0","700","0","0","0","0","0"
"0.15","0","-1","0","0","0","130341","0","2","0","1303410","0","0","0","0","3.2","0","0","0","0","0.6"
"0","0","-1","0","0","0","130361","0","2","0","1303610","0","0","0","4.4","0","0","0","0","0.9","0"
"0","0","-1","0","0","0","130371","0","2","0","1303710","0","0","1.2","0","3","0","0","0","0","0"
"0","0","260","0","0","0","130381","0","2","0","1303810","0","0","1.2","0","3.75","0","0","0.15","0","0"
"0","0","-1","0","0","0","130381","0","261","0","1303811","0","0","1.2","0","4.5","0","0","0","0","0"
"0.25","0","-1","0","0.25","0","130401","0","2","0","1304010","0","0","0","0","3","0","0","0","0","0"
"0.25","0","-1","0","0.25","0","130421","0","2","0","1304210","0","0","0","2.2","0","0","0","0","0","0.3"
"0","0","-1","0","0","0","130431","0","2","0","1304310","0","0","0.6","0","5","0","0","0","0","0"
"0.2","0","-1","0","0","0","130441","0","2","0.05","1304410","0","0","0","4","0","0","0","0","0","0"
"0.45","0","-1","0","0.35","0","130451","0","2","0","1304510","0","0","0","0","0","0","0","0","0","0.6"
"0.25","0","-1","0","0","0","130461","0","2","0","1304610","0","0","0.25","0","3.75","0","0","0","0","0"
"0.45","0","-1","0","0.4","0","130471","0","2","0","1304710","0","0","0","0","1","0","0","0","0","0"
"0.15","0","-1","0","0.15","0","130481","0","2","0","1304810","0","0","0","0","3.75","0","0","0","0","0"
"0","0","-1","0","0.3","0","130491","0","2","0","1304910","0","0","0","0","3.2","0","0","0","0","0.25"
"50","0","-1","0","50","1250","130492","0","1","0","1304920","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","0","130501","0","2","0","1305010","0","0","0","4.85","0","0","0","0","0.4","0"
"0","0","260","0","0","5","130511","0","2","0","1305110","0","0","0.25","0","4","0","0","0.1","0","0"
"0","0","-1","0","0","5","130511","0","261","0","1305111","0","0","0.25","0","4.5","0","0","0","0","0"
"0.35","0","-1","0","0.45","0","130521","0","2","0","1305210","0","0","0","0","1.25","0","0","0","0","0"
"0.2","0","-1","0","0.3","0","130531","0","2","0","1305310","0","0","0.2","0","2.6","0","0","0","0","0"
"0.2","0","-1","0","0.3","0","130541","0","2","0","1305410","0","0","0.2","0","2.5","0","0","0","0","0"
"0.45","0","-1","0","0.45","0","130551","0","2","0","1305510","0","0","0","0","0.7","0","0","0","0","0"
"0.4","0","-1","0","0.45","0","130561","0","2","0","1305610","0","0","0","0","1","0","0","0","0","0"
"0","0","260","0","0","0","130571","0","2","0","1305710","0","0","1.1","0","4.5","0","0","0.05","0","0"
"0","0","-1","0","0","0","130571","0","261","0","1305711","0","0","1.1","0","4.75","0","0","0","0","0"
"0.45","0","-1","0","0.5","0","130581","0","2","0","1305810","0","0","0","0","0","0","0","0","0","0.25"
"40","0","-1","0","50","1500","130582","0","1","0","1305820","0","0","0","0","800","0","0","0","0","0"
"0.25","0","-1","0","0.25","0","130591","0","2","0","1305910","0","0","0","0","2.5","0","0","0","0","0.25"
"20","0","-1","0","20","1000","130592","0","1","0","1305920","0","0","0","0","0","0","0","2","0","0"
"0","0","-1","0","0","0","130601","0","2","0","1306010","0","0","0","4.7","0","0","0","0","0.5","0"
"20","0","-1","0","20","1000","130602","0","1","0","1306020","0","0","0","400","0","0","0","0","0","0"
"0","0","260","0","0","0","130611","0","2","0","1306110","0","0","0.45","0","4.95","0","0","0.05","0","0"
"0","0","-1","0","0","0","130611","0","261","0","1306111","0","0","0.45","0","5.2","0","0","0","0","0"
"0","0","-1","0","0","0","130631","0","2","0","1306310","0","0","0.8","0","4.75","0","0","0","0","0"
"0","0","260","0","0","0","130641","0","2","0","1306410","0","0","1.25","0","4.3","0","0","0.05","0","0"
"0","0","-1","0","0","0","130641","0","261","0","1306411","0","0","1.25","0","4.55","0","0","0","0","0"
"0","0","-1","0","0","0","130651","0","2","0","1306510","0","0","1.55","0","4.8","0","0","0","0","0"
"0","0","260","0","0","0","130661","0","2","0","1306610","0","0","0","0","3.2","0","0","0.05","0","0"
"0","0","-1","0","0","0","130661","0","261","0","1306611","0","0","0","0","3.45","0","0","0","0","0"
"0","0","260","0","0","0","130681","0","2","0","1306810","0","0","2.5","0","3.5","0","0","0.15","0","0"
"0","0","-1","0","0","0","130681","0","261","0","1306811","0","0","2.5","0","4.25","0","0","0","0","0"
"0","0","260","0","0","0","130701","0","2","0","1307010","0","0","0","4.55","0","0","0","0.05","0.7","0"
"0","0","-1","0","0","0","130701","0","261","0","1307011","0","0","0","4.8","0","0","0","0","0.7","0"
"0","0","260","0","0","0","130711","0","2","0","1307110","0","0","0","0","5","0","0","0.1","0","0"
"0","0","-1","0","0","0","130711","0","261","0","1307111","0","0","0","0","5.5","0","0","0","0","0"
"0","0","260","0.05","0","0","130751","0","2","0","1307510","0","0","1.25","0","4","0","0","0","0","0"
"0","0","-1","0","0","0","130751","0","261","0","1307511","0","0","1.25","0","4.4","0","0","0","0","0"
"0.25","0","-1","0","0.25","0","130761","0","2","0","1307610","0","0","0","0","2.1","0","0","0","0","0.25"
"0.3","0","-1","0","0.3","0","130771","0","2","0","1307710","0","0","0","2","0","0","0","0","0","0"
"45","0","-1","0","35","1000","130772","0","1","0","1307720","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","0","130781","0","2","0","1307810","0","0","0","4.25","0","0","0","0","0.75","0"
"0","0","260","0","0","0","130791","0","2","0","1307910","0","0","1.5","0","4","0","0","0.05","0","0"
"0","0","-1","0","0","0","130791","0","261","0","1307911","0","0","1.5","0","4.25","0","0","0","0","0"
"8","0","-1","0","8","500","130792","0","1","0","1307920","0","0","0","0","800","0","0","0","0","0"
"0","0","260","0","0","0","130801","0","2","0","1308010","0","0","0","0","4.3","0","0","0.15","0","0"
"0","0","-1","0","0","0","130801","0","261","0","1308011","0","0","0","0","5.05","0","0","0","0","0"
"18","0","-1","0","18","800","130802","0","1","0","1308020","0","0","0","0","550","0","0","0","0","0"
"0","0","260","0","0","0","130811","0","2","0","1308110","0","0","1.75","0","3.75","0","0","0.05","0","0"
"0","0","-1","0","0","0","130811","0","261","0","1308111","0","0","1.75","0","4","0","0","0","0","0"
"10","0","-1","0","10","500","130812","0","1","0","1308120","0","0","0","0","600","0","0","0","0","0"
"0.15","0","-1","0","0.15","0","130821","0","2","0","1308210","0","0","0.5","0","3.3","0","0","0","0","0"
"0","0","-1","0","0","0","130822","0","1","0","1308220","0","0","50","0","750","0","0","0","0","0"
"0.25","0","260","0.05","0","0","130831","0","2","0.05","1308310","0","0","0","3","0","0","0","0","0","0"
"0.25","0","-1","0","0","0","130831","0","261","0.05","1308311","0","0","0","3.4","0","0","0","0","0","0"
"15","0","-1","0","15","1000","130832","0","1","0","1308320","0","0","0","500","0","0","0","0","0","0"
"0.25","0","-1","0","0.25","4","130841","0","2","0","1308410","0","0","0","2.3","0","0","0","0","0","0"
"0","0","-1","0","0","700","130842","0","1","0","1308420","0","0","0","700","0","0","0","0","0","0"
"0.4","0","-1","0","0.5","6.25","130851","0","2","0","1308510","0","0","0","0","0","0","0","0","0","0"
"50","0","-1","0","50","1500","130852","0","1","0","1308520","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0.15","2.5","130861","0","2","0.05","1308610","0","0","0","0","4","0","0","0","0","0"
"0","0","-1","0","0","1000","130862","0","1","0","1308620","0","0","125","0","500","0","0","0","0","0"
"0","0","260","0.05","0","0","130871","0","2","0","1308710","0","0","1","0","4.3","0","0","0","0","0"
"0","0","-1","0","0","0","130871","0","261","0","1308711","0","0","1","0","4.7","0","0","0","0","0"
"0.25","0","260","0","0","0","130881","1.5","2","0","1308810","0","0","0","2.5","0","0","0","0.05","0","0"
"0.25","0","-1","0","0","0","130881","1.5","261","0","1308811","0","0","0","2.75","0","0","0","0","0","0"
"0.65","0","-1","0","0.15","0","130891","0","2","0","1308910","0","0","0","0","1.2","0","0","0","0","0"
"0","0","260","0","0","0","130901","0","2","0","1309010","0","0","1.25","0","4","0","0","0.1","0","0"
"0","0","-1","0","0","0","130901","0","261","0","1309011","0","0","1.25","0","4.5","0","0","0","0","0"
"0","0","-1","0","0","2000","130902","0","1","0","1309020","0","0","0","0","500","0","0","0","0","0"
"0","0","-1","0","0","5","130911","0","2","0","1309110","0","0","0","0","4","0","0","0","0","0.25"
"20","0","-1","0","20","1000","130912","0","1","0","1309120","0","0","0","0","0","0","0","2","0","0"
"0","0","260","0.05","0","0","130921","0","2","0","1309210","0","0","0","4.4","0","0","0","0.1","0","0"
"0","0","-1","0","0","0","130921","0","261","0","1309211","0","0","0","5.3","0","0","0","0","0","0"
"0","0","-1","0","0","0","130931","0","2","0","1309310","0","0","0","3.5","0","0","0","0","1.75","0"
"0","0","260","0","0","0","130941","0","2","0","1309410","0","0","0","4.6","0","0","0","0.15","0","0"
"0","0","-1","0","0","0","130941","0","261","0","1309411","0","0","0","5.35","0","0","0","0","0","0"
"0.6","0","-1","0","0.35","0","130951","0","2","0","1309510","0","0","0","0","0","0","0","0","0","0.25"
"40","0","-1","0","40","1600","130952","0","1","0","1309520","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","0","130961","0","2","0","1309610","0","0","2","0","4.25","0","0","0","0","0"
"0","0","-1","0","0","0","130962","0","1","0","1309620","0","0","0","0","600","0","0","2","0","0"
"0","0","-1","0","0","0","130971","0","2","0","1309710","0","0","2","0","1.65","0","0","0","0","0.25"
"0.1","0","260","0","0.4","0","130981","0","2","0","1309810","0","0","0","2.6","0","0","0","0.05","0","0"
"0.1","0","-1","0","0.4","0","130981","0","261","0","1309811","0","0","0","2.85","0","0","0","0","0","0"
"0","0","260","0","0","0","130991","0","2","0","1309910","0","0","0","4.8","0","0","0","0.05","0","0.3"
"0","0","-1","0","0","0","130991","0","261","0","1309911","0","0","0","5.05","0","0","0","0","0","0.3"
"0","0","260","0.05","0","0","131001","0","2","0","1310010","0","0","0","0","4.8","0","0","0","0","0"
"0","0","-1","0","0","0","131001","0","261","0","1310011","0","0","0","0","5.2","0","0","0","0","0"
"0","0","-1","0","0","0","131002","0","1","0","1310020","0","0","0","0","1200","0","0","0","0","0"
"0.05","0","-1","0","0.05","0","131011","0","2","0","1310110","0","0","0","4","0","0","0","0","0","0.3"
"0","0","-1","0","0","0","131012","0","1","0","1310120","0","0","0","350","0","0","0","0","150","0"
"0","0","-1","0","0","0","131031","1.5","2","0","1310310","0","0","0","0","4","0","0","0","0","0"
"0","0","-1","0","0","900","131032","0","1","0","1310320","0","0","0","0","0","0","0","2","0","0"
"0","0","260","0","0","0","131041","0","2","0","1310410","0","0","1","0","4.4","0","0","0.05","0","0"
"0","0","-1","0","0","0","131041","0","261","0","1310411","0","0","1","0","4.65","0","0","0","0","0"
"30","0","-1","0","30","500","131042","0","1","0","1310420","0","0","0","0","500","0","0","0","0","0"
"0","0","-1","0","0","0","131051","0","2","0","1310510","0","0","1.4","0","4.5","0","0","0","0","0"
"10","0","-1","0","30","0","131052","0","1","0","1310520","0","0","0","0","900","0","0","0","0","0"
"0","0","260","0.05","0","0","131061","0","2","0","1310610","0","0","0","3.9","0","0","0","0","0.9","0"
"0","0","-1","0","0","0","131061","0","261","0","1310611","0","0","0","4.3","0","0","0","0","0.9","0"
"10","0","-1","0","30","0","131062","0","1","0","1310620","0","0","0","900","0","0","0","0","0","0"
"0","0","-1","0","0","0","131071","0","2","0","1310710","0","0","1.2","0","4.55","0","0","0","0","0"
"30","0","-1","0","30","500","131072","0","1","0","1310720","0","0","80","0","0","0","0","0","0","0"
"0","0","260","0","0","0","131081","0","2","0","1310810","0","0","1.75","0","3.85","0","0","0.1","0","0"
"0","0","-1","0","0","0","131081","0","261","0","1310811","0","0","1.75","0","4.35","0","0","0","0","0"
"0","0","260","0","0","0","131091","0","2","0","1310910","0","0","2","0","3.95","0","0","0.05","0","0"
"0","0","-1","0","0","0","131091","0","261","0","1310911","0","0","2","0","4.2","0","0","0","0","0"
"0","0","260","0.05","0","0","131101","1.5","2","0","1311010","10","0","0","2.8","0","0","0","0","0","0"
"0","0","-1","0","0","0","131101","1.5","261","0","1311011","10","0","0","3.2","0","0","0","0","0","0"
"0","0","260","0.05","0","0","131111","0","2","0","1311110","0","0","0","4.8","0","0","0","0","0","0"
"0","0","-1","0","0","0","131111","0","261","0","1311111","0","0","0","5.2","0","0","0","0","0","0"
"20","0","-1","0","20","0","131112","0","1","0","1311120","0","0","0","500","0","0","0","0","0","0"
"0","0","300","0","0.2","0","131121","0","2","0","1311210","0","0","0","0","2.5","0","0.05","0","0","0"
"0","0","-1","0","0.3","0","131121","0","301","0","1311211","0","0","0","0","2.5","0","0","0","0","0"
"30","0","-1","0","30","1000","131122","0","1","0","1311220","0","0","0","0","500","0","0","0","0","0"
"0.6","0","260","0","0","0","131131","0","2","0","1311310","0","0","0","0","1.65","0","0","0.1","0","0"
"0.6","0","-1","0","0","0","131131","0","261","0","1311311","0","0","0","0","2.15","0","0","0","0","0"
"0","0","-1","0","0","0","131132","0","1","0","1311320","0","0","100","0","500","0","0","0","0","0"
"0","0","260","0.05","0","0","131141","1.5","2","0","1311410","0","0","0","3.75","0","0","0","0","0","0"
"0","0","-1","0","0","0","131141","1.5","261","0","1311411","0","0","0","4.15","0","0","0","0","0","0"
"0","0","260","0.05","0","0","131151","0","2","0","1311510","0","0","1","0","4.3","0","0","0","0","0"
"0","0","-1","0","0","0","131151","0","261","0","1311511","0","0","1","0","4.7","0","0","0","0","0"
"0","0","-1","0","0.6","14.5","131161","0","2","0","1311610","0","0","0","0","0","0","0","0","0","0.2"
"0","0","260","0","0","5","131171","0","2","0","1311710","0","0","0","3.75","0","0","0","0.1","0.4","0"
"0","0","-1","0","0","5","131171","0","261","0","1311711","0","0","0","4.25","0","0","0","0","0.4","0"
"0","0","260","0","0","10","131181","0","2","0","1311810","0","0","0.75","0","3.5","0","0","0.05","0","0"
"0","0","-1","0","0","10","131181","0","261","0","1311811","0","0","0.75","0","3.75","0","0","0","0","0"
"0.5","0","260","0","0.45","1.5","131191","0","2","0","1311910","0","0","0","0","0","0","0","0.05","0","0"
"0.5","0","-1","0","0.45","3.6","131191","0","261","0","1311911","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","0","131201","1.25","2","0","1312010","0","0","0","3.7","0","0","0","0","0.5","0"
"0","0","260","0","0","0","131211","0","2","0","1312110","0","0","0","3.35","0","0","0","0.15","0","0.5"
"0","0","-1","0","0","0","131211","0","261","0","1312111","0","0","0","4.1","0","0","0","0","0","0.5"
"0.3","0","-1","0","0.2","0","131221","0","2","0","1312210","0","0","0","2.6","0","0","0","0","0","0"
"15","0","-1","0","15","300","131222","0","1","0","1312220","0","0","0","0","0","0","0","0","150","0"
"0","0","-1","0","0","0","131231","0","2","0","1312310","0","0","2","0","4.2","0","0","0","0","0"
"15","0","-1","0","18","500","131232","0","1","0","1312320","0","0","0","0","600","0","0","0","0","0"
"0","0","260","0","0","0","131241","0","2","0","1312410","0","0","1.7","0","4.1","0","0","0.05","0","0"
"0","0","-1","0","0","0","131241","0","261","0","1312411","0","0","1.7","0","4.35","0","0","0","0","0"
"0.4","0","-1","0","0.4","11","131251","0","2","0","1312510","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","0","131261","0","2","0","1312610","0","0","0","4.5","0","0","0","0","0.8","0"
"0","0","260","0","0","0","131271","0","2","0","1312710","0","0","1.25","0","3.9","0","0","0.1","0","0"
"0","0","-1","0","0","0","131271","0","261","0","1312711","0","0","1.25","0","4.4","0","0","0","0","0"
"0","0","-1","0","0","0","131281","0","2","0","1312810","0","0","1.3","0","4.35","0","0","0","0","0"
"0","0","260","0","0","0","131291","0","2","0","1312910","0","0","1.5","0","4","0","0","0.05","0","0"
"0","0","-1","0","0","0","131291","0","261","0","1312911","0","0","1.5","0","4.25","0","0","0","0","0"
"0","0","260","0.05","0.5","10.5","131301","0","2","0","1313010","0","0","0","0","0","0","0.15","0","0","0"
"0","0","300","0","0.5","13.85","131301","0","261","0","1313011","0","0","0","0","0","0","0.15","0","0","0"
"0","0","-1","0","0.7","13.85","131301","0","301","0","1313012","0","0","0","0","0","0","0","0","0","0"
"0","0","-1","0","0","0","131311","0","2","0","1313110","0","0","0.65","0","4.7","0","0","0","0","0"
"0","0","260","0","0","0","131321","0","2","0","1313210","0","0","0","4.1","0","0","0","0.1","0.4","0"
"0","0","-1","0","0","0","131321","0","261","0","1313211","0","0","0","4.6","0","0","0","0","0.4","0"
"0","0","260","0","0","0","131331","0","2","0","1313310","0","0","0","4.55","0","0","0","0.1","0","0"
"0","0","-1","0","0","0","131331","0","261","0","1313311","0","0","0","5.05","0","0","0","0","0","0"
"0","0","-1","0","0","0","131341","0","2","0","1313410","0","0","0","4.4","0","0","0","0","0.65","0"
"0.6","0","260","0","0","0","131351","0","2","0","1313510","0","0","0","1.5","0","0","0","0.1","0","0"
"0.6","0","-1","0","0","0","131351","0","261","0","1313511","0","0","0","2","0","0","0","0","0","0"
"0","0","-1","0","0","5","131361","0","2","0","1313610","0","0","0","0","4.45","0","0","0","0","0"
"0","0","260","0","0","0","131371","0","2","0","1313710","0","0","0","4","0","0","0","0.1","0.65","0"
"0","0","-1","0","0","0","131371","0","261","0","1313711","0","0","0","4.5","0","0","0","0","0.65","0"
"0","0","260","0","0","15","131381","0","2","0","1313810","0","0","0","3.2","0","0","0","0.05","0","0"
"0","0","-1","0","0","15","131381","0","261","0","1313811","0","0","0","3.45","0","0","0","0","0","0"
"0.45","0","260","0","0.45","3.75","131391","0","2","0","1313910","0","0","0","0","0","0","0","0.05","0","0"
"0.45","0","-1","0","0.45","5.85","131391","0","261","0","1313911","0","0","0","0","0","0","0","0","0","0"
"0","0","260","0","0","0","131401","0","2","0","1314010","0","0","0.6","0","4.75","0","0","0.05","0","0"
"0","0","-1","0","0","0","131401","0","261","0","1314011","0","0","0.6","0","5","0","0","0","0","0"
"0","0","-1","0","0","0","131411","0","2","0","1314110","0","0","1","0","4.7","0","0","0","0","0"
"0","0","-1","0","0","0","131421","0","2","0","1314210","0","0","0.6","0","4.9","0","0","0","0","0"
"0","0","-1","0","0","0","131431","0","2","0","1314310","0","0","0","0","3.5","0","0","0","3.75","0"
"0","0","-1","0","0","0","131441","0","2","0","1314410","0","0","0.75","0","4.6","0","0","0","0","0"
"0","0","-1","0","0","0","131451","0","2","0","1314510","0","0","0.75","0","4.25","0","0","0","0","0.3"
"0","0","260","0","0","5","131461","0","2","0","1314610","0","0","0","0","4.2","0","0","0.05","0","0"
"0","0","-1","0","0","5","131461","0","261","0","1314611","0","0","0","0","4.45","0","0","0","0","0"
"0.2","0","-1","0","0.2","0","131471","0","2","0","1314710","0","0","0","0","3.05","0","0","0","0","0"
"0","0","260","0","0","0","131501","0","2","0","1315010","0","0","0","4.25","0","0","0","0.05","0","0.3"
"0","0","-1","0","0","0","131501","0","261","0","1315011","0","0","0","4.5","0","0","0","0","0","0.3"
"0","0","260","0","0","0","131551","0","2","0","1315510","0","0","1.9","0","3.75","0","0","0.1","0","0"
"0","0","-1","0","0","0","131551","0","261","0","1315511","0","0","1.9","0","4.25","0","0","0","0","0"
"0","0","-1","0","0","0","131561","0","2","0","1315610","0","0","0","4.4","0","0","0","0","0","0.4"
"0","0","260","0.05","0","0","131571","0","2","0","1315710","0","0","0","3.6","0","0","0","0","1.2","0"
"0","0","-1","0","0","0","131571","0","261","0","1315711","0","0","0","4","0","0","0","0","1.2","0"
"0","0","-1","0","0","0","131581","0","2","0","1315810","0","0","1.2","0","4.4","0","0","0","0","0"
"0","0","260","0","0","0","131591","0","2","0","1315910","0","0","1.35","0","4.1","0","0","0.05","0","0"
"0","0","-1","0","0","0","131591","0","261","0","1315911","0","0","1.35","0","4.35","0","0","0","0","0"
"0","0","-1","0","0","0","131601","0.5","2","0","1316010","0","0","0","4.6","0","0","0","0","0","0"
