fa3bae02883175fa23224d7d3df7c2b109d47def83d3ae60b448ae0c6b0d75c8,d1c8dfc2110f5da2edc30ce99ae2d841b5248461957172f72b3e7befd8b214cc,9599763d796faada181ff59c7cec7663038dae34729b41f408ada8007aca4d1b,6d3ba714e05593844a799bc3281c3f0c8872840cd92508257564f9224a1f6914,f841d0b1573b1024677699cee52b6be7fc9565176e64b91c87d7de28cf861dc2,49b435294d45ab581587d75c763f694b3aafe202055a1b4716a9012b1aed07a7,44be8d9cd98c530ea2a657ef93f30a0c50a4b3780b1582dfc80a109775d27e89,52c63ad6ddcfb7c90a516eea1fc467fc71063e3a4046adcf5d50833729469df7,6ca3c199dee20b4415e881bbebf16217b29809bdc8e1c67af05301c4926c7298,0efc325e9eafdc7b746b39d14cb89b5c5ac16121f628165bad0a1b294bd0ae16,cc7d3780638de8bebc45a3473900f9ea31260a616533ea5a0c4bef78d338a3e0,80a0f9891bfe777a578ff2d951af70ab1b417efad1e53b85f4caa5ce9d215b41,ffa3075e1b797adb758d32b7a842c4d1369de8f6966dced0190a4db5078581d5,683ba2558801dfc259f0dbc6cbcc31d9f79ec2cf400f873c480a2440c59730ca,4d9982bb43628aa9b089a9ba123db6346d30c8a85b4e32568069841c8d526b9d,37f59ac8ac144190839df1fe43123d3804bb4218870a6170b7196c58927286cf,d5afaf297d61d787e645ddc5232100f65f17660ea60165f136a56fd5bd3d4f8e,4cbb0a99eff364a12c82ab738f575eb24bbe5b89222dee160d5dfdfc093ddd75,6d0ffe183eb5ee0cf8703ac7294c7c9dce079b818c64d88cc88c7669a08053f0
"20","100101","0","15","147","20","255","9","0","37","8017","62","2045","0","4270","203","20","1065","0"
"20","100101","0","15","157","21","255","9","0","37","8971","62","2045","0","4580","232","20","1160","0"
"20","100101","0","15","176","22","255","9","0","37","10078","62","2045","0","4790","259","20","1262","0"
"20","100101","0","15","199","23","255","9","0","37","11352","62","2045","0","4880","287","20","1343","0"
"20","100101","0","15","221","24","255","9","0","37","12783","62","2045","0","4970","308","20","1416","0"
"20","100101","0","15","247","25","255","9","0","37","14334","62","2045","0","5230","331","20","1471","0"
"20","100101","0","15","280","26","255","9","0","37","15835","62","2045","0","6835","359","20","1495","0"
"20","100101","0","15","313","27","255","9","0","37","17449","62","2045","0","8440","387","20","1513","0"
"20","100101","0","15","326","28","255","9","0","37","19454","62","2045","0","9225","400","20","1538","0"
"20","100101","0","15","341","29","255","9","0","37","21599","62","2045","0","10010","415","20","1571","0"
"20","100101","0","15","366","30","255","9","0","37","23844","62","2045","0","10270","440","20","1614","0"
"20","100101","0","15","376","31","255","9","0","37","26318","62","2045","0","10795","450","20","1657","0"
"20","100101","0","15","376","32","255","9","0","37","28948","62","2045","0","11845","450","20","1690","0"
"20","100101","0","15","387","33","255","9","0","37","31669","62","2045","0","12370","461","20","1729","0"
"20","100101","0","15","409","34","255","9","0","37","34498","62","2045","0","12370","483","20","1775","0"
"20","100101","0","15","431","35","255","9","0","37","37455","62","2045","0","12370","505","20","1821","0"
"20","100101","0","15","454","36","255","9","0","37","40512","62","2045","0","12370","528","20","1867","0"
"20","100101","0","15","478","37","255","9","0","37","43669","62","2045","0","12370","552","20","1913","0"
"20","100101","0","15","502","38","255","9","0","37","46929","62","2045","0","12370","576","20","1959","0"
"20","100101","0","15","526","39","255","9","0","37","50287","62","2045","0","12370","600","20","2005","0"
"20","100101","0","15","550","40","255","9","0","37","53771","62","2045","0","12370","624","20","2051","0"
"0","100201","0","0","2","2","0","0","23","0","0","0","75","0","55","1","0","0","0"
"0","100201","0","0","8","3","0","0","81","0","0","0","125","0","150","1","0","0","0"
"10","100201","0","0","17","4","5","0","172","0","0","0","175","0","325","4","0","0","0"
"10","100201","0","0","33","5","15","0","349","0","0","0","175","0","505","4","0","0","0"
"25","100201","0","0","52","6","15","0","522","0","0","0","175","0","1035","12","0","0","0"
"30","100201","0","0","66","7","85","0","790","0","0","0","175","0","1395","14","0","0","0"
"75","100201","0","0","88","8","85","0","1089","4","0","0","175","0","1675","19","0","0","0"
"110","100201","0","5","109","9","100","0","1389","9","0","0","175","0","2130","25","0","0","6"
"115","100201","0","10","126","10","135","0","1758","14","0","0","395","0","2490","28","0","0","30"
"129","100201","0","10","145","11","151","0","2159","14","0","0","735","0","2910","35","0","0","53"
"138","100201","0","12","171","12","177","0","2471","17","0","0","955","0","3430","56","0","0","63"
"140","100201","0","14","209","13","199","0","2705","20","0","0","1175","0","3810","94","0","0","63"
"146","100201","0","16","251","14","199","0","2982","20","0","0","1295","0","3990","133","0","0","71"
"151","100201","0","18","293","15","199","0","3310","20","0","0","1395","0","4130","168","0","0","81"
"157","100201","0","18","336","16","199","0","3658","20","0","0","1495","0","4330","208","0","0","81"
"158","100201","0","18","384","17","214","0","4008","20","0","0","1495","0","4510","250","3","0","81"
"158","100201","0","18","441","18","229","0","4353","20","0","0","1495","0","4915","295","6","0","81"
"158","100201","0","18","506","19","229","0","4719","20","0","0","1590","0","5560","349","6","0","81"
"158","100201","0","18","568","20","229","0","5176","20","0","0","1685","0","6145","406","6","0","93"
"158","100201","0","18","646","21","229","0","5618","20","0","0","1685","0","6765","472","6","0","93"
"158","100201","0","18","725","22","229","0","6142","20","0","0","1685","0","8080","541","6","0","93"
"158","100201","0","18","810","23","229","0","6707","20","0","0","1685","0","9855","619","6","0","93"
"158","100201","0","18","901","24","229","0","7347","20","0","0","1685","0","11380","704","6","0","93"
"158","100201","0","18","987","25","229","0","8212","20","0","0","1685","0","12675","784","6","0","103"
"158","100201","0","18","1062","26","229","0","9328","20","0","0","1685","0","13965","853","6","0","118"
"158","100201","0","18","1132","27","229","0","10563","20","0","0","1685","0","15535","920","6","0","128"
"158","100201","0","18","1203","28","229","0","11885","20","0","0","1685","0","17300","990","6","0","138"
"158","100201","0","18","1279","29","229","0","13290","20","0","0","1685","0","19295","1066","6","0","148"
"158","100201","0","18","1360","30","229","0","14765","20","0","0","1685","0","21525","1147","6","0","158"
"158","100201","0","18","1443","31","229","0","16312","20","0","0","1685","0","23915","1230","6","0","168"
"158","100201","0","18","1528","32","229","0","17930","20","0","0","1685","0","26460","1315","6","0","178"
"158","100201","0","18","1615","33","229","0","19645","20","0","0","1685","0","29250","1402","6","0","188"
"158","100201","0","18","1704","34","229","0","21457","20","0","0","1685","0","32450","1491","6","0","198"
"158","100201","0","18","1794","35","229","0","23342","20","0","0","1685","0","36060","1581","6","0","208"
"158","100201","0","18","1885","36","229","0","25290","20","0","0","1685","0","40010","1672","6","0","218"
"158","100201","0","18","1978","37","229","0","27300","20","0","0","1685","0","44205","1765","6","0","228"
"158","100201","0","18","2072","38","229","0","29381","20","0","0","1685","0","48640","1859","6","0","238"
"158","100201","0","18","2166","39","229","0","31528","20","0","0","1685","0","53405","1953","6","0","248"
"158","100201","0","18","2260","40","229","0","33762","20","0","0","1685","0","58600","2047","6","0","258"
"0","100301","0","0","0","2","0","0","0","0","22","0","75","0","95","2","0","0","0"
"0","100301","0","0","2","3","0","0","0","0","71","0","125","0","310","6","0","0","0"
"0","100301","0","0","4","4","10","0","0","0","176","0","155","0","685","11","0","0","0"
"5","100301","0","0","11","5","20","0","0","0","289","0","155","0","1435","20","0","0","0"
"5","100301","0","0","13","6","35","0","0","0","499","0","245","0","2300","31","0","0","0"
"5","100301","0","0","15","7","35","0","0","0","746","0","715","0","3270","43","0","0","0"
"5","100301","0","0","23","8","50","3","0","0","1040","0","715","0","4025","57","0","0","0"
"5","100301","0","0","31","9","65","7","0","9","1353","0","1115","0","4630","71","0","20","0"
"30","100301","0","0","40","10","65","12","0","18","1729","0","1115","0","4990","80","5","50","0"
"40","100301","0","0","49","11","65","17","0","18","2147","13","1115","0","5410","88","7","88","0"
"40","100301","0","0","56","12","65","17","0","21","2581","29","1115","0","6180","98","7","130","0"
"40","100301","0","0","66","13","98","17","0","24","3026","42","1115","0","6670","112","7","163","0"
"40","100301","0","0","76","14","131","17","0","24","3571","42","1115","0","7050","123","7","214","0"
"40","100301","0","0","91","15","131","17","0","24","4098","42","1115","0","7420","142","7","280","0"
"40","100301","0","0","99","16","143","17","0","24","4716","45","1115","0","7560","156","7","370","0"
"40","100301","0","0","105","17","143","17","0","24","5390","48","1115","0","7750","170","7","467","0"
"40","100301","0","0","114","18","143","17","0","24","6136","48","1115","0","8015","179","7","591","0"
"40","100301","0","0","126","19","143","17","0","24","6947","48","1115","0","8340","191","7","730","0"
"40","100301","0","0","138","20","143","17","0","24","7816","48","1115","0","8665","213","7","849","0"
"40","100301","0","0","149","21","143","17","0","24","8795","48","1115","0","8950","233","7","980","0"
"40","100301","0","0","162","22","143","17","0","24","9978","48","1115","0","9165","249","7","1098","0"
"40","100301","0","0","181","23","143","17","0","24","11268","48","1115","0","9510","273","7","1169","0"
"40","100301","0","0","203","24","143","17","0","24","12629","48","1115","0","10190","296","7","1230","0"
"40","100301","0","0","222","25","143","17","0","24","14227","48","1115","0","10710","310","7","1293","0"
"40","100301","0","0","231","26","143","17","0","24","16038","48","1115","0","11535","316","7","1332","0"
"40","100301","0","0","238","27","143","17","0","24","17934","48","1115","0","12780","321","7","1356","0"
"40","100301","0","0","245","28","143","17","0","24","19958","48","1115","0","14025","326","7","1380","0"
"40","100301","0","0","260","29","143","17","0","24","22063","48","1115","0","15210","341","7","1405","0"
"40","100301","0","0","290","30","143","17","0","24","24192","48","1115","0","16130","371","7","1431","0"
"40","100301","0","0","305","31","143","17","0","24","26550","48","1115","0","17315","386","7","1457","0"
"40","100301","0","0","305","32","143","17","0","24","29128","48","1115","0","18865","386","7","1483","0"
"40","100301","0","0","305","33","143","17","0","24","31789","48","1115","0","20515","386","7","1508","0"
"40","100301","0","0","320","34","143","17","0","24","34482","48","1115","0","22000","401","7","1532","0"
"40","100301","0","0","335","35","143","17","0","24","37354","48","1115","0","23485","416","7","1556","0"
"40","100301","0","0","351","36","143","17","0","24","40325","48","1115","0","24970","432","7","1580","0"
"40","100301","0","0","383","37","143","17","0","24","43265","48","1115","0","26290","464","7","1604","0"
"40","100301","0","0","399","38","143","17","0","24","46437","48","1115","0","27800","480","7","1628","0"
"40","100301","0","0","399","39","143","17","0","24","49834","48","1115","0","29500","480","7","1652","0"
"40","100301","0","0","406","40","143","17","0","24","53298","48","1115","0","31170","487","7","1676","0"
"0","100401","0","0","0","2","10","0","0","0","10","0","100","0","65","2","1","0","0"
"0","100401","0","0","0","3","25","0","0","0","58","0","200","0","185","5","2","0","0"
"0","100401","0","0","4","4","50","0","0","0","135","0","360","0","475","10","4","0","0"
"0","100401","0","0","10","5","80","0","0","0","243","0","520","0","985","17","7","0","0"
"0","100401","0","0","14","6","95","3","0","0","429","0","820","0","1515","25","11","0","0"
"0","100401","0","0","20","7","120","6","0","0","674","0","1425","0","1835","34","15","0","0"
"0","100401","0","0","32","8","145","6","0","9","912","0","1985","0","2735","48","15","10","0"
"0","100401","0","5","48","9","145","6","10","23","1157","0","1985","0","3480","67","22","30","0"
"15","100401","0","10","68","10","145","6","20","28","1392","0","1985","0","4330","87","27","60","0"
"35","100401","0","10","88","11","145","6","20","28","1695","3","1985","0","5030","105","32","86","0"
"55","100401","0","10","106","12","145","6","20","28","2037","6","2085","0","5430","126","39","108","0"
"55","100401","0","10","125","13","170","6","20","28","2425","6","2285","0","5630","155","41","151","0"
"57","100401","0","10","144","14","170","6","20","28","2845","6","2285","0","5830","189","41","215","0"
"57","100401","0","12","167","15","170","6","20","28","3314","9","2285","0","5830","212","43","289","0"
"57","100401","0","12","190","16","170","6","20","28","3815","17","2385","0","5830","232","45","378","0"
"57","100401","0","12","209","17","170","6","20","28","4337","22","2535","0","5930","263","45","465","0"
"57","100401","0","12","237","18","170","6","20","28","4884","22","2685","0","5990","291","50","573","0"
"57","100401","0","12","266","19","170","6","20","28","5553","22","2685","0","6085","323","52","655","0"
"57","100401","0","12","293","20","170","6","20","28","6292","22","2780","0","6185","368","52","696","0"
"57","100401","0","12","333","21","170","6","20","28","7020","22","2780","0","6430","419","52","740","0"
"57","100401","0","12","383","22","170","6","20","28","7888","22","2780","0","6660","468","52","788","0"
"57","100401","0","12","428","23","170","6","20","28","8928","22","2780","0","7065","519","52","817","0"
"57","100401","0","12","474","24","170","6","20","28","10110","22","2780","0","7385","566","52","835","0"
"57","100401","0","12","523","25","170","6","20","28","11440","22","2780","0","7705","611","52","867","0"
"57","100401","0","12","576","26","170","6","20","28","12898","22","2780","0","8000","656","52","902","0"
"57","100401","0","12","624","27","170","6","20","28","14495","22","2780","0","8455","697","52","929","0"
"57","100401","0","12","669","28","170","6","20","28","16211","22","2780","0","9000","740","52","963","0"
"57","100401","0","12","751","29","170","6","20","28","17592","22","2780","0","10655","822","52","986","0"
"57","100401","0","12","842","30","170","6","20","28","18978","22","2780","0","12805","913","52","1000","0"
"57","100401","0","12","925","31","170","6","20","28","20529","22","2780","0","15175","996","52","1014","0"
"57","100401","0","12","995","32","170","6","20","28","22273","22","2780","0","17965","1066","52","1027","0"
"57","100401","0","12","1061","33","170","6","20","28","24101","22","2780","0","21205","1132","52","1039","0"
"57","100401","0","12","1143","34","170","6","20","28","25905","22","2780","0","24690","1214","52","1051","0"
"57","100401","0","12","1226","35","170","6","20","28","27832","22","2780","0","28585","1297","52","1063","0"
"57","100401","0","12","1310","36","170","6","20","28","29820","22","2780","0","32820","1381","52","1075","0"
"57","100401","0","12","1411","37","170","6","20","28","31739","22","2780","0","37135","1482","52","1087","0"
"57","100401","0","12","1497","38","170","6","20","28","33853","22","2780","0","41880","1568","52","1099","0"
"57","100401","0","12","1567","39","170","6","20","28","36155","22","2780","0","47145","1638","52","1111","0"
"57","100401","0","12","1644","40","170","6","20","28","38497","22","2780","0","52610","1715","52","1123","0"
"0","100501","0","0","0","2","0","0","0","0","12","0","125","0","80","4","0","0","0"
"0","100501","0","0","0","3","0","0","0","0","49","0","225","0","350","8","1","0","0"
"0","100501","0","0","3","4","15","0","0","0","110","0","275","0","880","17","1","0","0"
"0","100501","0","0","11","5","15","0","0","0","173","0","275","0","1660","28","7","0","0"
"0","100501","0","0","19","6","15","3","0","0","265","0","275","0","2925","48","7","0","0"
"0","100501","0","0","29","7","40","6","0","0","476","0","275","0","3595","66","7","0","0"
"0","100501","0","0","49","8","40","10","0","0","615","0","575","0","4800","87","7","0","0"
"15","100501","0","0","72","9","40","14","10","5","788","0","1025","0","5635","104","12","0","0"
"15","100501","0","0","94","10","65","17","20","10","1027","5","1325","0","6415","125","12","0","0"
"25","100501","0","0","112","11","65","20","20","10","1305","10","1625","0","7295","148","12","30","0"
"35","100501","0","0","136","12","65","20","20","12","1564","10","1875","0","8135","178","12","80","0"
"37","100501","0","0","160","13","65","20","20","17","1861","10","2095","0","8655","214","12","126","0"
"39","100501","0","2","189","14","71","20","20","17","2191","10","2215","0","9045","249","12","162","0"
"39","100501","0","4","219","15","77","20","20","17","2575","10","2315","0","9235","280","14","202","0"
"39","100501","0","4","260","16","89","20","20","17","2930","10","2415","0","9365","319","14","236","0"
"39","100501","0","4","312","17","89","20","20","17","3244","14","2415","0","9655","357","17","280","0"
"39","100501","0","4","371","18","89","20","20","17","3595","18","2415","0","9935","394","20","352","0"
"39","100501","0","4","428","19","89","20","20","17","4029","18","2510","0","10305","443","20","409","0"
"39","100501","0","4","489","20","89","20","20","17","4501","18","2605","0","10590","498","25","436","0"
"39","100501","0","4","559","21","89","20","20","17","5022","18","2605","0","10800","554","30","488","0"
"39","100501","0","4","622","22","89","20","20","17","5725","18","2605","0","11290","612","30","587","0"
"39","100501","0","4","685","23","89","20","20","17","6562","18","2605","0","11605","681","30","681","0"
"39","100501","0","4","756","24","89","20","20","17","7465","18","2605","0","11925","754","30","746","0"
"39","100501","0","4","831","25","89","20","20","17","8484","18","2605","0","12540","825","30","813","0"
"39","100501","0","4","910","26","89","20","20","17","9621","18","2605","0","13290","896","30","864","0"
"39","100501","0","4","985","27","89","20","20","17","10886","18","2605","0","14290","964","30","892","0"
"39","100501","0","4","1064","28","89","20","20","17","11991","18","2605","0","17330","1041","30","911","0"
"39","100501","0","4","1153","29","89","20","20","17","12893","18","2605","0","22690","1130","30","921","0"
"39","100501","0","4","1247","30","89","20","20","17","13832","18","2605","0","28565","1224","30","931","0"
"39","100501","0","4","1345","31","89","20","20","17","14808","18","2605","0","34730","1322","30","941","0"
"39","100501","0","4","1446","32","89","20","20","17","15821","18","2605","0","41265","1423","30","951","0"
"39","100501","0","4","1549","33","89","20","20","17","16891","18","2605","0","48415","1526","30","961","0"
"39","100501","0","4","1654","34","89","20","20","17","18018","18","2605","0","56345","1631","30","971","0"
"39","100501","0","4","1760","35","89","20","20","17","19183","18","2605","0","64985","1737","30","981","0"
"39","100501","0","4","1867","36","89","20","20","17","20385","18","2605","0","74185","1844","30","991","0"
"39","100501","0","4","1976","37","89","20","20","17","21624","18","2605","0","83850","1953","30","1001","0"
"39","100501","0","4","2086","38","89","20","20","17","22900","18","2605","0","94005","2063","30","1011","0"
"39","100501","0","4","2196","39","89","20","20","17","24213","18","2605","0","104695","2173","30","1021","0"
"39","100501","0","4","2306","40","89","20","20","17","25583","18","2605","0","115995","2283","30","1031","0"
"0","100601","0","0","2","2","0","0","23","0","0","0","75","0","55","1","0","0","0"
"0","100601","0","0","7","3","0","0","78","0","0","0","150","0","150","2","0","0","0"
"10","100601","0","0","16","4","5","0","169","0","0","0","200","0","325","5","0","0","0"
"10","100601","0","0","32","5","15","0","322","0","0","0","200","0","625","7","0","0","0"
"25","100601","0","0","51","6","15","0","495","0","0","0","200","0","1155","15","0","0","0"
"30","100601","0","0","69","7","50","0","724","0","26","0","200","0","1515","22","0","0","0"
"60","100601","0","0","93","8","85","0","960","4","26","0","200","0","2115","29","0","0","0"
"95","100601","0","5","120","9","85","0","1224","9","26","0","200","0","2650","40","0","0","0"
"105","100601","0","10","143","10","85","0","1549","14","26","0","420","0","3240","50","0","0","13"
"119","100601","0","10","167","11","101","0","1880","14","26","0","640","0","3840","66","0","0","28"
"135","100601","0","17","192","12","111","0","2215","17","26","0","760","0","4200","79","0","0","43"
"135","100601","0","19","217","13","121","0","2582","17","26","0","980","0","4640","102","0","0","69"
"137","100601","0","19","250","14","133","0","2954","17","26","0","1220","0","4760","130","0","0","93"
"146","100601","0","21","282","15","133","0","3356","17","26","0","1220","0","4990","157","0","0","109"
"152","100601","0","21","316","16","133","0","3805","17","26","0","1320","0","5140","183","0","0","129"
"153","100601","0","21","353","17","158","0","4258","17","26","0","1320","0","5260","216","0","0","144"
"153","100601","0","21","397","18","173","0","4708","17","26","0","1320","0","5665","248","3","0","169"
"153","100601","0","21","447","19","173","0","5206","17","26","0","1320","0","6310","287","3","0","193"
"153","100601","0","21","493","20","173","0","5797","17","26","0","1415","0","6860","327","3","0","240"
"153","100601","0","21","543","21","173","0","6452","17","26","0","1515","0","7370","370","3","0","288"
"153","100601","0","21","603","22","173","0","7171","17","26","0","1515","0","8370","420","3","0","318"
"153","100601","0","21","672","23","173","0","7937","17","26","0","1515","0","10145","474","3","0","318"
"153","100601","0","21","738","24","173","0","8818","17","26","0","1515","0","11670","533","3","0","333"
"153","100601","0","21","798","25","173","0","9964","17","26","0","1515","0","12670","587","3","0","355"
"153","100601","0","21","847","26","173","0","11385","17","26","0","1515","0","13505","630","3","0","377"
"153","100601","0","21","890","27","173","0","12944","17","26","0","1515","0","14530","670","3","0","394"
"153","100601","0","21","933","28","173","0","14609","17","26","0","1515","0","15675","712","3","0","411"
"153","100601","0","21","979","29","173","0","16394","17","26","0","1515","0","16895","758","3","0","429"
"153","100601","0","21","1029","30","173","0","18267","17","26","0","1515","0","18270","808","3","0","447"
"153","100601","0","21","1080","31","173","0","20231","17","26","0","1515","0","19725","859","3","0","465"
"153","100601","0","21","1132","32","173","0","22285","17","26","0","1515","0","21260","911","3","0","483"
"153","100601","0","21","1186","33","173","0","24455","17","26","0","1515","0","22870","965","3","0","500"
"153","100601","0","21","1241","34","173","0","26760","17","26","0","1515","0","24650","1020","3","0","517"
"153","100601","0","21","1297","35","173","0","29157","17","26","0","1515","0","26670","1076","3","0","534"
"153","100601","0","21","1354","36","173","0","31636","17","26","0","1515","0","28860","1133","3","0","551"
"153","100601","0","21","1412","37","173","0","34195","17","26","0","1515","0","31220","1191","3","0","568"
"153","100601","0","21","1471","38","173","0","36844","17","26","0","1515","0","33655","1250","3","0","585"
"153","100601","0","21","1530","39","173","0","39578","17","26","0","1515","0","36255","1309","3","0","602"
"153","100601","0","21","1589","40","173","0","42417","17","26","0","1515","0","39120","1368","3","0","619"
"0","100701","0","0","0","2","0","0","0","0","6","0","100","0","80","3","2","0","0"
"0","100701","0","0","0","3","0","0","0","0","46","0","200","0","200","10","3","0","0"
"0","100701","0","0","5","4","0","0","0","0","94","0","360","0","550","20","7","0","0"
"0","100701","0","0","11","5","0","0","0","0","190","0","520","0","1060","35","10","0","0"
"0","100701","0","0","19","6","0","0","0","0","323","0","890","0","1740","53","14","0","0"
"0","100701","0","0","34","7","0","0","0","0","480","0","1260","0","2330","76","18","0","0"
"0","100701","0","0","50","8","0","0","0","0","593","0","1585","0","3510","97","28","0","0"
"0","100701","0","0","70","9","0","0","10","5","790","0","1585","0","4255","124","35","5","0"
"0","100701","0","0","90","10","0","0","20","13","1035","0","1585","0","5065","152","36","20","0"
"20","100701","0","0","110","11","0","0","20","16","1296","0","1585","0","5765","177","41","40","0"
"40","100701","0","0","132","12","0","0","20","16","1558","10","1685","0","6265","205","48","50","0"
"42","100701","0","0","165","13","0","0","20","16","1786","20","1785","0","6785","245","52","50","0"
"44","100701","0","2","204","14","0","2","20","16","2066","20","1785","0","7005","285","54","60","0"
"44","100701","0","4","239","15","0","4","20","16","2455","20","1885","0","7005","317","56","70","0"
"44","100701","0","4","269","16","0","4","20","16","2857","25","1985","0","7205","357","56","82","0"
"44","100701","0","4","296","17","0","4","20","16","3253","30","2135","0","7715","401","59","82","0"
"44","100701","0","4","334","18","0","4","20","16","3721","30","2285","0","8025","439","64","94","0"
"44","100701","0","4","375","19","0","4","20","16","4301","30","2380","0","8025","484","66","116","0"
"44","100701","0","4","419","20","0","4","20","16","4938","30","2475","0","8060","536","66","136","0"
"44","100701","0","4","486","21","0","4","20","16","5511","30","2475","0","8205","590","71","148","0"
"44","100701","0","4","552","22","0","4","20","16","6189","30","2475","0","8695","656","71","188","0"
"44","100701","0","4","622","23","0","4","20","16","6953","30","2475","0","9010","742","71","188","0"
"44","100701","0","4","697","24","0","4","20","16","7793","30","2475","0","9330","830","71","188","0"
"44","100701","0","4","772","25","0","4","20","16","8782","30","2475","0","9945","912","71","205","0"
"44","100701","0","4","851","26","0","4","20","16","9897","30","2475","0","10695","990","71","231","0"
"44","100701","0","4","926","27","0","4","20","16","11147","30","2475","0","11695","1062","71","249","0"
"44","100701","0","4","1007","28","0","4","20","16","12226","30","2475","0","14735","1143","71","258","0"
"44","100701","0","4","1094","29","0","4","20","16","13384","30","2475","0","18005","1230","71","267","0"
"44","100701","0","4","1186","30","0","4","20","16","14579","30","2475","0","21790","1322","71","276","0"
"44","100701","0","4","1288","31","0","4","20","16","15520","30","2475","0","27955","1424","71","276","0"
"44","100701","0","4","1393","32","0","4","20","16","16499","30","2475","0","34490","1529","71","276","0"
"44","100701","0","4","1500","33","0","4","20","16","17534","30","2475","0","41640","1636","71","276","0"
"44","100701","0","4","1609","34","0","4","20","16","18625","30","2475","0","49570","1745","71","276","0"
"44","100701","0","4","1719","35","0","4","20","16","19754","30","2475","0","58210","1855","71","276","0"
"44","100701","0","4","1830","36","0","4","20","16","20920","30","2475","0","67410","1966","71","276","0"
"44","100701","0","4","1943","37","0","4","20","16","22123","30","2475","0","77075","2079","71","276","0"
"44","100701","0","4","2057","38","0","4","20","16","23364","30","2475","0","87230","2193","71","276","0"
"44","100701","0","4","2171","39","0","4","20","16","24643","30","2475","0","97920","2307","71","276","0"
"44","100701","0","4","2285","40","0","4","20","16","25978","30","2475","0","109220","2421","71","276","0"
"0","100801","0","0","2","2","0","0","23","0","0","0","75","0","55","1","0","0","0"
"0","100801","0","0","7","3","0","0","78","0","0","0","150","0","150","2","0","0","0"
"10","100801","0","0","16","4","5","0","169","0","0","0","200","0","325","5","0","0","0"
"10","100801","0","0","32","5","15","0","322","0","0","0","200","0","625","7","0","0","0"
"25","100801","0","0","51","6","15","0","495","0","0","0","200","0","1155","15","0","0","0"
"30","100801","0","0","69","7","50","0","724","0","26","0","200","0","1515","22","0","0","0"
"75","100801","0","0","91","8","50","0","1003","4","52","0","200","0","1680","29","0","0","0"
"110","100801","0","5","118","9","50","0","1267","9","52","0","200","0","2215","40","0","0","0"
