2cf04e19befbf79a40ed4d7b02d08968f2e902a27f9b1b1852d0a4a694c969d8,829853fbbd4db10e59b9b41b5f1e7f98b038aa89d6f3ca07ad28348adf1f47a9,653539159d4e8223137a936aa0b550c0234faac5d893b68c6040a706e0955932,afef09560995bfda6270c6c7400c53fc5d49f8d6108a68eb3a4cd4d859d203d6,d381e41eabb192806481de7e7b811ef4b183efb8ecbb8cbc93d73ffcb3176697,3ebc98f744404cb704028d185f197d3a4180931b569d31f31a3e9a4a3733685d,5d607ea42f018afae0ecac2e68d0da2aaada0c11f87c5d35cf80d062e4cdedf2,7cf61805560ba0eb8254326bb933b81057a8a511c423edd3602b2ffcb26c63fa,81d6d1f4c699e7c0d3ad91cf5505c38e71889ca8cba75db634239646b98e709b,b82e0e37a4fc070d0c065e03e3ba7533dab48ede502613a88df0262e86eeaabd,2d72a5fc42503f16e330c025b71dbcee98e3956ce32dc45286fda78efce8f6e5
"3","1","1","cgg_idle_nod","","0.2","","","","101","101022"
"3","106011","1","cgg_talk_bitter","","0.2","","","","101","101023"
"91","101018","","","","","","","","101","101024"
"93","0.5","","0","","","","","","101","101025"
"3","1","1","cgg_idle_normal","","0.2","","","","101","101026"
"3","106011","1","cgg_idle_def","","0.2","","","","101","101027"
"3","105811","1","cgg_idle_joy2","","0.2","","","","101","101028"
"12","105811","1.4","10","","0.2","","","","101","101029"
"93","3","","0","","","","","","101","101030"
"3","105811","1","cgg_idle_def","","0.2","","","","101","101031"
"3","106011","1","cgg_talk_surprise_dere","","0.2","","","","101","101032"
"12","106011","1.4","8","","0.2","","","","101","101033"
"93","3","","0","","","","","","101","101034"
"3","106011","1","cgg_idle_def","","0.2","","","","101","101035"
"3","1","0","cgg_surprise1","1","0.2","cgg_idle_surprise1","0","","101","101036"
"12","1","1.4","4","","0.2","","","","101","101037"
"93","3","","0","","","","","","101","101038"
"101","101026","","0","","","","","","101","101039"
"22","0","","0.5","","","","","","101","101040"
"6","1","1","1","0","0.1","1","0","","101","101041"
"6","105811","1","1","0","0.1","1","0","","101","101042"
"6","106011","1","1","0","0.1","1","0","","101","101043"
"93","0.1","","0","","","","","","101","101044"
"3","1","1","cgg_idle_normal","","0","","","","101","101045"
"3","105811","1","cgg_idle_def","","0","","","","101","101046"
"3","106011","1","cgg_idle_def","","0","","","","101","101047"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","102","102001"
"1","1","100","105911","-230","1.6","375","1","cgg_idle_def","102","102002"
"1","1","101","106411","-230","1.6","490","1","cgg_idle_def","102","102003"
"6","1","1","1","1","0.1","1","0","","102","102004"
"6","105911","1","1","1","0.1","1","0","","102","102005"
"6","106411","1","1","1","0.1","1","0","","102","102006"
"93","0.2","","0","","","","","","102","102007"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_2_003","","","0","","","102","102008"
"11","105911","5","ライブ会場に到着です\n随分と大きくて\n開放的ですね…","0","0","0","0","0","102","102009"
"3","1","1","cgg_idle_surprise1","","0.2","","","","102","102010"
"3","105911","0","cgg_lookup","","0.2","","","","102","102011"
"93","2.6","","0","","","","","","102","102012"
"3","105911","1","cgg_talk_wish_surprise","","0.2","","","","102","102013"
"91","102009","","","","","","","","102","102014"
"3","105911","1","cgg_idle_def","","0.4","","","","102","102015"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_2_004","","","0","","","102","102016"
"11","106411","5","カルミナのライブ……\nふふっ、楽しみね。\nあ、ちょっとグッズを\n見てきていいかしら。","0","0","0","0","0","102","102017"
"3","1","1","cgg_idle_reaction1","","0.2","","","","102","102018"
"3","106411","1","cgg_talk_surprise1","","0.2","","","","102","102019"
"93","2.6","","0","","","","","","102","102020"
"3","1","0","cgg_talk_nod","1","0.2","cgg_idle_nod","0","","102","102021"
"3","106411","1","cgg_talk_joy3_blink","","0.2","","","","102","102022"
"93","3.2","","0","","","","","","102","102023"
"3","1","1","cgg_idle_reaction5","","0.2","","","","102","102024"
"3","106411","1","cgg_talk_normal","","0.2","","","","102","102025"
"91","102017","","","","","","","","102","102026"
"93","0.5","","0","","","","","","102","102027"
"3","106411","1","cgg_idle_def","","0.2","","","","102","102028"
"3","1","1","cgg_idle_normal","","0.2","","","","102","102029"
"3","105911","1","cgg_talk_joy3_blink","","0.2","","","","102","102030"
"12","105911","1.4","10","","0.2","","","","102","102031"
"93","3","","0","","","","","","102","102032"
"3","105911","1","cgg_idle_def","","0.2","","","","102","102033"
"3","106411","1","cgg_talk_joy1","","0.2","","","","102","102034"
"12","106411","1.4","11","","0.2","","","","102","102035"
"93","3","","0","","","","","","102","102036"
"3","106411","1","cgg_idle_def","","0.2","","","","102","102037"
"3","1","1","cgg_idle_surprise3","","0.2","","","","102","102038"
"12","1","1.4","6","","0.2","","","","102","102039"
"93","3","","0","","","","","","102","102040"
"101","102029","","0","","","","","","102","102041"
"22","0","","0.5","","","","","","102","102042"
"6","1","1","1","0","0.1","1","0","","102","102043"
"6","105911","1","1","0","0.1","1","0","","102","102044"
"6","106411","1","1","0","0.1","1","0","","102","102045"
"93","0.1","","0","","","","","","102","102046"
"3","1","1","cgg_idle_normal","","0","","","","102","102047"
"3","105911","1","cgg_idle_def","","0","","","","102","102048"
"3","106411","1","cgg_idle_def","","0","","","","102","102049"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","103","103001"
"1","1","100","100211","-230","1.6","375","1","cgg_idle_def","103","103002"
"1","1","101","100111","-230","1.6","490","1","cgg_idle_def","103","103003"
"6","1","1","1","1","0.1","1","0","","103","103004"
"6","100211","1","1","1","0.1","1","0","","103","103005"
"6","100111","1","1","1","0.1","1","0","","103","103006"
"93","0.2","","0","","","","","","103","103007"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_3_005","","","0","","","103","103008"
"11","100211","6","次は何が出るのかな？\n楽しみだね、\nヒヨリちゃん","0","0","0","0","0","103","103009"
"3","1","1","cgg_idle_surprise1","","0.2","","","","103","103010"
"3","100211","1","cgg_talk_wish","","0.2","","","","103","103011"
"93","2.4","","0","","","","","","103","103012"
"3","100211","1","cgg_talk_joy3","","0.2","","","","103","103013"
"91","103009","","","","","","","","103","103014"
"3","100211","1","cgg_idle_def","","0.2","","","","103","103015"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_3_006","","","0","","","103","103016"
"11","100111","5","そうだねユイちゃん！\nよーっし、どんどん\n回しまくるよー！\nぐるぐるぐるー♪","0","0","0","0","0","103","103017"
"3","1","1","cgg_idle_reaction5","","0.2","","","","103","103018"
"3","100111","1","cgg_talk_joy1","","0.2","","","","103","103019"
"93","2.5","","0","","","","","","103","103020"
"3","100111","0","cgg_talk_guts_NoBlink","1","0.2","cgg_idle_guts","0","","103","103021"
"93","4","","0","","","","","","103","103022"
"3","1","0","cgg_joy","1","0.2","cgg_idle_reaction3","0.2","","103","103023"
"3","100111","1","cgg_talk_joy2","","0.2","","","","103","103024"
"91","103017","","","","","","","","103","103025"
"93","0.7","","0","","","","","","103","103026"
"3","1","1","cgg_idle_normal","","0.2","","","","103","103027"
"3","100111","1","cgg_idle_def","","0.2","","","","103","103028"
"3","100211","1","cgg_idle_bitter3","","0.2","","","","103","103029"
"12","100211","1.4","1","","0.2","","","","103","103030"
"93","3","","0","","","","","","103","103031"
"3","100211","1","cgg_idle_def","","0.2","","","","103","103032"
"3","1","0","cgg_talk_handsup","1","0.2","cgg_idle_reaction1","0.2","","103","103033"
"12","1","1.4","10","","0.2","","","","103","103034"
"93","3","","0","","","","","","103","103035"
"3","1","1","cgg_idle_normal","","0.2","","","","103","103036"
"3","100111","1","cgg_idle_joy3","","0.2","","","","103","103037"
"12","100111","1.4","6","","0.2","","","","103","103038"
"93","3","","0","","","","","","103","103039"
"101","103028","","0","","","","","","103","103040"
"22","0","","0.5","","","","","","103","103041"
"6","1","1","1","0","0.1","1","0","","103","103042"
"6","100211","1","1","0","0.1","1","0","","103","103043"
"6","100111","1","1","0","0.1","1","0","","103","103044"
"93","0.1","","0","","","","","","103","103045"
"3","1","1","cgg_idle_normal","","0","","","","103","103046"
"3","100211","1","cgg_idle_def","","0","","","","103","103047"
"3","100111","1","cgg_idle_def","","0","","","","103","103048"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","104","104001"
"1","1","100","100111","-230","1.6","375","1","cgg_idle_def","104","104002"
"1","1","101","100311","-230","1.6","490","1","cgg_idle_def","104","104003"
"6","1","1","1","1","0.1","1","0","","104","104004"
"6","100111","1","1","1","0.1","1","0","","104","104005"
"6","100311","1","1","1","0.1","1","0","","104","104006"
"93","0.2","","0","","","","","","104","104007"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_4_007","","","0","","","104","104008"
"11","100111","5","ねーねーレイさん、\nもっかい引いていい？","0","0","0","0","0","104","104009"
"3","1","1","cgg_idle_reaction2","","0.2","","","","104","104010"
"3","100111","1","cgg_talk_joy3_dere","","0.2","","","","104","104011"
"93","2.7","","0","","","","","","104","104012"
"3","1","0","cgg_talk_guts2","1","0.2","cgg_idle_guts2","0","","104","104013"
"3","100111","1","cgg_talk_normal_dere2","","0.2","","","","104","104014"
"91","104009","","","","","","","","104","104015"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_4_008","","","0","","","104","104016"
"11","100311","5","ダメだよヒヨリ。\n次は私の番なんだから\n…ふふ、意外に夢中に\nなってしまうね","0","0","0","0","0","104","104017"
"3","1","1","cgg_idle_reaction2","","0.2","","","","104","104018"
"3","100311","0","cgg_No","1","0.2","cgg_idle_def","0","","104","104019"
"93","0.8","","0","","","","","","104","104020"
"3","100111","1","cgg_idle_surprise2","","0.2","","","","104","104021"
"93","0.9","","0","","","","","","104","104022"
"3","1","0","cgg_surprise2","1","0.2","cgg_idle_surprise2","0","","104","104023"
"3","100311","0","cgg_talk_arm_crossed2","1","0.2","cgg_idle_arm_crossed2","0","","104","104024"
"93","2.5","","0","","","","","","104","104025"
"3","100311","1","cgg_idle_bitter","","0.2","","","","104","104026"
"93","2","","0","","","","","","104","104027"
"3","1","0","cgg_talk_nod","1","0.2","cgg_idle_nod","0","","104","104028"
"91","104017","","","","","","","","104","104029"
"93","0.5","","0","","","","","","104","104030"
"3","100311","1","cgg_idle_def","","0.2","","","","104","104031"
"3","1","1","cgg_idle_normal","","0.2","","","","104","104032"
"3","100111","1","cgg_idle_anger","","0.2","","","","104","104033"
"12","100111","1.4","17","","0.2","","","","104","104034"
"93","3","","0","","","","","","104","104035"
"3","100111","1","cgg_idle_def","","0.2","","","","104","104036"
"3","100311","1","cgg_idle_bitter4","","0.2","","","","104","104037"
"12","100311","1.4","2","","0.2","","","","104","104038"
"93","3","","0","","","","","","104","104039"
"3","100311","1","cgg_idle_def","","0.2","","","","104","104040"
"3","1","1","cgg_idle_surprise2","","0.2","","","","104","104041"
"12","1","1.4","1","","0.2","","","","104","104042"
"93","3","","0","","","","","","104","104043"
"101","104032","","0","","","","","","104","104044"
"22","0","","0.5","","","","","","104","104045"
"6","1","1","1","0","0.1","1","0","","104","104046"
"6","100111","1","1","0","0.1","1","0","","104","104047"
"6","100311","1","1","0","0.1","1","0","","104","104048"
"93","0.1","","0","","","","","","104","104049"
"3","1","1","cgg_idle_normal","","0","","","","104","104050"
"3","100111","1","cgg_idle_def","","0","","","","104","104051"
"3","100311","1","cgg_idle_def","","0","","","","104","104052"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","105","105001"
"1","1","100","100211","-230","1.6","375","1","cgg_idle_def","105","105002"
"1","1","101","105811","-230","1.6","490","1","cgg_idle_def","105","105003"
"6","1","1","1","1","0.1","1","0","","105","105004"
"6","100211","1","1","1","0.1","1","0","","105","105005"
"6","105811","1","1","1","0.1","1","0","","105","105006"
"93","0.2","","0","","","","","","105","105007"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_5_009","","","0","","","105","105008"
"11","100211","7","グッズは種類が\nいっぱいあるから\n全種類揃えるまで\n頑張ろうね！","0","0","0","0","0","105","105009"
"3","1","1","cgg_idle_reaction1","","0.2","","","","105","105010"
"3","100211","1","cgg_talk_normal","","0.2","","","","105","105011"
"93","2.4","","0","","","","","","105","105012"
"3","100211","1","cgg_talk_joy3","","0.2","","","","105","105013"
"93","1.1","","0","","","","","","105","105014"
"3","1","0","cgg_talk_handsup","1","0.2","cgg_idle_reaction1","0.2","","105","105015"
"91","105009","","","","","","","","105","105016"
"3","100211","1","cgg_idle_def","","0.2","","","","105","105017"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_5_010","","","0","","","105","105018"
"11","105811","6","集めたグッズは\n棚に飾って、あとで\nじっくり鑑賞です♪\nやばいですね☆","0","0","0","0","0","105","105019"
"3","1","0","cgg_talk_arm_crossed","0","0.2","cgg_idle_arm_crossed","0","","105","105020"
"3","105811","1","cgg_talk_joy1","","0.2","","","","105","105021"
"93","5","","0","","","","","","105","105022"
"3","1","0","cgg_talk_guts2","1","0.2","cgg_idle_guts2","0","","105","105023"
"3","105811","0","cgg_jump_def_N","1","0.2","cgg_idle_def","0.2","","105","105024"
"91","105019","","","","","","","","105","105025"
"93","0.5","","0","","","","","","105","105026"
"3","1","1","cgg_idle_normal","","0.2","","","","105","105027"
"3","100211","1","cgg_talk_joy3","","0.2","","","","105","105028"
"12","100211","1.4","10","","0.2","","","","105","105029"
"93","3","","0","","","","","","105","105030"
"3","100211","1","cgg_idle_def","","0.2","","","","105","105031"
"3","105811","0","cgg_talk_guts_anger","1","0.2","cgg_idle_guts_anger","0","","105","105032"
"12","105811","1.4","4","","0.2","","","","105","105033"
"93","3","","0","","","","","","105","105034"
"3","105811","1","cgg_idle_def","","0.2","","","","105","105035"
"3","1","0","cgg_talk_guts2","1","0.2","cgg_idle_guts2","0","","105","105036"
"12","1","1.4","7","","0.2","","","","105","105037"
"93","3","","0","","","","","","105","105038"
"101","105027","","0","","","","","","105","105039"
"22","0","","0.5","","","","","","105","105040"
"6","1","1","1","0","0.1","1","0","","105","105041"
"6","100211","1","1","0","0.1","1","0","","105","105042"
"6","105811","1","1","0","0.1","1","0","","105","105043"
"93","0.1","","0","","","","","","105","105044"
"3","1","1","cgg_idle_normal","","0","","","","105","105045"
"3","100211","1","cgg_idle_def","","0","","","","105","105046"
"3","105811","1","cgg_idle_def","","0","","","","105","105047"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","106","106001"
"1","1","100","110911","-230","1.6","420","1","cgg_idle_def","106","106002"
"6","1","1","1","1","0.1","1","0","","106","106003"
"6","110911","1","1","1","0.1","1","0","","106","106004"
"93","0.2","","0","","","","","","106","106005"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_6_011","","","0","","","106","106006"
"11","110911","6","え…うそでしょ先輩…\nカルミナグッズまだ\nフルコンしてないとか\nありえないんですけど","0","0","0","0","0","106","106007"
"3","1","1","cgg_idle_reaction2","","0.2","","","","106","106008"
"3","110911","0","cgg_shock","","0.2","","","","106","106009"
"93","1","","0","","","","","","106","106010"
"3","110911","1","cgg_idle_bitter2","","0.2","","","","106","106011"
"93","4.2","","0","","","","","","106","106012"
"3","1","0","cgg_shock","1","0.2","cgg_idle_shock","0","","106","106013"
"91","106007","","","","","","","","106","106014"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_6_012","","","0","","","106","106015"
"11","110911","6","いい加減にして下さい\n呑気に一般美少女と\n話してる暇があったら\nほら、早く回す！","0","0","0","0","0","106","106016"
"3","110911","1","cgg_talk_tsun_pain","1","0.2","","0","","106","106017"
"93","0.7","","0","","","","","","106","106018"
"3","1","0","cgg_surprise2","1","0.2","cgg_idle_surprise2","0","","106","106019"
"93","1.3","","0","","","","","","106","106020"
"3","110911","1","cgg_talk_joy1_sad","1","0.2","","0","","106","106021"
"93","3","","0","","","","","","106","106022"
"3","110911","0","cgg_talk_guts_anger","1","0.2","cgg_idle_guts_anger","","","106","106023"
"93","0.7","","0","","","","","","106","106024"
"3","1","0","cgg_talk_guts2","1","0.2","cgg_idle_guts2","0","","106","106025"
"91","106016","","","","","","","","106","106026"
"93","0.5","","0","","","","","","106","106027"
"3","110911","1","cgg_idle_def","","0.2","","","","106","106028"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","106","106029"
"12","1","1.4","6","","0.2","","","","106","106030"
"93","3","","0","","","","","","106","106031"
"3","1","1","cgg_idle_normal","","0.2","","","","106","106032"
"3","110911","0","cgg_talk_guts_anger","1","0.2","cgg_idle_guts_anger","0","","106","106033"
"12","110911","1.4","11","","0.2","","","","106","106034"
"93","3","","0","","","","","","106","106035"
"3","110911","1","cgg_idle_def","","0.2","","","","106","106036"
"3","1","0","cgg_surprise1","1","0.2","cgg_idle_surprise1","0","","106","106037"
"12","1","1.4","4","","0.2","","","","106","106038"
"93","3","","0","","","","","","106","106039"
"3","1","1","cgg_idle_normal","","0.2","","","","106","106040"
"3","110911","1","cgg_talk_joy3_blink","","0.2","","","","106","106041"
"12","110911","1.4","10","","0.2","","","","106","106042"
"93","3","","0","","","","","","106","106043"
"101","106028","","0","","","","","","106","106044"
"22","0","","0.5","","","","","","106","106045"
"6","1","1","1","0","0.1","1","0","","106","106046"
"6","110911","1","1","0","0.1","1","0","","106","106047"
"93","0.1","","0","","","","","","106","106048"
"3","1","1","cgg_idle_normal","","0","","","","106","106049"
"3","110911","1","cgg_idle_def","","0","","","","106","106050"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","201","201001"
"1","1","100","100411","-230","1.6","420","1","cgg_idle_def","201","201002"
"6","1","1","1","1","0.1","1","0","","201","201003"
"6","100411","1","1","1","0.1","1","0","","201","201004"
"93","0.2","","0","","","","","","201","201005"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_7_013","","","0","","","201","201006"
"11","100411","7","ねぇねぇにいちゃん！\nグッズが半分くらい\n集まってるよ！\nあとちょっとだね！","0","0","0","0","0","201","201007"
"3","1","1","cgg_idle_reaction2","","0.2","","","","201","201008"
"3","100411","1","cgg_talk_joy1_normal","","0.2","","","","201","201009"
"93","1.3","","0","","","","","","201","201010"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","201","201011"
"3","100411","1","cgg_talk_surprise_kira","","0.2","","","","201","201012"
"93","2.7","","0","","","","","","201","201013"
"3","1","0","cgg_talk_handsup","1","0.2","cgg_idle_reaction1","0.2","","201","201014"
"3","100411","0","cgg_talk_guts","1","0.2","cgg_idle_guts","0","","201","201015"
"91","201007","","","","","","","","201","201016"
"93","0.5","","0","","","","","","201","201017"
"3","100411","1","cgg_idle_def","","0.2","","","","201","201018"
"3","1","1","cgg_idle_surprise3","","0.2","","","","201","201019"
"12","1","1.4","6","","0.2","","","","201","201020"
"93","3","","0","","","","","","201","201021"
"3","1","1","cgg_idle_normal","","0.2","","","","201","201022"
"3","100411","1","cgg_talk_surprise_kira","","0.2","","","","201","201023"
"12","100411","1.4","7","","0.2","","","","201","201024"
"93","3","","0","","","","","","201","201025"
"3","100411","1","cgg_idle_def","","0.2","","","","201","201026"
"3","1","0","cgg_talk_handsup","1","0.2","cgg_idle_reaction1","0","","201","201027"
"12","1","1.4","11","","0.2","","","","201","201028"
"93","3","","0","","","","","","201","201029"
"3","1","1","cgg_idle_normal","","0.2","","","","201","201030"
"3","100411","1","cgg_talk_joy1","","0.2","","","","201","201031"
"12","100411","1.4","10","","0.2","","","","201","201032"
"93","3","","0","","","","","","201","201033"
"101","201018","","0","","","","","","201","201034"
"22","0","","0.5","","","","","","201","201035"
"6","1","1","1","0","0.1","1","0","","201","201036"
"6","100411","1","1","0","0.1","1","0","","201","201037"
"93","0.1","","0","","","","","","201","201038"
"3","1","1","cgg_idle_normal","","0","","","","201","201039"
"3","100411","1","cgg_idle_def","","0","","","","201","201040"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","202","202001"
"1","1","100","102011","-230","1.6","420","1","cgg_idle_def","202","202002"
"6","1","1","1","1","0.1","1","0","","202","202003"
"6","102011","1","1","1","0.1","1","0","","202","202004"
"93","0.2","","0","","","","","","202","202005"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_8_014","","","0","","","202","202006"
"11","102011","5","すごいね～♪\n全部そろったところが\n見てみたいな～♪","0","0","0","0","0","202","202007"
"3","1","1","cgg_idle_reaction1","","0.2","","","","202","202008"
"3","102011","1","cgg_talk_joy3","","0.2","","","","202","202009"
"93","2","","0","","","","","","202","202010"
"3","1","1","cgg_idle_nod","","0.2","","","","202","202011"
"3","102011","1","cgg_talk_wish","","0.2","","","","202","202012"
"91","202007","","","","","","","","202","202013"
"93","0.5","","0","","","","","","202","202014"
"3","102011","1","cgg_idle_def","","0.2","","","","202","202015"
"3","1","1","cgg_idle_reaction3","","0.2","","","","202","202016"
"12","1","1.4","6","","0.2","","","","202","202017"
"93","3","","0","","","","","","202","202018"
"3","1","1","cgg_idle_normal","","0.2","","","","202","202019"
"3","102011","1","cgg_talk_joy1_normal","","0.2","","","","202","202020"
"12","102011","1.4","11","","0.2","","","","202","202021"
"93","3","","0","","","","","","202","202022"
"3","102011","1","cgg_idle_def","","0.2","","","","202","202023"
"3","1","0","cgg_talk_guts2","1","0.2","cgg_idle_guts2","0","","202","202024"
"12","1","1.4","11","","0.2","","","","202","202025"
"93","3","","0","","","","","","202","202026"
"3","1","1","cgg_idle_normal","","0.2","","","","202","202027"
"3","102011","1","cgg_talk_joy3","","0.2","","","","202","202028"
"12","102011","1.4","7","","0.2","","","","202","202029"
"93","3","","0","","","","","","202","202030"
"101","202015","","0","","","","","","202","202031"
"22","0","","0.5","","","","","","202","202032"
"6","1","1","1","0","0.1","1","0","","202","202033"
"6","102011","1","1","0","0.1","1","0","","202","202034"
"93","0.1","","0","","","","","","202","202035"
"3","1","1","cgg_idle_normal","","0","","","","202","202036"
"3","102011","1","cgg_idle_def","","0","","","","202","202037"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","203","203001"
"1","1","100","103611","-230","1.6","420","1","cgg_idle_def","203","203002"
"6","1","1","1","1","0.1","1","0","","203","203003"
"6","103611","1","1","1","0.1","1","0","","203","203004"
"93","0.2","","0","","","","","","203","203005"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_9_015","","","0","","","203","203006"
"11","103611","6","あと少しですね\n全部揃えられたら\n褒めてあげます\n…頑張ってください","0","0","0","0","0","203","203007"
"3","1","0","cgg_talk_arm_crossed","1","0.2","cgg_idle_arm_crossed","0","","203","203008"
"3","103611","1","cgg_talk_normal","","0.2","","","","203","203009"
"93","1.9","","0","","","","","","203","203010"
"3","1","1","cgg_idle_surprise1","","0.2","","","","203","203011"
"3","103611","1","cgg_talk_joy3_blink","","0.2","","","","203","203012"
"93","3.1","","0","","","","","","203","203013"
"3","1","0","cgg_talk_guts2","1","0.2","cgg_idle_guts2","0","","203","203014"
"3","103611","1","cgg_talk_surprise_dere","","0.2","","","","203","203015"
"91","203007","","","","","","","","203","203016"
"93","0.5","","0","","","","","","203","203017"
"3","103611","1","cgg_idle_def","","0.2","","","","203","203018"
"3","1","0","cgg_talk_nod","1","0.2","cgg_idle_nod","0","","203","203019"
"12","1","1.4","6","","0.2","","","","203","203020"
"93","3","","0","","","","","","203","203021"
"3","1","1","cgg_idle_normal","","0.2","","","","203","203022"
"3","103611","1","cgg_talk_joy1","","0.2","","","","203","203023"
"12","103611","1.4","10","","0.2","","","","203","203024"
"93","3","","0","","","","","","203","203025"
"3","103611","1","cgg_idle_def","","0.2","","","","203","203026"
"3","1","0","cgg_talk_guts1","1","0.2","cgg_idle_guts1","0","","203","203027"
"12","1","1.4","4","","0.2","","","","203","203028"
"93","3","","0","","","","","","203","203029"
"3","1","1","cgg_idle_normal","","0.2","","","","203","203030"
"3","103611","1","cgg_talk_joy3_dere","","0.2","","","","203","203031"
"12","103611","1.4","7","","0.2","","","","203","203032"
"93","3","","0","","","","","","203","203033"
"101","203018","","0","","","","","","203","203034"
"22","0","","0.5","","","","","","203","203035"
"6","1","1","1","0","0.1","1","0","","203","203036"
"6","103611","1","1","0","0.1","1","0","","203","203037"
"93","0.1","","0","","","","","","203","203038"
"3","1","1","cgg_idle_normal","","0","","","","203","203039"
"3","103611","1","cgg_idle_def","","0","","","","203","203040"
"5","1","100","1","-230","160","-420","0","cgg_idle_normal","204","204001"
"1","1","100","102811","-230","1.6","420","1","cgg_idle_def","204","204002"
"6","1","1","1","1","0.1","1","0","","204","204003"
"6","102811","1","1","1","0.1","1","0","","204","204004"
"93","0.2","","0","","","","","","204","204005"
"21","vo_minigame_1007","0","vo_minigame_1007_top_talk_10_016","","","0","","","204","204006"
"11","102811","6","こんなに\nグッズ集めたの？\nやるわね…あたしも\n集めようかしら","0","0","0","0","0","204","204007"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","204","204008"
"3","102811","0","cgg_surprise","1","0.2","cgg_talk_surprise1","0","","204","204009"
"93","2.5","","0","","","","","","204","204010"
"3","1","1","cgg_idle_reaction5","","0.2","","","","204","204011"
"3","102811","1","cgg_talk_bitter","","0.2","","","","204","204012"
"91","204007","","","","","","","","204","204013"
"93","0.5","","0","","","","","","204","204014"
"3","102811","1","cgg_idle_def","","0.2","","","","204","204015"
"3","1","0","cgg_talk_doya","1","0.2","cgg_idle_doya","0","","204","204016"
"12","1","1.4","6","","0.2","","","","204","204017"
"93","3","","0","","","","","","204","204018"
"3","1","1","cgg_idle_normal","","0.2","","","","204","204019"
