4fc783c756a767fee76b1f8d92ba60264c5c24151510c80d485cb14f99b68481,98c65783e4fecc56fafaeeba8c23d205150680523f462fc6d7b17d234ec240e6,9c8de36dd3ede561b306caa5cebd923511042d3d4871c9801be98e68b72862c8,07fe78c3753c67144ec6386a2115d77b48e7e56a053dc71380073e34a551af68,29fcded04f96f7735589a70fa7b8f9a8346d55fae74d80ef709f53f7e24e0c3d,13c4d5356d3ff19e0a09ec686771c94fc04092cb6c3b3e760eb1d5e0f4b7977a,a9938f17b3eeea85043e1ab0f4d8a5424bcf68012e36343f755e6fbf9447d9fc,c32a9525190966e36657d4978cb041598fae35b610ed28ccfdf1d403ab66454e
"77","0","109601","2020/05/15 14:59:59","3","0","92","2020/05/10 12:00:00"
"78","0","112801","2020/05/31 11:59:59","3","1016","93","2020/05/15 15:00:00"
"79","0","180501","2020/06/03 18:59:59","3","1017","94","2020/05/31 12:00:00"
"79","0","180401","2020/06/03 18:59:59","3","0","95","2020/05/31 12:00:00"
"79","0","107001","2020/06/03 18:59:59","3","0","96","2020/05/31 12:00:00"
"79","0","106101","2020/06/03 18:59:59","3","0","97","2020/05/31 12:00:00"
"79","0","107101","2020/06/03 18:59:59","3","0","98","2020/05/31 12:00:00"
"80","0","112901","2020/06/10 11:59:59","3","1018","99","2020/06/03 19:00:00"
"81","0","110001","2020/06/17 14:59:59","3","0","100","2020/06/10 12:00:00"
"81","0","110301","2020/06/17 14:59:59","3","0","101","2020/06/10 12:00:00"
"82","0","106601","2020/06/24 11:59:59","3","1019","102","2020/06/17 15:00:00"
"83","0","111501","2020/06/30 11:59:59","3","0","103","2020/06/24 12:00:00"
"84","0","180201","2020/07/03 18:59:59","3","1020","104","2020/06/30 12:00:00"
"84","0","180501","2020/07/03 18:59:59","3","0","105","2020/06/30 12:00:00"
"84","0","180401","2020/07/03 18:59:59","3","0","106","2020/06/30 12:00:00"
"84","0","107001","2020/07/03 18:59:59","3","0","107","2020/06/30 12:00:00"
"84","0","106101","2020/07/03 18:59:59","3","0","108","2020/06/30 12:00:00"
"84","0","107101","2020/07/03 18:59:59","3","0","109","2020/06/30 12:00:00"
"85","0","113101","2020/07/10 11:59:59","3","1021","110","2020/07/03 19:00:00"
"86","0","110401","2020/07/15 14:59:59","3","0","111","2020/07/10 12:00:00"
"86","0","110601","2020/07/15 14:59:59","3","0","112","2020/07/10 12:00:00"
"87","0","113301","2020/07/22 11:59:59","3","1022","113","2020/07/15 15:00:00"
"88","0","112001","2020/07/27 11:59:59","3","0","114","2020/07/22 12:00:00"
"88","0","111901","2020/07/27 11:59:59","3","0","115","2020/07/22 12:00:00"
"89","0","107501","2020/07/31 11:59:59","3","0","116","2020/07/27 12:00:00"
"89","0","107801","2020/07/31 11:59:59","3","0","117","2020/07/27 12:00:00"
"90","0","113401","2020/08/10 11:59:59","3","1023","118","2020/07/31 12:00:00"
"91","0","110701","2020/08/15 14:59:59","3","0","119","2020/08/10 12:00:00"
"91","0","110801","2020/08/15 14:59:59","3","0","120","2020/08/10 12:00:00"
"92","0","113601","2020/08/26 11:59:59","3","1024","121","2020/08/15 15:00:00"
"93","0","107701","2020/08/31 11:59:59","3","0","122","2020/08/26 12:00:00"
"93","0","107901","2020/08/31 11:59:59","3","0","123","2020/08/26 12:00:00"
"94","0","106801","2020/09/03 18:59:59","3","1025","124","2020/08/31 12:00:00"
"94","0","180201","2020/09/03 18:59:59","3","0","125","2020/08/31 12:00:00"
"94","0","180501","2020/09/03 18:59:59","3","0","126","2020/08/31 12:00:00"
"94","0","180401","2020/09/03 18:59:59","3","0","127","2020/08/31 12:00:00"
"94","0","107001","2020/09/03 18:59:59","3","0","128","2020/08/31 12:00:00"
"94","0","106101","2020/09/03 18:59:59","3","0","129","2020/08/31 12:00:00"
"94","0","107101","2020/09/03 18:59:59","3","0","130","2020/08/31 12:00:00"
"95","0","113701","2020/09/14 11:59:59","3","1026","131","2020/09/03 19:00:00"
"96","0","111101","2020/09/19 14:59:59","3","0","132","2020/09/14 12:00:00"
"96","0","111301","2020/09/19 14:59:59","3","0","133","2020/09/14 12:00:00"
"97","0","113801","2020/09/30 11:59:59","3","1027","134","2020/09/19 15:00:00"
"98","0","113901","2020/10/10 11:59:59","3","1028","135","2020/09/30 12:00:00"
"99","0","111401","2020/10/15 14:59:59","3","0","136","2020/10/10 12:00:00"
"99","0","106501","2020/10/15 14:59:59","3","0","137","2020/10/10 12:00:00"
"100","0","114001","2020/10/26 14:59:59","3","1029","138","2020/10/15 15:00:00"
"101","0","108101","2020/10/31 11:59:59","3","0","139","2020/10/26 15:00:00"
"101","0","108301","2020/10/31 11:59:59","3","0","140","2020/10/26 15:00:00"
"102","0","114201","2020/11/10 11:59:59","3","1030","141","2020/10/31 12:00:00"
"103","0","109701","2020/11/21 14:59:59","3","0","142","2020/11/10 12:00:00"
"103","0","109901","2020/11/21 14:59:59","3","0","143","2020/11/10 12:00:00"
"104","0","114301","2020/11/30 11:59:59","3","1031","144","2020/11/16 15:00:00"
"105","0","114401","2020/12/10 11:59:59","3","1032","145","2020/11/30 12:00:00"
"106","0","111501","2020/12/21 14:59:59","3","0","146","2020/12/10 12:00:00"
"106","0","111701","2020/12/21 14:59:59","3","0","147","2020/12/10 12:00:00"
"106","0","108401","2020/12/21 14:59:59","3","0","148","2020/12/10 12:00:00"
"106","0","108601","2020/12/21 14:59:59","3","0","149","2020/12/10 12:00:00"
"107","0","114501","2020/12/31 11:59:59","3","1033","150","2020/12/21 15:00:00"
"108","0","180101","2021/01/03 18:59:59","3","1034","151","2020/12/31 12:00:00"
"108","0","106801","2021/01/03 18:59:59","3","0","152","2020/12/31 12:00:00"
"108","0","180201","2021/01/03 18:59:59","3","0","153","2020/12/31 12:00:00"
"108","0","180501","2021/01/03 18:59:59","3","0","154","2020/12/31 12:00:00"
"108","0","180401","2021/01/03 18:59:59","3","0","155","2020/12/31 12:00:00"
"108","0","107001","2021/01/03 18:59:59","3","0","156","2020/12/31 12:00:00"
"108","0","106101","2021/01/03 18:59:59","3","0","157","2020/12/31 12:00:00"
"108","0","107101","2021/01/03 18:59:59","3","0","158","2020/12/31 12:00:00"
"109","0","111801","2021/01/12 11:59:59","3","1035","159","2021/01/03 19:00:00"
"110","0","112001","2021/01/17 11:59:59","3","0","160","2021/01/12 12:00:00"
"110","0","111901","2021/01/17 11:59:59","3","0","161","2021/01/12 12:00:00"
"111","0","108801","2021/01/22 14:59:59","3","0","162","2021/01/17 12:00:00"
"111","0","108701","2021/01/22 14:59:59","3","0","163","2021/01/17 12:00:00"
"112","0","115001","2021/01/31 11:59:59","3","1036","164","2021/01/22 15:00:00"
"113","0","115501","2021/02/10 11:59:59","3","1037","165","2021/01/31 12:00:00"
"114","0","112201","2021/02/15 22:59:59","3","0","166","2021/02/10 12:00:00"
"114","0","109101","2021/02/15 22:59:59","3","0","167","2021/02/10 12:00:00"
"115","0","106401","2021/02/23 14:59:59","3","1038","168","2021/02/15 23:00:00"
"117","0","113101","2021/02/28 11:59:59","3","0","169","2021/02/23 15:00:00"
"118","0","115701","2021/02/28 11:59:59","3","1039","170","2021/02/23 15:00:00"
"119","0","180601","2021/03/03 18:59:59","3","1040","171","2021/02/28 12:00:00"
"119","0","180101","2021/03/03 18:59:59","3","0","172","2021/02/28 12:00:00"
"119","0","106801","2021/03/03 18:59:59","3","0","173","2021/02/28 12:00:00"
"119","0","180201","2021/03/03 18:59:59","3","0","174","2021/02/28 12:00:00"
"119","0","180501","2021/03/03 18:59:59","3","0","175","2021/02/28 12:00:00"
"119","0","180401","2021/03/03 18:59:59","3","0","176","2021/02/28 12:00:00"
"119","0","107001","2021/03/03 18:59:59","3","0","177","2021/02/28 12:00:00"
"119","0","106101","2021/03/03 18:59:59","3","0","178","2021/02/28 12:00:00"
"119","0","107101","2021/03/03 18:59:59","3","0","179","2021/02/28 12:00:00"
"120","0","115901","2021/03/12 11:59:59","3","1041","180","2021/03/03 19:00:00"
"121","0","112401","2021/03/24 11:59:59","3","0","181","2021/03/08 12:00:00"
"121","0","112501","2021/03/24 11:59:59","3","0","182","2021/03/08 12:00:00"
"122","0","113401","2021/03/22 14:59:59","3","0","183","2021/03/12 12:00:00"
"123","0","116001","2021/03/31 11:59:59","3","1042","184","2021/03/22 15:00:00"
"125","0","116301","2021/04/08 11:59:59","3","1043","185","2021/03/31 12:00:00"
"126","0","111001","2021/04/15 14:59:59","3","0","186","2021/04/08 12:00:00"
"126","0","110901","2021/04/15 14:59:59","3","0","187","2021/04/08 12:00:00"
"127","0","116201","2021/04/22 11:59:59","3","1044","188","2021/04/15 15:00:00"
"128","0","113901","2021/04/28 11:59:59","3","0","189","2021/04/22 12:00:00"
"129","0","107101","2021/04/30 11:59:59","3","1045","190","2021/04/28 12:00:00"
"129","0","180601","2021/04/30 11:59:59","3","0","191","2021/04/28 12:00:00"
"129","0","180101","2021/04/30 11:59:59","3","0","192","2021/04/28 12:00:00"
"129","0","106801","2021/04/30 11:59:59","3","0","193","2021/04/28 12:00:00"
"129","0","180201","2021/04/30 11:59:59","3","0","194","2021/04/28 12:00:00"
"129","0","180501","2021/04/30 11:59:59","3","0","195","2021/04/28 12:00:00"
"129","0","180401","2021/04/30 11:59:59","3","0","196","2021/04/28 12:00:00"
"129","0","107001","2021/04/30 11:59:59","3","0","197","2021/04/28 12:00:00"
"129","0","106101","2021/04/30 11:59:59","3","0","198","2021/04/28 12:00:00"
"130","0","116501","2021/05/11 11:59:59","3","1046","199","2021/04/30 12:00:00"
"131","0","112701","2021/05/21 14:59:59","3","0","200","2021/05/11 12:00:00"
"131","0","112801","2021/05/21 14:59:59","3","0","201","2021/05/11 12:00:00"
"133","0","116601","2021/05/31 11:59:59","3","1047","202","2021/05/21 15:00:00"
"134","0","116701","2021/06/09 11:59:59","3","1048","203","2021/05/31 12:00:00"
"135","0","112901","2021/06/16 14:59:59","3","0","204","2021/06/09 12:00:00"
"135","0","106601","2021/06/16 14:59:59","3","0","205","2021/06/09 12:00:00"
"136","0","110301","2021/06/20 14:59:59","3","0","206","2021/06/16 15:00:00"
"136","0","110001","2021/06/20 14:59:59","3","0","207","2021/06/16 15:00:00"
"137","0","116901","2021/06/24 14:59:59","3","1049","208","2021/06/16 15:00:00"
"138","0","107801","2021/06/24 14:59:59","3","0","209","2021/06/20 15:00:00"
"138","0","107501","2021/06/24 14:59:59","3","0","210","2021/06/20 15:00:00"
"139","0","114401","2021/06/30 11:59:59","3","0","211","2021/06/24 15:00:00"
"140","0","180301","2021/07/03 18:59:59","3","1050","212","2021/06/30 12:00:00"
"140","0","180601","2021/07/03 18:59:59","3","0","213","2021/06/30 12:00:00"
"140","0","180101","2021/07/03 18:59:59","3","0","214","2021/06/30 12:00:00"
"140","0","106801","2021/07/03 18:59:59","3","0","215","2021/06/30 12:00:00"
"140","0","180201","2021/07/03 18:59:59","3","0","216","2021/06/30 12:00:00"
"140","0","180501","2021/07/03 18:59:59","3","0","217","2021/06/30 12:00:00"
"140","0","180401","2021/07/03 18:59:59","3","0","218","2021/06/30 12:00:00"
"140","0","107001","2021/07/03 18:59:59","3","0","219","2021/06/30 12:00:00"
"140","0","106101","2021/07/03 18:59:59","3","0","220","2021/06/30 12:00:00"
"140","0","107101","2021/07/03 18:59:59","3","0","221","2021/06/30 12:00:00"
"141","0","117001","2021/07/12 11:59:59","3","1051","222","2021/07/03 19:00:00"
"142","0","113101","2021/07/15 14:59:59","3","0","223","2021/07/08 12:00:00"
"143","0","107701","2021/07/19 14:59:59","3","0","224","2021/07/15 12:00:00"
"143","0","107901","2021/07/19 14:59:59","3","0","225","2021/07/15 12:00:00"
"144","0","117101","2021/07/24 14:59:59","3","1052","226","2021/07/15 15:00:00"
"145","0","110401","2021/07/24 14:59:59","3","0","227","2021/07/19 15:00:00"
"146","0","111801","2021/07/31 11:59:59","3","0","228","2021/07/24 15:00:00"
"146","0","115001","2021/07/31 11:59:59","3","0","229","2021/07/24 15:00:00"
"147","0","117201","2021/08/09 11:59:59","3","1053","230","2021/07/31 12:00:00"
"148","0","113401","2021/08/15 14:59:59","3","0","231","2021/08/09 12:00:00"
"149","0","117301","2021/08/23 11:59:59","3","1054","232","2021/08/15 15:00:00"
"150","0","115501","2021/08/31 11:59:59","3","0","233","2021/08/23 12:00:00"
"151","0","180701","2021/09/03 18:59:59","3","1055","234","2021/08/31 12:00:00"
"151","0","180301","2021/09/03 18:59:59","3","0","235","2021/08/31 12:00:00"
"151","0","180601","2021/09/03 18:59:59","3","0","236","2021/08/31 12:00:00"
"151","0","180101","2021/09/03 18:59:59","3","0","237","2021/08/31 12:00:00"
"151","0","106801","2021/09/03 18:59:59","3","0","238","2021/08/31 12:00:00"
"151","0","180201","2021/09/03 18:59:59","3","0","239","2021/08/31 12:00:00"
"151","0","180501","2021/09/03 18:59:59","3","0","240","2021/08/31 12:00:00"
"151","0","180401","2021/09/03 18:59:59","3","0","241","2021/08/31 12:00:00"
"151","0","107001","2021/09/03 18:59:59","3","0","242","2021/08/31 12:00:00"
"151","0","106101","2021/09/03 18:59:59","3","0","243","2021/08/31 12:00:00"
"151","0","107101","2021/09/03 18:59:59","3","0","244","2021/08/31 12:00:00"
"152","0","117501","2021/09/08 11:59:59","3","1056","245","2021/09/03 19:00:00"
"153","0","113701","2021/09/13 11:59:59","3","0","246","2021/09/08 12:00:00"
"153","0","113801","2021/09/13 11:59:59","3","0","247","2021/09/08 12:00:00"
"154","0","117601","2021/09/18 11:59:59","3","1057","248","2021/09/13 12:00:00"
"155","0","118001","2021/09/24 11:59:59","3","1058","249","2021/09/18 12:00:00"
"156","0","108101","2021/09/30 11:59:59","3","0","250","2021/09/24 12:00:00"
"156","0","108301","2021/09/30 11:59:59","3","0","251","2021/09/24 12:00:00"
"157","0","110601","2021/09/30 11:59:59","3","0","252","2021/09/24 12:00:00"
"158","0","117701","2021/10/08 11:59:59","3","1059","253","2021/09/30 12:00:00"
"159","0","113901","2021/10/15 14:59:59","3","0","254","2021/10/08 12:00:00"
"160","0","117901","2021/10/22 11:59:59","3","1060","255","2021/10/15 15:00:00"
"161","0","111101","2021/10/31 11:59:59","3","0","256","2021/10/22 12:00:00"
"162","0","106701","2021/11/03 18:59:59","3","1061","257","2021/10/31 12:00:00"
"162","0","180701","2021/11/03 18:59:59","3","0","258","2021/10/31 12:00:00"
"162","0","180301","2021/11/03 18:59:59","3","0","259","2021/10/31 12:00:00"
"162","0","180601","2021/11/03 18:59:59","3","0","260","2021/10/31 12:00:00"
"162","0","180101","2021/11/03 18:59:59","3","0","261","2021/10/31 12:00:00"
"162","0","106801","2021/11/03 18:59:59","3","0","262","2021/10/31 12:00:00"
"162","0","180201","2021/11/03 18:59:59","3","0","263","2021/10/31 12:00:00"
"162","0","180501","2021/11/03 18:59:59","3","0","264","2021/10/31 12:00:00"
"162","0","180401","2021/11/03 18:59:59","3","0","265","2021/10/31 12:00:00"
"162","0","107001","2021/11/03 18:59:59","3","0","266","2021/10/31 12:00:00"
"162","0","106101","2021/11/03 18:59:59","3","0","267","2021/10/31 12:00:00"
"162","0","107101","2021/11/03 18:59:59","3","0","268","2021/10/31 12:00:00"
"163","0","119001","2021/11/11 11:59:59","3","1062","269","2021/11/03 19:00:00"
"164","0","114201","2021/11/16 11:59:59","3","0","270","2021/11/11 12:00:00"
"164","0","114301","2021/11/16 11:59:59","3","0","271","2021/11/11 12:00:00"
"166","0","119101","2021/11/24 11:59:59","3","1063","272","2021/11/16 12:00:00"
"167","0","108401","2021/11/30 11:59:59","3","0","273","2021/11/24 12:00:00"
"167","0","108601","2021/11/30 11:59:59","3","0","274","2021/11/24 12:00:00"
"168","0","119901","2021/12/08 11:59:59","3","1064","275","2021/11/30 12:00:00"
"169","0","114401","2021/12/15 14:59:59","3","0","276","2021/12/08 12:00:00"
"170","0","111501","2021/12/22 11:59:59","3","0","277","2021/12/15 15:00:00"
"171","0","119301","2021/12/31 11:59:59","3","1065","278","2021/12/22 12:00:00"
"172","0","180801","2022/01/03 18:59:59","3","1066","279","2021/12/31 12:00:00"
"172","0","106701","2022/01/03 18:59:59","3","0","280","2021/12/31 12:00:00"
"172","0","180701","2022/01/03 18:59:59","3","0","281","2021/12/31 12:00:00"
"172","0","180301","2022/01/03 18:59:59","3","0","282","2021/12/31 12:00:00"
"172","0","180601","2022/01/03 18:59:59","3","0","283","2021/12/31 12:00:00"
"172","0","180101","2022/01/03 18:59:59","3","0","284","2021/12/31 12:00:00"
"172","0","106801","2022/01/03 18:59:59","3","0","285","2021/12/31 12:00:00"
"172","0","180201","2022/01/03 18:59:59","3","0","286","2021/12/31 12:00:00"
"172","0","180501","2022/01/03 18:59:59","3","0","287","2021/12/31 12:00:00"
"172","0","180401","2022/01/03 18:59:59","3","0","288","2021/12/31 12:00:00"
"172","0","107001","2022/01/03 18:59:59","3","0","289","2021/12/31 12:00:00"
"172","0","106101","2022/01/03 18:59:59","3","0","290","2021/12/31 12:00:00"
"172","0","107101","2022/01/03 18:59:59","3","0","291","2021/12/31 12:00:00"
"173","0","120701","2022/01/11 11:59:59","3","1067","292","2022/01/03 19:00:00"
"174","0","111801","2022/01/15 14:59:59","3","0","293","2022/01/11 12:00:00"
"174","0","115001","2022/01/15 14:59:59","3","0","294","2022/01/11 12:00:00"
"175","0","120901","2022/01/24 11:59:59","3","1068","295","2022/01/15 15:00:00"
"176","0","108801","2022/01/27 11:59:59","3","0","296","2022/01/24 12:00:00"
"176","0","108701","2022/01/27 11:59:59","3","0","297","2022/01/24 12:00:00"
"177","0","112001","2022/01/31 11:59:59","3","0","298","2022/01/27 12:00:00"
"177","0","111901","2022/01/31 11:59:59","3","0","299","2022/01/27 12:00:00"
"178","0","121001","2022/02/08 11:59:59","3","1069","300","2022/01/31 12:00:00"
"179","0","116401","2022/02/15 14:59:59","3","1070","301","2022/02/08 12:00:00"
"180","0","115501","2022/02/24 11:59:59","3","0","302","2022/02/15 15:00:00"
"181","0","121101","2022/02/24 11:59:59","3","1071","303","2022/02/15 15:00:00"
"182","0","117001","2022/02/28 11:59:59","3","0","304","2022/02/24 12:00:00"
"183","0","118101","2022/03/03 18:59:59","3","1072","305","2022/02/28 12:00:00"
"183","0","180801","2022/03/03 18:59:59","3","0","306","2022/02/28 12:00:00"
"183","0","106701","2022/03/03 18:59:59","3","0","307","2022/02/28 12:00:00"
"183","0","180701","2022/03/03 18:59:59","3","0","308","2022/02/28 12:00:00"
"183","0","180301","2022/03/03 18:59:59","3","0","309","2022/02/28 12:00:00"
"183","0","180601","2022/03/03 18:59:59","3","0","310","2022/02/28 12:00:00"
"183","0","180101","2022/03/03 18:59:59","3","0","311","2022/02/28 12:00:00"
"183","0","106801","2022/03/03 18:59:59","3","0","312","2022/02/28 12:00:00"
"183","0","180201","2022/03/03 18:59:59","3","0","313","2022/02/28 12:00:00"
"183","0","180501","2022/03/03 18:59:59","3","0","314","2022/02/28 12:00:00"
"183","0","180401","2022/03/03 18:59:59","3","0","315","2022/02/28 12:00:00"
"183","0","107001","2022/03/03 18:59:59","3","0","316","2022/02/28 12:00:00"
"183","0","106101","2022/03/03 18:59:59","3","0","317","2022/02/28 12:00:00"
"183","0","107101","2022/03/03 18:59:59","3","0","318","2022/02/28 12:00:00"
"184","0","121301","2022/03/11 11:59:59","3","1073","319","2022/03/03 19:00:00"
"185","0","107801","2022/03/11 11:59:59","3","0","320","2022/03/08 12:00:00"
"185","0","107501","2022/03/11 11:59:59","3","0","321","2022/03/08 12:00:00"
"186","0","115901","2022/03/15 14:59:59","3","0","322","2022/03/11 12:00:00"
"186","0","116001","2022/03/15 14:59:59","3","0","323","2022/03/11 12:00:00"
